B17026_001E,B17026_001M,B17026_002E,B17026_002M,B17026_003E,B17026_003M,B17026_004E,B17026_004M,B17026_005E,B17026_005M,B17026_006E,B17026_006M,B17026_007E,B17026_007M,B17026_008E,B17026_008M,B17026_009E,B17026_009M,B17026_010E,B17026_010M,B17026_011E,B17026_011M,B17026_012E,B17026_012M,B17026_013E,B17026_013M,B17026_001M,B17026_001EA,B17026_001MA,B17026_002M,B17026_002EA,B17026_002MA,B17026_003M,B17026_003EA,B17026_003MA,B17026_004M,B17026_004EA,B17026_004MA,B17026_005M,B17026_005EA,B17026_005MA,B17026_006M,B17026_006EA,B17026_006MA,B17026_007M,B17026_007EA,B17026_007MA,B17026_008M,B17026_008EA,B17026_008MA,B17026_009M,B17026_009EA,B17026_009MA,B17026_010M,B17026_010EA,B17026_010MA,B17026_011M,B17026_011EA,B17026_011MA,B17026_012M,B17026_012EA,B17026_012MA,B17026_013M,B17026_013EA,B17026_013MA,state
1633661,12099,51812,3712,32541,2782,34869,3496,37214,3109,37341,3228,41663,3331,19189,2466,27235,2543,191715,6190,183481,5618,181151,5930,795450,10909,12099,null,null,3712,null,null,2782,null,null,3496,null,null,3109,null,null,3228,null,null,3331,null,null,2466,null,null,2543,null,null,6190,null,null,5618,null,null,5930,null,null,10909,null,null,25
2476595,14487,101902,4387,70090,4021,79759,3874,88561,3953,85736,3866,97185,3859,38187,2901,55720,3042,396686,7869,375059,6796,298558,6836,789152,8797,14487,null,null,4387,null,null,4021,null,null,3874,null,null,3953,null,null,3866,null,null,3859,null,null,2901,null,null,3042,null,null,7869,null,null,6796,null,null,6836,null,null,8797,null,null,26
1367104,9317,32816,2211,21736,2288,25548,1976,37581,3753,38080,2751,38487,3074,16561,1978,24445,1903,184224,5864,199102,5532,178319,4727,570205,7515,9317,null,null,2211,null,null,2288,null,null,1976,null,null,3753,null,null,2751,null,null,3074,null,null,1978,null,null,1903,null,null,5864,null,null,5532,null,null,4727,null,null,7515,null,null,27
730719,10889,50253,3883,37857,3914,32226,2876,34219,3178,33810,3020,35644,3079,16769,2129,20622,2315,129710,6499,101437,4587,74763,4760,163409,6083,10889,null,null,3883,null,null,3914,null,null,2876,null,null,3178,null,null,3020,null,null,3079,null,null,2129,null,null,2315,null,null,6499,null,null,4587,null,null,4760,null,null,6083,null,null,28
1527349,11298,59089,4353,42339,3274,47930,2918,56250,4164,61044,4143,62281,3859,28062,2396,38848,2947,259718,7805,233409,6885,187997,5355,450382,8383,11298,null,null,4353,null,null,3274,null,null,2918,null,null,4164,null,null,4143,null,null,3859,null,null,2396,null,null,2947,null,null,7805,null,null,6885,null,null,5355,null,null,8383,null,null,29
257449,5388,7721,1321,5612,1078,7301,1228,9501,1633,11170,1748,8608,1106,6141,1213,6313,1161,42195,2825,40252,2665,33135,2483,79500,3652,5388,null,null,1321,null,null,1078,null,null,1228,null,null,1633,null,null,1748,null,null,1106,null,null,1213,null,null,1161,null,null,2825,null,null,2665,null,null,2483,null,null,3652,null,null,30
476436,5393,13769,1660,9981,1490,11529,1784,14724,1805,14856,1616,18059,1854,7101,1342,12182,1525,76187,3287,73896,3631,62996,3070,161156,4110,5393,null,null,1660,null,null,1490,null,null,1784,null,null,1805,null,null,1616,null,null,1854,null,null,1342,null,null,1525,null,null,3287,null,null,3631,null,null,3070,null,null,4110,null,null,31
670968,8716,27883,2892,16624,1925,23925,2452,28067,2918,28677,3034,28061,2732,11705,1732,20510,2486,113700,5348,101364,4638,75122,3695,195330,6481,8716,null,null,2892,null,null,1925,null,null,2452,null,null,2918,null,null,3034,null,null,2732,null,null,1732,null,null,2486,null,null,5348,null,null,4638,null,null,3695,null,null,6481,null,null,32
342912,5731,4773,1139,3743,1154,5280,1224,6533,1464,8016,1522,8611,1561,3470,704,6690,1250,43357,3034,48060,3431,50788,2986,153591,5137,5731,null,null,1139,null,null,1154,null,null,1224,null,null,1464,null,null,1522,null,null,1561,null,null,704,null,null,1250,null,null,3034,null,null,3431,null,null,2986,null,null,5137,null,null,33
2197150,15175,64267,4274,48350,3668,53540,3862,62200,4909,59445,4639,63433,3974,29074,3260,36456,3351,256764,8240,249953,7344,229281,7068,1044387,12800,15175,null,null,4274,null,null,3668,null,null,3862,null,null,4909,null,null,4639,null,null,3974,null,null,3260,null,null,3351,null,null,8240,null,null,7344,null,null,7068,null,null,12800,null,null,34
481127,7528,29648,3173,20169,2286,23802,2460,23441,2732,25883,2538,21154,2489,7427,1369,13014,1715,77645,3994,64931,3845,50962,3300,123051,4632,7528,null,null,3173,null,null,2286,null,null,2460,null,null,2732,null,null,2538,null,null,2489,null,null,1369,null,null,1715,null,null,3994,null,null,3845,null,null,3300,null,null,4632,null,null,35
4541583,22755,203277,7847,142110,6324,150053,6863,161752,6583,159462,7695,162318,6596,68242,4553,97963,6010,609662,11553,558565,9865,476468,9656,1751711,17412,22755,null,null,7847,null,null,6324,null,null,6863,null,null,6583,null,null,7695,null,null,6596,null,null,4553,null,null,6010,null,null,11553,null,null,9865,null,null,9656,null,null,17412,null,null,36
2542663,18509,110510,6079,82830,6070,92377,5952,102443,4940,111720,6434,117482,5231,44930,3692,64396,3594,420133,9448,369491,8982,287210,7448,739141,11523,18509,null,null,6079,null,null,6070,null,null,5952,null,null,4940,null,null,6434,null,null,5231,null,null,3692,null,null,3594,null,null,9448,null,null,8982,null,null,7448,null,null,11523,null,null,37
184904,4823,5616,1475,2805,930,3381,1052,4767,1188,4897,1102,6125,1237,2661,924,3666,858,26623,2285,28356,2196,25134,2183,70873,2907,4823,null,null,1475,null,null,930,null,null,1052,null,null,1188,null,null,1102,null,null,1237,null,null,924,null,null,858,null,null,2285,null,null,2196,null,null,2183,null,null,2907,null,null,38
2929661,16417,132082,6287,87127,5881,87667,4784,101392,5185,96763,4583,108336,4598,46420,3000,67957,4097,478528,10357,456022,9128,355981,7609,911386,11573,16417,null,null,6287,null,null,5881,null,null,4784,null,null,5185,null,null,4583,null,null,4598,null,null,3000,null,null,4097,null,null,10357,null,null,9128,null,null,7609,null,null,11573,null,null,39
961731,8307,46799,2711,29679,2303,34217,2468,43275,2903,43487,2761,43532,2373,18692,1807,22932,2007,170409,4875,134570,4242,106802,4019,267337,5586,8307,null,null,2711,null,null,2303,null,null,2468,null,null,2903,null,null,2761,null,null,2373,null,null,1807,null,null,2007,null,null,4875,null,null,4242,null,null,4019,null,null,5586,null,null,40
995749,11239,33400,3618,22688,2741,28586,3334,34709,3497,37961,3519,35811,2834,16623,2073,27488,2793,153311,6498,143936,5453,113783,5093,347453,7376,11239,null,null,3618,null,null,2741,null,null,3334,null,null,3497,null,null,3519,null,null,2834,null,null,2073,null,null,2793,null,null,6498,null,null,5453,null,null,5093,null,null,7376,null,null,41
3150563,15900,107813,5463,77931,4296,85745,5108,92991,4153,100665,4316,111094,4830,51807,3187,67852,3562,487365,9268,468837,8928,381785,8211,1116678,11301,15900,null,null,5463,null,null,4296,null,null,5108,null,null,4153,null,null,4316,null,null,4830,null,null,3187,null,null,3562,null,null,9268,null,null,8928,null,null,8211,null,null,11301,null,null,42
247448,5295,8739,1731,6217,1390,7821,1618,7591,1320,7361,1452,9867,1543,4273,1218,3238,987,32262,2870,30372,2473,32615,3189,97092,3932,5295,null,null,1731,null,null,1390,null,null,1618,null,null,1320,null,null,1452,null,null,1543,null,null,1218,null,null,987,null,null,2870,null,null,2473,null,null,3189,null,null,3932,null,null,44
1224695,13377,58945,4441,33583,3118,39936,3501,47947,3863,51615,4300,59018,4225,21861,2615,36037,2965,207916,6922,180458,6833,135099,5530,352280,8023,13377,null,null,4441,null,null,3118,null,null,3501,null,null,3863,null,null,4300,null,null,4225,null,null,2615,null,null,2965,null,null,6922,null,null,6833,null,null,5530,null,null,8023,null,null,45
209986,3966,9019,1427,4320,776,3972,914,5370,990,7383,1182,7540,1254,2681,821,5053,974,35106,2316,36384,2300,29315,2041,63843,3054,3966,null,null,1427,null,null,776,null,null,914,null,null,990,null,null,1182,null,null,1254,null,null,821,null,null,974,null,null,2316,null,null,2300,null,null,2041,null,null,3054,null,null,46
1670605,13670,80569,4918,53269,3806,59576,4375,68834,4312,72349,4423,78711,4697,31951,3384,46723,3704,295386,8501,240694,7500,185125,6100,457418,9738,13670,null,null,4918,null,null,3806,null,null,4375,null,null,4312,null,null,4423,null,null,4697,null,null,3384,null,null,3704,null,null,8501,null,null,7500,null,null,6100,null,null,9738,null,null,47
6602215,26303,306342,9150,219203,9407,269657,7930,283712,12278,298626,9757,300935,9758,113518,5304,169094,7780,1049215,16905,848276,14678,660128,14649,2083509,19622,26303,null,null,9150,null,null,9407,null,null,7930,null,null,12278,null,null,9757,null,null,9758,null,null,5304,null,null,7780,null,null,16905,null,null,14678,null,null,14649,null,null,19622,null,null,48
711124,7895,21417,2208,12861,1897,16892,2408,24164,2681,25026,2627,27557,2271,10478,1528,17605,2025,134750,5366,121653,4458,86521,4992,212200,5487,7895,null,null,2208,null,null,1897,null,null,2408,null,null,2681,null,null,2627,null,null,2271,null,null,1528,null,null,2025,null,null,5366,null,null,4458,null,null,4992,null,null,5487,null,null,49
154421,3800,5049,1133,2834,736,3943,921,4176,943,4424,914,5205,971,2135,546,2668,550,24217,2092,22842,1812,20563,1435,56365,2976,3800,null,null,1133,null,null,736,null,null,921,null,null,943,null,null,914,null,null,971,null,null,546,null,null,550,null,null,2092,null,null,1812,null,null,1435,null,null,2976,null,null,50
2063049,16402,67532,4342,39922,3811,49106,3842,58742,3801,60773,4523,62744,4171,26664,2671,41446,3529,283037,8110,266300,7301,227546,7067,879237,11017,16402,null,null,4342,null,null,3811,null,null,3842,null,null,3801,null,null,4523,null,null,4171,null,null,2671,null,null,3529,null,null,8110,null,null,7301,null,null,7067,null,null,11017,null,null,51
1784043,12484,52620,3314,35438,3467,39424,3358,50716,3656,54149,4764,53769,3708,24823,2391,36637,3325,252752,8603,240440,6567,209407,7530,733868,11530,12484,null,null,3314,null,null,3467,null,null,3358,null,null,3656,null,null,4764,null,null,3708,null,null,2391,null,null,3325,null,null,8603,null,null,6567,null,null,7530,null,null,11530,null,null,53
467396,6711,25721,3008,17658,2011,16808,2014,21720,2305,20182,2038,21959,2300,9582,1407,13004,2042,80229,4319,73459,3905,52622,3181,114452,3974,6711,null,null,3008,null,null,2011,null,null,2014,null,null,2305,null,null,2038,null,null,2300,null,null,1407,null,null,2042,null,null,4319,null,null,3905,null,null,3181,null,null,3974,null,null,54
1460922,9966,42033,2863,32205,3341,38001,2913,43415,3310,42786,3193,49064,3072,20375,1758,32596,2505,229797,5319,231729,5952,202960,5387,495961,7584,9966,null,null,2863,null,null,3341,null,null,2913,null,null,3310,null,null,3193,null,null,3072,null,null,1758,null,null,2505,null,null,5319,null,null,5952,null,null,5387,null,null,7584,null,null,55
145524,4006,3078,721,2094,754,3982,1178,4019,973,5285,1200,5413,1101,2071,610,3270,807,24587,2499,21479,1887,20999,1820,49247,2446,4006,null,null,721,null,null,754,null,null,1178,null,null,973,null,null,1200,null,null,1101,null,null,610,null,null,807,null,null,2499,null,null,1887,null,null,1820,null,null,2446,null,null,56
836332,9750,179913,6226,73201,3966,76233,4339,73804,5035,65280,3593,64028,4302,18691,2027,29237,2863,121709,5482,61855,3652,31150,3199,41231,3214,9750,null,null,6226,null,null,3966,null,null,4339,null,null,5035,null,null,3593,null,null,4302,null,null,2027,null,null,2863,null,null,5482,null,null,3652,null,null,3199,null,null,3214,null,null,72
1208362,12930,63676,3999,40023,3256,49834,4236,51416,3472,54483,3992,58274,3773,21109,2083,29573,3049,201636,6630,178016,5852,132620,5691,327702,6851,12930,null,null,3999,null,null,3256,null,null,4236,null,null,3472,null,null,3992,null,null,3773,null,null,2083,null,null,3049,null,null,6630,null,null,5852,null,null,5691,null,null,6851,null,null,01
164102,4083,4624,874,2774,591,3633,956,4044,862,4166,746,4145,824,2524,805,3290,721,22506,2013,23233,2278,18892,1957,70271,3238,4083,null,null,874,null,null,591,null,null,956,null,null,862,null,null,746,null,null,824,null,null,805,null,null,721,null,null,2013,null,null,2278,null,null,1957,null,null,3238,null,null,02
1648739,12489,85129,4459,49665,3582,61742,4462,67855,3993,63181,4054,73055,4088,33046,2980,45485,3341,276792,7788,224759,6662,173619,5117,494411,9263,12489,null,null,4459,null,null,3582,null,null,4462,null,null,3993,null,null,4054,null,null,4088,null,null,2980,null,null,3341,null,null,7788,null,null,6662,null,null,5117,null,null,9263,null,null,04
747917,9249,37336,3087,28314,2697,26864,2190,36767,2700,38679,3449,37238,3152,15704,2351,23301,2874,135047,5467,108632,4859,82089,4384,177946,5322,9249,null,null,3087,null,null,2697,null,null,2190,null,null,2700,null,null,3449,null,null,3152,null,null,2351,null,null,2874,null,null,5467,null,null,4859,null,null,4384,null,null,5322,null,null,05
8887761,26268,358667,9637,257713,8698,312873,9832,366349,8116,358453,9934,356301,8956,145230,6043,210517,7805,1284900,17877,1050710,13730,857199,14118,3328849,22870,26268,null,null,9637,null,null,8698,null,null,9832,null,null,8116,null,null,9934,null,null,8956,null,null,6043,null,null,7805,null,null,17877,null,null,13730,null,null,14118,null,null,22870,null,null,06
1347936,10110,34131,3401,25656,3003,34638,3077,39946,2987,40445,3230,42169,3300,19169,2151,28680,2891,198994,6215,179876,6302,156255,6026,547977,7370,10110,null,null,3401,null,null,3003,null,null,3077,null,null,2987,null,null,3230,null,null,3300,null,null,2151,null,null,2891,null,null,6215,null,null,6302,null,null,6026,null,null,7370,null,null,08
880600,11466,26523,2578,13639,2040,20138,2737,20095,2529,23640,2652,25257,2841,9492,1508,13749,1790,100302,5336,100634,4646,91598,5108,435533,7938,11466,null,null,2578,null,null,2040,null,null,2737,null,null,2529,null,null,2652,null,null,2841,null,null,1508,null,null,1790,null,null,5336,null,null,4646,null,null,5108,null,null,7938,null,null,09
232433,5605,7647,1379,4400,877,6721,1346,6179,1194,6736,1424,9121,2049,2700,802,5367,936,36521,3085,34767,2871,26239,2455,86035,4249,5605,null,null,1379,null,null,877,null,null,1346,null,null,1194,null,null,1424,null,null,2049,null,null,802,null,null,936,null,null,3085,null,null,2871,null,null,2455,null,null,4249,null,null,10
122732,3407,9361,1568,3252,780,4221,1165,4066,926,3031,953,3362,860,1673,825,1241,690,11290,1712,11418,1618,7843,1259,61974,3214,3407,null,null,1568,null,null,780,null,null,1165,null,null,926,null,null,953,null,null,860,null,null,825,null,null,690,null,null,1712,null,null,1618,null,null,1259,null,null,3214,null,null,11
