B10057_001E,B10057_001M,B10057_002E,B10057_002M,B10057_003E,B10057_003M,B10057_004E,B10057_004M,B10057_005E,B10057_005M,B10057_006E,B10057_006M,B10057_007E,B10057_007M,B10057_008E,B10057_008M,B10057_009E,B10057_009M,B10057_010E,B10057_010M,B10057_011E,B10057_011M,B10057_001M,B10057_001EA,B10057_001MA,B10057_002M,B10057_002EA,B10057_002MA,B10057_003M,B10057_003EA,B10057_003MA,B10057_004M,B10057_004EA,B10057_004MA,B10057_005M,B10057_005EA,B10057_005MA,B10057_006M,B10057_006EA,B10057_006MA,B10057_007M,B10057_007EA,B10057_007MA,B10057_008M,B10057_008EA,B10057_008MA,B10057_009M,B10057_009EA,B10057_009MA,B10057_010M,B10057_010EA,B10057_010MA,B10057_011M,B10057_011EA,B10057_011MA,state
88443,4496,55320,3934,32596,2756,20066,2080,12530,1718,22724,2160,33123,2692,13771,1275,7492,1204,6279,850,19352,2303,4496,null,null,3934,null,null,2756,null,null,2080,null,null,1718,null,null,2160,null,null,2692,null,null,1275,null,null,1204,null,null,850,null,null,2303,null,null,40
71533,5377,45060,4939,15699,2570,8136,1747,7563,2049,29361,3819,26473,2996,5302,1364,2304,870,2998,764,21171,2608,5377,null,null,4939,null,null,2570,null,null,1747,null,null,2049,null,null,3819,null,null,2996,null,null,1364,null,null,870,null,null,764,null,null,2608,null,null,41
239124,9134,142660,7180,54499,4051,33925,3462,20574,2127,88161,5697,96464,5099,27385,2708,16066,2424,11319,1587,69079,4456,9134,null,null,7180,null,null,4051,null,null,3462,null,null,2127,null,null,5697,null,null,5099,null,null,2708,null,null,2424,null,null,1587,null,null,4456,null,null,42
20917,2474,12405,2259,3895,1407,2286,1030,1609,819,8510,1659,8512,1495,3170,1190,1694,873,1476,819,5342,1143,2474,null,null,2259,null,null,1407,null,null,1030,null,null,819,null,null,1659,null,null,1495,null,null,1190,null,null,873,null,null,819,null,null,1143,null,null,44
119799,7240,73488,6003,36277,3741,18847,2915,17430,2004,37211,4720,46311,4058,14852,1991,8606,1445,6246,1292,31459,3470,7240,null,null,6003,null,null,3741,null,null,2915,null,null,2004,null,null,4720,null,null,4058,null,null,1991,null,null,1445,null,null,1292,null,null,3470,null,null,45
10955,1345,5470,1116,3110,707,1925,577,1185,378,2360,709,5485,936,2155,626,1115,401,1040,469,3330,798,1345,null,null,1116,null,null,707,null,null,577,null,null,378,null,null,709,null,null,936,null,null,626,null,null,401,null,null,469,null,null,798,null,null,46
153183,7542,90947,6352,50776,4994,31531,3691,19245,2985,40171,4167,62236,4011,20747,2192,10090,1687,10657,1425,41489,3698,7542,null,null,6352,null,null,4994,null,null,3691,null,null,2985,null,null,4167,null,null,4011,null,null,2192,null,null,1687,null,null,1425,null,null,3698,null,null,47
769671,18881,507678,17456,205346,10462,131886,8237,73460,5721,302332,15219,261993,9249,82157,4854,50435,4518,31722,2660,179836,8052,18881,null,null,17456,null,null,10462,null,null,8237,null,null,5721,null,null,15219,null,null,9249,null,null,4854,null,null,4518,null,null,2660,null,null,8052,null,null,48
63379,4578,43802,3877,14459,2495,8216,1923,6243,1416,29343,3406,19577,2684,4794,1273,2239,875,2555,894,14783,2261,4578,null,null,3877,null,null,2495,null,null,1923,null,null,1416,null,null,3406,null,null,2684,null,null,1273,null,null,875,null,null,894,null,null,2261,null,null,49
9327,1589,5735,1289,1977,689,1117,456,860,384,3758,1029,3592,983,1030,580,746,536,284,203,2562,862,1589,null,null,1289,null,null,689,null,null,456,null,null,384,null,null,1029,null,null,983,null,null,580,null,null,536,null,null,203,null,null,862,null,null,50
199195,9109,129816,7677,51658,4736,27302,3178,24356,3003,78158,6193,69379,5064,20806,2402,12512,2056,8294,1396,48573,4095,9109,null,null,7677,null,null,4736,null,null,3178,null,null,3003,null,null,6193,null,null,5064,null,null,2402,null,null,2056,null,null,1396,null,null,4095,null,null,51
130582,6534,83653,4905,30006,2873,15891,2200,14115,2448,53647,4014,46929,4429,13240,2327,8379,2023,4861,1009,33689,3359,6534,null,null,4905,null,null,2873,null,null,2200,null,null,2448,null,null,4014,null,null,4429,null,null,2327,null,null,2023,null,null,1009,null,null,3359,null,null,53
46480,4542,30986,3595,18336,2846,10489,1897,7847,1791,12650,2509,15494,2297,6149,1325,3789,1066,2360,826,9345,2034,4542,null,null,3595,null,null,2846,null,null,1897,null,null,1791,null,null,2509,null,null,2297,null,null,1325,null,null,1066,null,null,826,null,null,2034,null,null,54
71144,4645,43553,4131,15263,1878,9867,1511,5396,1103,28290,3356,27591,3040,8852,1716,6390,1506,2462,794,18739,2449,4645,null,null,4131,null,null,1878,null,null,1511,null,null,1103,null,null,3356,null,null,3040,null,null,1716,null,null,1506,null,null,794,null,null,2449,null,null,55
10139,2392,6386,2243,3367,1533,2201,1254,1166,594,3019,1293,3753,955,1062,503,559,287,503,359,2691,901,2392,null,null,2243,null,null,1533,null,null,1254,null,null,594,null,null,1293,null,null,955,null,null,503,null,null,287,null,null,359,null,null,901,null,null,56
96568,5605,58919,4420,24380,2681,11937,1707,12443,2097,34539,3509,37649,2908,14713,2070,7553,1394,7160,1375,22936,2517,5605,null,null,4420,null,null,2681,null,null,1707,null,null,2097,null,null,3509,null,null,2908,null,null,2070,null,null,1394,null,null,1375,null,null,2517,null,null,72
118640,6024,70604,6005,41980,4193,27279,3744,14701,2023,28624,3496,48036,3614,17910,2016,11207,1846,6703,1079,30126,3008,6024,null,null,6005,null,null,4193,null,null,3744,null,null,2023,null,null,3496,null,null,3614,null,null,2016,null,null,1846,null,null,1079,null,null,3008,null,null,01
16460,2221,12022,2259,5560,1360,3216,1196,2344,711,6462,1850,4438,897,1314,388,670,239,644,270,3124,869,2221,null,null,2259,null,null,1360,null,null,1196,null,null,711,null,null,1850,null,null,897,null,null,388,null,null,239,null,null,270,null,null,869,null,null,02
183388,9606,114958,7743,52445,5977,32079,4571,20366,3052,62513,4538,68430,5459,21425,2930,12360,2152,9065,1611,47005,3862,9606,null,null,7743,null,null,5977,null,null,4571,null,null,3052,null,null,4538,null,null,5459,null,null,2930,null,null,2152,null,null,1611,null,null,3862,null,null,04
77179,4993,51338,4777,29588,3302,19412,3059,10176,1601,21750,2882,25841,2674,12938,1778,7757,1482,5181,998,12903,2050,4993,null,null,4777,null,null,3302,null,null,3059,null,null,1601,null,null,2882,null,null,2674,null,null,1778,null,null,1482,null,null,998,null,null,2050,null,null,05
1151350,20984,772610,19047,175404,9468,101143,7004,74261,4946,597206,15643,378740,11138,73822,5221,36682,4134,37140,3359,304918,9369,20984,null,null,19047,null,null,9468,null,null,7004,null,null,4946,null,null,15643,null,null,11138,null,null,5221,null,null,4134,null,null,3359,null,null,9369,null,null,06
102873,6500,65630,5200,26803,2723,15929,2254,10874,1691,38827,4087,37243,3165,9106,1404,5350,1119,3756,972,28137,2737,6500,null,null,5200,null,null,2723,null,null,2254,null,null,1691,null,null,4087,null,null,3165,null,null,1404,null,null,1119,null,null,972,null,null,2737,null,null,08
58683,4331,32409,3295,9831,2196,5714,1715,4117,1059,22578,2765,26274,2956,6213,1416,4460,1227,1753,752,20061,2405,4331,null,null,3295,null,null,2196,null,null,1715,null,null,1059,null,null,2765,null,null,2956,null,null,1416,null,null,1227,null,null,752,null,null,2405,null,null,09
21940,3196,12854,2377,4724,1670,2941,1219,1783,942,8130,1911,9086,1899,2459,927,1042,574,1417,735,6627,1622,3196,null,null,2377,null,null,1670,null,null,1219,null,null,942,null,null,1911,null,null,1899,null,null,927,null,null,574,null,null,735,null,null,1622,null,null,10
9489,1524,3337,1271,821,509,405,310,416,334,2516,1057,6152,1050,1533,732,722,424,811,538,4619,1001,1524,null,null,1271,null,null,509,null,null,310,null,null,334,null,null,1057,null,null,1050,null,null,732,null,null,424,null,null,538,null,null,1001,null,null,11
