B06010_001E,B06010_001M,B06010_002E,B06010_002M,B06010_003E,B06010_003M,B06010_004E,B06010_004M,B06010_005E,B06010_005M,B06010_006E,B06010_006M,B06010_007E,B06010_007M,B06010_008E,B06010_008M,B06010_009E,B06010_009M,B06010_010E,B06010_010M,B06010_011E,B06010_011M,B06010_012E,B06010_012M,B06010_013E,B06010_013M,B06010_014E,B06010_014M,B06010_015E,B06010_015M,B06010_016E,B06010_016M,B06010_017E,B06010_017M,B06010_018E,B06010_018M,B06010_019E,B06010_019M,B06010_020E,B06010_020M,B06010_021E,B06010_021M,B06010_022E,B06010_022M,B06010_023E,B06010_023M,B06010_024E,B06010_024M,B06010_025E,B06010_025M,B06010_026E,B06010_026M,B06010_027E,B06010_027M,B06010_028E,B06010_028M,B06010_029E,B06010_029M,B06010_030E,B06010_030M,B06010_031E,B06010_031M,B06010_032E,B06010_032M,B06010_033E,B06010_033M,B06010_034E,B06010_034M,B06010_035E,B06010_035M,B06010_036E,B06010_036M,B06010_037E,B06010_037M,B06010_038E,B06010_038M,B06010_039E,B06010_039M,B06010_040E,B06010_040M,B06010_041E,B06010_041M,B06010_042E,B06010_042M,B06010_043E,B06010_043M,B06010_044E,B06010_044M,B06010_045E,B06010_045M,B06010_046E,B06010_046M,B06010_047E,B06010_047M,B06010_048E,B06010_048M,B06010_049E,B06010_049M,B06010_050E,B06010_050M,B06010_051E,B06010_051M,B06010_052E,B06010_052M,B06010_053E,B06010_053M,B06010_054E,B06010_054M,B06010_055E,B06010_055M,B06010_001M,B06010_001EA,B06010_001MA,B06010_002M,B06010_002EA,B06010_002MA,B06010_003M,B06010_003EA,B06010_003MA,B06010_004M,B06010_004EA,B06010_004MA,B06010_005M,B06010_005EA,B06010_005MA,B06010_006M,B06010_006EA,B06010_006MA,B06010_007M,B06010_007EA,B06010_007MA,B06010_008M,B06010_008EA,B06010_008MA,B06010_009M,B06010_009EA,B06010_009MA,B06010_010M,B06010_010EA,B06010_010MA,B06010_011M,B06010_011EA,B06010_011MA,B06010_012M,B06010_012EA,B06010_012MA,B06010_013M,B06010_013EA,B06010_013MA,B06010_014M,B06010_014EA,B06010_014MA,B06010_015M,B06010_015EA,B06010_015MA,B06010_016M,B06010_016EA,B06010_016MA,B06010_017M,B06010_017EA,B06010_017MA,B06010_018M,B06010_018EA,B06010_018MA,B06010_019M,B06010_019EA,B06010_019MA,B06010_020M,B06010_020EA,B06010_020MA,B06010_021M,B06010_021EA,B06010_021MA,B06010_022M,B06010_022EA,B06010_022MA,B06010_023M,B06010_023EA,B06010_023MA,B06010_024M,B06010_024EA,B06010_024MA,B06010_025M,B06010_025EA,B06010_025MA,B06010_026M,B06010_026EA,B06010_026MA,B06010_027M,B06010_027EA,B06010_027MA,B06010_028M,B06010_028EA,B06010_028MA,B06010_029M,B06010_029EA,B06010_029MA,B06010_030M,B06010_030EA,B06010_030MA,B06010_031M,B06010_031EA,B06010_031MA,B06010_032M,B06010_032EA,B06010_032MA,B06010_033M,B06010_033EA,B06010_033MA,B06010_034M,B06010_034EA,B06010_034MA,B06010_035M,B06010_035EA,B06010_035MA,B06010_036M,B06010_036EA,B06010_036MA,B06010_037M,B06010_037EA,B06010_037MA,B06010_038M,B06010_038EA,B06010_038MA,B06010_039M,B06010_039EA,B06010_039MA,B06010_040M,B06010_040EA,B06010_040MA,B06010_041M,B06010_041EA,B06010_041MA,B06010_042M,B06010_042EA,B06010_042MA,B06010_043M,B06010_043EA,B06010_043MA,B06010_044M,B06010_044EA,B06010_044MA,B06010_045M,B06010_045EA,B06010_045MA,B06010_046M,B06010_046EA,B06010_046MA,B06010_047M,B06010_047EA,B06010_047MA,B06010_048M,B06010_048EA,B06010_048MA,B06010_049M,B06010_049EA,B06010_049MA,B06010_050M,B06010_050EA,B06010_050MA,B06010_051M,B06010_051EA,B06010_051MA,B06010_052M,B06010_052EA,B06010_052MA,B06010_053M,B06010_053EA,B06010_053MA,B06010_054M,B06010_054EA,B06010_054MA,B06010_055M,B06010_055EA,B06010_055MA,state
17195240,5550,2546763,27632,14648477,27680,2667884,31124,1648377,25197,2791741,31335,2030762,26083,2052533,24920,1257697,18229,490486,12425,1708997,20797,4701973,35603,1007492,20447,3694481,36946,833656,18754,413688,13257,680571,15545,520138,15241,527691,14059,298765,9429,111709,6456,308263,12479,7729330,37126,746387,19538,6982943,37334,1018350,19787,745736,16042,1246531,21238,940164,16745,1045006,17185,682108,14627,273874,9484,1031174,15994,676456,17779,101884,6727,574572,15194,129739,6562,78103,5904,111728,6736,80614,6551,69945,4452,40745,3802,14672,2160,49026,3976,4087481,34561,691000,16477,3396481,29756,686139,17224,410850,11907,752911,16421,489846,13951,409891,12618,236079,8530,90231,5065,320534,9851,5550,null,null,27632,null,null,27680,null,null,31124,null,null,25197,null,null,31335,null,null,26083,null,null,24920,null,null,18229,null,null,12425,null,null,20797,null,null,35603,null,null,20447,null,null,36946,null,null,18754,null,null,13257,null,null,15545,null,null,15241,null,null,14059,null,null,9429,null,null,6456,null,null,12479,null,null,37126,null,null,19538,null,null,37334,null,null,19787,null,null,16042,null,null,21238,null,null,16745,null,null,17185,null,null,14627,null,null,9484,null,null,15994,null,null,17779,null,null,6727,null,null,15194,null,null,6562,null,null,5904,null,null,6736,null,null,6551,null,null,4452,null,null,3802,null,null,2160,null,null,3976,null,null,34561,null,null,16477,null,null,29756,null,null,17224,null,null,11907,null,null,16421,null,null,13951,null,null,12618,null,null,8530,null,null,5065,null,null,9851,null,null,12
8232061,4501,1276626,19276,6955435,19660,1355687,19917,734618,12892,1157400,18980,894445,15568,950351,20213,675654,15989,271708,9311,915572,16140,3975333,26759,704896,15563,3270437,25895,754082,15011,396319,10706,564077,13637,438639,9796,439028,11373,289811,8047,108145,5188,280336,7379,3141100,31164,361952,11583,2779148,27854,453235,11285,251593,7319,395927,11771,328750,10479,398564,12728,307353,11693,132270,6244,511456,11513,124403,8206,18645,2730,105758,7236,19632,2810,11155,2538,15195,2592,12304,2123,14266,2432,11196,2077,5591,1119,16419,1972,991225,20308,191133,9282,800092,17476,128738,7430,75551,5129,182201,8176,114752,6854,98493,7114,67294,5756,25702,3253,107361,6907,4501,null,null,19276,null,null,19660,null,null,19917,null,null,12892,null,null,18980,null,null,15568,null,null,20213,null,null,15989,null,null,9311,null,null,16140,null,null,26759,null,null,15563,null,null,25895,null,null,15011,null,null,10706,null,null,13637,null,null,9796,null,null,11373,null,null,8047,null,null,5188,null,null,7379,null,null,31164,null,null,11583,null,null,27854,null,null,11285,null,null,7319,null,null,11771,null,null,10479,null,null,12728,null,null,11693,null,null,6244,null,null,11513,null,null,8206,null,null,2730,null,null,7236,null,null,2810,null,null,2538,null,null,2592,null,null,2123,null,null,2432,null,null,2077,null,null,1119,null,null,1972,null,null,20308,null,null,9282,null,null,17476,null,null,7430,null,null,5129,null,null,8176,null,null,6854,null,null,7114,null,null,5756,null,null,3253,null,null,6907,null,null,13
1168033,1222,141460,5194,1026573,5177,156406,5665,89216,5218,156601,5716,138776,5588,162654,6252,112704,4269,47010,3578,163206,5073,567662,12230,74993,4324,492669,11103,78665,3928,42607,3234,70134,3896,67929,3975,83248,4221,55689,3150,23746,2469,70651,3766,312897,6742,29187,2774,283710,7036,36287,3418,18646,2187,39116,2868,33653,2909,42479,3334,33708,2945,13961,1732,65860,3986,36388,3700,4455,1313,31933,3400,5166,1228,2964,992,5394,1203,4164,1042,4307,1121,3792,1037,1884,636,4262,1089,251086,11563,32825,3635,218261,10071,36288,3279,24999,3057,41957,3796,33030,3413,32620,2863,19515,2293,7419,1348,22433,2341,1222,null,null,5194,null,null,5177,null,null,5665,null,null,5218,null,null,5716,null,null,5588,null,null,6252,null,null,4269,null,null,3578,null,null,5073,null,null,12230,null,null,4324,null,null,11103,null,null,3928,null,null,3234,null,null,3896,null,null,3975,null,null,4221,null,null,3150,null,null,2469,null,null,3766,null,null,6742,null,null,2774,null,null,7036,null,null,3418,null,null,2187,null,null,2868,null,null,2909,null,null,3334,null,null,2945,null,null,1732,null,null,3986,null,null,3700,null,null,1313,null,null,3400,null,null,1228,null,null,992,null,null,1203,null,null,1042,null,null,1121,null,null,1037,null,null,636,null,null,1089,null,null,11563,null,null,3635,null,null,10071,null,null,3279,null,null,3057,null,null,3796,null,null,3413,null,null,2863,null,null,2293,null,null,1348,null,null,2341,null,null,15
1320797,1891,156987,6660,1163810,6894,244701,7015,125273,5790,208092,6988,155379,6972,163705,6789,106081,4811,40556,3198,120023,6446,541200,12150,70818,5531,470382,10382,110324,5833,47316,3376,80543,4462,61625,3899,66904,4663,42580,3374,16510,2561,44580,3695,673801,10872,67663,4041,606138,9834,117864,5675,70849,4707,106711,5072,77787,5042,85117,4489,56939,4222,21671,2030,69200,4741,11846,2143,1643,660,10203,2145,1459,540,1368,826,2356,1034,1094,514,1045,583,1216,582,514,304,1151,504,93950,5710,16863,2640,77087,5093,15054,2219,5740,1247,18482,2630,14873,2769,10639,2154,5346,1292,1861,599,5092,1420,1891,null,null,6660,null,null,6894,null,null,7015,null,null,5790,null,null,6988,null,null,6972,null,null,6789,null,null,4811,null,null,3198,null,null,6446,null,null,12150,null,null,5531,null,null,10382,null,null,5833,null,null,3376,null,null,4462,null,null,3899,null,null,4663,null,null,3374,null,null,2561,null,null,3695,null,null,10872,null,null,4041,null,null,9834,null,null,5675,null,null,4707,null,null,5072,null,null,5042,null,null,4489,null,null,4222,null,null,2030,null,null,4741,null,null,2143,null,null,660,null,null,2145,null,null,540,null,null,826,null,null,1034,null,null,514,null,null,583,null,null,582,null,null,304,null,null,504,null,null,5710,null,null,2640,null,null,5093,null,null,2219,null,null,1247,null,null,2630,null,null,2769,null,null,2154,null,null,1292,null,null,599,null,null,1420,null,null,16
10394067,3072,1406590,14559,8987477,14921,1614322,17203,792896,14195,1413602,17519,1111363,16822,1226563,17446,916223,12839,401446,8613,1511062,16361,6490878,26042,912456,13331,5578422,23422,1080181,15184,487437,9656,845314,12650,681542,12821,788476,15237,583959,10208,254815,6888,856698,12718,2057742,20893,193836,7085,1863906,19514,287511,7789,155594,5633,270243,8918,204974,8252,234118,7497,195245,5886,90758,4734,425463,9978,121400,5905,19208,2465,102192,5682,21589,2385,12568,1824,15193,1991,12957,2186,13914,1985,9151,1752,3553,926,13267,1852,1724047,20167,281090,8239,1442957,18206,225041,8896,137297,7102,282852,9299,211890,8030,190055,8552,127868,4964,52320,3245,215634,7186,3072,null,null,14559,null,null,14921,null,null,17203,null,null,14195,null,null,17519,null,null,16822,null,null,17446,null,null,12839,null,null,8613,null,null,16361,null,null,26042,null,null,13331,null,null,23422,null,null,15184,null,null,9656,null,null,12650,null,null,12821,null,null,15237,null,null,10208,null,null,6888,null,null,12718,null,null,20893,null,null,7085,null,null,19514,null,null,7789,null,null,5633,null,null,8918,null,null,8252,null,null,7497,null,null,5886,null,null,4734,null,null,9978,null,null,5905,null,null,2465,null,null,5682,null,null,2385,null,null,1824,null,null,1991,null,null,2186,null,null,1985,null,null,1752,null,null,926,null,null,1852,null,null,20167,null,null,8239,null,null,18206,null,null,8896,null,null,7102,null,null,9299,null,null,8030,null,null,8552,null,null,4964,null,null,3245,null,null,7186,null,null,17
5331071,3783,649470,12493,4681601,12687,874125,12973,471559,9727,801936,11968,664314,12000,710635,12464,466411,10180,180301,7305,512320,9179,3422516,23586,412103,10543,3010413,21930,575809,11034,306642,8040,513692,10970,434912,10025,470138,10521,302895,8500,113702,5462,292623,7749,1541140,21885,159656,7158,1381484,20607,243425,8349,140737,6033,229546,7595,181349,7193,202341,6493,142463,5925,56212,3602,185411,6978,39616,3720,5743,1308,33873,3230,7421,1606,2952,1035,5413,1257,4877,1128,5008,1043,2342,675,1028,488,4832,1416,327799,9800,71968,5453,255831,7961,47470,4365,21228,2876,53285,4306,43176,3952,33148,3302,18711,2760,9359,2170,29454,2983,3783,null,null,12493,null,null,12687,null,null,12973,null,null,9727,null,null,11968,null,null,12000,null,null,12464,null,null,10180,null,null,7305,null,null,9179,null,null,23586,null,null,10543,null,null,21930,null,null,11034,null,null,8040,null,null,10970,null,null,10025,null,null,10521,null,null,8500,null,null,5462,null,null,7749,null,null,21885,null,null,7158,null,null,20607,null,null,8349,null,null,6033,null,null,7595,null,null,7193,null,null,6493,null,null,5925,null,null,3602,null,null,6978,null,null,3720,null,null,1308,null,null,3230,null,null,1606,null,null,1035,null,null,1257,null,null,1128,null,null,1043,null,null,675,null,null,488,null,null,1416,null,null,9800,null,null,5453,null,null,7961,null,null,4365,null,null,2876,null,null,4306,null,null,3952,null,null,3302,null,null,2760,null,null,2170,null,null,2983,null,null,18
2529447,2234,215617,6256,2313830,6331,415260,7653,213972,5907,362368,8829,324261,7639,378422,7974,255334,6482,96765,3865,267448,6841,1713304,10975,124205,4582,1589099,10729,271232,6704,148434,5340,251141,6831,219253,5556,267934,6917,185361,5159,70490,3674,175254,6140,649637,11068,60409,3878,589228,10301,118148,4788,57104,3043,84930,3807,80758,4395,89550,4148,59586,4164,22682,2050,76470,3942,17531,2878,1684,878,15847,2483,2562,801,624,305,3019,1048,2690,1065,2095,687,1265,602,963,414,2629,752,148975,5095,29319,2890,119656,4587,23318,2503,7810,1318,23278,2589,21560,2459,18843,2627,9122,1532,2630,797,13095,1892,2234,null,null,6256,null,null,6331,null,null,7653,null,null,5907,null,null,8829,null,null,7639,null,null,7974,null,null,6482,null,null,3865,null,null,6841,null,null,10975,null,null,4582,null,null,10729,null,null,6704,null,null,5340,null,null,6831,null,null,5556,null,null,6917,null,null,5159,null,null,3674,null,null,6140,null,null,11068,null,null,3878,null,null,10301,null,null,4788,null,null,3043,null,null,3807,null,null,4395,null,null,4148,null,null,4164,null,null,2050,null,null,3942,null,null,2878,null,null,878,null,null,2483,null,null,801,null,null,305,null,null,1048,null,null,1065,null,null,687,null,null,602,null,null,414,null,null,752,null,null,5095,null,null,2890,null,null,4587,null,null,2503,null,null,1318,null,null,2589,null,null,2459,null,null,2627,null,null,1532,null,null,797,null,null,1892,null,null,19
2310304,2733,246603,5984,2063701,6619,382449,8142,198035,6419,337412,8660,277785,6832,326385,8334,210223,6950,80866,4124,250546,6364,1241089,12040,131112,4783,1109977,11602,221857,7229,112216,4436,175999,6188,149840,6041,182200,6211,116526,4783,41453,3047,109886,4148,849893,13611,77991,3823,771902,12886,125038,4707,69194,4301,125067,4988,100095,4517,119457,5520,79286,4354,34318,2698,119447,4682,23352,2620,2241,751,21111,2587,5013,1222,1631,636,3246,829,2507,874,2675,690,2272,656,680,384,3087,841,195970,6891,35259,3250,160711,6664,30541,3527,14994,2256,33100,4881,25343,2716,22053,2909,12139,1727,4415,1079,18126,2189,2733,null,null,5984,null,null,6619,null,null,8142,null,null,6419,null,null,8660,null,null,6832,null,null,8334,null,null,6950,null,null,4124,null,null,6364,null,null,12040,null,null,4783,null,null,11602,null,null,7229,null,null,4436,null,null,6188,null,null,6041,null,null,6211,null,null,4783,null,null,3047,null,null,4148,null,null,13611,null,null,3823,null,null,12886,null,null,4707,null,null,4301,null,null,4988,null,null,4517,null,null,5520,null,null,4354,null,null,2698,null,null,4682,null,null,2620,null,null,751,null,null,2587,null,null,1222,null,null,636,null,null,829,null,null,874,null,null,690,null,null,656,null,null,384,null,null,841,null,null,6891,null,null,3250,null,null,6664,null,null,3527,null,null,2256,null,null,4881,null,null,2716,null,null,2909,null,null,1727,null,null,1079,null,null,2189,null,null,20
3600690,3442,454224,11498,3146466,11615,690095,10173,351431,9003,538394,11791,413589,10381,442713,10640,294251,9798,110822,5303,305171,8186,2369864,14161,300573,8918,2069291,15229,465515,9100,244465,7701,363247,10108,276181,9344,290623,8971,187411,6856,69791,4260,172058,6311,1062199,14171,124036,5884,938163,14090,198582,7224,92844,5357,146007,6009,117193,5090,134106,4962,96106,5898,35864,2784,117461,5183,26328,2919,2886,1092,23442,2417,3706,861,2178,869,3780,1055,3642,1014,3462,880,2751,855,1139,491,2784,736,142299,5891,26729,3504,115570,5142,22292,2658,11944,2120,25360,2592,16573,2103,14522,2259,7983,1479,4028,958,12868,1787,3442,null,null,11498,null,null,11615,null,null,10173,null,null,9003,null,null,11791,null,null,10381,null,null,10640,null,null,9798,null,null,5303,null,null,8186,null,null,14161,null,null,8918,null,null,15229,null,null,9100,null,null,7701,null,null,10108,null,null,9344,null,null,8971,null,null,6856,null,null,4260,null,null,6311,null,null,14171,null,null,5884,null,null,14090,null,null,7224,null,null,5357,null,null,6009,null,null,5090,null,null,4962,null,null,5898,null,null,2784,null,null,5183,null,null,2919,null,null,1092,null,null,2417,null,null,861,null,null,869,null,null,1055,null,null,1014,null,null,880,null,null,855,null,null,491,null,null,736,null,null,5891,null,null,3504,null,null,5142,null,null,2658,null,null,2120,null,null,2592,null,null,2103,null,null,2259,null,null,1479,null,null,958,null,null,1787,null,null,21
3751715,3855,601328,10855,3150387,10967,700763,14231,365518,10207,531385,12341,387736,10295,416398,11541,274692,9213,113112,6545,360783,8953,2836429,14524,465441,10405,2370988,14577,555640,12819,286827,9390,398475,10825,290362,9128,307829,9433,202029,7799,80363,5388,249463,7116,711860,13124,94594,6655,617266,12015,116064,5558,62365,4361,98687,5737,75804,5022,84657,5117,59732,3958,26785,2841,93172,4466,24770,2788,3905,1307,20865,2425,3012,871,1519,554,2758,826,3136,1014,4218,1060,2331,922,923,567,2968,801,178656,6839,37388,3607,141268,5545,26047,3348,14807,2325,31465,2873,18434,2660,19694,2211,10600,1889,5041,1307,15180,1895,3855,null,null,10855,null,null,10967,null,null,14231,null,null,10207,null,null,12341,null,null,10295,null,null,11541,null,null,9213,null,null,6545,null,null,8953,null,null,14524,null,null,10405,null,null,14577,null,null,12819,null,null,9390,null,null,10825,null,null,9128,null,null,9433,null,null,7799,null,null,5388,null,null,7116,null,null,13124,null,null,6655,null,null,12015,null,null,5558,null,null,4361,null,null,5737,null,null,5022,null,null,5117,null,null,3958,null,null,2841,null,null,4466,null,null,2788,null,null,1307,null,null,2425,null,null,871,null,null,554,null,null,826,null,null,1014,null,null,1060,null,null,922,null,null,567,null,null,801,null,null,6839,null,null,3607,null,null,5545,null,null,3348,null,null,2325,null,null,2873,null,null,2660,null,null,2211,null,null,1889,null,null,1307,null,null,1895,null,null,22
