B13002A_001E,B13002A_001M,B13002A_002E,B13002A_002M,B13002A_003E,B13002A_003M,B13002A_004E,B13002A_004M,B13002A_005E,B13002A_005M,B13002A_006E,B13002A_006M,B13002A_007E,B13002A_007M,B13002A_001M,B13002A_001EA,B13002A_001MA,B13002A_002M,B13002A_002EA,B13002A_002MA,B13002A_003M,B13002A_003EA,B13002A_003MA,B13002A_004M,B13002A_004EA,B13002A_004MA,B13002A_005M,B13002A_005EA,B13002A_005MA,B13002A_006M,B13002A_006EA,B13002A_006MA,B13002A_007M,B13002A_007EA,B13002A_007MA,state
3265492,10771,146946,6143,92790,5092,54156,4291,3118546,11424,1333616,15121,1784930,16971,10771,null,null,6143,null,null,5092,null,null,4291,null,null,11424,null,null,15121,null,null,16971,null,null,12
1393688,8935,76104,5130,56231,4486,19873,2432,1317584,9417,661440,10904,656144,10285,8935,null,null,5130,null,null,4486,null,null,2432,null,null,9417,null,null,10904,null,null,10285,null,null,13
74398,1763,5034,955,4384,894,650,390,69364,1812,35907,2262,33457,2572,1763,null,null,955,null,null,894,null,null,390,null,null,1812,null,null,2262,null,null,2572,null,null,15
337855,3302,19610,2403,14803,2127,4807,1224,318245,4162,158077,6039,160168,6038,3302,null,null,2403,null,null,2127,null,null,1224,null,null,4162,null,null,6039,null,null,6038,null,null,16
2085201,8874,98920,4459,72164,4149,26756,2314,1986281,9448,881393,11000,1104888,12202,8874,null,null,4459,null,null,4149,null,null,2314,null,null,9448,null,null,11000,null,null,12202,null,null,17
1261698,4637,70622,4302,48022,3267,22600,3006,1191076,6049,543395,8012,647681,8812,4637,null,null,4302,null,null,3267,null,null,3006,null,null,6049,null,null,8012,null,null,8812,null,null,18
621479,2452,34873,2493,25581,2433,9292,1274,586606,3689,277168,5313,309438,5565,2452,null,null,2493,null,null,2433,null,null,1274,null,null,3689,null,null,5313,null,null,5565,null,null,19
545106,3126,29112,2166,21852,1961,7260,1285,515994,3584,246913,5461,269081,6007,3126,null,null,2166,null,null,1961,null,null,1285,null,null,3584,null,null,5461,null,null,6007,null,null,20
886098,3486,47537,3093,30709,2776,16828,2148,838561,4618,396706,8641,441855,7884,3486,null,null,3093,null,null,2776,null,null,2148,null,null,4618,null,null,8641,null,null,7884,null,null,21
662030,3745,34777,3167,23540,2230,11237,2230,627253,5129,285810,6486,341443,7045,3745,null,null,3167,null,null,2230,null,null,2230,null,null,5129,null,null,6486,null,null,7045,null,null,22
267087,1857,12464,1796,7895,1259,4569,1292,254623,2581,107868,4098,146755,3996,1857,null,null,1796,null,null,1259,null,null,1292,null,null,2581,null,null,4098,null,null,3996,null,null,23
759586,5186,37683,2783,29635,2482,8048,1371,721903,5800,334000,7424,387903,7520,5186,null,null,2783,null,null,2482,null,null,1371,null,null,5800,null,null,7424,null,null,7520,null,null,24
1245114,5696,52521,3666,37663,2944,14858,2312,1192593,6536,465146,6697,727447,8012,5696,null,null,3666,null,null,2944,null,null,2312,null,null,6536,null,null,6697,null,null,8012,null,null,25
1712852,4974,89452,4872,62773,4190,26679,2753,1623400,7538,714160,9899,909240,10780,4974,null,null,4872,null,null,4190,null,null,2753,null,null,7538,null,null,9899,null,null,10780,null,null,26
1017064,3507,53273,3076,40531,2556,12742,1410,963791,4526,448791,6576,515000,6981,3507,null,null,3076,null,null,2556,null,null,1410,null,null,4526,null,null,6576,null,null,6981,null,null,27
384890,3441,18813,2307,12814,1922,5999,1235,366077,3569,185019,5538,181058,5764,3441,null,null,2307,null,null,1922,null,null,1235,null,null,3569,null,null,5538,null,null,5764,null,null,28
1120293,3871,60085,4446,41894,3212,18191,2415,1060208,5922,505147,8913,555061,8787,3871,null,null,4446,null,null,3212,null,null,2415,null,null,5922,null,null,8913,null,null,8787,null,null,29
194346,1423,9416,1617,7511,1446,1905,707,184930,1901,86136,3862,98794,4205,1423,null,null,1617,null,null,1446,null,null,707,null,null,1901,null,null,3862,null,null,4205,null,null,30
373130,2338,23306,1828,17565,1542,5741,1196,349824,3025,164147,4091,185677,4575,2338,null,null,1828,null,null,1542,null,null,1196,null,null,3025,null,null,4091,null,null,4575,null,null,31
438454,4842,20840,2183,12884,1695,7956,1472,417614,5625,181168,6074,236446,5937,4842,null,null,2183,null,null,1695,null,null,1472,null,null,5625,null,null,6074,null,null,5937,null,null,32
274591,1834,13390,1868,8949,1509,4441,1191,261201,2684,113126,3432,148075,4103,1834,null,null,1868,null,null,1509,null,null,1191,null,null,2684,null,null,3432,null,null,4103,null,null,33
1333957,8061,59251,4180,43751,3378,15500,2452,1274706,8063,562329,7509,712377,9589,8061,null,null,4180,null,null,3378,null,null,2452,null,null,8063,null,null,7509,null,null,9589,null,null,34
329106,4784,17644,2750,11248,1906,6396,1585,311462,5103,128827,5124,182635,5910,4784,null,null,2750,null,null,1906,null,null,1585,null,null,5103,null,null,5124,null,null,5910,null,null,35
2841420,11083,131976,5639,96945,4846,35031,3290,2709444,11866,1094226,14206,1615218,14048,11083,null,null,5639,null,null,4846,null,null,3290,null,null,11866,null,null,14206,null,null,14048,null,null,36
1589385,6663,78527,3792,58312,3249,20215,2751,1510858,7736,752563,10433,758295,11121,6663,null,null,3792,null,null,3249,null,null,2751,null,null,7736,null,null,10433,null,null,11121,null,null,37
145703,1482,9092,1537,6902,1236,2190,1008,136611,2261,65397,3144,71214,3652,1482,null,null,1537,null,null,1236,null,null,1008,null,null,2261,null,null,3144,null,null,3652,null,null,38
2104269,5016,109458,4361,71268,3828,38190,3214,1994811,6849,894516,11985,1100295,11558,5016,null,null,4361,null,null,3828,null,null,3214,null,null,6849,null,null,11985,null,null,11558,null,null,39
634270,3220,37245,2765,25455,2302,11790,1570,597025,4148,296678,5190,300347,4929,3220,null,null,2765,null,null,2302,null,null,1570,null,null,4148,null,null,5190,null,null,4929,null,null,40
784963,4929,34651,2904,24292,2460,10359,1787,750312,5370,327139,7216,423173,7312,4929,null,null,2904,null,null,2460,null,null,1787,null,null,5370,null,null,7216,null,null,7312,null,null,41
2251206,6423,107256,4673,74683,3471,32573,3233,2143950,7089,932313,9748,1211637,11882,6423,null,null,4673,null,null,3471,null,null,3233,null,null,7089,null,null,9748,null,null,11882,null,null,42
194493,2471,7297,1553,3578,1076,3719,1146,187196,3100,67989,3313,119207,3264,2471,null,null,1553,null,null,1076,null,null,1146,null,null,3100,null,null,3313,null,null,3264,null,null,44
738638,4329,38074,3110,27585,2510,10489,1996,700564,5096,342513,6632,358051,6065,4329,null,null,3110,null,null,2510,null,null,1996,null,null,5096,null,null,6632,null,null,6065,null,null,45
153529,1356,9841,1259,7819,1106,2022,708,143688,1866,70174,2833,73514,3030,1356,null,null,1259,null,null,1106,null,null,708,null,null,1866,null,null,2833,null,null,3030,null,null,46
1178146,4341,54049,4097,39105,3747,14944,2119,1124097,5957,551224,9967,572873,10315,4341,null,null,4097,null,null,3747,null,null,2119,null,null,5957,null,null,9967,null,null,10315,null,null,47
4959471,15782,288406,12188,198501,8211,89905,6818,4671065,19688,2227290,18638,2443775,21350,15782,null,null,12188,null,null,8211,null,null,6818,null,null,19688,null,null,18638,null,null,21350,null,null,48
646009,3990,44527,3592,38902,3049,5625,1394,601482,5183,308541,5921,292941,7294,3990,null,null,3592,null,null,3049,null,null,1394,null,null,5183,null,null,5921,null,null,7294,null,null,49
