B99021_001E,B99021_002E,B99021_003E,B99021_001EA,B99021_002EA,B99021_003EA,state
20612439,259006,20353433,null,null,null,12
10310371,114171,10196200,null,null,null,13
1428557,30438,1398119,null,null,null,15
1683140,29209,1653931,null,null,null,16
12801539,183304,12618235,null,null,null,17
6633053,75598,6557455,null,null,null,18
3134693,36544,3098149,null,null,null,19
2907289,37425,2869864,null,null,null,20
4436974,32360,4404614,null,null,null,21
4681666,38889,4642777,null,null,null,22
1331479,12709,1318770,null,null,null,23
6016447,93918,5922529,null,null,null,24
6811779,111802,6699977,null,null,null,25
9928300,132672,9795628,null,null,null,26
5519952,62494,5457458,null,null,null,27
2988726,25093,2963633,null,null,null,28
6093000,65740,6027260,null,null,null,29
1042520,12815,1029705,null,null,null,30
1907116,29876,1877240,null,null,null,31
2940058,76524,2863534,null,null,null,32
1334795,20473,1314322,null,null,null,33
8944469,143653,8800816,null,null,null,34
2081015,45151,2035864,null,null,null,35
19745289,429157,19316132,null,null,null,36
10146788,104774,10042014,null,null,null,37
757953,7023,750930,null,null,null,38
11614373,134320,11480053,null,null,null,39
3923561,48405,3875156,null,null,null,40
4093465,71001,4022464,null,null,null,41
12784227,213724,12570503,null,null,null,42
1056426,23270,1033156,null,null,null,44
4961119,45230,4915889,null,null,null,45
865454,7705,857749,null,null,null,46
6651194,57792,6593402,null,null,null,47
27862596,430852,27431744,null,null,null,48
3051217,42267,3008950,null,null,null,49
624594,7895,616699,null,null,null,50
8411808,116293,8295515,null,null,null,51
7288000,118336,7169664,null,null,null,53
1831102,12241,1818861,null,null,null,54
5778709,68259,5710450,null,null,null,55
585501,6718,578783,null,null,null,56
3411307,50003,3361304,null,null,null,72
4863300,60983,4802317,null,null,null,01
741894,11726,730168,null,null,null,02
6931071,123190,6807881,null,null,null,04
2988248,29397,2958851,null,null,null,05
39250017,907066,38342951,null,null,null,06
5540545,104432,5436113,null,null,null,08
3576452,68607,3507845,null,null,null,09
952065,11707,940358,null,null,null,10
681170,12187,668983,null,null,null,11
