B992703_001E,B992703_002E,B992703_003E,B992703_001EA,B992703_002EA,B992703_003EA,state
20294479,3184339,17110140,null,null,null,12
10120788,1296047,8824741,null,null,null,13
1378730,206213,1172517,null,null,null,15
1662867,216862,1446005,null,null,null,16
12620388,1558051,11062337,null,null,null,17
6534914,859084,5675830,null,null,null,18
3091437,411117,2680320,null,null,null,19
2850862,374302,2476560,null,null,null,20
4354380,570259,3784121,null,null,null,21
4577182,576071,4001111,null,null,null,22
1317148,161634,1155514,null,null,null,23
5918535,879163,5039372,null,null,null,24
6736017,1056546,5679471,null,null,null,25
9818099,1336486,8481613,null,null,null,26
5462438,737563,4724875,null,null,null,27
2924168,340723,2583445,null,null,null,28
5977199,769098,5208101,null,null,null,29
1027510,148452,879058,null,null,null,30
1877654,253077,1624577,null,null,null,31
2905767,377125,2528642,null,null,null,32
1316467,170414,1146053,null,null,null,33
8837578,1158089,7679489,null,null,null,34
2046001,252018,1793983,null,null,null,35
19505596,2899262,16606334,null,null,null,36
9957830,1386445,8571385,null,null,null,37
741486,98154,643332,null,null,null,38
11439848,1428568,10011280,null,null,null,39
3845697,566963,3278734,null,null,null,40
4054353,598369,3455984,null,null,null,41
12579422,1784364,10795058,null,null,null,42
1040259,146950,893309,null,null,null,44
4861188,691405,4169783,null,null,null,45
848774,97634,751140,null,null,null,46
6546914,880417,5666497,null,null,null,47
27386023,3156107,24229916,null,null,null,48
3024767,334646,2690121,null,null,null,49
618622,77982,540640,null,null,null,50
8199576,1229749,6969827,null,null,null,51
7184110,1004485,6179625,null,null,null,53
1802572,200584,1601988,null,null,null,54
5706681,736039,4970642,null,null,null,55
576027,75590,500437,null,null,null,56
3384148,234818,3149330,null,null,null,72
4782529,714890,4067639,null,null,null,01
718419,104172,614247,null,null,null,02
6824645,1144558,5680087,null,null,null,04
2934272,376417,2557855,null,null,null,05
38763815,5483430,33280385,null,null,null,06
5447760,778090,4669670,null,null,null,08
3525154,484800,3040354,null,null,null,09
937935,126646,811289,null,null,null,10
670985,103848,567137,null,null,null,11
