B15002H_001E,B15002H_001M,B15002H_002E,B15002H_002M,B15002H_003E,B15002H_003M,B15002H_004E,B15002H_004M,B15002H_005E,B15002H_005M,B15002H_006E,B15002H_006M,B15002H_007E,B15002H_007M,B15002H_008E,B15002H_008M,B15002H_009E,B15002H_009M,B15002H_010E,B15002H_010M,B15002H_011E,B15002H_011M,B15002H_012E,B15002H_012M,B15002H_013E,B15002H_013M,B15002H_014E,B15002H_014M,B15002H_015E,B15002H_015M,B15002H_016E,B15002H_016M,B15002H_017E,B15002H_017M,B15002H_018E,B15002H_018M,B15002H_019E,B15002H_019M,B15002H_001M,B15002H_001EA,B15002H_001MA,B15002H_002M,B15002H_002EA,B15002H_002MA,B15002H_003M,B15002H_003EA,B15002H_003MA,B15002H_004M,B15002H_004EA,B15002H_004MA,B15002H_005M,B15002H_005EA,B15002H_005MA,B15002H_006M,B15002H_006EA,B15002H_006MA,B15002H_007M,B15002H_007EA,B15002H_007MA,B15002H_008M,B15002H_008EA,B15002H_008MA,B15002H_009M,B15002H_009EA,B15002H_009MA,B15002H_010M,B15002H_010EA,B15002H_010MA,B15002H_011M,B15002H_011EA,B15002H_011MA,B15002H_012M,B15002H_012EA,B15002H_012MA,B15002H_013M,B15002H_013EA,B15002H_013MA,B15002H_014M,B15002H_014EA,B15002H_014MA,B15002H_015M,B15002H_015EA,B15002H_015MA,B15002H_016M,B15002H_016EA,B15002H_016MA,B15002H_017M,B15002H_017EA,B15002H_017MA,B15002H_018M,B15002H_018EA,B15002H_018MA,B15002H_019M,B15002H_019EA,B15002H_019MA,state
3375616,1207,1656630,940,29696,1935,82593,3796,468942,7785,64934,3717,346573,7060,177205,4959,321237,6719,165450,4309,1718986,590,25924,2045,60373,3376,482313,6957,42808,2826,348560,6943,205028,5666,370119,6929,183861,4969,1207,null,null,940,null,null,1935,null,null,3796,null,null,7785,null,null,3717,null,null,7060,null,null,4959,null,null,6719,null,null,4309,null,null,590,null,null,2045,null,null,3376,null,null,6957,null,null,2826,null,null,6943,null,null,5666,null,null,6929,null,null,4969,null,null,55
341979,1037,172349,743,1538,498,7531,1415,44224,2557,10185,1796,42154,2750,18208,1826,30567,2436,17942,1898,169630,638,1013,388,7509,1286,38098,2395,7742,1471,43933,2417,22429,2531,32251,2617,16655,1808,1037,null,null,743,null,null,498,null,null,1415,null,null,2557,null,null,1796,null,null,2750,null,null,1826,null,null,2436,null,null,1898,null,null,638,null,null,388,null,null,1286,null,null,2395,null,null,1471,null,null,2417,null,null,2531,null,null,2617,null,null,1808,null,null,56
25435,3098,13272,2048,1039,589,820,530,2417,775,721,794,1180,626,1542,578,3477,1091,2076,852,12163,1852,749,458,541,398,2510,892,75,124,1830,669,2168,996,2600,884,1690,617,3098,null,null,2048,null,null,589,null,null,530,null,null,775,null,null,794,null,null,626,null,null,578,null,null,1091,null,null,852,null,null,1852,null,null,458,null,null,398,null,null,892,null,null,124,null,null,669,null,null,996,null,null,884,null,null,617,null,null,72
2285863,2153,1097230,1366,47772,3530,101650,5303,257367,7091,71856,4211,231859,6801,77648,4678,196340,7154,112738,4110,1188633,1269,41768,4166,97904,5484,297607,6834,64845,3929,257692,6564,114975,4492,190225,5570,123617,4839,2153,null,null,1366,null,null,3530,null,null,5303,null,null,7091,null,null,4211,null,null,6801,null,null,4678,null,null,7154,null,null,4110,null,null,1269,null,null,4166,null,null,5484,null,null,6834,null,null,3929,null,null,6564,null,null,4492,null,null,5570,null,null,4839,null,null,01
320221,586,170327,809,2089,836,5738,1058,34022,2340,9462,1727,49318,2792,14320,2300,32116,2200,23262,2005,149894,951,1295,419,3576,909,25317,2019,6319,1329,37918,2612,13477,1929,41304,2932,20688,2051,586,null,null,809,null,null,836,null,null,1058,null,null,2340,null,null,1727,null,null,2792,null,null,2300,null,null,2200,null,null,2005,null,null,951,null,null,419,null,null,909,null,null,2019,null,null,1329,null,null,2612,null,null,1929,null,null,2932,null,null,2051,null,null,02
2904722,2460,1416108,1275,23415,2610,65914,4948,257321,7707,59278,4384,373986,8390,123551,5270,318738,6682,193905,4691,1488614,1714,20733,2436,66171,4258,290204,8141,41631,2869,416990,9050,141046,5646,320932,7964,190907,5240,2460,null,null,1275,null,null,2610,null,null,4948,null,null,7707,null,null,4384,null,null,8390,null,null,5270,null,null,6682,null,null,4691,null,null,1714,null,null,2436,null,null,4258,null,null,8141,null,null,2869,null,null,9050,null,null,5646,null,null,7964,null,null,5240,null,null,04
1537148,2236,740908,1420,29798,2634,62504,3763,210744,5356,54299,3849,167781,5857,41947,3573,110028,5296,63807,3045,796240,1260,25782,2468,57785,3829,218150,6717,49897,3350,185095,6083,64477,4092,124133,5548,70921,4165,2236,null,null,1420,null,null,2634,null,null,3763,null,null,5356,null,null,3849,null,null,5857,null,null,3573,null,null,5296,null,null,3045,null,null,1260,null,null,2468,null,null,3829,null,null,6717,null,null,3350,null,null,6083,null,null,4092,null,null,5548,null,null,4165,null,null,05
11269651,4889,5567518,2894,82899,4727,223772,7590,865349,16262,154849,5859,1318732,15993,458793,11366,1476947,14996,986177,14814,5702133,2819,95675,5511,210877,7495,947431,13952,96134,4998,1408420,18833,548366,12276,1451281,18800,943949,13399,4889,null,null,2894,null,null,4727,null,null,7590,null,null,16262,null,null,5859,null,null,15993,null,null,11366,null,null,14996,null,null,14814,null,null,2819,null,null,5511,null,null,7495,null,null,13952,null,null,4998,null,null,18833,null,null,12276,null,null,18800,null,null,13399,null,null,06
2755399,1909,1364074,1204,11770,1676,40481,3358,221604,6449,56093,3885,296461,6697,110508,5044,390617,8181,236540,5935,1391325,1461,9373,1540,35042,2690,230456,5400,36123,2913,306562,7663,134517,5534,398771,7305,240481,6003,1909,null,null,1204,null,null,1676,null,null,3358,null,null,6449,null,null,3885,null,null,6697,null,null,5044,null,null,8181,null,null,5935,null,null,1461,null,null,1540,null,null,2690,null,null,5400,null,null,2913,null,null,7663,null,null,5534,null,null,7305,null,null,6003,null,null,08
1778311,2188,849924,1573,16327,1926,34267,2463,203845,5968,29693,2545,143284,5385,56952,3764,207445,5431,158111,5411,928387,1032,21672,2451,30561,2399,215586,5974,20369,1988,148911,5857,86830,4559,227295,6540,177163,5597,2188,null,null,1573,null,null,1926,null,null,2463,null,null,5968,null,null,2545,null,null,5385,null,null,3764,null,null,5431,null,null,5411,null,null,1032,null,null,2451,null,null,2399,null,null,5974,null,null,1988,null,null,5857,null,null,4559,null,null,6540,null,null,5597,null,null,09
449466,696,213941,293,4224,965,15281,1795,58629,3618,9194,1480,40202,3254,14554,1578,43200,2945,28657,2127,235525,466,4798,1037,11963,1906,66559,3522,6025,1430,42128,2889,24053,2451,48357,3708,31642,2798,696,null,null,293,null,null,965,null,null,1795,null,null,3618,null,null,1480,null,null,3254,null,null,1578,null,null,2945,null,null,2127,null,null,466,null,null,1037,null,null,1906,null,null,3522,null,null,1430,null,null,2889,null,null,2451,null,null,3708,null,null,2798,null,null,10
189306,503,96243,82,67,107,423,371,2096,712,296,243,4166,1212,1353,546,34257,2434,53585,2424,93063,497,446,369,132,163,1610,576,67,112,3241,808,1187,421,32415,2348,53965,2651,503,null,null,82,null,null,107,null,null,371,null,null,712,null,null,243,null,null,1212,null,null,546,null,null,2434,null,null,2424,null,null,497,null,null,369,null,null,163,null,null,576,null,null,112,null,null,808,null,null,421,null,null,2348,null,null,2651,null,null,11
