B05010_001E,B05010_001M,B05010_002E,B05010_002M,B05010_003E,B05010_003M,B05010_004E,B05010_004M,B05010_005E,B05010_005M,B05010_006E,B05010_006M,B05010_007E,B05010_007M,B05010_008E,B05010_008M,B05010_009E,B05010_009M,B05010_010E,B05010_010M,B05010_011E,B05010_011M,B05010_012E,B05010_012M,B05010_013E,B05010_013M,B05010_014E,B05010_014M,B05010_015E,B05010_015M,B05010_016E,B05010_016M,B05010_017E,B05010_017M,B05010_018E,B05010_018M,B05010_019E,B05010_019M,B05010_020E,B05010_020M,B05010_021E,B05010_021M,B05010_022E,B05010_022M,B05010_023E,B05010_023M,B05010_024E,B05010_024M,B05010_025E,B05010_025M,B05010_001M,B05010_001EA,B05010_001MA,B05010_002M,B05010_002EA,B05010_002MA,B05010_003M,B05010_003EA,B05010_003MA,B05010_004M,B05010_004EA,B05010_004MA,B05010_005M,B05010_005EA,B05010_005MA,B05010_006M,B05010_006EA,B05010_006MA,B05010_007M,B05010_007EA,B05010_007MA,B05010_008M,B05010_008EA,B05010_008MA,B05010_009M,B05010_009EA,B05010_009MA,B05010_010M,B05010_010EA,B05010_010MA,B05010_011M,B05010_011EA,B05010_011MA,B05010_012M,B05010_012EA,B05010_012MA,B05010_013M,B05010_013EA,B05010_013MA,B05010_014M,B05010_014EA,B05010_014MA,B05010_015M,B05010_015EA,B05010_015MA,B05010_016M,B05010_016EA,B05010_016MA,B05010_017M,B05010_017EA,B05010_017MA,B05010_018M,B05010_018EA,B05010_018MA,B05010_019M,B05010_019EA,B05010_019MA,B05010_020M,B05010_020EA,B05010_020MA,B05010_021M,B05010_021EA,B05010_021MA,B05010_022M,B05010_022EA,B05010_022MA,B05010_023M,B05010_023EA,B05010_023MA,B05010_024M,B05010_024EA,B05010_024MA,B05010_025M,B05010_025EA,B05010_025MA,state
241745,2078,40004,4896,14205,2990,11501,3025,2484,1464,220,223,25799,3691,23999,3687,1800,949,48919,4579,25755,3459,23823,3317,1158,894,774,457,23164,3501,21913,3211,1251,774,152822,5905,122698,5837,114278,5354,2600,1020,5820,1570,30124,3889,29162,3905,962,680,2078,null,null,4896,null,null,2990,null,null,3025,null,null,1464,null,null,223,null,null,3691,null,null,3687,null,null,949,null,null,4579,null,null,3459,null,null,3317,null,null,894,null,null,457,null,null,3501,null,null,3211,null,null,774,null,null,5905,null,null,5837,null,null,5354,null,null,1020,null,null,1570,null,null,3889,null,null,3905,null,null,680,null,null,23
1283590,6106,156298,8062,37388,5704,17102,3572,17161,4051,3125,1463,118910,7967,96632,8072,22278,4012,204518,12252,94256,8506,47897,6121,41018,5986,5341,2432,110262,7634,82155,7010,28107,4760,922774,14641,693693,14680,488077,12166,136778,7126,68838,6082,229081,10055,188391,9685,40690,5516,6106,null,null,8062,null,null,5704,null,null,3572,null,null,4051,null,null,1463,null,null,7967,null,null,8072,null,null,4012,null,null,12252,null,null,8506,null,null,6121,null,null,5986,null,null,2432,null,null,7634,null,null,7010,null,null,4760,null,null,14641,null,null,14680,null,null,12166,null,null,7126,null,null,6082,null,null,10055,null,null,9685,null,null,5516,null,null,24
1321640,4693,171094,8933,32855,4472,14708,3055,14539,3114,3608,1523,138239,7957,96735,6791,41504,5203,176338,9785,77125,7147,30964,3989,37661,5432,8500,1980,99213,7324,66703,6227,32510,3988,974208,10406,777451,12292,566866,11813,128638,7508,81947,5769,196757,10430,156069,8177,40688,4758,4693,null,null,8933,null,null,4472,null,null,3055,null,null,3114,null,null,1523,null,null,7957,null,null,6791,null,null,5203,null,null,9785,null,null,7147,null,null,3989,null,null,5432,null,null,1980,null,null,7324,null,null,6227,null,null,3988,null,null,10406,null,null,12292,null,null,11813,null,null,7508,null,null,5769,null,null,10430,null,null,8177,null,null,4758,null,null,25
2083970,6764,417408,12577,133270,8535,82852,6205,37860,4509,12558,2381,284138,11711,266292,11531,17846,3758,441197,12475,233256,9935,183368,8478,34059,4369,15829,3183,207941,10550,195127,10320,12814,3383,1225365,15418,988319,15672,854187,15354,80398,5606,53734,4052,237046,9706,226972,9607,10074,2291,6764,null,null,12577,null,null,8535,null,null,6205,null,null,4509,null,null,2381,null,null,11711,null,null,11531,null,null,3758,null,null,12475,null,null,9935,null,null,8478,null,null,4369,null,null,3183,null,null,10550,null,null,10320,null,null,3383,null,null,15418,null,null,15672,null,null,15354,null,null,5606,null,null,4052,null,null,9706,null,null,9607,null,null,2291,null,null,26
1242027,4568,148920,8639,50346,6438,21022,3285,27225,5037,2099,1032,98574,7806,73331,6264,25243,4959,223617,9930,111672,7762,68408,5921,34165,5046,9099,2386,111945,8198,87696,6096,24249,4759,869490,9754,727350,12046,630927,11120,51448,4873,44975,4260,142140,7315,127258,6726,14882,2486,4568,null,null,8639,null,null,6438,null,null,3285,null,null,5037,null,null,1032,null,null,7806,null,null,6264,null,null,4959,null,null,9930,null,null,7762,null,null,5921,null,null,5046,null,null,2386,null,null,8198,null,null,6096,null,null,4759,null,null,9754,null,null,12046,null,null,11120,null,null,4873,null,null,4260,null,null,7315,null,null,6726,null,null,2486,null,null,27
669293,4904,192005,10259,43538,6246,37016,5839,4212,1693,2310,1639,148467,8711,143122,8593,5345,2831,158829,9387,76268,6582,69547,6268,4161,1484,2560,1116,82561,7452,80542,7445,2019,1121,318459,9811,245742,10555,236465,10227,4474,1223,4803,1407,72717,6253,71859,6272,858,586,4904,null,null,10259,null,null,6246,null,null,5839,null,null,1693,null,null,1639,null,null,8711,null,null,8593,null,null,2831,null,null,9387,null,null,6582,null,null,6268,null,null,1484,null,null,1116,null,null,7452,null,null,7445,null,null,1121,null,null,9811,null,null,10555,null,null,10227,null,null,1223,null,null,1407,null,null,6253,null,null,6272,null,null,586,null,null,28
1305640,7153,237134,12025,69696,6479,54067,5553,13021,3169,2608,1241,167438,11129,155414,10819,12024,2783,302896,11337,162998,8848,137624,8140,16009,2895,9365,2442,139898,8570,134774,8717,5124,1550,765610,13120,622995,12724,573954,12490,27626,3147,21415,2664,142615,8060,137245,8014,5370,1613,7153,null,null,12025,null,null,6479,null,null,5553,null,null,3169,null,null,1241,null,null,11129,null,null,10819,null,null,2783,null,null,11337,null,null,8848,null,null,8140,null,null,2895,null,null,2442,null,null,8570,null,null,8717,null,null,1550,null,null,13120,null,null,12724,null,null,12490,null,null,3147,null,null,2664,null,null,8060,null,null,8014,null,null,1613,null,null,29
215388,2641,29865,3850,13009,2978,12615,3021,0,168,394,284,16856,2433,16329,2436,527,491,53355,5427,36408,4905,35467,4925,148,219,793,575,16947,2607,16819,2604,128,168,132168,5486,112250,5662,107215,5589,375,316,4660,1452,19918,3001,19491,2936,427,366,2641,null,null,3850,null,null,2978,null,null,3021,null,null,168,null,null,284,null,null,2433,null,null,2436,null,null,491,null,null,5427,null,null,4905,null,null,4925,null,null,219,null,null,575,null,null,2607,null,null,2604,null,null,168,null,null,5486,null,null,5662,null,null,5589,null,null,316,null,null,1452,null,null,3001,null,null,2936,null,null,366,null,null,30
452289,2702,61666,6106,20985,4224,8949,2365,10561,3342,1475,853,40681,4179,32892,3749,7789,2451,98874,7017,55057,4918,33699,3248,17748,3259,3610,1427,43817,5005,37517,4781,6300,2109,291749,6446,244497,7829,222768,6943,12366,2785,9363,1777,47252,4515,42753,4056,4499,1507,2702,null,null,6106,null,null,4224,null,null,2365,null,null,3342,null,null,853,null,null,4179,null,null,3749,null,null,2451,null,null,7017,null,null,4918,null,null,3248,null,null,3259,null,null,1427,null,null,5005,null,null,4781,null,null,2109,null,null,6446,null,null,7829,null,null,6943,null,null,2785,null,null,1777,null,null,4515,null,null,4056,null,null,1507,null,null,31
639127,5363,118249,9418,38841,5574,14059,3748,20052,4326,4730,2262,79408,7867,49655,6139,29753,5028,173155,10302,96767,9616,37710,5522,43561,6182,15496,3667,76388,7814,50297,5351,26091,5503,347723,10650,261289,9925,166315,7801,54240,5014,40734,5737,86434,7111,69981,6032,16453,2857,5363,null,null,9418,null,null,5574,null,null,3748,null,null,4326,null,null,2262,null,null,7867,null,null,6139,null,null,5028,null,null,10302,null,null,9616,null,null,5522,null,null,6182,null,null,3667,null,null,7814,null,null,5351,null,null,5503,null,null,10650,null,null,9925,null,null,7801,null,null,5014,null,null,5737,null,null,7111,null,null,6032,null,null,2857,null,null,32
247573,2328,18434,2939,4997,1927,3869,1487,1097,1010,31,58,13437,2488,12998,2458,439,451,37376,3621,18907,3406,14610,2930,3122,1229,1175,788,18469,2754,16733,2530,1736,1204,191763,4569,152649,5093,134011,5584,7552,1759,11086,2258,39114,3484,37079,3130,2035,941,2328,null,null,2939,null,null,1927,null,null,1487,null,null,1010,null,null,58,null,null,2488,null,null,2458,null,null,451,null,null,3621,null,null,3406,null,null,2930,null,null,1229,null,null,788,null,null,2754,null,null,2530,null,null,1204,null,null,4569,null,null,5093,null,null,5584,null,null,1759,null,null,2258,null,null,3484,null,null,3130,null,null,941,null,null,33
1916946,5196,270553,14549,81858,7558,29648,5452,45301,6613,6909,2186,188695,10958,116409,9381,72286,6761,319380,12031,164336,10886,59769,6536,84903,8423,19664,5147,155044,9573,103123,8233,51921,5557,1327013,16574,1081795,17664,675969,12932,268239,11120,137587,8068,245218,11327,184772,10291,60446,5796,5196,null,null,14549,null,null,7558,null,null,5452,null,null,6613,null,null,2186,null,null,10958,null,null,9381,null,null,6761,null,null,12031,null,null,10886,null,null,6536,null,null,8423,null,null,5147,null,null,9573,null,null,8233,null,null,5557,null,null,16574,null,null,17664,null,null,12932,null,null,11120,null,null,8068,null,null,11327,null,null,10291,null,null,5796,null,null,34
460974,3251,137325,8702,44669,5712,26047,4537,14288,3404,4334,1866,92656,6873,74519,6233,18137,4333,115997,7811,61661,6183,36187,4579,17418,3925,8056,1948,54336,5989,46651,5326,7685,2231,207652,8465,162167,8584,135932,8856,10548,1681,15687,2985,45485,4842,41575,4347,3910,1474,3251,null,null,8702,null,null,5712,null,null,4537,null,null,3404,null,null,1866,null,null,6873,null,null,6233,null,null,4333,null,null,7811,null,null,6183,null,null,4579,null,null,3925,null,null,1948,null,null,5989,null,null,5326,null,null,2231,null,null,8465,null,null,8584,null,null,8856,null,null,1681,null,null,2985,null,null,4842,null,null,4347,null,null,1474,null,null,35
3977729,10242,798197,19134,305895,14281,126371,9304,149519,10482,30005,4942,492302,16346,324649,14399,167653,11653,768904,18117,421355,15428,170325,9311,209547,12363,41483,5709,347549,11274,227511,9911,120038,9253,2410628,23613,1865529,22240,1231935,19698,398543,14730,235051,11383,545099,15320,393542,13134,151557,9524,10242,null,null,19134,null,null,14281,null,null,9304,null,null,10482,null,null,4942,null,null,16346,null,null,14399,null,null,11653,null,null,18117,null,null,15428,null,null,9311,null,null,12363,null,null,5709,null,null,11274,null,null,9911,null,null,9253,null,null,23613,null,null,22240,null,null,19698,null,null,14730,null,null,11383,null,null,15320,null,null,13134,null,null,9524,null,null,36
2162867,9329,451647,17146,130591,10991,65040,7063,54788,8830,10763,3180,321056,15168,267737,12843,53319,6716,518447,16910,282771,12724,181445,9997,71611,7844,29715,5350,235676,13012,208411,11794,27265,4291,1192773,19235,961080,18955,812055,17579,81525,5700,67500,5971,231693,9204,213801,9073,17892,2805,9329,null,null,17146,null,null,10991,null,null,7063,null,null,8830,null,null,3180,null,null,15168,null,null,12843,null,null,6716,null,null,16910,null,null,12724,null,null,9997,null,null,7844,null,null,5350,null,null,13012,null,null,11794,null,null,4291,null,null,19235,null,null,18955,null,null,17579,null,null,5700,null,null,5971,null,null,9204,null,null,9073,null,null,2805,null,null,37
165967,2006,19382,2709,4673,1474,4346,1474,327,368,0,155,14709,2641,12363,2449,2346,1447,29105,3155,17244,2928,15460,2834,671,503,1113,1129,11861,1991,10710,1785,1151,864,117480,3753,100993,3901,95651,3609,1828,954,3514,1249,16487,2848,15208,2623,1279,1143,2006,null,null,2709,null,null,1474,null,null,1474,null,null,368,null,null,155,null,null,2641,null,null,2449,null,null,1447,null,null,3155,null,null,2928,null,null,2834,null,null,503,null,null,1129,null,null,1991,null,null,1785,null,null,864,null,null,3753,null,null,3901,null,null,3609,null,null,954,null,null,1249,null,null,2848,null,null,2623,null,null,1143,null,null,38
2460203,8796,484505,15461,112343,9284,84075,7554,20832,4847,7436,2652,372162,14269,350386,13537,21776,4572,500781,14939,247556,12358,218429,10667,19769,3768,9358,2703,253225,12509,243768,12461,9457,2299,1474917,20264,1184395,19229,1083306,18659,53609,4526,47480,4860,290522,9382,281146,8919,9376,2452,8796,null,null,15461,null,null,9284,null,null,7554,null,null,4847,null,null,2652,null,null,14269,null,null,13537,null,null,4572,null,null,14939,null,null,12358,null,null,10667,null,null,3768,null,null,2703,null,null,12509,null,null,12461,null,null,2299,null,null,20264,null,null,19229,null,null,18659,null,null,4526,null,null,4860,null,null,9382,null,null,8919,null,null,2452,null,null,39
897072,5153,199306,8526,63423,5702,42539,3616,17557,3653,3327,1177,135883,7581,121856,7482,14027,2649,227278,8013,133601,7019,96345,6572,25236,3437,12020,2917,93677,5744,83008,5402,10669,3114,470488,9466,383049,9299,346444,8917,19915,2260,16690,2495,87439,5014,83831,4844,3608,1171,5153,null,null,8526,null,null,5702,null,null,3616,null,null,3653,null,null,1177,null,null,7581,null,null,7482,null,null,2649,null,null,8013,null,null,7019,null,null,6572,null,null,3437,null,null,2917,null,null,5744,null,null,5402,null,null,3114,null,null,9466,null,null,9299,null,null,8917,null,null,2260,null,null,2495,null,null,5014,null,null,4844,null,null,1171,null,null,40
823483,4419,132031,9681,47630,7114,20906,3369,23124,5214,3600,2606,84401,6718,62446,5451,21955,4803,185864,9827,111700,8645,71294,7468,32768,5318,7638,2451,74164,7458,59980,6076,14184,4331,505588,10612,412381,12026,335085,10751,37804,3908,39492,4549,93207,7108,85437,6583,7770,2302,4419,null,null,9681,null,null,7114,null,null,3369,null,null,5214,null,null,2606,null,null,6718,null,null,5451,null,null,4803,null,null,9827,null,null,8645,null,null,7468,null,null,5318,null,null,2451,null,null,7458,null,null,6076,null,null,4331,null,null,10612,null,null,12026,null,null,10751,null,null,3908,null,null,4549,null,null,7108,null,null,6583,null,null,2302,null,null,41
2545892,6338,455097,16318,129800,10030,87877,7798,35730,6232,6193,2225,325297,13876,292306,13371,32991,5361,493664,16032,252048,12886,192144,10264,45793,6412,14111,3565,241616,11547,219859,10298,21757,3921,1597131,18202,1269957,17894,1117511,16769,89837,5814,62609,4649,327174,12250,307475,11618,19699,3435,6338,null,null,16318,null,null,10030,null,null,7798,null,null,6232,null,null,2225,null,null,13876,null,null,13371,null,null,5361,null,null,16032,null,null,12886,null,null,10264,null,null,6412,null,null,3565,null,null,11547,null,null,10298,null,null,3921,null,null,18202,null,null,17894,null,null,16769,null,null,5814,null,null,4649,null,null,12250,null,null,11618,null,null,3435,null,null,42
199874,2213,32606,4335,9729,3200,4038,2162,4908,1889,783,991,22877,3192,18068,3070,4809,1858,40413,3662,17296,3088,7835,1987,7317,2279,2144,1117,23117,3453,17522,3140,5595,2130,126855,4935,96496,4132,74158,3903,10932,2488,11406,2290,30359,3504,25756,3107,4603,1455,2213,null,null,4335,null,null,3200,null,null,2162,null,null,1889,null,null,991,null,null,3192,null,null,3070,null,null,1858,null,null,3662,null,null,3088,null,null,1987,null,null,2279,null,null,1117,null,null,3453,null,null,3140,null,null,2130,null,null,4935,null,null,4132,null,null,3903,null,null,2488,null,null,2290,null,null,3504,null,null,3107,null,null,1455,null,null,44
1025117,5985,226660,11366,56241,6993,32144,5339,19750,4033,4347,1399,170419,10681,159196,10459,11223,3556,244825,11712,116039,8203,95078,7497,14270,2992,6691,2223,128786,9517,122941,9259,5845,1994,553632,10728,435152,10655,393200,9865,17423,3163,24529,3480,118480,7733,112064,7494,6416,2193,5985,null,null,11366,null,null,6993,null,null,5339,null,null,4033,null,null,1399,null,null,10681,null,null,10459,null,null,3556,null,null,11712,null,null,8203,null,null,7497,null,null,2992,null,null,2223,null,null,9517,null,null,9259,null,null,1994,null,null,10728,null,null,10655,null,null,9865,null,null,3163,null,null,3480,null,null,7733,null,null,7494,null,null,2193,null,null,45
201932,2629,31543,3701,8407,1873,7360,1778,546,370,501,308,23136,3110,21141,3185,1995,1077,43520,3857,22554,2927,19261,2527,2501,1194,792,596,20966,2546,19985,2555,981,815,126869,4402,108488,4446,102931,4368,3148,1148,2409,924,18381,2143,17246,1961,1135,805,2629,null,null,3701,null,null,1873,null,null,1778,null,null,370,null,null,308,null,null,3110,null,null,3185,null,null,1077,null,null,3857,null,null,2927,null,null,2527,null,null,1194,null,null,596,null,null,2546,null,null,2555,null,null,815,null,null,4402,null,null,4446,null,null,4368,null,null,1148,null,null,924,null,null,2143,null,null,1961,null,null,805,null,null,46
1408182,7040,311659,14297,93211,7903,64450,6621,23559,4383,5202,1699,218448,12797,195771,11985,22677,3771,334725,13897,182842,11903,147434,10053,27240,4210,8168,3300,151883,9629,141092,8956,10791,3212,761798,14698,612946,13598,546921,13354,35598,5165,30427,4333,148852,9546,140945,9277,7907,2395,7040,null,null,14297,null,null,7903,null,null,6621,null,null,4383,null,null,1699,null,null,12797,null,null,11985,null,null,3771,null,null,13897,null,null,11903,null,null,10053,null,null,4210,null,null,3300,null,null,9629,null,null,8956,null,null,3212,null,null,14698,null,null,13598,null,null,13354,null,null,5165,null,null,4333,null,null,9546,null,null,9277,null,null,2395,null,null,47
6948492,15887,1516933,32186,539804,23873,169269,13676,283718,18698,86817,8354,977129,25281,656059,21517,321070,17165,1693927,32287,967273,29061,411787,17263,379384,18456,176102,12171,726654,25123,551812,22595,174842,11861,3737632,40906,2977702,39863,2105256,30971,508378,16056,364068,15180,759930,22175,641924,19469,118006,8253,15887,null,null,32186,null,null,23873,null,null,13676,null,null,18698,null,null,8354,null,null,25281,null,null,21517,null,null,17165,null,null,32287,null,null,29061,null,null,17263,null,null,18456,null,null,12171,null,null,25123,null,null,22595,null,null,11861,null,null,40906,null,null,39863,null,null,30971,null,null,16056,null,null,15180,null,null,22175,null,null,19469,null,null,8253,null,null,48
889419,4098,94886,8134,44778,5520,27623,4118,12437,2930,4718,2175,50108,5861,36809,5147,13299,3394,197547,10618,150638,9935,113263,8345,22745,4866,14630,3894,46909,6118,35079,5052,11830,3583,596986,12102,528086,11328,465527,11603,29527,3834,33032,4565,68900,5222,59788,4378,9112,2265,4098,null,null,8134,null,null,5520,null,null,4118,null,null,2930,null,null,2175,null,null,5861,null,null,5147,null,null,3394,null,null,10618,null,null,9935,null,null,8345,null,null,4866,null,null,3894,null,null,6118,null,null,5052,null,null,3583,null,null,12102,null,null,11328,null,null,11603,null,null,3834,null,null,4565,null,null,5222,null,null,4378,null,null,2265,null,null,49
112177,1764,15634,2903,3021,1156,2313,1010,538,840,170,168,12613,2570,12227,2532,386,301,19162,2518,8586,1614,7378,1529,515,332,693,530,10576,1962,10367,1986,209,238,77381,3705,62076,3915,55943,3753,2444,1333,3689,979,15305,2296,14789,2260,516,481,1764,null,null,2903,null,null,1156,null,null,1010,null,null,840,null,null,168,null,null,2570,null,null,2532,null,null,301,null,null,2518,null,null,1614,null,null,1529,null,null,332,null,null,530,null,null,1962,null,null,1986,null,null,238,null,null,3705,null,null,3915,null,null,3753,null,null,1333,null,null,979,null,null,2296,null,null,2260,null,null,481,null,null,50
