B05010_001E,B05010_001M,B05010_002E,B05010_002M,B05010_003E,B05010_003M,B05010_004E,B05010_004M,B05010_005E,B05010_005M,B05010_006E,B05010_006M,B05010_007E,B05010_007M,B05010_008E,B05010_008M,B05010_009E,B05010_009M,B05010_010E,B05010_010M,B05010_011E,B05010_011M,B05010_012E,B05010_012M,B05010_013E,B05010_013M,B05010_014E,B05010_014M,B05010_015E,B05010_015M,B05010_016E,B05010_016M,B05010_017E,B05010_017M,B05010_018E,B05010_018M,B05010_019E,B05010_019M,B05010_020E,B05010_020M,B05010_021E,B05010_021M,B05010_022E,B05010_022M,B05010_023E,B05010_023M,B05010_024E,B05010_024M,B05010_025E,B05010_025M,B05010_001M,B05010_001EA,B05010_001MA,B05010_002M,B05010_002EA,B05010_002MA,B05010_003M,B05010_003EA,B05010_003MA,B05010_004M,B05010_004EA,B05010_004MA,B05010_005M,B05010_005EA,B05010_005MA,B05010_006M,B05010_006EA,B05010_006MA,B05010_007M,B05010_007EA,B05010_007MA,B05010_008M,B05010_008EA,B05010_008MA,B05010_009M,B05010_009EA,B05010_009MA,B05010_010M,B05010_010EA,B05010_010MA,B05010_011M,B05010_011EA,B05010_011MA,B05010_012M,B05010_012EA,B05010_012MA,B05010_013M,B05010_013EA,B05010_013MA,B05010_014M,B05010_014EA,B05010_014MA,B05010_015M,B05010_015EA,B05010_015MA,B05010_016M,B05010_016EA,B05010_016MA,B05010_017M,B05010_017EA,B05010_017MA,B05010_018M,B05010_018EA,B05010_018MA,B05010_019M,B05010_019EA,B05010_019MA,B05010_020M,B05010_020EA,B05010_020MA,B05010_021M,B05010_021EA,B05010_021MA,B05010_022M,B05010_022EA,B05010_022MA,B05010_023M,B05010_023EA,B05010_023MA,B05010_024M,B05010_024EA,B05010_024MA,B05010_025M,B05010_025EA,B05010_025MA,state
3916874,10716,804063,23557,250604,15644,108892,11267,116265,11010,25447,5451,553459,19122,397328,17202,156131,11742,990253,24268,497976,20381,241689,15004,193168,12357,63119,7724,492277,18992,357771,16706,134506,10465,2122558,27508,1608883,22600,1072666,19194,292450,13921,243767,13726,513675,18357,411249,16258,102426,6913,10716,null,null,23557,null,null,15644,null,null,11267,null,null,11010,null,null,5451,null,null,19122,null,null,17202,null,null,11742,null,null,24268,null,null,20381,null,null,15004,null,null,12357,null,null,7724,null,null,18992,null,null,16706,null,null,10465,null,null,27508,null,null,22600,null,null,19194,null,null,13921,null,null,13726,null,null,18357,null,null,16258,null,null,6913,null,null,12
2370784,8688,525094,19433,145540,10982,73056,6880,60799,8021,11685,3094,379554,17802,324346,15316,55208,9306,545611,21833,282971,14351,183568,12009,77778,7475,21625,4084,262640,15516,228751,14432,33889,5509,1300079,20571,1013855,20302,810031,20132,129857,10669,73967,7811,286224,11949,259168,12083,27056,4234,8688,null,null,19433,null,null,10982,null,null,6880,null,null,8021,null,null,3094,null,null,17802,null,null,15316,null,null,9306,null,null,21833,null,null,14351,null,null,12009,null,null,7475,null,null,4084,null,null,15516,null,null,14432,null,null,5509,null,null,20571,null,null,20302,null,null,20132,null,null,10669,null,null,7811,null,null,11949,null,null,12083,null,null,4234,null,null,13
286037,3464,26483,3872,9822,2601,4625,1750,3868,1747,1329,588,16661,2967,13053,2429,3608,1425,52747,5126,30642,4394,17485,3385,7746,2626,5411,2538,22105,3374,15128,2915,6977,2130,206807,6614,157540,6349,107319,6086,20211,3834,30010,4623,49267,4671,43214,4654,6053,1731,3464,null,null,3872,null,null,2601,null,null,1750,null,null,1747,null,null,588,null,null,2967,null,null,2429,null,null,1425,null,null,5126,null,null,4394,null,null,3385,null,null,2626,null,null,2538,null,null,3374,null,null,2915,null,null,2130,null,null,6614,null,null,6349,null,null,6086,null,null,3834,null,null,4623,null,null,4671,null,null,4654,null,null,1731,null,null,15
421469,2724,72328,7787,28740,4958,22791,4377,4510,2067,1439,868,43588,6115,37562,6089,6026,2020,113271,8431,77773,7262,60545,7132,12219,4218,5009,1638,35498,4853,28592,4110,6906,2549,235870,10134,204860,10050,184354,9455,8565,2085,11941,2884,31010,3524,29419,3378,1591,922,2724,null,null,7787,null,null,4958,null,null,4377,null,null,2067,null,null,868,null,null,6115,null,null,6089,null,null,2020,null,null,8431,null,null,7262,null,null,7132,null,null,4218,null,null,1638,null,null,4853,null,null,4110,null,null,2549,null,null,10134,null,null,10050,null,null,9455,null,null,2085,null,null,2884,null,null,3524,null,null,3378,null,null,922,null,null,16
2805993,7004,483289,17173,134643,10096,59492,6364,59080,6427,16071,3819,348646,16160,282285,14763,66361,7520,575187,19472,306796,13760,143632,8682,128104,10607,35060,5193,268391,12761,218589,11561,49802,5503,1747517,20844,1409577,19242,1062901,18694,211241,9142,135435,8731,337940,13067,297530,11907,40410,4828,7004,null,null,17173,null,null,10096,null,null,6364,null,null,6427,null,null,3819,null,null,16160,null,null,14763,null,null,7520,null,null,19472,null,null,13760,null,null,8682,null,null,10607,null,null,5193,null,null,12761,null,null,11561,null,null,5503,null,null,20844,null,null,19242,null,null,18694,null,null,9142,null,null,8731,null,null,13067,null,null,11907,null,null,4828,null,null,17
1489601,6338,278623,12765,87841,6783,55433,5594,25325,4798,7083,2013,190782,11901,174383,11437,16399,3950,350087,14389,185349,12127,146629,10523,25929,4485,12791,3174,164738,9127,152626,8533,12112,2474,860891,14992,700185,13427,634614,14027,33516,4232,32055,5786,160706,9555,150509,9098,10197,2667,6338,null,null,12765,null,null,6783,null,null,5594,null,null,4798,null,null,2013,null,null,11901,null,null,11437,null,null,3950,null,null,14389,null,null,12127,null,null,10523,null,null,4485,null,null,3174,null,null,9127,null,null,8533,null,null,2474,null,null,14992,null,null,13427,null,null,14027,null,null,4232,null,null,5786,null,null,9555,null,null,9098,null,null,2667,null,null,18
695841,3386,99490,7098,30312,4869,19410,3634,9242,2552,1660,869,69178,5561,61681,5369,7497,1806,135579,6614,73930,5908,56655,5321,12473,2954,4802,1295,61649,5099,55307,4600,6342,1977,460772,8805,384936,8616,353440,8103,18522,2524,12974,2099,75836,5219,72383,5065,3453,1274,3386,null,null,7098,null,null,4869,null,null,3634,null,null,2552,null,null,869,null,null,5561,null,null,5369,null,null,1806,null,null,6614,null,null,5908,null,null,5321,null,null,2954,null,null,1295,null,null,5099,null,null,4600,null,null,1977,null,null,8805,null,null,8616,null,null,8103,null,null,2524,null,null,2099,null,null,5219,null,null,5065,null,null,1274,null,null,19
685239,4100,93791,7184,29235,4061,16791,2543,11158,2956,1286,832,64556,5955,56171,5401,8385,2545,166300,8446,94863,6591,63644,6314,21364,3388,9855,2655,71437,6333,65345,5897,6092,1928,425148,9898,351770,10136,308591,8842,21425,3170,21754,3914,73378,5952,65298,5407,8080,2147,4100,null,null,7184,null,null,4061,null,null,2543,null,null,2956,null,null,832,null,null,5955,null,null,5401,null,null,2545,null,null,8446,null,null,6591,null,null,6314,null,null,3388,null,null,2655,null,null,6333,null,null,5897,null,null,1928,null,null,9898,null,null,10136,null,null,8842,null,null,3170,null,null,3914,null,null,5952,null,null,5407,null,null,2147,null,null,20
927917,6765,222310,11320,69973,6385,55940,6329,10383,3524,3650,1163,152337,9120,141985,8839,10352,2700,207253,9535,115952,8137,96696,8026,15290,3801,3966,1227,91301,6171,86849,6190,4452,1575,498354,12993,406183,13155,380938,12958,12315,2480,12930,2747,92171,6174,89174,6108,2997,1109,6765,null,null,11320,null,null,6385,null,null,6329,null,null,3524,null,null,1163,null,null,9120,null,null,8839,null,null,2700,null,null,9535,null,null,8137,null,null,8026,null,null,3801,null,null,1227,null,null,6171,null,null,6190,null,null,1575,null,null,12993,null,null,13155,null,null,12958,null,null,2480,null,null,2747,null,null,6174,null,null,6108,null,null,1109,null,null,21
1038911,7324,290362,13704,59237,10075,47393,9372,9152,3046,2692,1262,231125,13129,223268,13266,7857,3224,214149,12001,96118,9188,75796,8429,14495,3014,5827,2161,118031,10034,113548,9739,4483,1569,534400,13145,413274,13226,382440,12452,14036,3008,16798,3183,121126,8058,118328,8091,2798,1467,7324,null,null,13704,null,null,10075,null,null,9372,null,null,3046,null,null,1262,null,null,13129,null,null,13266,null,null,3224,null,null,12001,null,null,9188,null,null,8429,null,null,3014,null,null,2161,null,null,10034,null,null,9739,null,null,1569,null,null,13145,null,null,13226,null,null,12452,null,null,3008,null,null,3183,null,null,8058,null,null,8091,null,null,1467,null,null,22
