B992707_001E,B992707_002E,B992707_003E,B992707_001EA,B992707_002EA,B992707_003EA,state
20294479,2886443,17408036,null,null,null,12
10120788,1166648,8954140,null,null,null,13
1378730,184305,1194425,null,null,null,15
1662867,193184,1469683,null,null,null,16
12620388,1403243,11217145,null,null,null,17
6534914,775141,5759773,null,null,null,18
3091437,366368,2725069,null,null,null,19
2850862,341621,2509241,null,null,null,20
4354380,502174,3852206,null,null,null,21
4577182,511955,4065227,null,null,null,22
1317148,137117,1180031,null,null,null,23
5918535,800667,5117868,null,null,null,24
6736017,902412,5833605,null,null,null,25
9818099,1178409,8639690,null,null,null,26
5462438,657780,4804658,null,null,null,27
2924168,298136,2626032,null,null,null,28
5977199,694543,5282656,null,null,null,29
1027510,132260,895250,null,null,null,30
1877654,232351,1645303,null,null,null,31
2905767,341484,2564283,null,null,null,32
1316467,154839,1161628,null,null,null,33
8837578,1050694,7786884,null,null,null,34
2046001,223575,1822426,null,null,null,35
19505596,2605043,16900553,null,null,null,36
9957830,1261512,8696318,null,null,null,37
741486,90254,651232,null,null,null,38
11439848,1267020,10172828,null,null,null,39
3845697,510427,3335270,null,null,null,40
4054353,508539,3545814,null,null,null,41
12579422,1582598,10996824,null,null,null,42
1040259,128514,911745,null,null,null,44
4861188,629024,4232164,null,null,null,45
848774,87979,760795,null,null,null,46
6546914,769676,5777238,null,null,null,47
27386023,2887839,24498184,null,null,null,48
3024767,307523,2717244,null,null,null,49
618622,66662,551960,null,null,null,50
8199576,1135886,7063690,null,null,null,51
7184110,889451,6294659,null,null,null,53
1802572,174434,1628138,null,null,null,54
5706681,649980,5056701,null,null,null,55
576027,68168,507859,null,null,null,56
3384148,195827,3188321,null,null,null,72
4782529,645688,4136841,null,null,null,01
718419,96465,621954,null,null,null,02
6824645,1049325,5775320,null,null,null,04
2934272,327783,2606489,null,null,null,05
38763815,4951063,33812752,null,null,null,06
5447760,714392,4733368,null,null,null,08
3525154,425143,3100011,null,null,null,09
937935,113238,824697,null,null,null,10
670985,94105,576880,null,null,null,11
