B06007_001E,B06007_001M,B06007_002E,B06007_002M,B06007_003E,B06007_003M,B06007_004E,B06007_004M,B06007_005E,B06007_005M,B06007_006E,B06007_006M,B06007_007E,B06007_007M,B06007_008E,B06007_008M,B06007_009E,B06007_009M,B06007_010E,B06007_010M,B06007_011E,B06007_011M,B06007_012E,B06007_012M,B06007_013E,B06007_013M,B06007_014E,B06007_014M,B06007_015E,B06007_015M,B06007_016E,B06007_016M,B06007_017E,B06007_017M,B06007_018E,B06007_018M,B06007_019E,B06007_019M,B06007_020E,B06007_020M,B06007_021E,B06007_021M,B06007_022E,B06007_022M,B06007_023E,B06007_023M,B06007_024E,B06007_024M,B06007_025E,B06007_025M,B06007_026E,B06007_026M,B06007_027E,B06007_027M,B06007_028E,B06007_028M,B06007_029E,B06007_029M,B06007_030E,B06007_030M,B06007_031E,B06007_031M,B06007_032E,B06007_032M,B06007_033E,B06007_033M,B06007_034E,B06007_034M,B06007_035E,B06007_035M,B06007_036E,B06007_036M,B06007_037E,B06007_037M,B06007_038E,B06007_038M,B06007_039E,B06007_039M,B06007_040E,B06007_040M,B06007_001M,B06007_001EA,B06007_001MA,B06007_002M,B06007_002EA,B06007_002MA,B06007_003M,B06007_003EA,B06007_003MA,B06007_004M,B06007_004EA,B06007_004MA,B06007_005M,B06007_005EA,B06007_005MA,B06007_006M,B06007_006EA,B06007_006MA,B06007_007M,B06007_007EA,B06007_007MA,B06007_008M,B06007_008EA,B06007_008MA,B06007_009M,B06007_009EA,B06007_009MA,B06007_010M,B06007_010EA,B06007_010MA,B06007_011M,B06007_011EA,B06007_011MA,B06007_012M,B06007_012EA,B06007_012MA,B06007_013M,B06007_013EA,B06007_013MA,B06007_014M,B06007_014EA,B06007_014MA,B06007_015M,B06007_015EA,B06007_015MA,B06007_016M,B06007_016EA,B06007_016MA,B06007_017M,B06007_017EA,B06007_017MA,B06007_018M,B06007_018EA,B06007_018MA,B06007_019M,B06007_019EA,B06007_019MA,B06007_020M,B06007_020EA,B06007_020MA,B06007_021M,B06007_021EA,B06007_021MA,B06007_022M,B06007_022EA,B06007_022MA,B06007_023M,B06007_023EA,B06007_023MA,B06007_024M,B06007_024EA,B06007_024MA,B06007_025M,B06007_025EA,B06007_025MA,B06007_026M,B06007_026EA,B06007_026MA,B06007_027M,B06007_027EA,B06007_027MA,B06007_028M,B06007_028EA,B06007_028MA,B06007_029M,B06007_029EA,B06007_029MA,B06007_030M,B06007_030EA,B06007_030MA,B06007_031M,B06007_031EA,B06007_031MA,B06007_032M,B06007_032EA,B06007_032MA,B06007_033M,B06007_033EA,B06007_033MA,B06007_034M,B06007_034EA,B06007_034MA,B06007_035M,B06007_035EA,B06007_035MA,B06007_036M,B06007_036EA,B06007_036MA,B06007_037M,B06007_037EA,B06007_037MA,B06007_038M,B06007_038EA,B06007_038MA,B06007_039M,B06007_039EA,B06007_039MA,B06007_040M,B06007_040EA,B06007_040MA,state
8424299,1246,5751880,25322,1394128,15342,781152,16228,612976,14322,1278291,20502,832822,18506,445469,12926,4220478,21381,3616461,22491,396045,12091,348852,11416,47193,3851,207972,9850,187788,9181,20184,2578,1992439,24538,1761406,22768,136451,7427,121150,7372,15301,1785,94582,5307,85461,5137,9121,1448,208227,9297,57416,4570,135476,8099,76478,5727,58998,4715,15335,2606,12161,2391,3174,793,2003155,22125,316597,10287,726156,15306,234672,8331,491484,13668,960402,16178,547412,14487,412990,12525,1246,null,null,25322,null,null,15342,null,null,16228,null,null,14322,null,null,20502,null,null,18506,null,null,12926,null,null,21381,null,null,22491,null,null,12091,null,null,11416,null,null,3851,null,null,9850,null,null,9181,null,null,2578,null,null,24538,null,null,22768,null,null,7427,null,null,7372,null,null,1785,null,null,5307,null,null,5137,null,null,1448,null,null,9297,null,null,4570,null,null,8099,null,null,5727,null,null,4715,null,null,2606,null,null,2391,null,null,793,null,null,22125,null,null,10287,null,null,15306,null,null,8331,null,null,13668,null,null,16178,null,null,14487,null,null,12525,null,null,34
1955889,1342,1281601,14458,524299,12048,385944,11676,138355,8339,149989,7381,125977,6679,24012,2563,996176,13392,637318,14028,270317,8315,236372,8495,33945,3135,88541,4655,78960,4421,9581,1193,739087,13102,605450,12786,108929,6996,95292,6795,13637,2140,24708,4124,22304,3952,2404,764,23079,2805,16346,2476,6029,1497,4754,1269,1275,637,704,465,639,447,65,112,197547,8657,22487,3240,139024,7595,49526,4352,89498,6473,36036,3552,24074,2907,11962,2074,1342,null,null,14458,null,null,12048,null,null,11676,null,null,8339,null,null,7381,null,null,6679,null,null,2563,null,null,13392,null,null,14028,null,null,8315,null,null,8495,null,null,3135,null,null,4655,null,null,4421,null,null,1193,null,null,13102,null,null,12786,null,null,6996,null,null,6795,null,null,2140,null,null,4124,null,null,3952,null,null,764,null,null,2805,null,null,2476,null,null,1497,null,null,1269,null,null,637,null,null,465,null,null,447,null,null,112,null,null,8657,null,null,3240,null,null,7595,null,null,4352,null,null,6473,null,null,3552,null,null,2907,null,null,2074,null,null,35
18586270,2442,12816515,36234,2818030,19956,1549535,24564,1268495,22375,2951725,29960,1665212,23023,1286513,20629,11317800,37897,9547605,35708,1044346,18333,915985,18725,128361,7096,725849,17035,587903,15481,137946,8315,2280721,24008,2074551,24401,93292,5174,79811,4744,13481,2223,112878,6528,100608,6459,12270,1542,475528,12880,134529,6296,284568,11106,149763,7035,134805,7897,56431,4479,39655,3503,16776,2422,4512221,35624,1059830,22720,1395824,22894,403976,13558,991848,21591,2056567,22155,937046,16800,1119521,17622,2442,null,null,36234,null,null,19956,null,null,24564,null,null,22375,null,null,29960,null,null,23023,null,null,20629,null,null,37897,null,null,35708,null,null,18333,null,null,18725,null,null,7096,null,null,17035,null,null,15481,null,null,8315,null,null,24008,null,null,24401,null,null,5174,null,null,4744,null,null,2223,null,null,6528,null,null,6459,null,null,1542,null,null,12880,null,null,6296,null,null,11106,null,null,7035,null,null,7897,null,null,4479,null,null,3503,null,null,2422,null,null,35624,null,null,22720,null,null,22894,null,null,13558,null,null,21591,null,null,22155,null,null,16800,null,null,17622,null,null,36
9552195,4096,8449589,16092,710183,10806,407769,10682,302414,8417,392423,11632,262457,9848,129966,8884,5256744,33934,5007975,32136,195322,7174,165704,7730,29618,3212,53447,4961,46663,4720,6784,1244,3402263,31385,3229888,29909,115982,7374,101422,6535,14560,2015,56393,3710,50336,3513,6057,1413,110782,6034,71945,4768,30751,3986,18310,2807,12441,2463,8086,1680,7219,1594,867,478,782406,14041,139781,7361,368128,8120,122333,7012,245795,7641,274497,10183,158239,7483,116258,8818,4096,null,null,16092,null,null,10806,null,null,10682,null,null,8417,null,null,11632,null,null,9848,null,null,8884,null,null,33934,null,null,32136,null,null,7174,null,null,7730,null,null,3212,null,null,4961,null,null,4720,null,null,1244,null,null,31385,null,null,29909,null,null,7374,null,null,6535,null,null,2015,null,null,3710,null,null,3513,null,null,1413,null,null,6034,null,null,4768,null,null,3986,null,null,2807,null,null,2463,null,null,1680,null,null,1594,null,null,478,null,null,14041,null,null,7361,null,null,8120,null,null,7012,null,null,7641,null,null,10183,null,null,7483,null,null,8818,null,null,37
703055,1333,666166,3794,12986,2227,8938,1557,4048,1266,23903,2781,15210,2210,8693,1834,427226,7064,418340,7357,1878,499,1448,468,430,320,7008,1223,5442,1091,1566,549,244872,7122,234964,6972,6303,1566,5044,1330,1259,528,3605,1403,2510,801,1095,1035,6598,1843,4749,1258,1612,1302,609,700,1003,689,237,264,237,264,0,155,24359,2460,8113,1723,3193,1213,1837,720,1356,904,13053,2050,7021,1442,6032,1635,1333,null,null,3794,null,null,2227,null,null,1557,null,null,1266,null,null,2781,null,null,2210,null,null,1834,null,null,7064,null,null,7357,null,null,499,null,null,468,null,null,320,null,null,1223,null,null,1091,null,null,549,null,null,7122,null,null,6972,null,null,1566,null,null,1330,null,null,528,null,null,1403,null,null,801,null,null,1035,null,null,1843,null,null,1258,null,null,1302,null,null,700,null,null,689,null,null,264,null,null,264,null,null,155,null,null,2460,null,null,1723,null,null,1213,null,null,720,null,null,904,null,null,2050,null,null,1442,null,null,1635,null,null,38
10921628,2813,10160377,15980,237761,7854,150103,6372,87658,5590,523490,14801,342044,11834,181446,9043,8082225,28859,7842385,27677,85092,5078,69938,4749,15154,1886,154748,8525,123236,7782,31512,3830,2239957,25961,2151597,23623,44211,3725,36215,3263,7996,1441,44149,4155,37847,3846,6302,1438,91288,6480,49932,4139,33928,3604,16592,2205,17336,2509,7428,1419,5412,1182,2016,689,508158,13439,116463,6823,74530,5348,27358,2822,47172,4315,317165,11339,175549,7588,141616,8592,2813,null,null,15980,null,null,7854,null,null,6372,null,null,5590,null,null,14801,null,null,11834,null,null,9043,null,null,28859,null,null,27677,null,null,5078,null,null,4749,null,null,1886,null,null,8525,null,null,7782,null,null,3830,null,null,25961,null,null,23623,null,null,3725,null,null,3263,null,null,1441,null,null,4155,null,null,3846,null,null,1438,null,null,6480,null,null,4139,null,null,3604,null,null,2205,null,null,2509,null,null,1419,null,null,1182,null,null,689,null,null,13439,null,null,6823,null,null,5348,null,null,2822,null,null,4315,null,null,11339,null,null,7588,null,null,8592,null,null,39
3659465,1583,3284055,8177,255401,6714,151724,6243,103677,4750,120009,5671,78132,5340,41877,3384,2174180,16989,2072842,16811,71070,4417,60817,3941,10253,2208,30268,2354,25414,2418,4854,1140,1225291,16970,1152892,16447,57778,4366,49037,4069,8741,1473,14621,1884,12253,1810,2368,714,33245,2877,25352,2431,5821,1118,3749,984,2072,713,2072,659,1400,530,672,406,226749,5780,32969,2730,120732,4566,38121,2897,82611,4013,73048,4420,39065,3845,33983,2778,1583,null,null,8177,null,null,6714,null,null,6243,null,null,4750,null,null,5671,null,null,5340,null,null,3384,null,null,16989,null,null,16811,null,null,4417,null,null,3941,null,null,2208,null,null,2354,null,null,2418,null,null,1140,null,null,16970,null,null,16447,null,null,4366,null,null,4069,null,null,1473,null,null,1884,null,null,1810,null,null,714,null,null,2877,null,null,2431,null,null,1118,null,null,984,null,null,713,null,null,659,null,null,530,null,null,406,null,null,5780,null,null,2730,null,null,4566,null,null,2897,null,null,4013,null,null,4420,null,null,3845,null,null,2778,null,null,40
3858883,2004,3272134,14207,346264,10154,210080,8936,136184,6835,240485,10738,150655,8137,89830,5940,1689888,18778,1536931,18955,114647,7868,94778,7534,19869,3510,38310,3790,32364,3551,5946,1483,1734008,17779,1633653,17238,69003,5574,60716,5290,8287,1557,31352,3404,28496,3180,2856,896,43688,3616,31149,2518,5913,1841,4268,1564,1645,757,6626,1891,5304,1603,1322,742,391299,10677,70401,4472,156701,6449,50318,4468,106383,5423,164197,8445,84491,5494,79706,5842,2004,null,null,14207,null,null,10154,null,null,8936,null,null,6835,null,null,10738,null,null,8137,null,null,5940,null,null,18778,null,null,18955,null,null,7868,null,null,7534,null,null,3510,null,null,3790,null,null,3551,null,null,1483,null,null,17779,null,null,17238,null,null,5574,null,null,5290,null,null,1557,null,null,3404,null,null,3180,null,null,896,null,null,3616,null,null,2518,null,null,1841,null,null,1564,null,null,757,null,null,1891,null,null,1603,null,null,742,null,null,10677,null,null,4472,null,null,6449,null,null,4468,null,null,5423,null,null,8445,null,null,5494,null,null,5842,null,null,41
12074484,2168,10711759,23898,597570,11986,365616,11254,231954,9777,765155,19816,472618,15881,292537,12055,8617929,30605,8258207,32334,161216,9579,137947,9148,23269,2776,198506,9565,158143,8674,40363,3634,2369527,29402,2189208,28192,112189,5843,98052,5396,14137,2498,68130,4823,59105,4449,9025,1418,225246,9312,69686,4650,142239,7616,68965,6012,73274,5148,13321,2263,10441,2098,2880,811,861782,19043,194658,9185,181926,9438,60652,4366,121274,7848,485198,13757,244929,8569,240269,11111,2168,null,null,23898,null,null,11986,null,null,11254,null,null,9777,null,null,19816,null,null,15881,null,null,12055,null,null,30605,null,null,32334,null,null,9579,null,null,9148,null,null,2776,null,null,9565,null,null,8674,null,null,3634,null,null,29402,null,null,28192,null,null,5843,null,null,5396,null,null,2498,null,null,4823,null,null,4449,null,null,1418,null,null,9312,null,null,4650,null,null,7616,null,null,6012,null,null,5148,null,null,2263,null,null,2098,null,null,811,null,null,19043,null,null,9185,null,null,9438,null,null,4366,null,null,7848,null,null,13757,null,null,8569,null,null,11111,null,null,42
1002282,807,774234,8645,120077,3667,71537,4684,48540,3443,107971,7014,72213,5218,35758,4160,549473,8225,491561,9298,29919,3512,26446,3556,3473,1203,27993,3167,25130,2939,2863,913,283729,7476,251752,6193,21962,3135,19262,3111,2700,997,10015,1647,8674,1497,1341,616,22411,3342,5884,1423,14521,2582,8390,1915,6131,1553,2006,945,1608,924,398,261,146669,6984,25037,2873,53675,3696,17439,2767,36236,3151,67957,5241,36801,3719,31156,4021,807,null,null,8645,null,null,3667,null,null,4684,null,null,3443,null,null,7014,null,null,5218,null,null,4160,null,null,8225,null,null,9298,null,null,3512,null,null,3556,null,null,1203,null,null,3167,null,null,2939,null,null,913,null,null,7476,null,null,6193,null,null,3135,null,null,3111,null,null,997,null,null,1647,null,null,1497,null,null,616,null,null,3342,null,null,1423,null,null,2582,null,null,1915,null,null,1553,null,null,945,null,null,924,null,null,261,null,null,6984,null,null,2873,null,null,3696,null,null,2767,null,null,3151,null,null,5241,null,null,3719,null,null,4021,null,null,44
4671107,2461,4352744,10362,203653,6925,114558,5172,89095,6233,114710,6871,79931,5974,34779,3760,2587164,21615,2527111,21155,47149,4020,38414,3759,8735,1793,12904,1790,11390,1830,1514,646,1798806,23416,1729845,22477,43355,4252,35272,3385,8083,2040,25606,3770,23149,3724,2457,760,49339,3856,37879,3497,8989,1793,5842,1310,3147,1063,2471,775,2449,774,22,36,235798,8972,57909,4233,104160,6262,35030,4045,69130,5290,73729,5345,42943,3710,30786,3721,2461,null,null,10362,null,null,6925,null,null,5172,null,null,6233,null,null,6871,null,null,5974,null,null,3760,null,null,21615,null,null,21155,null,null,4020,null,null,3759,null,null,1793,null,null,1790,null,null,1830,null,null,646,null,null,23416,null,null,22477,null,null,4252,null,null,3385,null,null,2040,null,null,3770,null,null,3724,null,null,760,null,null,3856,null,null,3497,null,null,1793,null,null,1310,null,null,1063,null,null,775,null,null,774,null,null,36,null,null,8972,null,null,4233,null,null,6262,null,null,4045,null,null,5290,null,null,5345,null,null,3710,null,null,3721,null,null,45
804562,1176,752497,4421,16582,1623,10013,1541,6569,1045,35483,3949,23808,2770,11675,2235,505273,7164,485607,7111,4354,1115,3492,1085,862,395,15312,2171,13207,1963,2105,797,262640,7067,254597,7037,4783,903,4302,881,481,263,3260,801,3166,801,94,90,6487,1586,5113,1453,913,586,501,344,412,403,461,620,101,94,360,570,30162,2402,7180,1597,6532,1070,1718,703,4814,954,16450,2434,7334,1353,9116,2040,1176,null,null,4421,null,null,1623,null,null,1541,null,null,1045,null,null,3949,null,null,2770,null,null,2235,null,null,7164,null,null,7111,null,null,1115,null,null,1085,null,null,395,null,null,2171,null,null,1963,null,null,797,null,null,7067,null,null,7037,null,null,903,null,null,881,null,null,263,null,null,801,null,null,801,null,null,90,null,null,1586,null,null,1453,null,null,586,null,null,344,null,null,403,null,null,620,null,null,94,null,null,570,null,null,2402,null,null,1597,null,null,1070,null,null,703,null,null,954,null,null,2434,null,null,1353,null,null,2040,null,null,46
6247026,3349,5809996,14161,261214,8343,147459,6616,113755,6704,175816,8519,111377,7031,64439,5188,3710979,22677,3621633,23169,65920,5669,52902,5029,13018,2495,23426,3597,20554,3273,2872,1052,2169411,22290,2088760,21844,56426,4882,48706,4628,7720,1566,24225,3009,21582,3004,2643,1183,50120,4039,35535,3248,8896,1981,5766,1700,3130,1068,5689,1542,4568,1308,1121,755,316516,10521,64068,4787,129972,6340,40085,4550,89887,5529,122476,6747,64673,4685,57803,4966,3349,null,null,14161,null,null,8343,null,null,6616,null,null,6704,null,null,8519,null,null,7031,null,null,5188,null,null,22677,null,null,23169,null,null,5669,null,null,5029,null,null,2495,null,null,3597,null,null,3273,null,null,1052,null,null,22290,null,null,21844,null,null,4882,null,null,4628,null,null,1566,null,null,3009,null,null,3004,null,null,1183,null,null,4039,null,null,3248,null,null,1981,null,null,1700,null,null,1068,null,null,1542,null,null,1308,null,null,755,null,null,10521,null,null,4787,null,null,6340,null,null,4550,null,null,5529,null,null,6747,null,null,4685,null,null,4966,null,null,47
25855685,5763,16638877,44046,7657875,38306,4568144,41294,3089731,41896,1558933,25388,1024422,24303,534511,17013,14796146,46661,10732942,46503,3857844,34759,3117768,35250,740076,22208,205360,10045,181080,9682,24280,2521,5971823,39701,5255282,35687,576888,17175,470720,15287,106168,6367,139653,8388,125350,8028,14303,2390,396377,14597,203437,8875,154361,9958,98797,7580,55564,5387,38579,5590,30723,4745,7856,1749,4691339,40356,447216,14348,3068782,35668,880859,22210,2187923,34651,1175341,19881,687269,18523,488072,16034,5763,null,null,44046,null,null,38306,null,null,41294,null,null,41896,null,null,25388,null,null,24303,null,null,17013,null,null,46661,null,null,46503,null,null,34759,null,null,35250,null,null,22208,null,null,10045,null,null,9682,null,null,2521,null,null,39701,null,null,35687,null,null,17175,null,null,15287,null,null,6367,null,null,8388,null,null,8028,null,null,2390,null,null,14597,null,null,8875,null,null,9958,null,null,7580,null,null,5387,null,null,5590,null,null,4745,null,null,1749,null,null,40356,null,null,14348,null,null,35668,null,null,22210,null,null,34651,null,null,19881,null,null,18523,null,null,16034,null,null,48
2797795,1649,2370313,11421,290800,9591,189001,8459,101799,7587,136682,6264,100409,5495,36273,4076,1667952,17338,1543214,17609,87708,6346,76887,6331,10821,2152,37030,3391,33204,3335,3826,1258,849440,16795,764431,15536,62924,5687,56659,5592,6265,1678,22085,2803,20084,2500,2001,704,29823,3715,21312,2835,5012,1853,3225,1177,1787,885,3499,1215,3355,1163,144,198,250580,9787,41356,3413,135156,7448,52230,5531,82926,6878,74068,4707,43766,3523,30302,3665,1649,null,null,11421,null,null,9591,null,null,8459,null,null,7587,null,null,6264,null,null,5495,null,null,4076,null,null,17338,null,null,17609,null,null,6346,null,null,6331,null,null,2152,null,null,3391,null,null,3335,null,null,1258,null,null,16795,null,null,15536,null,null,5687,null,null,5592,null,null,1678,null,null,2803,null,null,2500,null,null,704,null,null,3715,null,null,2835,null,null,1853,null,null,1177,null,null,885,null,null,1215,null,null,1163,null,null,198,null,null,9787,null,null,3413,null,null,7448,null,null,5531,null,null,6878,null,null,4707,null,null,3523,null,null,3665,null,null,49
594130,783,561274,3474,5640,1185,4668,1093,972,426,27216,2917,20622,2535,6594,1389,287767,6680,281596,6663,1273,632,995,578,278,225,4898,895,4461,874,437,297,272287,6926,264040,7029,1781,660,1754,664,27,32,6466,1199,6072,1190,394,242,6068,1038,4419,907,937,488,849,476,88,105,712,359,712,359,0,151,28008,2164,11219,1412,1649,563,1070,406,579,326,15140,1949,9377,1435,5763,1270,783,null,null,3474,null,null,1185,null,null,1093,null,null,426,null,null,2917,null,null,2535,null,null,1389,null,null,6680,null,null,6663,null,null,632,null,null,578,null,null,225,null,null,895,null,null,874,null,null,297,null,null,6926,null,null,7029,null,null,660,null,null,664,null,null,32,null,null,1199,null,null,1190,null,null,242,null,null,1038,null,null,907,null,null,488,null,null,476,null,null,105,null,null,359,null,null,359,null,null,151,null,null,2164,null,null,1412,null,null,563,null,null,406,null,null,326,null,null,1949,null,null,1435,null,null,1270,null,null,50
7908026,3269,6624859,18745,565699,11203,328588,9499,237111,9041,717468,15292,478240,13777,239228,7829,3732133,26710,3526042,25638,122557,6329,106132,6497,16425,2423,83534,5700,73632,5354,9902,1733,2989333,25550,2824590,26617,91738,5792,81680,5434,10058,1560,73005,4262,64857,4214,8148,1370,163933,7661,108466,6450,37101,3637,26718,2977,10383,1849,18366,2727,15918,2468,2448,1076,1022627,17291,165761,7727,314303,8825,114058,6051,200245,8843,542563,12796,323833,10896,218730,7563,3269,null,null,18745,null,null,11203,null,null,9499,null,null,9041,null,null,15292,null,null,13777,null,null,7829,null,null,26710,null,null,25638,null,null,6329,null,null,6497,null,null,2423,null,null,5700,null,null,5354,null,null,1733,null,null,25550,null,null,26617,null,null,5792,null,null,5434,null,null,1560,null,null,4262,null,null,4214,null,null,1370,null,null,7661,null,null,6450,null,null,3637,null,null,2977,null,null,1849,null,null,2727,null,null,2468,null,null,1076,null,null,17291,null,null,7727,null,null,8825,null,null,6051,null,null,8843,null,null,12796,null,null,10896,null,null,7563,null,null,51
6838056,1869,5519246,23086,578169,12699,337955,11332,240214,9794,740641,20659,454648,16046,285993,10765,3027424,27741,2746082,28661,175786,7399,149021,7740,26765,3809,105556,7352,89145,7208,16411,2540,2673378,29443,2494717,27480,108857,7116,91269,6854,17588,1863,69804,5377,61661,4834,8143,1737,124254,5369,91024,4877,10575,1796,7457,1438,3118,1092,22655,2463,17111,2125,5544,1225,1013000,20049,187423,8723,282951,9165,90208,5705,192743,7929,542626,16818,286731,11499,255895,10095,1869,null,null,23086,null,null,12699,null,null,11332,null,null,9794,null,null,20659,null,null,16046,null,null,10765,null,null,27741,null,null,28661,null,null,7399,null,null,7740,null,null,3809,null,null,7352,null,null,7208,null,null,2540,null,null,29443,null,null,27480,null,null,7116,null,null,6854,null,null,1863,null,null,5377,null,null,4834,null,null,1737,null,null,5369,null,null,4877,null,null,1796,null,null,1438,null,null,1092,null,null,2463,null,null,2125,null,null,1225,null,null,20049,null,null,8723,null,null,9165,null,null,5705,null,null,7929,null,null,16818,null,null,11499,null,null,10095,null,null,53
1729434,1659,1686034,3929,18186,2293,11516,1794,6670,1615,25214,3350,17929,2991,7285,1807,1177312,10813,1167649,11064,5050,1094,3425,846,1625,696,4613,1111,3467,968,1146,636,511332,10509,500166,10529,6459,1161,4692,1007,1767,726,4707,1092,4152,933,555,474,9258,1584,7241,1262,1475,913,924,643,551,413,542,466,456,446,86,144,31532,3081,10978,1778,5202,1137,2475,850,2727,895,15352,2471,9854,2182,5498,1664,1659,null,null,3929,null,null,2293,null,null,1794,null,null,1615,null,null,3350,null,null,2991,null,null,1807,null,null,10813,null,null,11064,null,null,1094,null,null,846,null,null,696,null,null,1111,null,null,968,null,null,636,null,null,10509,null,null,10529,null,null,1161,null,null,1007,null,null,726,null,null,1092,null,null,933,null,null,474,null,null,1584,null,null,1262,null,null,913,null,null,643,null,null,413,null,null,466,null,null,446,null,null,144,null,null,3081,null,null,1778,null,null,1137,null,null,850,null,null,895,null,null,2471,null,null,2182,null,null,1664,null,null,54
5444618,2085,4967315,12247,248412,7439,149974,6447,98438,4540,228891,8900,151967,8101,76924,5040,3826015,17722,3678983,18075,83456,4937,68576,4471,14880,2023,63576,3666,51510,3308,12066,1516,1280762,15497,1205528,15762,43744,3544,36245,3435,7499,1420,31490,2779,26200,2577,5290,900,51580,4516,25946,2435,20586,3103,10532,1899,10054,2192,5048,1334,4223,1240,825,415,286261,8183,56858,3478,100626,4661,34621,3284,66005,4030,128777,7109,70034,5484,58743,4561,2085,null,null,12247,null,null,7439,null,null,6447,null,null,4540,null,null,8900,null,null,8101,null,null,5040,null,null,17722,null,null,18075,null,null,4937,null,null,4471,null,null,2023,null,null,3666,null,null,3308,null,null,1516,null,null,15497,null,null,15762,null,null,3544,null,null,3435,null,null,1420,null,null,2779,null,null,2577,null,null,900,null,null,4516,null,null,2435,null,null,3103,null,null,1899,null,null,2192,null,null,1334,null,null,1240,null,null,415,null,null,8183,null,null,3478,null,null,4661,null,null,3284,null,null,4030,null,null,7109,null,null,5484,null,null,4561,null,null,55
547628,1292,505837,4374,27155,3511,19302,2913,7853,1773,14636,2350,11274,2100,3362,1219,219534,7048,207689,7262,7925,1870,7344,1818,581,343,3920,961,3761,948,159,149,305402,7201,290761,7419,10677,2493,9480,2377,1197,542,3964,1107,3419,1017,545,468,4022,1208,2535,833,548,547,328,291,220,368,939,706,749,677,190,293,18670,2559,4852,1184,8005,1933,2150,981,5855,1547,5813,1605,3345,1168,2468,918,1292,null,null,4374,null,null,3511,null,null,2913,null,null,1773,null,null,2350,null,null,2100,null,null,1219,null,null,7048,null,null,7262,null,null,1870,null,null,1818,null,null,343,null,null,961,null,null,948,null,null,149,null,null,7201,null,null,7419,null,null,2493,null,null,2377,null,null,542,null,null,1107,null,null,1017,null,null,468,null,null,1208,null,null,833,null,null,547,null,null,291,null,null,368,null,null,706,null,null,677,null,null,293,null,null,2559,null,null,1184,null,null,1933,null,null,981,null,null,1547,null,null,1605,null,null,1168,null,null,918,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
4576657,3241,4342451,8377,148602,5676,85627,5855,62975,3750,85604,5608,52490,4530,33114,3266,3128302,20365,3072863,19800,42534,3924,33247,3554,9287,1636,12905,2012,11085,1811,1820,781,1242752,18472,1200422,17647,29940,3823,25102,3522,4838,1726,12390,2054,10814,1951,1576,685,43355,4356,32034,3423,7729,2292,4304,1714,3425,1291,3592,1477,2506,981,1086,751,162248,5666,37132,4131,68399,3798,22974,2554,45425,3576,56717,3810,28085,2908,28632,3002,3241,null,null,8377,null,null,5676,null,null,5855,null,null,3750,null,null,5608,null,null,4530,null,null,3266,null,null,20365,null,null,19800,null,null,3924,null,null,3554,null,null,1636,null,null,2012,null,null,1811,null,null,781,null,null,18472,null,null,17647,null,null,3823,null,null,3522,null,null,1726,null,null,2054,null,null,1951,null,null,685,null,null,4356,null,null,3423,null,null,2292,null,null,1714,null,null,1291,null,null,1477,null,null,981,null,null,751,null,null,5666,null,null,4131,null,null,3798,null,null,2554,null,null,3576,null,null,3810,null,null,2908,null,null,3002,null,null,01
689399,797,575378,5869,25759,3411,17513,2303,8246,2528,88262,4620,59704,4218,28558,2499,259509,6503,218819,6315,3534,934,3179,926,355,257,37156,2961,29943,2649,7213,1178,354272,6706,333593,6596,10427,1765,9751,1797,676,406,10252,1921,9891,1862,361,247,18654,2305,11857,1766,2322,1509,1096,579,1226,1462,4475,1247,3687,1266,788,393,56964,4421,11109,1841,9476,2672,3487,1160,5989,2512,36379,3205,16183,2453,20196,2509,797,null,null,5869,null,null,3411,null,null,2303,null,null,2528,null,null,4620,null,null,4218,null,null,2499,null,null,6503,null,null,6315,null,null,934,null,null,926,null,null,257,null,null,2961,null,null,2649,null,null,1178,null,null,6706,null,null,6596,null,null,1765,null,null,1797,null,null,406,null,null,1921,null,null,1862,null,null,247,null,null,2305,null,null,1766,null,null,1509,null,null,579,null,null,1462,null,null,1247,null,null,1266,null,null,393,null,null,4421,null,null,1841,null,null,2672,null,null,1160,null,null,2512,null,null,3205,null,null,2453,null,null,2509,null,null,02
