B20001_001E,B20001_001M,B20001_002E,B20001_002M,B20001_003E,B20001_003M,B20001_004E,B20001_004M,B20001_005E,B20001_005M,B20001_006E,B20001_006M,B20001_007E,B20001_007M,B20001_008E,B20001_008M,B20001_009E,B20001_009M,B20001_010E,B20001_010M,B20001_011E,B20001_011M,B20001_012E,B20001_012M,B20001_013E,B20001_013M,B20001_014E,B20001_014M,B20001_015E,B20001_015M,B20001_016E,B20001_016M,B20001_017E,B20001_017M,B20001_018E,B20001_018M,B20001_019E,B20001_019M,B20001_020E,B20001_020M,B20001_021E,B20001_021M,B20001_022E,B20001_022M,B20001_023E,B20001_023M,B20001_024E,B20001_024M,B20001_025E,B20001_025M,B20001_026E,B20001_026M,B20001_027E,B20001_027M,B20001_028E,B20001_028M,B20001_029E,B20001_029M,B20001_030E,B20001_030M,B20001_031E,B20001_031M,B20001_032E,B20001_032M,B20001_033E,B20001_033M,B20001_034E,B20001_034M,B20001_035E,B20001_035M,B20001_036E,B20001_036M,B20001_037E,B20001_037M,B20001_038E,B20001_038M,B20001_039E,B20001_039M,B20001_040E,B20001_040M,B20001_041E,B20001_041M,B20001_042E,B20001_042M,B20001_043E,B20001_043M,B20001_001M,B20001_001EA,B20001_001MA,B20001_002M,B20001_002EA,B20001_002MA,B20001_003M,B20001_003EA,B20001_003MA,B20001_004M,B20001_004EA,B20001_004MA,B20001_005M,B20001_005EA,B20001_005MA,B20001_006M,B20001_006EA,B20001_006MA,B20001_007M,B20001_007EA,B20001_007MA,B20001_008M,B20001_008EA,B20001_008MA,B20001_009M,B20001_009EA,B20001_009MA,B20001_010M,B20001_010EA,B20001_010MA,B20001_011M,B20001_011EA,B20001_011MA,B20001_012M,B20001_012EA,B20001_012MA,B20001_013M,B20001_013EA,B20001_013MA,B20001_014M,B20001_014EA,B20001_014MA,B20001_015M,B20001_015EA,B20001_015MA,B20001_016M,B20001_016EA,B20001_016MA,B20001_017M,B20001_017EA,B20001_017MA,B20001_018M,B20001_018EA,B20001_018MA,B20001_019M,B20001_019EA,B20001_019MA,B20001_020M,B20001_020EA,B20001_020MA,B20001_021M,B20001_021EA,B20001_021MA,B20001_022M,B20001_022EA,B20001_022MA,B20001_023M,B20001_023EA,B20001_023MA,B20001_024M,B20001_024EA,B20001_024MA,B20001_025M,B20001_025EA,B20001_025MA,B20001_026M,B20001_026EA,B20001_026MA,B20001_027M,B20001_027EA,B20001_027MA,B20001_028M,B20001_028EA,B20001_028MA,B20001_029M,B20001_029EA,B20001_029MA,B20001_030M,B20001_030EA,B20001_030MA,B20001_031M,B20001_031EA,B20001_031MA,B20001_032M,B20001_032EA,B20001_032MA,B20001_033M,B20001_033EA,B20001_033MA,B20001_034M,B20001_034EA,B20001_034MA,B20001_035M,B20001_035EA,B20001_035MA,B20001_036M,B20001_036EA,B20001_036MA,B20001_037M,B20001_037EA,B20001_037MA,B20001_038M,B20001_038EA,B20001_038MA,B20001_039M,B20001_039EA,B20001_039MA,B20001_040M,B20001_040EA,B20001_040MA,B20001_041M,B20001_041EA,B20001_041MA,B20001_042M,B20001_042EA,B20001_042MA,B20001_043M,B20001_043EA,B20001_043MA,state
10124756,33429,5294640,23709,228392,8934,165813,8180,189060,8266,140121,8128,256158,9374,136242,7639,240870,9074,171984,9428,315369,10712,166615,9165,391511,12365,401173,12390,299534,10441,310757,10676,203649,8929,250219,9575,304829,10182,218616,8446,346468,10526,557260,11437,4830116,21613,262473,8748,206642,8252,230846,8539,179888,7331,326947,11630,174720,7422,284048,9598,189458,8730,310775,9649,166855,7382,371296,12412,373553,11109,284272,10517,288417,10628,194851,8647,201119,8022,226641,8191,156068,7071,200411,8232,200836,7281,33429,null,null,23709,null,null,8934,null,null,8180,null,null,8266,null,null,8128,null,null,9374,null,null,7639,null,null,9074,null,null,9428,null,null,10712,null,null,9165,null,null,12365,null,null,12390,null,null,10441,null,null,10676,null,null,8929,null,null,9575,null,null,10182,null,null,8446,null,null,10526,null,null,11437,null,null,21613,null,null,8748,null,null,8252,null,null,8539,null,null,7331,null,null,11630,null,null,7422,null,null,9598,null,null,8730,null,null,9649,null,null,7382,null,null,12412,null,null,11109,null,null,10517,null,null,10628,null,null,8647,null,null,8022,null,null,8191,null,null,7071,null,null,8232,null,null,7281,null,null,12
5253057,20693,2723958,12265,141404,7121,92996,5144,101611,6772,63581,4791,117524,6550,55834,5335,103807,6828,68833,4859,134664,7077,75220,5676,173421,8090,193058,7919,147436,6343,149598,7788,121039,6405,145848,7723,180545,7426,134840,6701,190702,8918,331997,10048,2529099,15746,188304,8256,126736,5416,126192,6363,88360,5100,157680,6777,87517,5885,126088,6859,80253,6124,140184,6527,79293,5091,177035,7494,176014,7381,140880,7161,131353,6646,103662,5768,112305,6137,146366,6543,97312,5697,121712,6774,121853,5283,20693,null,null,12265,null,null,7121,null,null,5144,null,null,6772,null,null,4791,null,null,6550,null,null,5335,null,null,6828,null,null,4859,null,null,7077,null,null,5676,null,null,8090,null,null,7919,null,null,6343,null,null,7788,null,null,6405,null,null,7723,null,null,7426,null,null,6701,null,null,8918,null,null,10048,null,null,15746,null,null,8256,null,null,5416,null,null,6363,null,null,5100,null,null,6777,null,null,5885,null,null,6859,null,null,6124,null,null,6527,null,null,5091,null,null,7494,null,null,7381,null,null,7161,null,null,6646,null,null,5768,null,null,6137,null,null,6543,null,null,5697,null,null,6774,null,null,5283,null,null,13
777868,7488,416262,4844,16241,2215,10557,1333,13714,2010,8079,1388,14683,1982,6679,1312,12761,1632,8585,1398,20235,1926,14654,1979,23595,2173,32936,3183,24753,3261,25445,2830,20714,2224,22558,2364,28496,2379,24211,2592,39550,2682,47816,2598,361606,5037,19305,2012,11280,1742,14866,2003,11087,1787,18903,2096,11249,1536,14590,1903,8579,1305,22414,2254,11870,1726,26877,2750,28588,2486,22762,2598,23727,2385,17392,2226,18391,1818,22049,2266,14226,1830,21978,1804,21473,2078,7488,null,null,4844,null,null,2215,null,null,1333,null,null,2010,null,null,1388,null,null,1982,null,null,1312,null,null,1632,null,null,1398,null,null,1926,null,null,1979,null,null,2173,null,null,3183,null,null,3261,null,null,2830,null,null,2224,null,null,2364,null,null,2379,null,null,2592,null,null,2682,null,null,2598,null,null,5037,null,null,2012,null,null,1742,null,null,2003,null,null,1787,null,null,2096,null,null,1536,null,null,1903,null,null,1305,null,null,2254,null,null,1726,null,null,2750,null,null,2486,null,null,2598,null,null,2385,null,null,2226,null,null,1818,null,null,2266,null,null,1830,null,null,1804,null,null,2078,null,null,15
866501,8413,473014,6266,30494,2916,20071,2337,20918,2430,12973,1969,20177,2222,7229,1474,18055,2507,13009,2197,21600,2403,14140,1971,31142,3168,32830,3051,28313,2989,26712,2908,21000,2877,25991,2723,32147,2871,22479,2332,33653,3393,40081,3429,393487,6164,36421,3108,25504,2656,23000,2338,15772,2209,29392,3017,14616,2295,23930,2710,16162,2150,24371,2627,13026,2207,29109,2937,26983,2829,20842,2519,18443,2669,14265,2176,11612,1637,16470,2398,11884,2197,13264,2154,8421,1396,8413,null,null,6266,null,null,2916,null,null,2337,null,null,2430,null,null,1969,null,null,2222,null,null,1474,null,null,2507,null,null,2197,null,null,2403,null,null,1971,null,null,3168,null,null,3051,null,null,2989,null,null,2908,null,null,2877,null,null,2723,null,null,2871,null,null,2332,null,null,3393,null,null,3429,null,null,6164,null,null,3108,null,null,2656,null,null,2338,null,null,2209,null,null,3017,null,null,2295,null,null,2710,null,null,2150,null,null,2627,null,null,2207,null,null,2937,null,null,2829,null,null,2519,null,null,2669,null,null,2176,null,null,1637,null,null,2398,null,null,2197,null,null,2154,null,null,1396,null,null,16
6842444,20188,3570767,13154,177110,5475,114711,5656,111868,5359,86093,4807,134559,5481,63656,3978,117149,5730,79517,5318,153264,5783,77325,4707,199574,7023,220313,7252,176112,6899,192298,8269,143213,5842,187971,7391,251707,7674,199235,6631,352469,8630,532623,9788,3271677,16485,215762,6528,154956,6447,158880,5682,113634,5715,185501,6604,92853,4601,158898,6437,98137,5383,181223,6232,92129,4431,215234,7020,228074,6510,173295,6289,180150,6710,131777,5264,143086,5387,192671,6631,143765,4733,206349,6992,205303,7004,20188,null,null,13154,null,null,5475,null,null,5656,null,null,5359,null,null,4807,null,null,5481,null,null,3978,null,null,5730,null,null,5318,null,null,5783,null,null,4707,null,null,7023,null,null,7252,null,null,6899,null,null,8269,null,null,5842,null,null,7391,null,null,7674,null,null,6631,null,null,8630,null,null,9788,null,null,16485,null,null,6528,null,null,6447,null,null,5682,null,null,5715,null,null,6604,null,null,4601,null,null,6437,null,null,5383,null,null,6232,null,null,4431,null,null,7020,null,null,6510,null,null,6289,null,null,6710,null,null,5264,null,null,5387,null,null,6631,null,null,4733,null,null,6992,null,null,7004,null,null,17
3508941,12618,1838380,9951,100571,4587,69204,4265,66170,3539,46843,3451,70751,4298,32546,2763,64622,4357,35288,3628,82644,4226,37186,3209,111692,5696,128597,5737,107395,4569,122904,5522,80709,4464,114625,5290,138319,5591,103753,5127,152299,5669,172262,6658,1670561,10215,130954,6089,90501,4845,89526,4150,65390,4256,111777,5926,52376,3820,89044,5088,51475,3430,98290,4849,55514,3810,129561,5235,131455,5485,101086,5499,96273,5205,64434,4155,64331,3902,85396,4733,51336,3970,61248,4809,50594,3518,12618,null,null,9951,null,null,4587,null,null,4265,null,null,3539,null,null,3451,null,null,4298,null,null,2763,null,null,4357,null,null,3628,null,null,4226,null,null,3209,null,null,5696,null,null,5737,null,null,4569,null,null,5522,null,null,4464,null,null,5290,null,null,5591,null,null,5127,null,null,5669,null,null,6658,null,null,10215,null,null,6089,null,null,4845,null,null,4150,null,null,4256,null,null,5926,null,null,3820,null,null,5088,null,null,3430,null,null,4849,null,null,3810,null,null,5235,null,null,5485,null,null,5499,null,null,5205,null,null,4155,null,null,3902,null,null,4733,null,null,3970,null,null,4809,null,null,3518,null,null,18
1785944,9047,942783,5967,56029,3449,39102,3089,41372,2821,20820,2400,34280,2659,14766,1666,28888,2218,17391,2255,36208,2757,17867,1734,51505,3207,67313,3776,60358,3811,65529,3605,44717,3303,56069,3259,74674,3452,51391,3402,74700,3846,89804,4039,843161,7250,68675,3292,45643,2758,44807,3626,28853,2283,53039,2937,25352,2383,39826,3278,24062,2463,44803,2713,27981,2156,61907,3370,65831,3779,54250,3222,46027,2830,38472,2764,39999,2924,47635,3027,30319,2775,31478,2533,24202,2241,9047,null,null,5967,null,null,3449,null,null,3089,null,null,2821,null,null,2400,null,null,2659,null,null,1666,null,null,2218,null,null,2255,null,null,2757,null,null,1734,null,null,3207,null,null,3776,null,null,3811,null,null,3605,null,null,3303,null,null,3259,null,null,3452,null,null,3402,null,null,3846,null,null,4039,null,null,7250,null,null,3292,null,null,2758,null,null,3626,null,null,2283,null,null,2937,null,null,2383,null,null,3278,null,null,2463,null,null,2713,null,null,2156,null,null,3370,null,null,3779,null,null,3222,null,null,2830,null,null,2764,null,null,2924,null,null,3027,null,null,2775,null,null,2533,null,null,2241,null,null,19
1597879,8994,846517,6460,49869,3640,34326,3036,32515,2461,19585,2175,33722,2878,15095,2048,25472,2315,16984,1944,41185,3810,21515,2234,48175,4049,58915,3714,47747,3306,53844,3589,40176,3195,47051,3373,58803,3257,46763,3402,65310,3285,89465,3619,751362,6363,62335,2985,39631,2803,42949,3062,27166,2500,49187,3517,24959,2564,33237,2745,24163,2437,38001,3206,26836,2848,52121,3372,54904,3492,50374,3038,44734,3208,34145,2808,30337,2634,40629,3395,22316,1704,27422,2435,25916,2147,8994,null,null,6460,null,null,3640,null,null,3036,null,null,2461,null,null,2175,null,null,2878,null,null,2048,null,null,2315,null,null,1944,null,null,3810,null,null,2234,null,null,4049,null,null,3714,null,null,3306,null,null,3589,null,null,3195,null,null,3373,null,null,3257,null,null,3402,null,null,3285,null,null,3619,null,null,6363,null,null,2985,null,null,2803,null,null,3062,null,null,2500,null,null,3517,null,null,2564,null,null,2745,null,null,2437,null,null,3206,null,null,2848,null,null,3372,null,null,3492,null,null,3038,null,null,3208,null,null,2808,null,null,2634,null,null,3395,null,null,1704,null,null,2435,null,null,2147,null,null,20
2196693,15016,1146061,10066,70050,3249,43563,2755,40171,2769,33336,2678,47018,3541,25254,2410,45050,3484,29120,3218,55137,3584,26353,2744,72143,3776,79611,3939,68514,5151,72598,3167,52700,4000,65784,4293,81179,4573,58426,4138,81356,4028,98698,4351,1050632,10356,81608,4051,56568,3246,60512,4149,48035,3076,68749,3685,32307,2733,54336,4041,32762,2952,65721,3853,32446,2817,74795,4473,79654,5185,58214,3767,57131,3373,44837,3275,43951,3616,56128,3788,32286,2390,37176,2879,33416,2775,15016,null,null,10066,null,null,3249,null,null,2755,null,null,2769,null,null,2678,null,null,3541,null,null,2410,null,null,3484,null,null,3218,null,null,3584,null,null,2744,null,null,3776,null,null,3939,null,null,5151,null,null,3167,null,null,4000,null,null,4293,null,null,4573,null,null,4138,null,null,4028,null,null,4351,null,null,10356,null,null,4051,null,null,3246,null,null,4149,null,null,3076,null,null,3685,null,null,2733,null,null,4041,null,null,2952,null,null,3853,null,null,2817,null,null,4473,null,null,5185,null,null,3767,null,null,3373,null,null,3275,null,null,3616,null,null,3788,null,null,2390,null,null,2879,null,null,2775,null,null,21
2256958,13696,1162857,9861,57084,4346,37620,3128,43505,3434,32083,3272,56964,5185,23537,2909,37789,3898,31076,3373,56777,4175,24183,2916,65529,4949,73368,5166,53759,3780,70894,4380,49512,3864,68360,4502,75136,5338,63633,4221,100163,5285,141885,6206,1094101,8787,76279,4906,52121,3684,60818,4039,51340,4326,79803,4854,41979,3908,66463,4423,41178,3676,63636,4845,34101,3080,82083,4668,77584,4993,66429,4132,59294,4148,45289,3490,42949,3301,51644,3583,33312,3609,37603,2527,30196,2933,13696,null,null,9861,null,null,4346,null,null,3128,null,null,3434,null,null,3272,null,null,5185,null,null,2909,null,null,3898,null,null,3373,null,null,4175,null,null,2916,null,null,4949,null,null,5166,null,null,3780,null,null,4380,null,null,3864,null,null,4502,null,null,5338,null,null,4221,null,null,5285,null,null,6206,null,null,8787,null,null,4906,null,null,3684,null,null,4039,null,null,4326,null,null,4854,null,null,3908,null,null,4423,null,null,3676,null,null,4845,null,null,3080,null,null,4668,null,null,4993,null,null,4132,null,null,4148,null,null,3490,null,null,3301,null,null,3583,null,null,3609,null,null,2527,null,null,2933,null,null,22
