B19101_001E,B19101_001M,B19101_002E,B19101_002M,B19101_003E,B19101_003M,B19101_004E,B19101_004M,B19101_005E,B19101_005M,B19101_006E,B19101_006M,B19101_007E,B19101_007M,B19101_008E,B19101_008M,B19101_009E,B19101_009M,B19101_010E,B19101_010M,B19101_011E,B19101_011M,B19101_012E,B19101_012M,B19101_013E,B19101_013M,B19101_014E,B19101_014M,B19101_015E,B19101_015M,B19101_016E,B19101_016M,B19101_017E,B19101_017M,B19101_001M,B19101_001EA,B19101_001MA,B19101_002M,B19101_002EA,B19101_002MA,B19101_003M,B19101_003EA,B19101_003MA,B19101_004M,B19101_004EA,B19101_004MA,B19101_005M,B19101_005EA,B19101_005MA,B19101_006M,B19101_006EA,B19101_006MA,B19101_007M,B19101_007EA,B19101_007MA,B19101_008M,B19101_008EA,B19101_008MA,B19101_009M,B19101_009EA,B19101_009MA,B19101_010M,B19101_010EA,B19101_010MA,B19101_011M,B19101_011EA,B19101_011MA,B19101_012M,B19101_012EA,B19101_012MA,B19101_013M,B19101_013EA,B19101_013MA,B19101_014M,B19101_014EA,B19101_014MA,B19101_015M,B19101_015EA,B19101_015MA,B19101_016M,B19101_016EA,B19101_016MA,B19101_017M,B19101_017EA,B19101_017MA,state
4864461,24241,211011,7089,142840,5404,179201,7948,236410,8178,231288,8864,242939,8706,243586,8870,248684,8524,215218,6946,421764,10352,541677,12049,665421,15964,438478,10822,268017,8223,270126,8535,307801,7878,24241,null,null,7089,null,null,5404,null,null,7948,null,null,8178,null,null,8864,null,null,8706,null,null,8870,null,null,8524,null,null,6946,null,null,10352,null,null,12049,null,null,15964,null,null,10822,null,null,8223,null,null,8535,null,null,7878,null,null,12
2479003,18252,123380,6727,75515,4492,91996,5176,113897,5746,103383,4678,116504,5712,103778,5766,113715,6092,98976,4505,198921,7515,273347,10528,345328,9635,241180,7715,146043,6138,159860,6893,173180,5997,18252,null,null,6727,null,null,4492,null,null,5176,null,null,5746,null,null,4678,null,null,5712,null,null,5766,null,null,6092,null,null,4505,null,null,7515,null,null,10528,null,null,9635,null,null,7715,null,null,6138,null,null,6893,null,null,5997,null,null,13
315505,5105,7961,1359,6353,1125,4860,1062,8033,1561,8312,1366,11058,1658,8794,1306,11551,1684,8886,1198,20236,2328,36459,2857,49534,3231,39326,2799,28742,2071,30886,2161,34514,2097,5105,null,null,1359,null,null,1125,null,null,1062,null,null,1561,null,null,1366,null,null,1658,null,null,1306,null,null,1684,null,null,1198,null,null,2328,null,null,2857,null,null,3231,null,null,2799,null,null,2071,null,null,2161,null,null,2097,null,null,15
411617,7286,16331,2038,10818,1895,13251,2249,15455,2128,16430,1935,20532,3077,20182,2359,18905,1921,22373,2199,38529,2791,54404,3734,61582,4085,40994,3519,22298,2070,22175,2287,17358,2308,7286,null,null,2038,null,null,1895,null,null,2249,null,null,2128,null,null,1935,null,null,3077,null,null,2359,null,null,1921,null,null,2199,null,null,2791,null,null,3734,null,null,4085,null,null,3519,null,null,2070,null,null,2287,null,null,2308,null,null,16
3100613,17145,124385,6212,72574,4611,93414,4779,110724,5017,104999,4609,117191,5179,124635,5381,122431,5003,110995,5117,221053,6379,307526,8304,451640,10857,359109,8427,228804,7047,265924,7390,285209,6949,17145,null,null,6212,null,null,4611,null,null,4779,null,null,5017,null,null,4609,null,null,5179,null,null,5381,null,null,5003,null,null,5117,null,null,6379,null,null,8304,null,null,10857,null,null,8427,null,null,7047,null,null,7390,null,null,6949,null,null,17
1645758,11176,62207,4567,43836,3268,46580,3679,66335,3580,65722,3702,77052,3643,79175,4951,76052,4850,70528,4587,146379,5221,207586,6901,261728,7072,171342,5975,97941,5167,94626,4400,78669,3771,11176,null,null,4567,null,null,3268,null,null,3679,null,null,3580,null,null,3702,null,null,3643,null,null,4951,null,null,4850,null,null,4587,null,null,5221,null,null,6901,null,null,7072,null,null,5975,null,null,5167,null,null,4400,null,null,3771,null,null,18
795043,8419,25747,1904,15049,1774,21579,2472,23437,2210,29325,2375,30108,2632,30881,2116,34656,2879,36490,2409,69578,3876,96160,3939,138665,4299,94551,4453,55687,3418,50100,2743,43030,2848,8419,null,null,1904,null,null,1774,null,null,2472,null,null,2210,null,null,2375,null,null,2632,null,null,2116,null,null,2879,null,null,2409,null,null,3876,null,null,3939,null,null,4299,null,null,4453,null,null,3418,null,null,2743,null,null,2848,null,null,19
716005,8245,21583,2003,17217,2131,18998,1797,24686,1901,28491,2671,31715,2468,29769,2412,32338,2544,29819,2352,60609,3341,86107,3888,112729,4451,83522,4417,48523,2992,45754,3056,44145,2338,8245,null,null,2003,null,null,2131,null,null,1797,null,null,1901,null,null,2671,null,null,2468,null,null,2412,null,null,2544,null,null,2352,null,null,3341,null,null,3888,null,null,4451,null,null,4417,null,null,2992,null,null,3056,null,null,2338,null,null,20
1121404,10897,67896,3702,44022,3787,49603,3449,52682,3843,54947,4107,55724,3475,53624,3839,51198,3754,46718,3219,91537,4651,125499,4489,158853,6381,103458,5507,60101,3412,53752,3140,51790,3587,10897,null,null,3702,null,null,3787,null,null,3449,null,null,3843,null,null,4107,null,null,3475,null,null,3839,null,null,3754,null,null,3219,null,null,4651,null,null,4489,null,null,6381,null,null,5507,null,null,3412,null,null,3140,null,null,3587,null,null,21
1097712,12285,69903,4385,47123,3879,59714,4825,54849,3997,50765,3766,53003,3402,49133,3447,50683,4241,46011,3552,83710,5032,110596,4908,136707,6076,99783,4546,63281,3971,65374,4832,57077,3504,12285,null,null,4385,null,null,3879,null,null,4825,null,null,3997,null,null,3766,null,null,3402,null,null,3447,null,null,4241,null,null,3552,null,null,5032,null,null,4908,null,null,6076,null,null,4546,null,null,3971,null,null,4832,null,null,3504,null,null,22
