B05009_001E,B05009_001M,B05009_002E,B05009_002M,B05009_003E,B05009_003M,B05009_004E,B05009_004M,B05009_005E,B05009_005M,B05009_006E,B05009_006M,B05009_007E,B05009_007M,B05009_008E,B05009_008M,B05009_009E,B05009_009M,B05009_010E,B05009_010M,B05009_011E,B05009_011M,B05009_012E,B05009_012M,B05009_013E,B05009_013M,B05009_014E,B05009_014M,B05009_015E,B05009_015M,B05009_016E,B05009_016M,B05009_017E,B05009_017M,B05009_018E,B05009_018M,B05009_019E,B05009_019M,B05009_020E,B05009_020M,B05009_021E,B05009_021M,B05009_022E,B05009_022M,B05009_023E,B05009_023M,B05009_024E,B05009_024M,B05009_025E,B05009_025M,B05009_026E,B05009_026M,B05009_027E,B05009_027M,B05009_028E,B05009_028M,B05009_029E,B05009_029M,B05009_030E,B05009_030M,B05009_031E,B05009_031M,B05009_032E,B05009_032M,B05009_033E,B05009_033M,B05009_034E,B05009_034M,B05009_035E,B05009_035M,B05009_036E,B05009_036M,B05009_037E,B05009_037M,B05009_001M,B05009_001EA,B05009_001MA,B05009_002M,B05009_002EA,B05009_002MA,B05009_003M,B05009_003EA,B05009_003MA,B05009_004M,B05009_004EA,B05009_004MA,B05009_005M,B05009_005EA,B05009_005MA,B05009_006M,B05009_006EA,B05009_006MA,B05009_007M,B05009_007EA,B05009_007MA,B05009_008M,B05009_008EA,B05009_008MA,B05009_009M,B05009_009EA,B05009_009MA,B05009_010M,B05009_010EA,B05009_010MA,B05009_011M,B05009_011EA,B05009_011MA,B05009_012M,B05009_012EA,B05009_012MA,B05009_013M,B05009_013EA,B05009_013MA,B05009_014M,B05009_014EA,B05009_014MA,B05009_015M,B05009_015EA,B05009_015MA,B05009_016M,B05009_016EA,B05009_016MA,B05009_017M,B05009_017EA,B05009_017MA,B05009_018M,B05009_018EA,B05009_018MA,B05009_019M,B05009_019EA,B05009_019MA,B05009_020M,B05009_020EA,B05009_020MA,B05009_021M,B05009_021EA,B05009_021MA,B05009_022M,B05009_022EA,B05009_022MA,B05009_023M,B05009_023EA,B05009_023MA,B05009_024M,B05009_024EA,B05009_024MA,B05009_025M,B05009_025EA,B05009_025MA,B05009_026M,B05009_026EA,B05009_026MA,B05009_027M,B05009_027EA,B05009_027MA,B05009_028M,B05009_028EA,B05009_028MA,B05009_029M,B05009_029EA,B05009_029MA,B05009_030M,B05009_030EA,B05009_030MA,B05009_031M,B05009_031EA,B05009_031MA,B05009_032M,B05009_032EA,B05009_032MA,B05009_033M,B05009_033EA,B05009_033MA,B05009_034M,B05009_034EA,B05009_034MA,B05009_035M,B05009_035EA,B05009_035MA,B05009_036M,B05009_036EA,B05009_036MA,B05009_037M,B05009_037EA,B05009_037MA,state
2162867,9329,679806,7408,428831,9928,421843,9755,6988,1651,325249,7707,65589,4726,59258,4456,6331,1669,37993,3764,37856,3751,137,178,250975,9290,248802,9323,2173,1018,220294,8455,30681,3853,28508,3982,2173,1018,1483061,10269,945611,16569,910709,16719,34902,3269,733291,15814,142335,6554,114288,6518,28047,2946,69985,6358,68007,6177,1978,929,537450,14192,527119,14184,10331,2414,469655,12967,67795,5769,58449,5163,9346,2276,9329,null,null,7408,null,null,9928,null,null,9755,null,null,1651,null,null,7707,null,null,4726,null,null,4456,null,null,1669,null,null,3764,null,null,3751,null,null,178,null,null,9290,null,null,9323,null,null,1018,null,null,8455,null,null,3853,null,null,3982,null,null,1018,null,null,10269,null,null,16569,null,null,16719,null,null,3269,null,null,15814,null,null,6554,null,null,6518,null,null,2946,null,null,6358,null,null,6177,null,null,929,null,null,14192,null,null,14184,null,null,2414,null,null,12967,null,null,5769,null,null,5163,null,null,2276,null,null,37
165967,2006,63452,1966,45848,2317,45411,2258,437,355,42035,2405,1463,733,1026,571,437,355,2350,1043,2350,1043,0,155,17604,2485,17481,2445,123,174,14682,1980,2922,1360,2799,1295,123,174,102515,2413,77062,3340,75901,3177,1161,593,73422,3241,1363,677,602,396,761,482,2277,967,1970,877,307,354,25453,3153,25048,3226,405,434,23599,3044,1854,1048,1461,1026,393,429,2006,null,null,1966,null,null,2317,null,null,2258,null,null,355,null,null,2405,null,null,733,null,null,571,null,null,355,null,null,1043,null,null,1043,null,null,155,null,null,2485,null,null,2445,null,null,174,null,null,1980,null,null,1360,null,null,1295,null,null,174,null,null,2413,null,null,3340,null,null,3177,null,null,593,null,null,3241,null,null,677,null,null,396,null,null,482,null,null,967,null,null,877,null,null,354,null,null,3153,null,null,3226,null,null,434,null,null,3044,null,null,1048,null,null,1026,null,null,429,null,null,38
2460203,8796,788963,7158,483003,9015,478425,8897,4578,1125,425462,8387,35899,3565,31758,3445,4141,981,21642,3120,21593,3121,49,81,305960,9033,303817,9149,2143,1332,292614,9011,13346,2438,11389,2399,1957,1339,1671240,9809,1061291,16179,1037904,16054,23387,3312,960348,16086,58311,5833,42723,5030,15588,2863,42632,4280,41281,4305,1351,605,609949,15307,604148,15160,5801,1402,582686,14887,27263,4411,23237,4192,4026,1205,8796,null,null,7158,null,null,9015,null,null,8897,null,null,1125,null,null,8387,null,null,3565,null,null,3445,null,null,981,null,null,3120,null,null,3121,null,null,81,null,null,9033,null,null,9149,null,null,1332,null,null,9011,null,null,2438,null,null,2399,null,null,1339,null,null,9809,null,null,16179,null,null,16054,null,null,3312,null,null,16086,null,null,5833,null,null,5030,null,null,2863,null,null,4280,null,null,4305,null,null,605,null,null,15307,null,null,15160,null,null,1402,null,null,14887,null,null,4411,null,null,4192,null,null,1205,null,null,39
897072,5153,300300,3439,192484,4878,190499,4950,1985,806,159203,4815,20283,2429,18470,2325,1813,763,12998,2377,12863,2376,135,177,107816,5124,107648,5128,168,168,99511,4833,8305,1754,8137,1724,168,168,596772,4313,387589,7689,378083,7550,9506,1496,326125,7197,42425,4078,34945,3870,7480,1320,19039,2900,18462,2836,577,350,209183,6599,207769,6556,1414,539,189184,6678,19999,3628,18854,3519,1145,544,5153,null,null,3439,null,null,4878,null,null,4950,null,null,806,null,null,4815,null,null,2429,null,null,2325,null,null,763,null,null,2377,null,null,2376,null,null,177,null,null,5124,null,null,5128,null,null,168,null,null,4833,null,null,1754,null,null,1724,null,null,168,null,null,4313,null,null,7689,null,null,7550,null,null,1496,null,null,7197,null,null,4078,null,null,3870,null,null,1320,null,null,2900,null,null,2836,null,null,350,null,null,6599,null,null,6556,null,null,539,null,null,6678,null,null,3628,null,null,3519,null,null,544,null,null,40
823483,4419,271088,4283,191492,5790,188718,5528,2774,1293,142341,5265,29450,3891,27105,3706,2345,1247,19701,2981,19581,2972,120,129,79596,5614,78731,5550,865,657,66772,4907,12824,3070,12112,2967,712,617,552395,5155,380219,8905,369017,9333,11202,2459,284944,8216,64246,5758,55207,5424,9039,2273,31029,3623,30312,3481,717,528,172176,8868,168393,8982,3783,1259,141091,8169,31085,4945,27835,4773,3250,1155,4419,null,null,4283,null,null,5790,null,null,5528,null,null,1293,null,null,5265,null,null,3891,null,null,3706,null,null,1247,null,null,2981,null,null,2972,null,null,129,null,null,5614,null,null,5550,null,null,657,null,null,4907,null,null,3070,null,null,2967,null,null,617,null,null,5155,null,null,8905,null,null,9333,null,null,2459,null,null,8216,null,null,5758,null,null,5424,null,null,2273,null,null,3623,null,null,3481,null,null,528,null,null,8868,null,null,8982,null,null,1259,null,null,8169,null,null,4945,null,null,4773,null,null,1155,null,null,41
2545892,6338,823752,7188,525176,8187,515675,8287,9501,1948,437519,8561,58261,5336,49296,4686,8965,1966,29396,3109,29229,3105,167,166,298576,9338,296043,9072,2533,1082,273690,9162,24886,3810,22394,3622,2492,1062,1722140,8259,1126629,14859,1087774,14760,38855,4145,960013,14294,113099,6176,82711,5115,30388,3785,53517,4363,51651,4329,1866,730,595511,13674,580531,13851,14980,2696,545950,13566,49561,4654,37537,4108,12024,2286,6338,null,null,7188,null,null,8187,null,null,8287,null,null,1948,null,null,8561,null,null,5336,null,null,4686,null,null,1966,null,null,3109,null,null,3105,null,null,166,null,null,9338,null,null,9072,null,null,1082,null,null,9162,null,null,3810,null,null,3622,null,null,1062,null,null,8259,null,null,14859,null,null,14760,null,null,4145,null,null,14294,null,null,6176,null,null,5115,null,null,3785,null,null,4363,null,null,4329,null,null,730,null,null,13674,null,null,13851,null,null,2696,null,null,13566,null,null,4654,null,null,4108,null,null,2286,null,null,42
199874,2213,63854,2164,38224,2947,36695,2813,1529,955,25372,2102,8157,2021,7135,1756,1022,739,4695,1443,4243,1176,452,517,25630,2820,25209,2820,421,380,20882,3005,4748,1620,4327,1542,421,380,136020,2344,85297,4053,81081,4264,4216,1354,60659,3898,15000,1978,12445,1948,2555,968,9638,2148,8759,2136,879,878,50723,3758,48531,3755,2192,924,40464,3756,10259,2279,8308,2088,1951,928,2213,null,null,2164,null,null,2947,null,null,2813,null,null,955,null,null,2102,null,null,2021,null,null,1756,null,null,739,null,null,1443,null,null,1176,null,null,517,null,null,2820,null,null,2820,null,null,380,null,null,3005,null,null,1620,null,null,1542,null,null,380,null,null,2344,null,null,4053,null,null,4264,null,null,1354,null,null,3898,null,null,1978,null,null,1948,null,null,968,null,null,2148,null,null,2136,null,null,878,null,null,3758,null,null,3755,null,null,924,null,null,3756,null,null,2279,null,null,2088,null,null,928,null,null,44
1025117,5985,329263,6503,193419,6133,190657,6169,2762,1201,162998,5248,17247,2594,14762,2412,2485,1207,13174,2189,13174,2189,0,207,135844,6570,135671,6598,173,286,128562,6462,7282,2275,7109,2288,173,286,695854,8030,414013,10773,402711,10721,11302,2570,357424,9554,34196,4669,25082,3696,9114,2488,22393,3183,21953,3159,440,287,281841,9266,280043,9350,1798,880,265639,8837,16202,3470,14688,3385,1514,824,5985,null,null,6503,null,null,6133,null,null,6169,null,null,1201,null,null,5248,null,null,2594,null,null,2412,null,null,1207,null,null,2189,null,null,2189,null,null,207,null,null,6570,null,null,6598,null,null,286,null,null,6462,null,null,2275,null,null,2288,null,null,286,null,null,8030,null,null,10773,null,null,10721,null,null,2570,null,null,9554,null,null,4669,null,null,3696,null,null,2488,null,null,3183,null,null,3159,null,null,287,null,null,9266,null,null,9350,null,null,880,null,null,8837,null,null,3470,null,null,3385,null,null,824,null,null,45
201932,2629,70565,2140,49796,2152,49257,2152,539,433,46016,2234,2465,716,1950,567,515,431,1315,582,1291,578,24,38,20769,1718,20637,1757,132,219,19074,1708,1695,820,1563,821,132,219,131367,3081,89653,3523,87743,3466,1910,677,83536,3468,3730,1120,2167,873,1563,647,2387,783,2341,772,46,73,41714,3730,40499,3649,1215,740,39298,3518,2416,1100,1503,705,913,756,2629,null,null,2140,null,null,2152,null,null,2152,null,null,433,null,null,2234,null,null,716,null,null,567,null,null,431,null,null,582,null,null,578,null,null,38,null,null,1718,null,null,1757,null,null,219,null,null,1708,null,null,820,null,null,821,null,null,219,null,null,3081,null,null,3523,null,null,3466,null,null,677,null,null,3468,null,null,1120,null,null,873,null,null,647,null,null,783,null,null,772,null,null,73,null,null,3730,null,null,3649,null,null,740,null,null,3518,null,null,1100,null,null,705,null,null,756,null,null,46
1408182,7040,461016,6459,288567,7722,285050,7667,3517,1060,244631,7218,27516,3604,24549,3478,2967,955,16420,2567,16270,2557,150,247,172449,7442,171477,7328,972,703,159218,6902,13231,2867,12259,2770,972,703,947166,7794,600432,11975,582485,12036,17947,3056,514174,10871,58881,5582,45906,5241,12975,2907,27377,3421,26018,3359,1359,487,346734,11008,340915,10673,5819,1654,318590,10300,28144,3929,22761,3714,5383,1624,7040,null,null,6459,null,null,7722,null,null,7667,null,null,1060,null,null,7218,null,null,3604,null,null,3478,null,null,955,null,null,2567,null,null,2557,null,null,247,null,null,7442,null,null,7328,null,null,703,null,null,6902,null,null,2867,null,null,2770,null,null,703,null,null,7794,null,null,11975,null,null,12036,null,null,3056,null,null,10871,null,null,5582,null,null,5241,null,null,2907,null,null,3421,null,null,3359,null,null,487,null,null,11008,null,null,10673,null,null,1654,null,null,10300,null,null,3929,null,null,3714,null,null,1624,null,null,47
6948492,15887,2313331,13565,1470848,21330,1436452,21095,34396,4057,892030,16195,355245,13571,323983,13582,31262,3760,223573,9197,221048,8831,2525,1424,842483,20937,827124,20693,15359,3281,654582,18537,187901,9509,173525,9123,14376,2959,4635161,18123,3013931,31705,2840989,32511,172942,8467,1794282,26857,816235,19279,665014,17849,151221,7498,403414,14738,388108,14424,15306,2922,1621230,27992,1560259,28019,60971,6286,1195213,24742,426017,16767,368871,16551,57146,5973,15887,null,null,13565,null,null,21330,null,null,21095,null,null,4057,null,null,16195,null,null,13571,null,null,13582,null,null,3760,null,null,9197,null,null,8831,null,null,1424,null,null,20937,null,null,20693,null,null,3281,null,null,18537,null,null,9509,null,null,9123,null,null,2959,null,null,18123,null,null,31705,null,null,32511,null,null,8467,null,null,26857,null,null,19279,null,null,17849,null,null,7498,null,null,14738,null,null,14424,null,null,2922,null,null,27992,null,null,28019,null,null,6286,null,null,24742,null,null,16767,null,null,16551,null,null,5973,null,null,48
889419,4098,297149,3777,245358,5111,243726,5105,1632,521,206743,5124,17903,2254,16593,2174,1310,468,20712,3206,20502,3134,210,203,51791,4236,51159,4268,632,554,42638,3850,9153,2158,8521,2053,632,554,592270,4645,478144,7956,467878,8087,10266,2076,399670,7813,46806,4809,38373,4510,8433,1875,31668,4052,31280,4098,388,300,114126,7057,111597,6849,2529,1024,89038,5824,25088,3741,22773,3628,2315,1027,4098,null,null,3777,null,null,5111,null,null,5105,null,null,521,null,null,5124,null,null,2254,null,null,2174,null,null,468,null,null,3206,null,null,3134,null,null,203,null,null,4236,null,null,4268,null,null,554,null,null,3850,null,null,2158,null,null,2053,null,null,554,null,null,4645,null,null,7956,null,null,8087,null,null,2076,null,null,7813,null,null,4809,null,null,4510,null,null,1875,null,null,4052,null,null,4098,null,null,300,null,null,7057,null,null,6849,null,null,1024,null,null,5824,null,null,3741,null,null,3628,null,null,1027,null,null,49
112177,1764,35170,1103,23510,1536,23334,1505,176,209,20941,1484,1014,550,862,511,152,203,1555,500,1555,500,0,151,11660,1534,11597,1536,63,100,11021,1402,639,506,576,479,63,100,77007,1797,50173,2938,49037,2949,1136,731,44693,3092,2483,1123,1709,847,774,688,2997,848,2956,848,41,59,26834,2764,26188,2699,646,447,26362,2778,472,295,321,236,151,192,1764,null,null,1103,null,null,1536,null,null,1505,null,null,209,null,null,1484,null,null,550,null,null,511,null,null,203,null,null,500,null,null,500,null,null,151,null,null,1534,null,null,1536,null,null,100,null,null,1402,null,null,506,null,null,479,null,null,100,null,null,1797,null,null,2938,null,null,2949,null,null,731,null,null,3092,null,null,1123,null,null,847,null,null,688,null,null,848,null,null,848,null,null,59,null,null,2764,null,null,2699,null,null,447,null,null,2778,null,null,295,null,null,236,null,null,192,null,null,50
1769202,8102,577569,6137,401827,8208,392455,8773,9372,2153,289435,8414,72629,4288,64090,4317,8539,2023,39763,3422,39153,3373,610,490,175742,6416,173967,6365,1775,878,148246,5971,27496,2944,25893,2974,1603,807,1191633,8280,807898,11949,769284,11899,38614,3737,590183,10426,145402,6200,112746,6080,32656,3582,72313,6049,69984,5977,2329,862,383735,11065,371852,11028,11883,2331,324408,10159,59327,5044,48670,4928,10657,2299,8102,null,null,6137,null,null,8208,null,null,8773,null,null,2153,null,null,8414,null,null,4288,null,null,4317,null,null,2023,null,null,3422,null,null,3373,null,null,490,null,null,6416,null,null,6365,null,null,878,null,null,5971,null,null,2944,null,null,2974,null,null,807,null,null,8280,null,null,11949,null,null,11899,null,null,3737,null,null,10426,null,null,6200,null,null,6080,null,null,3582,null,null,6049,null,null,5977,null,null,862,null,null,11065,null,null,11028,null,null,2331,null,null,10159,null,null,5044,null,null,4928,null,null,2299,null,null,51
1558716,5857,518853,5717,381800,9356,374461,9128,7339,1751,258434,8056,77785,6508,70826,5964,6959,1681,45581,4519,45327,4484,254,203,137053,8999,134635,8960,2418,1075,108387,8188,28666,4238,26248,4122,2418,1075,1039863,6553,745635,11713,706576,12322,39059,4283,507163,11346,155583,7992,124238,6997,31345,4108,82889,5652,79114,5527,3775,1431,294228,10931,280658,10525,13570,3168,228123,10052,66105,6302,53270,5757,12835,3144,5857,null,null,5717,null,null,9356,null,null,9128,null,null,1751,null,null,8056,null,null,6508,null,null,5964,null,null,1681,null,null,4519,null,null,4484,null,null,203,null,null,8999,null,null,8960,null,null,1075,null,null,8188,null,null,4238,null,null,4122,null,null,1075,null,null,6553,null,null,11713,null,null,12322,null,null,4283,null,null,11346,null,null,7992,null,null,6997,null,null,4108,null,null,5652,null,null,5527,null,null,1431,null,null,10931,null,null,10525,null,null,3168,null,null,10052,null,null,6302,null,null,5757,null,null,3144,null,null,53
349280,3746,114163,2786,67977,3836,67478,3889,499,338,64572,3910,1346,638,935,514,411,307,2059,1081,2059,1081,0,193,46186,3864,46149,3865,37,63,45892,3839,294,215,257,208,37,63,235117,3852,149913,6211,148849,6156,1064,642,145861,6036,1066,424,851,386,215,204,2986,1131,2827,1063,159,218,85204,5783,84881,5739,323,299,83518,5590,1686,712,1503,704,183,206,3746,null,null,2786,null,null,3836,null,null,3889,null,null,338,null,null,3910,null,null,638,null,null,514,null,null,307,null,null,1081,null,null,1081,null,null,193,null,null,3864,null,null,3865,null,null,63,null,null,3839,null,null,215,null,null,208,null,null,63,null,null,3852,null,null,6211,null,null,6156,null,null,642,null,null,6036,null,null,424,null,null,386,null,null,204,null,null,1131,null,null,1063,null,null,218,null,null,5783,null,null,5739,null,null,299,null,null,5590,null,null,712,null,null,704,null,null,206,null,null,54
1231531,4416,389571,4379,266328,5513,263673,5481,2655,994,229796,4658,22188,3015,19989,2790,2199,920,14344,2384,14344,2384,0,147,123243,4991,122580,5085,663,425,114149,5190,9094,1753,8497,1734,597,424,841960,5130,576851,8805,562136,8818,14715,2439,500524,9117,46223,4625,37299,3828,8924,2048,30104,3879,28770,3959,1334,810,265109,8577,261319,8805,3790,997,247296,8228,17813,2605,15036,2567,2777,934,4416,null,null,4379,null,null,5513,null,null,5481,null,null,994,null,null,4658,null,null,3015,null,null,2790,null,null,920,null,null,2384,null,null,2384,null,null,147,null,null,4991,null,null,5085,null,null,425,null,null,5190,null,null,1753,null,null,1734,null,null,424,null,null,5130,null,null,8805,null,null,8818,null,null,2439,null,null,9117,null,null,4625,null,null,3828,null,null,2048,null,null,3879,null,null,3959,null,null,810,null,null,8577,null,null,8805,null,null,997,null,null,8228,null,null,2605,null,null,2567,null,null,934,null,null,55
132053,2531,44247,1846,32885,2284,32699,2285,186,222,29966,2243,540,338,354,232,186,222,2379,1207,2379,1207,0,197,11362,1980,11362,1980,0,197,11050,1910,312,330,312,330,0,197,87806,3007,62264,3195,60883,3174,1381,674,57926,3222,2736,1229,2309,1125,427,351,1602,1004,1602,1004,0,197,25542,2973,25534,2973,8,15,23023,2758,2519,1139,2511,1141,8,15,2531,null,null,1846,null,null,2284,null,null,2285,null,null,222,null,null,2243,null,null,338,null,null,232,null,null,222,null,null,1207,null,null,1207,null,null,197,null,null,1980,null,null,1980,null,null,197,null,null,1910,null,null,330,null,null,330,null,null,197,null,null,3007,null,null,3195,null,null,3174,null,null,674,null,null,3222,null,null,1229,null,null,1125,null,null,351,null,null,1004,null,null,1004,null,null,197,null,null,2973,null,null,2973,null,null,15,null,null,2758,null,null,1139,null,null,1141,null,null,15,null,null,56
666351,3739,190130,3459,64355,4249,64136,4253,219,186,59357,4396,1691,804,1511,754,180,174,3307,1296,3268,1299,39,62,125775,4625,125692,4636,83,138,122597,4633,3178,966,3095,949,83,138,476221,4173,196619,8946,195029,8879,1590,784,183945,8672,4452,1429,3227,1122,1225,743,8222,1864,7857,1905,365,376,279602,9300,278445,9304,1157,551,273033,9508,6569,1482,5603,1434,966,510,3739,null,null,3459,null,null,4249,null,null,4253,null,null,186,null,null,4396,null,null,804,null,null,754,null,null,174,null,null,1296,null,null,1299,null,null,62,null,null,4625,null,null,4636,null,null,138,null,null,4633,null,null,966,null,null,949,null,null,138,null,null,4173,null,null,8946,null,null,8879,null,null,784,null,null,8672,null,null,1429,null,null,1122,null,null,743,null,null,1864,null,null,1905,null,null,376,null,null,9300,null,null,9304,null,null,551,null,null,9508,null,null,1482,null,null,1434,null,null,510,null,null,72
1024869,5300,331319,6415,197490,7121,195154,7157,2336,1063,171874,6411,15782,2501,13855,2437,1927,1036,9834,1815,9770,1813,64,105,133829,5593,133492,5585,337,269,128110,5553,5719,1448,5453,1392,266,252,693550,6651,428687,8023,420659,7684,8028,1782,381023,8145,29715,3312,24314,3138,5401,1287,17949,3229,17486,3158,463,416,264863,9356,261989,9139,2874,1428,254163,8980,10700,2458,8909,2042,1791,1222,5300,null,null,6415,null,null,7121,null,null,7157,null,null,1063,null,null,6411,null,null,2501,null,null,2437,null,null,1036,null,null,1815,null,null,1813,null,null,105,null,null,5593,null,null,5585,null,null,269,null,null,5553,null,null,1448,null,null,1392,null,null,252,null,null,6651,null,null,8023,null,null,7684,null,null,1782,null,null,8145,null,null,3312,null,null,3138,null,null,1287,null,null,3229,null,null,3158,null,null,416,null,null,9356,null,null,9139,null,null,1428,null,null,8980,null,null,2458,null,null,2042,null,null,1222,null,null,01
176049,1853,60162,1811,39591,2108,39113,2104,478,339,34062,1986,2807,1089,2329,944,478,339,2722,997,2722,997,0,155,20571,2378,20304,2350,267,231,19768,2360,803,688,696,662,107,161,115887,2123,78533,3656,75970,3684,2563,1133,67865,3421,3920,1428,2199,862,1721,1010,6748,1783,6236,1763,512,442,37354,3724,36661,3797,693,488,33927,3672,3427,1365,2873,1386,554,469,1853,null,null,1811,null,null,2108,null,null,2104,null,null,339,null,null,1986,null,null,1089,null,null,944,null,null,339,null,null,997,null,null,997,null,null,155,null,null,2378,null,null,2350,null,null,231,null,null,2360,null,null,688,null,null,662,null,null,161,null,null,2123,null,null,3656,null,null,3684,null,null,1133,null,null,3421,null,null,1428,null,null,862,null,null,1010,null,null,1783,null,null,1763,null,null,442,null,null,3724,null,null,3797,null,null,488,null,null,3672,null,null,1365,null,null,1386,null,null,469,null,null,02
1536386,7193,495829,5326,306470,6556,301398,6607,5072,1258,207106,6245,53474,4512,48913,4369,4561,1218,45890,4685,45458,4663,432,333,189359,6839,186554,6855,2805,1047,157486,6887,31873,4036,29652,3911,2221,969,1040557,7400,649710,11669,620980,11209,28730,3910,429521,10530,136052,8688,111610,7732,24442,3559,84137,7630,81910,7403,2227,960,390847,10959,380090,10776,10757,1731,298623,10599,92224,7976,82791,7323,9433,1843,7193,null,null,5326,null,null,6556,null,null,6607,null,null,1258,null,null,6245,null,null,4512,null,null,4369,null,null,1218,null,null,4685,null,null,4663,null,null,333,null,null,6839,null,null,6855,null,null,1047,null,null,6887,null,null,4036,null,null,3911,null,null,969,null,null,7400,null,null,11669,null,null,11209,null,null,3910,null,null,10530,null,null,8688,null,null,7732,null,null,3559,null,null,7630,null,null,7403,null,null,960,null,null,10959,null,null,10776,null,null,1731,null,null,10599,null,null,7976,null,null,7323,null,null,1843,null,null,04
655847,5608,212123,4535,127574,5208,126657,5139,917,602,108557,4275,11909,2209,11028,2134,881,597,7108,1742,7072,1745,36,65,84549,5336,83841,5299,708,484,77257,4991,7292,1483,6604,1392,688,482,443724,5475,281024,7813,275058,8072,5966,1444,241900,7711,28416,2867,24842,2813,3574,1225,10708,2190,10393,2170,315,370,162700,6732,161600,6723,1100,491,149129,6336,13571,2688,12509,2626,1062,476,5608,null,null,4535,null,null,5208,null,null,5139,null,null,602,null,null,4275,null,null,2209,null,null,2134,null,null,597,null,null,1742,null,null,1745,null,null,65,null,null,5336,null,null,5299,null,null,484,null,null,4991,null,null,1483,null,null,1392,null,null,482,null,null,5475,null,null,7813,null,null,8072,null,null,1444,null,null,7711,null,null,2867,null,null,2813,null,null,1225,null,null,2190,null,null,2170,null,null,370,null,null,6732,null,null,6723,null,null,491,null,null,6336,null,null,2688,null,null,2626,null,null,476,null,null,05
8675154,15539,2872763,12172,1879897,18024,1827076,18426,52821,4056,914855,17411,612290,12750,563118,12319,49172,4044,352752,14040,349827,14107,2925,921,992866,18521,972133,18364,20733,2737,684366,16611,308500,12216,290003,12016,18497,2590,5802391,18168,3876688,27718,3628313,27933,248375,9978,1650973,23182,1599862,24019,1372643,21434,227219,9712,625853,18590,611332,18594,14521,2467,1925703,26426,1829854,25117,95849,6562,1165429,22727,760274,18567,670390,18502,89884,6149,15539,null,null,12172,null,null,18024,null,null,18426,null,null,4056,null,null,17411,null,null,12750,null,null,12319,null,null,4044,null,null,14040,null,null,14107,null,null,921,null,null,18521,null,null,18364,null,null,2737,null,null,16611,null,null,12216,null,null,12016,null,null,2590,null,null,18168,null,null,27718,null,null,27933,null,null,9978,null,null,23182,null,null,24019,null,null,21434,null,null,9712,null,null,18590,null,null,18594,null,null,2467,null,null,26426,null,null,25117,null,null,6562,null,null,22727,null,null,18567,null,null,18502,null,null,6149,null,null,06
1207545,5363,389224,5401,298400,6479,292754,6490,5646,1319,225109,6201,41826,3717,36773,3748,5053,1284,31465,3474,31207,3442,258,251,90824,5301,88843,5327,1981,972,76782,5021,14042,2252,12273,2003,1769,926,818321,6234,578627,9059,555425,9273,23202,3226,427631,9445,102493,6959,85000,6532,17493,2927,48503,5068,47563,5127,940,452,239694,8798,233758,8973,5936,1581,202078,8694,37616,4219,33214,4087,4402,1413,5363,null,null,5401,null,null,6479,null,null,6490,null,null,1319,null,null,6201,null,null,3717,null,null,3748,null,null,1284,null,null,3474,null,null,3442,null,null,251,null,null,5301,null,null,5327,null,null,972,null,null,5021,null,null,2252,null,null,2003,null,null,926,null,null,6234,null,null,9059,null,null,9273,null,null,3226,null,null,9445,null,null,6959,null,null,6532,null,null,2927,null,null,5068,null,null,5127,null,null,452,null,null,8798,null,null,8973,null,null,1581,null,null,8694,null,null,4219,null,null,4087,null,null,1413,null,null,08
726897,3422,215809,3624,143413,4797,139741,4806,3672,1210,97031,4751,30293,3707,26781,3559,3512,1183,16089,2668,16047,2662,42,70,72396,4233,70945,4187,1451,750,62799,4252,9597,1956,8292,1673,1305,816,511088,4064,341559,7668,322496,8340,19063,2808,242128,7783,65050,5201,49161,4322,15889,2567,34381,4356,33142,4254,1239,751,169529,7488,164704,7677,4825,1558,137850,7262,31679,4033,27555,4017,4124,1525,3422,null,null,3624,null,null,4797,null,null,4806,null,null,1210,null,null,4751,null,null,3707,null,null,3559,null,null,1183,null,null,2668,null,null,2662,null,null,70,null,null,4233,null,null,4187,null,null,750,null,null,4252,null,null,1956,null,null,1673,null,null,816,null,null,4064,null,null,7668,null,null,8340,null,null,2808,null,null,7783,null,null,5201,null,null,4322,null,null,2567,null,null,4356,null,null,4254,null,null,751,null,null,7488,null,null,7677,null,null,1558,null,null,7262,null,null,4033,null,null,4017,null,null,1525,null,null,09
194488,1884,62987,1911,38355,3148,37819,3058,536,395,27778,2353,8596,1877,8060,1742,536,395,1981,779,1981,779,0,193,24632,2647,24457,2627,175,271,21768,2439,2864,1112,2689,1022,175,271,131501,2132,80661,4289,77969,4252,2692,981,59738,4411,17004,2612,14743,2548,2261,876,3919,1250,3919,1250,0,193,50840,3796,50216,3670,624,387,44143,3382,6697,2022,6184,1948,513,357,1884,null,null,1911,null,null,3148,null,null,3058,null,null,395,null,null,2353,null,null,1877,null,null,1742,null,null,395,null,null,779,null,null,779,null,null,193,null,null,2647,null,null,2627,null,null,271,null,null,2439,null,null,1112,null,null,1022,null,null,271,null,null,2132,null,null,4289,null,null,4252,null,null,981,null,null,4411,null,null,2612,null,null,2548,null,null,876,null,null,1250,null,null,1250,null,null,193,null,null,3796,null,null,3670,null,null,387,null,null,3382,null,null,2022,null,null,1948,null,null,357,null,null,10
