C27010_001E,C27010_001M,C27010_002E,C27010_002M,C27010_003E,C27010_003M,C27010_004E,C27010_004M,C27010_005E,C27010_005M,C27010_006E,C27010_006M,C27010_007E,C27010_007M,C27010_008E,C27010_008M,C27010_009E,C27010_009M,C27010_010E,C27010_010M,C27010_011E,C27010_011M,C27010_012E,C27010_012M,C27010_013E,C27010_013M,C27010_014E,C27010_014M,C27010_015E,C27010_015M,C27010_016E,C27010_016M,C27010_017E,C27010_017M,C27010_018E,C27010_018M,C27010_019E,C27010_019M,C27010_020E,C27010_020M,C27010_021E,C27010_021M,C27010_001M,C27010_001EA,C27010_001MA,C27010_002M,C27010_002EA,C27010_002MA,C27010_003M,C27010_003EA,C27010_003MA,C27010_004M,C27010_004EA,C27010_004MA,C27010_005M,C27010_005EA,C27010_005MA,C27010_006M,C27010_006EA,C27010_006MA,C27010_007M,C27010_007EA,C27010_007MA,C27010_008M,C27010_008EA,C27010_008MA,C27010_009M,C27010_009EA,C27010_009MA,C27010_010M,C27010_010EA,C27010_010MA,C27010_011M,C27010_011EA,C27010_011MA,C27010_012M,C27010_012EA,C27010_012MA,C27010_013M,C27010_013EA,C27010_013MA,C27010_014M,C27010_014EA,C27010_014MA,C27010_015M,C27010_015EA,C27010_015MA,C27010_016M,C27010_016EA,C27010_016MA,C27010_017M,C27010_017EA,C27010_017MA,C27010_018M,C27010_018EA,C27010_018MA,C27010_019M,C27010_019EA,C27010_019MA,C27010_020M,C27010_020EA,C27010_020MA,C27010_021M,C27010_021EA,C27010_021MA,state
20294479,4316,4136345,4168,2041820,27124,1697109,23542,140669,8755,256747,14400,4303395,8708,2707811,25328,545069,15092,100464,6071,950051,21862,7833993,9462,5256065,30289,961955,20151,331597,12125,1284376,27132,4020746,4299,115999,6675,1883402,18422,1968272,17651,53073,5594,4316,null,null,4168,null,null,27124,null,null,23542,null,null,8755,null,null,14400,null,null,8708,null,null,25328,null,null,15092,null,null,6071,null,null,21862,null,null,9462,null,null,30289,null,null,20151,null,null,12125,null,null,27132,null,null,4299,null,null,6675,null,null,18422,null,null,17651,null,null,5594,null,null,12
10120788,3683,2506326,3107,1296777,18659,960179,20431,86598,7063,162772,11777,2327447,8310,1525853,14816,216575,9225,60777,4527,524242,16028,3956712,7518,2774700,19621,396562,11537,175681,7423,609769,15242,1330303,3964,43568,3537,528134,10702,745811,10967,12790,2297,3683,null,null,3107,null,null,18659,null,null,20431,null,null,7063,null,null,11777,null,null,8310,null,null,14816,null,null,9225,null,null,4527,null,null,16028,null,null,7518,null,null,19621,null,null,11537,null,null,7423,null,null,15242,null,null,3964,null,null,3537,null,null,10702,null,null,10967,null,null,2297,null,null,13
1378730,2525,307561,765,202813,5405,82802,5017,15049,2140,6897,2095,303999,2791,231374,4939,44149,3251,10960,1670,17516,2419,528436,2056,414423,5610,67321,4553,23258,2369,23434,3018,238734,714,11957,1770,70727,3146,155224,3351,826,411,2525,null,null,765,null,null,5405,null,null,5017,null,null,2140,null,null,2095,null,null,2791,null,null,4939,null,null,3251,null,null,1670,null,null,2419,null,null,2056,null,null,5610,null,null,4553,null,null,2369,null,null,3018,null,null,714,null,null,1770,null,null,3146,null,null,3351,null,null,411,null,null,15
1662867,795,435630,1373,245184,8737,149466,7608,20497,3812,20483,3088,371296,3485,256440,5475,37076,4014,12040,1858,65740,4429,603507,3358,444471,6863,49337,4137,29739,3020,79960,4881,252434,1794,6062,1245,93062,5084,151383,4922,1927,884,795,null,null,1373,null,null,8737,null,null,7608,null,null,3812,null,null,3088,null,null,3485,null,null,5475,null,null,4014,null,null,1858,null,null,4429,null,null,3358,null,null,6863,null,null,4137,null,null,3020,null,null,4881,null,null,1794,null,null,1245,null,null,5084,null,null,4922,null,null,884,null,null,16
12620388,1326,2919863,2632,1711541,21028,1041243,20306,95760,7721,71319,6201,2925283,4367,2047910,15286,492811,10738,63947,4305,320615,11974,4967332,5023,3689886,17554,720464,12970,147782,6791,409200,9857,1807910,3613,62020,3836,664986,11237,1065436,11035,15468,2271,1326,null,null,2632,null,null,21028,null,null,20306,null,null,7721,null,null,6201,null,null,4367,null,null,15286,null,null,10738,null,null,4305,null,null,11974,null,null,5023,null,null,17554,null,null,12970,null,null,6791,null,null,9857,null,null,3613,null,null,3836,null,null,11237,null,null,11035,null,null,2271,null,null,17
6534914,919,1573925,3269,913478,15084,505205,12774,63092,5775,92150,7308,1493761,5333,1047904,11194,206409,8078,38758,2883,200690,8246,2509950,6015,1842729,13044,336391,8500,99500,5010,231330,8902,957278,2718,23234,2221,333044,7594,594807,8040,6193,1614,919,null,null,3269,null,null,15084,null,null,12774,null,null,5775,null,null,7308,null,null,5333,null,null,11194,null,null,8078,null,null,2883,null,null,8246,null,null,6015,null,null,13044,null,null,8500,null,null,5010,null,null,8902,null,null,2718,null,null,2221,null,null,7594,null,null,8040,null,null,1614,null,null,18
3091437,506,724997,1876,441210,9568,220707,8841,44638,4506,18442,3194,706844,3553,523402,7384,103637,5353,27562,2421,52243,3777,1168361,4340,915397,7914,145736,6243,47121,3209,60107,4337,491235,2015,10826,1483,162788,4799,316801,4642,820,446,506,null,null,1876,null,null,9568,null,null,8841,null,null,4506,null,null,3194,null,null,3553,null,null,7384,null,null,5353,null,null,2421,null,null,3777,null,null,4340,null,null,7914,null,null,6243,null,null,3209,null,null,4337,null,null,2015,null,null,1483,null,null,4799,null,null,4642,null,null,446,null,null,19
2850862,1447,713102,2368,453206,9320,195489,7758,33495,4212,30912,3255,656723,4225,489886,7519,45541,3422,17904,2120,103392,5549,1061670,4300,818312,8511,83933,4777,47047,3168,112378,4922,419367,2077,9134,1320,134781,4044,273160,4164,2292,767,1447,null,null,2368,null,null,9320,null,null,7758,null,null,4212,null,null,3255,null,null,4225,null,null,7519,null,null,3422,null,null,2120,null,null,5549,null,null,4300,null,null,8511,null,null,4777,null,null,3168,null,null,4922,null,null,2077,null,null,1320,null,null,4044,null,null,4164,null,null,767,null,null,20
4354380,1440,1009986,3149,527329,11977,406443,12841,44219,4609,31995,3763,964054,4911,604002,9926,233438,8489,36695,3603,89919,5140,1714973,4385,1112646,12887,404216,10089,98781,4850,99330,6444,665367,2166,13556,1619,245085,7009,404620,7231,2106,891,1440,null,null,3149,null,null,11977,null,null,12841,null,null,4609,null,null,3763,null,null,4911,null,null,9926,null,null,8489,null,null,3603,null,null,5140,null,null,4385,null,null,12887,null,null,10089,null,null,4850,null,null,6444,null,null,2166,null,null,1619,null,null,7009,null,null,7231,null,null,891,null,null,21
4577182,1950,1115457,2300,498747,14590,534664,14669,48420,4865,33626,4737,1079778,6451,646422,11009,191950,8404,39187,4070,202219,9529,1727921,7299,1128617,12488,287623,7744,80103,4919,231578,9963,654026,2581,23010,2680,282300,6230,346307,5987,2409,658,1950,null,null,2300,null,null,14590,null,null,14669,null,null,4865,null,null,4737,null,null,6451,null,null,11009,null,null,8404,null,null,4070,null,null,9529,null,null,7299,null,null,12488,null,null,7744,null,null,4919,null,null,9963,null,null,2581,null,null,2680,null,null,6230,null,null,5987,null,null,658,null,null,22
