B19060_001E,B19060_001M,B19060_002E,B19060_002M,B19060_003E,B19060_003M,B19060_001M,B19060_001EA,B19060_001MA,B19060_002M,B19060_002EA,B19060_002MA,B19060_003M,B19060_003EA,B19060_003MA,state
7573456,23478,734950,12147,6838506,22493,23478,null,null,12147,null,null,22493,null,null,12
3686135,15528,377208,11840,3308927,18260,15528,null,null,11840,null,null,18260,null,null,13
455868,4824,49847,2880,406021,5347,4824,null,null,2880,null,null,5347,null,null,15
610872,4143,72416,4132,538456,5749,4143,null,null,4132,null,null,5749,null,null,16
4822046,12932,431615,8947,4390431,15387,12932,null,null,8947,null,null,15387,null,null,17
2533270,10440,273357,8288,2259913,13547,10440,null,null,8288,null,null,13547,null,null,18
1247932,7106,147007,5190,1100925,8337,7106,null,null,5190,null,null,8337,null,null,19
1110407,6778,113889,4454,996518,7246,6778,null,null,4454,null,null,7246,null,null,20
1717706,9131,201011,6473,1516695,10868,9131,null,null,6473,null,null,10868,null,null,21
1720801,8997,157475,6916,1563326,9888,8997,null,null,6916,null,null,9888,null,null,22
531660,5774,61697,3237,469963,6324,5774,null,null,3237,null,null,6324,null,null,23
2194657,9484,227018,7512,1967639,11203,9484,null,null,7512,null,null,11203,null,null,24
2579398,8290,256290,6959,2323108,9424,8290,null,null,6959,null,null,9424,null,null,25
3884153,13696,431118,7405,3453035,13068,13696,null,null,7405,null,null,13068,null,null,26
2148725,7378,255997,6427,1892728,9814,7378,null,null,6427,null,null,9814,null,null,27
1091245,8803,119588,6144,971657,8984,8803,null,null,6144,null,null,8984,null,null,28
2372190,10844,254036,6435,2118154,11708,10844,null,null,6435,null,null,11708,null,null,29
416125,4426,52513,2932,363612,5288,4426,null,null,2932,null,null,5288,null,null,30
747562,4452,92569,3964,654993,5488,4452,null,null,3964,null,null,5488,null,null,31
1055158,6433,111574,4969,943584,7309,6433,null,null,4969,null,null,7309,null,null,32
520643,5191,55076,3375,465567,5935,5191,null,null,3375,null,null,5935,null,null,33
3194519,10274,302862,7360,2891657,10893,10274,null,null,7360,null,null,10893,null,null,34
758364,6296,80405,4747,677959,7063,6296,null,null,4747,null,null,7063,null,null,35
7209054,17665,602449,10721,6606605,18359,17665,null,null,10721,null,null,18359,null,null,36
3882423,16063,392974,8770,3489449,16521,16063,null,null,8770,null,null,16521,null,null,37
315134,3356,33072,2432,282062,3855,3356,null,null,2432,null,null,3855,null,null,38
4624669,14929,495144,11050,4129525,17179,14929,null,null,11050,null,null,17179,null,null,39
1469342,7193,190367,5375,1278975,7598,7193,null,null,5375,null,null,7598,null,null,40
1571678,6691,201084,8430,1370594,9748,6691,null,null,8430,null,null,9748,null,null,41
4937771,13721,528283,10977,4409488,18094,13721,null,null,10977,null,null,18094,null,null,42
408239,4139,41894,3487,366345,5071,4139,null,null,3487,null,null,5071,null,null,44
1877887,10574,208071,7571,1669816,13132,10574,null,null,7571,null,null,13132,null,null,45
334003,3659,39949,2129,294054,3987,3659,null,null,2129,null,null,3987,null,null,46
2556332,11690,263503,8426,2292829,13266,11690,null,null,8426,null,null,13266,null,null,47
9535612,20125,1025908,16615,8509704,24995,20125,null,null,16615,null,null,24995,null,null,48
943147,4975,102232,4922,840915,6781,4975,null,null,4922,null,null,6781,null,null,49
254851,2815,27672,1987,227179,3079,2815,null,null,1987,null,null,3079,null,null,50
3120692,13161,368487,8958,2752205,14081,13161,null,null,8958,null,null,14081,null,null,51
2768076,8506,334741,8838,2433335,11559,8506,null,null,8838,null,null,11559,null,null,53
722125,5656,100819,4203,621306,6642,5656,null,null,4203,null,null,6642,null,null,54
2326998,7745,257037,6134,2069961,9355,7745,null,null,6134,null,null,9355,null,null,55
223619,4088,29916,2658,193703,4578,4088,null,null,2658,null,null,4578,null,null,56
1208438,9900,157207,6598,1051231,10050,9900,null,null,6598,null,null,10050,null,null,72
1852518,12189,206852,6658,1645666,12049,12189,null,null,6658,null,null,12049,null,null,01
248468,2841,121557,3333,126911,3683,2841,null,null,3333,null,null,3683,null,null,02
2519052,11479,268189,7452,2250863,13011,11479,null,null,7452,null,null,13011,null,null,04
1142718,7341,124647,4718,1018071,7763,7341,null,null,4718,null,null,7763,null,null,05
12944178,15703,1354702,19259,11589476,23774,15703,null,null,19259,null,null,23774,null,null,06
2108992,7767,235725,6375,1873267,10008,7767,null,null,6375,null,null,10008,null,null,08
1357269,7141,159690,5980,1197579,8653,7141,null,null,5980,null,null,8653,null,null,09
351085,3936,31124,2968,319961,4430,3936,null,null,2968,null,null,4430,null,null,10
281241,3152,18122,2227,263119,3390,3152,null,null,2227,null,null,3390,null,null,11
