C17018_001E,C17018_001M,C17018_002E,C17018_002M,C17018_003E,C17018_003M,C17018_004E,C17018_004M,C17018_005E,C17018_005M,C17018_006E,C17018_006M,C17018_007E,C17018_007M,C17018_008E,C17018_008M,C17018_009E,C17018_009M,C17018_010E,C17018_010M,C17018_011E,C17018_011M,C17018_001M,C17018_001EA,C17018_001MA,C17018_002M,C17018_002EA,C17018_002MA,C17018_003M,C17018_003EA,C17018_003MA,C17018_004M,C17018_004EA,C17018_004MA,C17018_005M,C17018_005EA,C17018_005MA,C17018_006M,C17018_006EA,C17018_006MA,C17018_007M,C17018_007EA,C17018_007MA,C17018_008M,C17018_008EA,C17018_008MA,C17018_009M,C17018_009EA,C17018_009MA,C17018_010M,C17018_010EA,C17018_010MA,C17018_011M,C17018_011EA,C17018_011MA,state
1458953,11514,92359,4595,20645,2166,33406,3319,26106,2560,12202,1200,1366594,11214,90220,4591,271704,7448,367576,9623,637094,9821,11514,null,null,4595,null,null,2166,null,null,3319,null,null,2560,null,null,1200,null,null,11214,null,null,4591,null,null,7448,null,null,9623,null,null,9821,null,null,24
1633661,12099,119222,5232,31250,3510,39375,2837,31247,2651,17350,2108,1514439,12232,100224,5605,300468,8264,380563,9657,733184,10345,12099,null,null,5232,null,null,3510,null,null,2837,null,null,2651,null,null,2108,null,null,12232,null,null,5605,null,null,8264,null,null,9657,null,null,10345,null,null,25
2476595,14487,251751,5912,55487,3116,85741,4136,87809,4923,22714,2179,2224844,14012,129394,4650,543243,9290,780000,11647,772207,10407,14487,null,null,5912,null,null,3116,null,null,4136,null,null,4923,null,null,2179,null,null,14012,null,null,4650,null,null,9290,null,null,11647,null,null,10407,null,null,26
1367104,9317,80100,3223,18513,1977,23676,2205,29285,2454,8626,1117,1287004,9285,55759,3110,269161,7252,438554,8917,523530,7638,9317,null,null,3223,null,null,1977,null,null,2205,null,null,2454,null,null,1117,null,null,9285,null,null,3110,null,null,7252,null,null,8917,null,null,7638,null,null,27
730719,10889,120336,6510,30760,2891,38663,3331,42292,3835,8621,1494,610383,10106,64251,4072,159722,6781,213682,8017,172728,6567,10889,null,null,6510,null,null,2891,null,null,3331,null,null,3835,null,null,1494,null,null,10106,null,null,4072,null,null,6781,null,null,8017,null,null,6567,null,null,28
1527349,11298,149358,5465,35716,3432,51028,3454,50806,3980,11808,1760,1377991,12119,94305,4690,357271,8516,454314,9717,472101,8271,11298,null,null,5465,null,null,3432,null,null,3454,null,null,3980,null,null,1760,null,null,12119,null,null,4690,null,null,8516,null,null,9717,null,null,8271,null,null,29
257449,5388,20634,2259,2861,816,8143,1289,6768,1038,2862,954,236815,4995,11514,1657,58871,3590,78833,3422,87597,3342,5388,null,null,2259,null,null,816,null,null,1289,null,null,1038,null,null,954,null,null,4995,null,null,1657,null,null,3590,null,null,3422,null,null,3342,null,null,30
476436,5393,35279,3116,8376,1670,10923,1631,12390,1629,3590,880,441157,5177,26361,2444,96318,3973,152763,4824,165715,4269,5393,null,null,3116,null,null,1670,null,null,1631,null,null,1629,null,null,880,null,null,5177,null,null,2444,null,null,3973,null,null,4824,null,null,4269,null,null,31
670968,8716,68432,4469,19121,2251,18075,2220,25021,3165,6215,1286,602536,8939,63671,3639,146257,5795,222455,7097,170153,6321,8716,null,null,4469,null,null,2251,null,null,2220,null,null,3165,null,null,1286,null,null,8939,null,null,3639,null,null,5795,null,null,7097,null,null,6321,null,null,32
342912,5731,13796,1974,2807,997,4317,1023,3695,893,2977,926,329116,5686,15109,1553,72314,3630,101798,4420,139895,4828,5731,null,null,1974,null,null,997,null,null,1023,null,null,893,null,null,926,null,null,5686,null,null,1553,null,null,3630,null,null,4420,null,null,4828,null,null,33
2197150,15175,166157,6870,42062,3261,56520,3848,41455,3810,26120,2279,2030993,14878,154590,6429,459571,10602,487883,12847,928949,9966,15175,null,null,6870,null,null,3261,null,null,3848,null,null,3810,null,null,2279,null,null,14878,null,null,6429,null,null,10602,null,null,12847,null,null,9966,null,null,34
481127,7528,73619,4140,21535,2303,22276,2398,23957,2628,5851,1262,407508,7211,41860,3026,94503,5061,136419,4951,134726,5513,7528,null,null,4140,null,null,2303,null,null,2398,null,null,2628,null,null,1262,null,null,7211,null,null,3026,null,null,5061,null,null,4951,null,null,5513,null,null,35
4541583,22755,495440,10667,158016,6506,154204,5753,126121,6147,57099,3810,4046143,21981,393032,8876,921626,14126,1085742,15131,1645743,14764,22755,null,null,10667,null,null,6506,null,null,5753,null,null,6147,null,null,3810,null,null,21981,null,null,8876,null,null,14126,null,null,15131,null,null,14764,null,null,36
2542663,18509,285717,8541,78691,4586,86537,5184,96594,5660,23895,2467,2256946,18495,191813,6572,488862,8897,754807,10792,821464,11994,18509,null,null,8541,null,null,4586,null,null,5184,null,null,5660,null,null,2467,null,null,18495,null,null,6572,null,null,8897,null,null,10792,null,null,11994,null,null,37
184904,4823,11802,1859,2134,768,4149,1096,4398,1216,1121,551,173102,4879,8755,1255,39039,2947,65286,3399,60022,2970,4823,null,null,1859,null,null,768,null,null,1096,null,null,1216,null,null,551,null,null,4879,null,null,1255,null,null,2947,null,null,3399,null,null,2970,null,null,38
2929661,16417,306876,9956,63729,3801,115459,5980,105942,5463,21746,2409,2622785,15165,174435,6390,756736,12621,814470,12803,877144,12442,16417,null,null,9956,null,null,3801,null,null,5980,null,null,5463,null,null,2409,null,null,15165,null,null,6390,null,null,12621,null,null,12803,null,null,12442,null,null,39
961731,8307,110695,3985,28392,2103,38294,2564,35944,2782,8065,1251,851036,8243,73823,3434,222580,5135,292627,6911,262006,5963,8307,null,null,3985,null,null,2103,null,null,2564,null,null,2782,null,null,1251,null,null,8243,null,null,3434,null,null,5135,null,null,6911,null,null,5963,null,null,40
995749,11239,84674,5250,20197,2901,24936,2645,29856,3405,9685,1231,911075,10222,60405,3624,169732,6964,329314,6815,351624,7863,11239,null,null,5250,null,null,2901,null,null,2645,null,null,3405,null,null,1231,null,null,10222,null,null,3624,null,null,6964,null,null,6815,null,null,7863,null,null,41
3150563,15900,271489,7393,60614,3115,108986,5129,74530,4494,27359,2830,2879074,16305,188205,5785,883133,11708,747173,11154,1060563,12450,15900,null,null,7393,null,null,3115,null,null,5129,null,null,4494,null,null,2830,null,null,16305,null,null,5785,null,null,11708,null,null,11154,null,null,12450,null,null,42
247448,5295,22777,2508,5484,1364,6330,1342,8225,1682,2738,1024,224671,5361,17526,1869,52503,3657,64661,4492,89981,4173,5295,null,null,2508,null,null,1364,null,null,1342,null,null,1682,null,null,1024,null,null,5361,null,null,1869,null,null,3657,null,null,4492,null,null,4173,null,null,44
1224695,13377,132464,5943,34597,3532,44988,3656,43110,3345,9769,1634,1092231,13056,89517,4801,267620,7765,359066,9312,376028,9135,13377,null,null,5943,null,null,3532,null,null,3656,null,null,3345,null,null,1634,null,null,13056,null,null,4801,null,null,7765,null,null,9312,null,null,9135,null,null,45
209986,3966,17311,1573,3827,879,6005,1198,6014,1128,1465,444,192675,3965,10469,1244,48976,2616,67597,3288,65633,3178,3966,null,null,1573,null,null,879,null,null,1198,null,null,1128,null,null,444,null,null,3965,null,null,1244,null,null,2616,null,null,3288,null,null,3178,null,null,46
1670605,13670,193414,7149,48325,3869,74409,4573,54131,3655,16549,2157,1477191,13470,126035,5323,406770,10239,471686,11526,472700,9122,13670,null,null,7149,null,null,3869,null,null,4573,null,null,3655,null,null,2157,null,null,13470,null,null,5323,null,null,10239,null,null,11526,null,null,9122,null,null,47
6602215,26303,795202,13310,292953,8827,234963,8354,200154,8114,67132,4269,5807013,28785,750778,14059,1212702,19286,1813166,17156,2030367,20906,26303,null,null,13310,null,null,8827,null,null,8354,null,null,8114,null,null,4269,null,null,28785,null,null,14059,null,null,19286,null,null,17156,null,null,20906,null,null,48
711124,7895,51170,3459,8757,1640,14281,1831,19640,2154,8492,1456,659954,7820,39099,2514,116537,4849,247568,6748,256750,6412,7895,null,null,3459,null,null,1640,null,null,1831,null,null,2154,null,null,1456,null,null,7820,null,null,2514,null,null,4849,null,null,6748,null,null,6412,null,null,49
154421,3800,11826,1611,2270,813,3192,717,4451,1034,1913,513,142595,3595,7517,1081,35046,2284,39733,2719,60299,2681,3800,null,null,1611,null,null,813,null,null,717,null,null,1034,null,null,513,null,null,3595,null,null,1081,null,null,2284,null,null,2719,null,null,2681,null,null,50
2063049,16402,156560,6799,38350,3115,50200,4258,47862,3741,20148,2390,1906489,16860,136739,6227,371042,8439,533575,12144,865133,11349,16402,null,null,6799,null,null,3115,null,null,4258,null,null,3741,null,null,2390,null,null,16860,null,null,6227,null,null,8439,null,null,12144,null,null,11349,null,null,51
1784043,12484,127482,5325,30718,2461,33221,2592,44730,3553,18813,2252,1656561,12643,102063,5333,300301,8694,577902,10376,676295,9631,12484,null,null,5325,null,null,2461,null,null,2592,null,null,3553,null,null,2252,null,null,12643,null,null,5333,null,null,8694,null,null,10376,null,null,9631,null,null,53
467396,6711,60187,3948,14272,1963,25319,2414,17449,2324,3147,997,407209,6986,39895,3068,145551,5908,115064,4504,106699,4549,6711,null,null,3948,null,null,1963,null,null,2414,null,null,2324,null,null,997,null,null,6986,null,null,3068,null,null,5908,null,null,4504,null,null,4549,null,null,54
1460922,9966,112239,5484,18843,1926,39971,2883,42778,3662,10647,1433,1348683,10858,72394,3360,350691,6720,452596,7529,473002,7946,9966,null,null,5484,null,null,1926,null,null,2883,null,null,3662,null,null,1433,null,null,10858,null,null,3360,null,null,6720,null,null,7529,null,null,7946,null,null,55
145524,4006,9154,1441,1788,699,2400,793,3983,964,983,522,136370,3906,6243,1267,33650,2403,52623,3629,43854,2666,4006,null,null,1441,null,null,699,null,null,793,null,null,964,null,null,522,null,null,3906,null,null,1267,null,null,2403,null,null,3629,null,null,2666,null,null,56
836332,9750,329347,7759,105389,4178,114701,5304,80162,4701,29095,2934,506985,8881,77520,4339,115269,5103,120888,5177,193308,7312,9750,null,null,7759,null,null,4178,null,null,5304,null,null,4701,null,null,2934,null,null,8881,null,null,4339,null,null,5103,null,null,5177,null,null,7312,null,null,72
1208362,12930,153533,6747,42012,3788,54022,4231,46806,3804,10693,1585,1054829,12563,100559,4520,270193,7445,348709,8004,335368,7268,12930,null,null,6747,null,null,3788,null,null,4231,null,null,3804,null,null,1585,null,null,12563,null,null,4520,null,null,7445,null,null,8004,null,null,7268,null,null,01
164102,4083,11031,1425,1422,401,5771,962,3319,867,519,276,153071,3995,5955,831,34196,2467,58439,3092,54481,3021,4083,null,null,1425,null,null,401,null,null,962,null,null,867,null,null,276,null,null,3995,null,null,831,null,null,2467,null,null,3092,null,null,3021,null,null,02
1648739,12489,196536,6247,60356,4281,52800,3435,64003,3962,19377,1753,1452203,12382,135536,5819,276847,8600,524375,9174,515445,9718,12489,null,null,6247,null,null,4281,null,null,3435,null,null,3962,null,null,1753,null,null,12382,null,null,5819,null,null,8600,null,null,9174,null,null,9718,null,null,04
747917,9249,92514,4600,21768,2639,32923,3154,32099,3015,5724,1312,655403,8698,64955,4046,196467,6506,207569,6757,186412,5445,9249,null,null,4600,null,null,2639,null,null,3154,null,null,3015,null,null,1312,null,null,8698,null,null,4046,null,null,6506,null,null,6757,null,null,5445,null,null,05
8887761,26268,929253,15252,351696,9442,231213,8125,243287,8680,103057,4414,7958508,29205,1101600,14762,1327283,18110,2446157,19533,3083468,20960,26268,null,null,15252,null,null,9442,null,null,8125,null,null,8680,null,null,4414,null,null,29205,null,null,14762,null,null,18110,null,null,19533,null,null,20960,null,null,06
1347936,10110,94425,5097,22260,2635,24741,2314,34051,3231,13373,1645,1253511,11197,73683,3979,223099,7936,382213,7846,574516,8843,10110,null,null,5097,null,null,2635,null,null,2314,null,null,3231,null,null,1645,null,null,11197,null,null,3979,null,null,7936,null,null,7846,null,null,8843,null,null,08
880600,11466,60300,4330,14921,2320,20843,2179,17267,2493,7269,1404,820300,10426,50830,3765,185555,8035,212813,7169,371102,6708,11466,null,null,4330,null,null,2320,null,null,2179,null,null,2493,null,null,1404,null,null,10426,null,null,3765,null,null,8035,null,null,7169,null,null,6708,null,null,09
232433,5605,18768,2095,4013,918,7546,1514,5379,1135,1830,713,213665,5418,14568,1756,57042,3924,61939,3751,80116,4104,5605,null,null,2095,null,null,918,null,null,1514,null,null,1135,null,null,713,null,null,5418,null,null,1756,null,null,3924,null,null,3751,null,null,4104,null,null,10
122732,3407,16834,1966,5613,1344,6032,1110,3427,997,1762,640,105898,3566,7765,1557,16548,2034,18487,1698,63098,2729,3407,null,null,1966,null,null,1344,null,null,1110,null,null,997,null,null,640,null,null,3566,null,null,1557,null,null,2034,null,null,1698,null,null,2729,null,null,11
