B17020A_001E,B17020A_001M,B17020A_002E,B17020A_002M,B17020A_003E,B17020A_003M,B17020A_004E,B17020A_004M,B17020A_005E,B17020A_005M,B17020A_006E,B17020A_006M,B17020A_007E,B17020A_007M,B17020A_008E,B17020A_008M,B17020A_009E,B17020A_009M,B17020A_010E,B17020A_010M,B17020A_011E,B17020A_011M,B17020A_012E,B17020A_012M,B17020A_013E,B17020A_013M,B17020A_014E,B17020A_014M,B17020A_015E,B17020A_015M,B17020A_016E,B17020A_016M,B17020A_017E,B17020A_017M,B17020A_001M,B17020A_001EA,B17020A_001MA,B17020A_002M,B17020A_002EA,B17020A_002MA,B17020A_003M,B17020A_003EA,B17020A_003MA,B17020A_004M,B17020A_004EA,B17020A_004MA,B17020A_005M,B17020A_005EA,B17020A_005MA,B17020A_006M,B17020A_006EA,B17020A_006MA,B17020A_007M,B17020A_007EA,B17020A_007MA,B17020A_008M,B17020A_008EA,B17020A_008MA,B17020A_009M,B17020A_009EA,B17020A_009MA,B17020A_010M,B17020A_010EA,B17020A_010MA,B17020A_011M,B17020A_011EA,B17020A_011MA,B17020A_012M,B17020A_012EA,B17020A_012MA,B17020A_013M,B17020A_013EA,B17020A_013MA,B17020A_014M,B17020A_014EA,B17020A_014MA,B17020A_015M,B17020A_015EA,B17020A_015MA,B17020A_016M,B17020A_016EA,B17020A_016MA,B17020A_017M,B17020A_017EA,B17020A_017MA,state
1225893,2317,141516,8869,12147,2410,12803,2240,8999,1611,76906,4900,20714,2402,6132,1053,3815,821,1084377,9516,56870,2774,61710,3166,71099,3078,581863,5531,225212,4123,60392,2375,27231,2346,2317,null,null,8869,null,null,2410,null,null,2240,null,null,1611,null,null,4900,null,null,2402,null,null,1053,null,null,821,null,null,9516,null,null,2774,null,null,3166,null,null,3078,null,null,5531,null,null,4123,null,null,2375,null,null,2346,null,null,23
3322695,12968,251580,11040,18329,2997,21995,3149,18817,2712,139729,6882,33744,2859,11893,1430,7073,1178,3071115,15680,192998,4252,198028,4910,214041,4491,1696435,11901,545004,6371,153767,3500,70842,3284,12968,null,null,11040,null,null,2997,null,null,3149,null,null,2712,null,null,6882,null,null,2859,null,null,1430,null,null,1178,null,null,15680,null,null,4252,null,null,4910,null,null,4491,null,null,11901,null,null,6371,null,null,3500,null,null,3284,null,null,24
5175973,16741,425007,14700,32242,3655,33536,3767,28823,3035,237428,9701,59833,3685,20820,2085,12325,1522,4750966,18734,261281,5252,281233,7195,332675,6877,2667087,12098,852366,7901,242950,4410,113374,4261,16741,null,null,14700,null,null,3655,null,null,3767,null,null,3035,null,null,9701,null,null,3685,null,null,2085,null,null,1522,null,null,18734,null,null,5252,null,null,7195,null,null,6877,null,null,12098,null,null,7901,null,null,4410,null,null,4261,null,null,25
7643658,10400,916691,20134,84549,5361,76921,4711,78381,5187,528152,12694,103196,4378,29676,2182,15816,1863,6726967,21909,397198,6392,432910,7480,487099,6579,3636428,14851,1255101,8024,363324,5117,154907,4882,10400,null,null,20134,null,null,5361,null,null,4711,null,null,5187,null,null,12694,null,null,4378,null,null,2182,null,null,1863,null,null,21909,null,null,6392,null,null,7480,null,null,6579,null,null,14851,null,null,8024,null,null,5117,null,null,4882,null,null,26
4504525,6855,330814,11218,25758,2638,25125,2396,20348,2327,187105,6386,44880,2692,17086,1843,10512,1173,4173711,12998,279920,4785,287869,5663,306487,5116,2294596,9052,711623,6357,202856,4240,90360,3517,6855,null,null,11218,null,null,2638,null,null,2396,null,null,2327,null,null,6386,null,null,2692,null,null,1843,null,null,1173,null,null,12998,null,null,4785,null,null,5663,null,null,5116,null,null,9052,null,null,6357,null,null,4240,null,null,3517,null,null,27
1702937,5197,225082,11776,17651,2919,23226,2867,16913,2522,127528,7909,26383,2601,8924,1396,4457,974,1477855,12301,95488,3815,105625,5023,107958,4560,777018,8394,276806,4855,85543,2686,29417,2174,5197,null,null,11776,null,null,2919,null,null,2867,null,null,2522,null,null,7909,null,null,2601,null,null,1396,null,null,974,null,null,12301,null,null,3815,null,null,5023,null,null,4560,null,null,8394,null,null,4855,null,null,2686,null,null,2174,null,null,28
4871896,7603,579170,17309,57915,3660,55943,5046,44278,3748,326856,9673,64822,3983,20131,2270,9225,1408,4292726,18972,273062,4630,294975,7839,318924,6654,2329366,11681,755113,7173,231266,4800,90020,4217,7603,null,null,17309,null,null,3660,null,null,5046,null,null,3748,null,null,9673,null,null,3983,null,null,2270,null,null,1408,null,null,18972,null,null,4630,null,null,7839,null,null,6654,null,null,11681,null,null,7173,null,null,4800,null,null,4217,null,null,29
907152,1956,110003,7621,8635,1698,7835,1740,8276,1563,64683,4774,14513,1750,4382,1008,1679,655,797149,7588,51793,2149,53731,2653,54207,2447,415867,5602,159515,3612,44529,1920,17507,1783,1956,null,null,7621,null,null,1698,null,null,1740,null,null,1563,null,null,4774,null,null,1750,null,null,1008,null,null,655,null,null,7588,null,null,2149,null,null,2653,null,null,2447,null,null,5602,null,null,3612,null,null,1920,null,null,1783,null,null,30
1629897,6400,158549,7155,17372,2381,14909,2226,11543,1792,88208,4231,14980,1601,6852,1021,4685,734,1471348,10102,108873,2835,117017,3964,114667,3054,786576,5409,243014,3827,71297,2130,29904,1880,6400,null,null,7155,null,null,2381,null,null,2226,null,null,1792,null,null,4231,null,null,1601,null,null,1021,null,null,734,null,null,10102,null,null,2835,null,null,3964,null,null,3054,null,null,5409,null,null,3827,null,null,2130,null,null,1880,null,null,31
1943060,14815,229525,15484,22610,3128,20650,3339,20057,3678,123812,8355,32595,3242,6734,1150,3067,864,1713535,19291,104727,4318,113547,5477,116608,4357,940327,11847,317663,4390,91228,3052,29435,2988,14815,null,null,15484,null,null,3128,null,null,3339,null,null,3678,null,null,8355,null,null,3242,null,null,1150,null,null,864,null,null,19291,null,null,4318,null,null,5477,null,null,4357,null,null,11847,null,null,4390,null,null,3052,null,null,2988,null,null,32
1211061,3319,83785,7246,5289,1339,6023,1787,5979,1384,51526,4854,9805,1672,3373,1014,1790,669,1127276,7185,62694,2294,72216,2837,78283,2410,624083,5627,212994,4017,54285,2037,22721,1955,3319,null,null,7246,null,null,1339,null,null,1787,null,null,1384,null,null,4854,null,null,1672,null,null,1014,null,null,669,null,null,7185,null,null,2294,null,null,2837,null,null,2410,null,null,5627,null,null,4017,null,null,2037,null,null,1955,null,null,33
5989254,22351,509784,20455,53115,5065,48955,4083,46617,4277,256836,12247,63400,4027,25992,2533,14869,1639,5479470,27291,326127,6926,355508,8159,401171,7610,3019989,17478,953947,9097,279762,4264,142966,4365,22351,null,null,20455,null,null,5065,null,null,4083,null,null,4277,null,null,12247,null,null,4027,null,null,2533,null,null,1639,null,null,27291,null,null,6926,null,null,8159,null,null,7610,null,null,17478,null,null,9097,null,null,4264,null,null,4365,null,null,34
1513105,11596,267687,15634,33281,4668,32600,3570,27567,3784,135959,8262,26416,2460,8981,1789,2883,990,1245418,18167,72199,4866,87115,4741,84429,4583,651052,10322,248483,5461,74171,2485,27969,2430,11596,null,null,15634,null,null,4668,null,null,3570,null,null,3784,null,null,8262,null,null,2460,null,null,1789,null,null,990,null,null,18167,null,null,4866,null,null,4741,null,null,4583,null,null,10322,null,null,5461,null,null,2485,null,null,2430,null,null,35
12222119,30619,1339380,28248,130226,6743,121047,6646,111955,6468,703816,17844,173828,7427,60994,3763,37514,3016,10882739,35053,621702,9714,661594,11620,710894,8630,6086659,25669,1937829,12425,580888,7355,283173,6289,30619,null,null,28248,null,null,6743,null,null,6646,null,null,6468,null,null,17844,null,null,7427,null,null,3763,null,null,3016,null,null,35053,null,null,9714,null,null,11620,null,null,8630,null,null,25669,null,null,12425,null,null,7355,null,null,6289,null,null,36
6832499,14606,821496,22125,76636,5896,77332,6000,66156,5187,463791,13450,95462,5079,29288,2343,12831,1752,6011003,27823,348833,6894,402845,9702,424105,7232,3285040,16178,1101631,10261,337269,5762,111280,4390,14606,null,null,22125,null,null,5896,null,null,6000,null,null,5187,null,null,13450,null,null,5079,null,null,2343,null,null,1752,null,null,27823,null,null,6894,null,null,9702,null,null,7232,null,null,16178,null,null,10261,null,null,5762,null,null,4390,null,null,37
638906,3331,51234,5041,3643,1317,2815,1105,2081,747,32388,3552,6014,1232,2355,577,1938,886,587672,5389,47038,1802,42155,2398,39797,1969,326590,3858,92218,2183,27973,1554,11901,1337,3331,null,null,5041,null,null,1317,null,null,1105,null,null,747,null,null,3552,null,null,1232,null,null,577,null,null,886,null,null,5389,null,null,1802,null,null,2398,null,null,1969,null,null,3858,null,null,2183,null,null,1554,null,null,1337,null,null,38
9234467,12226,1063241,24582,100044,6265,103848,6465,84628,5760,598060,14285,119710,4659,39400,2843,17551,1817,8171226,24949,496851,7731,528560,9148,617330,8986,4427808,18025,1481016,10174,434621,6320,185040,5886,12226,null,null,24582,null,null,6265,null,null,6465,null,null,5760,null,null,14285,null,null,4659,null,null,2843,null,null,1817,null,null,24949,null,null,7731,null,null,9148,null,null,8986,null,null,18025,null,null,10174,null,null,6320,null,null,5886,null,null,39
2766966,8089,370066,11584,37755,3467,39854,2959,31721,2717,206328,6562,37147,2644,11406,1342,5855,951,2396900,13535,158289,3951,164508,4747,170646,4038,1285812,8581,432334,5446,138532,3230,46779,2666,8089,null,null,11584,null,null,3467,null,null,2959,null,null,2717,null,null,6562,null,null,2644,null,null,1342,null,null,951,null,null,13535,null,null,3951,null,null,4747,null,null,4038,null,null,8581,null,null,5446,null,null,3230,null,null,2666,null,null,40
3398129,13140,420984,14537,34638,4176,34946,3319,35117,3754,245543,9563,52946,3731,9908,1446,7886,1496,2977145,17087,178355,4465,187296,5745,195390,6135,1600083,11397,584227,6244,158947,3966,72847,3801,13140,null,null,14537,null,null,4176,null,null,3319,null,null,3754,null,null,9563,null,null,3731,null,null,1446,null,null,1496,null,null,17087,null,null,4465,null,null,5745,null,null,6135,null,null,11397,null,null,6244,null,null,3966,null,null,3801,null,null,41
10048613,16360,1015549,24820,90955,6835,97184,6017,84549,5874,555544,13958,119379,4700,43780,3156,24158,1995,9033064,26358,517787,7465,547724,7899,604917,8028,4870451,18090,1721723,11005,524487,8074,245975,7817,16360,null,null,24820,null,null,6835,null,null,6017,null,null,5874,null,null,13958,null,null,4700,null,null,3156,null,null,1995,null,null,26358,null,null,7465,null,null,7899,null,null,8028,null,null,18090,null,null,11005,null,null,8074,null,null,7817,null,null,42
819098,6585,87095,7436,6195,1973,6083,1566,7605,1691,49488,4458,12575,1852,3388,965,1761,765,732003,9240,38631,2809,38103,2545,51522,2753,406104,6710,137366,3041,39540,1999,20737,1748,6585,null,null,7436,null,null,1973,null,null,1566,null,null,1691,null,null,4458,null,null,1852,null,null,965,null,null,765,null,null,9240,null,null,2809,null,null,2545,null,null,2753,null,null,6710,null,null,3041,null,null,1999,null,null,1748,null,null,44
3261413,10481,353323,14424,35471,3766,35277,3563,26505,3047,199216,9061,40452,3359,11583,1710,4819,1054,2908090,17033,172591,4406,188663,6190,198860,5787,1540605,12522,583481,6779,164511,3825,59379,3349,10481,null,null,14424,null,null,3766,null,null,3563,null,null,3047,null,null,9061,null,null,3359,null,null,1710,null,null,1054,null,null,17033,null,null,4406,null,null,6190,null,null,5787,null,null,12522,null,null,6779,null,null,3825,null,null,3349,null,null,45
711738,2864,62799,4895,5216,1338,5074,1183,3424,1056,33042,3100,9132,1653,3724,1052,3187,831,648939,4895,48960,1739,48696,2034,47956,2246,342971,4659,114287,3282,32917,1855,13152,1682,2864,null,null,4895,null,null,1338,null,null,1183,null,null,1056,null,null,3100,null,null,1653,null,null,1052,null,null,831,null,null,4895,null,null,1739,null,null,2034,null,null,2246,null,null,4659,null,null,3282,null,null,1855,null,null,1682,null,null,46
5069130,9776,667461,21409,62725,5183,62810,5570,57691,6045,375576,12202,77586,4663,21694,2227,9379,1461,4401669,21699,273440,6455,284117,6913,321964,6806,2397553,13400,803530,8418,243386,4133,77679,3751,9776,null,null,21409,null,null,5183,null,null,5570,null,null,6045,null,null,12202,null,null,4663,null,null,2227,null,null,1461,null,null,21699,null,null,6455,null,null,6913,null,null,6806,null,null,13400,null,null,8418,null,null,4133,null,null,3751,null,null,47
20289624,43115,2962647,54132,392715,13692,384574,12711,336059,11895,1482182,32982,250394,9250,83411,4922,33312,2883,17326977,58316,1307467,16045,1381696,17515,1395839,19043,9788509,36927,2491412,13387,705787,8883,256267,7156,43115,null,null,54132,null,null,13692,null,null,12711,null,null,11895,null,null,32982,null,null,9250,null,null,4922,null,null,2883,null,null,58316,null,null,16045,null,null,17515,null,null,19043,null,null,36927,null,null,13387,null,null,8883,null,null,7156,null,null,48
2595100,10753,232256,13809,26839,3589,23772,3750,17669,2202,136886,8516,17432,1959,6960,1575,2698,704,2362844,17775,225502,5547,240298,5602,227890,6695,1269322,10491,288198,4259,80638,2223,30996,2289,10753,null,null,13809,null,null,3589,null,null,3750,null,null,2202,null,null,8516,null,null,1959,null,null,1575,null,null,704,null,null,17775,null,null,5547,null,null,5602,null,null,6695,null,null,10491,null,null,4259,null,null,2223,null,null,2289,null,null,49
568311,1622,65762,5512,5847,1429,5140,1227,4698,1389,37017,3260,9117,1548,2315,684,1628,623,502549,5766,26580,1593,30599,2073,32691,1997,272346,3770,102280,2022,27244,1269,10809,1032,1622,null,null,5512,null,null,1429,null,null,1227,null,null,1389,null,null,3260,null,null,1548,null,null,684,null,null,623,null,null,5766,null,null,1593,null,null,2073,null,null,1997,null,null,3770,null,null,2022,null,null,1269,null,null,1032,null,null,50
5551128,12134,489812,18824,36808,4115,40984,4039,38319,4108,289446,10499,55864,4097,19464,2156,8927,1595,5061316,22120,326770,5459,345124,6845,349790,7058,2809729,14091,884894,8024,250711,4611,94298,4881,12134,null,null,18824,null,null,4115,null,null,4039,null,null,4108,null,null,10499,null,null,4097,null,null,2156,null,null,1595,null,null,22120,null,null,5459,null,null,6845,null,null,7058,null,null,14091,null,null,8024,null,null,4611,null,null,4881,null,null,51
5426455,14500,532179,17749,43144,4064,42387,4051,35960,3515,314934,10717,67338,4315,18317,2101,10099,1635,4894276,21613,312061,6001,324989,7305,331140,6653,2701225,15691,889755,8044,236192,5163,98914,4603,14500,null,null,17749,null,null,4064,null,null,4051,null,null,3515,null,null,10717,null,null,4315,null,null,2101,null,null,1635,null,null,21613,null,null,6001,null,null,7305,null,null,6653,null,null,15691,null,null,8044,null,null,5163,null,null,4603,null,null,53
1664366,2744,289804,12542,27833,2885,26768,3317,22140,3042,168575,7775,31378,2880,8195,1559,4915,1208,1374562,12614,77207,3300,85924,3994,93050,3483,718348,7659,285428,5088,84040,2421,30565,2077,2744,null,null,12542,null,null,2885,null,null,3317,null,null,3042,null,null,7775,null,null,2880,null,null,1559,null,null,1208,null,null,12614,null,null,3300,null,null,3994,null,null,3483,null,null,7659,null,null,5088,null,null,2421,null,null,2077,null,null,54
4825651,8655,445705,14927,38237,3847,33063,3285,32628,2860,257075,8433,53935,3075,19011,1998,11756,1336,4379946,15695,262269,4307,295782,6106,317859,5653,2387432,10453,787923,5654,231351,4029,97330,3880,8655,null,null,14927,null,null,3847,null,null,3285,null,null,2860,null,null,8433,null,null,3075,null,null,1998,null,null,1336,null,null,15695,null,null,4307,null,null,6106,null,null,5653,null,null,10453,null,null,5654,null,null,4029,null,null,3880,null,null,55
527256,2499,55167,5404,4121,1221,4082,1473,2393,851,33296,3290,8412,1788,1947,715,916,488,472089,5446,36490,1917,39558,2759,35451,2233,249862,3883,82530,2917,20656,1255,7542,1216,2499,null,null,5404,null,null,1221,null,null,1473,null,null,851,null,null,3290,null,null,1788,null,null,715,null,null,488,null,null,5446,null,null,1917,null,null,2759,null,null,2233,null,null,3883,null,null,2917,null,null,1255,null,null,1216,null,null,56
2259896,20416,927176,23781,80249,4429,78610,5415,84190,5235,465140,13482,138141,6151,58263,3394,22583,1983,1332720,26722,50573,4042,68831,5136,89966,4739,740510,15538,263982,7736,85942,3486,32916,2502,20416,null,null,23781,null,null,4429,null,null,5415,null,null,5235,null,null,13482,null,null,6151,null,null,3394,null,null,1983,null,null,26722,null,null,4042,null,null,5136,null,null,4739,null,null,15538,null,null,7736,null,null,3486,null,null,2502,null,null,72
3247640,7147,414184,16356,37081,3710,36305,3805,35590,4495,229838,10022,51833,3917,17322,2171,6215,1109,2833456,18478,174243,5183,188261,5276,203036,5812,1519583,13686,525893,6805,164580,4191,57860,3866,7147,null,null,16356,null,null,3710,null,null,3805,null,null,4495,null,null,10022,null,null,3917,null,null,2171,null,null,1109,null,null,18478,null,null,5183,null,null,5276,null,null,5812,null,null,13686,null,null,6805,null,null,4191,null,null,3866,null,null,01
468207,3300,31607,4831,2978,1099,4071,1976,2553,957,18987,2476,2543,703,361,270,114,142,436600,5782,30699,1632,29916,2474,29050,1747,260833,3799,69677,2016,12086,816,4339,705,3300,null,null,4831,null,null,1099,null,null,1976,null,null,957,null,null,2476,null,null,703,null,null,270,null,null,142,null,null,5782,null,null,1632,null,null,2474,null,null,1747,null,null,3799,null,null,2016,null,null,816,null,null,705,null,null,02
5141187,21897,718658,21553,70025,5710,80110,5327,69940,5648,373340,12850,86525,5285,27004,2234,11714,1731,4422529,27513,271728,6805,290853,7062,308757,8044,2284220,17733,867814,7115,295155,4898,104002,4664,21897,null,null,21553,null,null,5710,null,null,5327,null,null,5648,null,null,12850,null,null,5285,null,null,2234,null,null,1731,null,null,27513,null,null,6805,null,null,7062,null,null,8044,null,null,17733,null,null,7115,null,null,4898,null,null,4664,null,null,04
2229548,6343,315213,13657,32212,3647,29284,3185,27570,3086,168775,7691,39624,4220,12239,1864,5509,971,1914335,14982,117717,4408,134556,5784,142288,5580,1015584,9614,351075,5319,113471,3588,39644,3115,6343,null,null,13657,null,null,3647,null,null,3185,null,null,3086,null,null,7691,null,null,4220,null,null,1864,null,null,971,null,null,14982,null,null,4408,null,null,5784,null,null,5580,null,null,9614,null,null,5319,null,null,3588,null,null,3115,null,null,05
23014884,62899,2940103,52384,309667,11527,314014,12524,279875,11894,1565101,33020,317833,10527,97162,4798,56451,4139,20074781,68084,1287758,15926,1343950,22677,1411156,18585,11350036,43386,3264808,16456,968627,9041,448446,9969,62899,null,null,52384,null,null,11527,null,null,12524,null,null,11894,null,null,33020,null,null,10527,null,null,4798,null,null,4139,null,null,68084,null,null,15926,null,null,22677,null,null,18585,null,null,43386,null,null,16456,null,null,9041,null,null,9969,null,null,06
4557997,13282,460167,16155,38757,4249,42958,3926,37067,3626,269241,9920,51239,3833,14924,2002,5981,1057,4097830,20042,270915,6015,298394,7232,295801,6885,2347705,14115,654131,7146,168173,4056,62711,3398,13282,null,null,16155,null,null,4249,null,null,3926,null,null,3626,null,null,9920,null,null,3833,null,null,2002,null,null,1057,null,null,20042,null,null,6015,null,null,7232,null,null,6885,null,null,14115,null,null,7146,null,null,4056,null,null,3398,null,null,08
2671377,12735,204485,11338,15184,2251,15458,2761,19221,3113,113925,7066,24919,2541,8220,1246,7558,1421,2466892,14525,130570,3721,154138,5390,182128,4163,1343541,10934,458923,5449,132052,3419,65540,3343,12735,null,null,11338,null,null,2251,null,null,2761,null,null,3113,null,null,7066,null,null,2541,null,null,1246,null,null,1421,null,null,14525,null,null,3721,null,null,5390,null,null,4163,null,null,10934,null,null,5449,null,null,3419,null,null,3343,null,null,09
644580,5094,58145,5580,5352,1910,5785,1585,4069,1352,31464,3262,7836,1536,2625,911,1014,484,586435,6203,32651,2348,33868,2149,40437,2505,310433,4543,119467,2754,35671,1764,13908,1623,5094,null,null,5580,null,null,1910,null,null,1585,null,null,1352,null,null,3262,null,null,1536,null,null,911,null,null,484,null,null,6203,null,null,2348,null,null,2149,null,null,2505,null,null,4543,null,null,2754,null,null,1764,null,null,1623,null,null,10
260919,3847,20522,3242,269,329,410,337,105,183,17940,2835,1165,568,443,367,190,315,240397,4730,15915,1016,9219,1041,5999,850,172506,3738,26888,1388,7598,964,2272,842,3847,null,null,3242,null,null,329,null,null,337,null,null,183,null,null,2835,null,null,568,null,null,367,null,null,315,null,null,4730,null,null,1016,null,null,1041,null,null,850,null,null,3738,null,null,1388,null,null,964,null,null,842,null,null,11
