C02003_001E,C02003_001M,C02003_002E,C02003_002M,C02003_003E,C02003_003M,C02003_004E,C02003_004M,C02003_005E,C02003_005M,C02003_006E,C02003_006M,C02003_007E,C02003_007M,C02003_008E,C02003_008M,C02003_009E,C02003_009M,C02003_010E,C02003_010M,C02003_011E,C02003_011M,C02003_012E,C02003_012M,C02003_013E,C02003_013M,C02003_014E,C02003_014M,C02003_015E,C02003_015M,C02003_016E,C02003_016M,C02003_017E,C02003_017M,C02003_018E,C02003_018M,C02003_019E,C02003_019M,C02003_001M,C02003_001EA,C02003_001MA,C02003_002M,C02003_002EA,C02003_002MA,C02003_003M,C02003_003EA,C02003_003MA,C02003_004M,C02003_004EA,C02003_004MA,C02003_005M,C02003_005EA,C02003_005MA,C02003_006M,C02003_006EA,C02003_006MA,C02003_007M,C02003_007EA,C02003_007MA,C02003_008M,C02003_008EA,C02003_008MA,C02003_009M,C02003_009EA,C02003_009MA,C02003_010M,C02003_010EA,C02003_010MA,C02003_011M,C02003_011EA,C02003_011MA,C02003_012M,C02003_012EA,C02003_012MA,C02003_013M,C02003_013EA,C02003_013MA,C02003_014M,C02003_014EA,C02003_014MA,C02003_015M,C02003_015EA,C02003_015MA,C02003_016M,C02003_016EA,C02003_016MA,C02003_017M,C02003_017EA,C02003_017MA,C02003_018M,C02003_018EA,C02003_018MA,C02003_019M,C02003_019EA,C02003_019MA,state
20612439,-555555555,20079688,22197,15574165,29122,3310428,22138,52738,5590,559393,7440,12540,2425,570424,25434,532751,22197,87007,8723,445744,19815,487436,20450,187496,13732,79875,6174,87878,6633,9467,2456,122720,10388,41954,7419,3361,1441,-555555555,null,*****,22197,null,null,29122,null,null,22138,null,null,5590,null,null,7440,null,null,2425,null,null,25434,null,null,22197,null,null,8723,null,null,19815,null,null,20450,null,null,13732,null,null,6174,null,null,6633,null,null,2456,null,null,10388,null,null,7419,null,null,1441,null,null,12
10310371,-555555555,10051915,13861,6054861,18041,3254495,14771,37939,5767,398897,6597,6503,2014,299220,21983,258456,13861,39125,5742,219331,13487,233214,12294,88566,8407,31169,4320,45003,4951,14686,3708,53790,6470,21427,4389,3815,1547,-555555555,null,*****,13861,null,null,18041,null,null,14771,null,null,5767,null,null,6597,null,null,2014,null,null,21983,null,null,13861,null,null,5742,null,null,13487,null,null,12294,null,null,8407,null,null,4320,null,null,4951,null,null,3708,null,null,6470,null,null,4389,null,null,1547,null,null,13
1428557,-555555555,1086878,13209,357994,5134,25898,2036,2649,849,543448,10631,144568,6675,12321,2548,341679,13209,9171,1745,332508,13205,219926,10675,6995,1469,9798,1435,75351,6638,1324,846,126458,8430,106669,7631,15084,3101,-555555555,null,*****,13209,null,null,5134,null,null,2036,null,null,849,null,null,10631,null,null,6675,null,null,2548,null,null,13209,null,null,1745,null,null,13205,null,null,10675,null,null,1469,null,null,1435,null,null,6638,null,null,846,null,null,8430,null,null,7631,null,null,3101,null,null,15
1683140,-555555555,1641070,3150,1510119,7573,11437,2001,26596,2540,24406,2239,2375,1144,66137,7319,42070,3150,6791,2455,35279,2757,39979,3078,5295,1841,13995,2034,9756,2223,317,298,10616,2570,1917,864,174,301,-555555555,null,*****,3150,null,null,7573,null,null,2001,null,null,2540,null,null,2239,null,null,1144,null,null,7319,null,null,3150,null,null,2455,null,null,2757,null,null,3078,null,null,1841,null,null,2034,null,null,2223,null,null,298,null,null,2570,null,null,864,null,null,301,null,null,16
12801539,-555555555,12480128,13961,9123763,24574,1813477,9631,30470,3672,684783,5820,4851,1396,822784,24826,321411,13961,67653,6745,253758,12627,299092,13165,93595,8524,40797,3794,75143,6073,8818,1869,80739,7065,18974,2700,3345,1402,-555555555,null,*****,13961,null,null,24574,null,null,9631,null,null,3672,null,null,5820,null,null,1396,null,null,24826,null,null,13961,null,null,6745,null,null,12627,null,null,13165,null,null,8524,null,null,3794,null,null,6073,null,null,1869,null,null,7065,null,null,2700,null,null,1402,null,null,17
6633053,-555555555,6474410,8640,5536418,10307,617745,7312,17515,2431,141451,4471,3526,1505,157755,11013,158643,8640,19324,3690,139319,7958,151025,8220,74924,5666,24980,2600,25729,3557,2398,1257,22994,3594,7561,2030,57,80,-555555555,null,*****,8640,null,null,10307,null,null,7312,null,null,2431,null,null,4471,null,null,1505,null,null,11013,null,null,8640,null,null,3690,null,null,7958,null,null,8220,null,null,5666,null,null,2600,null,null,3557,null,null,1257,null,null,3594,null,null,2030,null,null,80,null,null,18
3134693,-555555555,3077400,3933,2834162,5131,111867,3477,10488,1711,74805,2572,3949,1754,42129,4612,57293,3933,3661,1388,53632,3884,54274,3752,25713,2944,11606,1389,10381,1663,1071,623,5503,1526,2832,1180,187,163,-555555555,null,*****,3933,null,null,5131,null,null,3477,null,null,1711,null,null,2572,null,null,1754,null,null,4612,null,null,3933,null,null,1388,null,null,3884,null,null,3752,null,null,2944,null,null,1389,null,null,1663,null,null,623,null,null,1526,null,null,1180,null,null,163,null,null,19
2907289,-555555555,2803923,5640,2458966,7467,166551,4607,21620,2567,79741,3466,2922,1343,74123,7806,103366,5640,9093,2160,94273,5586,94682,5301,32561,3793,29372,2565,16110,2752,4019,1750,12620,2610,8053,2259,631,616,-555555555,null,*****,5640,null,null,7467,null,null,4607,null,null,2567,null,null,3466,null,null,1343,null,null,7806,null,null,5640,null,null,2160,null,null,5586,null,null,5301,null,null,3793,null,null,2565,null,null,2752,null,null,1750,null,null,2610,null,null,2259,null,null,616,null,null,20
4436974,-555555555,4344839,6909,3866333,6634,366157,6162,11140,2294,61311,2866,2307,1047,37591,5245,92135,6909,9385,1825,82750,6265,88589,6822,45831,4957,16024,2140,12575,2298,2535,994,11624,2093,3502,1019,44,77,-555555555,null,*****,6909,null,null,6634,null,null,6162,null,null,2294,null,null,2866,null,null,1047,null,null,5245,null,null,6909,null,null,1825,null,null,6265,null,null,6822,null,null,4957,null,null,2140,null,null,2298,null,null,994,null,null,2093,null,null,1019,null,null,77,null,null,21
4681666,-555555555,4588917,8594,2901495,5946,1514755,7221,25508,2617,77921,2506,1030,495,68208,6424,92749,8594,7506,2320,85243,7721,82652,7662,32770,4685,24896,4067,11400,2148,3447,1509,10139,2542,9744,3191,353,359,-555555555,null,*****,8594,null,null,5946,null,null,7221,null,null,2617,null,null,2506,null,null,495,null,null,6424,null,null,8594,null,null,2320,null,null,7721,null,null,7662,null,null,4685,null,null,4067,null,null,2148,null,null,1509,null,null,2542,null,null,3191,null,null,359,null,null,22
