B16007_001E,B16007_001M,B16007_002E,B16007_002M,B16007_003E,B16007_003M,B16007_004E,B16007_004M,B16007_005E,B16007_005M,B16007_006E,B16007_006M,B16007_007E,B16007_007M,B16007_008E,B16007_008M,B16007_009E,B16007_009M,B16007_010E,B16007_010M,B16007_011E,B16007_011M,B16007_012E,B16007_012M,B16007_013E,B16007_013M,B16007_014E,B16007_014M,B16007_015E,B16007_015M,B16007_016E,B16007_016M,B16007_017E,B16007_017M,B16007_018E,B16007_018M,B16007_019E,B16007_019M,B16007_001M,B16007_001EA,B16007_001MA,B16007_002M,B16007_002EA,B16007_002MA,B16007_003M,B16007_003EA,B16007_003MA,B16007_004M,B16007_004EA,B16007_004MA,B16007_005M,B16007_005EA,B16007_005MA,B16007_006M,B16007_006EA,B16007_006MA,B16007_007M,B16007_007EA,B16007_007MA,B16007_008M,B16007_008EA,B16007_008MA,B16007_009M,B16007_009EA,B16007_009MA,B16007_010M,B16007_010EA,B16007_010MA,B16007_011M,B16007_011EA,B16007_011MA,B16007_012M,B16007_012EA,B16007_012MA,B16007_013M,B16007_013EA,B16007_013MA,B16007_014M,B16007_014EA,B16007_014MA,B16007_015M,B16007_015EA,B16007_015MA,B16007_016M,B16007_016EA,B16007_016MA,B16007_017M,B16007_017EA,B16007_017MA,B16007_018M,B16007_018EA,B16007_018MA,B16007_019M,B16007_019EA,B16007_019MA,state
19494972,2952,3027673,4366,2163515,15651,673926,11793,134924,8693,36338,4041,18970,3580,12376535,5617,8482813,31057,2906972,20069,669248,22218,224133,8800,93369,8691,4090764,4013,3238335,11112,567753,5662,216194,9157,49650,3671,18832,2436,2952,null,null,4366,null,null,15651,null,null,11793,null,null,8693,null,null,4041,null,null,3580,null,null,5617,null,null,31057,null,null,20069,null,null,22218,null,null,8800,null,null,8691,null,null,4013,null,null,11112,null,null,5662,null,null,9157,null,null,3671,null,null,2436,null,null,12
9655493,4445,1855732,4692,1566120,10333,206900,6990,37487,4673,30280,3680,14945,4484,6440627,4798,5469141,15994,529766,8428,188852,11738,173871,7861,78997,9071,1359134,4105,1268783,4798,31554,2569,30282,3315,21836,2634,6679,1873,4445,null,null,4692,null,null,10333,null,null,6990,null,null,4673,null,null,3680,null,null,4484,null,null,4798,null,null,15994,null,null,8428,null,null,11738,null,null,7861,null,null,9071,null,null,4105,null,null,4798,null,null,2569,null,null,3315,null,null,2634,null,null,1873,null,null,13
1337835,28,217043,756,173188,4603,4524,1540,1797,818,36120,4254,1414,686,877251,884,638501,9478,21687,2916,12111,1916,197736,9257,7216,1816,243541,614,171331,3818,2600,795,2786,878,65052,3570,1772,715,28,null,null,756,null,null,4603,null,null,1540,null,null,818,null,null,4254,null,null,686,null,null,884,null,null,9478,null,null,2916,null,null,1916,null,null,9257,null,null,1816,null,null,614,null,null,3818,null,null,795,null,null,878,null,null,3570,null,null,715,null,null,15
1568997,1710,322314,2066,281494,3545,33382,2971,3799,1165,2325,872,1314,1035,990521,1970,875283,4887,85538,4034,17950,3188,7449,1555,4301,1616,256162,1730,242212,2149,7940,1345,3653,1116,1389,667,968,491,1710,null,null,2066,null,null,3545,null,null,2971,null,null,1165,null,null,872,null,null,1035,null,null,1970,null,null,4887,null,null,4034,null,null,3188,null,null,1555,null,null,1616,null,null,1730,null,null,2149,null,null,1345,null,null,1116,null,null,667,null,null,491,null,null,16
12032049,2349,2153229,2636,1639503,12007,368740,9072,83170,5551,39252,3107,22564,4406,8005990,3403,6053850,18387,1145369,10991,455441,13530,261171,7241,90159,8677,1872830,3297,1577452,5471,110269,2795,119659,5270,53282,2762,12168,1809,2349,null,null,2636,null,null,12007,null,null,9072,null,null,5551,null,null,3107,null,null,4406,null,null,3403,null,null,18387,null,null,10991,null,null,13530,null,null,7241,null,null,8677,null,null,3297,null,null,5471,null,null,2795,null,null,5270,null,null,2762,null,null,1809,null,null,17
6212686,3036,1157166,3955,1036467,7240,79402,5120,22578,2912,12955,1951,5764,2427,4062181,3450,3683369,10188,206102,6864,84751,5701,66165,4397,21794,3538,993339,2635,950036,2883,16607,1342,18277,1980,6449,1089,1970,1055,3036,null,null,3955,null,null,7240,null,null,5120,null,null,2912,null,null,1951,null,null,2427,null,null,3450,null,null,10188,null,null,6864,null,null,5701,null,null,4397,null,null,3538,null,null,2635,null,null,2883,null,null,1342,null,null,1980,null,null,1089,null,null,1055,null,null,18
2937206,1804,529480,2382,477637,3536,30902,2205,8936,1870,6804,1267,5201,1664,1893984,2438,1733353,5725,82808,3306,33669,3638,32906,2789,11248,2264,513742,1794,500062,2051,4496,790,5337,1031,2812,770,1035,746,1804,null,null,2382,null,null,3536,null,null,2205,null,null,1870,null,null,1267,null,null,1664,null,null,2438,null,null,5725,null,null,3306,null,null,3638,null,null,2789,null,null,2264,null,null,1794,null,null,2051,null,null,790,null,null,1031,null,null,770,null,null,746,null,null,19
2709883,1979,517513,2276,441644,3903,58771,3357,7865,1503,7209,1424,2024,783,1754699,3285,1535262,7525,141721,4710,30423,3551,38383,4498,8910,2094,437671,2077,417072,2294,10295,1332,5002,971,4497,588,805,519,1979,null,null,2276,null,null,3903,null,null,3357,null,null,1503,null,null,1424,null,null,783,null,null,3285,null,null,7525,null,null,4710,null,null,3551,null,null,4498,null,null,2094,null,null,2077,null,null,2294,null,null,1332,null,null,971,null,null,588,null,null,519,null,null,20
4164025,2784,739508,3715,692369,5637,25465,2633,10045,2511,4972,1102,6657,2413,2736992,3378,2580332,6045,76013,3939,41111,4817,25682,2141,13854,2695,687525,2148,674257,2322,4769,1058,5549,1096,2356,572,594,346,2784,null,null,3715,null,null,5637,null,null,2633,null,null,2511,null,null,1102,null,null,2413,null,null,3378,null,null,6045,null,null,3939,null,null,4817,null,null,2141,null,null,2695,null,null,2148,null,null,2322,null,null,1058,null,null,1096,null,null,572,null,null,346,null,null,21
4374703,3568,810318,3613,759082,5477,33044,3260,7337,1641,7491,1021,3364,2054,2890206,3354,2651793,7652,122691,5234,65386,4834,39358,3017,10978,2341,674179,2520,610850,3251,11425,1439,45004,2859,5665,913,1235,585,3568,null,null,3613,null,null,5477,null,null,3260,null,null,1641,null,null,1021,null,null,2054,null,null,3354,null,null,7652,null,null,5234,null,null,4834,null,null,3017,null,null,2341,null,null,2520,null,null,3251,null,null,1439,null,null,2859,null,null,913,null,null,585,null,null,22
1267538,938,191010,1119,182013,1812,1950,692,2890,1074,1392,668,2765,1095,819876,1220,772991,3709,8054,1410,23817,3166,8811,1508,6203,1424,256652,995,234133,2369,820,326,19689,1972,1212,522,798,475,938,null,null,1119,null,null,1812,null,null,692,null,null,1074,null,null,668,null,null,1095,null,null,1220,null,null,3709,null,null,1410,null,null,3166,null,null,1508,null,null,1424,null,null,995,null,null,2369,null,null,326,null,null,1972,null,null,522,null,null,475,null,null,23
5653552,1594,983257,1737,797177,8002,102833,3808,36068,4312,28794,2551,18385,3248,3793847,2026,3018794,13503,339204,6344,182014,9875,153261,5581,100574,8057,876448,1572,768513,3926,25706,1681,39328,3256,32466,1744,10435,1757,1594,null,null,1737,null,null,8002,null,null,3808,null,null,4312,null,null,2551,null,null,3248,null,null,2026,null,null,13503,null,null,6344,null,null,9875,null,null,5581,null,null,8057,null,null,1572,null,null,3926,null,null,1681,null,null,3256,null,null,1744,null,null,1757,null,null,24
6452005,1483,1019173,1634,782047,7712,112547,4681,75598,5420,35038,3237,13943,3485,4358407,1893,3250382,16716,424822,8002,408055,13002,208580,7174,66568,5891,1074425,1518,892347,5184,41203,1494,102903,4289,30321,1804,7651,1184,1483,null,null,1634,null,null,7712,null,null,4681,null,null,5420,null,null,3237,null,null,3485,null,null,1893,null,null,16716,null,null,8002,null,null,13002,null,null,7174,null,null,5891,null,null,1518,null,null,5184,null,null,1494,null,null,4289,null,null,1804,null,null,1184,null,null,25
9356637,2272,1619520,2705,1448146,7609,69254,4168,39728,3925,22119,1931,40273,4432,6128052,2670,5512022,13032,187704,6191,176366,7844,119117,5052,132843,8153,1609065,2103,1504636,3592,19909,1733,49679,2745,16503,1539,18338,1920,2272,null,null,2705,null,null,7609,null,null,4168,null,null,3925,null,null,1931,null,null,4432,null,null,2670,null,null,13032,null,null,6191,null,null,7844,null,null,5052,null,null,8153,null,null,2103,null,null,3592,null,null,1733,null,null,2745,null,null,1539,null,null,1920,null,null,26
5168872,1829,937543,1975,806846,6748,55459,3436,14061,2222,33582,2582,27595,4377,3400994,2730,2980812,10127,137878,4108,71202,5684,129189,3675,81913,5564,830335,1898,783487,2968,9826,1379,16256,1960,12686,960,8080,1536,1829,null,null,1975,null,null,6748,null,null,3436,null,null,2222,null,null,2582,null,null,4377,null,null,2730,null,null,10127,null,null,4108,null,null,5684,null,null,3675,null,null,5564,null,null,1898,null,null,2968,null,null,1379,null,null,1960,null,null,960,null,null,1536,null,null,27
2801896,2989,536323,3318,511949,3584,18276,2559,1905,742,1986,830,2207,1032,1815939,2635,1741050,3896,46307,2800,9700,1662,12268,2157,6614,1320,449634,2039,441221,2440,2751,891,3690,1359,1533,713,439,372,2989,null,null,3318,null,null,3584,null,null,2559,null,null,742,null,null,830,null,null,1032,null,null,2635,null,null,3896,null,null,2800,null,null,1662,null,null,2157,null,null,1320,null,null,2039,null,null,2440,null,null,891,null,null,1359,null,null,713,null,null,372,null,null,28
5721468,2913,1018532,2888,945326,5386,35392,2700,20879,3027,10429,1776,6506,2143,3725957,3645,3472835,10160,101859,4077,72116,6762,56981,3953,22166,3959,976979,2726,945137,3147,10025,1323,13033,1669,6441,1396,2343,866,2913,null,null,2888,null,null,5386,null,null,2700,null,null,3027,null,null,1776,null,null,2143,null,null,3645,null,null,10160,null,null,4077,null,null,6762,null,null,3953,null,null,3959,null,null,2726,null,null,3147,null,null,1323,null,null,1669,null,null,1396,null,null,866,null,null,29
981377,1458,167531,2117,162274,2576,2295,892,1011,502,149,163,1802,654,629965,1875,603856,3320,8094,1462,8605,1992,3665,933,5745,1179,183881,964,178863,1232,1302,511,2332,709,323,268,1061,407,1458,null,null,2117,null,null,2576,null,null,892,null,null,502,null,null,163,null,null,654,null,null,1875,null,null,3320,null,null,1462,null,null,1992,null,null,933,null,null,1179,null,null,964,null,null,1232,null,null,511,null,null,709,null,null,268,null,null,407,null,null,30
1774959,1865,341928,1878,293771,2602,36790,2529,3064,1281,5197,1430,3106,1604,1147741,1498,1004494,4528,93921,3262,16992,2340,20235,2741,12099,2912,285290,1336,272866,1129,6214,1236,3818,661,2054,549,338,236,1865,null,null,1878,null,null,2602,null,null,2529,null,null,1281,null,null,1430,null,null,1604,null,null,1498,null,null,4528,null,null,3262,null,null,2340,null,null,2741,null,null,2912,null,null,1336,null,null,1129,null,null,1236,null,null,661,null,null,549,null,null,236,null,null,31
2756697,1011,494141,1134,325939,6130,146143,5606,5269,1727,13266,1950,3524,1471,1820795,1247,1231292,10274,415677,8130,41091,4804,111779,5161,20956,3615,441761,1269,353345,3079,38010,2477,15407,1947,32475,1823,2524,645,1011,null,null,1134,null,null,6130,null,null,5606,null,null,1727,null,null,1950,null,null,1471,null,null,1247,null,null,10274,null,null,8130,null,null,4804,null,null,5161,null,null,3615,null,null,1269,null,null,3079,null,null,2477,null,null,1947,null,null,1823,null,null,645,null,null,32
1270317,1242,195363,1040,180609,2242,5119,1081,3988,1104,3273,998,2374,1078,848022,1459,782041,4237,20298,2408,24756,2871,14511,1940,6416,1925,226932,1160,209508,1689,2007,675,13356,1728,1574,815,487,301,1242,null,null,1040,null,null,2242,null,null,1081,null,null,1104,null,null,998,null,null,1078,null,null,1459,null,null,4237,null,null,2408,null,null,2871,null,null,1940,null,null,1925,null,null,1160,null,null,1689,null,null,675,null,null,1728,null,null,815,null,null,301,null,null,33
8424299,1246,1464269,1472,1018342,9873,272761,7953,89788,5665,56877,3807,26501,3999,5587875,1726,3685091,17747,996408,9379,496080,15809,303338,10926,106958,6891,1372155,1531,1048447,5954,124959,2711,126648,5867,58895,2654,13206,1996,1246,null,null,1472,null,null,9873,null,null,7953,null,null,5665,null,null,3807,null,null,3999,null,null,1726,null,null,17747,null,null,9379,null,null,15809,null,null,10926,null,null,6891,null,null,1531,null,null,5954,null,null,2711,null,null,5867,null,null,2654,null,null,1996,null,null,34
1955889,1342,364388,1766,256566,6617,85222,6042,3942,1104,2778,834,15880,2456,1249440,1752,803321,11503,342700,8682,17962,3003,13259,1917,72198,4967,342061,1502,221714,3678,96377,3167,5108,1357,2675,1025,16187,910,1342,null,null,1766,null,null,6617,null,null,6042,null,null,1104,null,null,834,null,null,2456,null,null,1752,null,null,11503,null,null,8682,null,null,3003,null,null,1917,null,null,4967,null,null,1502,null,null,3678,null,null,3167,null,null,1357,null,null,1025,null,null,910,null,null,35
18586270,2442,3020367,2571,2073618,15055,506841,8322,250874,10314,115342,5260,73692,7804,12535122,3349,8500411,24368,2008797,14474,1082734,18694,707893,14102,235287,11884,3030781,2884,2242486,10108,302392,3546,308538,9005,142683,3513,34682,3062,2442,null,null,2571,null,null,15055,null,null,8322,null,null,10314,null,null,5260,null,null,7804,null,null,3349,null,null,24368,null,null,14474,null,null,18694,null,null,14102,null,null,11884,null,null,2884,null,null,10108,null,null,3546,null,null,9005,null,null,3513,null,null,3062,null,null,36
9552195,4096,1702301,4760,1439172,7743,199219,6201,24051,3326,24591,2226,15268,3431,6281303,5245,5512040,12427,484050,7788,124804,8114,116375,6261,44034,5736,1568591,3631,1498377,4116,26914,2498,26634,3050,13233,1775,3433,1137,4096,null,null,4760,null,null,7743,null,null,6201,null,null,3326,null,null,2226,null,null,3431,null,null,5245,null,null,12427,null,null,7788,null,null,8114,null,null,6261,null,null,5736,null,null,3631,null,null,4116,null,null,2498,null,null,3050,null,null,1775,null,null,1137,null,null,37
703055,1333,119697,1738,114459,1891,3279,1344,1107,566,417,363,435,408,473507,1351,446296,2772,9507,1768,10007,2277,3793,994,3904,1387,109851,941,105411,1184,200,142,3276,710,144,120,820,389,1333,null,null,1738,null,null,1891,null,null,1344,null,null,566,null,null,363,null,null,408,null,null,1351,null,null,2772,null,null,1768,null,null,2277,null,null,994,null,null,1387,null,null,941,null,null,1184,null,null,142,null,null,710,null,null,120,null,null,389,null,null,38
10921628,2813,1916226,3621,1779656,7729,51909,4200,49090,3870,17716,2773,17855,3826,7120488,3390,6582516,11695,167939,5143,188558,9596,96557,6362,84918,7194,1884914,2862,1798205,4676,17913,1560,48803,3164,10740,1625,9253,1943,2813,null,null,3621,null,null,7729,null,null,4200,null,null,3870,null,null,2773,null,null,3826,null,null,3390,null,null,11695,null,null,5143,null,null,9596,null,null,6362,null,null,7194,null,null,2862,null,null,4676,null,null,1560,null,null,3164,null,null,1625,null,null,1943,null,null,39
3659465,1583,697860,1876,611205,4684,69314,4357,4348,931,8975,1495,4018,2107,2373313,2209,2110565,6279,174258,4295,24584,2562,44185,2833,19721,2840,588292,1936,562285,2214,11829,1163,4272,755,5700,773,4206,672,1583,null,null,1876,null,null,4684,null,null,4357,null,null,931,null,null,1495,null,null,2107,null,null,2209,null,null,6279,null,null,4295,null,null,2562,null,null,2833,null,null,2840,null,null,1936,null,null,2214,null,null,1163,null,null,755,null,null,773,null,null,672,null,null,40
