B15002E_001E,B15002E_001M,B15002E_002E,B15002E_002M,B15002E_003E,B15002E_003M,B15002E_004E,B15002E_004M,B15002E_005E,B15002E_005M,B15002E_006E,B15002E_006M,B15002E_007E,B15002E_007M,B15002E_008E,B15002E_008M,B15002E_009E,B15002E_009M,B15002E_010E,B15002E_010M,B15002E_011E,B15002E_011M,B15002E_012E,B15002E_012M,B15002E_013E,B15002E_013M,B15002E_014E,B15002E_014M,B15002E_015E,B15002E_015M,B15002E_016E,B15002E_016M,B15002E_017E,B15002E_017M,B15002E_018E,B15002E_018M,B15002E_019E,B15002E_019M,B15002E_001M,B15002E_001EA,B15002E_001MA,B15002E_002M,B15002E_002EA,B15002E_002MA,B15002E_003M,B15002E_003EA,B15002E_003MA,B15002E_004M,B15002E_004EA,B15002E_004MA,B15002E_005M,B15002E_005EA,B15002E_005MA,B15002E_006M,B15002E_006EA,B15002E_006MA,B15002E_007M,B15002E_007EA,B15002E_007MA,B15002E_008M,B15002E_008EA,B15002E_008MA,B15002E_009M,B15002E_009EA,B15002E_009MA,B15002E_010M,B15002E_010EA,B15002E_010MA,B15002E_011M,B15002E_011EA,B15002E_011MA,B15002E_012M,B15002E_012EA,B15002E_012MA,B15002E_013M,B15002E_013EA,B15002E_013MA,B15002E_014M,B15002E_014EA,B15002E_014MA,B15002E_015M,B15002E_015EA,B15002E_015MA,B15002E_016M,B15002E_016EA,B15002E_016MA,B15002E_017M,B15002E_017EA,B15002E_017MA,B15002E_018M,B15002E_018EA,B15002E_018MA,B15002E_019M,B15002E_019EA,B15002E_019MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
11123,922,5754,641,223,159,358,216,2007,662,478,258,1623,501,327,244,481,306,257,226,5369,628,55,88,125,136,1964,613,558,509,1557,585,340,279,741,365,29,49,922,null,null,641,null,null,159,null,null,216,null,null,662,null,null,258,null,null,501,null,null,244,null,null,306,null,null,226,null,null,628,null,null,88,null,null,136,null,null,613,null,null,509,null,null,585,null,null,279,null,null,365,null,null,49,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
6144,1699,2602,856,264,274,172,184,435,298,455,356,236,213,180,259,577,455,283,233,3542,1172,535,389,322,412,592,355,157,169,695,433,48,56,611,367,582,447,1699,null,null,856,null,null,274,null,null,184,null,null,298,null,null,356,null,null,213,null,null,259,null,null,455,null,null,233,null,null,1172,null,null,389,null,null,412,null,null,355,null,null,169,null,null,433,null,null,56,null,null,367,null,null,447,null,null,36
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
3867,912,1585,516,121,101,169,160,769,485,87,105,118,154,177,180,90,104,54,106,2282,669,129,94,162,159,1242,621,120,117,297,305,26,38,119,145,187,162,912,null,null,516,null,null,101,null,null,160,null,null,485,null,null,105,null,null,154,null,null,180,null,null,104,null,null,106,null,null,669,null,null,94,null,null,159,null,null,621,null,null,117,null,null,305,null,null,38,null,null,145,null,null,162,null,null,40
8401,1498,3880,967,0,201,255,191,721,361,164,207,1534,759,297,263,444,323,465,400,4521,1026,394,360,372,345,408,255,172,197,1681,919,983,766,359,260,152,206,1498,null,null,967,null,null,201,null,null,191,null,null,361,null,null,207,null,null,759,null,null,263,null,null,323,null,null,400,null,null,1026,null,null,360,null,null,345,null,null,255,null,null,197,null,null,919,null,null,766,null,null,260,null,null,206,null,null,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
15520,2237,4867,1097,173,163,79,121,902,436,844,551,1747,751,420,352,489,287,213,218,10653,1920,679,531,1148,526,3272,1004,900,617,1776,734,779,592,1112,569,987,772,2237,null,null,1097,null,null,163,null,null,121,null,null,436,null,null,551,null,null,751,null,null,352,null,null,287,null,null,218,null,null,1920,null,null,531,null,null,526,null,null,1004,null,null,617,null,null,734,null,null,592,null,null,569,null,null,772,null,null,48
15028,1284,7980,1228,80,141,677,457,2651,755,220,268,3463,1095,61,79,257,170,571,445,7048,1021,467,460,310,249,2716,954,149,247,2228,763,223,301,846,452,109,150,1284,null,null,1228,null,null,141,null,null,457,null,null,755,null,null,268,null,null,1095,null,null,79,null,null,170,null,null,445,null,null,1021,null,null,460,null,null,249,null,null,954,null,null,247,null,null,763,null,null,301,null,null,452,null,null,150,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
5534,1348,2424,967,50,91,64,104,811,448,193,321,315,270,105,174,603,446,283,223,3110,1022,88,145,701,544,409,329,41,67,774,544,394,269,254,216,449,320,1348,null,null,967,null,null,91,null,null,104,null,null,448,null,null,321,null,null,270,null,null,174,null,null,446,null,null,223,null,null,1022,null,null,145,null,null,544,null,null,329,null,null,67,null,null,544,null,null,269,null,null,216,null,null,320,null,null,51
29505,1757,13936,1128,843,506,1328,631,5957,1154,584,361,2474,866,1101,576,1499,650,150,157,15569,1445,685,435,1751,854,6305,1414,172,170,3990,1244,888,475,1416,622,362,241,1757,null,null,1128,null,null,506,null,null,631,null,null,1154,null,null,361,null,null,866,null,null,576,null,null,650,null,null,157,null,null,1445,null,null,435,null,null,854,null,null,1414,null,null,170,null,null,1244,null,null,475,null,null,622,null,null,241,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
5381,524,2615,396,0,155,142,170,1450,406,189,187,397,320,312,222,125,132,0,155,2766,369,3,6,378,338,947,334,71,95,592,375,438,286,192,230,145,146,524,null,null,396,null,null,155,null,null,170,null,null,406,null,null,187,null,null,320,null,null,222,null,null,132,null,null,155,null,null,369,null,null,6,null,null,338,null,null,334,null,null,95,null,null,375,null,null,286,null,null,230,null,null,146,null,null,02
8919,1082,4945,872,202,214,692,492,1069,503,497,311,1119,500,302,226,861,487,203,194,3974,678,138,173,305,236,864,533,65,107,1269,484,501,429,433,310,399,413,1082,null,null,872,null,null,214,null,null,492,null,null,503,null,null,311,null,null,500,null,null,226,null,null,487,null,null,194,null,null,678,null,null,173,null,null,236,null,null,533,null,null,107,null,null,484,null,null,429,null,null,310,null,null,413,null,null,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
99235,3622,47333,2278,3078,963,3461,923,13007,1852,1924,604,12342,2081,3375,951,7818,1686,2328,609,51902,2603,2044,650,4763,1453,14737,2117,1631,594,13594,1763,5018,1511,7198,1321,2917,725,3622,null,null,2278,null,null,963,null,null,923,null,null,1852,null,null,604,null,null,2081,null,null,951,null,null,1686,null,null,609,null,null,2603,null,null,650,null,null,1453,null,null,2117,null,null,594,null,null,1763,null,null,1511,null,null,1321,null,null,725,null,null,06
5019,900,2697,680,124,194,344,343,920,508,64,110,580,420,171,145,272,256,222,209,2322,536,25,44,0,195,726,465,58,99,835,441,344,248,255,254,79,97,900,null,null,680,null,null,194,null,null,343,null,null,508,null,null,110,null,null,420,null,null,145,null,null,256,null,null,209,null,null,536,null,null,44,null,null,195,null,null,465,null,null,99,null,null,441,null,null,248,null,null,254,null,null,97,null,null,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
