B10010_001E,B10010_001M,B10010_002E,B10010_002M,B10010_003E,B10010_003M,B10010_001M,B10010_001EA,B10010_001MA,B10010_002M,B10010_002EA,B10010_002MA,B10010_003M,B10010_003EA,B10010_003MA,state
54427,2276,49901,2573,38326,2448,2276,null,null,2573,null,null,2448,null,null,12
56706,3718,48780,2949,32600,6368,3718,null,null,2949,null,null,6368,null,null,13
111925,8062,91488,22168,40693,18982,8062,null,null,22168,null,null,18982,null,null,15
63567,9813,60085,18610,39148,7537,9813,null,null,18610,null,null,7537,null,null,16
68786,3021,57243,3830,39632,5137,3021,null,null,3830,null,null,5137,null,null,17
61107,4244,52587,4030,42937,4188,4244,null,null,4030,null,null,4188,null,null,18
67992,5264,61445,10004,44025,8962,5264,null,null,10004,null,null,8962,null,null,19
65724,5707,48990,5338,41516,3518,5707,null,null,5338,null,null,3518,null,null,20
45000,3663,41163,3763,32161,4601,3663,null,null,3763,null,null,4601,null,null,21
48143,3407,42513,4648,32047,3096,3407,null,null,4648,null,null,3096,null,null,22
55097,7418,49866,10239,35714,20316,7418,null,null,10239,null,null,20316,null,null,23
85546,5285,73487,5130,52272,10797,5285,null,null,5130,null,null,10797,null,null,24
85465,5699,69773,8220,40175,15451,5699,null,null,8220,null,null,15451,null,null,25
59672,2133,57564,3408,42510,7327,2133,null,null,3408,null,null,7327,null,null,26
69944,4155,56484,5879,38628,6801,4155,null,null,5879,null,null,6801,null,null,27
42210,2997,36522,3859,30332,3201,2997,null,null,3859,null,null,3201,null,null,28
55551,2428,49044,4041,38579,3049,2428,null,null,4041,null,null,3049,null,null,29
57480,6156,41735,9572,31207,11244,6156,null,null,9572,null,null,11244,null,null,30
66331,5168,51513,10487,42009,11848,5168,null,null,10487,null,null,11848,null,null,31
65307,4151,56914,8556,40767,15013,4151,null,null,8556,null,null,15013,null,null,32
94194,10845,71931,22268,59317,45252,10845,null,null,22268,null,null,45252,null,null,33
83412,5294,66518,8491,38962,7387,5294,null,null,8491,null,null,7387,null,null,34
46193,4253,41832,6650,33098,7290,4253,null,null,6650,null,null,7290,null,null,35
66909,2292,52491,5047,35287,4521,2292,null,null,5047,null,null,4521,null,null,36
50404,2142,45175,3004,37453,4699,2142,null,null,3004,null,null,4699,null,null,37
69920,12839,60429,18964,45994,25863,12839,null,null,18964,null,null,25863,null,null,38
55857,1843,47737,3162,36020,3668,1843,null,null,3162,null,null,3668,null,null,39
57868,3054,52167,4566,46791,4529,3054,null,null,4566,null,null,4529,null,null,40
67536,7779,52582,10895,38860,6531,7779,null,null,10895,null,null,6531,null,null,41
61443,1552,50805,3480,40019,4517,1552,null,null,3480,null,null,4517,null,null,42
67416,11678,42607,13125,30300,23415,11678,null,null,13125,null,null,23415,null,null,44
52774,3173,50024,4844,39715,11275,3173,null,null,4844,null,null,11275,null,null,45
47308,9026,50128,11899,60556,18952,9026,null,null,11899,null,null,18952,null,null,46
52626,3475,47187,4719,33882,4049,3475,null,null,4719,null,null,4049,null,null,47
59999,1803,52946,2064,36669,2707,1803,null,null,2064,null,null,2707,null,null,48
88707,7056,80068,13975,41573,19616,7056,null,null,13975,null,null,19616,null,null,49
70482,20803,39015,12731,30433,18144,20803,null,null,12731,null,null,18144,null,null,50
72662,5044,58549,4062,46619,3782,5044,null,null,4062,null,null,3782,null,null,51
78440,5351,69417,6360,55509,10554,5351,null,null,6360,null,null,10554,null,null,53
45623,3510,40888,2997,35577,6372,3510,null,null,2997,null,null,6372,null,null,54
65673,4280,54366,8040,43556,9054,4280,null,null,8040,null,null,9054,null,null,55
76220,15167,68246,47531,84246,25670,15167,null,null,47531,null,null,25670,null,null,56
25221,1905,22736,2585,18631,4568,1905,null,null,2585,null,null,4568,null,null,72
49931,4470,47187,5754,35120,4721,4470,null,null,5754,null,null,4721,null,null,01
82591,11096,74346,17902,70675,30234,11096,null,null,17902,null,null,30234,null,null,02
57409,3799,52944,2645,46777,7118,3799,null,null,2645,null,null,7118,null,null,04
47725,2487,40353,8319,31713,7015,2487,null,null,8319,null,null,7015,null,null,05
71207,1681,62564,2849,38153,2703,1681,null,null,2849,null,null,2703,null,null,06
69997,6255,63912,5992,50370,7150,6255,null,null,5992,null,null,7150,null,null,08
80168,5386,60178,7363,37391,8520,5386,null,null,7363,null,null,8520,null,null,09
76776,6622,73964,10926,52045,43659,6622,null,null,10926,null,null,43659,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
