C16005_001E,C16005_001M,C16005_002E,C16005_002M,C16005_003E,C16005_003M,C16005_004E,C16005_004M,C16005_005E,C16005_005M,C16005_006E,C16005_006M,C16005_007E,C16005_007M,C16005_008E,C16005_008M,C16005_009E,C16005_009M,C16005_010E,C16005_010M,C16005_011E,C16005_011M,C16005_012E,C16005_012M,C16005_013E,C16005_013M,C16005_014E,C16005_014M,C16005_015E,C16005_015M,C16005_016E,C16005_016M,C16005_017E,C16005_017M,C16005_018E,C16005_018M,C16005_019E,C16005_019M,C16005_020E,C16005_020M,C16005_021E,C16005_021M,C16005_022E,C16005_022M,C16005_023E,C16005_023M,C16005_024E,C16005_024M,C16005_025E,C16005_025M,C16005_026E,C16005_026M,C16005_027E,C16005_027M,C16005_028E,C16005_028M,C16005_029E,C16005_029M,C16005_001M,C16005_001EA,C16005_001MA,C16005_002M,C16005_002EA,C16005_002MA,C16005_003M,C16005_003EA,C16005_003MA,C16005_004M,C16005_004EA,C16005_004MA,C16005_005M,C16005_005EA,C16005_005MA,C16005_006M,C16005_006EA,C16005_006MA,C16005_007M,C16005_007EA,C16005_007MA,C16005_008M,C16005_008EA,C16005_008MA,C16005_009M,C16005_009EA,C16005_009MA,C16005_010M,C16005_010EA,C16005_010MA,C16005_011M,C16005_011EA,C16005_011MA,C16005_012M,C16005_012EA,C16005_012MA,C16005_013M,C16005_013EA,C16005_013MA,C16005_014M,C16005_014EA,C16005_014MA,C16005_015M,C16005_015EA,C16005_015MA,C16005_016M,C16005_016EA,C16005_016MA,C16005_017M,C16005_017EA,C16005_017MA,C16005_018M,C16005_018EA,C16005_018MA,C16005_019M,C16005_019EA,C16005_019MA,C16005_020M,C16005_020EA,C16005_020MA,C16005_021M,C16005_021EA,C16005_021MA,C16005_022M,C16005_022EA,C16005_022MA,C16005_023M,C16005_023EA,C16005_023MA,C16005_024M,C16005_024EA,C16005_024MA,C16005_025M,C16005_025EA,C16005_025MA,C16005_026M,C16005_026EA,C16005_026MA,C16005_027M,C16005_027EA,C16005_027MA,C16005_028M,C16005_028EA,C16005_028MA,C16005_029M,C16005_029EA,C16005_029MA,state
4671107,2461,4435309,9225,4294835,10395,99493,5187,79528,4063,19965,3158,23549,2565,20661,2342,2888,773,10226,2823,9339,2685,887,690,7206,3215,6988,3204,218,179,235798,8972,57909,4233,104160,6262,35030,4045,69130,5290,34302,4722,23841,3069,10461,2731,33849,3818,15956,2709,17893,2744,5578,2028,3146,1091,2432,1691,2461,null,null,9225,null,null,10395,null,null,5187,null,null,4063,null,null,3158,null,null,2565,null,null,2342,null,null,773,null,null,2823,null,null,2685,null,null,690,null,null,3215,null,null,3204,null,null,179,null,null,8972,null,null,4233,null,null,6262,null,null,4045,null,null,5290,null,null,4722,null,null,3069,null,null,2731,null,null,3818,null,null,2709,null,null,2744,null,null,2028,null,null,1091,null,null,1691,null,null,45
804562,1176,774400,2647,745317,4141,10050,1423,8295,1367,1755,632,6331,1274,5747,1204,584,242,1849,1057,1269,786,580,588,10853,1536,9458,1491,1395,729,30162,2402,7180,1597,6532,1070,1718,703,4814,954,5202,1347,3517,974,1685,941,6428,1561,2169,617,4259,1330,4820,1390,1648,928,3172,1401,1176,null,null,2647,null,null,4141,null,null,1423,null,null,1367,null,null,632,null,null,1274,null,null,1204,null,null,242,null,null,1057,null,null,786,null,null,588,null,null,1536,null,null,1491,null,null,729,null,null,2402,null,null,1597,null,null,1070,null,null,703,null,null,954,null,null,1347,null,null,974,null,null,941,null,null,1561,null,null,617,null,null,1330,null,null,1390,null,null,928,null,null,1401,null,null,46
6247026,3349,5930510,11644,5745928,14159,131242,6596,107374,5854,23868,3464,29587,3422,25954,3077,3633,1398,14812,2726,12926,2207,1886,974,8941,2888,7824,2759,1117,597,316516,10521,64068,4787,129972,6340,40085,4550,89887,5529,43969,5110,28901,4011,15068,2571,53970,4263,24783,3158,29187,3263,24537,4327,10989,2399,13548,3655,3349,null,null,11644,null,null,14159,null,null,6596,null,null,5854,null,null,3464,null,null,3422,null,null,3077,null,null,1398,null,null,2726,null,null,2207,null,null,974,null,null,2888,null,null,2759,null,null,597,null,null,10521,null,null,4787,null,null,6340,null,null,4550,null,null,5529,null,null,5110,null,null,4011,null,null,2571,null,null,4263,null,null,3158,null,null,3263,null,null,4327,null,null,2399,null,null,3655,null,null,47
25855685,5763,21164346,41901,16191661,44324,4589093,38210,3687285,39418,901808,23393,161033,9090,144047,8523,16986,2510,168125,8234,145276,7625,22849,2951,54434,7458,47830,6991,6604,1701,4691339,40356,447216,14348,3068782,35668,880859,22210,2187923,34651,393972,16158,267169,13006,126803,8659,595345,14532,291586,9153,303759,13256,186024,12004,128514,9822,57510,6059,5763,null,null,41901,null,null,44324,null,null,38210,null,null,39418,null,null,23393,null,null,9090,null,null,8523,null,null,2510,null,null,8234,null,null,7625,null,null,2951,null,null,7458,null,null,6991,null,null,1701,null,null,40356,null,null,14348,null,null,35668,null,null,22210,null,null,34651,null,null,16158,null,null,13006,null,null,8659,null,null,14532,null,null,9153,null,null,13256,null,null,12004,null,null,9822,null,null,6059,null,null,48
2797795,1649,2547215,9505,2328957,11134,155644,7451,136771,7305,18873,2888,25917,2763,23883,2556,2034,651,24425,3928,21904,3784,2521,1026,12272,1641,10856,1595,1416,670,250580,9787,41356,3413,135156,7448,52230,5531,82926,6878,28568,3509,20098,2613,8470,2070,35785,3248,18578,2426,17207,2324,9715,3001,5090,1683,4625,1939,1649,null,null,9505,null,null,11134,null,null,7451,null,null,7305,null,null,2888,null,null,2763,null,null,2556,null,null,651,null,null,3928,null,null,3784,null,null,1026,null,null,1641,null,null,1595,null,null,670,null,null,9787,null,null,3413,null,null,7448,null,null,5531,null,null,6878,null,null,3509,null,null,2613,null,null,2070,null,null,3248,null,null,2426,null,null,2324,null,null,3001,null,null,1683,null,null,1939,null,null,49
594130,783,566122,2435,550055,3617,3991,971,3598,935,393,247,9871,1448,9292,1458,579,264,1483,510,1231,511,252,286,722,396,722,396,0,151,28008,2164,11219,1412,1649,563,1070,406,579,326,8726,1680,6355,1314,2371,812,4048,1017,1642,510,2406,918,2366,1195,1380,692,986,756,783,null,null,2435,null,null,3617,null,null,971,null,null,935,null,null,247,null,null,1448,null,null,1458,null,null,264,null,null,510,null,null,511,null,null,286,null,null,396,null,null,396,null,null,151,null,null,2164,null,null,1412,null,null,563,null,null,406,null,null,326,null,null,1680,null,null,1314,null,null,812,null,null,1017,null,null,510,null,null,918,null,null,1195,null,null,692,null,null,756,null,null,50
7908026,3269,6885399,17648,6459098,19201,251396,8882,214530,8776,36866,3569,86724,5443,77891,5442,8833,1427,64599,4566,56257,4380,8342,1581,23582,3632,20259,3353,3323,1091,1022627,17291,165761,7727,314303,8825,114058,6051,200245,8843,197105,9294,132553,6904,64552,5561,240753,7918,124425,5865,116328,6747,104705,10205,66855,7223,37850,4885,3269,null,null,17648,null,null,19201,null,null,8882,null,null,8776,null,null,3569,null,null,5443,null,null,5442,null,null,1427,null,null,4566,null,null,4380,null,null,1581,null,null,3632,null,null,3353,null,null,1091,null,null,17291,null,null,7727,null,null,8825,null,null,6051,null,null,8843,null,null,9294,null,null,6904,null,null,5561,null,null,7918,null,null,5865,null,null,6747,null,null,10205,null,null,7223,null,null,4885,null,null,51
6838056,1869,5825056,19982,5331823,23994,295218,9583,247747,10458,47471,4362,83264,6408,71782,5880,11482,2340,91457,6137,76061,5680,15396,2359,23294,3508,20074,3341,3220,1172,1013000,20049,187423,8723,282951,9165,90208,5705,192743,7929,175076,9711,109928,6975,65148,5922,301564,9669,138504,7429,163060,7285,65986,8079,38299,6249,27687,3891,1869,null,null,19982,null,null,23994,null,null,9583,null,null,10458,null,null,4362,null,null,6408,null,null,5880,null,null,2340,null,null,6137,null,null,5680,null,null,2359,null,null,3508,null,null,3341,null,null,1172,null,null,20049,null,null,8723,null,null,9165,null,null,5705,null,null,7929,null,null,9711,null,null,6975,null,null,5922,null,null,9669,null,null,7429,null,null,7285,null,null,8079,null,null,6249,null,null,3891,null,null,53
1729434,1659,1697902,3383,1675056,4231,12984,1904,9041,1545,3943,1174,6318,1428,5021,1273,1297,716,2419,849,1929,672,490,474,1125,444,1125,444,0,193,31532,3081,10978,1778,5202,1137,2475,850,2727,895,5387,1829,3652,1216,1735,1118,6299,1439,3369,1169,2930,1025,3666,1469,2833,1340,833,592,1659,null,null,3383,null,null,4231,null,null,1904,null,null,1545,null,null,1174,null,null,1428,null,null,1273,null,null,716,null,null,849,null,null,672,null,null,474,null,null,444,null,null,444,null,null,193,null,null,3081,null,null,1778,null,null,1137,null,null,850,null,null,895,null,null,1829,null,null,1216,null,null,1118,null,null,1439,null,null,1169,null,null,1025,null,null,1469,null,null,1340,null,null,592,null,null,54
5444618,2085,5158357,8295,4910457,11587,147786,6413,115353,5346,32433,3150,57576,3500,45814,3380,11762,1406,31408,3093,26098,2943,5310,1281,11130,2041,10021,1813,1109,571,286261,8183,56858,3478,100626,4661,34621,3284,66005,4030,49821,4388,33541,3319,16280,2673,63478,3516,26588,2856,36890,3169,15478,3409,9905,2483,5573,1749,2085,null,null,8295,null,null,11587,null,null,6413,null,null,5346,null,null,3150,null,null,3500,null,null,3380,null,null,1406,null,null,3093,null,null,2943,null,null,1281,null,null,2041,null,null,1813,null,null,571,null,null,8183,null,null,3478,null,null,4661,null,null,3284,null,null,4030,null,null,4388,null,null,3319,null,null,2673,null,null,3516,null,null,2856,null,null,3169,null,null,3409,null,null,2483,null,null,1749,null,null,55
547628,1292,528958,2767,500985,4320,19150,2882,17152,2666,1998,759,4836,1370,4016,1325,820,595,1424,657,1372,656,52,100,2563,1005,2541,1000,22,40,18670,2559,4852,1184,8005,1933,2150,981,5855,1547,2579,976,1329,606,1250,714,2251,728,1245,627,1006,532,983,909,771,712,212,242,1292,null,null,2767,null,null,4320,null,null,2882,null,null,2666,null,null,759,null,null,1370,null,null,1325,null,null,595,null,null,657,null,null,656,null,null,100,null,null,1005,null,null,1000,null,null,40,null,null,2559,null,null,1184,null,null,1933,null,null,981,null,null,1547,null,null,976,null,null,606,null,null,714,null,null,728,null,null,627,null,null,532,null,null,909,null,null,712,null,null,242,null,null,56
3251554,1598,3160279,6034,180917,11391,2976814,13051,570702,14811,2406112,18486,1788,743,1100,594,688,406,319,417,319,417,0,222,441,546,329,445,112,177,91275,6002,4265,971,84839,5652,13020,2179,71819,5032,801,403,297,268,504,305,1017,666,94,112,923,643,353,271,277,243,76,119,1598,null,null,6034,null,null,11391,null,null,13051,null,null,14811,null,null,18486,null,null,743,null,null,594,null,null,406,null,null,417,null,null,417,null,null,222,null,null,546,null,null,445,null,null,177,null,null,6002,null,null,971,null,null,5652,null,null,2179,null,null,5032,null,null,403,null,null,268,null,null,305,null,null,666,null,null,112,null,null,643,null,null,271,null,null,243,null,null,119,null,null,72
4576657,3241,4414409,6798,4305319,8498,80203,5772,62653,5247,17550,2712,13763,2007,12287,1889,1476,499,8858,2031,7064,1648,1794,836,6266,1907,5054,1511,1212,715,162248,5666,37132,4131,68399,3798,22974,2554,45425,3576,18395,2672,11894,1665,6501,1799,29235,2534,11046,1883,18189,2197,9087,2216,5145,1633,3942,1234,3241,null,null,6798,null,null,8498,null,null,5772,null,null,5247,null,null,2712,null,null,2007,null,null,1889,null,null,499,null,null,2031,null,null,1648,null,null,836,null,null,1907,null,null,1511,null,null,715,null,null,5666,null,null,4131,null,null,3798,null,null,2554,null,null,3576,null,null,2672,null,null,1665,null,null,1799,null,null,2534,null,null,1883,null,null,2197,null,null,2216,null,null,1633,null,null,1234,null,null,01
689399,797,632435,4611,564269,5999,16283,2608,14026,2121,2257,1498,10412,2032,10001,2013,411,215,10481,2156,9215,2157,1266,556,30990,2390,24305,2272,6685,1101,56964,4421,11109,1841,9476,2672,3487,1160,5989,2512,6391,1728,4067,1180,2324,968,28910,2755,11357,2020,17553,2300,1078,595,759,573,319,208,797,null,null,4611,null,null,5999,null,null,2608,null,null,2121,null,null,1498,null,null,2032,null,null,2013,null,null,215,null,null,2156,null,null,2157,null,null,556,null,null,2390,null,null,2272,null,null,1101,null,null,4421,null,null,1841,null,null,2672,null,null,1160,null,null,2512,null,null,1728,null,null,1180,null,null,968,null,null,2755,null,null,2020,null,null,2300,null,null,595,null,null,573,null,null,208,null,null,02
6494749,1477,5566432,17989,4577219,24276,787253,14140,690166,13369,97087,5861,43273,3941,38072,3584,5201,1349,28097,3012,25025,2972,3072,1002,130590,6795,103289,6713,27301,2497,928317,17770,158915,8670,536863,13344,189364,9125,347499,9965,80253,6158,57500,5067,22753,3108,106233,4873,56097,4186,50136,4029,46053,6028,24504,4094,21549,3651,1477,null,null,17989,null,null,24276,null,null,14140,null,null,13369,null,null,5861,null,null,3941,null,null,3584,null,null,1349,null,null,3012,null,null,2972,null,null,1002,null,null,6795,null,null,6713,null,null,2497,null,null,17770,null,null,8670,null,null,13344,null,null,9125,null,null,9965,null,null,6158,null,null,5067,null,null,3108,null,null,4873,null,null,4186,null,null,4029,null,null,6028,null,null,4094,null,null,3651,null,null,04
2799532,2976,2662332,6674,2565261,7490,78111,4783,65174,4856,12937,2379,8472,1934,7233,1672,1239,873,8525,1862,6779,1550,1746,894,1963,1386,1912,1414,51,74,137200,6143,30463,3666,68538,4091,17426,2573,51112,4105,12595,2302,8292,1603,4303,1493,21370,2598,8009,1953,13361,1787,4234,1561,2782,1213,1452,941,2976,null,null,6674,null,null,7490,null,null,4783,null,null,4856,null,null,2379,null,null,1934,null,null,1672,null,null,873,null,null,1862,null,null,1550,null,null,894,null,null,1386,null,null,1414,null,null,74,null,null,6143,null,null,3666,null,null,4091,null,null,2573,null,null,4105,null,null,2302,null,null,1603,null,null,1493,null,null,2598,null,null,1953,null,null,1787,null,null,1561,null,null,1213,null,null,941,null,null,05
36767595,2763,26151883,45464,19293748,58223,5519410,39074,4753743,37355,765667,15324,437598,13567,397689,13059,39909,3755,804644,16050,663825,14621,140819,6730,96483,7764,86602,7538,9881,1986,10615712,45444,1085534,17845,5153200,40905,1510893,22305,3642307,32613,1223047,25920,764841,17377,458206,14687,2863855,22845,1213838,19029,1650017,20556,290076,14728,162198,9657,127878,9867,2763,null,null,45464,null,null,58223,null,null,39074,null,null,37355,null,null,15324,null,null,13567,null,null,13059,null,null,3755,null,null,16050,null,null,14621,null,null,6730,null,null,7764,null,null,7538,null,null,1986,null,null,45444,null,null,17845,null,null,40905,null,null,22305,null,null,32613,null,null,25920,null,null,17377,null,null,14687,null,null,22845,null,null,19029,null,null,20556,null,null,14728,null,null,9657,null,null,9867,null,null,06
5205474,1994,4666664,13987,4222024,19108,357722,10057,310872,9225,46850,4291,43578,3550,38323,3260,5255,1268,27716,2595,23958,2466,3758,922,15624,3155,13492,3032,2132,898,538810,14014,94248,6320,268600,9763,89863,6017,178737,8609,67412,5040,47268,4222,20144,2721,82213,4267,34819,2797,47394,3386,26337,3593,14828,2497,11509,2288,1994,null,null,13987,null,null,19108,null,null,10057,null,null,9225,null,null,4291,null,null,3550,null,null,3260,null,null,1268,null,null,2595,null,null,2466,null,null,922,null,null,3155,null,null,3032,null,null,898,null,null,14014,null,null,6320,null,null,9763,null,null,6017,null,null,8609,null,null,5040,null,null,4222,null,null,2721,null,null,4267,null,null,2797,null,null,3386,null,null,3593,null,null,2497,null,null,2288,null,null,08
3391423,950,2881703,13262,2497189,15141,274703,7880,208384,7496,66319,5582,83662,5217,76104,5063,7558,1314,16271,2302,13916,2030,2355,610,9878,2161,9679,2158,199,195,509720,13233,125243,7082,129274,7687,48098,5544,81176,6038,163945,8527,93235,6824,70710,4983,63004,4778,32348,2991,30656,3938,28254,4030,18587,3365,9667,2150,950,null,null,13262,null,null,15141,null,null,7880,null,null,7496,null,null,5582,null,null,5217,null,null,5063,null,null,1314,null,null,2302,null,null,2030,null,null,610,null,null,2161,null,null,2158,null,null,195,null,null,13233,null,null,7082,null,null,7687,null,null,5544,null,null,6038,null,null,8527,null,null,6824,null,null,4983,null,null,4778,null,null,2991,null,null,3938,null,null,4030,null,null,3365,null,null,2150,null,null,09
896824,775,808137,5297,759799,6066,35033,3236,29361,3161,5672,1796,7930,2064,6527,1899,1403,741,3168,868,2780,834,388,296,2207,1300,1857,983,350,429,88687,5249,21077,2619,29016,3189,11383,2375,17633,2850,14239,2916,8145,1859,6094,1767,16959,2137,9112,1741,7847,1545,7396,2452,5436,1976,1960,934,775,null,null,5297,null,null,6066,null,null,3236,null,null,3161,null,null,1796,null,null,2064,null,null,1899,null,null,741,null,null,868,null,null,834,null,null,296,null,null,1300,null,null,983,null,null,429,null,null,5249,null,null,2619,null,null,3189,null,null,2375,null,null,2850,null,null,2916,null,null,1859,null,null,1767,null,null,2137,null,null,1741,null,null,1545,null,null,2452,null,null,1976,null,null,934,null,null,10
637624,182,548116,4756,503061,5518,26971,2384,20742,2317,6229,1407,10815,1611,10307,1541,508,310,3816,962,3472,918,344,277,3453,1039,3006,969,447,374,89508,4759,25283,2643,31594,2534,11217,2046,20377,2841,14963,2598,11266,1805,3697,1518,8198,1236,5872,1222,2326,896,9470,2310,4333,1285,5137,1905,182,null,null,4756,null,null,5518,null,null,2384,null,null,2317,null,null,1407,null,null,1611,null,null,1541,null,null,310,null,null,962,null,null,918,null,null,277,null,null,1039,null,null,969,null,null,374,null,null,4759,null,null,2643,null,null,2534,null,null,2046,null,null,2841,null,null,2598,null,null,1805,null,null,1518,null,null,1236,null,null,1222,null,null,896,null,null,2310,null,null,1285,null,null,1905,null,null,11
