B13008_001E,B13008_001M,B13008_002E,B13008_002M,B13008_003E,B13008_003M,B13008_004E,B13008_004M,B13008_005E,B13008_005M,B13008_006E,B13008_006M,B13008_007E,B13008_007M,B13008_008E,B13008_008M,B13008_009E,B13008_009M,B13008_010E,B13008_010M,B13008_011E,B13008_011M,B13008_012E,B13008_012M,B13008_013E,B13008_013M,B13008_014E,B13008_014M,B13008_015E,B13008_015M,B13008_001M,B13008_001EA,B13008_001MA,B13008_002M,B13008_002EA,B13008_002MA,B13008_003M,B13008_003EA,B13008_003MA,B13008_004M,B13008_004EA,B13008_004MA,B13008_005M,B13008_005EA,B13008_005MA,B13008_006M,B13008_006EA,B13008_006MA,B13008_007M,B13008_007EA,B13008_007MA,B13008_008M,B13008_008EA,B13008_008MA,B13008_009M,B13008_009EA,B13008_009MA,B13008_010M,B13008_010EA,B13008_010MA,B13008_011M,B13008_011EA,B13008_011MA,B13008_012M,B13008_012EA,B13008_012MA,B13008_013M,B13008_013EA,B13008_013MA,B13008_014M,B13008_014EA,B13008_014MA,B13008_015M,B13008_015EA,B13008_015MA,state
4600794,7853,217513,7885,125513,6088,83533,4653,41980,3866,92000,5597,73578,5155,18422,3031,4383281,11660,1744646,17882,1169723,16739,574923,12915,2638635,19079,2148927,19744,489708,12801,7853,null,null,7885,null,null,6088,null,null,4653,null,null,3866,null,null,5597,null,null,5155,null,null,3031,null,null,11660,null,null,17882,null,null,16739,null,null,12915,null,null,19079,null,null,19744,null,null,12801,null,null,12
2572034,7566,142813,7693,87821,5726,69682,5125,18139,2577,54992,4480,50389,4456,4603,1433,2429221,10356,1020777,14252,823824,13294,196953,7478,1408444,15556,1289302,14323,119142,6355,7566,null,null,7693,null,null,5726,null,null,5125,null,null,2577,null,null,4480,null,null,4456,null,null,1433,null,null,10356,null,null,14252,null,null,13294,null,null,7478,null,null,15556,null,null,14323,null,null,6355,null,null,13
323189,1919,21614,2197,14620,1866,10346,1532,4274,1198,6994,1509,5503,1382,1491,613,301575,2595,140111,4529,96860,4529,43251,3703,161464,4576,135814,4677,25650,3453,1919,null,null,2197,null,null,1866,null,null,1532,null,null,1198,null,null,1509,null,null,1382,null,null,613,null,null,2595,null,null,4529,null,null,4529,null,null,3703,null,null,4576,null,null,4677,null,null,3453,null,null,15
383036,2655,23210,2671,16561,2221,14772,2086,1789,801,6649,1432,5780,1344,869,493,359826,3461,176831,6324,155999,6133,20832,2446,182995,6588,172944,6410,10051,1968,2655,null,null,2671,null,null,2221,null,null,2086,null,null,801,null,null,1432,null,null,1344,null,null,493,null,null,3461,null,null,6324,null,null,6133,null,null,2446,null,null,6588,null,null,6410,null,null,1968,null,null,16
3071443,5435,152395,5811,97336,5018,73007,3940,24329,2383,55059,3611,48463,3679,6596,1370,2919048,7798,1195137,13118,881846,12618,313291,7215,1723911,14206,1549083,15290,174828,6365,5435,null,null,5811,null,null,5018,null,null,3940,null,null,2383,null,null,3611,null,null,3679,null,null,1370,null,null,7798,null,null,13118,null,null,12618,null,null,7215,null,null,14206,null,null,15290,null,null,6365,null,null,17
1548168,4793,87507,4952,54749,3534,47777,3478,6972,1306,32758,3623,31054,3537,1704,838,1460661,7332,627684,9597,565265,9048,62419,3527,832977,10134,791467,9704,41510,3445,4793,null,null,4952,null,null,3534,null,null,3478,null,null,1306,null,null,3623,null,null,3537,null,null,838,null,null,7332,null,null,9597,null,null,9048,null,null,3527,null,null,10134,null,null,9704,null,null,3445,null,null,18
704948,3518,41605,2988,29028,2670,26281,2586,2747,735,12577,1588,11583,1463,994,505,663343,4545,302303,5922,272543,5369,29760,2562,361040,6189,340108,5847,20932,2428,3518,null,null,2988,null,null,2670,null,null,2586,null,null,735,null,null,1588,null,null,1463,null,null,505,null,null,4545,null,null,5922,null,null,5369,null,null,2562,null,null,6189,null,null,5847,null,null,2428,null,null,19
660416,3673,35762,2703,25367,2164,21796,2036,3571,904,10395,1730,9359,1641,1036,563,624654,4087,291438,6627,248918,6488,42520,3173,333216,7354,309365,7641,23851,2958,3673,null,null,2703,null,null,2164,null,null,2036,null,null,904,null,null,1730,null,null,1641,null,null,563,null,null,4087,null,null,6627,null,null,6488,null,null,3173,null,null,7354,null,null,7641,null,null,2958,null,null,20
1032658,4411,54853,3408,33761,2956,31287,2719,2474,807,21092,2634,19936,2568,1156,612,977805,5277,438065,8805,409924,8804,28141,2636,539740,8695,521753,8471,17987,2284,4411,null,null,3408,null,null,2956,null,null,2719,null,null,807,null,null,2634,null,null,2568,null,null,612,null,null,5277,null,null,8805,null,null,8804,null,null,2636,null,null,8695,null,null,8471,null,null,2284,null,null,21
1116608,4828,61893,4186,31378,2825,28390,2712,2988,964,30515,3215,29495,3264,1020,633,1054715,6823,398689,9536,367331,9173,31358,3579,656026,10622,634732,9920,21294,3457,4828,null,null,4186,null,null,2825,null,null,2712,null,null,964,null,null,3215,null,null,3264,null,null,633,null,null,6823,null,null,9536,null,null,9173,null,null,3579,null,null,10622,null,null,9920,null,null,3457,null,null,22
288602,2037,12952,1828,8027,1262,7926,1265,101,95,4925,1338,4883,1336,42,70,275650,2944,116208,4063,107366,3925,8842,1492,159442,4274,153803,4354,5639,1360,2037,null,null,1828,null,null,1262,null,null,1265,null,null,95,null,null,1338,null,null,1336,null,null,70,null,null,2944,null,null,4063,null,null,3925,null,null,1492,null,null,4274,null,null,4354,null,null,1360,null,null,23
1453193,3476,74020,4691,50187,3360,35604,2770,14583,2051,23833,2869,20011,2449,3822,1527,1379173,5526,557079,10315,401920,8725,155159,5615,822094,12060,711584,11228,110510,6647,3476,null,null,4691,null,null,3360,null,null,2770,null,null,2051,null,null,2869,null,null,2449,null,null,1527,null,null,5526,null,null,10315,null,null,8725,null,null,5615,null,null,12060,null,null,11228,null,null,6647,null,null,24
1659468,3817,73911,4633,51514,3588,35555,2834,15959,2335,22397,2851,17300,2579,5097,1316,1585557,6429,612608,8946,435360,7635,177248,6288,972949,8844,829073,9900,143876,6500,3817,null,null,4633,null,null,3588,null,null,2834,null,null,2335,null,null,2851,null,null,2579,null,null,1316,null,null,6429,null,null,8946,null,null,7635,null,null,6288,null,null,8844,null,null,9900,null,null,6500,null,null,25
2274064,4536,120163,5811,74283,4144,64307,4197,9976,1439,45880,3440,44420,3371,1460,648,2153901,6771,861966,11489,748042,10209,113924,4227,1291935,11565,1230031,11451,61904,3696,4536,null,null,5811,null,null,4144,null,null,4197,null,null,1439,null,null,3440,null,null,3371,null,null,648,null,null,6771,null,null,11489,null,null,10209,null,null,4227,null,null,11565,null,null,11451,null,null,3696,null,null,26
