B16005_001E,B16005_001M,B16005_002E,B16005_002M,B16005_003E,B16005_003M,B16005_004E,B16005_004M,B16005_005E,B16005_005M,B16005_006E,B16005_006M,B16005_007E,B16005_007M,B16005_008E,B16005_008M,B16005_009E,B16005_009M,B16005_010E,B16005_010M,B16005_011E,B16005_011M,B16005_012E,B16005_012M,B16005_013E,B16005_013M,B16005_014E,B16005_014M,B16005_015E,B16005_015M,B16005_016E,B16005_016M,B16005_017E,B16005_017M,B16005_018E,B16005_018M,B16005_019E,B16005_019M,B16005_020E,B16005_020M,B16005_021E,B16005_021M,B16005_022E,B16005_022M,B16005_023E,B16005_023M,B16005_024E,B16005_024M,B16005_025E,B16005_025M,B16005_026E,B16005_026M,B16005_027E,B16005_027M,B16005_028E,B16005_028M,B16005_029E,B16005_029M,B16005_030E,B16005_030M,B16005_031E,B16005_031M,B16005_032E,B16005_032M,B16005_033E,B16005_033M,B16005_034E,B16005_034M,B16005_035E,B16005_035M,B16005_036E,B16005_036M,B16005_037E,B16005_037M,B16005_038E,B16005_038M,B16005_039E,B16005_039M,B16005_040E,B16005_040M,B16005_041E,B16005_041M,B16005_042E,B16005_042M,B16005_043E,B16005_043M,B16005_044E,B16005_044M,B16005_045E,B16005_045M,B16005_001M,B16005_001EA,B16005_001MA,B16005_002M,B16005_002EA,B16005_002MA,B16005_003M,B16005_003EA,B16005_003MA,B16005_004M,B16005_004EA,B16005_004MA,B16005_005M,B16005_005EA,B16005_005MA,B16005_006M,B16005_006EA,B16005_006MA,B16005_007M,B16005_007EA,B16005_007MA,B16005_008M,B16005_008EA,B16005_008MA,B16005_009M,B16005_009EA,B16005_009MA,B16005_010M,B16005_010EA,B16005_010MA,B16005_011M,B16005_011EA,B16005_011MA,B16005_012M,B16005_012EA,B16005_012MA,B16005_013M,B16005_013EA,B16005_013MA,B16005_014M,B16005_014EA,B16005_014MA,B16005_015M,B16005_015EA,B16005_015MA,B16005_016M,B16005_016EA,B16005_016MA,B16005_017M,B16005_017EA,B16005_017MA,B16005_018M,B16005_018EA,B16005_018MA,B16005_019M,B16005_019EA,B16005_019MA,B16005_020M,B16005_020EA,B16005_020MA,B16005_021M,B16005_021EA,B16005_021MA,B16005_022M,B16005_022EA,B16005_022MA,B16005_023M,B16005_023EA,B16005_023MA,B16005_024M,B16005_024EA,B16005_024MA,B16005_025M,B16005_025EA,B16005_025MA,B16005_026M,B16005_026EA,B16005_026MA,B16005_027M,B16005_027EA,B16005_027MA,B16005_028M,B16005_028EA,B16005_028MA,B16005_029M,B16005_029EA,B16005_029MA,B16005_030M,B16005_030EA,B16005_030MA,B16005_031M,B16005_031EA,B16005_031MA,B16005_032M,B16005_032EA,B16005_032MA,B16005_033M,B16005_033EA,B16005_033MA,B16005_034M,B16005_034EA,B16005_034MA,B16005_035M,B16005_035EA,B16005_035MA,B16005_036M,B16005_036EA,B16005_036MA,B16005_037M,B16005_037EA,B16005_037MA,B16005_038M,B16005_038EA,B16005_038MA,B16005_039M,B16005_039EA,B16005_039MA,B16005_040M,B16005_040EA,B16005_040MA,B16005_041M,B16005_041EA,B16005_041MA,B16005_042M,B16005_042EA,B16005_042MA,B16005_043M,B16005_043EA,B16005_043MA,B16005_044M,B16005_044EA,B16005_044MA,B16005_045M,B16005_045EA,B16005_045MA,state
19494972,2952,15283452,36108,13053999,35775,1846578,27631,1501809,27494,203398,9111,107008,5878,34363,3982,285904,12963,259622,12829,17192,2266,7729,1763,1361,914,59663,5254,51209,5020,7077,1903,1247,594,130,165,37308,5698,32837,5392,2901,1310,1456,731,114,171,4211520,35776,830664,18005,2302073,27591,821369,16311,496671,12638,549308,16790,434725,17211,734462,23611,410093,15706,189078,9759,102289,7619,33002,4224,250458,10430,129506,7527,73342,6773,38120,3825,9490,1973,93863,8226,59359,5884,24124,3477,8050,2140,2330,1534,2952,null,null,36108,null,null,35775,null,null,27631,null,null,27494,null,null,9111,null,null,5878,null,null,3982,null,null,12963,null,null,12829,null,null,2266,null,null,1763,null,null,914,null,null,5254,null,null,5020,null,null,1903,null,null,594,null,null,165,null,null,5698,null,null,5392,null,null,1310,null,null,731,null,null,171,null,null,35776,null,null,18005,null,null,27591,null,null,16311,null,null,12638,null,null,16790,null,null,17211,null,null,23611,null,null,15706,null,null,9759,null,null,7619,null,null,4224,null,null,10430,null,null,7527,null,null,6773,null,null,3825,null,null,1973,null,null,8226,null,null,5884,null,null,3477,null,null,2140,null,null,1534,null,null,12
9655493,4445,8626843,21913,8109657,25937,370472,11706,304918,10962,47399,3827,15840,2565,2315,1029,73188,6610,65457,6239,5212,1638,2407,838,112,165,49601,4176,44066,3968,3241,969,2252,1147,42,68,23925,5267,21285,5167,1763,822,799,464,78,129,1028650,21437,194387,10682,397748,10897,113869,7562,105413,7396,121729,7620,56737,5531,183433,12339,120234,9799,39513,4315,17556,2785,6130,1736,176386,8222,78355,5708,52249,4734,34626,3599,11156,2727,76696,9696,50040,6580,17916,3020,6219,2439,2521,1395,4445,null,null,21913,null,null,25937,null,null,11706,null,null,10962,null,null,3827,null,null,2565,null,null,1029,null,null,6610,null,null,6239,null,null,1638,null,null,838,null,null,165,null,null,4176,null,null,3968,null,null,969,null,null,1147,null,null,68,null,null,5267,null,null,5167,null,null,822,null,null,464,null,null,129,null,null,21437,null,null,10682,null,null,10897,null,null,7562,null,null,7396,null,null,7620,null,null,5531,null,null,12339,null,null,9799,null,null,4315,null,null,2785,null,null,1736,null,null,8222,null,null,5708,null,null,4734,null,null,3599,null,null,2727,null,null,9696,null,null,6580,null,null,3020,null,null,2439,null,null,1395,null,null,13
1337835,28,1076902,12696,941599,13677,19885,3021,16123,2347,3312,1339,450,253,0,185,8182,1871,6926,1546,1031,649,225,212,0,185,98457,6297,74952,5552,19104,2669,4322,1039,79,102,8779,1959,8210,1888,569,408,0,185,0,185,260933,12691,41421,3699,8926,2020,4786,1313,3124,1203,893,763,123,158,8512,1663,6409,1416,1966,716,137,168,0,185,200451,11391,72996,6336,70185,6052,49814,5226,7456,1553,1623,718,1240,684,383,251,0,185,0,185,28,null,null,12696,null,null,13677,null,null,3021,null,null,2347,null,null,1339,null,null,253,null,null,185,null,null,1871,null,null,1546,null,null,649,null,null,212,null,null,185,null,null,6297,null,null,5552,null,null,2669,null,null,1039,null,null,102,null,null,1959,null,null,1888,null,null,408,null,null,185,null,null,185,null,null,12691,null,null,3699,null,null,2020,null,null,1313,null,null,1203,null,null,763,null,null,158,null,null,1663,null,null,1416,null,null,716,null,null,168,null,null,185,null,null,11391,null,null,6336,null,null,6052,null,null,5226,null,null,1553,null,null,718,null,null,684,null,null,251,null,null,185,null,null,185,null,null,15
1568997,1710,1471337,6047,1381129,7222,73603,5215,58212,4798,11208,2447,3695,1439,488,378,10984,2083,9473,2043,789,420,722,354,0,198,2984,843,2542,755,442,317,0,198,0,198,2637,853,2204,753,286,249,147,114,0,198,97660,5927,17860,2113,53257,4004,17377,2695,13950,2397,14812,1968,7118,1810,14418,3199,8480,2017,4168,1237,1112,683,658,669,8179,1840,3773,1316,2709,912,792,377,905,508,3946,1881,1856,1156,2013,1298,77,109,0,198,1710,null,null,6047,null,null,7222,null,null,5215,null,null,4798,null,null,2447,null,null,1439,null,null,378,null,null,2083,null,null,2043,null,null,420,null,null,354,null,null,198,null,null,843,null,null,755,null,null,317,null,null,198,null,null,198,null,null,853,null,null,753,null,null,249,null,null,114,null,null,198,null,null,5927,null,null,2113,null,null,4004,null,null,2695,null,null,2397,null,null,1968,null,null,1810,null,null,3199,null,null,2017,null,null,1237,null,null,683,null,null,669,null,null,1840,null,null,1316,null,null,912,null,null,377,null,null,508,null,null,1881,null,null,1156,null,null,1298,null,null,109,null,null,198,null,null,16
12032049,2349,10259318,22449,9067175,25555,885094,15841,763368,14779,78653,4994,37624,3711,5449,1250,201828,9376,180018,8961,15733,1730,5350,1126,727,396,67745,4477,57187,3825,7307,1607,2854,916,397,328,37476,5826,33887,5504,2556,954,768,495,265,297,1772731,22474,203630,9071,739284,14664,241087,7986,195310,8201,220784,8051,82103,5880,456442,15152,244078,10007,125294,6151,66500,5179,20570,2789,285960,7719,149614,5838,80698,4786,42362,3398,13286,2074,87415,7941,49753,5407,25356,3794,9193,1828,3113,1061,2349,null,null,22449,null,null,25555,null,null,15841,null,null,14779,null,null,4994,null,null,3711,null,null,1250,null,null,9376,null,null,8961,null,null,1730,null,null,1126,null,null,396,null,null,4477,null,null,3825,null,null,1607,null,null,916,null,null,328,null,null,5826,null,null,5504,null,null,954,null,null,495,null,null,297,null,null,22474,null,null,9071,null,null,14664,null,null,7986,null,null,8201,null,null,8051,null,null,5880,null,null,15152,null,null,10007,null,null,6151,null,null,5179,null,null,2789,null,null,7719,null,null,5838,null,null,4786,null,null,3398,null,null,2074,null,null,7941,null,null,5407,null,null,3794,null,null,1828,null,null,1061,null,null,17
6212686,3036,5867849,10265,5607356,13084,168195,6655,138447,6298,18805,2649,10240,1968,703,364,71658,5934,56932,5416,11485,2143,2737,774,504,318,13351,2224,11997,2136,1043,581,183,163,128,135,7289,2174,6036,1925,715,372,259,249,279,329,344837,10447,62516,5170,133916,6279,46926,4522,33734,3126,44550,4089,8706,1907,53948,5502,34542,4054,12968,2138,5213,1649,1225,538,72218,4856,30701,3352,21876,2424,13216,2155,6425,2204,22239,4459,14000,2889,5895,2063,1727,670,617,626,3036,null,null,10265,null,null,13084,null,null,6655,null,null,6298,null,null,2649,null,null,1968,null,null,364,null,null,5934,null,null,5416,null,null,2143,null,null,774,null,null,318,null,null,2224,null,null,2136,null,null,581,null,null,163,null,null,135,null,null,2174,null,null,1925,null,null,372,null,null,249,null,null,329,null,null,10447,null,null,5170,null,null,6279,null,null,4522,null,null,3126,null,null,4089,null,null,1907,null,null,5502,null,null,4054,null,null,2138,null,null,1649,null,null,538,null,null,4856,null,null,3352,null,null,2424,null,null,2155,null,null,2204,null,null,4459,null,null,2889,null,null,2063,null,null,670,null,null,626,null,null,18
2937206,1804,2778511,5594,2682779,6981,62632,3705,50531,3581,8323,1336,3514,905,264,276,20880,2880,16758,2507,2922,1012,1173,518,27,47,8231,1566,5745,1373,1501,564,985,547,0,159,3989,1243,2837,857,712,666,242,266,198,325,158695,5672,28273,2915,55574,3860,16038,1848,15234,2360,15774,1975,8528,1973,27062,3767,15723,2435,6103,1442,3902,1258,1334,671,34291,3050,12481,2176,11796,2115,8488,1684,1526,746,13495,3019,5720,1694,4769,1809,2329,1284,677,554,1804,null,null,5594,null,null,6981,null,null,3705,null,null,3581,null,null,1336,null,null,905,null,null,276,null,null,2880,null,null,2507,null,null,1012,null,null,518,null,null,47,null,null,1566,null,null,1373,null,null,564,null,null,547,null,null,159,null,null,1243,null,null,857,null,null,666,null,null,266,null,null,325,null,null,5672,null,null,2915,null,null,3860,null,null,1848,null,null,2360,null,null,1975,null,null,1973,null,null,3767,null,null,2435,null,null,1442,null,null,1258,null,null,671,null,null,3050,null,null,2176,null,null,2115,null,null,1684,null,null,746,null,null,3019,null,null,1694,null,null,1809,null,null,1284,null,null,554,null,null,19
2709883,1979,2505602,7254,2366467,9287,109567,5063,94847,4682,8869,1568,4509,1143,1342,671,17938,2616,16718,2516,996,434,224,145,0,174,8857,1713,7996,1744,621,421,231,175,9,19,2773,1049,2450,963,310,357,0,174,13,26,204281,7463,27511,2698,101220,5382,30276,2773,28058,2509,27517,2971,15369,3087,25352,3305,16385,2465,5455,1324,2170,980,1342,1669,41232,4932,16620,2466,15185,2427,7609,1727,1818,657,8966,2242,5500,1626,2179,979,888,395,399,297,1979,null,null,7254,null,null,9287,null,null,5063,null,null,4682,null,null,1568,null,null,1143,null,null,671,null,null,2616,null,null,2516,null,null,434,null,null,145,null,null,174,null,null,1713,null,null,1744,null,null,421,null,null,175,null,null,19,null,null,1049,null,null,963,null,null,357,null,null,174,null,null,26,null,null,7463,null,null,2698,null,null,5382,null,null,2773,null,null,2509,null,null,2971,null,null,3087,null,null,3305,null,null,2465,null,null,1324,null,null,980,null,null,1669,null,null,4932,null,null,2466,null,null,2427,null,null,1727,null,null,657,null,null,2242,null,null,1626,null,null,979,null,null,395,null,null,297,null,null,20
4164025,2784,4009853,7672,3916525,9217,56319,4174,47057,3356,5944,1259,2799,994,519,431,25271,3737,20854,3495,3716,1056,701,311,0,190,6499,1421,5920,1340,363,253,216,195,0,190,5239,2061,4427,1969,740,735,72,76,0,190,154172,7348,30433,3417,49928,3572,15302,2430,14605,2115,15437,2208,4584,1563,31434,4596,17752,2947,9399,2073,2655,922,1628,814,26511,2358,11232,1650,8541,1389,6139,1289,599,322,15866,3729,5385,1419,7007,2039,2538,1010,936,530,2784,null,null,7672,null,null,9217,null,null,4174,null,null,3356,null,null,1259,null,null,994,null,null,431,null,null,3737,null,null,3495,null,null,1056,null,null,311,null,null,190,null,null,1421,null,null,1340,null,null,253,null,null,195,null,null,190,null,null,2061,null,null,1969,null,null,735,null,null,76,null,null,190,null,null,7348,null,null,3417,null,null,3572,null,null,2430,null,null,2115,null,null,2208,null,null,1563,null,null,4596,null,null,2947,null,null,2073,null,null,922,null,null,814,null,null,2358,null,null,1650,null,null,1389,null,null,1289,null,null,322,null,null,3729,null,null,1419,null,null,2039,null,null,1010,null,null,530,null,null,21
4374703,3568,4186607,7988,3992213,9650,77326,4856,61601,4379,9452,2058,4991,1507,1282,677,97448,4421,81774,4304,12243,1638,3294,1053,137,142,12414,2192,10780,2010,1463,647,171,153,0,208,7206,2771,5184,2171,1845,1014,177,182,0,208,188096,7203,29512,2770,89834,5662,33904,3918,22165,2566,22699,2949,11066,2868,20279,3177,13422,2437,5731,1739,859,630,267,279,40100,3499,17577,2652,10998,1594,8849,1825,2676,1729,8371,2076,4558,1288,2100,985,1366,839,347,367,3568,null,null,7988,null,null,9650,null,null,4856,null,null,4379,null,null,2058,null,null,1507,null,null,677,null,null,4421,null,null,4304,null,null,1638,null,null,1053,null,null,142,null,null,2192,null,null,2010,null,null,647,null,null,153,null,null,208,null,null,2771,null,null,2171,null,null,1014,null,null,182,null,null,208,null,null,7203,null,null,2770,null,null,5662,null,null,3918,null,null,2566,null,null,2949,null,null,2868,null,null,3177,null,null,2437,null,null,1739,null,null,630,null,null,279,null,null,3499,null,null,2652,null,null,1594,null,null,1825,null,null,1729,null,null,2076,null,null,1288,null,null,985,null,null,839,null,null,367,null,null,22
