B25015_001E,B25015_001M,B25015_002E,B25015_002M,B25015_003E,B25015_003M,B25015_004E,B25015_004M,B25015_005E,B25015_005M,B25015_006E,B25015_006M,B25015_007E,B25015_007M,B25015_008E,B25015_008M,B25015_009E,B25015_009M,B25015_010E,B25015_010M,B25015_011E,B25015_011M,B25015_012E,B25015_012M,B25015_013E,B25015_013M,B25015_014E,B25015_014M,B25015_015E,B25015_015M,B25015_016E,B25015_016M,B25015_017E,B25015_017M,B25015_018E,B25015_018M,B25015_019E,B25015_019M,B25015_020E,B25015_020M,B25015_021E,B25015_021M,B25015_022E,B25015_022M,B25015_023E,B25015_023M,B25015_024E,B25015_024M,B25015_025E,B25015_025M,B25015_026E,B25015_026M,B25015_027E,B25015_027M,B25015_001M,B25015_001EA,B25015_001MA,B25015_002M,B25015_002EA,B25015_002MA,B25015_003M,B25015_003EA,B25015_003MA,B25015_004M,B25015_004EA,B25015_004MA,B25015_005M,B25015_005EA,B25015_005MA,B25015_006M,B25015_006EA,B25015_006MA,B25015_007M,B25015_007EA,B25015_007MA,B25015_008M,B25015_008EA,B25015_008MA,B25015_009M,B25015_009EA,B25015_009MA,B25015_010M,B25015_010EA,B25015_010MA,B25015_011M,B25015_011EA,B25015_011MA,B25015_012M,B25015_012EA,B25015_012MA,B25015_013M,B25015_013EA,B25015_013MA,B25015_014M,B25015_014EA,B25015_014MA,B25015_015M,B25015_015EA,B25015_015MA,B25015_016M,B25015_016EA,B25015_016MA,B25015_017M,B25015_017EA,B25015_017MA,B25015_018M,B25015_018EA,B25015_018MA,B25015_019M,B25015_019EA,B25015_019MA,B25015_020M,B25015_020EA,B25015_020MA,B25015_021M,B25015_021EA,B25015_021MA,B25015_022M,B25015_022EA,B25015_022MA,B25015_023M,B25015_023EA,B25015_023MA,B25015_024M,B25015_024EA,B25015_024MA,B25015_025M,B25015_025EA,B25015_025MA,B25015_026M,B25015_026EA,B25015_026MA,B25015_027M,B25015_027EA,B25015_027MA,state
531660,5774,382116,6101,31892,2295,31139,2279,575,302,178,176,229438,4008,226424,4080,2433,784,581,260,120786,3051,120385,3024,68,89,333,277,149544,5077,45129,3057,42959,2945,1481,712,689,418,71531,4114,69292,4218,1616,728,623,313,32884,2227,32737,2216,0,172,147,133,5774,null,null,6101,null,null,2295,null,null,2279,null,null,302,null,null,176,null,null,4008,null,null,4080,null,null,784,null,null,260,null,null,3051,null,null,3024,null,null,89,null,null,277,null,null,5077,null,null,3057,null,null,2945,null,null,712,null,null,418,null,null,4114,null,null,4218,null,null,728,null,null,313,null,null,2227,null,null,2216,null,null,172,null,null,133,null,null,23
2194657,9484,1445953,10330,130109,4691,128553,4653,1295,627,261,197,898187,8415,888328,8456,8079,1467,1780,488,417657,5624,416666,5649,692,400,299,182,748704,12039,239322,8126,224106,7609,10246,1883,4970,1307,393749,9283,372655,9286,14232,2102,6862,1704,115633,5256,114426,5129,554,444,653,483,9484,null,null,10330,null,null,4691,null,null,4653,null,null,627,null,null,197,null,null,8415,null,null,8456,null,null,1467,null,null,488,null,null,5624,null,null,5649,null,null,400,null,null,182,null,null,12039,null,null,8126,null,null,7609,null,null,1883,null,null,1307,null,null,9283,null,null,9286,null,null,2102,null,null,1704,null,null,5256,null,null,5129,null,null,444,null,null,483,null,null,24
2579398,8290,1598930,10736,132055,5359,129657,5477,1453,691,945,510,993685,8678,982854,8599,8211,1461,2620,669,473190,6781,471865,6815,673,363,652,389,980468,11621,304137,7515,291471,7818,6415,1302,6251,1478,491757,8576,472363,8462,13793,2036,5601,1236,184574,5621,182989,5681,479,298,1106,565,8290,null,null,10736,null,null,5359,null,null,5477,null,null,691,null,null,510,null,null,8678,null,null,8599,null,null,1461,null,null,669,null,null,6781,null,null,6815,null,null,363,null,null,389,null,null,11621,null,null,7515,null,null,7818,null,null,1302,null,null,1478,null,null,8576,null,null,8462,null,null,2036,null,null,1236,null,null,5621,null,null,5681,null,null,298,null,null,565,null,null,25
3884153,13696,2731283,14647,280755,6274,274675,6312,4915,1024,1165,469,1610623,11509,1589213,11613,18072,2123,3338,793,839905,5905,836962,6042,1940,660,1003,400,1152870,14709,412945,8222,396950,8008,10747,1613,5248,1087,554404,11309,535836,10997,13844,2026,4724,1185,185521,5211,184318,5272,228,171,975,525,13696,null,null,14647,null,null,6274,null,null,6312,null,null,1024,null,null,469,null,null,11509,null,null,11613,null,null,2123,null,null,793,null,null,5905,null,null,6042,null,null,660,null,null,400,null,null,14709,null,null,8222,null,null,8008,null,null,1613,null,null,1087,null,null,11309,null,null,10997,null,null,2026,null,null,1185,null,null,5211,null,null,5272,null,null,171,null,null,525,null,null,26
2148725,7378,1532031,9426,193797,4733,189112,4841,3679,729,1006,352,936050,7025,925222,6804,8651,1374,2177,625,402184,4506,401678,4518,225,121,281,134,616694,8476,237904,6146,223127,6105,9238,1501,5539,1201,263293,6061,248032,6386,11116,1587,4145,1095,115497,3721,114269,3773,343,193,885,519,7378,null,null,9426,null,null,4733,null,null,4841,null,null,729,null,null,352,null,null,7025,null,null,6804,null,null,1374,null,null,625,null,null,4506,null,null,4518,null,null,121,null,null,134,null,null,8476,null,null,6146,null,null,6105,null,null,1501,null,null,1201,null,null,6061,null,null,6386,null,null,1587,null,null,1095,null,null,3721,null,null,3773,null,null,193,null,null,519,null,null,27
1091245,8803,734114,9343,70172,4528,68366,4505,1614,772,192,198,423512,8292,416874,8101,5441,1342,1197,411,240430,4321,239186,4332,655,366,589,287,357131,8635,123814,5608,116427,5632,4406,1210,2981,1062,186903,6917,178369,6877,6340,1457,2194,781,46414,3452,46046,3456,71,95,297,177,8803,null,null,9343,null,null,4528,null,null,4505,null,null,772,null,null,198,null,null,8292,null,null,8101,null,null,1342,null,null,411,null,null,4321,null,null,4332,null,null,366,null,null,287,null,null,8635,null,null,5608,null,null,5632,null,null,1210,null,null,1062,null,null,6917,null,null,6877,null,null,1457,null,null,781,null,null,3452,null,null,3456,null,null,95,null,null,177,null,null,28
2372190,10844,1567597,13680,170584,5757,166840,5592,3331,1001,413,215,912738,10973,901301,10795,9832,1496,1605,486,484275,5998,483138,5963,659,287,478,237,804593,10768,297023,7150,286022,7005,7794,1715,3207,986,381920,8634,370540,8533,7632,1308,3748,1131,125650,5449,124284,5306,635,463,731,471,10844,null,null,13680,null,null,5757,null,null,5592,null,null,1001,null,null,215,null,null,10973,null,null,10795,null,null,1496,null,null,486,null,null,5998,null,null,5963,null,null,287,null,null,237,null,null,10768,null,null,7150,null,null,7005,null,null,1715,null,null,986,null,null,8634,null,null,8533,null,null,1308,null,null,1131,null,null,5449,null,null,5306,null,null,463,null,null,471,null,null,29
416125,4426,282995,5662,28446,2301,27545,2315,833,459,68,65,160345,4284,157329,4568,2126,899,890,482,94204,2408,93642,2398,330,170,232,208,133130,5202,52925,3578,50858,3706,1259,527,808,513,56609,3812,54276,3749,1555,571,778,523,23596,2191,23596,2191,0,168,0,168,4426,null,null,5662,null,null,2301,null,null,2315,null,null,459,null,null,65,null,null,4284,null,null,4568,null,null,899,null,null,482,null,null,2408,null,null,2398,null,null,170,null,null,208,null,null,5202,null,null,3578,null,null,3706,null,null,527,null,null,513,null,null,3812,null,null,3749,null,null,571,null,null,523,null,null,2191,null,null,2191,null,null,168,null,null,168,null,null,30
747562,4452,488339,5373,61617,2870,60323,2830,1150,446,144,163,287925,4196,283710,4384,3142,889,1073,497,138797,2911,138567,2937,112,135,118,119,259223,5539,106902,4487,101222,4457,3615,902,2065,720,112178,3850,108098,3975,3295,750,785,448,40143,2293,39802,2302,219,340,122,153,4452,null,null,5373,null,null,2870,null,null,2830,null,null,446,null,null,163,null,null,4196,null,null,4384,null,null,889,null,null,497,null,null,2911,null,null,2937,null,null,135,null,null,119,null,null,5539,null,null,4487,null,null,4457,null,null,902,null,null,720,null,null,3850,null,null,3975,null,null,750,null,null,448,null,null,2293,null,null,2302,null,null,340,null,null,153,null,null,31
1055158,6433,578762,7662,61686,3844,59967,3812,1473,603,246,184,330909,6738,322113,6751,6898,1226,1898,660,186167,4505,185319,4494,621,349,227,175,476396,8145,140119,4713,128454,4383,7795,1795,3870,896,264455,8305,245681,7716,12907,2335,5867,1414,71822,4116,70624,3990,414,276,784,408,6433,null,null,7662,null,null,3844,null,null,3812,null,null,603,null,null,184,null,null,6738,null,null,6751,null,null,1226,null,null,660,null,null,4505,null,null,4494,null,null,349,null,null,175,null,null,8145,null,null,4713,null,null,4383,null,null,1795,null,null,896,null,null,8305,null,null,7716,null,null,2335,null,null,1414,null,null,4116,null,null,3990,null,null,276,null,null,408,null,null,32
520643,5191,365021,5402,31098,2464,30887,2480,133,112,78,95,228552,4143,226495,4166,1596,649,461,289,105371,2759,105161,2757,146,120,64,80,155622,5342,47942,3134,45712,3139,1530,591,700,446,77366,3531,75502,3468,1393,663,471,343,30314,2857,30167,2851,15,21,132,137,5191,null,null,5402,null,null,2464,null,null,2480,null,null,112,null,null,95,null,null,4143,null,null,4166,null,null,649,null,null,289,null,null,2759,null,null,2757,null,null,120,null,null,80,null,null,5342,null,null,3134,null,null,3139,null,null,591,null,null,446,null,null,3531,null,null,3468,null,null,663,null,null,343,null,null,2857,null,null,2851,null,null,21,null,null,137,null,null,33
3194519,10274,2019927,14176,140039,6122,137720,6077,1670,706,649,312,1261857,10711,1244275,10662,14712,2311,2870,777,618031,7241,614853,7198,2233,845,945,450,1174592,13481,313202,7033,285420,6644,18270,2252,9512,1585,656804,11025,610865,10770,29999,3307,15940,1966,204586,5533,201286,5606,1751,599,1549,637,10274,null,null,14176,null,null,6122,null,null,6077,null,null,706,null,null,312,null,null,10711,null,null,10662,null,null,2311,null,null,777,null,null,7241,null,null,7198,null,null,845,null,null,450,null,null,13481,null,null,7033,null,null,6644,null,null,2252,null,null,1585,null,null,11025,null,null,10770,null,null,3307,null,null,1966,null,null,5533,null,null,5606,null,null,599,null,null,637,null,null,34
758364,6296,511099,7819,53565,3202,50682,3275,2038,682,845,429,280316,6047,270414,5798,7102,1216,2800,787,177218,4528,175735,4624,861,338,622,257,247265,6812,91906,4704,83041,4769,4740,1281,4125,1122,119248,5315,111404,5202,6098,1358,1746,668,36111,2884,35715,2911,353,315,43,44,6296,null,null,7819,null,null,3202,null,null,3275,null,null,682,null,null,429,null,null,6047,null,null,5798,null,null,1216,null,null,787,null,null,4528,null,null,4624,null,null,338,null,null,257,null,null,6812,null,null,4704,null,null,4769,null,null,1281,null,null,1122,null,null,5315,null,null,5202,null,null,1358,null,null,668,null,null,2884,null,null,2911,null,null,315,null,null,44,null,null,35
7209054,17665,3841170,19390,288654,7767,278985,7868,6293,1091,3376,893,2337552,16029,2273332,15485,47218,3460,17002,1998,1214964,11026,1207971,10796,4254,813,2739,741,3367884,19924,947887,12579,857230,13197,51892,4112,38765,3716,1790348,16355,1598051,16551,119361,6373,72936,4487,629649,10412,610502,10879,8402,1469,10745,2053,17665,null,null,19390,null,null,7767,null,null,7868,null,null,1091,null,null,893,null,null,16029,null,null,15485,null,null,3460,null,null,1998,null,null,11026,null,null,10796,null,null,813,null,null,741,null,null,19924,null,null,12579,null,null,13197,null,null,4112,null,null,3716,null,null,16355,null,null,16551,null,null,6373,null,null,4487,null,null,10412,null,null,10879,null,null,1469,null,null,2053,null,null,36
3882423,16063,2493388,15093,230916,7952,226094,7802,3727,902,1095,390,1484093,11826,1465154,11827,14181,1634,4758,1210,778379,7096,775351,6989,2161,636,867,342,1389035,15637,501330,11293,472488,12108,19467,2818,9375,1921,700893,12774,669343,12659,20248,2639,11302,2172,186812,5514,184362,5687,927,493,1523,652,16063,null,null,15093,null,null,7952,null,null,7802,null,null,902,null,null,390,null,null,11826,null,null,11827,null,null,1634,null,null,1210,null,null,7096,null,null,6989,null,null,636,null,null,342,null,null,15637,null,null,11293,null,null,12108,null,null,2818,null,null,1921,null,null,12774,null,null,12659,null,null,2639,null,null,2172,null,null,5514,null,null,5687,null,null,493,null,null,652,null,null,37
315134,3356,199208,3641,34814,2574,34061,2598,678,353,75,83,111310,2601,110224,2575,831,383,255,160,53084,1751,52852,1763,143,125,89,95,115926,4095,55295,3437,52843,3348,1347,746,1105,655,43088,2998,40943,2857,1799,890,346,266,17543,1962,17504,1959,0,155,39,65,3356,null,null,3641,null,null,2574,null,null,2598,null,null,353,null,null,83,null,null,2601,null,null,2575,null,null,383,null,null,160,null,null,1751,null,null,1763,null,null,125,null,null,95,null,null,4095,null,null,3437,null,null,3348,null,null,746,null,null,655,null,null,2998,null,null,2857,null,null,890,null,null,266,null,null,1962,null,null,1959,null,null,155,null,null,65,null,null,38
4624669,14929,3022809,18037,308272,7460,303186,7488,4083,979,1003,626,1774465,13315,1758869,13143,12880,1612,2716,1029,940072,8016,938171,8100,1465,450,436,235,1601860,14736,570667,9922,551087,9853,13737,2242,5843,1245,781966,11728,762575,10798,13890,2176,5501,1153,249227,6734,246998,6911,804,424,1425,670,14929,null,null,18037,null,null,7460,null,null,7488,null,null,979,null,null,626,null,null,13315,null,null,13143,null,null,1612,null,null,1029,null,null,8016,null,null,8100,null,null,450,null,null,235,null,null,14736,null,null,9922,null,null,9853,null,null,2242,null,null,1245,null,null,11728,null,null,10798,null,null,2176,null,null,1153,null,null,6734,null,null,6911,null,null,424,null,null,670,null,null,39
1469342,7193,953552,7733,116570,4436,112330,4452,3679,777,561,260,538955,5523,527162,5641,9591,1205,2202,638,298027,4153,297011,4109,697,248,319,184,515790,7857,202214,5099,190929,5366,7185,1063,4100,961,244491,5810,232416,5752,8361,1377,3714,978,69085,2734,67932,2761,302,229,851,427,7193,null,null,7733,null,null,4436,null,null,4452,null,null,777,null,null,260,null,null,5523,null,null,5641,null,null,1205,null,null,638,null,null,4153,null,null,4109,null,null,248,null,null,184,null,null,7857,null,null,5099,null,null,5366,null,null,1063,null,null,961,null,null,5810,null,null,5752,null,null,1377,null,null,978,null,null,2734,null,null,2761,null,null,229,null,null,427,null,null,40
1571678,6691,969579,10315,87334,4183,84051,4178,2779,808,504,321,561022,8244,549199,8213,8845,1601,2978,962,321223,5350,319211,5362,1431,595,581,302,602099,10324,213891,6235,199064,6226,9046,1956,5781,1140,284820,8056,267687,8291,11480,2086,5653,1226,103388,4253,102216,4281,446,433,726,475,6691,null,null,10315,null,null,4183,null,null,4178,null,null,808,null,null,321,null,null,8244,null,null,8213,null,null,1601,null,null,962,null,null,5350,null,null,5362,null,null,595,null,null,302,null,null,10324,null,null,6235,null,null,6226,null,null,1956,null,null,1140,null,null,8056,null,null,8291,null,null,2086,null,null,1226,null,null,4253,null,null,4281,null,null,433,null,null,475,null,null,41
4937771,13721,3382514,17950,306534,6943,302089,7031,3767,837,678,309,2020977,13633,2000241,13759,15865,1787,4871,1060,1055003,9001,1052925,8902,1461,499,617,305,1555257,14774,524724,9374,502170,9384,14166,2211,8388,1305,720626,11751,701113,11768,13119,1956,6394,1412,309907,7309,307864,7216,631,493,1412,464,13721,null,null,17950,null,null,6943,null,null,7031,null,null,837,null,null,309,null,null,13633,null,null,13759,null,null,1787,null,null,1060,null,null,9001,null,null,8902,null,null,499,null,null,305,null,null,14774,null,null,9374,null,null,9384,null,null,2211,null,null,1305,null,null,11751,null,null,11768,null,null,1956,null,null,1412,null,null,7309,null,null,7216,null,null,493,null,null,464,null,null,42
408239,4139,236882,4213,18065,1720,17881,1729,184,212,0,208,144753,4115,142802,4162,1613,708,338,229,74064,1963,73788,1925,91,91,185,193,171357,5796,49449,3484,47766,3480,847,471,836,541,90076,4502,86845,4404,1787,832,1444,683,31832,2274,31570,2235,34,56,228,207,4139,null,null,4213,null,null,1720,null,null,1729,null,null,212,null,null,208,null,null,4115,null,null,4162,null,null,708,null,null,229,null,null,1963,null,null,1925,null,null,91,null,null,193,null,null,5796,null,null,3484,null,null,3480,null,null,471,null,null,541,null,null,4502,null,null,4404,null,null,832,null,null,683,null,null,2274,null,null,2235,null,null,56,null,null,207,null,null,44
1877887,10574,1288871,12866,124979,5404,122383,5375,2070,829,526,388,732082,10556,723735,10798,6825,1280,1522,561,431810,5247,430523,5292,821,404,466,242,589016,11203,214746,7080,205493,6892,6589,1460,2664,877,296138,9329,287888,9267,5463,1264,2787,1018,78132,4243,76753,4099,454,337,925,635,10574,null,null,12866,null,null,5404,null,null,5375,null,null,829,null,null,388,null,null,10556,null,null,10798,null,null,1280,null,null,561,null,null,5247,null,null,5292,null,null,404,null,null,242,null,null,11203,null,null,7080,null,null,6892,null,null,1460,null,null,877,null,null,9329,null,null,9267,null,null,1264,null,null,1018,null,null,4243,null,null,4099,null,null,337,null,null,635,null,null,45
334003,3659,224459,3798,29273,2133,28365,2106,666,294,242,170,132277,2917,130465,2949,1279,382,533,295,62909,2019,62762,2049,48,62,99,91,109544,3813,42681,3039,41232,2903,923,409,526,366,44283,2699,41744,2533,1619,622,920,576,22580,2061,22094,2008,64,101,422,318,3659,null,null,3798,null,null,2133,null,null,2106,null,null,294,null,null,170,null,null,2917,null,null,2949,null,null,382,null,null,295,null,null,2019,null,null,2049,null,null,62,null,null,91,null,null,3813,null,null,3039,null,null,2903,null,null,409,null,null,366,null,null,2699,null,null,2533,null,null,622,null,null,576,null,null,2061,null,null,2008,null,null,101,null,null,318,null,null,46
2556332,11690,1664018,15061,166932,6559,164134,6566,2037,649,761,314,966904,10971,952812,10889,10763,1902,3329,1010,530182,6757,528128,6810,1067,525,987,498,892314,14411,332382,8759,314931,8504,12006,1987,5445,1475,442901,9547,424247,9911,14144,2127,4510,1198,117031,5338,115780,5275,508,376,743,447,11690,null,null,15061,null,null,6559,null,null,6566,null,null,649,null,null,314,null,null,10971,null,null,10889,null,null,1902,null,null,1010,null,null,6757,null,null,6810,null,null,525,null,null,498,null,null,14411,null,null,8759,null,null,8504,null,null,1987,null,null,1475,null,null,9547,null,null,9911,null,null,2127,null,null,1198,null,null,5338,null,null,5275,null,null,376,null,null,447,null,null,47
9535612,20125,5825471,27395,631082,12177,596992,12415,26949,2935,7141,1456,3632681,24547,3499472,23989,103968,4945,29241,2624,1561708,12622,1545095,12889,11083,1753,5530,1035,3710141,23471,1475665,18608,1341659,18032,90655,5451,43351,3237,1817264,20912,1665716,21153,103903,6019,47645,3382,417212,9093,409966,8981,3706,935,3540,898,20125,null,null,27395,null,null,12177,null,null,12415,null,null,2935,null,null,1456,null,null,24547,null,null,23989,null,null,4945,null,null,2624,null,null,12622,null,null,12889,null,null,1753,null,null,1035,null,null,23471,null,null,18608,null,null,18032,null,null,5451,null,null,3237,null,null,20912,null,null,21153,null,null,6019,null,null,3382,null,null,9093,null,null,8981,null,null,935,null,null,898,null,null,48
