B13002E_001E,B13002E_001M,B13002E_002E,B13002E_002M,B13002E_003E,B13002E_003M,B13002E_004E,B13002E_004M,B13002E_005E,B13002E_005M,B13002E_006E,B13002E_006M,B13002E_007E,B13002E_007M,B13002E_001M,B13002E_001EA,B13002E_001MA,B13002E_002M,B13002E_002EA,B13002E_002MA,B13002E_003M,B13002E_003EA,B13002E_003MA,B13002E_004M,B13002E_004EA,B13002E_004MA,B13002E_005M,B13002E_005EA,B13002E_005MA,B13002E_006M,B13002E_006EA,B13002E_006MA,B13002E_007M,B13002E_007EA,B13002E_007MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
5308,665,348,249,323,244,25,44,4960,719,1389,565,3571,723,665,null,null,249,null,null,244,null,null,44,null,null,719,null,null,565,null,null,723,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
2828,905,90,132,90,132,0,192,2738,884,799,400,1939,834,905,null,null,132,null,null,132,null,null,192,null,null,884,null,null,400,null,null,834,null,null,36
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
2187,461,240,201,0,159,240,201,1947,509,882,461,1065,247,461,null,null,201,null,null,159,null,null,201,null,null,509,null,null,461,null,null,247,null,null,40
4858,1354,137,172,104,163,33,59,4721,1336,1847,793,2874,968,1354,null,null,172,null,null,163,null,null,59,null,null,1336,null,null,793,null,null,968,null,null,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
945,642,63,39,0,204,63,39,882,649,689,608,193,183,642,null,null,39,null,null,204,null,null,39,null,null,649,null,null,608,null,null,183,null,null,47
9839,1596,378,344,346,339,32,49,9461,1639,4340,1145,5121,1428,1596,null,null,344,null,null,339,null,null,49,null,null,1639,null,null,1145,null,null,1428,null,null,48
7090,831,438,393,438,393,0,190,6652,846,3038,785,3614,755,831,null,null,393,null,null,393,null,null,190,null,null,846,null,null,785,null,null,755,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
15018,1407,617,387,243,224,374,319,14401,1424,5703,1104,8698,1536,1407,null,null,387,null,null,224,null,null,319,null,null,1424,null,null,1104,null,null,1536,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
3750,682,365,333,365,333,0,204,3385,769,1316,581,2069,723,682,null,null,333,null,null,333,null,null,204,null,null,769,null,null,581,null,null,723,null,null,04
2808,652,352,432,0,197,352,432,2456,934,1017,381,1439,644,652,null,null,432,null,null,197,null,null,432,null,null,934,null,null,381,null,null,644,null,null,05
42385,2500,2084,706,1232,555,852,537,40301,2608,16969,1712,23332,2343,2500,null,null,706,null,null,555,null,null,537,null,null,2608,null,null,1712,null,null,2343,null,null,06
2798,741,245,255,199,239,46,67,2553,764,1155,424,1398,541,741,null,null,255,null,null,239,null,null,67,null,null,764,null,null,424,null,null,541,null,null,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
