B17006_001E,B17006_001M,B17006_002E,B17006_002M,B17006_003E,B17006_003M,B17006_004E,B17006_004M,B17006_005E,B17006_005M,B17006_006E,B17006_006M,B17006_007E,B17006_007M,B17006_008E,B17006_008M,B17006_009E,B17006_009M,B17006_010E,B17006_010M,B17006_011E,B17006_011M,B17006_012E,B17006_012M,B17006_013E,B17006_013M,B17006_014E,B17006_014M,B17006_015E,B17006_015M,B17006_016E,B17006_016M,B17006_017E,B17006_017M,B17006_018E,B17006_018M,B17006_019E,B17006_019M,B17006_020E,B17006_020M,B17006_021E,B17006_021M,B17006_022E,B17006_022M,B17006_023E,B17006_023M,B17006_024E,B17006_024M,B17006_025E,B17006_025M,B17006_026E,B17006_026M,B17006_027E,B17006_027M,B17006_028E,B17006_028M,B17006_029E,B17006_029M,B17006_001M,B17006_001EA,B17006_001MA,B17006_002M,B17006_002EA,B17006_002MA,B17006_003M,B17006_003EA,B17006_003MA,B17006_004M,B17006_004EA,B17006_004MA,B17006_005M,B17006_005EA,B17006_005MA,B17006_006M,B17006_006EA,B17006_006MA,B17006_007M,B17006_007EA,B17006_007MA,B17006_008M,B17006_008EA,B17006_008MA,B17006_009M,B17006_009EA,B17006_009MA,B17006_010M,B17006_010EA,B17006_010MA,B17006_011M,B17006_011EA,B17006_011MA,B17006_012M,B17006_012EA,B17006_012MA,B17006_013M,B17006_013EA,B17006_013MA,B17006_014M,B17006_014EA,B17006_014MA,B17006_015M,B17006_015EA,B17006_015MA,B17006_016M,B17006_016EA,B17006_016MA,B17006_017M,B17006_017EA,B17006_017MA,B17006_018M,B17006_018EA,B17006_018MA,B17006_019M,B17006_019EA,B17006_019MA,B17006_020M,B17006_020EA,B17006_020MA,B17006_021M,B17006_021EA,B17006_021MA,B17006_022M,B17006_022EA,B17006_022MA,B17006_023M,B17006_023EA,B17006_023MA,B17006_024M,B17006_024EA,B17006_024MA,B17006_025M,B17006_025EA,B17006_025MA,B17006_026M,B17006_026EA,B17006_026MA,B17006_027M,B17006_027EA,B17006_027MA,B17006_028M,B17006_028EA,B17006_028MA,B17006_029M,B17006_029EA,B17006_029MA,state
4061836,7104,842396,23979,273487,16397,80567,6560,17181,2568,175739,11936,568909,20199,74988,8181,26270,3974,2969,1069,45749,6165,493921,19025,149154,7066,31827,3499,312940,15605,3219440,24093,2243125,19738,607615,10930,117644,7090,1517866,15988,976315,25209,260752,14102,69980,6583,11793,2079,178979,10743,715563,21805,167809,8443,37809,4258,509945,16804,7104,null,null,23979,null,null,16397,null,null,6560,null,null,2568,null,null,11936,null,null,20199,null,null,8181,null,null,3974,null,null,1069,null,null,6165,null,null,19025,null,null,7066,null,null,3499,null,null,15605,null,null,24093,null,null,19738,null,null,10930,null,null,7090,null,null,15988,null,null,25209,null,null,14102,null,null,6583,null,null,2079,null,null,10743,null,null,21805,null,null,8443,null,null,4258,null,null,16804,null,null,12
2462451,5578,556759,19540,160899,11402,51588,5321,8084,1784,101227,7476,395860,17565,46344,6291,16281,2962,2392,867,27671,4325,349516,17105,103738,6398,17736,2583,228042,14191,1905692,19806,1377178,20319,346416,9430,70703,4882,960059,16062,528514,19463,132062,9344,38531,5164,4684,1384,88847,7060,396452,17656,88145,6919,17669,2821,290638,13303,5578,null,null,19540,null,null,11402,null,null,5321,null,null,1784,null,null,7476,null,null,17565,null,null,6291,null,null,2962,null,null,867,null,null,4325,null,null,17105,null,null,6398,null,null,2583,null,null,14191,null,null,19806,null,null,20319,null,null,9430,null,null,4882,null,null,16062,null,null,19463,null,null,9344,null,null,5164,null,null,1384,null,null,7060,null,null,17656,null,null,6919,null,null,2821,null,null,13303,null,null,13
299474,2154,28909,4285,10912,2881,3612,1422,1199,595,6101,1910,17997,3254,1387,683,431,353,0,185,956,502,16610,3196,5517,1202,695,413,10398,2445,270565,4615,203302,6219,60800,2509,11635,1695,130867,4957,67263,6346,26242,4061,8447,1987,2442,894,15353,2776,41021,4595,9736,2188,2301,869,28984,3206,2154,null,null,4285,null,null,2881,null,null,1422,null,null,595,null,null,1910,null,null,3254,null,null,683,null,null,353,null,null,185,null,null,502,null,null,3196,null,null,1202,null,null,413,null,null,2445,null,null,4615,null,null,6219,null,null,2509,null,null,1695,null,null,4957,null,null,6346,null,null,4061,null,null,1987,null,null,894,null,null,2776,null,null,4595,null,null,2188,null,null,869,null,null,3206,null,null,15
428104,2503,73761,7856,29197,5022,10175,2176,1871,772,17151,3727,44564,6062,7572,2148,1829,895,1197,760,4546,1553,36992,5686,11662,2302,2088,788,23242,4226,354343,8378,291605,9313,75631,3457,14163,2169,201811,6734,62738,5165,24836,4045,7434,1721,1271,534,16131,3188,37902,4897,6155,1369,1471,766,30276,4279,2503,null,null,7856,null,null,5022,null,null,2176,null,null,772,null,null,3727,null,null,6062,null,null,2148,null,null,895,null,null,760,null,null,1553,null,null,5686,null,null,2302,null,null,788,null,null,4226,null,null,8378,null,null,9313,null,null,3457,null,null,2169,null,null,6734,null,null,5165,null,null,4045,null,null,1721,null,null,534,null,null,3188,null,null,4897,null,null,1369,null,null,766,null,null,4279,null,null,16
2873109,4576,501827,17290,141405,10662,37795,3967,9163,1693,94447,8130,360422,16469,49199,6874,17244,3322,2882,1017,29073,4537,311223,15338,90280,6053,16315,2235,204628,11626,2371282,18551,1796254,20757,481669,8213,98381,4411,1216204,16646,575028,16691,162657,9811,45032,4704,7279,1437,110346,7740,412371,13241,84871,5128,17174,2555,310326,11527,4576,null,null,17290,null,null,10662,null,null,3967,null,null,1693,null,null,8130,null,null,16469,null,null,6874,null,null,3322,null,null,1017,null,null,4537,null,null,15338,null,null,6053,null,null,2235,null,null,11626,null,null,18551,null,null,20757,null,null,8213,null,null,4411,null,null,16646,null,null,16691,null,null,9811,null,null,4704,null,null,1437,null,null,7740,null,null,13241,null,null,5128,null,null,2555,null,null,11527,null,null,17
1536116,4748,293333,13263,92671,7166,30330,3062,6813,1337,55528,5193,200662,12220,23953,4291,6117,1543,1766,671,16070,3582,176709,11509,50418,4521,9780,2165,116511,8168,1242783,13373,934453,13867,250124,6470,48361,3730,635968,9893,308330,12025,96516,6092,27767,2751,5023,1420,63726,4784,211814,10904,45866,3687,10693,2034,155255,8342,4748,null,null,13263,null,null,7166,null,null,3062,null,null,1337,null,null,5193,null,null,12220,null,null,4291,null,null,1543,null,null,671,null,null,3582,null,null,11509,null,null,4521,null,null,2165,null,null,8168,null,null,13373,null,null,13867,null,null,6470,null,null,3730,null,null,9893,null,null,12025,null,null,6092,null,null,2751,null,null,1420,null,null,4784,null,null,10904,null,null,3687,null,null,2034,null,null,8342,null,null,18
708669,3213,102194,7251,31425,5097,9970,2131,2344,891,19111,3123,70769,5693,8503,2374,2443,881,763,443,5297,1719,62266,5001,22064,2170,4039,1013,36163,4139,606475,7294,474031,8326,127600,3430,25343,2271,321088,6611,132444,6930,44684,4283,13290,1988,2052,625,29342,3069,87760,6432,18535,2535,4386,930,64839,5199,3213,null,null,7251,null,null,5097,null,null,2131,null,null,891,null,null,3123,null,null,5693,null,null,2374,null,null,881,null,null,443,null,null,1719,null,null,5001,null,null,2170,null,null,1013,null,null,4139,null,null,7294,null,null,8326,null,null,3430,null,null,2271,null,null,6611,null,null,6930,null,null,4283,null,null,1988,null,null,625,null,null,3069,null,null,6432,null,null,2535,null,null,930,null,null,5199,null,null,19
701586,3221,96576,7281,30673,4287,8722,1828,1594,614,20357,3095,65903,6142,8869,2137,3044,1134,524,354,5301,1552,57034,5682,18104,2751,2897,984,36033,4040,605010,7993,464359,11081,131425,4141,24801,2209,308133,8953,140651,7997,47449,5408,12626,2313,2133,955,32690,4076,93202,6582,20306,2190,5520,1343,67376,5431,3221,null,null,7281,null,null,4287,null,null,1828,null,null,614,null,null,3095,null,null,6142,null,null,2137,null,null,1134,null,null,354,null,null,1552,null,null,5682,null,null,2751,null,null,984,null,null,4040,null,null,7993,null,null,11081,null,null,4141,null,null,2209,null,null,8953,null,null,7997,null,null,5408,null,null,2313,null,null,955,null,null,4076,null,null,6582,null,null,2190,null,null,1343,null,null,5431,null,null,20
981955,4848,240988,11859,75684,6783,23619,2677,3910,828,48155,5089,165304,9787,21720,3549,6224,1424,1541,637,13955,2686,143584,8929,42562,3946,7077,1504,93945,6061,740967,11379,560548,12333,152045,5349,27188,2466,381315,9595,180419,9404,56682,5728,13102,2291,1546,548,42034,4608,123737,6801,28381,2898,5082,1238,90274,5989,4848,null,null,11859,null,null,6783,null,null,2677,null,null,828,null,null,5089,null,null,9787,null,null,3549,null,null,1424,null,null,637,null,null,2686,null,null,8929,null,null,3946,null,null,1504,null,null,6061,null,null,11379,null,null,12333,null,null,5349,null,null,2466,null,null,9595,null,null,9404,null,null,5728,null,null,2291,null,null,548,null,null,4608,null,null,6801,null,null,2898,null,null,1238,null,null,5989,null,null,21
1091942,5418,309676,14060,65915,10305,15321,3278,3362,1310,47232,7847,243761,14537,22078,4770,8442,2053,362,356,13274,3768,221683,13428,68427,6818,10692,1811,142564,9141,782266,14895,553831,15160,153701,6221,32248,3367,367882,11236,228435,12779,64821,7011,18094,3099,2707,949,44020,5243,163614,10280,37623,4366,8446,1986,117545,7492,5418,null,null,14060,null,null,10305,null,null,3278,null,null,1310,null,null,7847,null,null,14537,null,null,4770,null,null,2053,null,null,356,null,null,3768,null,null,13428,null,null,6818,null,null,1811,null,null,9141,null,null,14895,null,null,15160,null,null,6221,null,null,3367,null,null,11236,null,null,12779,null,null,7011,null,null,3099,null,null,949,null,null,5243,null,null,10280,null,null,4366,null,null,1986,null,null,7492,null,null,22
