B19201_001E,B19201_001M,B19201_002E,B19201_002M,B19201_003E,B19201_003M,B19201_004E,B19201_004M,B19201_005E,B19201_005M,B19201_006E,B19201_006M,B19201_007E,B19201_007M,B19201_008E,B19201_008M,B19201_009E,B19201_009M,B19201_010E,B19201_010M,B19201_011E,B19201_011M,B19201_012E,B19201_012M,B19201_013E,B19201_013M,B19201_014E,B19201_014M,B19201_015E,B19201_015M,B19201_016E,B19201_016M,B19201_017E,B19201_017M,B19201_001M,B19201_001EA,B19201_001MA,B19201_002M,B19201_002EA,B19201_002MA,B19201_003M,B19201_003EA,B19201_003MA,B19201_004M,B19201_004EA,B19201_004MA,B19201_005M,B19201_005EA,B19201_005MA,B19201_006M,B19201_006EA,B19201_006MA,B19201_007M,B19201_007EA,B19201_007MA,B19201_008M,B19201_008EA,B19201_008MA,B19201_009M,B19201_009EA,B19201_009MA,B19201_010M,B19201_010EA,B19201_010MA,B19201_011M,B19201_011EA,B19201_011MA,B19201_012M,B19201_012EA,B19201_012MA,B19201_013M,B19201_013EA,B19201_013MA,B19201_014M,B19201_014EA,B19201_014MA,B19201_015M,B19201_015EA,B19201_015MA,B19201_016M,B19201_016EA,B19201_016MA,B19201_017M,B19201_017EA,B19201_017MA,state
2708995,23001,361429,10743,247741,8726,227181,8236,214864,8760,187510,7708,185199,6731,158872,6740,143064,7375,115128,5077,205497,7867,213536,6625,192328,6467,104784,5689,50163,3127,46797,3742,54902,3522,23001,null,null,10743,null,null,8726,null,null,8236,null,null,8760,null,null,7708,null,null,6731,null,null,6740,null,null,7375,null,null,5077,null,null,7867,null,null,6625,null,null,6467,null,null,5689,null,null,3127,null,null,3742,null,null,3522,null,null,12
1207132,14964,168962,7722,116420,5029,96685,4650,90681,5741,75822,4560,71838,5323,66183,4216,64644,5212,55750,4928,95584,4712,101295,5257,92277,5896,49571,3888,22318,2760,19067,2320,20035,2076,14964,null,null,7722,null,null,5029,null,null,4650,null,null,5741,null,null,4560,null,null,5323,null,null,4216,null,null,5212,null,null,4928,null,null,4712,null,null,5257,null,null,5896,null,null,3888,null,null,2760,null,null,2320,null,null,2076,null,null,13
140363,5041,18481,2115,10781,1825,7163,1250,9345,1517,6073,1048,6432,1376,7476,1351,6387,1085,6140,1326,10957,1441,14163,1794,13882,1906,9603,1466,4506,924,4410,1084,4564,1087,5041,null,null,2115,null,null,1825,null,null,1250,null,null,1517,null,null,1048,null,null,1376,null,null,1351,null,null,1085,null,null,1326,null,null,1441,null,null,1794,null,null,1906,null,null,1466,null,null,924,null,null,1084,null,null,1087,null,null,15
199255,6420,31335,2978,21152,2480,18526,1948,16998,2166,12395,1761,13833,1904,13255,2191,10011,1772,8681,1466,14338,1929,14944,1979,11351,1511,5630,1313,3427,956,1735,689,1644,559,6420,null,null,2978,null,null,2480,null,null,1948,null,null,2166,null,null,1761,null,null,1904,null,null,2191,null,null,1772,null,null,1466,null,null,1929,null,null,1979,null,null,1511,null,null,1313,null,null,956,null,null,689,null,null,559,null,null,16
1721433,16439,230153,8075,141373,5556,133096,5758,127916,5508,102140,4439,106366,5395,83316,5041,85102,4416,68864,3954,134414,5029,151387,6148,151592,6616,85611,4453,40501,2912,40561,3096,39041,3132,16439,null,null,8075,null,null,5556,null,null,5758,null,null,5508,null,null,4439,null,null,5395,null,null,5041,null,null,4416,null,null,3954,null,null,5029,null,null,6148,null,null,6616,null,null,4453,null,null,2912,null,null,3096,null,null,3132,null,null,17
887512,11254,117636,5110,81997,3974,85703,4046,76579,4206,70002,3807,60001,3771,54418,4165,53389,3731,40896,3173,68456,3313,68305,4031,56279,3611,27067,2842,9686,1388,8873,1335,8225,1256,11254,null,null,5110,null,null,3974,null,null,4046,null,null,4206,null,null,3807,null,null,3771,null,null,4165,null,null,3731,null,null,3173,null,null,3313,null,null,4031,null,null,3611,null,null,2842,null,null,1388,null,null,1335,null,null,1256,null,null,18
452889,7182,53314,3090,41587,2579,39675,2822,42039,3038,35965,2261,32924,2468,28200,2194,27896,2691,19371,2004,37336,2567,36434,2861,28780,1948,11620,1728,7054,1394,5234,1072,5460,1331,7182,null,null,3090,null,null,2579,null,null,2822,null,null,3038,null,null,2261,null,null,2468,null,null,2194,null,null,2691,null,null,2004,null,null,2567,null,null,2861,null,null,1948,null,null,1728,null,null,1394,null,null,1072,null,null,1331,null,null,19
394402,8116,50899,3463,37540,2559,32234,2497,36570,2653,30191,2602,29916,2839,25311,2341,24251,2418,19133,2510,30053,2339,31239,2658,22903,1994,11500,1684,4926,1035,3532,776,4204,914,8116,null,null,3463,null,null,2559,null,null,2497,null,null,2653,null,null,2602,null,null,2839,null,null,2341,null,null,2418,null,null,2510,null,null,2339,null,null,2658,null,null,1994,null,null,1684,null,null,1035,null,null,776,null,null,914,null,null,20
596302,10780,104374,5354,66441,3931,59341,4509,46862,2674,39691,3111,39173,3277,33038,3082,30718,2741,22708,2494,43707,3025,44850,3557,32993,2797,13949,1742,8524,1729,3733,808,6200,1160,10780,null,null,5354,null,null,3931,null,null,4509,null,null,2674,null,null,3111,null,null,3277,null,null,3082,null,null,2741,null,null,2494,null,null,3025,null,null,3557,null,null,2797,null,null,1742,null,null,1729,null,null,808,null,null,1160,null,null,21
623089,10033,114227,5550,67583,4532,60045,3686,51489,3404,41746,3453,37265,2898,34582,2765,32080,2999,22416,2723,40281,3049,42379,3386,38215,2876,16711,2005,8725,1678,8709,1658,6636,1361,10033,null,null,5550,null,null,4532,null,null,3686,null,null,3404,null,null,3453,null,null,2898,null,null,2765,null,null,2999,null,null,2723,null,null,3049,null,null,3386,null,null,2876,null,null,2005,null,null,1678,null,null,1658,null,null,1361,null,null,22
