B19119_001E,B19119_001M,B19119_002E,B19119_002M,B19119_003E,B19119_003M,B19119_004E,B19119_004M,B19119_005E,B19119_005M,B19119_006E,B19119_006M,B19119_007E,B19119_007M,B19119_001M,B19119_001EA,B19119_001MA,B19119_002M,B19119_002EA,B19119_002MA,B19119_003M,B19119_003EA,B19119_003MA,B19119_004M,B19119_004EA,B19119_004MA,B19119_005M,B19119_005EA,B19119_005MA,B19119_006M,B19119_006EA,B19119_006MA,B19119_007M,B19119_007EA,B19119_007MA,state
61289,377,56759,550,61600,928,72958,1581,67788,1900,68074,4539,70308,5199,377,null,null,550,null,null,928,null,null,1581,null,null,1900,null,null,4539,null,null,5199,null,null,12
65018,618,58363,939,65900,1700,78368,2341,71931,2783,66060,3603,68301,5989,618,null,null,939,null,null,1700,null,null,2341,null,null,2783,null,null,3603,null,null,5989,null,null,13
86768,1511,72867,2789,88706,4576,97849,5652,100244,3478,110153,12741,137536,14333,1511,null,null,2789,null,null,4576,null,null,5652,null,null,3478,null,null,12741,null,null,14333,null,null,15
63182,1468,57984,2043,64889,3234,72299,4407,68060,6718,77255,8163,68868,8799,1468,null,null,2043,null,null,3234,null,null,4407,null,null,6718,null,null,8163,null,null,8799,null,null,16
76950,630,67254,977,78559,1568,94472,2104,87702,2887,80042,3201,88030,7439,630,null,null,977,null,null,1568,null,null,2104,null,null,2887,null,null,3201,null,null,7439,null,null,17
66032,571,59392,969,69235,1720,79296,2098,74624,3560,71657,2141,74926,7030,571,null,null,969,null,null,1720,null,null,2098,null,null,3560,null,null,2141,null,null,7030,null,null,18
72351,954,64221,1217,74895,2368,91006,2012,86502,3092,72283,4854,70405,7089,954,null,null,1217,null,null,2368,null,null,2012,null,null,3092,null,null,4854,null,null,7089,null,null,19
70792,1067,63754,1571,72221,2848,83723,3061,78851,4204,79138,8661,75674,11675,1067,null,null,1571,null,null,2848,null,null,3061,null,null,4204,null,null,8661,null,null,11675,null,null,20
59023,1044,52202,893,61388,1852,75416,2065,68810,4261,66169,4821,52015,9296,1044,null,null,893,null,null,1852,null,null,2065,null,null,4261,null,null,4821,null,null,9296,null,null,21
57490,998,50732,880,58757,2448,76237,2776,69418,6987,67149,7963,57261,10581,998,null,null,880,null,null,2448,null,null,2776,null,null,6987,null,null,7963,null,null,10581,null,null,22
68277,1932,60191,1897,77047,6140,91184,3821,80266,5448,79600,16195,71719,33396,1932,null,null,1897,null,null,6140,null,null,3821,null,null,5448,null,null,16195,null,null,33396,null,null,23
95336,976,84268,1294,96105,2290,115826,2427,105765,4790,102278,8622,104708,9675,976,null,null,1294,null,null,2290,null,null,2427,null,null,4790,null,null,8622,null,null,9675,null,null,24
95207,1017,78508,1438,96698,2953,121280,1851,119984,3631,119183,8101,118295,21847,1017,null,null,1438,null,null,2953,null,null,1851,null,null,3631,null,null,8101,null,null,21847,null,null,25
67330,528,59541,628,70579,1370,87070,1825,80133,2896,72448,3082,64490,6985,528,null,null,628,null,null,1370,null,null,1825,null,null,2896,null,null,3082,null,null,6985,null,null,26
83344,991,72734,1122,85979,1238,105651,2043,98992,2934,84974,4839,71716,12702,991,null,null,1122,null,null,1238,null,null,2043,null,null,2934,null,null,4839,null,null,12702,null,null,27
52672,1093,48931,1751,53476,2532,62564,2854,59094,4730,64196,11192,41922,5986,1093,null,null,1751,null,null,2532,null,null,2854,null,null,4730,null,null,11192,null,null,5986,null,null,28
65058,683,57570,880,68627,2203,81445,1585,77299,3649,71705,8055,69428,7145,683,null,null,880,null,null,2203,null,null,1585,null,null,3649,null,null,8055,null,null,7145,null,null,29
66288,1333,60691,1577,71942,4669,82460,5879,76664,8063,76085,13027,59240,7830,1333,null,null,1577,null,null,4669,null,null,5879,null,null,8063,null,null,13027,null,null,7830,null,null,30
73488,1252,67535,1486,76648,3182,85885,3957,77670,6434,81093,9244,82482,9829,1252,null,null,1486,null,null,3182,null,null,3957,null,null,6434,null,null,9244,null,null,9829,null,null,31
65384,1229,60906,1743,65701,2146,75783,3645,68577,3274,75720,5847,72714,8095,1229,null,null,1743,null,null,2146,null,null,3645,null,null,3274,null,null,5847,null,null,8095,null,null,32
86696,1850,74274,2219,90338,4640,113508,3738,106710,9199,108637,11130,111941,27621,1850,null,null,2219,null,null,4640,null,null,3738,null,null,9199,null,null,11130,null,null,27621,null,null,33
94546,1124,79363,1574,96126,2053,118697,2556,110939,4030,104418,6796,101246,6201,1124,null,null,1574,null,null,2053,null,null,2556,null,null,4030,null,null,6796,null,null,6201,null,null,34
56802,1445,56497,1692,54617,2535,62509,3922,57777,6003,48859,6348,56792,7182,1445,null,null,1692,null,null,2535,null,null,3922,null,null,6003,null,null,6348,null,null,7182,null,null,35
77379,578,66667,731,79154,1542,96527,1262,91433,1775,84095,3383,85549,6058,578,null,null,731,null,null,1542,null,null,1262,null,null,1775,null,null,3383,null,null,6058,null,null,36
62289,524,56742,674,64977,1644,76382,1624,68725,3854,63269,5409,65345,2932,524,null,null,674,null,null,1644,null,null,1624,null,null,3854,null,null,5409,null,null,2932,null,null,37
