B19001B_001E,B19001B_001M,B19001B_002E,B19001B_002M,B19001B_003E,B19001B_003M,B19001B_004E,B19001B_004M,B19001B_005E,B19001B_005M,B19001B_006E,B19001B_006M,B19001B_007E,B19001B_007M,B19001B_008E,B19001B_008M,B19001B_009E,B19001B_009M,B19001B_010E,B19001B_010M,B19001B_011E,B19001B_011M,B19001B_012E,B19001B_012M,B19001B_013E,B19001B_013M,B19001B_014E,B19001B_014M,B19001B_015E,B19001B_015M,B19001B_016E,B19001B_016M,B19001B_017E,B19001B_017M,B19001B_001M,B19001B_001EA,B19001B_001MA,B19001B_002M,B19001B_002EA,B19001B_002MA,B19001B_003M,B19001B_003EA,B19001B_003MA,B19001B_004M,B19001B_004EA,B19001B_004MA,B19001B_005M,B19001B_005EA,B19001B_005MA,B19001B_006M,B19001B_006EA,B19001B_006MA,B19001B_007M,B19001B_007EA,B19001B_007MA,B19001B_008M,B19001B_008EA,B19001B_008MA,B19001B_009M,B19001B_009EA,B19001B_009MA,B19001B_010M,B19001B_010EA,B19001B_010MA,B19001B_011M,B19001B_011EA,B19001B_011MA,B19001B_012M,B19001B_012EA,B19001B_012MA,B19001B_013M,B19001B_013EA,B19001B_013MA,B19001B_014M,B19001B_014EA,B19001B_014MA,B19001B_015M,B19001B_015EA,B19001B_015MA,B19001B_016M,B19001B_016EA,B19001B_016MA,B19001B_017M,B19001B_017EA,B19001B_017MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
651937,7549,51897,3770,25571,2803,25522,2876,27837,3170,25619,2711,25946,2847,25651,3083,27035,2488,22976,3120,53166,4281,66337,4374,89484,4664,64332,4185,42734,3341,45049,3073,32781,2436,7549,null,null,3770,null,null,2803,null,null,2876,null,null,3170,null,null,2711,null,null,2847,null,null,3083,null,null,2488,null,null,3120,null,null,4281,null,null,4374,null,null,4664,null,null,4185,null,null,3341,null,null,3073,null,null,2436,null,null,24
167190,4630,19796,2417,12679,1794,7672,1485,7821,1421,7819,1608,9707,1826,7727,1371,8354,1442,6522,1423,11433,1637,15425,2368,17754,2023,12207,1739,7208,1505,7956,1604,7110,1265,4630,null,null,2417,null,null,1794,null,null,1485,null,null,1421,null,null,1608,null,null,1826,null,null,1371,null,null,1442,null,null,1423,null,null,1637,null,null,2368,null,null,2023,null,null,1739,null,null,1505,null,null,1604,null,null,1265,null,null,25
521368,6280,83385,4385,46225,3036,38510,2788,39114,3065,31780,2870,35157,2622,25674,2327,29170,2886,20588,2294,34675,2812,44298,3397,43027,3153,22703,2188,11118,1466,10321,1364,5623,1033,6280,null,null,4385,null,null,3036,null,null,2788,null,null,3065,null,null,2870,null,null,2622,null,null,2327,null,null,2886,null,null,2294,null,null,2812,null,null,3397,null,null,3153,null,null,2188,null,null,1466,null,null,1364,null,null,1033,null,null,26
103376,3522,16034,2146,9038,1512,7106,1814,8319,1882,6845,1355,6086,1402,6299,1327,5441,1336,3717,1031,6574,1302,8386,1643,9363,1975,3556,930,2552,955,2466,701,1594,549,3522,null,null,2146,null,null,1512,null,null,1814,null,null,1882,null,null,1355,null,null,1402,null,null,1327,null,null,1336,null,null,1031,null,null,1302,null,null,1643,null,null,1975,null,null,930,null,null,955,null,null,701,null,null,549,null,null,27
393344,6287,62950,3909,44475,3975,35871,3411,30670,3290,25816,2378,24948,2954,22191,3121,21896,2129,13293,1827,27952,2858,30432,3344,26557,2535,12322,2123,7446,1573,3851,833,2674,947,6287,null,null,3909,null,null,3975,null,null,3411,null,null,3290,null,null,2378,null,null,2954,null,null,3121,null,null,2129,null,null,1827,null,null,2858,null,null,3344,null,null,2535,null,null,2123,null,null,1573,null,null,833,null,null,947,null,null,28
266343,5387,33490,3232,20575,2343,20910,2133,16745,1982,18304,1982,17887,2351,17821,2322,16391,2399,10310,1860,22837,2931,21706,2563,22748,2227,12450,1656,5971,1287,5438,1159,2760,938,5387,null,null,3232,null,null,2343,null,null,2133,null,null,1982,null,null,1982,null,null,2351,null,null,2322,null,null,2399,null,null,1860,null,null,2931,null,null,2563,null,null,2227,null,null,1656,null,null,1287,null,null,1159,null,null,938,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
33211,1631,4818,1330,2006,677,2341,747,3053,988,2774,1083,2117,618,1794,843,1540,530,1661,787,2358,854,2541,820,2095,691,1425,705,1032,508,694,448,962,556,1631,null,null,1330,null,null,677,null,null,747,null,null,988,null,null,1083,null,null,618,null,null,843,null,null,530,null,null,787,null,null,854,null,null,820,null,null,691,null,null,705,null,null,508,null,null,448,null,null,556,null,null,31
92168,3697,12445,1993,6328,1212,4916,930,6963,1663,5732,1505,6259,1484,5421,1278,4624,1327,3807,1066,7238,1369,7782,1290,9567,1560,4211,919,2135,901,3523,1044,1217,618,3697,null,null,1993,null,null,1212,null,null,930,null,null,1663,null,null,1505,null,null,1484,null,null,1278,null,null,1327,null,null,1066,null,null,1369,null,null,1290,null,null,1560,null,null,919,null,null,901,null,null,1044,null,null,618,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
416520,7331,45255,3721,24134,2742,25010,2624,21976,2818,23276,3044,23573,2760,19254,2700,17691,2037,15150,2158,30877,2631,34235,3375,44392,3779,34327,3184,19144,2035,20196,2425,18030,2270,7331,null,null,3721,null,null,2742,null,null,2624,null,null,2818,null,null,3044,null,null,2760,null,null,2700,null,null,2037,null,null,2158,null,null,2631,null,null,3375,null,null,3779,null,null,3184,null,null,2035,null,null,2425,null,null,2270,null,null,34
12913,1579,1096,524,613,379,583,365,640,398,493,363,774,445,246,163,1375,573,1321,783,1098,653,1543,628,1626,561,556,308,225,171,369,263,355,244,1579,null,null,524,null,null,379,null,null,365,null,null,398,null,null,363,null,null,445,null,null,163,null,null,573,null,null,783,null,null,653,null,null,628,null,null,561,null,null,308,null,null,171,null,null,263,null,null,244,null,null,35
1060267,11543,140921,7388,73246,4261,59060,4354,53684,3614,54583,3512,52097,4037,49387,4036,44708,3060,38377,3615,74116,4609,95955,5709,118725,5504,73249,4169,47262,3181,50438,3365,34459,2414,11543,null,null,7388,null,null,4261,null,null,4354,null,null,3614,null,null,3512,null,null,4037,null,null,4036,null,null,3060,null,null,3615,null,null,4609,null,null,5709,null,null,5504,null,null,4169,null,null,3181,null,null,3365,null,null,2414,null,null,36
810599,9749,94665,5091,74560,4815,61124,4650,55107,4404,53883,3684,53083,3824,48435,3790,45419,3361,33769,3337,66936,4423,72856,4640,75849,4608,35105,3164,16356,2314,13675,2053,9777,1667,9749,null,null,5091,null,null,4815,null,null,4650,null,null,4404,null,null,3684,null,null,3824,null,null,3790,null,null,3361,null,null,3337,null,null,4423,null,null,4640,null,null,4608,null,null,3164,null,null,2314,null,null,2053,null,null,1667,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
578481,7025,101393,5053,53981,3424,47369,3466,38524,3288,38662,3069,36404,3247,31978,2695,32661,3007,23271,2756,36162,3190,46007,3864,42916,3782,22660,2622,11630,1950,8390,1733,6473,1141,7025,null,null,5053,null,null,3424,null,null,3466,null,null,3288,null,null,3069,null,null,3247,null,null,2695,null,null,3007,null,null,2756,null,null,3190,null,null,3864,null,null,3782,null,null,2622,null,null,1950,null,null,1733,null,null,1141,null,null,39
111051,3089,17425,2084,9705,1318,10025,1587,8334,1511,8408,1189,6899,1181,6376,1210,5951,1043,3691,851,7714,1134,7725,1353,8797,1624,4948,1023,1915,768,1883,636,1255,450,3089,null,null,2084,null,null,1318,null,null,1587,null,null,1511,null,null,1189,null,null,1181,null,null,1210,null,null,1043,null,null,851,null,null,1134,null,null,1353,null,null,1624,null,null,1023,null,null,768,null,null,636,null,null,450,null,null,40
26034,1900,4338,1142,1867,586,1299,700,2528,1064,1559,707,1180,757,1357,681,1636,807,577,322,1576,720,2563,911,2463,705,1242,657,627,426,662,487,560,320,1900,null,null,1142,null,null,586,null,null,700,null,null,1064,null,null,707,null,null,757,null,null,681,null,null,807,null,null,322,null,null,720,null,null,911,null,null,705,null,null,657,null,null,426,null,null,487,null,null,320,null,null,41
498490,6465,78055,5156,37802,2985,35681,2873,28598,3129,30313,2978,30598,3273,25545,2915,27543,2831,20485,2686,38685,3586,42522,3569,41338,3433,25148,3004,12970,1859,12521,2106,10686,1826,6465,null,null,5156,null,null,2985,null,null,2873,null,null,3129,null,null,2978,null,null,3273,null,null,2915,null,null,2831,null,null,2686,null,null,3586,null,null,3569,null,null,3433,null,null,3004,null,null,1859,null,null,2106,null,null,1826,null,null,42
23423,1673,3733,966,1937,761,1215,524,1326,647,1212,589,500,364,1090,582,1388,631,447,339,1703,774,2647,887,2369,784,2108,882,541,295,807,461,400,280,1673,null,null,966,null,null,761,null,null,524,null,null,647,null,null,589,null,null,364,null,null,582,null,null,631,null,null,339,null,null,774,null,null,887,null,null,784,null,null,882,null,null,295,null,null,461,null,null,280,null,null,44
488550,7816,73429,4745,42619,3476,36010,3433,39090,3276,34640,3350,32525,3124,28109,3158,23804,2908,22702,2273,36485,3103,39566,3853,38901,3809,21800,2492,7536,1274,7010,1631,4324,991,7816,null,null,4745,null,null,3476,null,null,3433,null,null,3276,null,null,3350,null,null,3124,null,null,3158,null,null,2908,null,null,2273,null,null,3103,null,null,3853,null,null,3809,null,null,2492,null,null,1274,null,null,1631,null,null,991,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
419691,6475,56381,3779,34051,3340,30630,2938,31976,3558,27666,2705,25624,2546,23505,2776,24386,3412,18656,2688,33788,3378,36695,3382,33942,3142,18856,2692,10087,1872,7696,1339,5752,1153,6475,null,null,3779,null,null,3340,null,null,2938,null,null,3558,null,null,2705,null,null,2546,null,null,2776,null,null,3412,null,null,2688,null,null,3378,null,null,3382,null,null,3142,null,null,2692,null,null,1872,null,null,1339,null,null,1153,null,null,47
1211530,13537,126741,6848,82363,6153,75349,5042,73399,4899,66620,4645,74594,5471,60303,4644,68045,4841,50468,3862,97455,6097,115806,6525,130469,6273,82229,5486,40508,3636,37484,4093,29697,2928,13537,null,null,6848,null,null,6153,null,null,5042,null,null,4899,null,null,4645,null,null,5471,null,null,4644,null,null,4841,null,null,3862,null,null,6097,null,null,6525,null,null,6273,null,null,5486,null,null,3636,null,null,4093,null,null,2928,null,null,48
8821,1180,1121,611,1287,747,1022,677,434,256,786,602,200,188,303,325,297,314,307,270,468,305,698,490,1009,581,571,383,41,75,61,87,216,253,1180,null,null,611,null,null,747,null,null,677,null,null,256,null,null,602,null,null,188,null,null,325,null,null,314,null,null,270,null,null,305,null,null,490,null,null,581,null,null,383,null,null,75,null,null,87,null,null,253,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
590052,7295,58800,3574,36657,2733,34542,3554,31492,3316,28368,2956,33673,3249,28446,3314,29479,3275,24617,3140,44981,3687,54589,3611,71243,4804,42219,3162,23938,2551,24998,2450,22010,2622,7295,null,null,3574,null,null,2733,null,null,3554,null,null,3316,null,null,2956,null,null,3249,null,null,3314,null,null,3275,null,null,3140,null,null,3687,null,null,3611,null,null,4804,null,null,3162,null,null,2551,null,null,2450,null,null,2622,null,null,51
95671,4110,7540,1537,6583,1487,5766,1380,5101,1394,5333,1506,6905,1627,4656,1374,3679,1278,4863,1170,9113,1599,9242,1798,9582,1571,7397,1646,4097,1113,3493,979,2321,727,4110,null,null,1537,null,null,1487,null,null,1380,null,null,1394,null,null,1506,null,null,1627,null,null,1374,null,null,1278,null,null,1170,null,null,1599,null,null,1798,null,null,1571,null,null,1646,null,null,1113,null,null,979,null,null,727,null,null,53
24566,2217,3296,972,2411,649,1784,714,1664,713,2322,811,1611,813,1022,527,603,369,1582,691,1742,722,1731,673,2522,743,767,383,789,372,171,212,549,415,2217,null,null,972,null,null,649,null,null,714,null,null,713,null,null,811,null,null,813,null,null,527,null,null,369,null,null,691,null,null,722,null,null,673,null,null,743,null,null,383,null,null,372,null,null,212,null,null,415,null,null,54
130082,3478,22410,2281,16024,2041,10533,1710,9485,1863,9189,1768,7868,1557,7573,1356,6011,1337,4851,1221,7407,1313,11031,1569,7614,1369,4378,878,2361,909,2084,604,1263,369,3478,null,null,2281,null,null,2041,null,null,1710,null,null,1863,null,null,1768,null,null,1557,null,null,1356,null,null,1337,null,null,1221,null,null,1313,null,null,1569,null,null,1369,null,null,878,null,null,909,null,null,604,null,null,369,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
145759,4829,45824,3151,18399,2172,13138,1991,12413,1766,9161,1577,8384,1284,8306,1205,5058,1096,5266,1217,6302,1258,6446,1321,3935,1051,1738,717,607,383,253,235,529,315,4829,null,null,3151,null,null,2172,null,null,1991,null,null,1766,null,null,1577,null,null,1284,null,null,1205,null,null,1096,null,null,1217,null,null,1258,null,null,1321,null,null,1051,null,null,717,null,null,383,null,null,235,null,null,315,null,null,72
488782,6629,78191,4049,45757,3576,42569,3969,33687,3185,33356,3494,29488,3051,25675,2921,24007,2485,18331,2336,36422,3231,39042,2966,37828,3429,19838,2264,10329,1785,8682,1416,5580,1261,6629,null,null,4049,null,null,3576,null,null,3969,null,null,3185,null,null,3494,null,null,3051,null,null,2921,null,null,2485,null,null,2336,null,null,3231,null,null,2966,null,null,3429,null,null,2264,null,null,1785,null,null,1416,null,null,1261,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
102444,3599,10504,1765,7006,1367,4812,1155,6711,1433,6848,1348,5574,1369,6779,1411,6426,1414,4280,1310,8880,1772,9342,1868,9582,1450,7327,1461,2822,968,3304,1086,2247,1032,3599,null,null,1765,null,null,1367,null,null,1155,null,null,1433,null,null,1348,null,null,1369,null,null,1411,null,null,1414,null,null,1310,null,null,1772,null,null,1868,null,null,1450,null,null,1461,null,null,968,null,null,1086,null,null,1032,null,null,04
175091,3768,27250,2642,16742,1935,15677,2181,13517,2268,10883,1884,13150,1991,10973,2031,9578,2042,7288,1369,14187,2215,13168,1978,11602,1754,5352,1026,2474,887,1566,640,1684,708,3768,null,null,2642,null,null,1935,null,null,2181,null,null,2268,null,null,1884,null,null,1991,null,null,2031,null,null,2042,null,null,1369,null,null,2215,null,null,1978,null,null,1754,null,null,1026,null,null,887,null,null,640,null,null,708,null,null,05
815815,9129,85695,5596,76414,4950,44069,3913,47142,3651,36236,2719,40519,3916,33748,3081,34900,2885,31051,2882,55516,3899,72940,4698,85945,4629,61441,4386,37088,2970,38647,3293,34464,2878,9129,null,null,5596,null,null,4950,null,null,3913,null,null,3651,null,null,2719,null,null,3916,null,null,3081,null,null,2885,null,null,2882,null,null,3899,null,null,4698,null,null,4629,null,null,4386,null,null,2970,null,null,3293,null,null,2878,null,null,06
78695,3125,8497,1621,5105,1429,4527,1395,3519,1141,5348,1438,2744,850,3544,1003,3536,984,4490,1358,6772,1372,7763,1192,7993,1308,6205,1264,3289,944,3236,869,2127,635,3125,null,null,1621,null,null,1429,null,null,1395,null,null,1141,null,null,1438,null,null,850,null,null,1003,null,null,984,null,null,1358,null,null,1372,null,null,1192,null,null,1308,null,null,1264,null,null,944,null,null,869,null,null,635,null,null,08
134273,3996,14952,1973,9142,1752,6756,1645,8041,1545,8548,1914,7054,1457,7256,1551,7389,1402,6031,1352,10053,1507,11969,2017,12533,1892,10017,1737,5801,1241,5861,1172,2870,811,3996,null,null,1973,null,null,1752,null,null,1645,null,null,1545,null,null,1914,null,null,1457,null,null,1551,null,null,1402,null,null,1352,null,null,1507,null,null,2017,null,null,1892,null,null,1737,null,null,1241,null,null,1172,null,null,811,null,null,09
70973,2423,6144,1340,3858,997,3810,1101,4948,1215,5019,1136,4249,1101,4025,1247,3573,934,2846,918,5097,1337,8086,1551,7961,1848,4531,1009,3501,1327,1598,640,1727,712,2423,null,null,1340,null,null,997,null,null,1101,null,null,1215,null,null,1136,null,null,1101,null,null,1247,null,null,934,null,null,918,null,null,1337,null,null,1551,null,null,1848,null,null,1009,null,null,1327,null,null,640,null,null,712,null,null,10
125034,3067,22122,2335,10293,1604,6659,1288,7158,1417,6455,1589,6542,1737,4786,1084,4692,1070,3931,893,8504,1269,9290,1469,10608,1518,7909,1155,5089,1045,4751,944,6245,1225,3067,null,null,2335,null,null,1604,null,null,1288,null,null,1417,null,null,1589,null,null,1737,null,null,1084,null,null,1070,null,null,893,null,null,1269,null,null,1469,null,null,1518,null,null,1155,null,null,1045,null,null,944,null,null,1225,null,null,11
