B05013_001E,B05013_001M,B05013_002E,B05013_002M,B05013_003E,B05013_003M,B05013_004E,B05013_004M,B05013_005E,B05013_005M,B05013_006E,B05013_006M,B05013_007E,B05013_007M,B05013_008E,B05013_008M,B05013_009E,B05013_009M,B05013_010E,B05013_010M,B05013_011E,B05013_011M,B05013_012E,B05013_012M,B05013_013E,B05013_013M,B05013_014E,B05013_014M,B05013_015E,B05013_015M,B05013_016E,B05013_016M,B05013_017E,B05013_017M,B05013_018E,B05013_018M,B05013_019E,B05013_019M,B05013_020E,B05013_020M,B05013_021E,B05013_021M,B05013_022E,B05013_022M,B05013_023E,B05013_023M,B05013_024E,B05013_024M,B05013_025E,B05013_025M,B05013_026E,B05013_026M,B05013_027E,B05013_027M,B05013_028E,B05013_028M,B05013_029E,B05013_029M,B05013_030E,B05013_030M,B05013_031E,B05013_031M,B05013_032E,B05013_032M,B05013_033E,B05013_033M,B05013_034E,B05013_034M,B05013_035E,B05013_035M,B05013_036E,B05013_036M,B05013_037E,B05013_037M,B05013_038E,B05013_038M,B05013_039E,B05013_039M,B05013_001M,B05013_001EA,B05013_001MA,B05013_002M,B05013_002EA,B05013_002MA,B05013_003M,B05013_003EA,B05013_003MA,B05013_004M,B05013_004EA,B05013_004MA,B05013_005M,B05013_005EA,B05013_005MA,B05013_006M,B05013_006EA,B05013_006MA,B05013_007M,B05013_007EA,B05013_007MA,B05013_008M,B05013_008EA,B05013_008MA,B05013_009M,B05013_009EA,B05013_009MA,B05013_010M,B05013_010EA,B05013_010MA,B05013_011M,B05013_011EA,B05013_011MA,B05013_012M,B05013_012EA,B05013_012MA,B05013_013M,B05013_013EA,B05013_013MA,B05013_014M,B05013_014EA,B05013_014MA,B05013_015M,B05013_015EA,B05013_015MA,B05013_016M,B05013_016EA,B05013_016MA,B05013_017M,B05013_017EA,B05013_017MA,B05013_018M,B05013_018EA,B05013_018MA,B05013_019M,B05013_019EA,B05013_019MA,B05013_020M,B05013_020EA,B05013_020MA,B05013_021M,B05013_021EA,B05013_021MA,B05013_022M,B05013_022EA,B05013_022MA,B05013_023M,B05013_023EA,B05013_023MA,B05013_024M,B05013_024EA,B05013_024MA,B05013_025M,B05013_025EA,B05013_025MA,B05013_026M,B05013_026EA,B05013_026MA,B05013_027M,B05013_027EA,B05013_027MA,B05013_028M,B05013_028EA,B05013_028MA,B05013_029M,B05013_029EA,B05013_029MA,B05013_030M,B05013_030EA,B05013_030MA,B05013_031M,B05013_031EA,B05013_031MA,B05013_032M,B05013_032EA,B05013_032MA,B05013_033M,B05013_033EA,B05013_033MA,B05013_034M,B05013_034EA,B05013_034MA,B05013_035M,B05013_035EA,B05013_035MA,B05013_036M,B05013_036EA,B05013_036MA,B05013_037M,B05013_037EA,B05013_037MA,B05013_038M,B05013_038EA,B05013_038MA,B05013_039M,B05013_039EA,B05013_039MA,state
4236511,36057,1987115,23391,13174,2658,24995,3392,33441,3896,71462,4513,99891,6065,142893,6740,169815,6970,191384,8543,188197,7730,191932,5072,191479,5825,155727,7155,140032,5994,121869,5064,93137,4257,73129,4395,44517,2893,40041,3518,2249396,21961,11817,2348,24644,2838,40959,4148,70750,4884,95361,5784,136829,6088,161438,5905,192215,7475,209523,8282,212725,5784,208606,4855,199540,6414,160652,6071,155166,7120,124398,5697,99273,4655,69227,4069,76273,4166,36057,null,null,23391,null,null,2658,null,null,3392,null,null,3896,null,null,4513,null,null,6065,null,null,6740,null,null,6970,null,null,8543,null,null,7730,null,null,5072,null,null,5825,null,null,7155,null,null,5994,null,null,5064,null,null,4257,null,null,4395,null,null,2893,null,null,3518,null,null,21961,null,null,2348,null,null,2838,null,null,4148,null,null,4884,null,null,5784,null,null,6088,null,null,5905,null,null,7475,null,null,8282,null,null,5784,null,null,4855,null,null,6414,null,null,6071,null,null,7120,null,null,5697,null,null,4655,null,null,4069,null,null,4166,null,null,12
1038312,21781,520276,11705,5361,1413,8487,1799,9465,1967,20507,2669,34064,3485,48664,3460,59998,3172,67635,3752,63716,4485,54390,3449,47344,3284,33915,3411,24919,2522,16363,1900,11299,1535,6937,1234,4227,1182,2985,1057,518036,13240,4301,1474,8582,1696,10891,2355,19773,2708,27646,3176,42732,3939,53978,3392,70991,4473,60220,4542,52997,3240,44964,3542,35683,3991,28582,2820,18569,2007,14584,2046,12003,1671,5716,1407,5824,1253,21781,null,null,11705,null,null,1413,null,null,1799,null,null,1967,null,null,2669,null,null,3485,null,null,3460,null,null,3172,null,null,3752,null,null,4485,null,null,3449,null,null,3284,null,null,3411,null,null,2522,null,null,1900,null,null,1535,null,null,1234,null,null,1182,null,null,1057,null,null,13240,null,null,1474,null,null,1696,null,null,2355,null,null,2708,null,null,3176,null,null,3939,null,null,3392,null,null,4473,null,null,4542,null,null,3240,null,null,3542,null,null,3991,null,null,2820,null,null,2007,null,null,2046,null,null,1671,null,null,1407,null,null,1253,null,null,13
262485,12818,108691,6960,996,520,1983,940,2586,963,3828,1022,5889,1555,7377,1804,6660,1470,8711,1647,9263,1747,10482,1284,10905,1419,8711,1420,7639,1284,9920,1502,4814,1071,4808,785,2261,565,1858,707,153794,7340,556,344,1470,522,3808,1273,3598,949,5920,1172,9490,1650,10717,1800,13124,1716,12929,1874,14178,1449,13581,1548,13306,1592,11947,1452,12012,1608,9244,1296,6693,1193,4880,984,6341,1062,12818,null,null,6960,null,null,520,null,null,940,null,null,963,null,null,1022,null,null,1555,null,null,1804,null,null,1470,null,null,1647,null,null,1747,null,null,1284,null,null,1419,null,null,1420,null,null,1284,null,null,1502,null,null,1071,null,null,785,null,null,565,null,null,707,null,null,7340,null,null,344,null,null,522,null,null,1273,null,null,949,null,null,1172,null,null,1650,null,null,1800,null,null,1716,null,null,1874,null,null,1449,null,null,1548,null,null,1592,null,null,1452,null,null,1608,null,null,1296,null,null,1193,null,null,984,null,null,1062,null,null,15
97953,6027,47369,3259,142,189,313,230,1223,548,2601,859,5019,1628,4978,1132,4244,1081,4951,1268,5608,1454,4819,1224,3687,1053,2267,768,1952,736,2023,618,915,463,1481,632,526,361,620,378,50584,3865,151,181,543,434,1631,823,2985,916,2699,885,4776,1148,5122,1198,5818,1547,6462,1461,4760,1329,3735,885,3827,1049,1798,769,1764,676,1788,690,1424,552,449,345,852,436,6027,null,null,3259,null,null,189,null,null,230,null,null,548,null,null,859,null,null,1628,null,null,1132,null,null,1081,null,null,1268,null,null,1454,null,null,1224,null,null,1053,null,null,768,null,null,736,null,null,618,null,null,463,null,null,632,null,null,361,null,null,378,null,null,3865,null,null,181,null,null,434,null,null,823,null,null,916,null,null,885,null,null,1148,null,null,1198,null,null,1547,null,null,1461,null,null,1329,null,null,885,null,null,1049,null,null,769,null,null,676,null,null,690,null,null,552,null,null,345,null,null,436,null,null,16
1783474,22921,892795,13847,5278,1347,11327,2221,14047,2080,24099,2265,44569,3573,73077,4507,93998,4778,97664,4762,101713,4528,96075,3844,78003,4108,69410,3168,62219,3630,43794,2514,31298,2229,20814,1986,14478,1538,10932,1546,890679,13332,5465,1410,9409,1633,13901,2014,26952,2556,39774,3323,63375,3885,86010,3871,94581,3733,99224,3861,91030,3353,80695,3635,69252,3485,61147,3266,51470,3266,32890,2698,26059,2561,19417,2126,20028,2257,22921,null,null,13847,null,null,1347,null,null,2221,null,null,2080,null,null,2265,null,null,3573,null,null,4507,null,null,4778,null,null,4762,null,null,4528,null,null,3844,null,null,4108,null,null,3168,null,null,3630,null,null,2514,null,null,2229,null,null,1986,null,null,1538,null,null,1546,null,null,13332,null,null,1410,null,null,1633,null,null,2014,null,null,2556,null,null,3323,null,null,3885,null,null,3871,null,null,3733,null,null,3861,null,null,3353,null,null,3635,null,null,3485,null,null,3266,null,null,3266,null,null,2698,null,null,2561,null,null,2126,null,null,2257,null,null,17
349169,10684,177941,6404,2508,745,3732,1192,4855,1463,9636,1629,19616,2088,17408,2378,21716,2168,21217,2508,15752,2096,15941,2087,14987,1632,9316,1572,7072,1158,6033,1067,3244,817,2806,793,1275,519,827,340,171228,6267,1824,896,3922,1285,4529,1245,10641,1604,12276,1954,16231,1802,17324,1932,20559,2255,19981,2223,12641,1555,11011,1344,8858,1518,9238,1534,6558,1064,6770,1601,3583,842,2653,934,2629,678,10684,null,null,6404,null,null,745,null,null,1192,null,null,1463,null,null,1629,null,null,2088,null,null,2378,null,null,2168,null,null,2508,null,null,2096,null,null,2087,null,null,1632,null,null,1572,null,null,1158,null,null,1067,null,null,817,null,null,793,null,null,519,null,null,340,null,null,6267,null,null,896,null,null,1285,null,null,1245,null,null,1604,null,null,1954,null,null,1802,null,null,1932,null,null,2255,null,null,2223,null,null,1555,null,null,1344,null,null,1518,null,null,1534,null,null,1064,null,null,1601,null,null,842,null,null,934,null,null,678,null,null,18
160189,5763,82421,3743,787,345,1673,753,3135,1164,4791,1183,6824,1168,9803,1807,10747,1408,10001,1547,8333,1679,7213,1104,6490,1483,4476,997,2830,690,1594,548,1388,594,929,372,553,280,854,509,77768,3554,707,431,2345,839,2567,786,5328,1233,7655,1382,7838,1682,9661,1244,8390,1411,8475,1364,5782,942,4552,1011,4935,918,3376,936,2435,605,1323,590,777,336,892,357,730,368,5763,null,null,3743,null,null,345,null,null,753,null,null,1164,null,null,1183,null,null,1168,null,null,1807,null,null,1408,null,null,1547,null,null,1679,null,null,1104,null,null,1483,null,null,997,null,null,690,null,null,548,null,null,594,null,null,372,null,null,280,null,null,509,null,null,3554,null,null,431,null,null,839,null,null,786,null,null,1233,null,null,1382,null,null,1682,null,null,1244,null,null,1411,null,null,1364,null,null,942,null,null,1011,null,null,918,null,null,936,null,null,605,null,null,590,null,null,336,null,null,357,null,null,368,null,null,19
205522,7634,101665,4437,1002,534,1553,569,2093,664,4942,1078,11291,2084,7818,1456,10962,1607,12535,1708,14000,1771,9149,1298,7751,1157,6523,1367,4058,833,3712,971,1897,563,1307,491,807,462,265,172,103857,4671,239,192,1626,938,3039,906,4584,1021,9501,1414,7504,1078,11038,1421,11848,1555,12946,1566,10862,1187,8389,1254,7872,1269,4201,899,3934,863,2125,593,1460,482,1052,454,1637,685,7634,null,null,4437,null,null,534,null,null,569,null,null,664,null,null,1078,null,null,2084,null,null,1456,null,null,1607,null,null,1708,null,null,1771,null,null,1298,null,null,1157,null,null,1367,null,null,833,null,null,971,null,null,563,null,null,491,null,null,462,null,null,172,null,null,4671,null,null,192,null,null,938,null,null,906,null,null,1021,null,null,1414,null,null,1078,null,null,1421,null,null,1555,null,null,1566,null,null,1187,null,null,1254,null,null,1269,null,null,899,null,null,863,null,null,593,null,null,482,null,null,454,null,null,685,null,null,20
155964,7438,81201,4705,965,433,2766,958,3486,1040,4895,1256,6710,1948,7708,1316,11123,1749,8970,1753,9428,1535,8178,1408,4419,942,4650,887,2555,719,2453,735,1115,606,751,358,799,520,230,253,74763,4708,827,423,2447,1031,3174,962,3648,1214,4517,1267,9269,1343,7633,1267,7819,1443,9143,1618,7041,1017,4144,939,3616,1002,4180,1064,2145,686,1822,615,980,350,1049,442,1309,508,7438,null,null,4705,null,null,433,null,null,958,null,null,1040,null,null,1256,null,null,1948,null,null,1316,null,null,1749,null,null,1753,null,null,1535,null,null,1408,null,null,942,null,null,887,null,null,719,null,null,735,null,null,606,null,null,358,null,null,520,null,null,253,null,null,4708,null,null,423,null,null,1031,null,null,962,null,null,1214,null,null,1267,null,null,1343,null,null,1267,null,null,1443,null,null,1618,null,null,1017,null,null,939,null,null,1002,null,null,1064,null,null,686,null,null,615,null,null,350,null,null,442,null,null,508,null,null,21
189921,7371,98796,4999,950,556,2337,826,2928,1046,4307,1335,6808,1946,9761,1997,14061,1571,11341,2141,9186,1640,8897,1397,7734,1402,6762,1045,4621,930,3695,941,2419,706,1745,605,769,414,475,352,91125,4879,875,636,2237,1053,1938,906,2317,883,5235,1511,11560,2232,10885,1953,10659,1672,6582,1285,8197,1502,6891,1307,5401,1017,5895,1167,3462,958,3256,783,2160,559,1820,628,1755,667,7371,null,null,4999,null,null,556,null,null,826,null,null,1046,null,null,1335,null,null,1946,null,null,1997,null,null,1571,null,null,2141,null,null,1640,null,null,1397,null,null,1402,null,null,1045,null,null,930,null,null,941,null,null,706,null,null,605,null,null,414,null,null,352,null,null,4879,null,null,636,null,null,1053,null,null,906,null,null,883,null,null,1511,null,null,2232,null,null,1953,null,null,1672,null,null,1285,null,null,1502,null,null,1307,null,null,1017,null,null,1167,null,null,958,null,null,783,null,null,559,null,null,628,null,null,667,null,null,22
