B05013_001E,B05013_001M,B05013_002E,B05013_002M,B05013_003E,B05013_003M,B05013_004E,B05013_004M,B05013_005E,B05013_005M,B05013_006E,B05013_006M,B05013_007E,B05013_007M,B05013_008E,B05013_008M,B05013_009E,B05013_009M,B05013_010E,B05013_010M,B05013_011E,B05013_011M,B05013_012E,B05013_012M,B05013_013E,B05013_013M,B05013_014E,B05013_014M,B05013_015E,B05013_015M,B05013_016E,B05013_016M,B05013_017E,B05013_017M,B05013_018E,B05013_018M,B05013_019E,B05013_019M,B05013_020E,B05013_020M,B05013_021E,B05013_021M,B05013_022E,B05013_022M,B05013_023E,B05013_023M,B05013_024E,B05013_024M,B05013_025E,B05013_025M,B05013_026E,B05013_026M,B05013_027E,B05013_027M,B05013_028E,B05013_028M,B05013_029E,B05013_029M,B05013_030E,B05013_030M,B05013_031E,B05013_031M,B05013_032E,B05013_032M,B05013_033E,B05013_033M,B05013_034E,B05013_034M,B05013_035E,B05013_035M,B05013_036E,B05013_036M,B05013_037E,B05013_037M,B05013_038E,B05013_038M,B05013_039E,B05013_039M,B05013_001M,B05013_001EA,B05013_001MA,B05013_002M,B05013_002EA,B05013_002MA,B05013_003M,B05013_003EA,B05013_003MA,B05013_004M,B05013_004EA,B05013_004MA,B05013_005M,B05013_005EA,B05013_005MA,B05013_006M,B05013_006EA,B05013_006MA,B05013_007M,B05013_007EA,B05013_007MA,B05013_008M,B05013_008EA,B05013_008MA,B05013_009M,B05013_009EA,B05013_009MA,B05013_010M,B05013_010EA,B05013_010MA,B05013_011M,B05013_011EA,B05013_011MA,B05013_012M,B05013_012EA,B05013_012MA,B05013_013M,B05013_013EA,B05013_013MA,B05013_014M,B05013_014EA,B05013_014MA,B05013_015M,B05013_015EA,B05013_015MA,B05013_016M,B05013_016EA,B05013_016MA,B05013_017M,B05013_017EA,B05013_017MA,B05013_018M,B05013_018EA,B05013_018MA,B05013_019M,B05013_019EA,B05013_019MA,B05013_020M,B05013_020EA,B05013_020MA,B05013_021M,B05013_021EA,B05013_021MA,B05013_022M,B05013_022EA,B05013_022MA,B05013_023M,B05013_023EA,B05013_023MA,B05013_024M,B05013_024EA,B05013_024MA,B05013_025M,B05013_025EA,B05013_025MA,B05013_026M,B05013_026EA,B05013_026MA,B05013_027M,B05013_027EA,B05013_027MA,B05013_028M,B05013_028EA,B05013_028MA,B05013_029M,B05013_029EA,B05013_029MA,B05013_030M,B05013_030EA,B05013_030MA,B05013_031M,B05013_031EA,B05013_031MA,B05013_032M,B05013_032EA,B05013_032MA,B05013_033M,B05013_033EA,B05013_033MA,B05013_034M,B05013_034EA,B05013_034MA,B05013_035M,B05013_035EA,B05013_035MA,B05013_036M,B05013_036EA,B05013_036MA,B05013_037M,B05013_037EA,B05013_037MA,B05013_038M,B05013_038EA,B05013_038MA,B05013_039M,B05013_039EA,B05013_039MA,state
50768,3878,21408,2084,161,157,352,328,444,371,1314,530,1610,536,1601,593,1345,597,1691,822,1992,775,1814,721,1847,645,1818,652,1006,360,1906,607,1311,480,418,192,195,151,583,405,29360,2886,448,285,680,442,1243,723,1376,510,1569,568,1707,767,1999,903,2388,874,2333,739,2953,856,1384,517,1805,643,2406,659,1907,541,1995,709,1039,331,818,442,1310,512,3878,null,null,2084,null,null,157,null,null,328,null,null,371,null,null,530,null,null,536,null,null,593,null,null,597,null,null,822,null,null,775,null,null,721,null,null,645,null,null,652,null,null,360,null,null,607,null,null,480,null,null,192,null,null,151,null,null,405,null,null,2886,null,null,285,null,null,442,null,null,723,null,null,510,null,null,568,null,null,767,null,null,903,null,null,874,null,null,739,null,null,856,null,null,517,null,null,643,null,null,659,null,null,541,null,null,709,null,null,331,null,null,442,null,null,512,null,null,23
921870,17626,451344,10904,4413,1454,7466,1521,10875,2164,18397,2304,27905,2978,35016,2848,46516,2983,57764,3617,49550,3874,45977,2870,38054,2013,33921,2734,24755,2223,21443,1845,10366,1421,8746,1253,6019,1110,4161,963,470526,10446,4084,1229,6268,1270,9604,1637,17841,2455,25595,3168,34949,3220,44502,2542,52508,3655,52081,3385,47583,2499,42004,2128,37339,2588,26069,2327,24466,2041,15986,1799,12935,1749,7693,1073,9019,1404,17626,null,null,10904,null,null,1454,null,null,1521,null,null,2164,null,null,2304,null,null,2978,null,null,2848,null,null,2983,null,null,3617,null,null,3874,null,null,2870,null,null,2013,null,null,2734,null,null,2223,null,null,1845,null,null,1421,null,null,1253,null,null,1110,null,null,963,null,null,10446,null,null,1229,null,null,1270,null,null,1637,null,null,2455,null,null,3168,null,null,3220,null,null,2542,null,null,3655,null,null,3385,null,null,2499,null,null,2128,null,null,2588,null,null,2327,null,null,2041,null,null,1799,null,null,1749,null,null,1073,null,null,1404,null,null,24
1123882,17519,538849,9178,4924,1256,9274,2152,10798,1792,22226,2409,35935,2734,45936,3185,55948,3029,52063,3405,58253,3702,49773,2830,51423,3161,39418,2762,34842,2724,23814,1995,15255,1853,13355,1355,8672,1294,6940,1134,585033,11571,4598,1095,8715,1676,11079,2050,23534,2478,32944,3143,48348,3380,58925,3060,57286,3626,57649,3696,52848,3016,51393,2302,44731,3578,33353,2317,26782,2196,24396,2097,20009,2127,13859,1716,14584,1939,17519,null,null,9178,null,null,1256,null,null,2152,null,null,1792,null,null,2409,null,null,2734,null,null,3185,null,null,3029,null,null,3405,null,null,3702,null,null,2830,null,null,3161,null,null,2762,null,null,2724,null,null,1995,null,null,1853,null,null,1355,null,null,1294,null,null,1134,null,null,11571,null,null,1095,null,null,1676,null,null,2050,null,null,2478,null,null,3143,null,null,3380,null,null,3060,null,null,3626,null,null,3696,null,null,3016,null,null,2302,null,null,3578,null,null,2317,null,null,2196,null,null,2097,null,null,2127,null,null,1716,null,null,1939,null,null,25
662279,12303,331836,8097,2762,650,7615,1366,9076,1853,14452,1511,24899,2558,27845,2554,34195,2352,32583,2456,32724,2717,29004,2033,27367,2152,22373,1990,18985,1680,16905,1522,11443,1484,7655,1082,6376,1128,5577,982,330443,6852,2973,988,6272,1333,9277,1499,13263,1603,20279,1800,23957,2030,28838,2158,30966,2648,34221,2150,28752,1888,27526,1888,23695,2384,20456,1949,18932,1837,12276,1456,11182,1336,7080,1083,10498,1578,12303,null,null,8097,null,null,650,null,null,1366,null,null,1853,null,null,1511,null,null,2558,null,null,2554,null,null,2352,null,null,2456,null,null,2717,null,null,2033,null,null,2152,null,null,1990,null,null,1680,null,null,1522,null,null,1484,null,null,1082,null,null,1128,null,null,982,null,null,6852,null,null,988,null,null,1333,null,null,1499,null,null,1603,null,null,1800,null,null,2030,null,null,2158,null,null,2648,null,null,2150,null,null,1888,null,null,1888,null,null,2384,null,null,1949,null,null,1837,null,null,1456,null,null,1336,null,null,1083,null,null,1578,null,null,26
452436,10122,225383,6279,2143,734,7104,1528,7834,1215,9297,1138,17828,2509,23333,2372,28190,2063,29598,2406,23852,2187,20690,1691,15075,1232,13026,1603,9736,1249,7824,1056,4213,768,2466,622,1750,605,1424,499,227053,6196,3635,1088,5051,1132,7589,1346,10801,1526,13721,2059,23647,2112,28169,1875,27054,2313,25152,2417,18851,1564,14883,1415,12940,1743,10749,1245,7849,1168,5605,1007,4667,847,4014,844,2676,727,10122,null,null,6279,null,null,734,null,null,1528,null,null,1215,null,null,1138,null,null,2509,null,null,2372,null,null,2063,null,null,2406,null,null,2187,null,null,1691,null,null,1232,null,null,1603,null,null,1249,null,null,1056,null,null,768,null,null,622,null,null,605,null,null,499,null,null,6196,null,null,1088,null,null,1132,null,null,1346,null,null,1526,null,null,2059,null,null,2112,null,null,1875,null,null,2313,null,null,2417,null,null,1564,null,null,1415,null,null,1743,null,null,1245,null,null,1168,null,null,1007,null,null,847,null,null,844,null,null,727,null,null,27
58766,4477,28800,2944,353,262,526,499,480,316,1067,460,2063,963,3081,1082,3864,910,3732,1110,3113,963,2791,807,2431,799,1722,626,1052,477,1038,469,863,435,450,312,82,101,92,119,29966,2860,278,294,707,436,615,423,1458,653,1504,553,2519,893,3721,1281,4144,943,2611,886,2501,888,1936,668,2780,804,1589,731,975,476,1070,614,884,494,398,259,276,337,4477,null,null,2944,null,null,262,null,null,499,null,null,316,null,null,460,null,null,963,null,null,1082,null,null,910,null,null,1110,null,null,963,null,null,807,null,null,799,null,null,626,null,null,477,null,null,469,null,null,435,null,null,312,null,null,101,null,null,119,null,null,2860,null,null,294,null,null,436,null,null,423,null,null,653,null,null,553,null,null,893,null,null,1281,null,null,943,null,null,886,null,null,888,null,null,668,null,null,804,null,null,731,null,null,476,null,null,614,null,null,494,null,null,259,null,null,337,null,null,28
249202,9951,122047,6102,1109,854,2160,760,2874,835,7624,1475,10314,1781,11354,1686,12915,1571,14905,1958,13032,2030,11888,1949,9519,1521,7427,1279,5593,1200,4336,1064,3549,1098,1325,559,1052,449,1071,532,127155,5700,812,381,2358,844,4363,1150,6280,1245,8892,1745,12549,1821,12947,1505,14581,2068,13003,1765,11163,1699,10401,1495,7686,1026,5774,1165,5105,1185,3875,1037,3125,637,1875,680,2366,632,9951,null,null,6102,null,null,854,null,null,760,null,null,835,null,null,1475,null,null,1781,null,null,1686,null,null,1571,null,null,1958,null,null,2030,null,null,1949,null,null,1521,null,null,1279,null,null,1200,null,null,1064,null,null,1098,null,null,559,null,null,449,null,null,532,null,null,5700,null,null,381,null,null,844,null,null,1150,null,null,1245,null,null,1745,null,null,1821,null,null,1505,null,null,2068,null,null,1765,null,null,1699,null,null,1495,null,null,1026,null,null,1165,null,null,1185,null,null,1037,null,null,637,null,null,680,null,null,632,null,null,29
21893,2335,8568,1602,66,108,31,58,504,467,384,207,899,335,1109,627,408,283,960,651,212,170,689,428,816,545,641,423,487,253,616,328,281,192,340,210,30,38,95,95,13325,1799,37,60,294,280,340,307,949,574,1439,681,846,649,639,312,799,481,1255,573,1359,702,778,513,996,464,630,280,646,377,743,320,730,427,352,238,493,406,2335,null,null,1602,null,null,108,null,null,58,null,null,467,null,null,207,null,null,335,null,null,627,null,null,283,null,null,651,null,null,170,null,null,428,null,null,545,null,null,423,null,null,253,null,null,328,null,null,192,null,null,210,null,null,38,null,null,95,null,null,1799,null,null,60,null,null,280,null,null,307,null,null,574,null,null,681,null,null,649,null,null,312,null,null,481,null,null,573,null,null,702,null,null,513,null,null,464,null,null,280,null,null,377,null,null,320,null,null,427,null,null,238,null,null,406,null,null,30
134137,5301,68874,3432,1179,542,1219,508,2689,1066,3515,878,5892,1341,8805,1351,10019,1405,7470,1141,7093,1338,6744,1238,5449,1219,3107,818,2103,660,1090,568,955,328,655,309,562,310,328,262,65263,3650,544,373,2317,787,2178,668,3807,1114,5285,1178,5924,925,9066,1163,6339,1487,8228,1579,6300,1128,3812,792,3572,925,2764,782,2091,506,1374,424,516,286,489,273,657,391,5301,null,null,3432,null,null,542,null,null,508,null,null,1066,null,null,878,null,null,1341,null,null,1351,null,null,1405,null,null,1141,null,null,1338,null,null,1238,null,null,1219,null,null,818,null,null,660,null,null,568,null,null,328,null,null,309,null,null,310,null,null,262,null,null,3650,null,null,373,null,null,787,null,null,668,null,null,1114,null,null,1178,null,null,925,null,null,1163,null,null,1487,null,null,1579,null,null,1128,null,null,792,null,null,925,null,null,782,null,null,506,null,null,424,null,null,286,null,null,273,null,null,391,null,null,31
586799,12084,274125,7339,1161,708,1490,548,4735,939,9376,1713,12627,1927,21858,2725,26044,2242,28922,3051,34637,3066,32433,1931,26491,1640,22512,1997,15195,1896,12714,1642,10789,1499,6311,1107,4380,1083,2450,660,312674,7670,1579,709,3148,987,5714,1383,8678,1376,12612,1895,22538,2324,28486,2269,35712,3121,34064,2934,33420,1915,29015,1863,22487,2362,22995,1959,17854,2002,14266,1690,9287,1270,6443,1325,4376,1199,12084,null,null,7339,null,null,708,null,null,548,null,null,939,null,null,1713,null,null,1927,null,null,2725,null,null,2242,null,null,3051,null,null,3066,null,null,1931,null,null,1640,null,null,1997,null,null,1896,null,null,1642,null,null,1499,null,null,1107,null,null,1083,null,null,660,null,null,7670,null,null,709,null,null,987,null,null,1383,null,null,1376,null,null,1895,null,null,2324,null,null,2269,null,null,3121,null,null,2934,null,null,1915,null,null,1863,null,null,2362,null,null,1959,null,null,2002,null,null,1690,null,null,1270,null,null,1325,null,null,1199,null,null,32
76309,4678,37978,2884,575,375,1019,466,928,547,2546,858,2049,804,2424,904,3101,646,3164,915,2530,629,3430,993,4678,1225,3746,1095,2347,595,2080,737,1461,503,984,595,581,344,335,279,38331,2602,359,411,988,472,1466,479,1763,625,958,469,2363,797,3840,1047,4640,1203,2545,773,3213,718,4147,932,2828,855,2393,732,1820,565,1869,601,993,427,1121,524,1025,382,4678,null,null,2884,null,null,375,null,null,466,null,null,547,null,null,858,null,null,804,null,null,904,null,null,646,null,null,915,null,null,629,null,null,993,null,null,1225,null,null,1095,null,null,595,null,null,737,null,null,503,null,null,595,null,null,344,null,null,279,null,null,2602,null,null,411,null,null,472,null,null,479,null,null,625,null,null,469,null,null,797,null,null,1047,null,null,1203,null,null,773,null,null,718,null,null,932,null,null,855,null,null,732,null,null,565,null,null,601,null,null,427,null,null,524,null,null,382,null,null,33
2016085,22331,968837,12315,6115,1455,13154,1727,16476,2386,31856,2795,46638,3725,77683,4500,92054,4041,108117,4750,102556,5073,103710,3798,89842,3041,79786,3824,66758,3122,49396,2527,32572,2486,24818,2211,14847,1583,12459,1442,1047248,15042,6815,1466,13074,1767,18317,2509,29118,2722,50200,3908,72571,3745,100775,3944,112363,4729,105156,4341,105836,3309,95631,3673,81790,3370,74179,3246,58938,3275,46237,2552,33084,2478,20206,2217,22958,1880,22331,null,null,12315,null,null,1455,null,null,1727,null,null,2386,null,null,2795,null,null,3725,null,null,4500,null,null,4041,null,null,4750,null,null,5073,null,null,3798,null,null,3041,null,null,3824,null,null,3122,null,null,2527,null,null,2486,null,null,2211,null,null,1583,null,null,1442,null,null,15042,null,null,1466,null,null,1767,null,null,2509,null,null,2722,null,null,3908,null,null,3745,null,null,3944,null,null,4729,null,null,4341,null,null,3309,null,null,3673,null,null,3370,null,null,3246,null,null,3275,null,null,2552,null,null,2478,null,null,2217,null,null,1880,null,null,34
198406,8708,96312,5706,544,338,1534,712,1974,762,4490,1374,6363,1374,7744,1521,9095,1876,11153,2019,8759,1743,10364,1769,8121,1256,7327,1268,5558,1226,4009,901,2491,638,2565,807,3078,978,1143,539,102094,5019,315,316,949,523,2090,798,4129,1189,4623,1132,6098,1240,7005,1294,11576,1680,12375,1768,10945,1490,8444,1252,9500,1574,6196,1115,6213,1175,5022,1007,3235,991,1849,691,1530,625,8708,null,null,5706,null,null,338,null,null,712,null,null,762,null,null,1374,null,null,1374,null,null,1521,null,null,1876,null,null,2019,null,null,1743,null,null,1769,null,null,1256,null,null,1268,null,null,1226,null,null,901,null,null,638,null,null,807,null,null,978,null,null,539,null,null,5019,null,null,316,null,null,523,null,null,798,null,null,1189,null,null,1132,null,null,1240,null,null,1294,null,null,1680,null,null,1768,null,null,1490,null,null,1252,null,null,1574,null,null,1115,null,null,1175,null,null,1007,null,null,991,null,null,691,null,null,625,null,null,35
