B17020_001E,B17020_001M,B17020_002E,B17020_002M,B17020_003E,B17020_003M,B17020_004E,B17020_004M,B17020_005E,B17020_005M,B17020_006E,B17020_006M,B17020_007E,B17020_007M,B17020_008E,B17020_008M,B17020_009E,B17020_009M,B17020_010E,B17020_010M,B17020_011E,B17020_011M,B17020_012E,B17020_012M,B17020_013E,B17020_013M,B17020_014E,B17020_014M,B17020_015E,B17020_015M,B17020_016E,B17020_016M,B17020_017E,B17020_017M,B17020_001M,B17020_001EA,B17020_001MA,B17020_002M,B17020_002EA,B17020_002MA,B17020_003M,B17020_003EA,B17020_003MA,B17020_004M,B17020_004EA,B17020_004MA,B17020_005M,B17020_005EA,B17020_005MA,B17020_006M,B17020_006EA,B17020_006MA,B17020_007M,B17020_007EA,B17020_007MA,B17020_008M,B17020_008EA,B17020_008MA,B17020_009M,B17020_009EA,B17020_009MA,B17020_010M,B17020_010EA,B17020_010MA,B17020_011M,B17020_011EA,B17020_011MA,B17020_012M,B17020_012EA,B17020_012MA,B17020_013M,B17020_013EA,B17020_013MA,B17020_014M,B17020_014EA,B17020_014MA,B17020_015M,B17020_015EA,B17020_015MA,B17020_016M,B17020_016EA,B17020_016MA,B17020_017M,B17020_017EA,B17020_017MA,state
20191342,6143,2973512,48474,307968,12069,290065,11513,260678,12087,1523746,29984,398754,11312,130505,5563,61796,4433,17217830,49000,1012650,14542,1067166,17367,1141638,18839,9267621,33879,3160447,19448,1117910,10819,450398,9957,6143,null,null,48474,null,null,12069,null,null,11513,null,null,12087,null,null,29984,null,null,11312,null,null,5563,null,null,4433,null,null,49000,null,null,14542,null,null,17367,null,null,18839,null,null,33879,null,null,19448,null,null,10819,null,null,9957,null,null,12
10040201,4550,1603013,34382,199819,8210,212126,10641,154060,7526,831202,19436,153954,7191,38715,2734,13137,1665,8437188,35231,566148,10930,638566,13467,702078,13092,4835687,21174,1256632,13806,329711,5612,108366,4591,4550,null,null,34382,null,null,8210,null,null,10641,null,null,7526,null,null,19436,null,null,7191,null,null,2734,null,null,1665,null,null,35231,null,null,10930,null,null,13467,null,null,13092,null,null,21174,null,null,13806,null,null,5612,null,null,4591,null,null,13
1389442,1866,129569,10361,11454,1953,9560,2001,9493,1678,67367,5970,20922,2732,6275,1126,4498,1042,1259873,10635,95361,2848,89115,3700,86132,3178,689927,6803,209490,3728,59070,2274,30778,1985,1866,null,null,10361,null,null,1953,null,null,2001,null,null,1678,null,null,5970,null,null,2732,null,null,1126,null,null,1042,null,null,10635,null,null,2848,null,null,3700,null,null,3178,null,null,6803,null,null,3728,null,null,2274,null,null,1985,null,null,15
1652592,1607,237445,15728,28822,3577,24946,3777,22498,3355,125787,8493,24870,2870,7010,1274,3512,958,1415147,15868,106125,3897,125153,4925,123228,4659,742850,8042,229997,4952,64051,2592,23743,2207,1607,null,null,15728,null,null,3577,null,null,3777,null,null,3355,null,null,8493,null,null,2870,null,null,1274,null,null,958,null,null,15868,null,null,3897,null,null,4925,null,null,4659,null,null,8042,null,null,4952,null,null,2592,null,null,2207,null,null,16
12502057,3937,1621508,35297,173679,8431,182597,8766,155403,7668,862895,19078,170453,6404,51625,3470,24856,2281,10880549,36190,734406,10098,788138,10658,849564,11887,6159750,24074,1676939,12579,471822,6215,199930,5362,3937,null,null,35297,null,null,8431,null,null,8766,null,null,7668,null,null,19078,null,null,6404,null,null,3470,null,null,2281,null,null,36190,null,null,10098,null,null,10658,null,null,11887,null,null,24074,null,null,12579,null,null,6215,null,null,5362,null,null,17
6432804,3045,906077,22930,105224,6239,107187,6117,88745,5265,494369,12824,77402,4800,23635,2141,9515,1308,5526727,23631,387834,7258,418804,8889,436535,7551,3025858,15290,905212,7714,255128,4578,97356,3803,3045,null,null,22930,null,null,6239,null,null,6117,null,null,5265,null,null,12824,null,null,4800,null,null,2141,null,null,1308,null,null,23631,null,null,7258,null,null,8889,null,null,7551,null,null,15290,null,null,7714,null,null,4578,null,null,3803,null,null,18
3031338,2083,356378,12582,41623,3524,36875,3484,26534,2678,202427,7201,29390,2273,11694,1527,7835,1443,2674960,12482,191206,4322,205559,5265,209769,6034,1423753,8164,449892,5008,135801,2917,58980,2514,2083,null,null,12582,null,null,3524,null,null,3484,null,null,2678,null,null,7201,null,null,2273,null,null,1527,null,null,1443,null,null,12482,null,null,4322,null,null,5265,null,null,6034,null,null,8164,null,null,5008,null,null,2917,null,null,2514,null,null,19
2825864,1863,342544,14393,34885,3842,37199,3835,27239,2994,194452,8445,30927,2915,11533,1482,6309,1044,2483320,14383,196811,5068,201960,6211,206519,4855,1331083,8787,389096,5605,111243,3063,46608,2957,1863,null,null,14393,null,null,3842,null,null,3835,null,null,2994,null,null,8445,null,null,2915,null,null,1482,null,null,1044,null,null,14383,null,null,5068,null,null,6211,null,null,4855,null,null,8787,null,null,5605,null,null,3063,null,null,2957,null,null,20
4298953,3416,794060,24195,84933,6041,86857,5536,75990,5080,432164,13120,79801,4920,23455,2430,10860,1792,3504893,23747,227344,5835,255359,6314,258769,6953,1930442,14881,606732,7810,169349,3892,56898,3163,3416,null,null,24195,null,null,6041,null,null,5536,null,null,5080,null,null,13120,null,null,4920,null,null,2430,null,null,1792,null,null,23747,null,null,5835,null,null,6314,null,null,6953,null,null,14881,null,null,7810,null,null,3892,null,null,3163,null,null,21
4546017,4194,918187,25851,106606,7575,114731,7437,92589,6297,476386,14631,92048,5105,25236,2160,10591,1362,3627830,26966,252819,7510,250845,8079,279056,8037,2038472,16465,586474,7340,161395,3259,58769,3360,4194,null,null,25851,null,null,7575,null,null,7437,null,null,6297,null,null,14631,null,null,5105,null,null,2160,null,null,1362,null,null,26966,null,null,7510,null,null,8079,null,null,8037,null,null,16465,null,null,7340,null,null,3259,null,null,3360,null,null,22
