C17014_001E,C17014_001M,C17014_002E,C17014_002M,C17014_003E,C17014_003M,C17014_004E,C17014_004M,C17014_005E,C17014_005M,C17014_006E,C17014_006M,C17014_007E,C17014_007M,C17014_008E,C17014_008M,C17014_009E,C17014_009M,C17014_010E,C17014_010M,C17014_011E,C17014_011M,C17014_001M,C17014_001EA,C17014_001MA,C17014_002M,C17014_002EA,C17014_002MA,C17014_003M,C17014_003EA,C17014_003MA,C17014_004M,C17014_004EA,C17014_004MA,C17014_005M,C17014_005EA,C17014_005MA,C17014_006M,C17014_006EA,C17014_006MA,C17014_007M,C17014_007EA,C17014_007MA,C17014_008M,C17014_008EA,C17014_008MA,C17014_009M,C17014_009EA,C17014_009MA,C17014_010M,C17014_010EA,C17014_010MA,C17014_011M,C17014_011EA,C17014_011MA,state
4864461,24241,509616,11766,200542,7523,244356,8723,58085,4449,6633,1408,4354845,24292,803323,10630,1386472,20700,1733757,18111,431293,10963,24241,null,null,11766,null,null,7523,null,null,8723,null,null,4449,null,null,1408,null,null,24292,null,null,10630,null,null,20700,null,null,18111,null,null,10963,null,null,12
2479003,18252,296261,9486,97909,6024,160293,7714,34588,3585,3471,871,2182742,17899,256163,6550,714614,12168,965136,15116,246829,8309,18252,null,null,9486,null,null,6024,null,null,7714,null,null,3585,null,null,871,null,null,17899,null,null,6550,null,null,12168,null,null,15116,null,null,8309,null,null,13
315505,5105,18826,2161,8241,1374,7895,1329,2113,667,577,403,296679,5251,31259,2205,84104,3518,126616,3906,54700,2853,5105,null,null,2161,null,null,1374,null,null,1329,null,null,667,null,null,403,null,null,5251,null,null,2205,null,null,3518,null,null,3906,null,null,2853,null,null,15
411617,7286,41274,3641,10403,1578,22144,2327,8113,1892,614,461,370343,7745,51570,2594,112485,5489,164013,6319,42275,3315,7286,null,null,3641,null,null,1578,null,null,2327,null,null,1892,null,null,461,null,null,7745,null,null,2594,null,null,5489,null,null,6319,null,null,3315,null,null,16
3100613,17145,293044,9264,99875,5026,154643,6515,33779,2841,4747,881,2807569,16895,311741,6473,833241,10483,1271280,12757,391307,7356,17145,null,null,9264,null,null,5026,null,null,6515,null,null,2841,null,null,881,null,null,16895,null,null,6473,null,null,10483,null,null,12757,null,null,7356,null,null,17
1645758,11176,157720,5867,48635,3451,86388,4631,19944,2386,2753,792,1488038,11737,184540,5263,458137,10359,676497,10992,168864,6514,11176,null,null,5867,null,null,3451,null,null,4631,null,null,2386,null,null,792,null,null,11737,null,null,5263,null,null,10359,null,null,10992,null,null,6514,null,null,18
795043,8419,60129,3265,18487,1767,33224,2981,7792,1273,626,368,734914,8832,84325,3356,195309,4398,369966,7181,85314,3194,8419,null,null,3265,null,null,1767,null,null,2981,null,null,1273,null,null,368,null,null,8832,null,null,3356,null,null,4398,null,null,7181,null,null,3194,null,null,19
716005,8245,56464,3559,15968,1873,30064,2594,9099,1687,1333,632,659541,7653,74479,2625,191103,5277,315354,6633,78605,3811,8245,null,null,3559,null,null,1873,null,null,2594,null,null,1687,null,null,632,null,null,7653,null,null,2625,null,null,5277,null,null,6633,null,null,3811,null,null,20
1121404,10897,156782,6330,67601,4080,71386,4408,16419,2153,1376,546,964622,12227,147325,4701,305931,7379,418777,8921,92589,4695,10897,null,null,6330,null,null,4080,null,null,4408,null,null,2153,null,null,546,null,null,12227,null,null,4701,null,null,7379,null,null,8921,null,null,4695,null,null,21
1097712,12285,168708,7561,67566,4375,85289,4885,14621,2124,1232,649,929004,11536,121316,4215,329015,9356,389584,9019,89089,4059,12285,null,null,7561,null,null,4375,null,null,4885,null,null,2124,null,null,649,null,null,11536,null,null,4215,null,null,9356,null,null,9019,null,null,4059,null,null,22
