C17014_001E,C17014_001M,C17014_002E,C17014_002M,C17014_003E,C17014_003M,C17014_004E,C17014_004M,C17014_005E,C17014_005M,C17014_006E,C17014_006M,C17014_007E,C17014_007M,C17014_008E,C17014_008M,C17014_009E,C17014_009M,C17014_010E,C17014_010M,C17014_011E,C17014_011M,C17014_001M,C17014_001EA,C17014_001MA,C17014_002M,C17014_002EA,C17014_002MA,C17014_003M,C17014_003EA,C17014_003MA,C17014_004M,C17014_004EA,C17014_004MA,C17014_005M,C17014_005EA,C17014_005MA,C17014_006M,C17014_006EA,C17014_006MA,C17014_007M,C17014_007EA,C17014_007MA,C17014_008M,C17014_008EA,C17014_008MA,C17014_009M,C17014_009EA,C17014_009MA,C17014_010M,C17014_010EA,C17014_010MA,C17014_011M,C17014_011EA,C17014_011MA,state
329554,6035,25210,2646,9475,1523,12377,1912,2893,754,465,265,304344,6105,44273,2449,86494,3822,140726,5168,32851,2592,6035,null,null,2646,null,null,1523,null,null,1912,null,null,754,null,null,265,null,null,6105,null,null,2449,null,null,3822,null,null,5168,null,null,2592,null,null,23
1458953,11514,92359,4595,32956,3222,46604,3760,11263,1697,1536,643,1366594,11214,127243,3964,395909,10541,646728,9448,196714,7035,11514,null,null,4595,null,null,3222,null,null,3760,null,null,1697,null,null,643,null,null,11214,null,null,3964,null,null,10541,null,null,9448,null,null,7035,null,null,24
1633661,12099,119222,5232,49734,3789,53900,3454,13609,1971,1979,774,1514439,12232,150890,5004,400449,8823,724891,10622,238209,7291,12099,null,null,5232,null,null,3789,null,null,3454,null,null,1971,null,null,774,null,null,12232,null,null,5004,null,null,8823,null,null,10622,null,null,7291,null,null,25
2476595,14487,251751,5912,82669,4008,132773,5463,31317,2471,4992,1089,2224844,14012,341103,6646,672872,11244,945648,10747,265221,6027,14487,null,null,5912,null,null,4008,null,null,5463,null,null,2471,null,null,1089,null,null,14012,null,null,6646,null,null,11244,null,null,10747,null,null,6027,null,null,26
1367104,9317,80100,3223,24868,2373,41209,2662,12479,1569,1544,440,1287004,9285,145843,4099,314695,6948,664010,9862,162456,4614,9317,null,null,3223,null,null,2373,null,null,2662,null,null,1569,null,null,440,null,null,9285,null,null,4099,null,null,6948,null,null,9862,null,null,4614,null,null,27
730719,10889,120336,6510,46878,3637,61347,4494,10928,1753,1183,541,610383,10106,88600,3672,201146,7589,265428,6940,55209,3232,10889,null,null,6510,null,null,3637,null,null,4494,null,null,1753,null,null,541,null,null,10106,null,null,3672,null,null,7589,null,null,6940,null,null,3232,null,null,28
1527349,11298,149358,5465,48256,3579,80642,4405,18127,1844,2333,693,1377991,12119,191900,5618,403546,9879,627850,11329,154695,5425,11298,null,null,5465,null,null,3579,null,null,4405,null,null,1844,null,null,693,null,null,12119,null,null,5618,null,null,9879,null,null,11329,null,null,5425,null,null,29
257449,5388,20634,2259,6425,1192,9715,1529,3947,1066,547,392,236815,4995,36499,2048,63236,3326,113521,4538,23559,2078,5388,null,null,2259,null,null,1192,null,null,1529,null,null,1066,null,null,392,null,null,4995,null,null,2048,null,null,3326,null,null,4538,null,null,2078,null,null,30
476436,5393,35279,3116,9283,1364,21420,2436,3591,746,985,548,441157,5177,42188,2117,114087,4738,230023,4596,54859,3076,5393,null,null,3116,null,null,1364,null,null,2436,null,null,746,null,null,548,null,null,5177,null,null,2117,null,null,4738,null,null,4596,null,null,3076,null,null,31
670968,8716,68432,4469,23796,2560,35336,3521,8009,1432,1291,585,602536,8939,79885,3963,201166,6877,251819,7217,69666,3621,8716,null,null,4469,null,null,2560,null,null,3521,null,null,1432,null,null,585,null,null,8939,null,null,3963,null,null,6877,null,null,7217,null,null,3621,null,null,32
342912,5731,13796,1974,4611,1106,6920,1535,1968,862,297,248,329116,5686,36987,2503,89614,4544,156531,5050,45984,3251,5731,null,null,1974,null,null,1106,null,null,1535,null,null,862,null,null,248,null,null,5686,null,null,2503,null,null,4544,null,null,5050,null,null,3251,null,null,33
2197150,15175,166157,6870,57321,3788,86513,5107,19080,2372,3243,934,2030993,14878,202046,5659,597366,12601,914228,12547,317353,7671,15175,null,null,6870,null,null,3788,null,null,5107,null,null,2372,null,null,934,null,null,14878,null,null,5659,null,null,12601,null,null,12547,null,null,7671,null,null,34
481127,7528,73619,4140,22546,2495,39702,3413,10378,1744,993,451,407508,7211,66751,2808,132033,5278,167887,6108,40837,3664,7528,null,null,4140,null,null,2495,null,null,3413,null,null,1744,null,null,451,null,null,7211,null,null,2808,null,null,5278,null,null,6108,null,null,3664,null,null,35
4541583,22755,495440,10667,183858,7294,238918,7669,60073,3770,12591,1627,4046143,21981,448041,6171,1221267,15717,1783676,18514,593159,10722,22755,null,null,10667,null,null,7294,null,null,7669,null,null,3770,null,null,1627,null,null,21981,null,null,6171,null,null,15717,null,null,18514,null,null,10722,null,null,36
2542663,18509,285717,8541,103831,5655,145600,6913,31006,2726,5280,1225,2256946,18495,314244,5410,732764,14097,1001881,13530,208057,7559,18509,null,null,8541,null,null,5655,null,null,6913,null,null,2726,null,null,1225,null,null,18495,null,null,5410,null,null,14097,null,null,13530,null,null,7559,null,null,37
184904,4823,11802,1859,4097,1041,5958,1558,1646,639,101,120,173102,4879,16791,1130,42845,2661,93869,4123,19597,1850,4823,null,null,1859,null,null,1041,null,null,1558,null,null,639,null,null,120,null,null,4879,null,null,1130,null,null,2661,null,null,4123,null,null,1850,null,null,38
2929661,16417,306876,9956,102905,4952,164615,6809,34386,2847,4970,1320,2622785,15165,351609,6590,789923,11518,1178953,12851,302300,7253,16417,null,null,9956,null,null,4952,null,null,6809,null,null,2847,null,null,1320,null,null,15165,null,null,6590,null,null,11518,null,null,12851,null,null,7253,null,null,39
961731,8307,110695,3985,37093,2495,58574,3315,13592,1816,1436,543,851036,8243,116297,3650,275478,5789,376185,6914,83076,3255,8307,null,null,3985,null,null,2495,null,null,3315,null,null,1816,null,null,543,null,null,8243,null,null,3650,null,null,5789,null,null,6914,null,null,3255,null,null,40
995749,11239,84674,5250,24525,2503,42837,3692,14714,2587,2598,907,911075,10222,138109,4330,273531,8530,403232,8278,96203,4612,11239,null,null,5250,null,null,2503,null,null,3692,null,null,2587,null,null,907,null,null,10222,null,null,4330,null,null,8530,null,null,8278,null,null,4612,null,null,41
3150563,15900,271489,7393,104837,4673,130309,6100,31574,2597,4769,1027,2879074,16305,396438,6714,845479,11241,1264199,16224,372958,8639,15900,null,null,7393,null,null,4673,null,null,6100,null,null,2597,null,null,1027,null,null,16305,null,null,6714,null,null,11241,null,null,16224,null,null,8639,null,null,42
247448,5295,22777,2508,9036,1469,11075,1757,2436,841,230,190,224671,5361,27302,2151,66204,3898,102225,4650,28940,2684,5295,null,null,2508,null,null,1469,null,null,1757,null,null,841,null,null,190,null,null,5361,null,null,2151,null,null,3898,null,null,4650,null,null,2684,null,null,44
1224695,13377,132464,5943,46249,3676,70420,4484,14668,2351,1127,441,1092231,13056,173095,5419,355766,7403,461226,9089,102144,5124,13377,null,null,5943,null,null,3676,null,null,4484,null,null,2351,null,null,441,null,null,13056,null,null,5419,null,null,7403,null,null,9089,null,null,5124,null,null,45
209986,3966,17311,1573,7025,921,7743,1255,2447,692,96,92,192675,3965,20026,1816,48395,2607,103056,4069,21198,1841,3966,null,null,1573,null,null,921,null,null,1255,null,null,692,null,null,92,null,null,3965,null,null,1816,null,null,2607,null,null,4069,null,null,1841,null,null,46
1670605,13670,193414,7149,76180,4292,93574,5127,21993,2082,1667,700,1477191,13470,215906,5865,478229,10147,639465,11775,143591,6548,13670,null,null,7149,null,null,4292,null,null,5127,null,null,2082,null,null,700,null,null,13470,null,null,5865,null,null,10147,null,null,11775,null,null,6548,null,null,47
6602215,26303,795202,13310,224707,7129,443758,12902,108449,5962,18288,2482,5807013,28785,554920,10032,1913087,23676,2608897,24845,730109,16348,26303,null,null,13310,null,null,7129,null,null,12902,null,null,5962,null,null,2482,null,null,28785,null,null,10032,null,null,23676,null,null,24845,null,null,16348,null,null,48
711124,7895,51170,3459,12695,1707,27798,2972,9486,1309,1191,389,659954,7820,64648,2651,187646,5636,299250,6825,108410,4920,7895,null,null,3459,null,null,1707,null,null,2972,null,null,1309,null,null,389,null,null,7820,null,null,2651,null,null,5636,null,null,6825,null,null,4920,null,null,49
154421,3800,11826,1611,5273,1284,5142,922,1269,561,142,190,142595,3595,17006,1077,37430,2229,72774,3026,15385,1713,3800,null,null,1611,null,null,1284,null,null,922,null,null,561,null,null,190,null,null,3595,null,null,1077,null,null,2229,null,null,3026,null,null,1713,null,null,50
2063049,16402,156560,6799,56821,3777,77613,4791,19580,2388,2546,875,1906489,16860,214941,5739,574049,11162,881128,13236,236371,6771,16402,null,null,6799,null,null,3777,null,null,4791,null,null,2388,null,null,875,null,null,16860,null,null,5739,null,null,11162,null,null,13236,null,null,6771,null,null,51
1784043,12484,127482,5325,44629,3185,63310,3969,16615,1970,2928,864,1656561,12643,213315,5790,511318,10337,749886,10378,182042,7301,12484,null,null,5325,null,null,3185,null,null,3969,null,null,1970,null,null,864,null,null,12643,null,null,5790,null,null,10337,null,null,10378,null,null,7301,null,null,53
467396,6711,60187,3948,28142,2455,26752,2632,4622,1134,671,434,407209,6986,81256,4154,137357,6099,155553,5221,33043,2617,6711,null,null,3948,null,null,2455,null,null,2632,null,null,1134,null,null,434,null,null,6986,null,null,4154,null,null,6099,null,null,5221,null,null,2617,null,null,54
1460922,9966,112239,5484,33553,2500,62059,4589,14587,1852,2040,613,1348683,10858,172801,3618,356303,6801,649584,9251,169995,5110,9966,null,null,5484,null,null,2500,null,null,4589,null,null,1852,null,null,613,null,null,10858,null,null,3618,null,null,6801,null,null,9251,null,null,5110,null,null,55
145524,4006,9154,1441,2858,822,4985,1144,1116,449,195,191,136370,3906,16858,1534,40538,2929,66013,3163,12961,1425,4006,null,null,1441,null,null,822,null,null,1144,null,null,449,null,null,191,null,null,3906,null,null,1534,null,null,2929,null,null,3163,null,null,1425,null,null,56
836332,9750,329347,7759,184481,6125,121248,5187,20897,2646,2721,922,506985,8881,124615,4635,185384,6522,161468,6654,35518,2487,9750,null,null,7759,null,null,6125,null,null,5187,null,null,2646,null,null,922,null,null,8881,null,null,4635,null,null,6522,null,null,6654,null,null,2487,null,null,72
1208362,12930,153533,6747,62257,4097,76399,5145,13723,1825,1154,451,1054829,12563,169689,5064,352449,9319,436299,10277,96392,4173,12930,null,null,6747,null,null,4097,null,null,5145,null,null,1825,null,null,451,null,null,12563,null,null,5064,null,null,9319,null,null,10277,null,null,4173,null,null,01
164102,4083,11031,1425,3437,771,5900,1128,1373,366,321,207,153071,3995,11825,1143,44484,2970,74542,4034,22220,2046,4083,null,null,1425,null,null,771,null,null,1128,null,null,366,null,null,207,null,null,3995,null,null,1143,null,null,2970,null,null,4034,null,null,2046,null,null,02
1648739,12489,196536,6247,64834,4009,102205,4200,25271,2845,4226,1098,1452203,12382,251737,6842,463855,9304,575244,11284,161367,6043,12489,null,null,6247,null,null,4009,null,null,4200,null,null,2845,null,null,1098,null,null,12382,null,null,6842,null,null,9304,null,null,11284,null,null,6043,null,null,04
747917,9249,92514,4600,36074,3332,46143,2898,9092,1516,1205,602,655403,8698,99005,3811,216865,7059,284613,6631,54920,3445,9249,null,null,4600,null,null,3332,null,null,2898,null,null,1516,null,null,602,null,null,8698,null,null,3811,null,null,7059,null,null,6631,null,null,3445,null,null,05
8887761,26268,929253,15252,299750,8161,477269,10723,127048,6804,25186,2510,7958508,29205,842032,11460,2454670,23581,3441781,26003,1220025,18299,26268,null,null,15252,null,null,8161,null,null,10723,null,null,6804,null,null,2510,null,null,29205,null,null,11460,null,null,23581,null,null,26003,null,null,18299,null,null,06
1347936,10110,94425,5097,26749,2357,52183,4024,13675,2328,1818,597,1253511,11197,131466,4224,364554,9311,613752,9590,143739,5407,10110,null,null,5097,null,null,2357,null,null,4024,null,null,2328,null,null,597,null,null,11197,null,null,4224,null,null,9311,null,null,9590,null,null,5407,null,null,08
880600,11466,60300,4330,21692,2333,30456,3230,7065,1568,1087,530,820300,10426,88898,3261,232207,6339,384581,9255,114614,4863,11466,null,null,4330,null,null,2333,null,null,3230,null,null,1568,null,null,530,null,null,10426,null,null,3261,null,null,6339,null,null,9255,null,null,4863,null,null,09
232433,5605,18768,2095,7265,1205,9945,1508,1558,607,0,193,213665,5418,32680,2218,65623,3467,90815,4520,24547,2410,5605,null,null,2095,null,null,1205,null,null,1508,null,null,607,null,null,193,null,null,5418,null,null,2218,null,null,3467,null,null,4520,null,null,2410,null,null,10
122732,3407,16834,1966,7888,1548,7295,1487,1474,611,177,264,105898,3566,7710,916,33547,2523,57428,3298,7213,1276,3407,null,null,1966,null,null,1548,null,null,1487,null,null,611,null,null,264,null,null,3566,null,null,916,null,null,2523,null,null,3298,null,null,1276,null,null,11
