B07402_001E,B07402_001M,B07402_002E,B07402_002M,B07402_003E,B07402_003M,B07402_004E,B07402_004M,B07402_005E,B07402_005M,B07402_001M,B07402_001EA,B07402_001MA,B07402_002M,B07402_002EA,B07402_002MA,B07402_003M,B07402_003EA,B07402_003MA,B07402_004M,B07402_004EA,B07402_004MA,B07402_005M,B07402_005EA,B07402_005MA,state
42.4,0.1,44.8,0.2,31.2,0.5,30.8,0.7,30.2,0.6,0.1,null,null,0.2,null,null,0.5,null,null,0.7,null,null,0.6,null,null,12
37.1,0.2,39.8,0.2,27.5,0.4,27.4,0.5,28.0,0.7,0.2,null,null,0.2,null,null,0.4,null,null,0.5,null,null,0.7,null,null,13
39.5,0.4,41.6,0.4,31.5,0.9,32.6,4.9,28.0,1.7,0.4,null,null,0.4,null,null,0.9,null,null,4.9,null,null,1.7,null,null,15
36.5,0.3,39.6,0.5,26.3,0.9,26.7,1.4,25.9,0.9,0.3,null,null,0.5,null,null,0.9,null,null,1.4,null,null,0.9,null,null,16
38.3,0.1,40.7,0.2,28.9,0.4,27.6,0.5,27.4,0.7,0.1,null,null,0.2,null,null,0.4,null,null,0.5,null,null,0.7,null,null,17
38.3,0.2,40.9,0.2,26.8,0.5,25.8,0.6,28.1,1.1,0.2,null,null,0.2,null,null,0.5,null,null,0.6,null,null,1.1,null,null,18
38.6,0.3,42.1,0.4,25.9,0.5,24.5,0.6,27.7,1.1,0.3,null,null,0.4,null,null,0.5,null,null,0.6,null,null,1.1,null,null,19
37.1,0.3,40.4,0.3,26.8,0.7,24.2,0.8,27.5,0.9,0.3,null,null,0.3,null,null,0.7,null,null,0.8,null,null,0.9,null,null,20
39.4,0.2,42.3,0.3,27.2,0.4,27.3,1.0,28.9,1.4,0.2,null,null,0.3,null,null,0.4,null,null,1.0,null,null,1.4,null,null,21
37.1,0.2,39.5,0.3,26.8,0.4,27.6,0.8,28.7,1.0,0.2,null,null,0.3,null,null,0.4,null,null,0.8,null,null,1.0,null,null,22
44.9,0.2,46.9,0.3,29.7,1.1,28.3,1.6,29.5,2.5,0.2,null,null,0.3,null,null,1.1,null,null,1.6,null,null,2.5,null,null,23
39.0,0.2,41.3,0.2,29.6,0.6,28.6,0.7,28.6,0.8,0.2,null,null,0.2,null,null,0.6,null,null,0.7,null,null,0.8,null,null,24
40.1,0.2,42.6,0.2,29.4,0.5,27.9,0.5,28.5,0.7,0.2,null,null,0.2,null,null,0.5,null,null,0.5,null,null,0.7,null,null,25
40.3,0.2,43.5,0.2,27.2,0.3,26.6,0.4,28.9,1.0,0.2,null,null,0.2,null,null,0.3,null,null,0.4,null,null,1.0,null,null,26
38.5,0.1,41.5,0.2,28.1,0.5,26.4,0.5,27.1,0.8,0.1,null,null,0.2,null,null,0.5,null,null,0.5,null,null,0.8,null,null,27
37.5,0.3,40.2,0.3,26.0,0.7,26.5,0.8,26.3,0.7,0.3,null,null,0.3,null,null,0.7,null,null,0.8,null,null,0.7,null,null,28
39.0,0.2,42.3,0.2,27.1,0.5,27.5,0.6,27.4,0.5,0.2,null,null,0.2,null,null,0.5,null,null,0.6,null,null,0.5,null,null,29
40.8,0.3,44.8,0.4,26.2,0.9,27.1,2.5,27.7,2.4,0.3,null,null,0.4,null,null,0.9,null,null,2.5,null,null,2.4,null,null,30
37.0,0.2,40.3,0.4,26.1,0.6,24.5,0.6,26.9,1.3,0.2,null,null,0.4,null,null,0.6,null,null,0.6,null,null,1.3,null,null,31
38.3,0.2,40.5,0.3,30.2,0.7,29.9,2.6,31.6,1.4,0.2,null,null,0.3,null,null,0.7,null,null,2.6,null,null,1.4,null,null,32
43.5,0.3,46.3,0.3,30.1,1.3,28.0,2.0,29.0,2.2,0.3,null,null,0.3,null,null,1.3,null,null,2.0,null,null,2.2,null,null,33
39.9,0.1,41.6,0.2,30.7,0.5,30.2,0.5,28.6,0.8,0.1,null,null,0.2,null,null,0.5,null,null,0.5,null,null,0.8,null,null,34
38.1,0.3,40.8,0.4,27.4,1.2,29.1,3.3,29.0,1.3,0.3,null,null,0.4,null,null,1.2,null,null,3.3,null,null,1.3,null,null,35
38.9,0.1,40.7,0.1,29.9,0.3,28.3,0.5,29.3,0.5,0.1,null,null,0.1,null,null,0.3,null,null,0.5,null,null,0.5,null,null,36
39.2,0.2,42.1,0.2,27.8,0.5,26.8,0.4,27.3,0.6,0.2,null,null,0.2,null,null,0.5,null,null,0.4,null,null,0.6,null,null,37
36.0,0.4,39.2,0.6,24.7,0.8,25.7,1.7,28.1,1.0,0.4,null,null,0.6,null,null,0.8,null,null,1.7,null,null,1.0,null,null,38
39.9,0.1,43.2,0.2,27.3,0.3,26.5,0.5,28.7,0.7,0.1,null,null,0.2,null,null,0.3,null,null,0.5,null,null,0.7,null,null,39
36.8,0.2,40.1,0.2,26.7,0.5,26.8,0.8,26.8,0.7,0.2,null,null,0.2,null,null,0.5,null,null,0.8,null,null,0.7,null,null,40
39.7,0.2,43.0,0.3,28.9,0.7,28.4,1.0,29.2,1.0,0.2,null,null,0.3,null,null,0.7,null,null,1.0,null,null,1.0,null,null,41
41.3,0.1,44.2,0.2,28.7,0.3,26.5,0.3,28.6,0.7,0.1,null,null,0.2,null,null,0.3,null,null,0.3,null,null,0.7,null,null,42
40.6,0.3,43.4,0.5,29.6,1.3,29.9,1.3,28.1,1.4,0.3,null,null,0.5,null,null,1.3,null,null,1.3,null,null,1.4,null,null,44
39.6,0.2,42.4,0.3,27.8,0.7,25.8,0.7,27.7,1.0,0.2,null,null,0.3,null,null,0.7,null,null,0.7,null,null,1.0,null,null,45
37.9,0.5,40.9,0.5,26.0,1.0,25.3,1.3,27.3,2.1,0.5,null,null,0.5,null,null,1.0,null,null,1.3,null,null,2.1,null,null,46
39.1,0.2,41.7,0.2,27.4,0.5,27.7,0.7,28.6,0.6,0.2,null,null,0.2,null,null,0.5,null,null,0.7,null,null,0.6,null,null,47
35.0,0.2,37.0,0.2,27.3,0.3,27.8,0.4,27.8,0.4,0.2,null,null,0.2,null,null,0.3,null,null,0.4,null,null,0.4,null,null,48
31.5,0.1,33.9,0.3,25.1,0.3,24.6,0.7,26.7,0.7,0.1,null,null,0.3,null,null,0.3,null,null,0.7,null,null,0.7,null,null,49
43.6,0.4,46.1,0.4,27.2,1.3,29.4,1.3,28.5,2.6,0.4,null,null,0.4,null,null,1.3,null,null,1.3,null,null,2.6,null,null,50
38.9,0.2,41.8,0.2,28.8,0.5,27.6,0.5,28.6,0.5,0.2,null,null,0.2,null,null,0.5,null,null,0.5,null,null,0.5,null,null,51
38.5,0.1,41.2,0.2,28.9,0.4,28.9,0.6,29.0,0.9,0.1,null,null,0.2,null,null,0.4,null,null,0.6,null,null,0.9,null,null,53
42.9,0.3,45.4,0.3,27.9,1.3,25.9,0.8,33.1,3.0,0.3,null,null,0.3,null,null,1.3,null,null,0.8,null,null,3.0,null,null,54
40.0,0.2,43.2,0.2,27.3,0.6,25.8,0.5,27.1,0.9,0.2,null,null,0.2,null,null,0.6,null,null,0.5,null,null,0.9,null,null,55
38.0,0.6,41.2,0.8,27.6,1.7,25.1,2.3,28.8,1.9,0.6,null,null,0.8,null,null,1.7,null,null,2.3,null,null,1.9,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
39.6,0.2,42.1,0.2,27.8,0.6,27.3,0.7,27.9,1.2,0.2,null,null,0.2,null,null,0.6,null,null,0.7,null,null,1.2,null,null,01
33.9,0.4,36.7,0.4,27.8,1.0,30.1,2.0,28.0,0.9,0.4,null,null,0.4,null,null,1.0,null,null,2.0,null,null,0.9,null,null,02
37.9,0.2,40.8,0.2,27.8,0.3,29.0,1.1,29.4,0.8,0.2,null,null,0.2,null,null,0.3,null,null,1.1,null,null,0.8,null,null,04
38.4,0.3,41.7,0.3,26.7,0.6,26.3,0.9,27.1,1.1,0.3,null,null,0.3,null,null,0.6,null,null,0.9,null,null,1.1,null,null,05
36.9,0.1,38.7,0.1,29.1,0.2,29.0,0.3,29.0,0.5,0.1,null,null,0.1,null,null,0.2,null,null,0.3,null,null,0.5,null,null,06
37.4,0.2,40.3,0.2,28.0,0.4,28.5,0.5,29.2,0.8,0.2,null,null,0.2,null,null,0.4,null,null,0.5,null,null,0.8,null,null,08
41.3,0.2,43.5,0.2,30.4,0.8,29.3,0.8,28.7,1.0,0.2,null,null,0.2,null,null,0.8,null,null,0.8,null,null,1.0,null,null,09
