C08528_001E,C08528_001M,C08528_002E,C08528_002M,C08528_003E,C08528_003M,C08528_004E,C08528_004M,C08528_005E,C08528_005M,C08528_006E,C08528_006M,C08528_007E,C08528_007M,C08528_008E,C08528_008M,C08528_009E,C08528_009M,C08528_010E,C08528_010M,C08528_011E,C08528_011M,C08528_012E,C08528_012M,C08528_013E,C08528_013M,C08528_014E,C08528_014M,C08528_015E,C08528_015M,C08528_016E,C08528_016M,C08528_017E,C08528_017M,C08528_018E,C08528_018M,C08528_019E,C08528_019M,C08528_020E,C08528_020M,C08528_021E,C08528_021M,C08528_022E,C08528_022M,C08528_023E,C08528_023M,C08528_024E,C08528_024M,C08528_025E,C08528_025M,C08528_026E,C08528_026M,C08528_027E,C08528_027M,C08528_028E,C08528_028M,C08528_029E,C08528_029M,C08528_030E,C08528_030M,C08528_001M,C08528_001EA,C08528_001MA,C08528_002M,C08528_002EA,C08528_002MA,C08528_003M,C08528_003EA,C08528_003MA,C08528_004M,C08528_004EA,C08528_004MA,C08528_005M,C08528_005EA,C08528_005MA,C08528_006M,C08528_006EA,C08528_006MA,C08528_007M,C08528_007EA,C08528_007MA,C08528_008M,C08528_008EA,C08528_008MA,C08528_009M,C08528_009EA,C08528_009MA,C08528_010M,C08528_010EA,C08528_010MA,C08528_011M,C08528_011EA,C08528_011MA,C08528_012M,C08528_012EA,C08528_012MA,C08528_013M,C08528_013EA,C08528_013MA,C08528_014M,C08528_014EA,C08528_014MA,C08528_015M,C08528_015EA,C08528_015MA,C08528_016M,C08528_016EA,C08528_016MA,C08528_017M,C08528_017EA,C08528_017MA,C08528_018M,C08528_018EA,C08528_018MA,C08528_019M,C08528_019EA,C08528_019MA,C08528_020M,C08528_020EA,C08528_020MA,C08528_021M,C08528_021EA,C08528_021MA,C08528_022M,C08528_022EA,C08528_022MA,C08528_023M,C08528_023EA,C08528_023MA,C08528_024M,C08528_024EA,C08528_024MA,C08528_025M,C08528_025EA,C08528_025MA,C08528_026M,C08528_026EA,C08528_026MA,C08528_027M,C08528_027EA,C08528_027MA,C08528_028M,C08528_028EA,C08528_028MA,C08528_029M,C08528_029EA,C08528_029MA,C08528_030M,C08528_030EA,C08528_030MA,state
9073202,34729,7407226,33784,1109717,21860,542380,14016,13879,2611,7187700,34948,5900348,33784,942877,19226,335604,11791,8871,2152,836567,19063,692935,17986,92531,5778,49766,5108,1335,766,184734,8997,156551,8205,16602,2291,11408,2770,173,202,316528,12565,267713,11858,31078,3102,17131,2290,606,474,547673,13777,389679,11368,26629,3158,128471,6542,2894,1028,34729,null,null,33784,null,null,21860,null,null,14016,null,null,2611,null,null,34948,null,null,33784,null,null,19226,null,null,11791,null,null,2152,null,null,19063,null,null,17986,null,null,5778,null,null,5108,null,null,766,null,null,8997,null,null,8205,null,null,2291,null,null,2770,null,null,202,null,null,12565,null,null,11858,null,null,3102,null,null,2290,null,null,474,null,null,13777,null,null,11368,null,null,3158,null,null,6542,null,null,1028,null,null,12
4691234,24401,3724822,26148,713017,14933,247306,9150,6089,1169,3728360,26266,2980477,28189,596259,14061,147696,7070,3928,918,449646,12043,358255,11354,62393,4890,28365,3163,633,376,97647,6647,77672,6031,17128,2437,2779,1088,68,115,151431,7705,122214,7250,19688,2221,9166,2020,363,287,264150,8448,186204,7847,17549,1980,59300,4638,1097,437,24401,null,null,26148,null,null,14933,null,null,9150,null,null,1169,null,null,26266,null,null,28189,null,null,14061,null,null,7070,null,null,918,null,null,12043,null,null,11354,null,null,4890,null,null,3163,null,null,376,null,null,6647,null,null,6031,null,null,2437,null,null,1088,null,null,115,null,null,7705,null,null,7250,null,null,2221,null,null,2020,null,null,287,null,null,8448,null,null,7847,null,null,1980,null,null,4638,null,null,437,null,null,13
709758,7381,492017,9531,171378,5707,45222,4242,1141,505,474183,9193,326358,9063,123624,5460,23943,2561,258,224,96749,5588,70973,4755,20614,1995,4781,1288,381,413,47736,4376,42682,4349,4474,1138,580,274,0,193,56143,3894,35389,2668,18847,2330,1751,535,156,176,34947,3045,16615,1774,3819,1207,14167,2169,346,246,7381,null,null,9531,null,null,5707,null,null,4242,null,null,505,null,null,9193,null,null,9063,null,null,5460,null,null,2561,null,null,224,null,null,5588,null,null,4755,null,null,1995,null,null,1288,null,null,413,null,null,4376,null,null,4349,null,null,1138,null,null,274,null,null,193,null,null,3894,null,null,2668,null,null,2330,null,null,535,null,null,176,null,null,3045,null,null,1774,null,null,1207,null,null,2169,null,null,246,null,null,15
732321,9633,562257,7683,112369,5206,56137,4835,1558,539,579622,10217,454692,7861,91123,4787,33073,3339,734,331,70066,5375,54170,4639,11101,2002,4750,1528,45,74,3911,964,2149,594,1684,721,78,92,0,193,34607,3224,25760,2987,6258,1229,2427,741,162,159,44115,4072,25486,2943,2203,790,15809,2553,617,406,9633,null,null,7683,null,null,5206,null,null,4835,null,null,539,null,null,10217,null,null,7861,null,null,4787,null,null,3339,null,null,331,null,null,5375,null,null,4639,null,null,2002,null,null,1528,null,null,74,null,null,964,null,null,594,null,null,721,null,null,92,null,null,193,null,null,3224,null,null,2987,null,null,1229,null,null,741,null,null,159,null,null,4072,null,null,2943,null,null,790,null,null,2553,null,null,406,null,null,16
6114586,21216,5086264,23203,730695,11132,288490,8516,9137,1377,4458488,22677,3718549,22492,575616,11030,158834,6361,5489,1039,470475,11055,399120,10318,50139,3435,19735,2086,1481,735,579460,11493,510764,11821,53937,3555,14603,2443,156,117,303986,10041,250116,9036,34655,3157,18737,2502,478,214,302177,8806,207715,7165,16348,2168,76581,4437,1533,584,21216,null,null,23203,null,null,11132,null,null,8516,null,null,1377,null,null,22677,null,null,22492,null,null,11030,null,null,6361,null,null,1039,null,null,11055,null,null,10318,null,null,3435,null,null,2086,null,null,735,null,null,11493,null,null,11821,null,null,3555,null,null,2443,null,null,117,null,null,10041,null,null,9036,null,null,3157,null,null,2502,null,null,214,null,null,8806,null,null,7165,null,null,2168,null,null,4437,null,null,584,null,null,17
3053791,16439,2592731,19369,321341,8706,135528,5826,4191,1042,2542184,19049,2174057,20371,280293,8507,85792,4121,2042,707,262822,10490,225753,9296,22811,2690,13781,2291,477,366,25311,2871,20862,2667,3722,1104,625,390,102,138,105417,5059,87850,5246,10981,1598,6062,1248,524,329,118057,5258,84209,4485,3534,796,29268,2906,1046,453,16439,null,null,19369,null,null,8706,null,null,5826,null,null,1042,null,null,19049,null,null,20371,null,null,8507,null,null,4121,null,null,707,null,null,10490,null,null,9296,null,null,2690,null,null,2291,null,null,366,null,null,2871,null,null,2667,null,null,1104,null,null,390,null,null,138,null,null,5059,null,null,5246,null,null,1598,null,null,1248,null,null,329,null,null,5258,null,null,4485,null,null,796,null,null,2906,null,null,453,null,null,18
1587150,9719,1277233,11378,205318,6772,101794,4011,2805,703,1287249,11533,1058313,11165,165804,5710,61610,3370,1522,540,130598,5778,106403,5657,17912,1948,5993,955,290,232,17137,2561,11596,1838,5054,1142,470,342,17,29,77333,3704,58404,3520,12634,1458,6126,932,169,153,74833,4404,42517,3651,3914,880,27595,2117,807,362,9719,null,null,11378,null,null,6772,null,null,4011,null,null,703,null,null,11533,null,null,11165,null,null,5710,null,null,3370,null,null,540,null,null,5778,null,null,5657,null,null,1948,null,null,955,null,null,232,null,null,2561,null,null,1838,null,null,1142,null,null,342,null,null,29,null,null,3704,null,null,3520,null,null,1458,null,null,932,null,null,153,null,null,4404,null,null,3651,null,null,880,null,null,2117,null,null,362,null,null,19
1440341,11251,1121638,13128,231579,7217,84565,4310,2559,605,1186886,13203,938373,13342,194603,7273,52376,3109,1534,479,126749,6180,101084,5276,18952,2166,6343,1317,370,247,7195,1369,5359,1107,1812,807,24,44,0,193,55873,4033,38838,3245,12647,1927,4266,1039,122,108,63638,3365,37984,2573,3565,827,21556,2351,533,267,11251,null,null,13128,null,null,7217,null,null,4310,null,null,605,null,null,13203,null,null,13342,null,null,7273,null,null,3109,null,null,479,null,null,6180,null,null,5276,null,null,2166,null,null,1317,null,null,247,null,null,1369,null,null,1107,null,null,807,null,null,44,null,null,193,null,null,4033,null,null,3245,null,null,1927,null,null,1039,null,null,108,null,null,3365,null,null,2573,null,null,827,null,null,2351,null,null,267,null,null,20
1939065,15278,1540547,14288,297184,8288,98652,4936,2682,790,1600391,13430,1284012,12413,253600,7468,61305,3257,1474,538,177275,7726,141786,6806,25362,2485,9742,1545,385,472,20248,2534,16997,2468,2793,900,449,310,9,17,69374,3981,51696,3388,11392,1743,6247,1346,39,72,71777,4785,46056,3418,4037,932,20909,2795,775,374,15278,null,null,14288,null,null,8288,null,null,4936,null,null,790,null,null,13430,null,null,12413,null,null,7468,null,null,3257,null,null,538,null,null,7726,null,null,6806,null,null,2485,null,null,1545,null,null,472,null,null,2534,null,null,2468,null,null,900,null,null,310,null,null,17,null,null,3981,null,null,3388,null,null,1743,null,null,1346,null,null,72,null,null,4785,null,null,3418,null,null,932,null,null,2795,null,null,374,null,null,21
2020072,15206,1599690,16126,306754,9206,110230,5535,3398,1022,1673184,16308,1330019,16322,267352,8518,73569,4815,2244,876,187321,8809,152123,7382,22966,2813,11450,1862,782,539,25890,2744,22359,2383,2796,954,735,450,0,193,71869,6111,55419,4939,10201,1976,6162,1418,87,144,61808,4412,39770,3529,3439,871,18314,2200,285,273,15206,null,null,16126,null,null,9206,null,null,5535,null,null,1022,null,null,16308,null,null,16322,null,null,8518,null,null,4815,null,null,876,null,null,8809,null,null,7382,null,null,2813,null,null,1862,null,null,539,null,null,2744,null,null,2383,null,null,954,null,null,450,null,null,193,null,null,6111,null,null,4939,null,null,1976,null,null,1418,null,null,144,null,null,4412,null,null,3529,null,null,871,null,null,2200,null,null,273,null,null,22
