B15002B_001E,B15002B_001M,B15002B_002E,B15002B_002M,B15002B_003E,B15002B_003M,B15002B_004E,B15002B_004M,B15002B_005E,B15002B_005M,B15002B_006E,B15002B_006M,B15002B_007E,B15002B_007M,B15002B_008E,B15002B_008M,B15002B_009E,B15002B_009M,B15002B_010E,B15002B_010M,B15002B_011E,B15002B_011M,B15002B_012E,B15002B_012M,B15002B_013E,B15002B_013M,B15002B_014E,B15002B_014M,B15002B_015E,B15002B_015M,B15002B_016E,B15002B_016M,B15002B_017E,B15002B_017M,B15002B_018E,B15002B_018M,B15002B_019E,B15002B_019M,B15002B_001M,B15002B_001EA,B15002B_001MA,B15002B_002M,B15002B_002EA,B15002B_002MA,B15002B_003M,B15002B_003EA,B15002B_003MA,B15002B_004M,B15002B_004EA,B15002B_004MA,B15002B_005M,B15002B_005EA,B15002B_005MA,B15002B_006M,B15002B_006EA,B15002B_006MA,B15002B_007M,B15002B_007EA,B15002B_007MA,B15002B_008M,B15002B_008EA,B15002B_008MA,B15002B_009M,B15002B_009EA,B15002B_009MA,B15002B_010M,B15002B_010EA,B15002B_010MA,B15002B_011M,B15002B_011EA,B15002B_011MA,B15002B_012M,B15002B_012EA,B15002B_012MA,B15002B_013M,B15002B_013EA,B15002B_013MA,B15002B_014M,B15002B_014EA,B15002B_014MA,B15002B_015M,B15002B_015EA,B15002B_015MA,B15002B_016M,B15002B_016EA,B15002B_016MA,B15002B_017M,B15002B_017EA,B15002B_017MA,B15002B_018M,B15002B_018EA,B15002B_018MA,B15002B_019M,B15002B_019EA,B15002B_019MA,state
45474,2522,24134,1864,1103,609,2186,690,6913,1015,2952,994,5695,1254,1425,686,2463,875,1397,868,21340,1715,440,530,1686,720,6411,1384,1428,624,5139,1275,1382,712,2840,915,2014,743,2522,null,null,1864,null,null,609,null,null,690,null,null,1015,null,null,994,null,null,1254,null,null,686,null,null,875,null,null,868,null,null,1715,null,null,530,null,null,720,null,null,1384,null,null,624,null,null,1275,null,null,712,null,null,915,null,null,743,null,null,54
208081,2659,98431,2215,4282,911,17490,1947,29353,2413,7196,1060,23158,2380,5329,1361,6637,1030,4986,1096,109650,1798,4031,1008,11637,1442,27444,2428,6043,1040,31205,2786,9549,1457,13729,1925,6012,1237,2659,null,null,2215,null,null,911,null,null,1947,null,null,2413,null,null,1060,null,null,2380,null,null,1361,null,null,1030,null,null,1096,null,null,1798,null,null,1008,null,null,1442,null,null,2428,null,null,1040,null,null,2786,null,null,1457,null,null,1925,null,null,1237,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
281447,9012,135278,5528,22598,2192,15839,2035,37928,3473,5314,1494,19884,2401,12410,1866,15794,2180,5511,1228,146169,5503,23001,2311,11287,1865,37163,3379,3879,983,18949,2535,17362,2203,26365,2498,8163,1703,9012,null,null,5528,null,null,2192,null,null,2035,null,null,3473,null,null,1494,null,null,2401,null,null,1866,null,null,2180,null,null,1228,null,null,5503,null,null,2311,null,null,1865,null,null,3379,null,null,983,null,null,2535,null,null,2203,null,null,2498,null,null,1703,null,null,72
825982,4136,369087,3609,18009,2180,60667,3873,118555,5521,19267,2618,81570,4731,22399,2564,32297,2805,16323,2063,456895,3288,18817,1917,51577,3653,121272,4760,15296,1946,108675,5786,44164,3056,60167,4082,36927,3378,4136,null,null,3609,null,null,2180,null,null,3873,null,null,5521,null,null,2618,null,null,4731,null,null,2564,null,null,2805,null,null,2063,null,null,3288,null,null,1917,null,null,3653,null,null,4760,null,null,1946,null,null,5786,null,null,3056,null,null,4082,null,null,3378,null,null,01
14926,1333,8441,891,97,155,457,298,2483,837,280,346,3384,1112,1145,611,334,288,261,213,6485,894,360,296,117,162,1662,825,484,464,1512,638,1123,556,568,346,659,487,1333,null,null,891,null,null,155,null,null,298,null,null,837,null,null,346,null,null,1112,null,null,611,null,null,288,null,null,213,null,null,894,null,null,296,null,null,162,null,null,825,null,null,464,null,null,638,null,null,556,null,null,346,null,null,487,null,null,02
182951,3234,94082,2365,2044,806,8895,1529,19539,2294,3902,912,29245,2514,8270,1537,13304,2072,8883,1622,88869,1675,2968,966,5645,1130,15015,2048,2497,792,30156,2717,11449,1970,12161,1747,8978,1639,3234,null,null,2365,null,null,806,null,null,1529,null,null,2294,null,null,912,null,null,2514,null,null,1537,null,null,2072,null,null,1622,null,null,1675,null,null,966,null,null,1130,null,null,2048,null,null,792,null,null,2717,null,null,1970,null,null,1747,null,null,1639,null,null,04
281785,3621,127990,2565,6731,1445,18275,2271,43345,3087,10483,2035,28269,2957,5949,1289,10669,1649,4269,1153,153795,2031,6555,1461,17743,2066,40225,2887,5757,1330,41994,2595,11367,1829,18840,2402,11314,1856,3621,null,null,2565,null,null,1445,null,null,2271,null,null,3087,null,null,2035,null,null,2957,null,null,1289,null,null,1649,null,null,1153,null,null,2031,null,null,1461,null,null,2066,null,null,2887,null,null,1330,null,null,2595,null,null,1829,null,null,2402,null,null,1856,null,null,05
1523493,8319,741872,5541,16468,2079,68944,4367,161217,6534,27174,3017,224588,7150,69386,4377,117884,5696,56211,4349,781621,5674,18664,2300,60176,4151,157340,6634,17597,2260,249940,7898,81468,5219,118730,5335,77706,5172,8319,null,null,5541,null,null,2079,null,null,4367,null,null,6534,null,null,3017,null,null,7150,null,null,4377,null,null,5696,null,null,4349,null,null,5674,null,null,2300,null,null,4151,null,null,6634,null,null,2260,null,null,7898,null,null,5219,null,null,5335,null,null,5172,null,null,06
145505,3609,78295,2839,2390,995,4954,1355,16145,2030,6308,1183,19272,2325,10181,2087,12926,2063,6119,1195,67210,1936,3739,1100,4695,1443,15347,2383,1538,562,17145,1979,8046,1524,10250,1693,6450,1237,3609,null,null,2839,null,null,995,null,null,1355,null,null,2030,null,null,1183,null,null,2325,null,null,2087,null,null,2063,null,null,1195,null,null,1936,null,null,1100,null,null,1443,null,null,2383,null,null,562,null,null,1979,null,null,1524,null,null,1693,null,null,1237,null,null,08
241134,4209,110060,2473,5404,1341,12015,1469,34904,3224,7510,1373,23272,2971,7192,1765,12834,1882,6929,1296,131074,2460,5170,1305,10762,1673,38974,3438,5098,1264,31060,2847,12696,1929,17180,2202,10134,1651,4209,null,null,2473,null,null,1341,null,null,1469,null,null,3224,null,null,1373,null,null,2971,null,null,1765,null,null,1882,null,null,1296,null,null,2460,null,null,1305,null,null,1673,null,null,3438,null,null,1264,null,null,2847,null,null,1929,null,null,2202,null,null,1651,null,null,09
132020,1929,60088,1152,2267,615,6847,1444,22538,2448,2620,976,10709,1415,3349,999,7150,1407,4608,1233,71932,1471,1704,675,5774,1137,22287,2373,3389,1078,17715,2075,5315,1220,10385,1913,5363,1106,1929,null,null,1152,null,null,615,null,null,1444,null,null,2448,null,null,976,null,null,1415,null,null,999,null,null,1407,null,null,1233,null,null,1471,null,null,675,null,null,1137,null,null,2373,null,null,1078,null,null,2075,null,null,1220,null,null,1913,null,null,1106,null,null,10
217411,1640,95216,1073,3745,947,9128,1595,28607,2802,6457,1408,19290,2260,3964,1028,14098,1921,9927,1598,122195,999,4229,1089,12489,1826,34957,2581,3639,983,29169,2923,6049,1204,16613,1859,15050,1915,1640,null,null,1073,null,null,947,null,null,1595,null,null,2802,null,null,1408,null,null,2260,null,null,1028,null,null,1921,null,null,1598,null,null,999,null,null,1089,null,null,1826,null,null,2581,null,null,983,null,null,2923,null,null,1204,null,null,1859,null,null,1915,null,null,11
