B07003_001E,B07003_001M,B07003_002E,B07003_002M,B07003_003E,B07003_003M,B07003_004E,B07003_004M,B07003_005E,B07003_005M,B07003_006E,B07003_006M,B07003_007E,B07003_007M,B07003_008E,B07003_008M,B07003_009E,B07003_009M,B07003_010E,B07003_010M,B07003_011E,B07003_011M,B07003_012E,B07003_012M,B07003_013E,B07003_013M,B07003_014E,B07003_014M,B07003_015E,B07003_015M,B07003_016E,B07003_016M,B07003_017E,B07003_017M,B07003_018E,B07003_018M,B07003_001M,B07003_001EA,B07003_001MA,B07003_002M,B07003_002EA,B07003_002MA,B07003_003M,B07003_003EA,B07003_003MA,B07003_004M,B07003_004EA,B07003_004MA,B07003_005M,B07003_005EA,B07003_005MA,B07003_006M,B07003_006EA,B07003_006MA,B07003_007M,B07003_007EA,B07003_007MA,B07003_008M,B07003_008EA,B07003_008MA,B07003_009M,B07003_009EA,B07003_009MA,B07003_010M,B07003_010EA,B07003_010MA,B07003_011M,B07003_011EA,B07003_011MA,B07003_012M,B07003_012EA,B07003_012MA,B07003_013M,B07003_013EA,B07003_013MA,B07003_014M,B07003_014EA,B07003_014MA,B07003_015M,B07003_015EA,B07003_015MA,B07003_016M,B07003_016EA,B07003_016MA,B07003_017M,B07003_017EA,B07003_017MA,B07003_018M,B07003_018EA,B07003_018MA,state
20401575,7828,9961462,7962,10440113,8692,17176492,49542,8351601,28899,8824891,28402,1773135,38274,863668,22711,909467,21996,614092,20470,327288,11104,286804,12777,605018,21606,300752,11079,304266,14302,232838,15743,118153,9130,114685,9334,7828,null,null,7962,null,null,8692,null,null,49542,null,null,28899,null,null,28402,null,null,38274,null,null,22711,null,null,21996,null,null,20470,null,null,11104,null,null,12777,null,null,21606,null,null,11079,null,null,14302,null,null,15743,null,null,9130,null,null,9334,null,null,12
10179860,6234,4952570,8606,5227290,8731,8514847,32855,4115765,17128,4399082,22178,792954,23003,392668,12249,400286,13981,497678,20562,252651,9425,245027,13956,305040,15456,155985,8057,149055,9381,69341,8196,35501,4639,33840,4757,6234,null,null,8606,null,null,8731,null,null,32855,null,null,17128,null,null,22178,null,null,23003,null,null,12249,null,null,13981,null,null,20562,null,null,9425,null,null,13956,null,null,15456,null,null,8057,null,null,9381,null,null,8196,null,null,4639,null,null,4757,null,null,13
1410258,1894,708347,2301,701911,2008,1217704,11310,609142,7208,608562,5848,109709,10770,57940,6206,51769,5961,8185,1712,4296,1038,3889,1070,57229,6791,28760,3908,28469,3593,17431,3746,8209,1910,9222,2221,1894,null,null,2301,null,null,2008,null,null,11310,null,null,7208,null,null,5848,null,null,10770,null,null,6206,null,null,5961,null,null,1712,null,null,1038,null,null,1070,null,null,6791,null,null,3908,null,null,3593,null,null,3746,null,null,1910,null,null,2221,null,null,15
1663756,2007,831297,2842,832459,3158,1369449,15368,681842,8705,687607,9313,156143,11559,76369,6634,79774,6360,58079,6087,30905,3628,27174,3759,71556,7065,36333,4036,35223,3810,8529,2249,5848,1883,2681,836,2007,null,null,2842,null,null,3158,null,null,15368,null,null,8705,null,null,9313,null,null,11559,null,null,6634,null,null,6360,null,null,6087,null,null,3628,null,null,3759,null,null,7065,null,null,4036,null,null,3810,null,null,2249,null,null,1883,null,null,836,null,null,16
12654142,5822,6215397,6568,6438745,6111,10996695,35598,5380032,20909,5616663,19982,1054837,27544,524014,13785,530823,16441,333011,14338,175268,8966,157743,7748,203713,9123,101994,6356,101719,5432,65886,5219,34089,3623,31797,2838,5822,null,null,6568,null,null,6111,null,null,35598,null,null,20909,null,null,19982,null,null,27544,null,null,13785,null,null,16441,null,null,14338,null,null,8966,null,null,7748,null,null,9123,null,null,6356,null,null,5432,null,null,5219,null,null,3623,null,null,2838,null,null,17
6554084,4241,3226420,6298,3327664,5530,5580090,26152,2739163,15392,2840927,15153,556696,21456,270777,12523,285919,12295,244729,11693,126718,6717,118011,6822,145782,9568,75125,4992,70657,5898,26787,3487,14637,1944,12150,2330,4241,null,null,6298,null,null,5530,null,null,26152,null,null,15392,null,null,15153,null,null,21456,null,null,12523,null,null,12295,null,null,11693,null,null,6717,null,null,6822,null,null,9568,null,null,4992,null,null,5898,null,null,3487,null,null,1944,null,null,2330,null,null,18
3097283,2760,1535843,3713,1561440,3144,2622577,14595,1296936,8207,1325641,8773,270269,12047,136171,7196,134098,6270,113251,6681,55671,4019,57580,4160,78263,5607,40119,2886,38144,3662,12923,1927,6946,1274,5977,1176,2760,null,null,3713,null,null,3144,null,null,14595,null,null,8207,null,null,8773,null,null,12047,null,null,7196,null,null,6270,null,null,6681,null,null,4019,null,null,4160,null,null,5607,null,null,2886,null,null,3662,null,null,1927,null,null,1274,null,null,1176,null,null,19
2870529,2533,1429364,4566,1441165,4100,2394351,14952,1190396,9877,1203955,8652,269550,12338,130362,7189,139188,7122,100421,6322,54196,4519,46225,3500,88830,6459,44865,3724,43965,3788,17377,3891,9545,2291,7832,2192,2533,null,null,4566,null,null,4100,null,null,14952,null,null,9877,null,null,8652,null,null,12338,null,null,7189,null,null,7122,null,null,6322,null,null,4519,null,null,3500,null,null,6459,null,null,3724,null,null,3788,null,null,3891,null,null,2291,null,null,2192,null,null,20
4385213,2955,2154430,5185,2230783,4873,3698797,19715,1809047,10428,1889750,13537,389651,17961,191448,9404,198203,11130,164067,8418,84999,5331,79068,5077,113238,7668,58487,4567,54751,4473,19460,3797,10449,1984,9011,2570,2955,null,null,5185,null,null,4873,null,null,19715,null,null,10428,null,null,13537,null,null,17961,null,null,9404,null,null,11130,null,null,8418,null,null,5331,null,null,5077,null,null,7668,null,null,4567,null,null,4473,null,null,3797,null,null,1984,null,null,2570,null,null,21
4622042,3291,2262399,5079,2359643,5185,3994321,24494,1943290,14322,2051031,14168,376645,19871,183572,10621,193073,11282,149735,9588,83662,6606,66073,5398,85371,7322,41644,4518,43727,4237,15970,2946,10231,2437,5739,1508,3291,null,null,5079,null,null,5185,null,null,24494,null,null,14322,null,null,14168,null,null,19871,null,null,10621,null,null,11282,null,null,9588,null,null,6606,null,null,5398,null,null,7322,null,null,4518,null,null,4237,null,null,2946,null,null,2437,null,null,1508,null,null,22
1319292,1668,644590,2302,674702,2146,1146220,8252,561535,5256,584685,5851,93532,5726,44126,3131,49406,3885,36360,4036,16816,2097,19544,2627,38590,4947,20075,2714,18515,3203,4590,1692,2038,862,2552,1151,1668,null,null,2302,null,null,2146,null,null,8252,null,null,5256,null,null,5851,null,null,5726,null,null,3131,null,null,3885,null,null,4036,null,null,2097,null,null,2627,null,null,4947,null,null,2714,null,null,3203,null,null,1692,null,null,862,null,null,1151,null,null,23
5949566,4278,2880863,4186,3068703,4464,5140378,24631,2489541,12443,2650837,15157,434640,20220,207800,10228,226840,12126,171783,9937,86125,5140,85658,6468,158647,9687,78307,5203,80340,6488,44118,5584,19090,2691,25028,3670,4278,null,null,4186,null,null,4464,null,null,24631,null,null,12443,null,null,15157,null,null,20220,null,null,10228,null,null,12126,null,null,9937,null,null,5140,null,null,6468,null,null,9687,null,null,5203,null,null,6488,null,null,5584,null,null,2691,null,null,3670,null,null,24
6745441,3674,3273056,3945,3472385,4010,5866016,20917,2834458,12321,3031558,13032,481509,15060,241337,9560,240172,9157,175513,8780,84976,5369,90537,5477,149408,9363,76820,5800,72588,4826,72995,6553,35465,3855,37530,4272,3674,null,null,3945,null,null,4010,null,null,20917,null,null,12321,null,null,13032,null,null,15060,null,null,9560,null,null,9157,null,null,8780,null,null,5369,null,null,5477,null,null,9363,null,null,5800,null,null,4826,null,null,6553,null,null,3855,null,null,4272,null,null,25
9813772,4749,4825563,4995,4988209,4335,8362412,27022,4101401,14953,4261011,15959,865726,23819,424563,13584,441163,13327,374907,12648,194959,7702,179948,6893,155874,9738,78160,5544,77714,5699,54853,5486,26480,3037,28373,3234,4749,null,null,4995,null,null,4335,null,null,27022,null,null,14953,null,null,15959,null,null,23819,null,null,13584,null,null,13327,null,null,12648,null,null,7702,null,null,6893,null,null,9738,null,null,5544,null,null,5699,null,null,5486,null,null,3037,null,null,3234,null,null,26
5455904,2872,2713280,3776,2742624,3580,4669227,18130,2316268,9936,2352959,11499,389889,13616,193964,6651,195925,8695,255275,9185,133934,5710,121341,5531,111307,7183,53567,3775,57740,4811,30206,4357,15547,2461,14659,2612,2872,null,null,3776,null,null,3580,null,null,18130,null,null,9936,null,null,11499,null,null,13616,null,null,6651,null,null,8695,null,null,9185,null,null,5710,null,null,5531,null,null,7183,null,null,3775,null,null,4811,null,null,4357,null,null,2461,null,null,2612,null,null,27
2951081,3274,1422835,5683,1528246,5919,2556013,17776,1222438,10955,1333575,11929,225078,14208,109191,7273,115887,9039,99499,6802,53316,4317,46183,3984,64639,6777,35050,3729,29589,4110,5852,1388,2840,829,3012,947,3274,null,null,5683,null,null,5919,null,null,17776,null,null,10955,null,null,11929,null,null,14208,null,null,7273,null,null,9039,null,null,6802,null,null,4317,null,null,3984,null,null,6777,null,null,3729,null,null,4110,null,null,1388,null,null,829,null,null,947,null,null,28
