C27016_001E,C27016_001M,C27016_002E,C27016_002M,C27016_003E,C27016_003M,C27016_004E,C27016_004M,C27016_005E,C27016_005M,C27016_006E,C27016_006M,C27016_007E,C27016_007M,C27016_008E,C27016_008M,C27016_009E,C27016_009M,C27016_010E,C27016_010M,C27016_011E,C27016_011M,C27016_012E,C27016_012M,C27016_013E,C27016_013M,C27016_014E,C27016_014M,C27016_015E,C27016_015M,C27016_016E,C27016_016M,C27016_017E,C27016_017M,C27016_018E,C27016_018M,C27016_019E,C27016_019M,C27016_020E,C27016_020M,C27016_021E,C27016_021M,C27016_022E,C27016_022M,C27016_023E,C27016_023M,C27016_024E,C27016_024M,C27016_025E,C27016_025M,C27016_026E,C27016_026M,C27016_027E,C27016_027M,C27016_028E,C27016_028M,C27016_029E,C27016_029M,C27016_030E,C27016_030M,C27016_031E,C27016_031M,C27016_032E,C27016_032M,C27016_033E,C27016_033M,C27016_034E,C27016_034M,C27016_035E,C27016_035M,C27016_036E,C27016_036M,C27016_037E,C27016_037M,C27016_038E,C27016_038M,C27016_039E,C27016_039M,C27016_040E,C27016_040M,C27016_041E,C27016_041M,C27016_001M,C27016_001EA,C27016_001MA,C27016_002M,C27016_002EA,C27016_002MA,C27016_003M,C27016_003EA,C27016_003MA,C27016_004M,C27016_004EA,C27016_004MA,C27016_005M,C27016_005EA,C27016_005MA,C27016_006M,C27016_006EA,C27016_006MA,C27016_007M,C27016_007EA,C27016_007MA,C27016_008M,C27016_008EA,C27016_008MA,C27016_009M,C27016_009EA,C27016_009MA,C27016_010M,C27016_010EA,C27016_010MA,C27016_011M,C27016_011EA,C27016_011MA,C27016_012M,C27016_012EA,C27016_012MA,C27016_013M,C27016_013EA,C27016_013MA,C27016_014M,C27016_014EA,C27016_014MA,C27016_015M,C27016_015EA,C27016_015MA,C27016_016M,C27016_016EA,C27016_016MA,C27016_017M,C27016_017EA,C27016_017MA,C27016_018M,C27016_018EA,C27016_018MA,C27016_019M,C27016_019EA,C27016_019MA,C27016_020M,C27016_020EA,C27016_020MA,C27016_021M,C27016_021EA,C27016_021MA,C27016_022M,C27016_022EA,C27016_022MA,C27016_023M,C27016_023EA,C27016_023MA,C27016_024M,C27016_024EA,C27016_024MA,C27016_025M,C27016_025EA,C27016_025MA,C27016_026M,C27016_026EA,C27016_026MA,C27016_027M,C27016_027EA,C27016_027MA,C27016_028M,C27016_028EA,C27016_028MA,C27016_029M,C27016_029EA,C27016_029MA,C27016_030M,C27016_030EA,C27016_030MA,C27016_031M,C27016_031EA,C27016_031MA,C27016_032M,C27016_032EA,C27016_032MA,C27016_033M,C27016_033EA,C27016_033MA,C27016_034M,C27016_034EA,C27016_034MA,C27016_035M,C27016_035EA,C27016_035MA,C27016_036M,C27016_036EA,C27016_036MA,C27016_037M,C27016_037EA,C27016_037MA,C27016_038M,C27016_038EA,C27016_038MA,C27016_039M,C27016_039EA,C27016_039MA,C27016_040M,C27016_040EA,C27016_040MA,C27016_041M,C27016_041EA,C27016_041MA,state
1294414,1410,245480,11664,61580,5561,58909,5470,2671,1029,142790,7204,114767,5859,28023,3129,41110,3018,41048,3018,62,76,147061,9314,31981,3617,29502,3073,2479,1704,79952,5729,63232,4631,16720,3023,35128,2983,35069,2980,59,99,411445,12950,81483,5023,78034,5090,3449,1307,245586,8416,214546,8061,31040,3571,84376,4177,84294,4169,82,80,490428,12523,73402,4950,70908,4924,2494,1043,328157,8986,310486,8715,17671,2668,88869,4171,88831,4183,38,66,1410,null,null,11664,null,null,5561,null,null,5470,null,null,1029,null,null,7204,null,null,5859,null,null,3129,null,null,3018,null,null,3018,null,null,76,null,null,9314,null,null,3617,null,null,3073,null,null,1704,null,null,5729,null,null,4631,null,null,3023,null,null,2983,null,null,2980,null,null,99,null,null,12950,null,null,5023,null,null,5090,null,null,1307,null,null,8416,null,null,8061,null,null,3571,null,null,4177,null,null,4169,null,null,80,null,null,12523,null,null,4950,null,null,4924,null,null,1043,null,null,8986,null,null,8715,null,null,2668,null,null,4171,null,null,4183,null,null,66,null,null,23
5854693,4187,820037,17945,246247,10083,233182,9658,13065,3500,463088,10710,382090,11252,80998,5676,110702,3954,108813,3927,1889,727,466595,26480,136175,10851,131164,10088,5011,2092,257757,15538,205847,13323,51910,5963,72663,4862,71775,4676,888,557,1497947,33350,365989,14731,350356,14297,15633,3983,906387,19830,795724,18265,110663,7891,225571,6205,223465,6093,2106,767,3070114,35369,577893,14290,567723,13928,10170,2263,2048976,21065,1983274,19953,65702,5252,443245,6818,440153,6846,3092,1036,4187,null,null,17945,null,null,10083,null,null,9658,null,null,3500,null,null,10710,null,null,11252,null,null,5676,null,null,3954,null,null,3927,null,null,727,null,null,26480,null,null,10851,null,null,10088,null,null,2092,null,null,15538,null,null,13323,null,null,5963,null,null,4862,null,null,4676,null,null,557,null,null,33350,null,null,14731,null,null,14297,null,null,3983,null,null,19830,null,null,18265,null,null,7891,null,null,6205,null,null,6093,null,null,767,null,null,35369,null,null,14290,null,null,13928,null,null,2263,null,null,21065,null,null,19953,null,null,5252,null,null,6818,null,null,6846,null,null,1036,null,null,24
6569183,2993,974914,23273,254144,10193,250913,10241,3231,1351,569987,14803,535437,14806,34550,4677,150783,4957,149596,4955,1187,613,491207,18764,114105,8256,111738,8139,2367,1465,271193,11969,251024,10855,20169,3665,105909,5053,105679,5014,230,230,1609659,30280,330352,11988,328435,11987,1917,594,975761,18700,921598,17595,54163,5064,303546,7733,302689,7712,857,431,3493403,30792,658679,10684,654065,10627,4614,1433,2358891,21833,2316168,22338,42723,4551,475833,7765,474618,7659,1215,570,2993,null,null,23273,null,null,10193,null,null,10241,null,null,1351,null,null,14803,null,null,14806,null,null,4677,null,null,4957,null,null,4955,null,null,613,null,null,18764,null,null,8256,null,null,8139,null,null,1465,null,null,11969,null,null,10855,null,null,3665,null,null,5053,null,null,5014,null,null,230,null,null,30280,null,null,11988,null,null,11987,null,null,594,null,null,18700,null,null,17595,null,null,5064,null,null,7733,null,null,7712,null,null,431,null,null,30792,null,null,10684,null,null,10627,null,null,1433,null,null,21833,null,null,22338,null,null,4551,null,null,7765,null,null,7659,null,null,570,null,null,25
9698645,3970,2101424,29441,627513,15891,601555,15556,25958,3719,1243764,18032,1077286,16726,166478,6836,230147,6739,228353,6750,1794,729,1055129,22529,273324,10913,262661,10532,10663,2049,596028,14362,513314,13298,82714,5145,185777,6455,185040,6495,737,372,3005221,33702,646545,15001,628446,14387,18099,2587,1778807,23373,1634870,22207,143937,6440,579869,9487,578839,9506,1030,400,3536871,32346,602774,13882,595614,13867,7160,1281,2358974,22457,2296656,21621,62318,4702,575123,9806,574581,9823,542,334,3970,null,null,29441,null,null,15891,null,null,15556,null,null,3719,null,null,18032,null,null,16726,null,null,6836,null,null,6739,null,null,6750,null,null,729,null,null,22529,null,null,10913,null,null,10532,null,null,2049,null,null,14362,null,null,13298,null,null,5145,null,null,6455,null,null,6495,null,null,372,null,null,33702,null,null,15001,null,null,14387,null,null,2587,null,null,23373,null,null,22207,null,null,6440,null,null,9487,null,null,9506,null,null,400,null,null,32346,null,null,13882,null,null,13867,null,null,1281,null,null,22457,null,null,21621,null,null,4702,null,null,9806,null,null,9823,null,null,334,null,null,26
5394003,2520,831753,19703,252260,10193,235660,9877,16600,3317,468492,11777,413743,11479,54749,3794,111001,4177,110411,4148,590,429,476198,16953,136327,7213,130947,7308,5380,1548,250216,10532,223209,9624,27007,2793,89655,4017,89545,4016,110,135,1603161,23752,388414,9282,376297,8929,12117,2166,940257,16443,875111,15574,65146,5002,274490,5999,273934,5989,556,347,2482891,22241,489717,9478,481693,9361,8024,1812,1667869,16047,1635505,15839,32364,2957,325305,6408,325140,6403,165,124,2520,null,null,19703,null,null,10193,null,null,9877,null,null,3317,null,null,11777,null,null,11479,null,null,3794,null,null,4177,null,null,4148,null,null,429,null,null,16953,null,null,7213,null,null,7308,null,null,1548,null,null,10532,null,null,9624,null,null,2793,null,null,4017,null,null,4016,null,null,135,null,null,23752,null,null,9282,null,null,8929,null,null,2166,null,null,16443,null,null,15574,null,null,5002,null,null,5999,null,null,5989,null,null,347,null,null,22241,null,null,9478,null,null,9361,null,null,1812,null,null,16047,null,null,15839,null,null,2957,null,null,6408,null,null,6403,null,null,124,null,null,27
2885130,2402,856885,22782,280847,11488,266193,10844,14654,2918,475117,13824,318599,11561,156518,8692,100921,4587,100185,4607,736,360,373819,18942,98401,8381,92814,8142,5587,1876,208195,11262,157220,8921,50975,5661,67223,4825,67054,4820,169,209,891098,24905,204360,10102,195623,10113,8737,2264,542535,16388,467584,15293,74951,5695,144203,5714,143835,5658,368,362,763328,20724,127987,7932,125062,7860,2925,1348,511188,13492,485318,13500,25870,3454,124153,5659,124014,5680,139,231,2402,null,null,22782,null,null,11488,null,null,10844,null,null,2918,null,null,13824,null,null,11561,null,null,8692,null,null,4587,null,null,4607,null,null,360,null,null,18942,null,null,8381,null,null,8142,null,null,1876,null,null,11262,null,null,8921,null,null,5661,null,null,4825,null,null,4820,null,null,209,null,null,24905,null,null,10102,null,null,10113,null,null,2264,null,null,16388,null,null,15293,null,null,5695,null,null,5714,null,null,5658,null,null,362,null,null,20724,null,null,7932,null,null,7860,null,null,1348,null,null,13492,null,null,13500,null,null,3454,null,null,5659,null,null,5680,null,null,231,null,null,28
5900028,3895,1233907,28625,382541,14544,354640,13241,27901,4147,703696,16000,504403,13220,199293,7093,147670,5236,145780,5109,1890,678,701433,21515,193966,10762,185091,10418,8875,1829,387543,13765,303263,11033,84280,5587,119924,5240,119485,5204,439,266,1917298,33023,432379,14878,416088,14749,16291,2358,1149422,20065,1021085,19343,128337,6999,335497,7879,335061,7891,436,299,2047390,27875,352966,11713,345097,11709,7869,2134,1359961,17078,1306682,17453,53279,4947,334463,7736,334105,7728,358,308,3895,null,null,28625,null,null,14544,null,null,13241,null,null,4147,null,null,16000,null,null,13220,null,null,7093,null,null,5236,null,null,5109,null,null,678,null,null,21515,null,null,10762,null,null,10418,null,null,1829,null,null,13765,null,null,11033,null,null,5587,null,null,5240,null,null,5204,null,null,266,null,null,33023,null,null,14878,null,null,14749,null,null,2358,null,null,20065,null,null,19343,null,null,6999,null,null,7879,null,null,7891,null,null,299,null,null,27875,null,null,11713,null,null,11709,null,null,2134,null,null,17078,null,null,17453,null,null,4947,null,null,7736,null,null,7728,null,null,308,null,null,29
1015703,1338,218023,9867,57407,5175,53329,5096,4078,1140,128602,6301,102185,5926,26417,3034,32014,2217,31796,2189,218,177,123051,8281,31920,4304,30510,4227,1410,651,67854,4717,55154,4530,12700,1940,23277,2156,23218,2147,59,94,327242,11490,77208,4871,73560,4873,3648,1182,189011,7386,167152,7187,21859,3112,61023,2952,60954,2950,69,74,347387,10809,57625,4154,56304,4072,1321,668,226630,7329,215423,7017,11207,1795,63132,3145,63116,3144,16,28,1338,null,null,9867,null,null,5175,null,null,5096,null,null,1140,null,null,6301,null,null,5926,null,null,3034,null,null,2217,null,null,2189,null,null,177,null,null,8281,null,null,4304,null,null,4227,null,null,651,null,null,4717,null,null,4530,null,null,1940,null,null,2156,null,null,2147,null,null,94,null,null,11490,null,null,4871,null,null,4873,null,null,1182,null,null,7386,null,null,7187,null,null,3112,null,null,2952,null,null,2950,null,null,74,null,null,10809,null,null,4154,null,null,4072,null,null,668,null,null,7329,null,null,7017,null,null,1795,null,null,3145,null,null,3144,null,null,28,null,null,30
1845666,2180,327718,10995,104870,6503,95100,6073,9770,2156,181630,6653,124983,5238,56647,4668,41218,2480,40836,2427,382,230,202910,10527,62139,5982,57053,5475,5086,1596,107879,5559,82564,4563,25315,3195,32892,2244,32833,2250,59,73,614106,12421,160539,6089,153875,5790,6664,1595,362533,8300,322794,8183,39739,4289,91034,3680,90789,3705,245,241,700932,13236,136315,5888,134321,5903,1994,747,456587,8937,442935,8912,13652,2037,108030,3614,107619,3643,411,385,2180,null,null,10995,null,null,6503,null,null,6073,null,null,2156,null,null,6653,null,null,5238,null,null,4668,null,null,2480,null,null,2427,null,null,230,null,null,10527,null,null,5982,null,null,5475,null,null,1596,null,null,5559,null,null,4563,null,null,3195,null,null,2244,null,null,2250,null,null,73,null,null,12421,null,null,6089,null,null,5790,null,null,1595,null,null,8300,null,null,8183,null,null,4289,null,null,3680,null,null,3705,null,null,241,null,null,13236,null,null,5888,null,null,5903,null,null,747,null,null,8937,null,null,8912,null,null,2037,null,null,3614,null,null,3643,null,null,385,null,null,31
2891212,3438,621331,20585,201960,9244,183630,9020,18330,3243,349357,12801,252667,10984,96690,7501,70014,3967,66818,3998,3196,1197,368165,18811,106208,8440,95927,8468,10281,2801,209760,11245,156687,9334,53073,5442,52197,3965,51368,3799,829,584,951055,23433,213776,9870,200005,9032,13771,2848,590260,13911,499630,12707,90630,7148,147019,6681,145302,6490,1717,1053,950661,22243,143220,6758,140024,6815,3196,1203,639152,16288,601661,14892,37491,4825,168289,6043,167356,5932,933,427,3438,null,null,20585,null,null,9244,null,null,9020,null,null,3243,null,null,12801,null,null,10984,null,null,7501,null,null,3967,null,null,3998,null,null,1197,null,null,18811,null,null,8440,null,null,8468,null,null,2801,null,null,11245,null,null,9334,null,null,5442,null,null,3965,null,null,3799,null,null,584,null,null,23433,null,null,9870,null,null,9032,null,null,2848,null,null,13911,null,null,12707,null,null,7148,null,null,6681,null,null,6490,null,null,1053,null,null,22243,null,null,6758,null,null,6815,null,null,1203,null,null,16288,null,null,14892,null,null,4825,null,null,6043,null,null,5932,null,null,427,null,null,32
