C17024_001E,C17024_001M,C17024_002E,C17024_002M,C17024_003E,C17024_003M,C17024_004E,C17024_004M,C17024_005E,C17024_005M,C17024_006E,C17024_006M,C17024_007E,C17024_007M,C17024_008E,C17024_008M,C17024_009E,C17024_009M,C17024_010E,C17024_010M,C17024_011E,C17024_011M,C17024_012E,C17024_012M,C17024_013E,C17024_013M,C17024_014E,C17024_014M,C17024_015E,C17024_015M,C17024_016E,C17024_016M,C17024_017E,C17024_017M,C17024_018E,C17024_018M,C17024_019E,C17024_019M,C17024_020E,C17024_020M,C17024_021E,C17024_021M,C17024_022E,C17024_022M,C17024_023E,C17024_023M,C17024_024E,C17024_024M,C17024_025E,C17024_025M,C17024_026E,C17024_026M,C17024_027E,C17024_027M,C17024_028E,C17024_028M,C17024_001M,C17024_001EA,C17024_001MA,C17024_002M,C17024_002EA,C17024_002MA,C17024_003M,C17024_003EA,C17024_003MA,C17024_004M,C17024_004EA,C17024_004MA,C17024_005M,C17024_005EA,C17024_005MA,C17024_006M,C17024_006EA,C17024_006MA,C17024_007M,C17024_007EA,C17024_007MA,C17024_008M,C17024_008EA,C17024_008MA,C17024_009M,C17024_009EA,C17024_009MA,C17024_010M,C17024_010EA,C17024_010MA,C17024_011M,C17024_011EA,C17024_011MA,C17024_012M,C17024_012EA,C17024_012MA,C17024_013M,C17024_013EA,C17024_013MA,C17024_014M,C17024_014EA,C17024_014MA,C17024_015M,C17024_015EA,C17024_015MA,C17024_016M,C17024_016EA,C17024_016MA,C17024_017M,C17024_017EA,C17024_017MA,C17024_018M,C17024_018EA,C17024_018MA,C17024_019M,C17024_019EA,C17024_019MA,C17024_020M,C17024_020EA,C17024_020MA,C17024_021M,C17024_021EA,C17024_021MA,C17024_022M,C17024_022EA,C17024_022MA,C17024_023M,C17024_023EA,C17024_023MA,C17024_024M,C17024_024EA,C17024_024MA,C17024_025M,C17024_025EA,C17024_025MA,C17024_026M,C17024_026EA,C17024_026MA,C17024_027M,C17024_027EA,C17024_027MA,C17024_028M,C17024_028EA,C17024_028MA,state
1295971,1363,248446,1750,16408,2437,26345,3946,12393,2378,38415,3900,44039,4229,37444,3763,28585,3021,44817,3761,798042,1470,35838,3415,60536,4052,30051,5189,96448,6578,123889,6364,122556,6149,107259,7173,221465,8237,249483,1212,6702,1451,15920,1928,12073,1856,41543,3365,47671,3605,36705,2988,29222,2865,59647,3359,1363,null,null,1750,null,null,2437,null,null,3946,null,null,2378,null,null,3900,null,null,4229,null,null,3763,null,null,3021,null,null,3761,null,null,1470,null,null,3415,null,null,4052,null,null,5189,null,null,6578,null,null,6364,null,null,6149,null,null,7173,null,null,8237,null,null,1212,null,null,1451,null,null,1928,null,null,1856,null,null,3365,null,null,3605,null,null,2988,null,null,2865,null,null,3359,null,null,23
5875026,3123,1326304,3504,78267,7706,90544,7576,50651,5221,162960,11625,199646,12117,166343,8374,145773,7713,432120,12259,3696541,2206,164910,7274,164132,7860,89148,6057,305255,16463,458304,15021,454910,16122,436824,13159,1623058,17404,852181,1751,28777,2680,41085,3157,25280,2485,88223,5587,115794,4757,109777,4963,90835,5093,352410,6825,3123,null,null,3504,null,null,7706,null,null,7576,null,null,5221,null,null,11625,null,null,12117,null,null,8374,null,null,7713,null,null,12259,null,null,2206,null,null,7274,null,null,7860,null,null,6057,null,null,16463,null,null,15021,null,null,16122,null,null,13159,null,null,17404,null,null,1751,null,null,2680,null,null,3157,null,null,2485,null,null,5587,null,null,4757,null,null,4963,null,null,5093,null,null,6825,null,null,24
6574249,2698,1357280,2946,89069,6799,95674,6972,45022,5529,138484,9389,169841,9453,160511,8902,150060,7913,508619,12922,4180898,2436,207356,9409,206485,8989,107999,7766,319760,13170,491077,15074,486221,13912,489299,13427,1872701,23447,1036071,1969,28359,2573,59654,3635,38217,2984,130462,5786,171734,6923,131812,5159,104907,5141,370926,7017,2698,null,null,2946,null,null,6799,null,null,6972,null,null,5529,null,null,9389,null,null,9453,null,null,8902,null,null,7913,null,null,12922,null,null,2436,null,null,9409,null,null,8989,null,null,7766,null,null,13170,null,null,15074,null,null,13912,null,null,13427,null,null,23447,null,null,1969,null,null,2573,null,null,3635,null,null,2984,null,null,5786,null,null,6923,null,null,5159,null,null,5141,null,null,7017,null,null,25
9702321,3906,2150156,4455,199269,10243,246534,10925,126493,7992,328541,11644,358951,12543,287594,10266,205179,9467,397595,11998,5981249,2814,407452,11652,471233,12415,249920,8008,711740,14861,942204,17199,838060,18225,676461,14650,1684179,20025,1570916,2329,40250,2762,87198,4377,64047,3499,224429,6629,315610,8317,264259,7455,181553,5873,393570,8828,3906,null,null,4455,null,null,10243,null,null,10925,null,null,7992,null,null,11644,null,null,12543,null,null,10266,null,null,9467,null,null,11998,null,null,2814,null,null,11652,null,null,12415,null,null,8008,null,null,14861,null,null,17199,null,null,18225,null,null,14650,null,null,20025,null,null,2329,null,null,2762,null,null,4377,null,null,3499,null,null,6629,null,null,8317,null,null,7455,null,null,5873,null,null,8828,null,null,26
5396363,2285,1266718,3413,71152,6532,89474,7319,64955,7396,163006,7782,204640,8541,183774,6370,147214,7037,342503,9088,3329194,2823,147912,6534,166857,6861,105842,7019,298860,11075,474993,13381,465667,12254,434043,10351,1235020,16558,800451,2016,19040,1540,38841,2723,34378,2671,108397,4409,143977,4848,130513,5194,92652,4046,232653,6268,2285,null,null,3413,null,null,6532,null,null,7319,null,null,7396,null,null,7782,null,null,8541,null,null,6370,null,null,7037,null,null,9088,null,null,2823,null,null,6534,null,null,6861,null,null,7019,null,null,11075,null,null,13381,null,null,12254,null,null,10351,null,null,16558,null,null,2016,null,null,1540,null,null,2723,null,null,2671,null,null,4409,null,null,4848,null,null,5194,null,null,4046,null,null,6268,null,null,27
2892894,2014,711595,2888,101647,7941,109819,8471,49096,5033,118686,8790,125912,8990,78448,7109,54802,5362,73185,5601,1744799,2733,149976,8529,187721,9231,89840,7218,257019,11437,314523,14795,231137,10006,169716,9927,344867,12031,436500,2121,16252,1993,37353,3066,30031,2836,84508,4916,82014,4802,62189,4548,39345,4101,84808,4855,2014,null,null,2888,null,null,7941,null,null,8471,null,null,5033,null,null,8790,null,null,8990,null,null,7109,null,null,5362,null,null,5601,null,null,2733,null,null,8529,null,null,9231,null,null,7218,null,null,11437,null,null,14795,null,null,10006,null,null,9927,null,null,12031,null,null,2121,null,null,1993,null,null,3066,null,null,2836,null,null,4916,null,null,4802,null,null,4548,null,null,4101,null,null,4855,null,null,28
5911040,3431,1361864,4898,122401,10963,138952,8749,84848,8991,230306,10638,248143,10068,184248,9808,126007,6807,226959,9569,3611622,3999,219196,9771,269154,9926,145218,9021,460284,13296,620227,16414,533618,14538,426958,11379,936967,16290,937554,2903,22497,2180,54754,3725,44721,3051,145622,6149,191078,7107,144419,5713,104944,4554,229519,7009,3431,null,null,4898,null,null,10963,null,null,8749,null,null,8991,null,null,10638,null,null,10068,null,null,9808,null,null,6807,null,null,9569,null,null,3999,null,null,9771,null,null,9926,null,null,9021,null,null,13296,null,null,16414,null,null,14538,null,null,11379,null,null,16290,null,null,2903,null,null,2180,null,null,3725,null,null,3051,null,null,6149,null,null,7107,null,null,5713,null,null,4554,null,null,7009,null,null,29
1018105,1144,224160,2062,15002,2499,18816,3456,14658,2927,40851,4986,41934,4330,35274,3659,20838,2802,36787,3481,614499,1928,38079,3416,47746,4560,27057,3161,83927,5560,104208,6598,86263,5790,70719,4951,156500,7045,179446,1104,4412,814,11583,1574,11334,1446,27962,2384,33894,2633,27129,2099,19901,2217,43231,3035,1144,null,null,2062,null,null,2499,null,null,3456,null,null,2927,null,null,4986,null,null,4330,null,null,3659,null,null,2802,null,null,3481,null,null,1928,null,null,3416,null,null,4560,null,null,3161,null,null,5560,null,null,6598,null,null,5790,null,null,4951,null,null,7045,null,null,1104,null,null,814,null,null,1574,null,null,1446,null,null,2384,null,null,2633,null,null,2099,null,null,2217,null,null,3035,null,null,30
1851069,1911,463863,2309,26764,3782,39083,5196,27985,4214,73177,5997,92887,5513,67652,4975,53365,4267,82950,4957,1114032,1563,60176,4254,64028,4703,38374,3626,127420,6208,196727,6948,168324,7372,138907,6343,320076,9121,273174,1407,7806,1088,13596,1603,11907,1514,40801,2396,48498,3144,42536,2702,28237,2523,79793,3106,1911,null,null,2309,null,null,3782,null,null,5196,null,null,4214,null,null,5997,null,null,5513,null,null,4975,null,null,4267,null,null,4957,null,null,1563,null,null,4254,null,null,4703,null,null,3626,null,null,6208,null,null,6948,null,null,7372,null,null,6343,null,null,9121,null,null,1407,null,null,1088,null,null,1603,null,null,1514,null,null,2396,null,null,3144,null,null,2702,null,null,2523,null,null,3106,null,null,31
2896888,3250,665164,3459,54100,6174,72774,7384,50436,6761,130858,9089,128686,9099,85090,6996,50278,5052,92942,6870,1794205,1290,115587,8012,118821,8186,76114,6343,248919,11917,326961,11715,266028,13291,198766,10878,443009,14903,437519,1289,11886,1929,26252,2636,20568,2604,63505,4219,81268,5150,65751,4207,46887,3589,121402,5180,3250,null,null,3459,null,null,6174,null,null,7384,null,null,6761,null,null,9089,null,null,9099,null,null,6996,null,null,5052,null,null,6870,null,null,1290,null,null,8012,null,null,8186,null,null,6343,null,null,11917,null,null,11715,null,null,13291,null,null,10878,null,null,14903,null,null,1289,null,null,1929,null,null,2636,null,null,2604,null,null,4219,null,null,5150,null,null,4207,null,null,3589,null,null,5180,null,null,32
1292255,1106,255309,1762,7574,1895,12567,2430,8776,2280,30524,3671,40234,3934,38506,4332,38741,3869,78387,4643,818988,1501,30163,3199,33982,3942,19324,3398,66085,5947,118985,6599,105667,7152,115127,6207,329655,10428,217958,1193,4074,1021,5929,1205,6586,1273,26363,2606,37913,3278,33109,2665,29407,2778,74577,4497,1106,null,null,1762,null,null,1895,null,null,2430,null,null,2280,null,null,3671,null,null,3934,null,null,4332,null,null,3869,null,null,4643,null,null,1501,null,null,3199,null,null,3942,null,null,3398,null,null,5947,null,null,6599,null,null,7152,null,null,6207,null,null,10428,null,null,1193,null,null,1021,null,null,1205,null,null,1273,null,null,2606,null,null,3278,null,null,2665,null,null,2778,null,null,4497,null,null,33
8769487,3021,1961260,3304,114533,10083,170946,12354,93729,8065,237410,12016,258540,11744,219915,10614,190928,9512,675259,14425,5475713,2425,242429,11757,276876,12148,158922,9930,463986,17414,671857,18015,625103,18104,600328,17146,2436212,26434,1332514,1886,39077,3143,72052,4413,47796,3917,164751,7715,196873,7297,169315,6938,137628,6528,505022,8632,3021,null,null,3304,null,null,10083,null,null,12354,null,null,8065,null,null,12016,null,null,11744,null,null,10614,null,null,9512,null,null,14425,null,null,2425,null,null,11757,null,null,12148,null,null,9930,null,null,17414,null,null,18015,null,null,18104,null,null,17146,null,null,26434,null,null,1886,null,null,3143,null,null,4413,null,null,3917,null,null,7715,null,null,7297,null,null,6938,null,null,6528,null,null,8632,null,null,34
2039449,1699,482338,2113,64437,7246,80847,7068,38123,5241,84894,6729,77318,6818,56363,5888,31416,3734,48940,4282,1220456,1880,99551,6796,121017,6954,63749,6289,183215,10859,205761,9875,160349,9983,126337,7506,260477,8869,336655,1592,10261,1322,28350,2645,19765,2498,52584,3426,59681,3248,44711,3712,32419,3691,88884,4218,1699,null,null,2113,null,null,7246,null,null,7068,null,null,5241,null,null,6729,null,null,6818,null,null,5888,null,null,3734,null,null,4282,null,null,1880,null,null,6796,null,null,6954,null,null,6289,null,null,10859,null,null,9875,null,null,9983,null,null,7506,null,null,8869,null,null,1592,null,null,1322,null,null,2645,null,null,2498,null,null,3426,null,null,3248,null,null,3712,null,null,3691,null,null,4218,null,null,35
19230198,5205,4100325,5469,394455,17942,452833,17672,225740,11477,569400,18810,598106,18109,478430,14531,369142,12954,1012219,15703,12194324,4082,796706,17575,853841,21654,431979,15143,1310244,27842,1674518,29877,1485536,24682,1331164,22161,4310336,37035,2935549,3347,98586,4788,236403,8241,135006,5566,403121,11785,465530,10947,368387,8581,281802,8570,946714,13477,5205,null,null,5469,null,null,17942,null,null,17672,null,null,11477,null,null,18810,null,null,18109,null,null,14531,null,null,12954,null,null,15703,null,null,4082,null,null,17575,null,null,21654,null,null,15143,null,null,27842,null,null,29877,null,null,24682,null,null,22161,null,null,37035,null,null,3347,null,null,4788,null,null,8241,null,null,5566,null,null,11785,null,null,10947,null,null,8581,null,null,8570,null,null,13477,null,null,36
9886033,3818,2259252,5416,209315,12969,280238,17726,149062,9815,395970,14259,384341,13171,275636,12142,185269,8749,379421,11271,6100128,5243,408185,12704,481375,15602,274235,12262,817921,22319,1045028,22107,863251,19612,671807,18076,1538326,26925,1526653,3763,41324,3566,101443,4552,86877,3871,241932,8282,292415,9378,221511,7900,156199,5946,384952,10246,3818,null,null,5416,null,null,12969,null,null,17726,null,null,9815,null,null,14259,null,null,13171,null,null,12142,null,null,8749,null,null,11271,null,null,5243,null,null,12704,null,null,15602,null,null,12262,null,null,22319,null,null,22107,null,null,19612,null,null,18076,null,null,26925,null,null,3763,null,null,3566,null,null,4552,null,null,3871,null,null,8282,null,null,9378,null,null,7900,null,null,5946,null,null,10246,null,null,37
731759,1407,170455,1803,10766,2558,10444,2290,7654,2005,22603,2947,28204,2915,30837,3262,22192,3601,37755,3828,457404,1309,26845,3353,22167,2668,13877,2725,42741,4916,71147,4531,69721,4758,59751,4515,151155,5522,103900,965,2739,688,5503,1347,5629,1275,15507,1441,18436,2026,13894,1576,12409,1836,29783,2169,1407,null,null,1803,null,null,2558,null,null,2290,null,null,2005,null,null,2947,null,null,2915,null,null,3262,null,null,3601,null,null,3828,null,null,1309,null,null,3353,null,null,2668,null,null,2725,null,null,4916,null,null,4531,null,null,4758,null,null,4515,null,null,5522,null,null,965,null,null,688,null,null,1347,null,null,1275,null,null,1441,null,null,2026,null,null,1576,null,null,1836,null,null,2169,null,null,38
11287401,5000,2558132,5833,252721,13717,271939,13301,145041,9909,378933,13281,453253,15472,356273,11033,241279,9807,458693,13384,6913724,4007,457784,13283,515854,15462,272262,12044,777063,17365,1130387,22575,1014328,20201,821753,16871,1924293,20762,1815545,3583,45930,3494,101154,5123,77611,3902,279458,7535,373847,10111,294425,8017,204717,7024,438403,10284,5000,null,null,5833,null,null,13717,null,null,13301,null,null,9909,null,null,13281,null,null,15472,null,null,11033,null,null,9807,null,null,13384,null,null,4007,null,null,13283,null,null,15462,null,null,12044,null,null,17365,null,null,22575,null,null,20201,null,null,16871,null,null,20762,null,null,3583,null,null,3494,null,null,5123,null,null,3902,null,null,7535,null,null,10111,null,null,8017,null,null,7024,null,null,10284,null,null,39
3809431,1956,945261,2568,94414,6286,122299,8094,70693,6245,169118,6762,177127,6923,110097,6139,77197,4040,124316,6471,2294999,2359,163514,6655,191345,7476,114735,6304,313290,8724,416064,12452,306538,9224,237337,8394,552176,10703,569171,2061,14570,1516,34235,2218,31043,2292,94780,3453,110058,4270,82019,4555,61603,3232,140863,5235,1956,null,null,2568,null,null,6286,null,null,8094,null,null,6245,null,null,6762,null,null,6923,null,null,6139,null,null,4040,null,null,6471,null,null,2359,null,null,6655,null,null,7476,null,null,6304,null,null,8724,null,null,12452,null,null,9224,null,null,8394,null,null,10703,null,null,2061,null,null,1516,null,null,2218,null,null,2292,null,null,3453,null,null,4270,null,null,4555,null,null,3232,null,null,5235,null,null,40
4016520,2426,851463,2748,62047,7380,82314,8736,54647,6772,138256,7881,154320,8860,113154,7563,76873,6015,169852,7037,2486349,2871,160517,9284,180372,9759,102815,7285,313537,13632,399671,13915,345000,13149,267861,12308,716576,14533,678708,2505,14590,1742,36306,2574,28233,2296,106312,5086,123411,5855,96713,4779,73364,5233,199779,6151,2426,null,null,2748,null,null,7380,null,null,8736,null,null,6772,null,null,7881,null,null,8860,null,null,7563,null,null,6015,null,null,7037,null,null,2871,null,null,9284,null,null,9759,null,null,7285,null,null,13632,null,null,13915,null,null,13149,null,null,12308,null,null,14533,null,null,2505,null,null,1742,null,null,2574,null,null,2296,null,null,5086,null,null,5855,null,null,4779,null,null,5233,null,null,6151,null,null,41
12368256,3787,2624826,4459,211357,12531,274672,13456,137082,8096,377296,14605,441175,13274,350665,13543,267611,9556,564968,11516,7603139,3677,435992,13823,502144,13769,260777,10775,786517,17645,1152106,21423,1075578,20120,914815,20160,2475210,25401,2140291,3678,55332,3329,112548,6122,89306,4438,349764,8653,421386,8329,333381,8529,227707,7771,550867,9170,3787,null,null,4459,null,null,12531,null,null,13456,null,null,8096,null,null,14605,null,null,13274,null,null,13543,null,null,9556,null,null,11516,null,null,3677,null,null,13823,null,null,13769,null,null,10775,null,null,17645,null,null,21423,null,null,20120,null,null,20160,null,null,25401,null,null,3678,null,null,3329,null,null,6122,null,null,4438,null,null,8653,null,null,8329,null,null,8529,null,null,7771,null,null,9170,null,null,42
1015892,798,206562,1059,15755,3465,19351,3154,11140,2465,31310,3772,26884,4284,27022,3328,24307,3595,50793,3691,642815,1243,34897,4162,44745,4577,21298,3542,61589,5205,90957,6139,79865,6374,82834,7610,226630,8362,166515,995,4752,1122,10432,1768,8158,1587,22266,2854,28134,2917,22015,2549,19393,2394,51365,2947,798,null,null,1059,null,null,3465,null,null,3154,null,null,2465,null,null,3772,null,null,4284,null,null,3328,null,null,3595,null,null,3691,null,null,1243,null,null,4162,null,null,4577,null,null,3542,null,null,5205,null,null,6139,null,null,6374,null,null,7610,null,null,8362,null,null,995,null,null,1122,null,null,1768,null,null,1587,null,null,2854,null,null,2917,null,null,2549,null,null,2394,null,null,2947,null,null,44
4820419,2587,1083041,3160,124770,10181,123825,9609,68472,7460,191798,9375,189781,10288,139396,9113,87568,7376,157431,8390,2925080,2314,197609,9234,219618,11398,126731,8878,411783,13731,521837,15318,427146,15999,317991,12643,702365,16656,812298,2200,22873,2103,47265,2855,45004,3366,126554,6052,154529,5902,116362,6776,84388,5743,215323,6689,2587,null,null,3160,null,null,10181,null,null,9609,null,null,7460,null,null,9375,null,null,10288,null,null,9113,null,null,7376,null,null,8390,null,null,2314,null,null,9234,null,null,11398,null,null,8878,null,null,13731,null,null,15318,null,null,15999,null,null,12643,null,null,16656,null,null,2200,null,null,2103,null,null,2855,null,null,3366,null,null,6052,null,null,5902,null,null,6776,null,null,5743,null,null,6689,null,null,45
