B23024_001E,B23024_001M,B23024_002E,B23024_002M,B23024_003E,B23024_003M,B23024_004E,B23024_004M,B23024_005E,B23024_005M,B23024_006E,B23024_006M,B23024_007E,B23024_007M,B23024_008E,B23024_008M,B23024_009E,B23024_009M,B23024_010E,B23024_010M,B23024_011E,B23024_011M,B23024_012E,B23024_012M,B23024_013E,B23024_013M,B23024_014E,B23024_014M,B23024_015E,B23024_015M,B23024_016E,B23024_016M,B23024_017E,B23024_017M,B23024_018E,B23024_018M,B23024_019E,B23024_019M,B23024_020E,B23024_020M,B23024_021E,B23024_021M,B23024_022E,B23024_022M,B23024_023E,B23024_023M,B23024_024E,B23024_024M,B23024_025E,B23024_025M,B23024_026E,B23024_026M,B23024_027E,B23024_027M,B23024_028E,B23024_028M,B23024_029E,B23024_029M,B23024_030E,B23024_030M,B23024_031E,B23024_031M,B23024_001M,B23024_001EA,B23024_001MA,B23024_002M,B23024_002EA,B23024_002MA,B23024_003M,B23024_003EA,B23024_003MA,B23024_004M,B23024_004EA,B23024_004MA,B23024_005M,B23024_005EA,B23024_005MA,B23024_006M,B23024_006EA,B23024_006MA,B23024_007M,B23024_007EA,B23024_007MA,B23024_008M,B23024_008EA,B23024_008MA,B23024_009M,B23024_009EA,B23024_009MA,B23024_010M,B23024_010EA,B23024_010MA,B23024_011M,B23024_011EA,B23024_011MA,B23024_012M,B23024_012EA,B23024_012MA,B23024_013M,B23024_013EA,B23024_013MA,B23024_014M,B23024_014EA,B23024_014MA,B23024_015M,B23024_015EA,B23024_015MA,B23024_016M,B23024_016EA,B23024_016MA,B23024_017M,B23024_017EA,B23024_017MA,B23024_018M,B23024_018EA,B23024_018MA,B23024_019M,B23024_019EA,B23024_019MA,B23024_020M,B23024_020EA,B23024_020MA,B23024_021M,B23024_021EA,B23024_021MA,B23024_022M,B23024_022EA,B23024_022MA,B23024_023M,B23024_023EA,B23024_023MA,B23024_024M,B23024_024EA,B23024_024MA,B23024_025M,B23024_025EA,B23024_025MA,B23024_026M,B23024_026EA,B23024_026MA,B23024_027M,B23024_027EA,B23024_027MA,B23024_028M,B23024_028EA,B23024_028MA,B23024_029M,B23024_029EA,B23024_029MA,B23024_030M,B23024_030EA,B23024_030MA,B23024_031M,B23024_031EA,B23024_031MA,state
7357543,5755,894708,17445,253870,8628,56150,3881,0,174,56150,3881,33835,3031,22315,2814,197720,7735,640838,15774,349106,11180,0,174,349106,11180,273754,8746,75352,5085,291732,9969,6462835,17419,628742,12333,309290,9684,338,271,308952,9696,280313,9127,28639,2904,319452,8770,5834093,20942,5074488,21870,5212,1109,5069276,22000,4887580,23478,181696,7132,759605,13501,5755,null,null,17445,null,null,8628,null,null,3881,null,null,174,null,null,3881,null,null,3031,null,null,2814,null,null,7735,null,null,15774,null,null,11180,null,null,174,null,null,11180,null,null,8746,null,null,5085,null,null,9969,null,null,17419,null,null,12333,null,null,9684,null,null,271,null,null,9696,null,null,9127,null,null,2904,null,null,8770,null,null,20942,null,null,21870,null,null,1109,null,null,22000,null,null,23478,null,null,7132,null,null,13501,null,null,42
623138,1947,75937,5160,23739,2356,4273,949,0,208,4273,949,2961,873,1312,580,19466,2068,52198,4653,30594,3402,119,184,30475,3406,21271,2771,9204,2157,21604,3328,547201,5469,50538,3879,21938,2371,57,99,21881,2356,19322,2130,2559,991,28600,2763,496663,7478,437738,7566,1728,640,436010,7692,420731,7174,15279,2464,58925,3813,1947,null,null,5160,null,null,2356,null,null,949,null,null,208,null,null,949,null,null,873,null,null,580,null,null,2068,null,null,4653,null,null,3402,null,null,184,null,null,3406,null,null,2771,null,null,2157,null,null,3328,null,null,5469,null,null,3879,null,null,2371,null,null,99,null,null,2356,null,null,2130,null,null,991,null,null,2763,null,null,7478,null,null,7566,null,null,640,null,null,7692,null,null,7174,null,null,2464,null,null,3813,null,null,44
2818561,5368,393462,12136,96052,6245,18284,2233,0,207,18284,2233,12031,1835,6253,1400,77768,5503,297410,10641,170088,7753,277,274,169811,7677,131989,6576,37822,3635,127322,6076,2425099,14594,281802,10037,124679,7454,610,427,124069,7385,114131,7082,9938,1548,157123,7009,2143297,15597,1832512,15214,17343,2404,1815169,15232,1745790,15416,69379,4903,310785,8519,5368,null,null,12136,null,null,6245,null,null,2233,null,null,207,null,null,2233,null,null,1835,null,null,1400,null,null,5503,null,null,10641,null,null,7753,null,null,274,null,null,7677,null,null,6576,null,null,3635,null,null,6076,null,null,14594,null,null,10037,null,null,7454,null,null,427,null,null,7385,null,null,7082,null,null,1548,null,null,7009,null,null,15597,null,null,15214,null,null,2404,null,null,15232,null,null,15416,null,null,4903,null,null,8519,null,null,45
477472,2440,57891,4067,13435,1494,3758,932,0,157,3758,932,3078,854,680,393,9677,1341,44456,3986,24666,2624,17,31,24649,2621,19583,2346,5066,1038,19790,2252,419581,4583,35898,3136,23056,2669,15,26,23041,2673,22255,2539,786,468,12842,1478,383683,5606,346314,5586,1331,461,344983,5505,338372,5509,6611,1206,37369,2520,2440,null,null,4067,null,null,1494,null,null,932,null,null,157,null,null,932,null,null,854,null,null,393,null,null,1341,null,null,3986,null,null,2624,null,null,31,null,null,2621,null,null,2346,null,null,1038,null,null,2252,null,null,4583,null,null,3136,null,null,2669,null,null,26,null,null,2673,null,null,2539,null,null,468,null,null,1478,null,null,5606,null,null,5586,null,null,461,null,null,5505,null,null,5509,null,null,1206,null,null,2520,null,null,46
3853076,5744,565554,13977,155361,8080,30651,3015,0,204,30651,3015,21177,2596,9474,1999,124710,7436,410193,11430,228071,7411,638,431,227433,7326,180432,6732,47001,3986,182122,8029,3287522,15177,392359,9794,164184,7234,1504,724,162680,7092,149050,6970,13630,2096,228175,7754,2895163,17176,2467310,16585,16602,2503,2450708,16649,2374393,16334,76315,5156,427853,12699,5744,null,null,13977,null,null,8080,null,null,3015,null,null,204,null,null,3015,null,null,2596,null,null,1999,null,null,7436,null,null,11430,null,null,7411,null,null,431,null,null,7326,null,null,6732,null,null,3986,null,null,8029,null,null,15177,null,null,9794,null,null,7234,null,null,724,null,null,7092,null,null,6970,null,null,2096,null,null,7754,null,null,17176,null,null,16585,null,null,2503,null,null,16649,null,null,16334,null,null,5156,null,null,12699,null,null,47
16062436,10738,2144860,37311,388476,12970,99942,5821,0,220,99942,5821,73500,4768,26442,3025,288534,11700,1756384,32617,1008040,22629,775,433,1007265,22646,851228,21994,156037,8551,748344,17893,13917576,37717,1219857,20050,615116,15337,2651,989,612465,15356,560457,13622,52008,4057,604741,15099,12697719,42587,10802312,40196,54388,4346,10747924,40426,10346756,39413,401168,12878,1895407,23972,10738,null,null,37311,null,null,12970,null,null,5821,null,null,220,null,null,5821,null,null,4768,null,null,3025,null,null,11700,null,null,32617,null,null,22629,null,null,433,null,null,22646,null,null,21994,null,null,8551,null,null,17893,null,null,37717,null,null,20050,null,null,15337,null,null,989,null,null,15356,null,null,13622,null,null,4057,null,null,15099,null,null,42587,null,null,40196,null,null,4346,null,null,40426,null,null,39413,null,null,12878,null,null,23972,null,null,48
1691001,3415,170763,9318,29500,3078,11288,1699,0,190,11288,1699,7330,1421,3958,1101,18212,2538,141263,8676,89560,6113,298,212,89262,6120,79281,6004,9981,1701,51703,4554,1520238,9784,123640,5628,69292,4384,154,158,69138,4398,64954,4221,4184,957,54348,3508,1396598,10506,1181349,11122,4501,1256,1176848,11341,1146990,11931,29858,3073,215249,6734,3415,null,null,9318,null,null,3078,null,null,1699,null,null,190,null,null,1699,null,null,1421,null,null,1101,null,null,2538,null,null,8676,null,null,6113,null,null,212,null,null,6120,null,null,6004,null,null,1701,null,null,4554,null,null,9784,null,null,5628,null,null,4384,null,null,158,null,null,4398,null,null,4221,null,null,957,null,null,3508,null,null,10506,null,null,11122,null,null,1256,null,null,11341,null,null,11931,null,null,3073,null,null,6734,null,null,49
362133,1807,41635,3407,12188,2045,2094,640,0,151,2094,640,1431,507,663,460,10094,1758,29447,2981,17598,2372,14,23,17584,2365,14833,2146,2751,840,11849,1663,320498,3461,34967,2618,19503,2181,14,24,19489,2183,18086,2057,1403,555,15464,1740,285531,4186,255637,4221,460,344,255177,4166,249765,4262,5412,902,29894,2079,1807,null,null,3407,null,null,2045,null,null,640,null,null,151,null,null,640,null,null,507,null,null,460,null,null,1758,null,null,2981,null,null,2372,null,null,23,null,null,2365,null,null,2146,null,null,840,null,null,1663,null,null,3461,null,null,2618,null,null,2181,null,null,24,null,null,2183,null,null,2057,null,null,555,null,null,1740,null,null,4186,null,null,4221,null,null,344,null,null,4166,null,null,4262,null,null,902,null,null,2079,null,null,50
4939314,7734,503928,15718,109624,6151,22686,2651,129,165,22557,2625,14503,2172,8054,1491,86938,5915,394304,14409,224876,10521,982,549,223894,10608,179733,9966,44161,3920,169428,8132,4435386,18100,371586,9993,191193,7807,2136,593,189057,7799,173426,7310,15631,2339,180393,7332,4063800,18973,3540565,19148,71179,4496,3469386,19548,3357806,19157,111580,6911,523235,12926,7734,null,null,15718,null,null,6151,null,null,2651,null,null,165,null,null,2625,null,null,2172,null,null,1491,null,null,5915,null,null,14409,null,null,10521,null,null,549,null,null,10608,null,null,9966,null,null,3920,null,null,8132,null,null,18100,null,null,9993,null,null,7807,null,null,593,null,null,7799,null,null,7310,null,null,2339,null,null,7332,null,null,18973,null,null,19148,null,null,4496,null,null,19548,null,null,19157,null,null,6911,null,null,12926,null,null,51
4341384,4249,476229,13114,122851,7030,25974,2610,0,198,25974,2610,17332,2167,8642,1523,96877,6563,353378,11874,200945,8679,1163,528,199782,8694,157388,7950,42394,4465,152433,6583,3865155,13626,360081,10599,188660,7970,1498,657,187162,8024,171463,7659,15699,2010,171421,6138,3505074,14048,2987040,15009,30015,2933,2957025,15766,2856528,16807,100497,5643,518034,11399,4249,null,null,13114,null,null,7030,null,null,2610,null,null,198,null,null,2610,null,null,2167,null,null,1523,null,null,6563,null,null,11874,null,null,8679,null,null,528,null,null,8694,null,null,7950,null,null,4465,null,null,6583,null,null,13626,null,null,10599,null,null,7970,null,null,657,null,null,8024,null,null,7659,null,null,2010,null,null,6138,null,null,14048,null,null,15009,null,null,2933,null,null,15766,null,null,16807,null,null,5643,null,null,11399,null,null,53
1040579,4214,189193,7905,60522,3723,10143,1708,0,193,10143,1708,6392,1335,3751,990,50379,3915,128671,6654,64316,4543,36,61,64280,4540,46965,4126,17315,2538,64355,4168,851386,8339,128955,6511,49836,4087,48,84,49788,4082,44833,3585,4955,1315,79119,4615,722431,8650,595828,8735,741,370,595087,8749,569582,8660,25505,2598,126603,4851,4214,null,null,7905,null,null,3723,null,null,1708,null,null,193,null,null,1708,null,null,1335,null,null,990,null,null,3915,null,null,6654,null,null,4543,null,null,61,null,null,4540,null,null,4126,null,null,2538,null,null,4168,null,null,8339,null,null,6511,null,null,4087,null,null,84,null,null,4082,null,null,3585,null,null,1315,null,null,4615,null,null,8650,null,null,8735,null,null,370,null,null,8749,null,null,8660,null,null,2598,null,null,4851,null,null,54
3351373,3917,374372,10564,85824,4731,23073,2278,0,147,23073,2278,17264,1968,5809,1058,62751,3921,288548,9720,179778,6880,0,147,179778,6880,150267,6619,29511,2986,108770,5752,2977001,10988,248212,6422,130386,4277,235,255,130151,4355,122249,4315,7902,1264,117826,4831,2728789,12357,2432909,14279,2856,800,2430053,14124,2369592,14479,60461,3358,295880,6413,3917,null,null,10564,null,null,4731,null,null,2278,null,null,147,null,null,2278,null,null,1968,null,null,1058,null,null,3921,null,null,9720,null,null,6880,null,null,147,null,null,6880,null,null,6619,null,null,2986,null,null,5752,null,null,10988,null,null,6422,null,null,4277,null,null,255,null,null,4355,null,null,4315,null,null,1264,null,null,4831,null,null,12357,null,null,14279,null,null,800,null,null,14124,null,null,14479,null,null,3358,null,null,6413,null,null,55
335622,2152,39244,3577,8971,1827,3219,898,0,197,3219,898,2276,753,943,489,5752,1542,30273,3103,20329,2417,0,197,20329,2417,16365,2269,3964,1141,9944,1832,296378,4061,29095,2952,17563,2386,43,83,17520,2362,15914,2264,1606,751,11532,1986,267283,4130,232015,4779,1685,623,230330,4776,223092,4911,7238,1299,35268,3079,2152,null,null,3577,null,null,1827,null,null,898,null,null,197,null,null,898,null,null,753,null,null,489,null,null,1542,null,null,3103,null,null,2417,null,null,197,null,null,2417,null,null,2269,null,null,1141,null,null,1832,null,null,4061,null,null,2952,null,null,2386,null,null,83,null,null,2362,null,null,2264,null,null,751,null,null,1986,null,null,4130,null,null,4779,null,null,623,null,null,4776,null,null,4911,null,null,1299,null,null,3079,null,null,56
1951484,4133,786705,15001,173355,7771,37761,3148,0,222,37761,3148,19936,2201,17825,2492,135594,6534,613350,14261,309414,10687,353,276,309061,10655,198029,8279,111032,6378,303936,8318,1164779,15238,175163,8629,64897,5213,0,222,64897,5213,58816,4875,6081,1514,110266,6176,989616,15177,771881,12809,1397,724,770484,12826,721493,13530,48991,4110,217735,8605,4133,null,null,15001,null,null,7771,null,null,3148,null,null,222,null,null,3148,null,null,2201,null,null,2492,null,null,6534,null,null,14261,null,null,10687,null,null,276,null,null,10655,null,null,8279,null,null,6378,null,null,8318,null,null,15238,null,null,8629,null,null,5213,null,null,222,null,null,5213,null,null,4875,null,null,1514,null,null,6176,null,null,15177,null,null,12809,null,null,724,null,null,12826,null,null,13530,null,null,4110,null,null,8605,null,null,72
2784056,6185,444938,13805,112534,5639,19448,2350,0,195,19448,2350,12111,1627,7337,1407,93086,4826,332404,11797,176687,6787,688,524,175999,6827,138322,6188,37677,3300,155717,8514,2339118,15187,299517,9475,112017,5756,405,393,111612,5748,101147,5544,10465,1944,187500,7048,2039601,15355,1700731,16427,10065,1559,1690666,16535,1630940,16443,59726,4842,338870,9988,6185,null,null,13805,null,null,5639,null,null,2350,null,null,195,null,null,2350,null,null,1627,null,null,1407,null,null,4826,null,null,11797,null,null,6787,null,null,524,null,null,6827,null,null,6188,null,null,3300,null,null,8514,null,null,15187,null,null,9475,null,null,5756,null,null,393,null,null,5748,null,null,5544,null,null,1944,null,null,7048,null,null,15355,null,null,16427,null,null,1559,null,null,16535,null,null,16443,null,null,4842,null,null,9988,null,null,01
448941,2011,40410,3551,8855,1674,2654,699,0,155,2654,699,1522,534,1132,400,6201,1446,31555,3143,18660,2182,283,195,18377,2139,12562,1774,5815,975,12895,1956,408531,3903,40963,3213,25090,2590,355,291,24735,2572,22346,2476,2389,863,15873,1929,367568,4783,316986,4922,9772,1609,307214,5363,289916,5826,17298,2521,50582,3561,2011,null,null,3551,null,null,1674,null,null,699,null,null,155,null,null,699,null,null,534,null,null,400,null,null,1446,null,null,3143,null,null,2182,null,null,195,null,null,2139,null,null,1774,null,null,975,null,null,1956,null,null,3903,null,null,3213,null,null,2590,null,null,291,null,null,2572,null,null,2476,null,null,863,null,null,1929,null,null,4783,null,null,4922,null,null,1609,null,null,5363,null,null,5826,null,null,2521,null,null,3561,null,null,02
3845915,4126,580265,16203,109376,4933,25446,2641,0,204,25446,2641,17432,1952,8014,1546,83930,4078,470889,14719,264674,10006,499,493,264175,10092,210461,8112,53714,4251,206215,10064,3265650,16617,310482,11028,144479,6577,261,210,144218,6562,129915,6101,14303,1939,166003,7657,2955168,19770,2489633,19726,11347,1337,2478286,19622,2383525,19007,94761,5819,465535,12415,4126,null,null,16203,null,null,4933,null,null,2641,null,null,204,null,null,2641,null,null,1952,null,null,1546,null,null,4078,null,null,14719,null,null,10006,null,null,493,null,null,10092,null,null,8112,null,null,4251,null,null,10064,null,null,16617,null,null,11028,null,null,6577,null,null,210,null,null,6562,null,null,6101,null,null,1939,null,null,7657,null,null,19770,null,null,19726,null,null,1337,null,null,19622,null,null,19007,null,null,5819,null,null,12415,null,null,04
1655658,5213,264929,9650,74810,4788,11873,1865,0,197,11873,1865,8462,1412,3411,1064,62937,4570,190119,8269,97970,5399,263,221,97707,5363,79814,4941,17893,2163,92149,6139,1390729,10209,186234,6932,80452,4460,36,57,80416,4466,74192,4257,6224,1269,105782,5155,1204495,11739,1026278,11730,3521,871,1022757,11669,993921,11167,28836,2876,178217,8171,5213,null,null,9650,null,null,4788,null,null,1865,null,null,197,null,null,1865,null,null,1412,null,null,1064,null,null,4570,null,null,8269,null,null,5399,null,null,221,null,null,5363,null,null,4941,null,null,2163,null,null,6139,null,null,10209,null,null,6932,null,null,4460,null,null,57,null,null,4466,null,null,4257,null,null,1269,null,null,5155,null,null,11739,null,null,11730,null,null,871,null,null,11669,null,null,11167,null,null,2876,null,null,8171,null,null,05
23398688,7321,3009530,40019,490571,13209,107567,6222,76,91,107491,6228,65950,4156,41541,3555,383004,11369,2518959,36970,1360648,24269,933,531,1359715,24287,1082437,22103,277278,10047,1158311,23225,20389158,39497,1479780,19084,692379,12710,2429,644,689950,12648,621045,12390,68905,4067,787401,14200,18909378,41658,15927535,45944,65565,5033,15861970,45911,15150377,44151,711593,14259,2981843,28915,7321,null,null,40019,null,null,13209,null,null,6222,null,null,91,null,null,6228,null,null,4156,null,null,3555,null,null,11369,null,null,36970,null,null,24269,null,null,531,null,null,24287,null,null,22103,null,null,10047,null,null,23225,null,null,39497,null,null,19084,null,null,12710,null,null,644,null,null,12648,null,null,12390,null,null,4067,null,null,14200,null,null,41658,null,null,45944,null,null,5033,null,null,45911,null,null,44151,null,null,14259,null,null,28915,null,null,06
3332272,4765,353185,10235,74383,4868,20844,2388,0,195,20844,2388,13795,2096,7049,1285,53539,4384,278802,9953,169777,7714,1016,602,168761,7743,142928,7066,25833,2690,109025,5853,2979087,11137,225828,7932,124856,6216,672,514,124184,6244,114477,5473,9707,2109,100972,5044,2753259,12226,2395715,14792,20198,2385,2375517,15102,2301986,15187,73531,4310,357544,9087,4765,null,null,10235,null,null,4868,null,null,2388,null,null,195,null,null,2388,null,null,2096,null,null,1285,null,null,4384,null,null,9953,null,null,7714,null,null,602,null,null,7743,null,null,7066,null,null,2690,null,null,5853,null,null,11137,null,null,7932,null,null,6216,null,null,514,null,null,6244,null,null,5473,null,null,2109,null,null,5044,null,null,12226,null,null,14792,null,null,2385,null,null,15102,null,null,15187,null,null,4310,null,null,9087,null,null,08
2089226,2931,197808,9118,46151,3797,10530,1827,0,200,10530,1827,5578,1319,4952,1098,35621,2992,151657,7582,88845,5334,146,186,88699,5331,64162,4583,24537,2496,62812,4723,1891418,9839,138836,6902,74570,5304,0,200,74570,5304,67040,4774,7530,1632,64266,4544,1752582,10731,1542867,12001,4137,986,1538730,12074,1476082,12196,62648,4325,209715,6992,2931,null,null,9118,null,null,3797,null,null,1827,null,null,200,null,null,1827,null,null,1319,null,null,1098,null,null,2992,null,null,7582,null,null,5334,null,null,186,null,null,5331,null,null,4583,null,null,2496,null,null,4723,null,null,9839,null,null,6902,null,null,5304,null,null,200,null,null,5304,null,null,4774,null,null,1632,null,null,4544,null,null,10731,null,null,12001,null,null,986,null,null,12074,null,null,12196,null,null,4325,null,null,6992,null,null,09
545197,1802,58022,3863,9871,1896,2345,710,0,193,2345,710,1070,416,1275,617,7526,1682,48151,3491,23134,2594,0,193,23134,2594,17869,2037,5265,1240,25017,2351,487175,4168,45684,3163,21858,2567,121,140,21737,2527,18672,2382,3065,1156,23826,2465,441491,4735,379075,6744,2037,668,377038,6598,363449,6971,13589,2091,62416,4509,1802,null,null,3863,null,null,1896,null,null,710,null,null,193,null,null,710,null,null,416,null,null,617,null,null,1682,null,null,3491,null,null,2594,null,null,193,null,null,2594,null,null,2037,null,null,1240,null,null,2351,null,null,4168,null,null,3163,null,null,2567,null,null,140,null,null,2527,null,null,2382,null,null,1156,null,null,2465,null,null,4735,null,null,6744,null,null,668,null,null,6598,null,null,6971,null,null,2091,null,null,4509,null,null,10
443529,1347,75303,5647,17438,2322,4848,1177,0,203,4848,1177,1881,656,2967,1003,12590,2127,57865,4807,30411,3347,83,102,30328,3341,20402,2572,9926,1862,27454,3669,368226,5920,26107,2600,14165,1811,60,83,14105,1815,12921,1738,1184,517,11942,2039,342119,6352,311144,6206,1906,562,309238,6234,300138,6384,9100,1568,30975,3068,1347,null,null,5647,null,null,2322,null,null,1177,null,null,203,null,null,1177,null,null,656,null,null,1003,null,null,2127,null,null,4807,null,null,3347,null,null,102,null,null,3341,null,null,2572,null,null,1862,null,null,3669,null,null,5920,null,null,2600,null,null,1811,null,null,83,null,null,1815,null,null,1738,null,null,517,null,null,2039,null,null,6352,null,null,6206,null,null,562,null,null,6234,null,null,6384,null,null,1568,null,null,3068,null,null,11
