C23002F_001E,C23002F_001M,C23002F_002E,C23002F_002M,C23002F_003E,C23002F_003M,C23002F_004E,C23002F_004M,C23002F_005E,C23002F_005M,C23002F_006E,C23002F_006M,C23002F_007E,C23002F_007M,C23002F_008E,C23002F_008M,C23002F_009E,C23002F_009M,C23002F_010E,C23002F_010M,C23002F_011E,C23002F_011M,C23002F_012E,C23002F_012M,C23002F_013E,C23002F_013M,C23002F_014E,C23002F_014M,C23002F_015E,C23002F_015M,C23002F_016E,C23002F_016M,C23002F_017E,C23002F_017M,C23002F_018E,C23002F_018M,C23002F_019E,C23002F_019M,C23002F_020E,C23002F_020M,C23002F_021E,C23002F_021M,C23002F_022E,C23002F_022M,C23002F_023E,C23002F_023M,C23002F_024E,C23002F_024M,C23002F_025E,C23002F_025M,C23002F_026E,C23002F_026M,C23002F_027E,C23002F_027M,C23002F_001M,C23002F_001EA,C23002F_001MA,C23002F_002M,C23002F_002EA,C23002F_002MA,C23002F_003M,C23002F_003EA,C23002F_003MA,C23002F_004M,C23002F_004EA,C23002F_004MA,C23002F_005M,C23002F_005EA,C23002F_005MA,C23002F_006M,C23002F_006EA,C23002F_006MA,C23002F_007M,C23002F_007EA,C23002F_007MA,C23002F_008M,C23002F_008EA,C23002F_008MA,C23002F_009M,C23002F_009EA,C23002F_009MA,C23002F_010M,C23002F_010EA,C23002F_010MA,C23002F_011M,C23002F_011EA,C23002F_011MA,C23002F_012M,C23002F_012EA,C23002F_012MA,C23002F_013M,C23002F_013EA,C23002F_013MA,C23002F_014M,C23002F_014EA,C23002F_014MA,C23002F_015M,C23002F_015EA,C23002F_015MA,C23002F_016M,C23002F_016EA,C23002F_016MA,C23002F_017M,C23002F_017EA,C23002F_017MA,C23002F_018M,C23002F_018EA,C23002F_018MA,C23002F_019M,C23002F_019EA,C23002F_019MA,C23002F_020M,C23002F_020EA,C23002F_020MA,C23002F_021M,C23002F_021EA,C23002F_021MA,C23002F_022M,C23002F_022EA,C23002F_022MA,C23002F_023M,C23002F_023EA,C23002F_023MA,C23002F_024M,C23002F_024EA,C23002F_024MA,C23002F_025M,C23002F_025EA,C23002F_025MA,C23002F_026M,C23002F_026EA,C23002F_026MA,C23002F_027M,C23002F_027EA,C23002F_027MA,state
169263,8747,93947,5593,92062,5557,80312,4573,1867,1163,78445,4861,75049,4872,3396,1155,11750,1981,1885,965,552,440,552,440,0,201,1333,891,75316,4718,72095,4498,49652,3680,791,444,48861,3658,45836,3578,3025,977,22443,2681,3221,1135,853,768,853,768,0,201,2368,789,8747,null,null,5593,null,null,5557,null,null,4573,null,null,1163,null,null,4861,null,null,4872,null,null,1155,null,null,1981,null,null,965,null,null,440,null,null,440,null,null,201,null,null,891,null,null,4718,null,null,4498,null,null,3680,null,null,444,null,null,3658,null,null,3578,null,null,977,null,null,2681,null,null,1135,null,null,768,null,null,768,null,null,201,null,null,789,null,null,51
245486,9739,131186,6053,126619,6048,107505,5268,1083,481,106422,5328,99223,5112,7199,1778,19114,2467,4567,1020,1231,661,1188,650,43,73,3336,915,114300,5573,108929,5470,71414,4286,293,287,71121,4273,65809,4239,5312,1507,37515,4175,5371,1028,741,339,642,317,99,122,4630,1012,9739,null,null,6053,null,null,6048,null,null,5268,null,null,481,null,null,5328,null,null,5112,null,null,1778,null,null,2467,null,null,1020,null,null,661,null,null,650,null,null,73,null,null,915,null,null,5573,null,null,5470,null,null,4286,null,null,287,null,null,4273,null,null,4239,null,null,1507,null,null,4175,null,null,1028,null,null,339,null,null,317,null,null,122,null,null,1012,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
86012,4917,44747,2766,43001,2762,36753,2627,1,4,36752,2627,34910,2675,1842,829,6248,1133,1746,604,209,117,209,117,0,147,1537,580,41265,3163,39949,3027,26656,2704,0,147,26656,2704,24004,2519,2652,965,13293,1749,1316,514,142,129,142,129,0,147,1174,464,4917,null,null,2766,null,null,2762,null,null,2627,null,null,4,null,null,2627,null,null,2675,null,null,829,null,null,1133,null,null,604,null,null,117,null,null,117,null,null,147,null,null,580,null,null,3163,null,null,3027,null,null,2704,null,null,147,null,null,2704,null,null,2519,null,null,965,null,null,1749,null,null,514,null,null,129,null,null,129,null,null,147,null,null,464,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
460797,15384,218684,9298,180045,8323,112479,5726,204,248,112275,5769,91893,4841,20382,2388,67566,4343,38639,2960,3080,789,2905,794,175,174,35559,2774,242113,8339,193214,7406,101551,5106,0,222,101551,5106,75963,4315,25588,2737,91663,5634,48899,2848,3278,770,2954,741,324,236,45621,2750,15384,null,null,9298,null,null,8323,null,null,5726,null,null,248,null,null,5769,null,null,4841,null,null,2388,null,null,4343,null,null,2960,null,null,789,null,null,794,null,null,174,null,null,2774,null,null,8339,null,null,7406,null,null,5106,null,null,222,null,null,5106,null,null,4315,null,null,2737,null,null,5634,null,null,2848,null,null,770,null,null,741,null,null,236,null,null,2750,null,null,72
45054,4725,24194,2723,23675,2748,20394,2430,168,227,20226,2415,19413,2401,813,486,3281,1391,519,451,128,161,128,161,0,195,391,400,20860,2744,19742,2682,10907,2209,0,195,10907,2209,9870,2104,1037,554,8835,1511,1118,600,96,98,96,98,0,195,1022,583,4725,null,null,2723,null,null,2748,null,null,2430,null,null,227,null,null,2415,null,null,2401,null,null,486,null,null,1391,null,null,451,null,null,161,null,null,161,null,null,195,null,null,400,null,null,2744,null,null,2682,null,null,2209,null,null,195,null,null,2209,null,null,2104,null,null,554,null,null,1511,null,null,600,null,null,98,null,null,98,null,null,195,null,null,583,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
427715,14635,214394,7753,201057,7354,162752,6866,631,302,162121,6841,151200,6825,10921,1616,38305,3356,13337,1616,2607,969,2036,799,571,449,10730,1466,213321,9142,196343,8359,128073,6741,103,121,127970,6716,117405,6080,10565,2156,68270,4858,16978,2012,2561,790,2561,790,0,204,14417,1927,14635,null,null,7753,null,null,7354,null,null,6866,null,null,302,null,null,6841,null,null,6825,null,null,1616,null,null,3356,null,null,1616,null,null,969,null,null,799,null,null,449,null,null,1466,null,null,9142,null,null,8359,null,null,6741,null,null,121,null,null,6716,null,null,6080,null,null,2156,null,null,4858,null,null,2012,null,null,790,null,null,790,null,null,204,null,null,1927,null,null,04
55968,4193,30997,2395,29786,2422,25372,2297,0,197,25372,2297,24726,2214,646,555,4414,1009,1211,480,476,395,476,395,0,197,735,468,24971,2472,23810,2439,12744,1958,0,197,12744,1958,12341,1964,403,464,11066,1968,1161,616,54,113,0,197,54,113,1107,599,4193,null,null,2395,null,null,2422,null,null,2297,null,null,197,null,null,2297,null,null,2214,null,null,555,null,null,1009,null,null,480,null,null,395,null,null,395,null,null,197,null,null,468,null,null,2472,null,null,2439,null,null,1958,null,null,197,null,null,1958,null,null,1964,null,null,464,null,null,1968,null,null,616,null,null,113,null,null,197,null,null,113,null,null,599,null,null,05
4196078,46858,2128427,27950,1986578,26873,1607857,23705,8174,2864,1599683,23352,1497062,21901,102621,6671,378721,9644,141849,5106,28013,2652,26236,2559,1777,636,113836,4560,2067651,24971,1880135,24230,1196419,19295,1193,560,1195226,19163,1093821,17365,101405,5595,683716,13790,187516,6772,20227,2219,19367,2120,860,469,167289,6537,46858,null,null,27950,null,null,26873,null,null,23705,null,null,2864,null,null,23352,null,null,21901,null,null,6671,null,null,9644,null,null,5106,null,null,2652,null,null,2559,null,null,636,null,null,4560,null,null,24971,null,null,24230,null,null,19295,null,null,560,null,null,19163,null,null,17365,null,null,5595,null,null,13790,null,null,6772,null,null,2219,null,null,2120,null,null,469,null,null,6537,null,null,06
170024,9033,90084,5915,84628,5710,73882,5150,701,465,73181,5208,69905,4930,3276,1264,10746,1781,5456,1037,1562,608,1523,603,39,66,3894,860,79940,4921,72781,4904,48219,4022,108,112,48111,4017,43826,3865,4285,1224,24562,2356,7159,1035,1328,514,1328,514,0,195,5831,1027,9033,null,null,5915,null,null,5710,null,null,5150,null,null,465,null,null,5208,null,null,4930,null,null,1264,null,null,1781,null,null,1037,null,null,608,null,null,603,null,null,66,null,null,860,null,null,4921,null,null,4904,null,null,4022,null,null,112,null,null,4017,null,null,3865,null,null,1224,null,null,2356,null,null,1035,null,null,514,null,null,514,null,null,195,null,null,1027,null,null,08
129527,8424,68804,5500,65577,5474,50652,5011,118,183,50534,4997,44541,4750,5993,1726,14925,2085,3227,873,635,494,635,494,0,200,2592,877,60723,4063,55396,3795,40094,3618,0,200,40094,3618,36254,3453,3840,1167,15302,2214,5327,989,920,636,920,636,0,200,4407,769,8424,null,null,5500,null,null,5474,null,null,5011,null,null,183,null,null,4997,null,null,4750,null,null,1726,null,null,2085,null,null,873,null,null,494,null,null,494,null,null,200,null,null,877,null,null,4063,null,null,3795,null,null,3618,null,null,200,null,null,3618,null,null,3453,null,null,1167,null,null,2214,null,null,989,null,null,636,null,null,636,null,null,200,null,null,769,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
25570,3299,13419,2143,13070,2091,11100,2011,0,203,11100,2011,10921,2025,179,171,1970,903,349,284,196,238,196,238,0,203,153,156,12151,1759,11031,1574,9250,1399,0,203,9250,1399,8721,1444,529,401,1781,781,1120,582,461,458,461,458,0,203,659,538,3299,null,null,2143,null,null,2091,null,null,2011,null,null,203,null,null,2011,null,null,2025,null,null,171,null,null,903,null,null,284,null,null,238,null,null,238,null,null,203,null,null,156,null,null,1759,null,null,1574,null,null,1399,null,null,203,null,null,1399,null,null,1444,null,null,401,null,null,781,null,null,582,null,null,458,null,null,458,null,null,203,null,null,538,null,null,11
