B12001_001E,B12001_001M,B12001_002E,B12001_002M,B12001_003E,B12001_003M,B12001_004E,B12001_004M,B12001_005E,B12001_005M,B12001_006E,B12001_006M,B12001_007E,B12001_007M,B12001_008E,B12001_008M,B12001_009E,B12001_009M,B12001_010E,B12001_010M,B12001_011E,B12001_011M,B12001_012E,B12001_012M,B12001_013E,B12001_013M,B12001_014E,B12001_014M,B12001_015E,B12001_015M,B12001_016E,B12001_016M,B12001_017E,B12001_017M,B12001_018E,B12001_018M,B12001_019E,B12001_019M,B12001_001M,B12001_001EA,B12001_001MA,B12001_002M,B12001_002EA,B12001_002MA,B12001_003M,B12001_003EA,B12001_003MA,B12001_004M,B12001_004EA,B12001_004MA,B12001_005M,B12001_005EA,B12001_005MA,B12001_006M,B12001_006EA,B12001_006MA,B12001_007M,B12001_007EA,B12001_007MA,B12001_008M,B12001_008EA,B12001_008MA,B12001_009M,B12001_009EA,B12001_009MA,B12001_010M,B12001_010EA,B12001_010MA,B12001_011M,B12001_011EA,B12001_011MA,B12001_012M,B12001_012EA,B12001_012MA,B12001_013M,B12001_013EA,B12001_013MA,B12001_014M,B12001_014EA,B12001_014MA,B12001_015M,B12001_015EA,B12001_015MA,B12001_016M,B12001_016EA,B12001_016MA,B12001_017M,B12001_017EA,B12001_017MA,B12001_018M,B12001_018EA,B12001_018MA,B12001_019M,B12001_019EA,B12001_019MA,state
5683233,1618,2728402,1947,1099367,11323,1340184,14061,1230221,14405,109963,6048,36285,3520,73678,4562,67720,3810,221131,8938,2954831,1978,1029325,9925,1361121,13366,1229142,12579,131979,6509,61358,4119,70621,5040,243119,5854,321266,7790,1618,null,null,1947,null,null,11323,null,null,14061,null,null,14405,null,null,6048,null,null,3520,null,null,4562,null,null,3810,null,null,8938,null,null,1978,null,null,9925,null,null,13366,null,null,12579,null,null,6509,null,null,4119,null,null,5040,null,null,5854,null,null,7790,null,null,25
8138464,2733,3967891,2684,1449488,11964,1975481,13342,1849361,13844,126120,5074,47138,3558,78982,4208,114154,4092,428768,7580,4170573,2763,1269324,11733,1989872,14159,1861045,14548,128827,5968,54658,2859,74169,4906,375908,6921,535469,9259,2733,null,null,2684,null,null,11964,null,null,13342,null,null,13844,null,null,5074,null,null,3558,null,null,4208,null,null,4092,null,null,7580,null,null,2763,null,null,11733,null,null,14159,null,null,14548,null,null,5968,null,null,2859,null,null,4906,null,null,6921,null,null,9259,null,null,26
4446706,2592,2197537,2654,784388,9765,1155063,11531,1090194,11684,64869,3673,19136,2438,45733,2850,50231,2715,207855,6612,2249169,2859,647681,8637,1171095,11140,1102308,11259,68787,3904,25363,2086,43424,3175,179050,3983,251343,6582,2592,null,null,2654,null,null,9765,null,null,11531,null,null,11684,null,null,3673,null,null,2438,null,null,2850,null,null,2715,null,null,6612,null,null,2859,null,null,8637,null,null,11140,null,null,11259,null,null,3904,null,null,2086,null,null,3175,null,null,3983,null,null,6582,null,null,27
2388158,3133,1137123,4364,419901,9763,560864,10008,503363,9690,57501,4064,29294,2991,28207,3179,34874,3134,121484,6037,1251035,4110,396965,9716,566853,10968,497423,11798,69430,4389,41638,3106,27792,3309,135398,5296,151819,5613,3133,null,null,4364,null,null,9763,null,null,10008,null,null,9690,null,null,4064,null,null,2991,null,null,3179,null,null,3134,null,null,6037,null,null,4110,null,null,9716,null,null,10968,null,null,11798,null,null,4389,null,null,3106,null,null,3309,null,null,5296,null,null,5613,null,null,28
4943723,3235,2402847,3984,820274,10800,1242830,11802,1154568,12748,88262,4459,39184,3117,49078,3667,74046,3785,265697,7344,2540876,3322,703563,8611,1257017,13156,1160360,12640,96657,4846,50132,3503,46525,3252,246377,6394,333919,8880,3235,null,null,3984,null,null,10800,null,null,11802,null,null,12748,null,null,4459,null,null,3117,null,null,3667,null,null,3785,null,null,7344,null,null,3322,null,null,8611,null,null,13156,null,null,12640,null,null,4846,null,null,3503,null,null,3252,null,null,6394,null,null,8880,null,null,29
852293,1824,427876,2355,142314,3821,224220,5422,211443,5775,12777,1653,4063,1060,8714,1307,12100,1464,49242,3672,424417,2051,106666,4260,225404,5679,211563,5834,13841,1910,5461,1206,8380,1508,36064,2614,56283,3378,1824,null,null,2355,null,null,3821,null,null,5422,null,null,5775,null,null,1653,null,null,1060,null,null,1307,null,null,1464,null,null,3672,null,null,2051,null,null,4260,null,null,5679,null,null,5834,null,null,1910,null,null,1206,null,null,1508,null,null,2614,null,null,3378,null,null,30
1509438,1732,747768,2383,253630,5640,402883,6317,378243,6093,24640,2597,7105,1388,17535,1888,20345,1607,70910,3275,761670,2019,206641,4640,394208,6190,369784,6405,24424,2173,9412,1380,15012,1728,71225,3258,89596,4270,1732,null,null,2383,null,null,5640,null,null,6317,null,null,6093,null,null,2597,null,null,1388,null,null,1888,null,null,1607,null,null,3275,null,null,2019,null,null,4640,null,null,6190,null,null,6405,null,null,2173,null,null,1380,null,null,1728,null,null,3258,null,null,4270,null,null,31
2376250,1187,1185734,1715,450143,7670,549637,9542,490424,9167,59213,4435,23933,3131,35280,3709,28800,2556,157154,6153,1190516,1739,355858,7653,557777,8293,489044,8414,68733,5314,31825,3284,36908,4457,97224,3181,179657,7000,1187,null,null,1715,null,null,7670,null,null,9542,null,null,9167,null,null,4435,null,null,3131,null,null,3709,null,null,2556,null,null,6153,null,null,1739,null,null,7653,null,null,8293,null,null,8414,null,null,5314,null,null,3284,null,null,4457,null,null,3181,null,null,7000,null,null,32
1123706,1509,555109,1899,182984,4806,296036,5870,278219,6115,17817,2428,6027,1229,11790,1970,15495,1726,60594,3765,568597,1622,151594,4062,293012,6102,277288,6404,15724,2124,6868,1548,8856,1695,49012,2810,74979,4718,1509,null,null,1899,null,null,4806,null,null,5870,null,null,6115,null,null,2428,null,null,1229,null,null,1970,null,null,1726,null,null,3765,null,null,1622,null,null,4062,null,null,6102,null,null,6404,null,null,2124,null,null,1548,null,null,1695,null,null,2810,null,null,4718,null,null,33
7313609,1132,3537022,1543,1345377,11872,1862328,14698,1700593,14651,161735,7101,58455,3965,103280,6008,86072,3722,243245,8214,3776587,1579,1207560,12016,1835528,15225,1656346,14918,179182,7222,84502,4753,94680,5578,347712,6496,385787,8255,1132,null,null,1543,null,null,11872,null,null,14698,null,null,14651,null,null,7101,null,null,3965,null,null,6008,null,null,3722,null,null,8214,null,null,1579,null,null,12016,null,null,15225,null,null,14918,null,null,7222,null,null,4753,null,null,5578,null,null,6496,null,null,8255,null,null,34
1676659,1736,824879,2357,313853,6518,384666,7847,347990,8554,36676,3275,12803,1781,23873,2997,25026,2055,101334,5170,851780,1984,269035,6489,384976,7770,344752,8086,40224,3441,16484,2364,23740,2643,76983,4474,120786,5218,1736,null,null,2357,null,null,6518,null,null,7847,null,null,8554,null,null,3275,null,null,1781,null,null,2997,null,null,2055,null,null,5170,null,null,1984,null,null,6489,null,null,7770,null,null,8086,null,null,3441,null,null,2364,null,null,2643,null,null,4474,null,null,5218,null,null,35
16287464,2913,7816473,4167,3234830,19865,3798154,20038,3328750,19746,469404,11612,160812,7056,308592,9680,206962,5358,576527,12308,8470991,3411,3084457,18420,3781386,23561,3248264,24393,533122,11887,242724,8065,290398,8932,753315,10832,851833,16543,2913,null,null,4167,null,null,19865,null,null,20038,null,null,19746,null,null,11612,null,null,7056,null,null,9680,null,null,5358,null,null,12308,null,null,3411,null,null,18420,null,null,23561,null,null,24393,null,null,11887,null,null,8065,null,null,8932,null,null,10832,null,null,16543,null,null,36
8250416,4829,3961788,5209,1377377,15041,2103171,18186,1898434,19362,204737,8758,100492,6686,104245,6393,107934,4799,373306,10638,4288628,5072,1254842,12440,2114868,17980,1899403,18781,215465,9696,123685,6882,91780,4980,397659,7219,521259,13980,4829,null,null,5209,null,null,15041,null,null,18186,null,null,19362,null,null,8758,null,null,6686,null,null,6393,null,null,4799,null,null,10638,null,null,5072,null,null,12440,null,null,17980,null,null,18781,null,null,9696,null,null,6882,null,null,4980,null,null,7219,null,null,13980,null,null,37
608512,1576,311519,2292,112971,3918,161769,4394,149900,4746,11869,2224,3100,1067,8769,2206,7724,1039,29055,2816,296993,1767,80687,3281,160244,4305,152350,4685,7894,1834,2621,1043,5273,1365,25690,1873,30372,2530,1576,null,null,2292,null,null,3918,null,null,4394,null,null,4746,null,null,2224,null,null,1067,null,null,2206,null,null,1039,null,null,2816,null,null,1767,null,null,3281,null,null,4305,null,null,4685,null,null,1834,null,null,1043,null,null,1365,null,null,1873,null,null,2530,null,null,38
9469520,3558,4597677,4141,1639270,11988,2315232,15376,2153122,17190,162110,7946,67618,4805,94492,6161,135293,4583,507882,10647,4871843,4039,1438290,11851,2328227,17830,2160401,19415,167826,7283,86811,5146,81015,4122,462189,7142,643137,12101,3558,null,null,4141,null,null,11988,null,null,15376,null,null,17190,null,null,7946,null,null,4805,null,null,6161,null,null,4583,null,null,10647,null,null,4039,null,null,11851,null,null,17830,null,null,19415,null,null,7283,null,null,5146,null,null,4122,null,null,7142,null,null,12101,null,null,39
3117282,1894,1528795,2463,501814,6461,793968,8850,726440,9413,67528,3765,28518,2505,39010,3130,47676,2679,185337,6140,1588487,2521,408475,6966,799268,8387,725690,8213,73578,3296,38861,2527,34717,2322,152414,4756,228330,5494,1894,null,null,2463,null,null,6461,null,null,8850,null,null,9413,null,null,3765,null,null,2505,null,null,3130,null,null,2679,null,null,6140,null,null,2521,null,null,6966,null,null,8387,null,null,8213,null,null,3296,null,null,2527,null,null,2322,null,null,4756,null,null,5494,null,null,40
3374727,2063,1657986,3389,567475,8480,855442,9571,792861,10908,62581,4826,21796,2252,40785,4024,41099,3232,193970,6839,1716741,2840,478351,7283,848126,11317,780299,11521,67827,4398,31238,3026,36589,3188,143266,5340,246998,7544,2063,null,null,3389,null,null,8480,null,null,9571,null,null,10908,null,null,4826,null,null,2252,null,null,4024,null,null,3232,null,null,6839,null,null,2840,null,null,7283,null,null,11317,null,null,11521,null,null,4398,null,null,3026,null,null,3188,null,null,5340,null,null,7544,null,null,41
10585604,2792,5138564,4117,1916471,15116,2605364,17435,2399540,16983,205824,8083,92562,4576,113262,6514,159061,5376,457668,10015,5447040,3539,1702435,12505,2602012,15391,2382420,17321,219592,7393,125957,5087,93635,5436,554767,8282,587826,10577,2792,null,null,4117,null,null,15116,null,null,17435,null,null,16983,null,null,8083,null,null,4576,null,null,6514,null,null,5376,null,null,10015,null,null,3539,null,null,12505,null,null,15391,null,null,17321,null,null,7393,null,null,5087,null,null,5436,null,null,8282,null,null,10577,null,null,42
886433,992,424571,1203,170386,5180,194794,6004,178152,6374,16642,2389,4422,1021,12220,2168,10823,1414,48568,3945,461862,1172,159423,4690,197335,6426,176908,6392,20427,2777,9337,1800,11090,2089,44176,3004,60928,3399,992,null,null,1203,null,null,5180,null,null,6004,null,null,6374,null,null,2389,null,null,1021,null,null,2168,null,null,1414,null,null,3945,null,null,1172,null,null,4690,null,null,6426,null,null,6392,null,null,2777,null,null,1800,null,null,2089,null,null,3004,null,null,3399,null,null,44
4046525,3062,1937011,2957,690100,9879,981954,12576,893018,12438,88936,5396,47426,4229,41510,3856,62251,4057,202706,7443,2109514,3186,633057,11018,1006798,13213,890814,13559,115984,6175,72189,4990,43795,3362,222076,7000,247583,8040,3062,null,null,2957,null,null,9879,null,null,12576,null,null,12438,null,null,5396,null,null,4229,null,null,3856,null,null,4057,null,null,7443,null,null,3186,null,null,11018,null,null,13213,null,null,13559,null,null,6175,null,null,4990,null,null,3362,null,null,7000,null,null,8040,null,null,45
684721,1567,342764,2074,122174,3529,178399,4527,166396,4541,12003,2202,4081,1072,7922,1699,8310,1224,33881,2633,341957,2082,95725,3648,174785,4648,165025,4791,9760,1511,3556,796,6204,1118,33724,2299,37723,2707,1567,null,null,2074,null,null,3529,null,null,4527,null,null,4541,null,null,2202,null,null,1072,null,null,1699,null,null,1224,null,null,2633,null,null,2082,null,null,3648,null,null,4648,null,null,4791,null,null,1511,null,null,796,null,null,1118,null,null,2299,null,null,2707,null,null,46
5405690,3971,2608425,4442,870117,9246,1361539,14513,1249239,15041,112300,5867,53563,4386,58737,4164,79653,4283,297116,9926,2797265,3979,769930,9761,1375752,13961,1256036,14594,119716,6193,68453,4783,51263,3834,263203,6906,388380,8663,3971,null,null,4442,null,null,9246,null,null,14513,null,null,15041,null,null,5867,null,null,4386,null,null,4164,null,null,4283,null,null,9926,null,null,3979,null,null,9761,null,null,13961,null,null,14594,null,null,6193,null,null,4783,null,null,3834,null,null,6906,null,null,8663,null,null,47
21772944,5640,10719917,6391,3890744,25137,5597035,32202,4999573,33295,597462,16228,218053,9105,379409,14058,254807,6876,977331,19076,11053027,6198,3325891,22410,5539763,28151,4901604,31265,638159,17009,320162,12139,317997,12168,860486,11510,1326887,20855,5640,null,null,6391,null,null,25137,null,null,32202,null,null,33295,null,null,16228,null,null,9105,null,null,14058,null,null,6876,null,null,19076,null,null,6198,null,null,22410,null,null,28151,null,null,31265,null,null,17009,null,null,12139,null,null,12168,null,null,11510,null,null,20855,null,null,48
2276760,1753,1139070,2341,386824,7396,642132,9179,600091,9026,42041,3865,15563,2461,26478,2642,18127,2123,91987,5054,1137690,2112,312644,6782,645554,10057,598845,9751,46709,3852,21208,2663,25501,2901,63179,3435,116313,5281,1753,null,null,2341,null,null,7396,null,null,9179,null,null,9026,null,null,3865,null,null,2461,null,null,2642,null,null,2123,null,null,5054,null,null,2112,null,null,6782,null,null,10057,null,null,9751,null,null,3852,null,null,2663,null,null,2901,null,null,3435,null,null,5281,null,null,49
527074,954,257638,1259,89531,2620,130936,4089,123873,4104,7063,1114,2806,774,4257,899,7438,1039,29733,2654,269436,1265,76869,2989,126821,3584,119912,3856,6909,1368,2643,852,4266,987,26028,1825,39718,2539,954,null,null,1259,null,null,2620,null,null,4089,null,null,4104,null,null,1114,null,null,774,null,null,899,null,null,1039,null,null,2654,null,null,1265,null,null,2989,null,null,3584,null,null,3856,null,null,1368,null,null,852,null,null,987,null,null,1825,null,null,2539,null,null,50
6860841,4316,3344431,4988,1190041,13358,1781718,15903,1610904,17532,170814,7925,70346,4613,100468,5758,82099,3858,290573,8364,3516410,4682,1042315,12301,1773165,16457,1589197,17253,183968,8455,94693,6138,89275,5878,296233,7039,404697,10867,4316,null,null,4988,null,null,13358,null,null,15903,null,null,17532,null,null,7925,null,null,4613,null,null,5758,null,null,3858,null,null,8364,null,null,4682,null,null,12301,null,null,16457,null,null,17253,null,null,8455,null,null,6138,null,null,5878,null,null,7039,null,null,10867,null,null,51
5929275,2890,2943737,2947,1033508,10672,1547533,12463,1432831,14388,114702,6673,40278,3487,74424,5784,64468,3848,298228,8214,2985538,2919,825474,8718,1528315,13580,1409676,13561,118639,6325,49481,3574,69158,5038,225648,5420,406101,9809,2890,null,null,2947,null,null,10672,null,null,12463,null,null,14388,null,null,6673,null,null,3487,null,null,5784,null,null,3848,null,null,8214,null,null,2919,null,null,8718,null,null,13580,null,null,13561,null,null,6325,null,null,3574,null,null,5038,null,null,5420,null,null,9809,null,null,53
1519860,2114,742920,2507,240042,6425,381962,7040,356187,6761,25775,2382,10808,1587,14967,1704,26576,2246,94340,4840,776940,2200,186715,4708,383117,7088,355343,7338,27774,2932,14087,1827,13687,2185,90344,3631,116764,4640,2114,null,null,2507,null,null,6425,null,null,7040,null,null,6761,null,null,2382,null,null,1587,null,null,1704,null,null,2246,null,null,4840,null,null,2200,null,null,4708,null,null,7088,null,null,7338,null,null,2932,null,null,1827,null,null,2185,null,null,3631,null,null,4640,null,null,54
4718806,2715,2330764,2604,832052,9989,1202340,11963,1140652,12455,61688,3460,21136,2066,40552,2655,58937,2417,237435,5969,2388042,2802,703306,9196,1204302,13243,1143917,13106,60385,3198,24776,2308,35609,2518,203038,5676,277396,6745,2715,null,null,2604,null,null,9989,null,null,11963,null,null,12455,null,null,3460,null,null,2066,null,null,2655,null,null,2417,null,null,5969,null,null,2802,null,null,9196,null,null,13243,null,null,13106,null,null,3198,null,null,2308,null,null,2518,null,null,5676,null,null,6745,null,null,55
466401,1788,237253,1880,71712,3358,130159,4004,121482,4272,8677,1483,3842,984,4835,1194,5663,1117,29719,2570,229148,1837,56562,2920,124094,4566,118465,4739,5629,1099,3067,962,2562,719,18176,1692,30316,2791,1788,null,null,1880,null,null,3358,null,null,4004,null,null,4272,null,null,1483,null,null,984,null,null,1194,null,null,1117,null,null,2570,null,null,1837,null,null,2920,null,null,4566,null,null,4739,null,null,1099,null,null,962,null,null,719,null,null,1692,null,null,2791,null,null,56
2854814,1402,1340005,2297,583888,8411,557261,8202,495791,8613,61470,4263,31272,3162,30198,3181,38871,2870,159985,6915,1514809,2282,552630,8165,555320,9721,482420,10405,72900,4719,41414,3493,31486,3127,169429,4799,237430,6421,1402,null,null,2297,null,null,8411,null,null,8202,null,null,8613,null,null,4263,null,null,3162,null,null,3181,null,null,2870,null,null,6915,null,null,2282,null,null,8165,null,null,9721,null,null,10405,null,null,4719,null,null,3493,null,null,3127,null,null,4799,null,null,6421,null,null,72
3962122,4601,1894579,4658,645555,10619,964481,11445,883158,12044,81323,4409,35249,3177,46074,3688,60974,3700,223569,7109,2067543,3872,583215,9944,984381,12489,887673,12599,96708,6298,55612,4760,41096,3922,225033,6188,274914,7687,4601,null,null,4658,null,null,10619,null,null,11445,null,null,12044,null,null,4409,null,null,3177,null,null,3688,null,null,3700,null,null,7109,null,null,3872,null,null,9944,null,null,12489,null,null,12599,null,null,6298,null,null,4760,null,null,3922,null,null,6188,null,null,7687,null,null,01
584670,1134,307284,1996,124922,3884,147001,4026,125867,4166,21134,2598,5196,1215,15938,2101,5596,1005,29765,2548,277386,2129,85832,3203,141114,4451,125263,4519,15851,1819,5364,1149,10487,1492,14861,1435,35579,3036,1134,null,null,1996,null,null,3884,null,null,4026,null,null,4166,null,null,2598,null,null,1215,null,null,2101,null,null,1005,null,null,2548,null,null,2129,null,null,3203,null,null,4451,null,null,4519,null,null,1819,null,null,1149,null,null,1492,null,null,1435,null,null,3036,null,null,02
5579306,1354,2754161,2157,1021830,11393,1358505,13233,1242914,13101,115591,5493,37733,3476,77858,4743,77226,3805,296600,9990,2825145,1907,838293,11831,1348501,13637,1220925,13195,127576,6795,55708,3853,71868,5775,239146,7362,399205,11094,1354,null,null,2157,null,null,11393,null,null,13233,null,null,13101,null,null,5493,null,null,3476,null,null,4743,null,null,3805,null,null,9990,null,null,1907,null,null,11831,null,null,13637,null,null,13195,null,null,6795,null,null,3853,null,null,5775,null,null,7362,null,null,11094,null,null,04
2400908,3547,1164988,3478,365387,7904,617082,9777,562642,9140,54440,3701,25747,2679,28693,3080,37732,2840,144787,6016,1235920,3360,308549,6410,620664,10676,559699,11167,60965,4740,36776,3894,24189,2994,127429,4259,179278,7681,3547,null,null,3478,null,null,7904,null,null,9777,null,null,9140,null,null,3701,null,null,2679,null,null,3080,null,null,2840,null,null,6016,null,null,3360,null,null,6410,null,null,10676,null,null,11167,null,null,4740,null,null,3894,null,null,2994,null,null,4259,null,null,7681,null,null,05
31696515,3180,15633439,4204,6342454,27160,7741620,33567,6857531,34680,884089,15686,266346,9182,617743,13865,339429,9842,1209936,19009,16063076,4182,5400492,25713,7656188,34881,6709545,39719,946643,16024,386036,10241,560607,12646,1248550,15554,1757846,22816,3180,null,null,4204,null,null,27160,null,null,33567,null,null,34680,null,null,15686,null,null,9182,null,null,13865,null,null,9842,null,null,19009,null,null,4182,null,null,25713,null,null,34881,null,null,39719,null,null,16024,null,null,10241,null,null,12646,null,null,15554,null,null,22816,null,null,06
4490574,1715,2251218,2666,802589,9999,1162192,12409,1075844,12986,86348,5111,26392,2534,59956,4366,47639,3581,238798,8438,2239356,2627,633684,9742,1164305,11541,1077949,11507,86356,4761,38231,3289,48125,3917,150398,4733,290969,7499,1715,null,null,2666,null,null,9999,null,null,12409,null,null,12986,null,null,5111,null,null,2534,null,null,4366,null,null,3581,null,null,8438,null,null,2627,null,null,9742,null,null,11541,null,null,11507,null,null,4761,null,null,3289,null,null,3917,null,null,4733,null,null,7499,null,null,08
