B19130_001E,B19130_001M,B19130_002E,B19130_002M,B19130_003E,B19130_003M,B19130_004E,B19130_004M,B19130_005E,B19130_005M,B19130_006E,B19130_006M,B19130_007E,B19130_007M,B19130_008E,B19130_008M,B19130_009E,B19130_009M,B19130_010E,B19130_010M,B19130_011E,B19130_011M,B19130_012E,B19130_012M,B19130_013E,B19130_013M,B19130_014E,B19130_014M,B19130_015E,B19130_015M,B19130_016E,B19130_016M,B19130_017E,B19130_017M,B19130_018E,B19130_018M,B19130_019E,B19130_019M,B19130_020E,B19130_020M,B19130_021E,B19130_021M,B19130_022E,B19130_022M,B19130_023E,B19130_023M,B19130_024E,B19130_024M,B19130_025E,B19130_025M,B19130_026E,B19130_026M,B19130_027E,B19130_027M,B19130_028E,B19130_028M,B19130_029E,B19130_029M,B19130_001M,B19130_001EA,B19130_001MA,B19130_002M,B19130_002EA,B19130_002MA,B19130_003M,B19130_003EA,B19130_003MA,B19130_004M,B19130_004EA,B19130_004MA,B19130_005M,B19130_005EA,B19130_005MA,B19130_006M,B19130_006EA,B19130_006MA,B19130_007M,B19130_007EA,B19130_007MA,B19130_008M,B19130_008EA,B19130_008MA,B19130_009M,B19130_009EA,B19130_009MA,B19130_010M,B19130_010EA,B19130_010MA,B19130_011M,B19130_011EA,B19130_011MA,B19130_012M,B19130_012EA,B19130_012MA,B19130_013M,B19130_013EA,B19130_013MA,B19130_014M,B19130_014EA,B19130_014MA,B19130_015M,B19130_015EA,B19130_015MA,B19130_016M,B19130_016EA,B19130_016MA,B19130_017M,B19130_017EA,B19130_017MA,B19130_018M,B19130_018EA,B19130_018MA,B19130_019M,B19130_019EA,B19130_019MA,B19130_020M,B19130_020EA,B19130_020MA,B19130_021M,B19130_021EA,B19130_021MA,B19130_022M,B19130_022EA,B19130_022MA,B19130_023M,B19130_023EA,B19130_023MA,B19130_024M,B19130_024EA,B19130_024MA,B19130_025M,B19130_025EA,B19130_025MA,B19130_026M,B19130_026EA,B19130_026MA,B19130_027M,B19130_027EA,B19130_027MA,B19130_028M,B19130_028EA,B19130_028MA,B19130_029M,B19130_029EA,B19130_029MA,state
412361248700,3670768337,346277999700,3597260664,1349332400,153706344,28210513000,813282391,60081549600,1392424849,83435815100,1688567079,43422617300,1455368038,37464020300,1464444300,61129620600,1746444338,31184531300,1131391367,66083249100,1369152715,21722899900,825881654,941251700,243487833,3392879500,273601159,4866695200,436563979,5683466300,487144066,2159523500,268466526,1544358800,240750640,1679816600,216587121,1454908200,211336871,44360349200,988938170,853059800,152636933,5411535100,351472359,8981804600,379107873,10973588300,478705279,5197490600,430439559,3311364200,269122391,5054101500,419851950,4577405000,404758083,3670768337,null,null,3597260664,null,null,153706344,null,null,813282391,null,null,1392424849,null,null,1688567079,null,null,1455368038,null,null,1464444300,null,null,1746444338,null,null,1131391367,null,null,1369152715,null,null,825881654,null,null,243487833,null,null,273601159,null,null,436563979,null,null,487144066,null,null,268466526,null,null,240750640,null,null,216587121,null,null,211336871,null,null,988938170,null,null,152636933,null,null,351472359,null,null,379107873,null,null,478705279,null,null,430439559,null,null,269122391,null,null,419851950,null,null,404758083,null,null,12
217592456300,2941997051,182851988900,2866697851,1209890900,148454888,18862758600,836396542,40936092800,1354421033,49595205400,1720288207,22701294500,883346480,17706124300,897051157,23592921700,909648205,8247700700,639573938,34740467400,1077296318,10045665900,738713601,380323900,96622676,1705175500,236664946,2095454700,244197578,2437664400,312099154,1158968700,298496427,793551000,373244794,808065700,172228490,666461900,193381337,24694801600,900019827,422595000,74154745,2984634800,282117764,5749097900,318059939,6556709600,481312538,2506893100,288438583,1808169700,238884435,2574923800,353724563,2091777800,282748950,2941997051,null,null,2866697851,null,null,148454888,null,null,836396542,null,null,1354421033,null,null,1720288207,null,null,883346480,null,null,897051157,null,null,909648205,null,null,639573938,null,null,1077296318,null,null,738713601,null,null,96622676,null,null,236664946,null,null,244197578,null,null,312099154,null,null,298496427,null,null,373244794,null,null,172228490,null,null,193381337,null,null,900019827,null,null,74154745,null,null,282117764,null,null,318059939,null,null,481312538,null,null,288438583,null,null,238884435,null,null,353724563,null,null,282748950,null,null,13
34111145000,716526771,28144294600,674315814,240630800,70522651,2806582300,288107250,4971266700,391591172,6622194000,486249571,3366369800,278397227,3398041100,291268428,4696849900,337685515,2042359900,223872074,5966850500,431216409,2128551900,247197421,93181800,46576568,309929700,109180349,313526500,72858598,423367000,96026097,211720600,79276011,234322700,113995336,255624500,98704708,286879000,84605344,3838298600,349631326,47255800,44600120,300347600,102642307,557251400,124180969,668545900,148039104,375996100,84186280,301096100,110974704,661127500,115441166,926678200,186900306,716526771,null,null,674315814,null,null,70522651,null,null,288107250,null,null,391591172,null,null,486249571,null,null,278397227,null,null,291268428,null,null,337685515,null,null,223872074,null,null,431216409,null,null,247197421,null,null,46576568,null,null,109180349,null,null,72858598,null,null,96026097,null,null,79276011,null,null,113995336,null,null,98704708,null,null,84605344,null,null,349631326,null,null,44600120,null,null,102642307,null,null,124180969,null,null,148039104,null,null,84186280,null,null,110974704,null,null,115441166,null,null,186900306,null,null,15
32824979500,1116276047,29145368700,1091222550,262222200,64005669,3857949800,530189931,6606647100,519701205,6530711300,427739715,3298749200,370047438,2975393300,296016304,4019106700,289030321,1594589200,201298855,3679610800,300172543,1414007200,198873888,78029700,46640760,211256000,59479598,361217700,118480807,326798700,84703934,124399200,97146503,100389100,50951711,120443100,47633610,91473700,36078641,2265603600,221696119,51699700,24288248,261251900,50267022,544038800,126873900,540493800,104461373,212666700,98710903,219197600,95539757,211134200,68472250,225120800,53496594,1116276047,null,null,1091222550,null,null,64005669,null,null,530189931,null,null,519701205,null,null,427739715,null,null,370047438,null,null,296016304,null,null,289030321,null,null,201298855,null,null,300172543,null,null,198873888,null,null,46640760,null,null,59479598,null,null,118480807,null,null,84703934,null,null,97146503,null,null,50951711,null,null,47633610,null,null,36078641,null,null,221696119,null,null,24288248,null,null,50267022,null,null,126873900,null,null,104461373,null,null,98710903,null,null,95539757,null,null,68472250,null,null,53496594,null,null,16
313092666800,2878565245,267209122500,3057803683,895298400,143376304,28869917600,924889388,58483278200,1101079606,71756798000,1586765058,34735524000,1107893732,28384523800,1042401486,31207301500,927189678,12876481100,875818735,45883544300,1049619532,15428011900,715901053,786938500,194542449,2559693000,293187741,3529570000,395222795,3858069800,379276865,1598996500,275171018,1050496000,165062841,1179274100,146897058,864974100,168319187,30455532400,774091279,631606300,91861437,3939318300,312730908,6385300800,389126971,7734864400,403065790,3224362400,272085819,2339594500,261344901,3245653000,316425743,2954832800,317531317,2878565245,null,null,3057803683,null,null,143376304,null,null,924889388,null,null,1101079606,null,null,1586765058,null,null,1107893732,null,null,1042401486,null,null,927189678,null,null,875818735,null,null,1049619532,null,null,715901053,null,null,194542449,null,null,293187741,null,null,395222795,null,null,379276865,null,null,275171018,null,null,165062841,null,null,146897058,null,null,168319187,null,null,774091279,null,null,91861437,null,null,312730908,null,null,389126971,null,null,403065790,null,null,272085819,null,null,261344901,null,null,316425743,null,null,317531317,null,null,17
136410780300,1633672706,117229115400,1695868672,914781400,142592446,13906331500,459219619,24540906400,877386396,29447003900,966502458,15124615200,897171986,12402117800,583102535,15067603100,558426995,5825756100,257858586,19181664900,635587473,6973178900,401311693,373918300,87334517,1158803900,133560148,1643784600,197263163,1885527600,266035496,600568300,111393361,503585300,174789459,426895100,99278625,380095900,89961920,12208486000,495592364,349563200,86662304,1653990800,155258120,2731981700,226355957,2878001400,241098259,1132543100,144037912,918658500,183768046,1274522300,117309659,1269224900,183012382,1633672706,null,null,1695868672,null,null,142592446,null,null,459219619,null,null,877386396,null,null,966502458,null,null,897171986,null,null,583102535,null,null,558426995,null,null,257858586,null,null,635587473,null,null,401311693,null,null,87334517,null,null,133560148,null,null,197263163,null,null,266035496,null,null,111393361,null,null,174789459,null,null,99278625,null,null,89961920,null,null,495592364,null,null,86662304,null,null,155258120,null,null,226355957,null,null,241098259,null,null,144037912,null,null,183768046,null,null,117309659,null,null,183012382,null,null,18
70756221700,1143470768,63175244600,1097404534,526577500,98566398,7673287000,401908075,13078648600,535623377,14718979700,625814287,8147876500,471411991,7065492800,447560478,8243561700,417749750,3720820800,324212854,7580977100,332330707,2968025400,277228979,130152100,31140751,563500100,91837603,705940600,110926511,736608000,125085933,416062700,221571404,131819400,38809021,164703500,48178497,119239000,31584571,4612951700,262298279,224124200,63768094,790934000,93513100,1189367700,121045297,966030600,114320564,348786000,64718329,321138000,90829014,307025400,72143766,465545800,109454610,1143470768,null,null,1097404534,null,null,98566398,null,null,401908075,null,null,535623377,null,null,625814287,null,null,471411991,null,null,447560478,null,null,417749750,null,null,324212854,null,null,332330707,null,null,277228979,null,null,31140751,null,null,91837603,null,null,110926511,null,null,125085933,null,null,221571404,null,null,38809021,null,null,48178497,null,null,31584571,null,null,262298279,null,null,63768094,null,null,93513100,null,null,121045297,null,null,114320564,null,null,64718329,null,null,90829014,null,null,72143766,null,null,109454610,null,null,19
63911296600,1018302714,55931326500,1078740703,598300800,113922836,7162805400,423574917,11671044900,540318256,13020759100,613532060,7311247000,458659179,6031936400,392756714,7001749100,325541100,3133483900,212718565,7979970100,578592932,3067001100,359479561,126079200,40520676,497660000,76009303,814581100,157888910,836930000,239149095,246731900,72870592,172378500,90070771,204499300,73106746,168141100,62980821,4912969000,441465101,148586000,30563278,802554800,104240188,1121269600,143301016,1264700900,348368107,400341600,70555552,277195600,71821480,429392300,83070033,468928400,85439186,1018302714,null,null,1078740703,null,null,113922836,null,null,423574917,null,null,540318256,null,null,613532060,null,null,458659179,null,null,392756714,null,null,325541100,null,null,212718565,null,null,578592932,null,null,359479561,null,null,40520676,null,null,76009303,null,null,157888910,null,null,239149095,null,null,72870592,null,null,90070771,null,null,73106746,null,null,62980821,null,null,441465101,null,null,30563278,null,null,104240188,null,null,143301016,null,null,348368107,null,null,70555552,null,null,71821480,null,null,83070033,null,null,85439186,null,null,20
86434190400,1452044276,73259361900,1427651531,684281700,110252433,8210750500,377642058,15493615400,587649924,17829210900,600272155,9114101600,552640505,7941714400,459995119,9958498800,464715701,4027188800,397718608,13174828400,676416170,4602319600,531592724,334446400,265412237,639593400,111265360,974558800,168184142,1235204600,297350068,405387100,91976015,354927800,88666560,412819800,132413204,245381700,57255027,8572508900,519716296,205712800,44581650,1253209400,139851888,1689609300,187566717,1954852100,195912123,860798300,127704666,552031300,86092105,1030654300,153737271,1025641400,330558987,1452044276,null,null,1427651531,null,null,110252433,null,null,377642058,null,null,587649924,null,null,600272155,null,null,552640505,null,null,459995119,null,null,464715701,null,null,397718608,null,null,676416170,null,null,531592724,null,null,265412237,null,null,111265360,null,null,168184142,null,null,297350068,null,null,91976015,null,null,88666560,null,null,132413204,null,null,57255027,null,null,519716296,null,null,44581650,null,null,139851888,null,null,187566717,null,null,195912123,null,null,127704666,null,null,86092105,null,null,153737271,null,null,330558987,null,null,21
86345838300,1583683087,71422713600,1561122840,446804000,92285363,9098294300,518255602,15325698100,883365588,17080220900,772343525,8631063000,542020855,7783318500,519496216,9592428700,507513146,3464886100,272011179,14923124700,687657878,4664635600,375476730,191907300,67802431,821628600,131377715,1069101200,162554125,1120235800,207863642,597816400,178691220,216237400,68286271,398938500,80922501,248770500,70523096,10258489100,534594612,224274300,84549493,1458749800,180773207,1977894100,175160127,2567668600,383582305,903555000,123469287,789623700,114963065,1131250000,122119892,1205473600,196600986,1583683087,null,null,1561122840,null,null,92285363,null,null,518255602,null,null,883365588,null,null,772343525,null,null,542020855,null,null,519496216,null,null,507513146,null,null,272011179,null,null,687657878,null,null,375476730,null,null,67802431,null,null,131377715,null,null,162554125,null,null,207863642,null,null,178691220,null,null,68286271,null,null,80922501,null,null,70523096,null,null,534594612,null,null,84549493,null,null,180773207,null,null,175160127,null,null,383582305,null,null,123469287,null,null,114963065,null,null,122119892,null,null,196600986,null,null,22
