B02010_001E,B02010_001M,B02010_001M,B02010_001EA,B02010_001MA,state
167446,10298,10298,null,null,12
103846,9729,9729,null,null,13
33315,4725,4725,null,null,15
42982,3340,3340,null,null,16
98929,5646,5646,null,null,17
50494,3853,3853,null,null,18
25409,2062,2062,null,null,19
62907,3496,3496,null,null,20
32270,2741,2741,null,null,21
63061,4833,4833,null,null,22
21517,1920,1920,null,null,23
58850,5824,5824,null,null,24
46254,3714,3714,null,null,25
157645,6627,6627,null,null,26
106393,3847,3847,null,null,27
24589,3038,3038,null,null,28
80414,3632,3632,null,null,29
87763,1824,1824,null,null,30
29023,1518,1518,null,null,31
63485,4968,4968,null,null,32
10205,951,951,null,null,33
59227,4497,4497,null,null,34
220136,5166,5166,null,null,35
197369,9509,9509,null,null,36
205112,6729,6729,null,null,37
53166,2692,2692,null,null,38
94297,5018,5018,null,null,39
523624,5494,5494,null,null,40
141215,7438,7438,null,null,41
103259,8175,8175,null,null,42
15512,2808,2808,null,null,44
45517,3914,3914,null,null,45
89660,2901,2901,null,null,46
62086,3916,3916,null,null,47
350974,13268,13268,null,null,48
52223,2975,2975,null,null,49
7972,1258,1258,null,null,50
86426,6393,6393,null,null,51
220683,8020,8020,null,null,53
13504,2149,2149,null,null,54
93580,3711,3711,null,null,55
20025,1772,1772,null,null,56
22359,4182,4182,null,null,72
56661,2945,2945,null,null,01
145982,2798,2798,null,null,02
392975,9139,9139,null,null,04
53548,3223,3223,null,null,05
746753,23376,23376,null,null,06
113874,5764,5764,null,null,08
38558,4523,4523,null,null,09
10179,1827,1827,null,null,10
5809,1106,1106,null,null,11
