B20005G_001E,B20005G_001M,B20005G_002E,B20005G_002M,B20005G_003E,B20005G_003M,B20005G_004E,B20005G_004M,B20005G_005E,B20005G_005M,B20005G_006E,B20005G_006M,B20005G_007E,B20005G_007M,B20005G_008E,B20005G_008M,B20005G_009E,B20005G_009M,B20005G_010E,B20005G_010M,B20005G_011E,B20005G_011M,B20005G_012E,B20005G_012M,B20005G_013E,B20005G_013M,B20005G_014E,B20005G_014M,B20005G_015E,B20005G_015M,B20005G_016E,B20005G_016M,B20005G_017E,B20005G_017M,B20005G_018E,B20005G_018M,B20005G_019E,B20005G_019M,B20005G_020E,B20005G_020M,B20005G_021E,B20005G_021M,B20005G_022E,B20005G_022M,B20005G_023E,B20005G_023M,B20005G_024E,B20005G_024M,B20005G_025E,B20005G_025M,B20005G_026E,B20005G_026M,B20005G_027E,B20005G_027M,B20005G_028E,B20005G_028M,B20005G_029E,B20005G_029M,B20005G_030E,B20005G_030M,B20005G_031E,B20005G_031M,B20005G_032E,B20005G_032M,B20005G_033E,B20005G_033M,B20005G_034E,B20005G_034M,B20005G_035E,B20005G_035M,B20005G_036E,B20005G_036M,B20005G_037E,B20005G_037M,B20005G_038E,B20005G_038M,B20005G_039E,B20005G_039M,B20005G_040E,B20005G_040M,B20005G_041E,B20005G_041M,B20005G_042E,B20005G_042M,B20005G_043E,B20005G_043M,B20005G_044E,B20005G_044M,B20005G_045E,B20005G_045M,B20005G_046E,B20005G_046M,B20005G_047E,B20005G_047M,B20005G_048E,B20005G_048M,B20005G_049E,B20005G_049M,B20005G_050E,B20005G_050M,B20005G_051E,B20005G_051M,B20005G_052E,B20005G_052M,B20005G_053E,B20005G_053M,B20005G_054E,B20005G_054M,B20005G_055E,B20005G_055M,B20005G_056E,B20005G_056M,B20005G_057E,B20005G_057M,B20005G_058E,B20005G_058M,B20005G_059E,B20005G_059M,B20005G_060E,B20005G_060M,B20005G_061E,B20005G_061M,B20005G_062E,B20005G_062M,B20005G_063E,B20005G_063M,B20005G_064E,B20005G_064M,B20005G_065E,B20005G_065M,B20005G_066E,B20005G_066M,B20005G_067E,B20005G_067M,B20005G_068E,B20005G_068M,B20005G_069E,B20005G_069M,B20005G_070E,B20005G_070M,B20005G_071E,B20005G_071M,B20005G_072E,B20005G_072M,B20005G_073E,B20005G_073M,B20005G_074E,B20005G_074M,B20005G_075E,B20005G_075M,B20005G_076E,B20005G_076M,B20005G_077E,B20005G_077M,B20005G_078E,B20005G_078M,B20005G_079E,B20005G_079M,B20005G_080E,B20005G_080M,B20005G_081E,B20005G_081M,B20005G_082E,B20005G_082M,B20005G_083E,B20005G_083M,B20005G_084E,B20005G_084M,B20005G_085E,B20005G_085M,B20005G_086E,B20005G_086M,B20005G_087E,B20005G_087M,B20005G_088E,B20005G_088M,B20005G_089E,B20005G_089M,B20005G_090E,B20005G_090M,B20005G_091E,B20005G_091M,B20005G_092E,B20005G_092M,B20005G_093E,B20005G_093M,B20005G_094E,B20005G_094M,B20005G_095E,B20005G_095M,B20005G_001M,B20005G_001EA,B20005G_001MA,B20005G_002M,B20005G_002EA,B20005G_002MA,B20005G_003M,B20005G_003EA,B20005G_003MA,B20005G_004M,B20005G_004EA,B20005G_004MA,B20005G_005M,B20005G_005EA,B20005G_005MA,B20005G_006M,B20005G_006EA,B20005G_006MA,B20005G_007M,B20005G_007EA,B20005G_007MA,B20005G_008M,B20005G_008EA,B20005G_008MA,B20005G_009M,B20005G_009EA,B20005G_009MA,B20005G_010M,B20005G_010EA,B20005G_010MA,B20005G_011M,B20005G_011EA,B20005G_011MA,B20005G_012M,B20005G_012EA,B20005G_012MA,B20005G_013M,B20005G_013EA,B20005G_013MA,B20005G_014M,B20005G_014EA,B20005G_014MA,B20005G_015M,B20005G_015EA,B20005G_015MA,B20005G_016M,B20005G_016EA,B20005G_016MA,B20005G_017M,B20005G_017EA,B20005G_017MA,B20005G_018M,B20005G_018EA,B20005G_018MA,B20005G_019M,B20005G_019EA,B20005G_019MA,B20005G_020M,B20005G_020EA,B20005G_020MA,B20005G_021M,B20005G_021EA,B20005G_021MA,B20005G_022M,B20005G_022EA,B20005G_022MA,B20005G_023M,B20005G_023EA,B20005G_023MA,B20005G_024M,B20005G_024EA,B20005G_024MA,B20005G_025M,B20005G_025EA,B20005G_025MA,B20005G_026M,B20005G_026EA,B20005G_026MA,B20005G_027M,B20005G_027EA,B20005G_027MA,B20005G_028M,B20005G_028EA,B20005G_028MA,B20005G_029M,B20005G_029EA,B20005G_029MA,B20005G_030M,B20005G_030EA,B20005G_030MA,B20005G_031M,B20005G_031EA,B20005G_031MA,B20005G_032M,B20005G_032EA,B20005G_032MA,B20005G_033M,B20005G_033EA,B20005G_033MA,B20005G_034M,B20005G_034EA,B20005G_034MA,B20005G_035M,B20005G_035EA,B20005G_035MA,B20005G_036M,B20005G_036EA,B20005G_036MA,B20005G_037M,B20005G_037EA,B20005G_037MA,B20005G_038M,B20005G_038EA,B20005G_038MA,B20005G_039M,B20005G_039EA,B20005G_039MA,B20005G_040M,B20005G_040EA,B20005G_040MA,B20005G_041M,B20005G_041EA,B20005G_041MA,B20005G_042M,B20005G_042EA,B20005G_042MA,B20005G_043M,B20005G_043EA,B20005G_043MA,B20005G_044M,B20005G_044EA,B20005G_044MA,B20005G_045M,B20005G_045EA,B20005G_045MA,B20005G_046M,B20005G_046EA,B20005G_046MA,B20005G_047M,B20005G_047EA,B20005G_047MA,B20005G_048M,B20005G_048EA,B20005G_048MA,B20005G_049M,B20005G_049EA,B20005G_049MA,B20005G_050M,B20005G_050EA,B20005G_050MA,B20005G_051M,B20005G_051EA,B20005G_051MA,B20005G_052M,B20005G_052EA,B20005G_052MA,B20005G_053M,B20005G_053EA,B20005G_053MA,B20005G_054M,B20005G_054EA,B20005G_054MA,B20005G_055M,B20005G_055EA,B20005G_055MA,B20005G_056M,B20005G_056EA,B20005G_056MA,B20005G_057M,B20005G_057EA,B20005G_057MA,B20005G_058M,B20005G_058EA,B20005G_058MA,B20005G_059M,B20005G_059EA,B20005G_059MA,B20005G_060M,B20005G_060EA,B20005G_060MA,B20005G_061M,B20005G_061EA,B20005G_061MA,B20005G_062M,B20005G_062EA,B20005G_062MA,B20005G_063M,B20005G_063EA,B20005G_063MA,B20005G_064M,B20005G_064EA,B20005G_064MA,B20005G_065M,B20005G_065EA,B20005G_065MA,B20005G_066M,B20005G_066EA,B20005G_066MA,B20005G_067M,B20005G_067EA,B20005G_067MA,B20005G_068M,B20005G_068EA,B20005G_068MA,B20005G_069M,B20005G_069EA,B20005G_069MA,B20005G_070M,B20005G_070EA,B20005G_070MA,B20005G_071M,B20005G_071EA,B20005G_071MA,B20005G_072M,B20005G_072EA,B20005G_072MA,B20005G_073M,B20005G_073EA,B20005G_073MA,B20005G_074M,B20005G_074EA,B20005G_074MA,B20005G_075M,B20005G_075EA,B20005G_075MA,B20005G_076M,B20005G_076EA,B20005G_076MA,B20005G_077M,B20005G_077EA,B20005G_077MA,B20005G_078M,B20005G_078EA,B20005G_078MA,B20005G_079M,B20005G_079EA,B20005G_079MA,B20005G_080M,B20005G_080EA,B20005G_080MA,B20005G_081M,B20005G_081EA,B20005G_081MA,B20005G_082M,B20005G_082EA,B20005G_082MA,B20005G_083M,B20005G_083EA,B20005G_083MA,B20005G_084M,B20005G_084EA,B20005G_084MA,B20005G_085M,B20005G_085EA,B20005G_085MA,B20005G_086M,B20005G_086EA,B20005G_086MA,B20005G_087M,B20005G_087EA,B20005G_087MA,B20005G_088M,B20005G_088EA,B20005G_088MA,B20005G_089M,B20005G_089EA,B20005G_089MA,B20005G_090M,B20005G_090EA,B20005G_090MA,B20005G_091M,B20005G_091EA,B20005G_091MA,B20005G_092M,B20005G_092EA,B20005G_092MA,B20005G_093M,B20005G_093EA,B20005G_093MA,B20005G_094M,B20005G_094EA,B20005G_094MA,B20005G_095M,B20005G_095EA,B20005G_095MA,state
310483,13654,156748,7700,70295,5156,0,221,70295,5156,70,133,40,73,399,347,807,623,1952,879,1564,754,2918,984,2810,1232,5753,1610,2683,1116,5258,1648,7354,1631,4387,1325,4663,1148,3980,1314,4095,1111,4266,1297,4379,1141,5800,1329,7117,1774,86453,5344,47854,3833,38599,3830,6993,1732,4440,1390,3671,1091,2256,894,4579,1282,2297,860,2313,768,1394,750,2386,1116,877,583,1884,953,2158,991,488,367,459,311,424,377,383,370,142,139,425,305,332,283,698,425,153735,8816,50553,5167,0,221,50553,5167,0,221,98,139,543,447,238,207,1775,673,1698,1048,4616,1695,1671,596,3721,1145,2619,964,4471,1194,4564,969,4712,1210,3020,955,3595,1038,2481,1067,2796,926,2872,961,2480,1101,2583,945,103182,7925,55031,4980,48151,5058,9274,1816,4471,1168,4725,1155,4254,1105,6076,1560,2169,884,4848,1425,1978,825,3027,949,1159,610,1078,550,1596,723,445,378,512,452,399,327,556,383,333,217,369,264,359,278,523,407,13654,null,null,7700,null,null,5156,null,null,221,null,null,5156,null,null,133,null,null,73,null,null,347,null,null,623,null,null,879,null,null,754,null,null,984,null,null,1232,null,null,1610,null,null,1116,null,null,1648,null,null,1631,null,null,1325,null,null,1148,null,null,1314,null,null,1111,null,null,1297,null,null,1141,null,null,1329,null,null,1774,null,null,5344,null,null,3833,null,null,3830,null,null,1732,null,null,1390,null,null,1091,null,null,894,null,null,1282,null,null,860,null,null,768,null,null,750,null,null,1116,null,null,583,null,null,953,null,null,991,null,null,367,null,null,311,null,null,377,null,null,370,null,null,139,null,null,305,null,null,283,null,null,425,null,null,8816,null,null,5167,null,null,221,null,null,5167,null,null,221,null,null,139,null,null,447,null,null,207,null,null,673,null,null,1048,null,null,1695,null,null,596,null,null,1145,null,null,964,null,null,1194,null,null,969,null,null,1210,null,null,955,null,null,1038,null,null,1067,null,null,926,null,null,961,null,null,1101,null,null,945,null,null,7925,null,null,4980,null,null,5058,null,null,1816,null,null,1168,null,null,1155,null,null,1105,null,null,1560,null,null,884,null,null,1425,null,null,825,null,null,949,null,null,610,null,null,550,null,null,723,null,null,378,null,null,452,null,null,327,null,null,383,null,null,217,null,null,264,null,null,278,null,null,407,null,null,12
136828,8460,64891,5261,29797,3011,0,218,29797,3011,145,173,193,301,142,188,393,259,1115,594,236,257,1664,849,682,506,1420,787,1012,434,2406,904,1473,701,2205,921,1145,582,1173,704,2152,1027,3189,1122,2322,791,2701,744,4029,928,35094,4439,18594,2923,16500,2981,3103,1041,2661,1080,1667,843,1616,919,719,441,809,442,1255,599,412,345,1134,583,184,162,637,347,364,359,203,245,588,409,101,158,316,229,30,52,78,137,289,249,334,280,71937,5280,23094,2890,0,218,23094,2890,125,144,20,39,296,295,181,185,770,519,382,360,294,226,394,279,1386,747,717,452,1484,588,1782,697,1896,662,2832,1145,1287,682,1924,979,1578,651,2023,865,2066,654,1657,686,48843,4372,23619,3204,25224,2907,6798,1555,3288,1155,4204,1193,1033,516,2100,890,966,592,2133,1121,597,365,301,258,234,206,828,517,334,312,532,557,636,501,295,307,464,281,251,259,45,75,136,171,49,81,8460,null,null,5261,null,null,3011,null,null,218,null,null,3011,null,null,173,null,null,301,null,null,188,null,null,259,null,null,594,null,null,257,null,null,849,null,null,506,null,null,787,null,null,434,null,null,904,null,null,701,null,null,921,null,null,582,null,null,704,null,null,1027,null,null,1122,null,null,791,null,null,744,null,null,928,null,null,4439,null,null,2923,null,null,2981,null,null,1041,null,null,1080,null,null,843,null,null,919,null,null,441,null,null,442,null,null,599,null,null,345,null,null,583,null,null,162,null,null,347,null,null,359,null,null,245,null,null,409,null,null,158,null,null,229,null,null,52,null,null,137,null,null,249,null,null,280,null,null,5280,null,null,2890,null,null,218,null,null,2890,null,null,144,null,null,39,null,null,295,null,null,185,null,null,519,null,null,360,null,null,226,null,null,279,null,null,747,null,null,452,null,null,588,null,null,697,null,null,662,null,null,1145,null,null,682,null,null,979,null,null,651,null,null,865,null,null,654,null,null,686,null,null,4372,null,null,3204,null,null,2907,null,null,1555,null,null,1155,null,null,1193,null,null,516,null,null,890,null,null,592,null,null,1121,null,null,365,null,null,258,null,null,206,null,null,517,null,null,312,null,null,557,null,null,501,null,null,307,null,null,281,null,null,259,null,null,75,null,null,171,null,null,81,null,null,13
228323,9551,117040,6174,60375,4173,0,185,60375,4173,66,76,100,117,210,218,252,228,767,379,707,429,1647,751,863,502,1664,668,1940,669,4079,1060,4818,1091,5391,1490,4465,1092,3389,933,4919,1258,5188,1048,5258,1174,7540,1335,7112,1307,56665,3959,31205,3052,25460,2551,3763,958,2443,706,3174,978,1947,746,2227,599,1654,657,1567,648,589,341,1336,586,413,233,790,392,1378,644,530,362,610,423,451,295,593,444,519,348,372,305,355,256,749,309,111283,4751,47284,3136,0,185,47284,3136,27,45,146,211,438,297,245,234,762,458,751,310,1062,549,1345,551,2079,669,1844,804,4387,1085,4309,1115,4712,1214,5269,1271,2644,705,2751,672,3354,795,3710,1098,4016,895,3433,853,63999,3664,33190,2668,30809,2361,5007,1146,2666,1083,3037,841,2861,846,3229,727,1675,763,2502,785,510,314,2334,823,905,511,2025,745,972,373,424,257,518,265,541,360,316,211,249,177,369,253,462,269,207,193,9551,null,null,6174,null,null,4173,null,null,185,null,null,4173,null,null,76,null,null,117,null,null,218,null,null,228,null,null,379,null,null,429,null,null,751,null,null,502,null,null,668,null,null,669,null,null,1060,null,null,1091,null,null,1490,null,null,1092,null,null,933,null,null,1258,null,null,1048,null,null,1174,null,null,1335,null,null,1307,null,null,3959,null,null,3052,null,null,2551,null,null,958,null,null,706,null,null,978,null,null,746,null,null,599,null,null,657,null,null,648,null,null,341,null,null,586,null,null,233,null,null,392,null,null,644,null,null,362,null,null,423,null,null,295,null,null,444,null,null,348,null,null,305,null,null,256,null,null,309,null,null,4751,null,null,3136,null,null,185,null,null,3136,null,null,45,null,null,211,null,null,297,null,null,234,null,null,458,null,null,310,null,null,549,null,null,551,null,null,669,null,null,804,null,null,1085,null,null,1115,null,null,1214,null,null,1271,null,null,705,null,null,672,null,null,795,null,null,1098,null,null,895,null,null,853,null,null,3664,null,null,2668,null,null,2361,null,null,1146,null,null,1083,null,null,841,null,null,846,null,null,727,null,null,763,null,null,785,null,null,314,null,null,823,null,null,511,null,null,745,null,null,373,null,null,257,null,null,265,null,null,360,null,null,211,null,null,177,null,null,253,null,null,269,null,null,193,null,null,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
177938,8458,86316,5237,35410,3287,0,185,35410,3287,81,106,0,185,223,234,501,359,224,239,414,372,926,757,659,441,2180,953,755,349,2913,869,2762,784,2479,811,2839,898,1656,563,3484,1029,2958,908,1415,486,4129,1232,4812,1048,50906,4110,23038,2637,27868,2813,6039,1209,3723,1027,2694,693,2532,722,2034,831,413,313,1420,637,961,653,1409,659,654,325,1060,506,1414,789,444,300,545,382,104,139,369,251,775,471,211,161,743,438,324,204,91622,5192,31712,2648,0,185,31712,2648,29,48,78,131,121,158,225,223,847,444,365,403,981,440,816,478,2903,1042,1076,481,2589,811,2407,723,2937,953,2724,853,2030,606,2208,558,2691,712,1868,717,1575,571,3242,915,59910,4059,30985,3174,28925,2439,6541,1241,3522,1221,2895,953,2096,606,3209,929,1590,506,1564,742,886,435,1459,638,473,278,872,449,850,407,418,256,570,340,506,458,180,210,566,384,186,192,508,290,34,56,8458,null,null,5237,null,null,3287,null,null,185,null,null,3287,null,null,106,null,null,185,null,null,234,null,null,359,null,null,239,null,null,372,null,null,757,null,null,441,null,null,953,null,null,349,null,null,869,null,null,784,null,null,811,null,null,898,null,null,563,null,null,1029,null,null,908,null,null,486,null,null,1232,null,null,1048,null,null,4110,null,null,2637,null,null,2813,null,null,1209,null,null,1027,null,null,693,null,null,722,null,null,831,null,null,313,null,null,637,null,null,653,null,null,659,null,null,325,null,null,506,null,null,789,null,null,300,null,null,382,null,null,139,null,null,251,null,null,471,null,null,161,null,null,438,null,null,204,null,null,5192,null,null,2648,null,null,185,null,null,2648,null,null,48,null,null,131,null,null,158,null,null,223,null,null,444,null,null,403,null,null,440,null,null,478,null,null,1042,null,null,481,null,null,811,null,null,723,null,null,953,null,null,853,null,null,606,null,null,558,null,null,712,null,null,717,null,null,571,null,null,915,null,null,4059,null,null,3174,null,null,2439,null,null,1241,null,null,1221,null,null,953,null,null,606,null,null,929,null,null,506,null,null,742,null,null,435,null,null,638,null,null,278,null,null,449,null,null,407,null,null,256,null,null,340,null,null,458,null,null,210,null,null,384,null,null,192,null,null,290,null,null,56,null,null,17
80464,5464,35950,3332,13276,1920,63,85,13213,1908,90,108,116,164,251,239,17,31,0,192,0,192,1025,644,199,219,870,463,133,137,886,519,2056,864,870,415,1071,674,799,508,844,431,919,509,904,628,1011,519,1152,693,22674,2493,10170,1487,12504,1913,3203,793,1899,701,1813,725,993,442,1334,599,87,98,577,343,47,80,486,344,102,133,698,429,154,225,175,213,360,318,123,217,202,198,10,18,0,192,241,314,0,192,44514,4010,13926,2100,0,192,13926,2100,41,73,0,192,260,313,319,189,897,592,550,558,669,491,114,124,1063,548,620,390,1428,689,2701,850,753,486,883,406,426,237,459,273,889,474,514,352,820,514,520,399,30588,3352,14465,1964,16123,2776,3938,1312,1556,583,3146,1159,1221,443,1685,813,790,959,890,513,655,460,549,442,333,310,239,245,453,416,225,209,80,103,103,126,35,61,9,18,59,99,112,178,45,95,5464,null,null,3332,null,null,1920,null,null,85,null,null,1908,null,null,108,null,null,164,null,null,239,null,null,31,null,null,192,null,null,192,null,null,644,null,null,219,null,null,463,null,null,137,null,null,519,null,null,864,null,null,415,null,null,674,null,null,508,null,null,431,null,null,509,null,null,628,null,null,519,null,null,693,null,null,2493,null,null,1487,null,null,1913,null,null,793,null,null,701,null,null,725,null,null,442,null,null,599,null,null,98,null,null,343,null,null,80,null,null,344,null,null,133,null,null,429,null,null,225,null,null,213,null,null,318,null,null,217,null,null,198,null,null,18,null,null,192,null,null,314,null,null,192,null,null,4010,null,null,2100,null,null,192,null,null,2100,null,null,73,null,null,192,null,null,313,null,null,189,null,null,592,null,null,558,null,null,491,null,null,124,null,null,548,null,null,390,null,null,689,null,null,850,null,null,486,null,null,406,null,null,237,null,null,273,null,null,474,null,null,352,null,null,514,null,null,399,null,null,3352,null,null,1964,null,null,2776,null,null,1312,null,null,583,null,null,1159,null,null,443,null,null,813,null,null,959,null,null,513,null,null,460,null,null,442,null,null,310,null,null,245,null,null,416,null,null,209,null,null,103,null,null,126,null,null,61,null,null,18,null,null,99,null,null,178,null,null,95,null,null,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
54992,4257,26831,2940,10097,1530,0,174,10097,1530,38,65,122,168,70,77,0,174,345,199,54,93,355,274,348,251,1128,655,376,229,606,349,441,355,678,328,418,229,834,399,1043,490,852,394,824,439,885,507,680,397,16734,2236,7045,1482,9689,1829,3234,1163,1538,616,1152,462,394,237,821,629,443,327,672,481,98,95,334,244,0,174,229,233,254,236,69,79,105,138,0,174,234,353,8,14,85,98,0,174,19,34,28161,2446,10589,1401,0,174,10589,1401,28,37,0,174,529,576,124,161,241,169,165,194,396,276,699,523,524,324,388,269,744,364,1369,792,1667,579,801,455,572,302,634,382,825,425,106,148,274,237,503,287,17572,2081,7604,1399,9968,1562,1759,634,1699,499,1041,491,1082,628,1851,830,716,423,221,202,233,232,475,397,0,174,100,143,56,75,151,171,350,433,38,67,44,72,0,174,0,174,0,174,152,202,4257,null,null,2940,null,null,1530,null,null,174,null,null,1530,null,null,65,null,null,168,null,null,77,null,null,174,null,null,199,null,null,93,null,null,274,null,null,251,null,null,655,null,null,229,null,null,349,null,null,355,null,null,328,null,null,229,null,null,399,null,null,490,null,null,394,null,null,439,null,null,507,null,null,397,null,null,2236,null,null,1482,null,null,1829,null,null,1163,null,null,616,null,null,462,null,null,237,null,null,629,null,null,327,null,null,481,null,null,95,null,null,244,null,null,174,null,null,233,null,null,236,null,null,79,null,null,138,null,null,174,null,null,353,null,null,14,null,null,98,null,null,174,null,null,34,null,null,2446,null,null,1401,null,null,174,null,null,1401,null,null,37,null,null,174,null,null,576,null,null,161,null,null,169,null,null,194,null,null,276,null,null,523,null,null,324,null,null,269,null,null,364,null,null,792,null,null,579,null,null,455,null,null,302,null,null,382,null,null,425,null,null,148,null,null,237,null,null,287,null,null,2081,null,null,1399,null,null,1562,null,null,634,null,null,499,null,null,491,null,null,628,null,null,830,null,null,423,null,null,202,null,null,232,null,null,397,null,null,174,null,null,143,null,null,75,null,null,171,null,null,433,null,null,67,null,null,72,null,null,174,null,null,174,null,null,174,null,null,202,null,null,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
