B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25070_001M,B25070_001EA,B25070_001MA,B25070_002M,B25070_002EA,B25070_002MA,B25070_003M,B25070_003EA,B25070_003MA,B25070_004M,B25070_004EA,B25070_004MA,B25070_005M,B25070_005EA,B25070_005MA,B25070_006M,B25070_006EA,B25070_006MA,B25070_007M,B25070_007EA,B25070_007MA,B25070_008M,B25070_008EA,B25070_008MA,B25070_009M,B25070_009EA,B25070_009MA,B25070_010M,B25070_010EA,B25070_010MA,B25070_011M,B25070_011EA,B25070_011MA,state
2716331,20401,69183,5472,159586,7605,263618,9053,321164,10568,291580,8873,235917,7517,191519,8333,263978,9959,724989,12676,194797,7735,20401,null,null,5472,null,null,7605,null,null,9053,null,null,10568,null,null,8873,null,null,7517,null,null,8333,null,null,9959,null,null,12676,null,null,7735,null,null,12
1417529,16560,49090,4618,120453,7030,183365,7791,171236,8019,146576,7457,116408,6607,87764,4881,121769,6512,311768,10607,109100,5809,16560,null,null,4618,null,null,7030,null,null,7791,null,null,8019,null,null,7457,null,null,6607,null,null,4881,null,null,6512,null,null,10607,null,null,5809,null,null,13
195242,4348,8103,1463,13735,1688,18138,2281,19031,2213,21188,2181,14814,1896,13753,2256,20831,2682,51070,3664,14579,1784,4348,null,null,1463,null,null,1688,null,null,2281,null,null,2213,null,null,2181,null,null,1896,null,null,2256,null,null,2682,null,null,3664,null,null,1784,null,null,15
192655,5870,8013,1662,16413,2318,26632,3165,21483,2288,21160,2647,13487,1795,10788,1813,16584,2501,38685,4069,19410,2337,5870,null,null,1662,null,null,2318,null,null,3165,null,null,2288,null,null,2647,null,null,1795,null,null,1813,null,null,2501,null,null,4069,null,null,2337,null,null,16
1675188,17617,64640,4578,147222,5990,221133,7795,202257,7851,166541,7156,140141,6011,102806,5619,128940,6292,386492,9045,115016,5092,17617,null,null,4578,null,null,5990,null,null,7795,null,null,7851,null,null,7156,null,null,6011,null,null,5619,null,null,6292,null,null,9045,null,null,5092,null,null,17
801849,11165,34917,3084,77157,4342,104190,4527,93444,5151,86611,3968,65549,3791,47775,3710,63936,4443,162244,5798,66026,4422,11165,null,null,3084,null,null,4342,null,null,4527,null,null,5151,null,null,3968,null,null,3791,null,null,3710,null,null,4443,null,null,5798,null,null,4422,null,null,18
366497,6811,21072,2292,38716,2878,45824,3051,44370,2976,36146,2810,28070,2437,20526,2304,25361,2487,74569,4043,31843,2289,6811,null,null,2292,null,null,2878,null,null,3051,null,null,2976,null,null,2810,null,null,2437,null,null,2304,null,null,2487,null,null,4043,null,null,2289,null,null,19
381015,7352,18463,1844,40209,2674,51864,3766,46223,3967,42317,3429,30958,2295,21961,2525,30941,3216,70809,4019,27270,2341,7352,null,null,1844,null,null,2674,null,null,3766,null,null,3967,null,null,3429,null,null,2295,null,null,2525,null,null,3216,null,null,4019,null,null,2341,null,null,20
569531,9504,28104,2506,57478,4214,66569,4629,66470,4327,58644,3307,41552,3752,31638,3242,42413,3987,113145,5838,63518,4217,9504,null,null,2506,null,null,4214,null,null,4629,null,null,4327,null,null,3307,null,null,3752,null,null,3242,null,null,3987,null,null,5838,null,null,4217,null,null,21
615091,11467,23227,3089,42516,3871,63351,3939,57822,4244,56359,3329,46540,3646,38483,3678,51868,3841,154947,7594,79978,4104,11467,null,null,3089,null,null,3871,null,null,3939,null,null,4244,null,null,3329,null,null,3646,null,null,3678,null,null,3841,null,null,7594,null,null,4104,null,null,22
