B19066_001E,B19066_001M,B19066_001M,B19066_001EA,B19066_001MA,state
3785392800,123402887,123402887,null,null,12
1905160700,78385821,78385821,null,null,13
169598300,21323423,21323423,null,null,15
290931900,28695977,28695977,null,null,16
2347562100,76672661,76672661,null,null,17
1349044300,64309017,64309017,null,null,18
495759300,32353879,32353879,null,null,19
404971500,34307632,34307632,null,null,20
1245595700,60948832,60948832,null,null,21
1123598400,60929536,60929536,null,null,22
338883000,28269816,28269816,null,null,23
984840400,47783574,47783574,null,null,24
1566269700,77909542,77909542,null,null,25
2449741000,83527088,83527088,null,null,26
877031400,46324649,46324649,null,null,27
742319700,44894974,44894974,null,null,28
1254907200,61402109,61402109,null,null,29
181403400,19459081,19459081,null,null,30
287046000,25424431,25424431,null,null,31
458346700,36638850,36638850,null,null,32
291788400,30195162,30195162,null,null,33
1456248000,76497274,76497274,null,null,34
443041100,36270536,36270536,null,null,35
4302056900,110008709,110008709,null,null,36
1820151100,66565767,66565767,null,null,37
83082400,11551638,11551638,null,null,38
2619992300,76346215,76346215,null,null,39
796318700,40517281,40517281,null,null,40
765415900,47743041,47743041,null,null,41
2754726200,96800645,96800645,null,null,42
344932300,38058305,38058305,null,null,44
929980100,46221486,46221486,null,null,45
117899600,14574918,14574918,null,null,46
1499160300,65468247,65468247,null,null,47
4225152100,124131972,124131972,null,null,48
354401300,29253676,29253676,null,null,49
149980500,25163103,25163103,null,null,50
1242643200,69182763,69182763,null,null,51
1329321100,62770645,62770645,null,null,53
548109000,42877474,42877474,null,null,54
1122092600,52534716,52534716,null,null,55
82656800,14501105,14501105,null,null,56
51160600,11407924,11407924,null,null,72
1177623600,60337733,60337733,null,null,01
97551500,14943727,14943727,null,null,02
1193856400,59913797,59913797,null,null,04
689804200,42932405,42932405,null,null,05
8155063100,167784917,167784917,null,null,06
722331100,49614586,49614586,null,null,08
656460100,46699546,46699546,null,null,09
166591800,24602515,24602515,null,null,10
141720500,20702666,20702666,null,null,11
