B23013_001E,B23013_001M,B23013_002E,B23013_002M,B23013_003E,B23013_003M,B23013_001M,B23013_001EA,B23013_001MA,B23013_002M,B23013_002EA,B23013_002MA,B23013_003M,B23013_003EA,B23013_003MA,state
41.0,0.1,40.9,0.2,41.1,0.2,0.1,null,null,0.2,null,null,0.2,null,null,12
39.8,0.2,39.8,0.2,39.8,0.2,0.2,null,null,0.2,null,null,0.2,null,null,13
39.8,0.3,38.8,0.4,41.2,0.4,0.3,null,null,0.4,null,null,0.4,null,null,15
38.7,0.4,38.3,0.5,39.1,0.7,0.4,null,null,0.5,null,null,0.7,null,null,16
40.0,0.1,40.0,0.1,40.0,0.2,0.1,null,null,0.1,null,null,0.2,null,null,17
39.8,0.2,39.9,0.3,39.7,0.3,0.2,null,null,0.3,null,null,0.3,null,null,18
39.4,0.2,39.3,0.3,39.6,0.3,0.2,null,null,0.3,null,null,0.3,null,null,19
39.1,0.2,38.9,0.3,39.4,0.3,0.2,null,null,0.3,null,null,0.3,null,null,20
39.4,0.2,39.4,0.3,39.4,0.3,0.2,null,null,0.3,null,null,0.3,null,null,21
38.9,0.2,39.2,0.3,38.6,0.4,0.2,null,null,0.3,null,null,0.4,null,null,22
42.4,0.3,42.1,0.4,42.7,0.4,0.3,null,null,0.4,null,null,0.4,null,null,23
40.7,0.2,40.6,0.2,40.8,0.2,0.2,null,null,0.2,null,null,0.2,null,null,24
40.2,0.2,40.3,0.2,40.1,0.2,0.2,null,null,0.2,null,null,0.2,null,null,25
40.2,0.2,40.1,0.2,40.4,0.3,0.2,null,null,0.2,null,null,0.3,null,null,26
39.8,0.2,39.7,0.3,39.9,0.2,0.2,null,null,0.3,null,null,0.2,null,null,27
39.6,0.4,39.9,0.4,39.4,0.4,0.4,null,null,0.4,null,null,0.4,null,null,28
39.4,0.2,39.3,0.3,39.4,0.3,0.2,null,null,0.3,null,null,0.3,null,null,29
39.9,0.4,39.9,0.5,40.0,0.5,0.4,null,null,0.5,null,null,0.5,null,null,30
39.2,0.2,39.3,0.3,39.1,0.3,0.2,null,null,0.3,null,null,0.3,null,null,31
39.7,0.2,39.9,0.3,39.4,0.3,0.2,null,null,0.3,null,null,0.3,null,null,32
42.2,0.4,42.3,0.4,42.0,0.5,0.4,null,null,0.4,null,null,0.5,null,null,33
41.6,0.2,41.5,0.2,41.8,0.2,0.2,null,null,0.2,null,null,0.2,null,null,34
39.1,0.4,38.6,0.4,40.0,0.5,0.4,null,null,0.4,null,null,0.5,null,null,35
40.1,0.2,40.0,0.1,40.1,0.1,0.2,null,null,0.1,null,null,0.1,null,null,36
40.3,0.2,40.3,0.2,40.3,0.2,0.2,null,null,0.2,null,null,0.2,null,null,37
37.1,0.3,36.9,0.4,37.2,0.4,0.3,null,null,0.4,null,null,0.4,null,null,38
40.2,0.1,40.2,0.2,40.1,0.2,0.1,null,null,0.2,null,null,0.2,null,null,39
38.9,0.2,38.7,0.3,39.0,0.3,0.2,null,null,0.3,null,null,0.3,null,null,40
39.4,0.2,39.5,0.2,39.2,0.2,0.2,null,null,0.2,null,null,0.2,null,null,41
40.6,0.1,40.6,0.2,40.7,0.2,0.1,null,null,0.2,null,null,0.2,null,null,42
40.1,0.4,39.7,0.5,40.4,0.5,0.4,null,null,0.5,null,null,0.5,null,null,44
39.4,0.2,39.4,0.2,39.5,0.3,0.2,null,null,0.2,null,null,0.3,null,null,45
39.0,0.3,38.8,0.5,39.3,0.6,0.3,null,null,0.5,null,null,0.6,null,null,46
39.7,0.2,39.6,0.3,39.9,0.3,0.2,null,null,0.3,null,null,0.3,null,null,47
38.9,0.2,38.8,0.2,38.9,0.2,0.2,null,null,0.2,null,null,0.2,null,null,48
36.4,0.2,36.5,0.2,36.1,0.3,0.2,null,null,0.2,null,null,0.3,null,null,49
41.9,0.6,41.5,0.7,42.3,0.6,0.6,null,null,0.7,null,null,0.6,null,null,50
40.1,0.1,40.0,0.2,40.2,0.2,0.1,null,null,0.2,null,null,0.2,null,null,51
39.3,0.2,39.2,0.2,39.4,0.2,0.2,null,null,0.2,null,null,0.2,null,null,53
40.9,0.3,40.9,0.4,41.0,0.4,0.3,null,null,0.4,null,null,0.4,null,null,54
40.1,0.2,40.1,0.3,40.1,0.2,0.2,null,null,0.3,null,null,0.2,null,null,55
38.9,0.5,39.1,0.7,38.7,0.7,0.5,null,null,0.7,null,null,0.7,null,null,56
40.4,0.2,40.3,0.4,40.5,0.3,0.2,null,null,0.4,null,null,0.3,null,null,72
39.7,0.2,39.9,0.3,39.5,0.4,0.2,null,null,0.3,null,null,0.4,null,null,01
37.9,0.5,37.5,0.6,38.2,0.4,0.5,null,null,0.6,null,null,0.4,null,null,02
39.0,0.2,38.9,0.2,39.2,0.3,0.2,null,null,0.2,null,null,0.3,null,null,04
39.6,0.3,39.6,0.5,39.7,0.3,0.3,null,null,0.5,null,null,0.3,null,null,05
39.4,0.1,39.4,0.2,39.4,0.2,0.1,null,null,0.2,null,null,0.2,null,null,06
38.9,0.2,38.6,0.2,39.2,0.3,0.2,null,null,0.2,null,null,0.3,null,null,08
41.9,0.2,41.9,0.3,41.9,0.3,0.2,null,null,0.3,null,null,0.3,null,null,09
41.3,0.4,41.2,0.5,41.4,0.5,0.4,null,null,0.5,null,null,0.5,null,null,10
34.7,0.3,35.4,0.3,34.0,0.3,0.3,null,null,0.3,null,null,0.3,null,null,11
