B15002G_001E,B15002G_001M,B15002G_002E,B15002G_002M,B15002G_003E,B15002G_003M,B15002G_004E,B15002G_004M,B15002G_005E,B15002G_005M,B15002G_006E,B15002G_006M,B15002G_007E,B15002G_007M,B15002G_008E,B15002G_008M,B15002G_009E,B15002G_009M,B15002G_010E,B15002G_010M,B15002G_011E,B15002G_011M,B15002G_012E,B15002G_012M,B15002G_013E,B15002G_013M,B15002G_014E,B15002G_014M,B15002G_015E,B15002G_015M,B15002G_016E,B15002G_016M,B15002G_017E,B15002G_017M,B15002G_018E,B15002G_018M,B15002G_019E,B15002G_019M,B15002G_001M,B15002G_001EA,B15002G_001MA,B15002G_002M,B15002G_002EA,B15002G_002MA,B15002G_003M,B15002G_003EA,B15002G_003MA,B15002G_004M,B15002G_004EA,B15002G_004MA,B15002G_005M,B15002G_005EA,B15002G_005MA,B15002G_006M,B15002G_006EA,B15002G_006MA,B15002G_007M,B15002G_007EA,B15002G_007MA,B15002G_008M,B15002G_008EA,B15002G_008MA,B15002G_009M,B15002G_009EA,B15002G_009MA,B15002G_010M,B15002G_010EA,B15002G_010MA,B15002G_011M,B15002G_011EA,B15002G_011MA,B15002G_012M,B15002G_012EA,B15002G_012MA,B15002G_013M,B15002G_013EA,B15002G_013MA,B15002G_014M,B15002G_014EA,B15002G_014MA,B15002G_015M,B15002G_015EA,B15002G_015MA,B15002G_016M,B15002G_016EA,B15002G_016MA,B15002G_017M,B15002G_017EA,B15002G_017MA,B15002G_018M,B15002G_018EA,B15002G_018MA,B15002G_019M,B15002G_019EA,B15002G_019MA,state
14677,1984,7815,1429,322,285,351,262,1235,478,596,435,2588,800,988,567,1160,480,575,330,6862,1244,105,104,414,366,1654,671,486,453,1801,822,460,263,1257,500,685,365,1984,null,null,1429,null,null,285,null,null,262,null,null,478,null,null,435,null,null,800,null,null,567,null,null,480,null,null,330,null,null,1244,null,null,104,null,null,366,null,null,671,null,null,453,null,null,822,null,null,263,null,null,500,null,null,365,null,null,30
15954,2304,8543,1501,477,409,571,328,1499,678,309,274,2504,775,798,405,1612,643,773,399,7411,1191,406,361,680,447,797,509,377,226,1910,610,658,296,1766,669,817,348,2304,null,null,1501,null,null,409,null,null,328,null,null,678,null,null,274,null,null,775,null,null,405,null,null,643,null,null,399,null,null,1191,null,null,361,null,null,447,null,null,509,null,null,226,null,null,610,null,null,296,null,null,669,null,null,348,null,null,31
60209,4573,29023,3040,1369,547,1923,755,7682,1695,1236,429,8294,1492,2806,798,3861,771,1852,643,31186,2921,751,512,2080,907,5830,1191,1070,549,9624,1967,3754,945,5342,1115,2735,816,4573,null,null,3040,null,null,547,null,null,755,null,null,1695,null,null,429,null,null,1492,null,null,798,null,null,771,null,null,643,null,null,2921,null,null,512,null,null,907,null,null,1191,null,null,549,null,null,1967,null,null,945,null,null,1115,null,null,816,null,null,32
12732,1972,6203,1533,533,360,237,200,1358,654,592,489,930,513,445,316,1647,768,461,361,6529,1224,140,86,392,334,1919,834,274,386,1121,544,608,428,1324,551,751,348,1972,null,null,1533,null,null,360,null,null,200,null,null,654,null,null,489,null,null,513,null,null,316,null,null,768,null,null,361,null,null,1224,null,null,86,null,null,334,null,null,834,null,null,386,null,null,544,null,null,428,null,null,551,null,null,348,null,null,33
100429,6084,45811,3681,3558,949,3051,878,10297,1921,1573,561,9083,1763,2661,836,8020,1116,7568,1403,54618,3905,3340,966,3461,871,10842,1909,1550,595,10442,1679,4717,1123,11339,1542,8927,1446,6084,null,null,3681,null,null,949,null,null,878,null,null,1921,null,null,561,null,null,1763,null,null,836,null,null,1116,null,null,1403,null,null,3905,null,null,966,null,null,871,null,null,1909,null,null,595,null,null,1679,null,null,1123,null,null,1542,null,null,1446,null,null,34
32229,3871,16546,2495,429,302,1046,397,2980,959,776,568,5222,1367,1059,592,3081,1019,1953,572,15683,2278,380,325,897,475,2298,755,739,373,3802,1281,2133,936,3588,809,1846,613,3871,null,null,2495,null,null,302,null,null,397,null,null,959,null,null,568,null,null,1367,null,null,592,null,null,1019,null,null,572,null,null,2278,null,null,325,null,null,475,null,null,755,null,null,373,null,null,1281,null,null,936,null,null,809,null,null,613,null,null,35
278812,13222,130747,8389,11839,2047,14773,2371,23436,3537,8237,1992,20501,2264,11131,1711,23238,2808,17592,2805,148065,6652,15124,2165,11881,1857,21202,2571,5736,921,26521,2383,12310,1962,33056,2943,22235,2287,13222,null,null,8389,null,null,2047,null,null,2371,null,null,3537,null,null,1992,null,null,2264,null,null,1711,null,null,2808,null,null,2805,null,null,6652,null,null,2165,null,null,1857,null,null,2571,null,null,921,null,null,2383,null,null,1962,null,null,2943,null,null,2287,null,null,36
96833,5760,40730,3684,1901,978,3432,1142,7610,1421,1627,665,11022,1713,3670,941,7574,1523,3894,924,56103,4018,2279,684,3170,861,6886,1237,2379,927,14922,2190,8940,1744,11868,2062,5659,1449,5760,null,null,3684,null,null,978,null,null,1142,null,null,1421,null,null,665,null,null,1713,null,null,941,null,null,1523,null,null,924,null,null,4018,null,null,684,null,null,861,null,null,1237,null,null,927,null,null,2190,null,null,1744,null,null,2062,null,null,1449,null,null,37
9269,1422,4584,1029,74,128,44,49,897,621,104,112,2023,898,502,378,827,503,113,106,4685,1113,42,71,181,174,1021,595,376,321,764,447,1116,641,667,469,518,355,1422,null,null,1029,null,null,128,null,null,49,null,null,621,null,null,112,null,null,898,null,null,378,null,null,503,null,null,106,null,null,1113,null,null,71,null,null,174,null,null,595,null,null,321,null,null,447,null,null,641,null,null,469,null,null,355,null,null,38
111047,5630,53838,3646,1590,694,5034,987,13645,2277,3853,890,13957,1935,3336,793,7974,1446,4449,1198,57209,3959,1230,445,5221,1271,10967,1844,2799,863,16777,1871,6097,1092,9309,1686,4809,1059,5630,null,null,3646,null,null,694,null,null,987,null,null,2277,null,null,890,null,null,1935,null,null,793,null,null,1446,null,null,1198,null,null,3959,null,null,445,null,null,1271,null,null,1844,null,null,863,null,null,1871,null,null,1092,null,null,1686,null,null,1059,null,null,39
139495,4615,66992,2722,2415,507,6087,885,20071,1671,3655,780,17655,1789,3877,637,9181,1152,4051,802,72503,3235,2292,603,7738,1237,16116,1409,4486,974,16864,1600,6772,1034,11883,1462,6352,896,4615,null,null,2722,null,null,507,null,null,885,null,null,1671,null,null,780,null,null,1789,null,null,637,null,null,1152,null,null,802,null,null,3235,null,null,603,null,null,1237,null,null,1409,null,null,974,null,null,1600,null,null,1034,null,null,1462,null,null,896,null,null,40
94607,4749,45185,3451,2210,935,4414,1260,7289,1357,3704,964,13601,2097,4189,1110,5842,1352,3936,1152,49422,3371,2799,1084,2509,848,6516,1208,2533,690,14553,2046,5572,1383,10730,1235,4210,938,4749,null,null,3451,null,null,935,null,null,1260,null,null,1357,null,null,964,null,null,2097,null,null,1110,null,null,1352,null,null,1152,null,null,3371,null,null,1084,null,null,848,null,null,1208,null,null,690,null,null,2046,null,null,1383,null,null,1235,null,null,938,null,null,41
123968,6776,60676,4167,2972,1084,4655,1158,14165,2158,6137,1304,12304,2024,4772,1245,9710,2413,5961,1245,63292,4022,2653,894,4657,1021,11715,1738,2721,868,14175,2007,6565,1361,14060,1823,6746,1197,6776,null,null,4167,null,null,1084,null,null,1158,null,null,2158,null,null,1304,null,null,2024,null,null,1245,null,null,2413,null,null,1245,null,null,4022,null,null,894,null,null,1021,null,null,1738,null,null,868,null,null,2007,null,null,1361,null,null,1823,null,null,1197,null,null,42
13890,2348,6354,1532,116,123,692,477,976,554,345,385,1439,641,711,633,1491,702,584,386,7536,1572,363,282,1197,797,845,473,268,208,2273,793,863,510,1064,510,663,313,2348,null,null,1532,null,null,123,null,null,477,null,null,554,null,null,385,null,null,641,null,null,633,null,null,702,null,null,386,null,null,1572,null,null,282,null,null,797,null,null,473,null,null,208,null,null,793,null,null,510,null,null,510,null,null,313,null,null,44
37118,3660,17712,2392,1443,862,2130,691,2234,686,1565,618,5120,1517,1598,638,2864,875,758,352,19406,2511,529,364,2028,836,3386,1003,830,359,6121,1331,2171,692,2880,1034,1461,685,3660,null,null,2392,null,null,862,null,null,691,null,null,686,null,null,618,null,null,1517,null,null,638,null,null,875,null,null,352,null,null,2511,null,null,364,null,null,836,null,null,1003,null,null,359,null,null,1331,null,null,692,null,null,1034,null,null,685,null,null,45
6833,1402,3315,910,323,237,249,300,481,262,646,513,1024,580,243,242,276,331,73,79,3518,898,103,129,375,311,281,224,354,232,1390,645,430,330,422,265,163,154,1402,null,null,910,null,null,237,null,null,300,null,null,262,null,null,513,null,null,580,null,null,242,null,null,331,null,null,79,null,null,898,null,null,129,null,null,311,null,null,224,null,null,232,null,null,645,null,null,330,null,null,265,null,null,154,null,null,46
54509,4383,25017,2671,727,393,2377,552,4687,1107,1592,595,5795,1347,2152,835,5117,1252,2570,745,29492,2847,812,460,3121,955,5150,1060,1638,750,9200,1883,2310,649,4832,1251,2429,823,4383,null,null,2671,null,null,393,null,null,552,null,null,1107,null,null,595,null,null,1347,null,null,835,null,null,1252,null,null,745,null,null,2847,null,null,460,null,null,955,null,null,1060,null,null,750,null,null,1883,null,null,649,null,null,1251,null,null,823,null,null,47
305263,11631,146507,7783,8628,1905,11271,1820,22074,2696,8351,1437,39225,3529,11394,1828,29459,3008,16105,2156,158756,6602,10406,1649,10871,1910,23842,2760,7701,1505,39768,3233,15537,1984,34455,3209,16176,2291,11631,null,null,7783,null,null,1905,null,null,1820,null,null,2696,null,null,1437,null,null,3529,null,null,1828,null,null,3008,null,null,2156,null,null,6602,null,null,1649,null,null,1910,null,null,2760,null,null,1505,null,null,3233,null,null,1984,null,null,3209,null,null,2291,null,null,48
29006,2781,15023,1941,432,330,1287,732,2640,784,289,336,4114,1234,1104,453,3053,842,2104,1056,13983,1873,52,87,1062,623,2504,683,492,341,3535,920,1269,668,4094,829,975,396,2781,null,null,1941,null,null,330,null,null,732,null,null,784,null,null,336,null,null,1234,null,null,453,null,null,842,null,null,1056,null,null,1873,null,null,87,null,null,623,null,null,683,null,null,341,null,null,920,null,null,668,null,null,829,null,null,396,null,null,49
6116,1101,3085,681,22,45,260,215,680,361,199,197,906,337,137,126,600,397,281,244,3031,777,146,168,0,151,417,241,161,153,715,313,596,488,642,298,354,256,1101,null,null,681,null,null,45,null,null,215,null,null,361,null,null,197,null,null,337,null,null,126,null,null,397,null,null,244,null,null,777,null,null,168,null,null,151,null,null,241,null,null,153,null,null,313,null,null,488,null,null,298,null,null,256,null,null,50
119162,6460,56869,4181,1728,612,4079,1142,8371,1710,2772,846,11096,1944,4764,1163,14994,2101,9065,1509,62293,4333,2876,972,3216,984,7719,1497,1230,537,14706,2097,5638,1335,16583,2220,10325,1887,6460,null,null,4181,null,null,612,null,null,1142,null,null,1710,null,null,846,null,null,1944,null,null,1163,null,null,2101,null,null,1509,null,null,4333,null,null,972,null,null,984,null,null,1497,null,null,537,null,null,2097,null,null,1335,null,null,2220,null,null,1887,null,null,51
176551,7402,87910,4458,2381,828,6544,1345,16465,1823,5707,1136,25907,2849,7799,1437,15146,2021,7961,1312,88641,5200,2552,837,5403,1671,13391,2234,4567,1202,24322,2562,10884,1708,17258,2037,10264,1873,7402,null,null,4458,null,null,828,null,null,1345,null,null,1823,null,null,1136,null,null,2849,null,null,1437,null,null,2021,null,null,1312,null,null,5200,null,null,837,null,null,1671,null,null,2234,null,null,1202,null,null,2562,null,null,1708,null,null,2037,null,null,1873,null,null,53
11557,1871,5111,1268,58,101,1101,733,998,497,303,284,1294,541,244,214,608,465,505,326,6446,1174,63,106,547,452,1411,485,408,363,1664,745,597,384,1096,518,660,287,1871,null,null,1268,null,null,101,null,null,733,null,null,497,null,null,284,null,null,541,null,null,214,null,null,465,null,null,326,null,null,1174,null,null,106,null,null,452,null,null,485,null,null,363,null,null,745,null,null,384,null,null,518,null,null,287,null,null,54
44569,2941,21190,2184,682,279,1447,548,3424,756,2082,630,5110,963,2443,715,3725,867,2277,716,23379,2283,761,357,2131,773,4649,1177,1058,391,5384,1228,2419,650,4047,874,2930,772,2941,null,null,2184,null,null,279,null,null,548,null,null,756,null,null,630,null,null,963,null,null,715,null,null,867,null,null,716,null,null,2283,null,null,357,null,null,773,null,null,1177,null,null,391,null,null,1228,null,null,650,null,null,874,null,null,772,null,null,55
7234,1349,3551,862,4,9,0,197,855,376,405,378,1196,591,314,299,470,400,307,347,3683,996,27,53,412,284,1136,606,0,197,790,492,736,582,525,314,57,94,1349,null,null,862,null,null,9,null,null,197,null,null,376,null,null,378,null,null,591,null,null,299,null,null,400,null,null,347,null,null,996,null,null,53,null,null,284,null,null,606,null,null,197,null,null,492,null,null,582,null,null,314,null,null,94,null,null,56
99688,6674,50122,4076,8735,1761,5039,1068,12895,1757,2519,869,7346,1437,4295,1134,6972,1523,2321,678,49566,3988,6752,1505,2788,1086,12488,1766,1023,501,7475,1335,5070,1385,11019,1989,2951,797,6674,null,null,4076,null,null,1761,null,null,1068,null,null,1757,null,null,869,null,null,1437,null,null,1134,null,null,1523,null,null,678,null,null,3988,null,null,1505,null,null,1086,null,null,1766,null,null,501,null,null,1335,null,null,1385,null,null,1989,null,null,797,null,null,72
34811,2930,17248,1901,525,327,1661,642,3210,986,1565,735,4422,949,1147,453,3048,761,1670,589,17563,1999,1213,720,1503,550,2443,737,813,415,4655,1124,1380,514,3432,822,2124,862,2930,null,null,1901,null,null,327,null,null,642,null,null,986,null,null,735,null,null,949,null,null,453,null,null,761,null,null,589,null,null,1999,null,null,720,null,null,550,null,null,737,null,null,415,null,null,1124,null,null,514,null,null,822,null,null,862,null,null,01
24878,2384,11801,1491,197,257,996,619,2607,898,1475,665,3043,740,1348,629,1514,617,621,284,13077,1506,55,59,320,221,2503,775,539,315,5027,1042,587,295,2563,886,1483,598,2384,null,null,1491,null,null,257,null,null,619,null,null,898,null,null,665,null,null,740,null,null,629,null,null,617,null,null,284,null,null,1506,null,null,59,null,null,221,null,null,775,null,null,315,null,null,1042,null,null,295,null,null,886,null,null,598,null,null,02
99128,6784,50815,4020,1891,579,4237,1201,9173,1673,3827,1042,13262,2090,5452,1137,7777,1436,5196,1184,48313,4340,2328,805,3385,1043,9096,2191,1882,627,13571,1861,4778,984,7779,1378,5494,1015,6784,null,null,4020,null,null,579,null,null,1201,null,null,1673,null,null,1042,null,null,2090,null,null,1137,null,null,1436,null,null,1184,null,null,4340,null,null,805,null,null,1043,null,null,2191,null,null,627,null,null,1861,null,null,984,null,null,1378,null,null,1015,null,null,04
31719,3115,15171,2076,1477,761,967,412,3165,773,1658,739,4286,1078,1078,532,1320,486,1220,466,16548,1976,670,457,1762,676,3584,990,1596,766,3924,952,1478,536,1711,619,1823,652,3115,null,null,2076,null,null,761,null,null,412,null,null,773,null,null,739,null,null,1078,null,null,532,null,null,486,null,null,466,null,null,1976,null,null,457,null,null,676,null,null,990,null,null,766,null,null,952,null,null,536,null,null,619,null,null,652,null,null,05
839888,15182,408765,9782,18036,1929,28134,2862,70284,4189,14008,1945,111249,4818,33401,2655,85953,4833,47700,3293,431123,9483,24715,3197,21859,2028,60301,4170,9398,1770,116595,4664,45025,3701,100080,4534,53150,3145,15182,null,null,9782,null,null,1929,null,null,2862,null,null,4189,null,null,1945,null,null,4818,null,null,2655,null,null,4833,null,null,3293,null,null,9483,null,null,3197,null,null,2028,null,null,4170,null,null,1770,null,null,4664,null,null,3701,null,null,4534,null,null,3145,null,null,06
78818,4155,40602,3271,772,314,3009,1053,4924,1117,2315,886,10859,1456,4491,997,10531,1471,3701,982,38216,2896,1174,481,1939,653,5563,1198,1622,811,9936,1395,3070,869,9334,1349,5578,1295,4155,null,null,3271,null,null,314,null,null,1053,null,null,1117,null,null,886,null,null,1456,null,null,997,null,null,1471,null,null,982,null,null,2896,null,null,481,null,null,653,null,null,1198,null,null,811,null,null,1395,null,null,869,null,null,1349,null,null,1295,null,null,08
43553,4308,21714,2666,1023,503,1507,571,5134,1422,1967,649,4164,1190,1380,589,4134,1126,2405,787,21839,2699,407,256,1937,716,4562,1150,558,356,5073,1280,2223,926,4199,982,2880,804,4308,null,null,2666,null,null,503,null,null,571,null,null,1422,null,null,649,null,null,1190,null,null,589,null,null,1126,null,null,787,null,null,2699,null,null,256,null,null,716,null,null,1150,null,null,356,null,null,1280,null,null,926,null,null,982,null,null,804,null,null,09
9596,1569,3021,768,87,158,729,430,483,292,165,174,540,278,110,119,505,322,402,402,6575,1297,66,68,691,500,1502,637,171,161,2218,897,188,175,690,328,1049,661,1569,null,null,768,null,null,158,null,null,430,null,null,292,null,null,174,null,null,278,null,null,119,null,null,322,null,null,402,null,null,1297,null,null,68,null,null,500,null,null,637,null,null,161,null,null,897,null,null,175,null,null,328,null,null,661,null,null,10
9884,1784,4025,985,0,203,178,182,291,233,57,91,648,367,84,135,955,527,1812,568,5859,1126,172,157,36,60,335,244,41,70,564,346,121,117,1956,607,2634,740,1784,null,null,985,null,null,203,null,null,182,null,null,233,null,null,91,null,null,367,null,null,135,null,null,527,null,null,568,null,null,1126,null,null,157,null,null,60,null,null,244,null,null,70,null,null,346,null,null,117,null,null,607,null,null,740,null,null,11
