B07409_001E,B07409_001M,B07409_002E,B07409_002M,B07409_003E,B07409_003M,B07409_004E,B07409_004M,B07409_005E,B07409_005M,B07409_006E,B07409_006M,B07409_007E,B07409_007M,B07409_008E,B07409_008M,B07409_009E,B07409_009M,B07409_010E,B07409_010M,B07409_011E,B07409_011M,B07409_012E,B07409_012M,B07409_013E,B07409_013M,B07409_014E,B07409_014M,B07409_015E,B07409_015M,B07409_016E,B07409_016M,B07409_017E,B07409_017M,B07409_018E,B07409_018M,B07409_019E,B07409_019M,B07409_020E,B07409_020M,B07409_021E,B07409_021M,B07409_022E,B07409_022M,B07409_023E,B07409_023M,B07409_024E,B07409_024M,B07409_025E,B07409_025M,B07409_026E,B07409_026M,B07409_027E,B07409_027M,B07409_028E,B07409_028M,B07409_029E,B07409_029M,B07409_030E,B07409_030M,B07409_001M,B07409_001EA,B07409_001MA,B07409_002M,B07409_002EA,B07409_002MA,B07409_003M,B07409_003EA,B07409_003MA,B07409_004M,B07409_004EA,B07409_004MA,B07409_005M,B07409_005EA,B07409_005MA,B07409_006M,B07409_006EA,B07409_006MA,B07409_007M,B07409_007EA,B07409_007MA,B07409_008M,B07409_008EA,B07409_008MA,B07409_009M,B07409_009EA,B07409_009MA,B07409_010M,B07409_010EA,B07409_010MA,B07409_011M,B07409_011EA,B07409_011MA,B07409_012M,B07409_012EA,B07409_012MA,B07409_013M,B07409_013EA,B07409_013MA,B07409_014M,B07409_014EA,B07409_014MA,B07409_015M,B07409_015EA,B07409_015MA,B07409_016M,B07409_016EA,B07409_016MA,B07409_017M,B07409_017EA,B07409_017MA,B07409_018M,B07409_018EA,B07409_018MA,B07409_019M,B07409_019EA,B07409_019MA,B07409_020M,B07409_020EA,B07409_020MA,B07409_021M,B07409_021EA,B07409_021MA,B07409_022M,B07409_022EA,B07409_022MA,B07409_023M,B07409_023EA,B07409_023MA,B07409_024M,B07409_024EA,B07409_024MA,B07409_025M,B07409_025EA,B07409_025MA,B07409_026M,B07409_026EA,B07409_026MA,B07409_027M,B07409_027EA,B07409_027MA,B07409_028M,B07409_028EA,B07409_028MA,B07409_029M,B07409_029EA,B07409_029MA,B07409_030M,B07409_030EA,B07409_030MA,state
958628,4619,73669,4362,315640,8521,281982,6274,178691,6308,108646,5141,858115,6018,65383,4434,283258,7840,253594,6577,157796,5847,98084,4712,59484,3750,5406,1276,20644,2523,17030,2109,11075,1811,5329,995,20802,2619,1882,676,7331,1443,5511,1098,4155,1060,1923,718,20227,2633,998,586,4407,1431,5847,1348,5665,1464,3310,909,4619,null,null,4362,null,null,8521,null,null,6274,null,null,6308,null,null,5141,null,null,6018,null,null,4434,null,null,7840,null,null,6577,null,null,5847,null,null,4712,null,null,3750,null,null,1276,null,null,2523,null,null,2109,null,null,1811,null,null,995,null,null,2619,null,null,676,null,null,1443,null,null,1098,null,null,1060,null,null,718,null,null,2633,null,null,586,null,null,1431,null,null,1348,null,null,1464,null,null,909,null,null,23
4107967,11871,403937,10310,1047622,17790,1047791,15728,854645,13669,753972,11936,3629051,15202,351453,10070,934026,16303,923290,13876,748369,13265,671913,11686,264394,12668,37223,4619,68141,6155,70295,5233,52446,4450,36289,3597,103634,5899,9724,1986,25004,2654,29177,3306,23634,2899,16095,2234,110888,7570,5537,1391,20451,2972,25029,2813,30196,3560,29675,3004,11871,null,null,10310,null,null,17790,null,null,15728,null,null,13669,null,null,11936,null,null,15202,null,null,10070,null,null,16303,null,null,13876,null,null,13265,null,null,11686,null,null,12668,null,null,4619,null,null,6155,null,null,5233,null,null,4450,null,null,3597,null,null,5899,null,null,1986,null,null,2654,null,null,3306,null,null,2899,null,null,2234,null,null,7570,null,null,1391,null,null,2972,null,null,2813,null,null,3560,null,null,3004,null,null,24
4706584,10818,447108,11379,1155510,15689,1098027,14714,1116082,12427,889857,13363,4186378,14018,397007,11146,1038649,15181,989842,14340,983963,12702,776917,12152,302766,10735,35723,3937,81388,5964,64969,4788,69050,4268,51636,3343,109588,5900,8337,1492,19018,2351,22342,2815,30770,2919,29121,2821,107852,7403,6041,1521,16455,2651,20874,2399,32299,3964,32183,3365,10818,null,null,11379,null,null,15689,null,null,14714,null,null,12427,null,null,13363,null,null,14018,null,null,11146,null,null,15181,null,null,14340,null,null,12702,null,null,12152,null,null,10735,null,null,3937,null,null,5964,null,null,4788,null,null,4268,null,null,3343,null,null,5900,null,null,1492,null,null,2351,null,null,2815,null,null,2919,null,null,2821,null,null,7403,null,null,1521,null,null,2651,null,null,2399,null,null,3964,null,null,3365,null,null,25
6732701,9457,638611,10246,1973194,18791,2222519,21292,1156598,15932,741779,12600,5943566,15016,551347,9350,1755338,17022,1958131,18116,1017117,12445,661633,11553,486581,12691,60756,4140,144554,7209,167632,8257,73781,4770,39858,3318,208217,7568,20906,2054,55057,3629,69672,4301,41891,3130,20691,1859,94337,6438,5602,1253,18245,2700,27084,3136,23809,3182,19597,2321,9457,null,null,10246,null,null,18791,null,null,21292,null,null,15932,null,null,12600,null,null,15016,null,null,9350,null,null,17022,null,null,18116,null,null,12445,null,null,11553,null,null,12691,null,null,4140,null,null,7209,null,null,8257,null,null,4770,null,null,3318,null,null,7568,null,null,2054,null,null,3629,null,null,4301,null,null,3130,null,null,1859,null,null,6438,null,null,1253,null,null,2700,null,null,3136,null,null,3182,null,null,2321,null,null,26
3713648,8790,260103,6630,935374,13395,1225631,13298,857969,12008,434571,9051,3275126,11921,220717,6559,839324,11998,1082540,11972,749545,10992,383000,8947,231158,8553,24701,3066,53305,3533,76959,4931,52059,3935,24134,2394,138385,6163,10321,1468,31536,2195,48015,3364,36102,3016,12411,1594,68979,5579,4364,1133,11209,1994,18117,2538,20263,2199,15026,1987,8790,null,null,6630,null,null,13395,null,null,13298,null,null,12008,null,null,9051,null,null,11921,null,null,6559,null,null,11998,null,null,11972,null,null,10992,null,null,8947,null,null,8553,null,null,3066,null,null,3533,null,null,4931,null,null,3935,null,null,2394,null,null,6163,null,null,1468,null,null,2195,null,null,3364,null,null,3016,null,null,1594,null,null,5579,null,null,1133,null,null,1994,null,null,2538,null,null,2199,null,null,1987,null,null,27
1959383,7509,308999,7741,606330,12175,617312,12143,265105,8530,161637,6657,1743339,11331,276785,7919,539584,12238,543972,11127,236911,7985,146087,6222,119297,8508,17765,2714,38131,4215,42209,4910,13498,2259,7694,1681,54448,4417,9729,1796,17166,2319,16793,2523,7913,1853,2847,939,42299,4057,4720,1066,11449,2102,14338,2365,6783,1570,5009,1315,7509,null,null,7741,null,null,12175,null,null,12143,null,null,8530,null,null,6657,null,null,11331,null,null,7919,null,null,12238,null,null,11127,null,null,7985,null,null,6222,null,null,8508,null,null,2714,null,null,4215,null,null,4910,null,null,2259,null,null,1681,null,null,4417,null,null,1796,null,null,2319,null,null,2523,null,null,1853,null,null,939,null,null,4057,null,null,1066,null,null,2102,null,null,2365,null,null,1570,null,null,1315,null,null,28
4109078,12656,429498,10848,1261553,12324,1246082,15090,727040,13115,444905,11561,3588461,16087,365507,9522,1120064,12534,1084640,14317,628768,12138,389482,11060,285991,11159,38353,3244,81730,4956,92210,5988,46993,3728,26705,2851,140511,6150,17113,1682,41557,3292,44332,3523,26733,2587,10776,1903,94115,6635,8525,2177,18202,2514,24900,2790,24546,2426,17942,2690,12656,null,null,10848,null,null,12324,null,null,15090,null,null,13115,null,null,11561,null,null,16087,null,null,9522,null,null,12534,null,null,14317,null,null,12138,null,null,11060,null,null,11159,null,null,3244,null,null,4956,null,null,5988,null,null,3728,null,null,2851,null,null,6150,null,null,1682,null,null,3292,null,null,3523,null,null,2587,null,null,1903,null,null,6635,null,null,2177,null,null,2514,null,null,2790,null,null,2426,null,null,2690,null,null,29
707732,4939,50563,3085,206001,6853,231877,5860,147202,5059,72089,3934,617784,5259,42528,2717,180703,6264,201167,5866,130009,4913,63377,3875,50004,3902,4133,1169,14959,1887,17719,2342,9288,1695,3905,1223,20550,2442,2391,950,5470,1040,6638,1346,4011,1141,2040,739,19394,2764,1511,731,4869,1528,6353,1399,3894,891,2767,835,4939,null,null,3085,null,null,6853,null,null,5860,null,null,5059,null,null,3934,null,null,5259,null,null,2717,null,null,6264,null,null,5866,null,null,4913,null,null,3875,null,null,3902,null,null,1169,null,null,1887,null,null,2342,null,null,1695,null,null,1223,null,null,2442,null,null,950,null,null,1040,null,null,1346,null,null,1141,null,null,739,null,null,2764,null,null,731,null,null,1528,null,null,1399,null,null,891,null,null,835,null,null,30
1237076,5353,110358,5241,327646,7419,407929,7853,261376,6809,129767,4639,1079562,6853,94312,4329,288312,6665,355957,7620,227535,6132,113446,4201,96396,6011,10736,1930,25141,2706,32537,2694,20386,2714,7596,1426,33631,2886,3529,852,8733,1280,13230,1650,5397,1130,2742,738,27487,3187,1781,650,5460,1207,6205,1353,8058,1703,5983,1306,5353,null,null,5241,null,null,7419,null,null,7853,null,null,6809,null,null,4639,null,null,6853,null,null,4329,null,null,6665,null,null,7620,null,null,6132,null,null,4201,null,null,6011,null,null,1930,null,null,2706,null,null,2694,null,null,2714,null,null,1426,null,null,2886,null,null,852,null,null,1280,null,null,1650,null,null,1130,null,null,738,null,null,3187,null,null,650,null,null,1207,null,null,1353,null,null,1703,null,null,1306,null,null,31
1978769,7757,277688,8752,574675,12769,664214,11226,301152,11188,161040,5983,1686801,11725,236595,8574,488389,10848,563480,10321,259043,10315,139294,5298,218062,10896,33807,4068,66183,6633,74463,5545,29903,3189,13706,1798,15813,2103,2740,870,5120,1186,4745,1114,2483,857,725,384,58093,5079,4546,1456,14983,2180,21526,2778,9723,1702,7315,1420,7757,null,null,8752,null,null,12769,null,null,11226,null,null,11188,null,null,5983,null,null,11725,null,null,8574,null,null,10848,null,null,10321,null,null,10315,null,null,5298,null,null,10896,null,null,4068,null,null,6633,null,null,5545,null,null,3189,null,null,1798,null,null,2103,null,null,870,null,null,1186,null,null,1114,null,null,857,null,null,384,null,null,5079,null,null,1456,null,null,2180,null,null,2778,null,null,1702,null,null,1420,null,null,32
939339,6016,67703,4642,253371,6682,275860,6557,211586,6813,130819,5666,825919,7293,58449,4369,224498,6759,240239,6468,186722,6353,116011,5341,64516,5044,6651,1455,19305,2921,20815,3049,11132,1928,6613,1371,20899,2931,950,503,4728,1264,6686,1585,5694,1280,2841,800,28005,3200,1653,609,4840,1291,8120,1837,8038,1448,5354,1280,6016,null,null,4642,null,null,6682,null,null,6557,null,null,6813,null,null,5666,null,null,7293,null,null,4369,null,null,6759,null,null,6468,null,null,6353,null,null,5341,null,null,5044,null,null,1455,null,null,2921,null,null,3049,null,null,1928,null,null,1371,null,null,2931,null,null,503,null,null,1264,null,null,1585,null,null,1280,null,null,800,null,null,3200,null,null,609,null,null,1291,null,null,1837,null,null,1448,null,null,1280,null,null,33
6161434,11740,654802,11451,1707309,22899,1427603,19754,1451892,17874,919828,13056,5577713,17229,592613,11806,1566570,21050,1290017,20775,1308712,17439,819801,12706,311360,12109,42780,4832,83039,5232,75138,5687,68409,4436,41994,4095,138223,8134,12272,1746,30678,3871,32001,3412,38348,3401,24924,2579,134138,7666,7137,1775,27022,3327,30447,3379,36423,3521,33109,3555,11740,null,null,11451,null,null,22899,null,null,19754,null,null,17874,null,null,13056,null,null,17229,null,null,11806,null,null,21050,null,null,20775,null,null,17439,null,null,12706,null,null,12109,null,null,4832,null,null,5232,null,null,5687,null,null,4436,null,null,4095,null,null,8134,null,null,1746,null,null,3871,null,null,3412,null,null,3401,null,null,2579,null,null,7666,null,null,1775,null,null,3327,null,null,3379,null,null,3521,null,null,3555,null,null,34
1385239,7330,201003,8103,368081,10144,436976,10340,218293,6512,160886,6353,1223640,8622,181050,7367,327674,9586,385004,9254,189331,6591,140581,6040,95487,6728,11980,2027,27365,3388,31123,3352,15709,2130,9310,1652,26253,3727,5007,1198,5210,1219,9476,2188,3518,1119,3042,1124,39859,4620,2966,918,7832,1568,11373,2229,9735,1921,7953,1536,7330,null,null,8103,null,null,10144,null,null,10340,null,null,6512,null,null,6353,null,null,8622,null,null,7367,null,null,9586,null,null,9254,null,null,6591,null,null,6040,null,null,6728,null,null,2027,null,null,3388,null,null,3352,null,null,2130,null,null,1652,null,null,3727,null,null,1198,null,null,1219,null,null,2188,null,null,1119,null,null,1124,null,null,4620,null,null,918,null,null,1568,null,null,2229,null,null,1921,null,null,1536,null,null,35
13686377,15261,1862627,21750,3585350,27618,3366123,28034,2755520,28073,2116757,21254,12371377,22753,1693106,20079,3285162,27198,3062402,26280,2449201,28188,1881506,20911,743897,18122,110113,6078,183503,7374,174824,7664,157082,7298,118375,7273,288956,9542,36278,2946,63645,4410,64728,3835,71162,4523,53143,4269,282147,10906,23130,3038,53040,4859,64169,5051,78075,4564,63733,4494,15261,null,null,21750,null,null,27618,null,null,28034,null,null,28073,null,null,21254,null,null,22753,null,null,20079,null,null,27198,null,null,26280,null,null,28188,null,null,20911,null,null,18122,null,null,6078,null,null,7374,null,null,7664,null,null,7298,null,null,7273,null,null,9542,null,null,2946,null,null,4410,null,null,3835,null,null,4523,null,null,4269,null,null,10906,null,null,3038,null,null,4859,null,null,5051,null,null,4564,null,null,4494,null,null,36
6792467,14911,863777,14601,1756863,19379,2111057,21409,1327032,18017,733738,14080,5963404,20888,753861,13944,1576705,18511,1841455,21605,1148846,17015,642537,12889,465680,12518,66736,5936,104432,5435,161293,7676,89867,5211,43352,3272,215569,10085,31977,3221,48566,3821,67817,4893,46371,4732,20838,2570,147814,7695,11203,1909,27160,2667,40492,4005,41948,3975,27011,3129,14911,null,null,14601,null,null,19379,null,null,21409,null,null,18017,null,null,14080,null,null,20888,null,null,13944,null,null,18511,null,null,21605,null,null,17015,null,null,12889,null,null,12518,null,null,5936,null,null,5435,null,null,7676,null,null,5211,null,null,3272,null,null,10085,null,null,3221,null,null,3821,null,null,4893,null,null,4732,null,null,2570,null,null,7695,null,null,1909,null,null,2667,null,null,4005,null,null,3975,null,null,3129,null,null,37
502475,4172,37986,3551,136046,5047,178396,5982,110550,4267,39497,2843,434738,4390,33728,3083,116833,4245,156211,5449,94531,3732,33435,2873,32393,3649,1646,535,8024,1709,11556,1940,8285,2178,2882,892,12532,1910,1059,479,4191,1061,3190,746,3074,853,1018,677,22812,2824,1553,670,6998,1878,7439,1606,4660,1100,2162,721,4172,null,null,3551,null,null,5047,null,null,5982,null,null,4267,null,null,2843,null,null,4390,null,null,3083,null,null,4245,null,null,5449,null,null,3732,null,null,2873,null,null,3649,null,null,535,null,null,1709,null,null,1940,null,null,2178,null,null,892,null,null,1910,null,null,479,null,null,1061,null,null,746,null,null,853,null,null,677,null,null,2824,null,null,670,null,null,1878,null,null,1606,null,null,1100,null,null,721,null,null,38
7908865,9980,786987,14863,2636041,22909,2313650,20519,1360355,16565,811832,13166,6947233,18230,673754,13276,2345622,23299,2018010,19407,1188006,15026,721841,12535,615934,14877,75959,4419,200106,7697,192980,8577,98534,5443,48355,3507,218162,9143,26860,2215,61904,3979,68098,5342,40742,3389,20558,2299,127536,7070,10414,1973,28409,2979,34562,3565,33073,3147,21078,2056,9980,null,null,14863,null,null,22909,null,null,20519,null,null,16565,null,null,13166,null,null,18230,null,null,13276,null,null,23299,null,null,19407,null,null,15026,null,null,12535,null,null,14877,null,null,4419,null,null,7697,null,null,8577,null,null,5443,null,null,3507,null,null,9143,null,null,2215,null,null,3979,null,null,5342,null,null,3389,null,null,2299,null,null,7070,null,null,1973,null,null,2979,null,null,3565,null,null,3147,null,null,2056,null,null,39
2567278,7851,310095,6705,801166,10227,806525,10237,432328,9255,217164,5641,2215728,8964,260899,6099,691885,10096,694369,10091,378602,8548,189973,5281,204531,7344,31298,2886,65809,3994,66232,3869,28158,2515,13034,1561,86657,4365,13175,1860,28266,2158,27654,1993,11557,1604,6005,1199,60362,4861,4723,1089,15206,2316,18270,2381,14011,2058,8152,1659,7851,null,null,6705,null,null,10227,null,null,10237,null,null,9255,null,null,5641,null,null,8964,null,null,6099,null,null,10096,null,null,10091,null,null,8548,null,null,5281,null,null,7344,null,null,2886,null,null,3994,null,null,3869,null,null,2515,null,null,1561,null,null,4365,null,null,1860,null,null,2158,null,null,1993,null,null,1604,null,null,1199,null,null,4861,null,null,1089,null,null,2316,null,null,2381,null,null,2058,null,null,1659,null,null,40
2818643,9096,275321,9285,647103,13284,982050,14503,560201,11102,353968,8825,2402636,10303,240693,9537,560989,11888,828171,13586,470816,10557,301967,8256,254547,9444,24285,2962,51890,4058,98710,5181,51359,4508,28303,2975,93842,5836,6029,1284,21583,3050,34914,3347,20759,2467,10557,1741,67618,5377,4314,1251,12641,2036,20255,2673,17267,2461,13141,2277,9096,null,null,9285,null,null,13284,null,null,14503,null,null,11102,null,null,8825,null,null,10303,null,null,9537,null,null,11888,null,null,13586,null,null,10557,null,null,8256,null,null,9444,null,null,2962,null,null,4058,null,null,5181,null,null,4508,null,null,2975,null,null,5836,null,null,1284,null,null,3050,null,null,3347,null,null,2467,null,null,1741,null,null,5377,null,null,1251,null,null,2036,null,null,2673,null,null,2461,null,null,2277,null,null,41
