B07409_001E,B07409_001M,B07409_002E,B07409_002M,B07409_003E,B07409_003M,B07409_004E,B07409_004M,B07409_005E,B07409_005M,B07409_006E,B07409_006M,B07409_007E,B07409_007M,B07409_008E,B07409_008M,B07409_009E,B07409_009M,B07409_010E,B07409_010M,B07409_011E,B07409_011M,B07409_012E,B07409_012M,B07409_013E,B07409_013M,B07409_014E,B07409_014M,B07409_015E,B07409_015M,B07409_016E,B07409_016M,B07409_017E,B07409_017M,B07409_018E,B07409_018M,B07409_019E,B07409_019M,B07409_020E,B07409_020M,B07409_021E,B07409_021M,B07409_022E,B07409_022M,B07409_023E,B07409_023M,B07409_024E,B07409_024M,B07409_025E,B07409_025M,B07409_026E,B07409_026M,B07409_027E,B07409_027M,B07409_028E,B07409_028M,B07409_029E,B07409_029M,B07409_030E,B07409_030M,B07409_001M,B07409_001EA,B07409_001MA,B07409_002M,B07409_002EA,B07409_002MA,B07409_003M,B07409_003EA,B07409_003MA,B07409_004M,B07409_004EA,B07409_004MA,B07409_005M,B07409_005EA,B07409_005MA,B07409_006M,B07409_006EA,B07409_006MA,B07409_007M,B07409_007EA,B07409_007MA,B07409_008M,B07409_008EA,B07409_008MA,B07409_009M,B07409_009EA,B07409_009MA,B07409_010M,B07409_010EA,B07409_010MA,B07409_011M,B07409_011EA,B07409_011MA,B07409_012M,B07409_012EA,B07409_012MA,B07409_013M,B07409_013EA,B07409_013MA,B07409_014M,B07409_014EA,B07409_014MA,B07409_015M,B07409_015EA,B07409_015MA,B07409_016M,B07409_016EA,B07409_016MA,B07409_017M,B07409_017EA,B07409_017MA,B07409_018M,B07409_018EA,B07409_018MA,B07409_019M,B07409_019EA,B07409_019MA,B07409_020M,B07409_020EA,B07409_020MA,B07409_021M,B07409_021EA,B07409_021MA,B07409_022M,B07409_022EA,B07409_022MA,B07409_023M,B07409_023EA,B07409_023MA,B07409_024M,B07409_024EA,B07409_024MA,B07409_025M,B07409_025EA,B07409_025MA,B07409_026M,B07409_026EA,B07409_026MA,B07409_027M,B07409_027EA,B07409_027MA,B07409_028M,B07409_028EA,B07409_028MA,B07409_029M,B07409_029EA,B07409_029MA,B07409_030M,B07409_030EA,B07409_030MA,state
14380488,24197,1818022,25277,4164083,30239,4306704,28199,2604130,29385,1487549,20750,12579970,35724,1590859,25287,3671652,27655,3748598,29829,2269231,28014,1299630,18910,1131447,26005,145240,9655,324847,11852,351612,12491,203767,9201,105981,5415,392298,14175,58119,4353,104365,6988,122374,7315,69069,5083,38371,3951,276773,10510,23804,2649,63219,4650,84120,5136,62063,4659,43567,3759,24197,null,null,25277,null,null,30239,null,null,28199,null,null,29385,null,null,20750,null,null,35724,null,null,25287,null,null,27655,null,null,29829,null,null,28014,null,null,18910,null,null,26005,null,null,9655,null,null,11852,null,null,12491,null,null,9201,null,null,5415,null,null,14175,null,null,4353,null,null,6988,null,null,7315,null,null,5083,null,null,3951,null,null,10510,null,null,2649,null,null,4650,null,null,5136,null,null,4659,null,null,3759,null,null,12
6718940,16347,910780,18851,1873005,25084,1904085,23995,1252008,16688,779062,14118,5822261,20085,794486,20324,1639867,22813,1629756,21152,1080158,16737,677994,12717,453513,15098,65614,5697,122428,6980,140435,8514,80914,5814,44122,3674,288045,11104,39769,3661,78845,5330,86682,6331,53076,5066,29673,2785,155121,9522,10911,1607,31865,3702,47212,4751,37860,3862,27273,3596,16347,null,null,18851,null,null,25084,null,null,23995,null,null,16688,null,null,14118,null,null,20085,null,null,20324,null,null,22813,null,null,21152,null,null,16737,null,null,12717,null,null,15098,null,null,5697,null,null,6980,null,null,8514,null,null,5814,null,null,3674,null,null,11104,null,null,3661,null,null,5330,null,null,6331,null,null,5066,null,null,2785,null,null,9522,null,null,1607,null,null,3702,null,null,4751,null,null,3862,null,null,3596,null,null,13
983786,6591,79301,5469,279136,8065,313297,8239,209194,6367,102858,5002,867695,7031,71711,5014,246018,7575,273169,7145,185528,6216,91269,4606,73598,6531,5381,1643,21873,3224,25853,2871,13789,2292,6702,1324,5327,1323,971,551,2117,819,1112,556,753,354,374,249,37166,4065,1238,466,9128,2054,13163,1982,9124,1992,4513,1135,6591,null,null,5469,null,null,8065,null,null,8239,null,null,6367,null,null,5002,null,null,7031,null,null,5014,null,null,7575,null,null,7145,null,null,6216,null,null,4606,null,null,6531,null,null,1643,null,null,3224,null,null,2871,null,null,2292,null,null,1324,null,null,1323,null,null,551,null,null,819,null,null,556,null,null,354,null,null,249,null,null,4065,null,null,466,null,null,2054,null,null,1982,null,null,1992,null,null,1135,null,null,15
1069757,6775,104643,6322,298683,8341,371779,9858,200799,7098,93853,4936,924510,8449,87511,5026,260805,7642,319877,10056,174349,5928,81968,4663,83096,6854,8944,2011,21932,3065,31893,3545,14423,2201,5904,1394,32614,4143,4602,1629,10256,2127,10643,2073,4620,1137,2493,1196,29537,2602,3586,1251,5690,1225,9366,1419,7407,1415,3488,809,6775,null,null,6322,null,null,8341,null,null,9858,null,null,7098,null,null,4936,null,null,8449,null,null,5026,null,null,7642,null,null,10056,null,null,5928,null,null,4663,null,null,6854,null,null,2011,null,null,3065,null,null,3545,null,null,2201,null,null,1394,null,null,4143,null,null,1629,null,null,2127,null,null,2073,null,null,1137,null,null,1196,null,null,2602,null,null,1251,null,null,1225,null,null,1419,null,null,1415,null,null,809,null,null,16
8704978,13847,968887,15593,2263218,23588,2518570,19814,1819519,18660,1134784,16758,7671640,22264,848291,14629,2034083,23062,2219233,20314,1583174,17172,986859,16455,644716,18012,81808,6259,150657,6894,190154,8615,139447,5894,82650,5146,192201,9639,24724,2673,42705,3196,59266,4276,43476,3567,22030,2685,196421,10762,14064,2531,35773,4377,49917,4575,53422,4167,43245,3684,13847,null,null,15593,null,null,23588,null,null,19814,null,null,18660,null,null,16758,null,null,22264,null,null,14629,null,null,23062,null,null,20314,null,null,17172,null,null,16455,null,null,18012,null,null,6259,null,null,6894,null,null,8615,null,null,5894,null,null,5146,null,null,9639,null,null,2673,null,null,3196,null,null,4276,null,null,3567,null,null,2685,null,null,10762,null,null,2531,null,null,4377,null,null,4575,null,null,4167,null,null,3684,null,null,17
4382843,10246,506625,12189,1479104,13437,1271033,14864,717770,13516,408311,9956,3867860,15748,441654,11788,1320206,13030,1114473,14302,629108,12652,362419,9361,303707,11792,41528,3640,98822,5767,98136,6125,45273,4340,19948,2280,127589,6585,16717,2507,41101,3499,38635,3163,21269,2483,9867,1607,83687,5618,6726,1903,18975,2285,19789,2638,22120,2765,16077,2396,10246,null,null,12189,null,null,13437,null,null,14864,null,null,13516,null,null,9956,null,null,15748,null,null,11788,null,null,13030,null,null,14302,null,null,12652,null,null,9361,null,null,11792,null,null,3640,null,null,5767,null,null,6125,null,null,4340,null,null,2280,null,null,6585,null,null,2507,null,null,3499,null,null,3163,null,null,2483,null,null,1607,null,null,5618,null,null,1903,null,null,2285,null,null,2638,null,null,2765,null,null,2396,null,null,18
2084147,6561,171688,5670,647725,8947,672524,10079,396826,8821,195384,6325,1841694,8377,146516,4948,582568,8532,593482,8920,346893,8500,172235,5940,142917,6685,16452,2263,41180,3010,46778,3977,27461,3344,11046,1644,54706,3911,4459,938,15310,2057,18688,2210,12125,1716,4124,1016,44830,4007,4261,1211,8667,1457,13576,1957,10347,1774,7979,1419,6561,null,null,5670,null,null,8947,null,null,10079,null,null,8821,null,null,6325,null,null,8377,null,null,4948,null,null,8532,null,null,8920,null,null,8500,null,null,5940,null,null,6685,null,null,2263,null,null,3010,null,null,3977,null,null,3344,null,null,1644,null,null,3911,null,null,938,null,null,2057,null,null,2210,null,null,1716,null,null,1016,null,null,4007,null,null,1211,null,null,1457,null,null,1957,null,null,1774,null,null,1419,null,null,19
1888073,6612,175388,6359,492910,11415,596531,9632,393555,8494,229689,6384,1638884,8701,152135,5870,429076,9925,514407,9830,340793,8713,202473,6142,147918,7377,13586,1905,41350,3473,50121,4235,27688,2817,15173,2308,47656,3769,7021,1400,12731,1627,15866,2346,8387,1175,3651,940,53615,4227,2646,900,9753,1652,16137,2380,16687,2534,8392,1583,6612,null,null,6359,null,null,11415,null,null,9632,null,null,8494,null,null,6384,null,null,8701,null,null,5870,null,null,9925,null,null,9830,null,null,8713,null,null,6142,null,null,7377,null,null,1905,null,null,3473,null,null,4235,null,null,2817,null,null,2308,null,null,3769,null,null,1400,null,null,1627,null,null,2346,null,null,1175,null,null,940,null,null,4227,null,null,900,null,null,1652,null,null,2380,null,null,2534,null,null,1583,null,null,20
2986756,9209,426336,10374,967411,12399,889476,10623,416898,10217,286635,8085,2610146,11782,369806,9228,856490,12097,768481,10775,365051,9555,250318,7827,221111,9584,35339,2852,67925,4921,73030,4584,27182,2918,17635,2399,92935,5428,16325,2206,27314,2869,30919,2724,12136,1887,6241,1284,62564,5445,4866,1440,15682,2503,17046,2486,12529,2104,12441,1903,9209,null,null,10374,null,null,12399,null,null,10623,null,null,10217,null,null,8085,null,null,11782,null,null,9228,null,null,12097,null,null,10775,null,null,9555,null,null,7827,null,null,9584,null,null,2852,null,null,4921,null,null,4584,null,null,2918,null,null,2399,null,null,5428,null,null,2206,null,null,2869,null,null,2724,null,null,1887,null,null,1284,null,null,5445,null,null,1440,null,null,2503,null,null,2486,null,null,2104,null,null,1903,null,null,21
3109721,8648,484127,11419,1054993,16259,843148,16322,473543,10193,253910,8626,2753704,14137,420255,11081,944948,16357,745622,14796,419433,9525,223446,8533,210714,10727,39799,4553,68995,5561,57278,4621,28495,3208,16147,2464,90087,6468,19605,3139,27725,3328,23227,2907,13515,2254,6015,1419,55216,5311,4468,974,13325,2405,17021,2797,12100,2199,8302,1539,8648,null,null,11419,null,null,16259,null,null,16322,null,null,10193,null,null,8626,null,null,14137,null,null,11081,null,null,16357,null,null,14796,null,null,9525,null,null,8533,null,null,10727,null,null,4553,null,null,5561,null,null,4621,null,null,3208,null,null,2464,null,null,6468,null,null,3139,null,null,3328,null,null,2907,null,null,2254,null,null,1419,null,null,5311,null,null,974,null,null,2405,null,null,2797,null,null,2199,null,null,1539,null,null,22
