B08503_001E,B08503_001M,B08503_002E,B08503_002M,B08503_003E,B08503_003M,B08503_004E,B08503_004M,B08503_005E,B08503_005M,B08503_006E,B08503_006M,B08503_007E,B08503_007M,B08503_001M,B08503_001EA,B08503_001MA,B08503_002M,B08503_002EA,B08503_002MA,B08503_003M,B08503_003EA,B08503_003MA,B08503_004M,B08503_004EA,B08503_004MA,B08503_005M,B08503_005EA,B08503_005MA,B08503_006M,B08503_006EA,B08503_006MA,B08503_007M,B08503_007EA,B08503_007MA,state
42.3,0.2,42.9,0.2,38.4,0.7,38.2,1.5,27.3,0.9,37.4,1.7,47.9,0.6,0.2,null,null,0.2,null,null,0.7,null,null,1.5,null,null,0.9,null,null,1.7,null,null,0.6,null,null,51
41.2,0.2,42.1,0.2,38.0,0.8,35.7,0.7,31.5,0.7,39.6,1.8,47.9,0.6,0.2,null,null,0.2,null,null,0.8,null,null,0.7,null,null,0.7,null,null,1.8,null,null,0.6,null,null,53
43.6,0.4,44.0,0.4,39.2,1.2,35.8,6.0,36.0,6.4,43.4,6.9,48.1,2.2,0.4,null,null,0.4,null,null,1.2,null,null,6.0,null,null,6.4,null,null,6.9,null,null,2.2,null,null,54
42.1,0.2,42.9,0.2,37.9,0.9,31.1,1.0,29.3,1.1,35.2,2.1,48.1,0.8,0.2,null,null,0.2,null,null,0.9,null,null,1.0,null,null,1.1,null,null,2.1,null,null,0.8,null,null,55
40.8,0.6,41.2,0.7,37.0,1.6,40.7,10.4,32.5,5.1,43.5,6.0,49.6,2.9,0.6,null,null,0.7,null,null,1.6,null,null,10.4,null,null,5.1,null,null,6.0,null,null,2.9,null,null,56
41.3,0.3,41.0,0.3,41.3,1.2,46.7,1.8,44.3,2.1,41.7,2.5,45.2,3.1,0.3,null,null,0.3,null,null,1.2,null,null,1.8,null,null,2.1,null,null,2.5,null,null,3.1,null,null,72
41.7,0.3,42.0,0.3,38.5,1.0,46.4,5.7,31.6,2.7,43.1,5.0,47.1,1.7,0.3,null,null,0.3,null,null,1.0,null,null,5.7,null,null,2.7,null,null,5.0,null,null,1.7,null,null,01
40.1,0.7,40.3,0.8,36.2,1.5,36.1,8.5,38.8,2.6,43.3,2.2,47.9,5.3,0.7,null,null,0.8,null,null,1.5,null,null,8.5,null,null,2.6,null,null,2.2,null,null,5.3,null,null,02
40.7,0.2,40.9,0.2,37.7,0.8,35.1,2.3,34.6,2.6,38.4,1.9,47.3,0.7,0.2,null,null,0.2,null,null,0.8,null,null,2.3,null,null,2.6,null,null,1.9,null,null,0.7,null,null,04
41.9,0.3,42.5,0.3,37.2,0.9,39.1,7.7,36.4,2.0,41.3,2.3,47.8,1.9,0.3,null,null,0.3,null,null,0.9,null,null,7.7,null,null,2.0,null,null,2.3,null,null,1.9,null,null,05
41.0,0.1,41.3,0.2,39.5,0.4,37.4,0.4,33.4,0.8,35.8,0.6,47.9,0.4,0.1,null,null,0.2,null,null,0.4,null,null,0.4,null,null,0.8,null,null,0.6,null,null,0.4,null,null,06
40.7,0.2,41.0,0.3,37.1,0.6,36.6,1.4,30.9,0.9,35.5,1.8,47.2,0.6,0.2,null,null,0.3,null,null,0.6,null,null,1.4,null,null,0.9,null,null,1.8,null,null,0.6,null,null,08
44.3,0.2,45.1,0.2,38.0,1.2,36.1,1.4,30.5,2.1,34.8,5.3,50.4,0.7,0.2,null,null,0.2,null,null,1.2,null,null,1.4,null,null,2.1,null,null,5.3,null,null,0.7,null,null,09
43.4,0.4,43.9,0.5,39.5,2.0,37.0,4.7,28.5,4.6,36.3,4.8,51.1,2.4,0.4,null,null,0.5,null,null,2.0,null,null,4.7,null,null,4.6,null,null,4.8,null,null,2.4,null,null,10
41.7,0.4,44.3,0.5,44.2,1.2,40.1,0.7,30.9,0.7,38.0,1.1,41.1,3.6,0.4,null,null,0.5,null,null,1.2,null,null,0.7,null,null,0.7,null,null,1.1,null,null,3.6,null,null,11
