B16004_001E,B16004_001M,B16004_002E,B16004_002M,B16004_003E,B16004_003M,B16004_004E,B16004_004M,B16004_005E,B16004_005M,B16004_006E,B16004_006M,B16004_007E,B16004_007M,B16004_008E,B16004_008M,B16004_009E,B16004_009M,B16004_010E,B16004_010M,B16004_011E,B16004_011M,B16004_012E,B16004_012M,B16004_013E,B16004_013M,B16004_014E,B16004_014M,B16004_015E,B16004_015M,B16004_016E,B16004_016M,B16004_017E,B16004_017M,B16004_018E,B16004_018M,B16004_019E,B16004_019M,B16004_020E,B16004_020M,B16004_021E,B16004_021M,B16004_022E,B16004_022M,B16004_023E,B16004_023M,B16004_024E,B16004_024M,B16004_025E,B16004_025M,B16004_026E,B16004_026M,B16004_027E,B16004_027M,B16004_028E,B16004_028M,B16004_029E,B16004_029M,B16004_030E,B16004_030M,B16004_031E,B16004_031M,B16004_032E,B16004_032M,B16004_033E,B16004_033M,B16004_034E,B16004_034M,B16004_035E,B16004_035M,B16004_036E,B16004_036M,B16004_037E,B16004_037M,B16004_038E,B16004_038M,B16004_039E,B16004_039M,B16004_040E,B16004_040M,B16004_041E,B16004_041M,B16004_042E,B16004_042M,B16004_043E,B16004_043M,B16004_044E,B16004_044M,B16004_045E,B16004_045M,B16004_046E,B16004_046M,B16004_047E,B16004_047M,B16004_048E,B16004_048M,B16004_049E,B16004_049M,B16004_050E,B16004_050M,B16004_051E,B16004_051M,B16004_052E,B16004_052M,B16004_053E,B16004_053M,B16004_054E,B16004_054M,B16004_055E,B16004_055M,B16004_056E,B16004_056M,B16004_057E,B16004_057M,B16004_058E,B16004_058M,B16004_059E,B16004_059M,B16004_060E,B16004_060M,B16004_061E,B16004_061M,B16004_062E,B16004_062M,B16004_063E,B16004_063M,B16004_064E,B16004_064M,B16004_065E,B16004_065M,B16004_066E,B16004_066M,B16004_067E,B16004_067M,B16004_001M,B16004_001EA,B16004_001MA,B16004_002M,B16004_002EA,B16004_002MA,B16004_003M,B16004_003EA,B16004_003MA,B16004_004M,B16004_004EA,B16004_004MA,B16004_005M,B16004_005EA,B16004_005MA,B16004_006M,B16004_006EA,B16004_006MA,B16004_007M,B16004_007EA,B16004_007MA,B16004_008M,B16004_008EA,B16004_008MA,B16004_009M,B16004_009EA,B16004_009MA,B16004_010M,B16004_010EA,B16004_010MA,B16004_011M,B16004_011EA,B16004_011MA,B16004_012M,B16004_012EA,B16004_012MA,B16004_013M,B16004_013EA,B16004_013MA,B16004_014M,B16004_014EA,B16004_014MA,B16004_015M,B16004_015EA,B16004_015MA,B16004_016M,B16004_016EA,B16004_016MA,B16004_017M,B16004_017EA,B16004_017MA,B16004_018M,B16004_018EA,B16004_018MA,B16004_019M,B16004_019EA,B16004_019MA,B16004_020M,B16004_020EA,B16004_020MA,B16004_021M,B16004_021EA,B16004_021MA,B16004_022M,B16004_022EA,B16004_022MA,B16004_023M,B16004_023EA,B16004_023MA,B16004_024M,B16004_024EA,B16004_024MA,B16004_025M,B16004_025EA,B16004_025MA,B16004_026M,B16004_026EA,B16004_026MA,B16004_027M,B16004_027EA,B16004_027MA,B16004_028M,B16004_028EA,B16004_028MA,B16004_029M,B16004_029EA,B16004_029MA,B16004_030M,B16004_030EA,B16004_030MA,B16004_031M,B16004_031EA,B16004_031MA,B16004_032M,B16004_032EA,B16004_032MA,B16004_033M,B16004_033EA,B16004_033MA,B16004_034M,B16004_034EA,B16004_034MA,B16004_035M,B16004_035EA,B16004_035MA,B16004_036M,B16004_036EA,B16004_036MA,B16004_037M,B16004_037EA,B16004_037MA,B16004_038M,B16004_038EA,B16004_038MA,B16004_039M,B16004_039EA,B16004_039MA,B16004_040M,B16004_040EA,B16004_040MA,B16004_041M,B16004_041EA,B16004_041MA,B16004_042M,B16004_042EA,B16004_042MA,B16004_043M,B16004_043EA,B16004_043MA,B16004_044M,B16004_044EA,B16004_044MA,B16004_045M,B16004_045EA,B16004_045MA,B16004_046M,B16004_046EA,B16004_046MA,B16004_047M,B16004_047EA,B16004_047MA,B16004_048M,B16004_048EA,B16004_048MA,B16004_049M,B16004_049EA,B16004_049MA,B16004_050M,B16004_050EA,B16004_050MA,B16004_051M,B16004_051EA,B16004_051MA,B16004_052M,B16004_052EA,B16004_052MA,B16004_053M,B16004_053EA,B16004_053MA,B16004_054M,B16004_054EA,B16004_054MA,B16004_055M,B16004_055EA,B16004_055MA,B16004_056M,B16004_056EA,B16004_056MA,B16004_057M,B16004_057EA,B16004_057MA,B16004_058M,B16004_058EA,B16004_058MA,B16004_059M,B16004_059EA,B16004_059MA,B16004_060M,B16004_060EA,B16004_060MA,B16004_061M,B16004_061EA,B16004_061MA,B16004_062M,B16004_062EA,B16004_062MA,B16004_063M,B16004_063EA,B16004_063MA,B16004_064M,B16004_064EA,B16004_064MA,B16004_065M,B16004_065EA,B16004_065MA,B16004_066M,B16004_066EA,B16004_066MA,B16004_067M,B16004_067EA,B16004_067MA,state
1267538,938,191010,1119,182013,1812,1950,692,1660,674,214,173,76,131,0,172,2890,1074,2388,1006,477,316,25,45,0,172,1392,668,1116,601,218,275,58,90,0,172,2765,1095,2101,942,499,518,13,26,152,185,819876,1220,772991,3709,8054,1410,6291,1189,804,533,723,404,236,213,23817,3166,20144,2780,2504,837,1080,550,89,154,8811,1508,3733,912,3008,860,2070,890,0,172,6203,1424,3238,1027,1938,673,726,518,301,298,256652,995,234133,2369,820,326,503,251,284,202,33,39,0,172,19689,1972,15257,1718,3353,838,1032,425,47,78,1212,522,178,135,346,209,688,448,0,172,798,475,548,369,24,40,0,172,226,289,938,null,null,1119,null,null,1812,null,null,692,null,null,674,null,null,173,null,null,131,null,null,172,null,null,1074,null,null,1006,null,null,316,null,null,45,null,null,172,null,null,668,null,null,601,null,null,275,null,null,90,null,null,172,null,null,1095,null,null,942,null,null,518,null,null,26,null,null,185,null,null,1220,null,null,3709,null,null,1410,null,null,1189,null,null,533,null,null,404,null,null,213,null,null,3166,null,null,2780,null,null,837,null,null,550,null,null,154,null,null,1508,null,null,912,null,null,860,null,null,890,null,null,172,null,null,1424,null,null,1027,null,null,673,null,null,518,null,null,298,null,null,995,null,null,2369,null,null,326,null,null,251,null,null,202,null,null,39,null,null,172,null,null,1972,null,null,1718,null,null,838,null,null,425,null,null,78,null,null,522,null,null,135,null,null,209,null,null,448,null,null,172,null,null,475,null,null,369,null,null,40,null,null,172,null,null,289,null,null,23
5653552,1594,983257,1737,797177,8002,102833,3808,81286,4667,13911,2600,6784,1562,852,486,36068,4312,30489,3969,4566,1302,1013,492,0,198,28794,2551,21523,2634,5057,1173,2214,702,0,198,18385,3248,15517,2730,1281,672,1587,1505,0,198,3793847,2026,3018794,13503,339204,6344,164259,7022,70547,5399,72793,5364,31605,4183,182014,9875,138028,8117,31702,3515,10967,2139,1317,774,153261,5581,90550,6251,39923,3379,19552,2586,3236,1114,100574,8057,76798,6349,17844,2923,5719,1681,213,264,876448,1572,768513,3926,25706,1681,9967,1510,6308,1316,5079,1176,4352,947,39328,3256,21841,2329,8219,1215,6852,1573,2416,961,32466,1744,13637,1712,7465,1292,7498,1288,3866,981,10435,1757,6766,1427,1956,703,989,491,724,500,1594,null,null,1737,null,null,8002,null,null,3808,null,null,4667,null,null,2600,null,null,1562,null,null,486,null,null,4312,null,null,3969,null,null,1302,null,null,492,null,null,198,null,null,2551,null,null,2634,null,null,1173,null,null,702,null,null,198,null,null,3248,null,null,2730,null,null,672,null,null,1505,null,null,198,null,null,2026,null,null,13503,null,null,6344,null,null,7022,null,null,5399,null,null,5364,null,null,4183,null,null,9875,null,null,8117,null,null,3515,null,null,2139,null,null,774,null,null,5581,null,null,6251,null,null,3379,null,null,2586,null,null,1114,null,null,8057,null,null,6349,null,null,2923,null,null,1681,null,null,264,null,null,1572,null,null,3926,null,null,1681,null,null,1510,null,null,1316,null,null,1176,null,null,947,null,null,3256,null,null,2329,null,null,1215,null,null,1573,null,null,961,null,null,1744,null,null,1712,null,null,1292,null,null,1288,null,null,981,null,null,1757,null,null,1427,null,null,703,null,null,491,null,null,500,null,null,24
6452005,1483,1019173,1634,782047,7712,112547,4681,92389,4714,11876,2041,6553,1373,1729,815,75598,5420,65853,5167,6221,1658,3360,1454,164,189,35038,3237,27338,3032,5112,1061,2273,781,315,285,13943,3485,11576,3242,1318,565,925,979,124,205,4358407,1893,3250382,16716,424822,8002,237443,7850,76483,4859,72154,4763,38742,5289,408055,13002,274241,9993,87062,6266,35415,3952,11337,2051,208580,7174,110724,6149,54987,4412,31239,2797,11630,2683,66568,5891,46349,4902,15096,2470,3541,1042,1582,922,1074425,1518,892347,5184,41203,1494,10483,1386,7308,1048,11047,1579,12365,1379,102903,4289,47452,3540,22064,2079,23063,2512,10324,1717,30321,1804,7509,1277,4723,1032,9055,1558,9034,1650,7651,1184,4236,925,1034,436,1228,579,1153,534,1483,null,null,1634,null,null,7712,null,null,4681,null,null,4714,null,null,2041,null,null,1373,null,null,815,null,null,5420,null,null,5167,null,null,1658,null,null,1454,null,null,189,null,null,3237,null,null,3032,null,null,1061,null,null,781,null,null,285,null,null,3485,null,null,3242,null,null,565,null,null,979,null,null,205,null,null,1893,null,null,16716,null,null,8002,null,null,7850,null,null,4859,null,null,4763,null,null,5289,null,null,13002,null,null,9993,null,null,6266,null,null,3952,null,null,2051,null,null,7174,null,null,6149,null,null,4412,null,null,2797,null,null,2683,null,null,5891,null,null,4902,null,null,2470,null,null,1042,null,null,922,null,null,1518,null,null,5184,null,null,1494,null,null,1386,null,null,1048,null,null,1579,null,null,1379,null,null,4289,null,null,3540,null,null,2079,null,null,2512,null,null,1717,null,null,1804,null,null,1277,null,null,1032,null,null,1558,null,null,1650,null,null,1184,null,null,925,null,null,436,null,null,579,null,null,534,null,null,25
9356637,2272,1619520,2705,1448146,7609,69254,4168,56893,4031,7821,1435,4114,1599,426,319,39728,3925,32507,3685,4525,1191,2252,847,444,324,22119,1931,17364,1985,3266,936,1082,436,407,362,40273,4432,32085,3713,4552,1567,2601,1085,1035,674,6128052,2670,5512022,13032,187704,6191,106521,4927,33805,2962,33726,3431,13652,2394,176366,7844,120960,6035,36298,3275,15625,2272,3483,1132,119117,5052,65965,4167,35295,3236,15240,1937,2617,852,132843,8153,75028,5535,32416,3289,18217,2800,7182,1724,1609065,2103,1504636,3592,19909,1733,12217,1519,3250,652,2807,755,1635,635,49679,2745,28807,2206,11227,1425,7236,1512,2409,646,16503,1539,6443,1229,5114,980,2891,741,2055,803,18338,1920,5940,1065,4552,1012,4872,1175,2974,840,2272,null,null,2705,null,null,7609,null,null,4168,null,null,4031,null,null,1435,null,null,1599,null,null,319,null,null,3925,null,null,3685,null,null,1191,null,null,847,null,null,324,null,null,1931,null,null,1985,null,null,936,null,null,436,null,null,362,null,null,4432,null,null,3713,null,null,1567,null,null,1085,null,null,674,null,null,2670,null,null,13032,null,null,6191,null,null,4927,null,null,2962,null,null,3431,null,null,2394,null,null,7844,null,null,6035,null,null,3275,null,null,2272,null,null,1132,null,null,5052,null,null,4167,null,null,3236,null,null,1937,null,null,852,null,null,8153,null,null,5535,null,null,3289,null,null,2800,null,null,1724,null,null,2103,null,null,3592,null,null,1733,null,null,1519,null,null,652,null,null,755,null,null,635,null,null,2745,null,null,2206,null,null,1425,null,null,1512,null,null,646,null,null,1539,null,null,1229,null,null,980,null,null,741,null,null,803,null,null,1920,null,null,1065,null,null,1012,null,null,1175,null,null,840,null,null,26
5168872,1829,937543,1975,806846,6748,55459,3436,45449,3376,6712,1468,2362,699,936,784,14061,2222,10929,1954,2039,837,709,276,384,305,33582,2582,23333,2748,8024,1607,2083,908,142,175,27595,4377,19900,3973,5072,1668,2420,1106,203,221,3400994,2730,2980812,10127,137878,4108,69603,4342,27792,2644,30264,2729,10219,1873,71202,5684,52673,4194,12205,2299,5520,1669,804,546,129189,3675,69598,3473,33100,2739,20614,2278,5877,1583,81913,5564,45162,4710,23221,3205,9827,1894,3703,1112,830335,1898,783487,2968,9826,1379,4484,948,1780,647,2027,642,1535,838,16256,1960,10968,1557,2371,630,2087,602,830,491,12686,960,2997,700,2212,590,4042,805,3435,818,8080,1536,3054,817,1251,588,1681,630,2094,874,1829,null,null,1975,null,null,6748,null,null,3436,null,null,3376,null,null,1468,null,null,699,null,null,784,null,null,2222,null,null,1954,null,null,837,null,null,276,null,null,305,null,null,2582,null,null,2748,null,null,1607,null,null,908,null,null,175,null,null,4377,null,null,3973,null,null,1668,null,null,1106,null,null,221,null,null,2730,null,null,10127,null,null,4108,null,null,4342,null,null,2644,null,null,2729,null,null,1873,null,null,5684,null,null,4194,null,null,2299,null,null,1669,null,null,546,null,null,3675,null,null,3473,null,null,2739,null,null,2278,null,null,1583,null,null,5564,null,null,4710,null,null,3205,null,null,1894,null,null,1112,null,null,1898,null,null,2968,null,null,1379,null,null,948,null,null,647,null,null,642,null,null,838,null,null,1960,null,null,1557,null,null,630,null,null,602,null,null,491,null,null,960,null,null,700,null,null,590,null,null,805,null,null,818,null,null,1536,null,null,817,null,null,588,null,null,630,null,null,874,null,null,27
2801896,2989,536323,3318,511949,3584,18276,2559,13912,2126,2572,990,1712,885,80,142,1905,742,1137,450,342,309,426,373,0,213,1986,830,1771,812,138,189,77,118,0,213,2207,1032,1661,731,515,492,31,41,0,213,1815939,2635,1741050,3896,46307,2800,25673,2232,9206,1645,8401,1817,3027,1142,9700,1662,7234,1421,2002,807,375,314,89,103,12268,2157,6644,1582,3467,1386,1617,1091,540,417,6614,1320,5332,1290,1154,584,109,109,19,32,449634,2039,441221,2440,2751,891,1697,639,320,250,397,395,337,336,3690,1359,2681,1152,435,357,574,600,0,213,1533,713,1323,676,33,39,6,15,171,211,439,372,256,295,183,213,0,213,0,213,2989,null,null,3318,null,null,3584,null,null,2559,null,null,2126,null,null,990,null,null,885,null,null,142,null,null,742,null,null,450,null,null,309,null,null,373,null,null,213,null,null,830,null,null,812,null,null,189,null,null,118,null,null,213,null,null,1032,null,null,731,null,null,492,null,null,41,null,null,213,null,null,2635,null,null,3896,null,null,2800,null,null,2232,null,null,1645,null,null,1817,null,null,1142,null,null,1662,null,null,1421,null,null,807,null,null,314,null,null,103,null,null,2157,null,null,1582,null,null,1386,null,null,1091,null,null,417,null,null,1320,null,null,1290,null,null,584,null,null,109,null,null,32,null,null,2039,null,null,2440,null,null,891,null,null,639,null,null,250,null,null,395,null,null,336,null,null,1359,null,null,1152,null,null,357,null,null,600,null,null,213,null,null,713,null,null,676,null,null,39,null,null,15,null,null,211,null,null,372,null,null,295,null,null,213,null,null,213,null,null,213,null,null,28
5721468,2913,1018532,2888,945326,5386,35392,2700,29338,2890,4464,1102,1513,708,77,71,20879,3027,16779,2833,2569,723,1159,377,372,256,10429,1776,6436,1522,2416,855,1577,835,0,187,6506,2143,4553,1762,880,686,1073,640,0,187,3725957,3645,3472835,10160,101859,4077,62207,3857,16288,2161,16705,2158,6659,1674,72116,6762,51272,5428,14431,2470,4994,1177,1419,1041,56981,3953,28975,2799,17554,2324,8229,1939,2223,991,22166,3959,13691,2746,5830,1517,2581,1022,64,78,976979,2726,945137,3147,10025,1323,6486,1113,1333,493,1173,498,1033,534,13033,1669,9012,1374,2641,879,821,389,559,482,6441,1396,2056,579,2105,706,1391,549,889,560,2343,866,1738,671,249,226,231,179,125,212,2913,null,null,2888,null,null,5386,null,null,2700,null,null,2890,null,null,1102,null,null,708,null,null,71,null,null,3027,null,null,2833,null,null,723,null,null,377,null,null,256,null,null,1776,null,null,1522,null,null,855,null,null,835,null,null,187,null,null,2143,null,null,1762,null,null,686,null,null,640,null,null,187,null,null,3645,null,null,10160,null,null,4077,null,null,3857,null,null,2161,null,null,2158,null,null,1674,null,null,6762,null,null,5428,null,null,2470,null,null,1177,null,null,1041,null,null,3953,null,null,2799,null,null,2324,null,null,1939,null,null,991,null,null,3959,null,null,2746,null,null,1517,null,null,1022,null,null,78,null,null,2726,null,null,3147,null,null,1323,null,null,1113,null,null,493,null,null,498,null,null,534,null,null,1669,null,null,1374,null,null,879,null,null,389,null,null,482,null,null,1396,null,null,579,null,null,706,null,null,549,null,null,560,null,null,866,null,null,671,null,null,226,null,null,179,null,null,212,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1774959,1865,341928,1878,293771,2602,36790,2529,25750,2849,7616,1482,3180,905,244,206,3064,1281,2509,1168,204,169,351,271,0,159,5197,1430,2062,832,2101,1029,1034,694,0,159,3106,1604,1979,1061,463,445,570,621,94,133,1147741,1498,1004494,4528,93921,3262,41324,2864,19553,2457,26301,2747,6743,1626,16992,2340,12059,1801,2945,1130,1884,845,104,132,20235,2741,8222,1798,6133,1352,4748,1339,1132,597,12099,2912,7151,2155,2723,1071,1681,568,544,310,285290,1336,272866,1129,6214,1236,3590,925,545,235,626,343,1453,638,3818,661,2835,566,608,302,224,141,151,151,2054,549,545,320,330,227,695,356,484,282,338,236,174,205,9,15,101,118,54,82,1865,null,null,1878,null,null,2602,null,null,2529,null,null,2849,null,null,1482,null,null,905,null,null,206,null,null,1281,null,null,1168,null,null,169,null,null,271,null,null,159,null,null,1430,null,null,832,null,null,1029,null,null,694,null,null,159,null,null,1604,null,null,1061,null,null,445,null,null,621,null,null,133,null,null,1498,null,null,4528,null,null,3262,null,null,2864,null,null,2457,null,null,2747,null,null,1626,null,null,2340,null,null,1801,null,null,1130,null,null,845,null,null,132,null,null,2741,null,null,1798,null,null,1352,null,null,1339,null,null,597,null,null,2912,null,null,2155,null,null,1071,null,null,568,null,null,310,null,null,1336,null,null,1129,null,null,1236,null,null,925,null,null,235,null,null,343,null,null,638,null,null,661,null,null,566,null,null,302,null,null,141,null,null,151,null,null,549,null,null,320,null,null,227,null,null,356,null,null,282,null,null,236,null,null,205,null,null,15,null,null,118,null,null,82,null,null,31
2756697,1011,494141,1134,325939,6130,146143,5606,128097,5504,13449,2142,3631,983,966,669,5269,1727,3926,1363,994,759,349,315,0,210,13266,1950,10580,1885,2137,810,549,525,0,210,3524,1471,3370,1484,126,139,28,46,0,210,1820795,1247,1231292,10274,415677,8130,217178,7855,74179,4916,79586,6191,44734,4932,41091,4804,30379,3707,7370,1567,2677,995,665,528,111779,5161,72888,4924,25468,2831,11296,1917,2127,922,20956,3615,12779,2426,6014,1575,1782,927,381,410,441761,1269,353345,3079,38010,2477,14726,1995,6139,1186,7923,1554,9222,1661,15407,1947,10616,1715,2647,700,1478,687,666,656,32475,1823,16247,2095,7820,1506,6207,1443,2201,790,2524,645,1354,494,1005,436,102,117,63,103,1011,null,null,1134,null,null,6130,null,null,5606,null,null,5504,null,null,2142,null,null,983,null,null,669,null,null,1727,null,null,1363,null,null,759,null,null,315,null,null,210,null,null,1950,null,null,1885,null,null,810,null,null,525,null,null,210,null,null,1471,null,null,1484,null,null,139,null,null,46,null,null,210,null,null,1247,null,null,10274,null,null,8130,null,null,7855,null,null,4916,null,null,6191,null,null,4932,null,null,4804,null,null,3707,null,null,1567,null,null,995,null,null,528,null,null,5161,null,null,4924,null,null,2831,null,null,1917,null,null,922,null,null,3615,null,null,2426,null,null,1575,null,null,927,null,null,410,null,null,1269,null,null,3079,null,null,2477,null,null,1995,null,null,1186,null,null,1554,null,null,1661,null,null,1947,null,null,1715,null,null,700,null,null,687,null,null,656,null,null,1823,null,null,2095,null,null,1506,null,null,1443,null,null,790,null,null,645,null,null,494,null,null,436,null,null,117,null,null,103,null,null,32
1270317,1242,195363,1040,180609,2242,5119,1081,4493,1034,437,293,189,230,0,187,3988,1104,3304,956,339,261,345,308,0,187,3273,998,2666,852,473,343,134,150,0,187,2374,1078,1672,1104,531,448,94,157,77,125,848022,1459,782041,4237,20298,2408,12725,2037,4710,1288,2621,924,242,353,24756,2871,17827,2254,4616,1308,2204,1008,109,158,14511,1940,8036,1546,4531,1406,1842,757,102,120,6416,1925,3331,1490,2595,1172,350,440,140,177,226932,1160,209508,1689,2007,675,1389,617,142,169,476,439,0,187,13356,1728,9725,1279,2706,657,851,683,74,122,1574,815,743,470,316,244,515,421,0,187,487,301,125,114,159,248,90,105,113,174,1242,null,null,1040,null,null,2242,null,null,1081,null,null,1034,null,null,293,null,null,230,null,null,187,null,null,1104,null,null,956,null,null,261,null,null,308,null,null,187,null,null,998,null,null,852,null,null,343,null,null,150,null,null,187,null,null,1078,null,null,1104,null,null,448,null,null,157,null,null,125,null,null,1459,null,null,4237,null,null,2408,null,null,2037,null,null,1288,null,null,924,null,null,353,null,null,2871,null,null,2254,null,null,1308,null,null,1008,null,null,158,null,null,1940,null,null,1546,null,null,1406,null,null,757,null,null,120,null,null,1925,null,null,1490,null,null,1172,null,null,440,null,null,177,null,null,1160,null,null,1689,null,null,675,null,null,617,null,null,169,null,null,439,null,null,187,null,null,1728,null,null,1279,null,null,657,null,null,683,null,null,122,null,null,815,null,null,470,null,null,244,null,null,421,null,null,187,null,null,301,null,null,114,null,null,248,null,null,105,null,null,174,null,null,33
8424299,1246,1464269,1472,1018342,9873,272761,7953,225831,8490,31252,3733,12282,2003,3396,1289,89788,5665,77580,5362,8696,1789,3051,954,461,485,56877,3807,46528,3703,6651,1422,3266,1060,432,318,26501,3999,23147,3927,2671,1215,600,529,83,103,5587875,1726,3685091,17747,996408,9379,519798,11434,178294,7658,205138,9275,93178,6659,496080,15809,335659,12477,106908,6744,46768,4914,6745,1612,303338,10926,190033,8543,72408,4951,33054,2968,7843,2126,106958,6891,77354,5856,19293,2445,8835,1601,1476,992,1372155,1531,1048447,5954,124959,2711,35523,2716,24888,2431,36651,2207,27897,3083,126648,5867,56683,3903,32293,3162,27110,3035,10562,1587,58895,2654,19865,2517,16384,1888,16323,1952,6323,1244,13206,1996,5973,1214,3880,993,2190,928,1163,532,1246,null,null,1472,null,null,9873,null,null,7953,null,null,8490,null,null,3733,null,null,2003,null,null,1289,null,null,5665,null,null,5362,null,null,1789,null,null,954,null,null,485,null,null,3807,null,null,3703,null,null,1422,null,null,1060,null,null,318,null,null,3999,null,null,3927,null,null,1215,null,null,529,null,null,103,null,null,1726,null,null,17747,null,null,9379,null,null,11434,null,null,7658,null,null,9275,null,null,6659,null,null,15809,null,null,12477,null,null,6744,null,null,4914,null,null,1612,null,null,10926,null,null,8543,null,null,4951,null,null,2968,null,null,2126,null,null,6891,null,null,5856,null,null,2445,null,null,1601,null,null,992,null,null,1531,null,null,5954,null,null,2711,null,null,2716,null,null,2431,null,null,2207,null,null,3083,null,null,5867,null,null,3903,null,null,3162,null,null,3035,null,null,1587,null,null,2654,null,null,2517,null,null,1888,null,null,1952,null,null,1244,null,null,1996,null,null,1214,null,null,993,null,null,928,null,null,532,null,null,34
1955889,1342,364388,1766,256566,6617,85222,6042,72205,5906,9625,2494,3009,1111,383,313,3942,1104,3335,985,470,315,137,180,0,195,2778,834,2427,804,294,287,57,101,0,195,15880,2456,15519,2402,295,217,39,63,27,43,1249440,1752,803321,11503,342700,8682,245975,9276,42727,4120,36098,3976,17900,2936,17962,3003,14169,2685,2927,1095,769,423,97,133,13259,1917,9111,1627,2784,969,1209,602,155,195,72198,4967,64923,4689,5409,1181,1477,575,389,529,342061,1502,221714,3678,96377,3167,67764,3676,14245,1616,7780,1498,6588,1494,5108,1357,3918,1101,985,532,205,221,0,195,2675,1025,1323,724,368,350,795,746,189,283,16187,910,11252,1009,1902,420,2124,489,909,239,1342,null,null,1766,null,null,6617,null,null,6042,null,null,5906,null,null,2494,null,null,1111,null,null,313,null,null,1104,null,null,985,null,null,315,null,null,180,null,null,195,null,null,834,null,null,804,null,null,287,null,null,101,null,null,195,null,null,2456,null,null,2402,null,null,217,null,null,63,null,null,43,null,null,1752,null,null,11503,null,null,8682,null,null,9276,null,null,4120,null,null,3976,null,null,2936,null,null,3003,null,null,2685,null,null,1095,null,null,423,null,null,133,null,null,1917,null,null,1627,null,null,969,null,null,602,null,null,195,null,null,4967,null,null,4689,null,null,1181,null,null,575,null,null,529,null,null,1502,null,null,3678,null,null,3167,null,null,3676,null,null,1616,null,null,1498,null,null,1494,null,null,1357,null,null,1101,null,null,532,null,null,221,null,null,195,null,null,1025,null,null,724,null,null,350,null,null,746,null,null,283,null,null,910,null,null,1009,null,null,420,null,null,489,null,null,239,null,null,35
18586270,2442,3020367,2571,2073618,15055,506841,8322,405192,9151,65629,5666,29407,4075,6613,1724,250874,10314,182060,8430,36807,3530,23236,2778,8771,1488,115342,5260,71304,4507,33140,3772,10137,1576,761,397,73692,7804,62462,7058,7575,2060,3319,1484,336,325,12535122,3349,8500411,24368,2008797,14474,1056542,19598,388195,9033,399331,11333,164729,11127,1082734,18694,703410,14939,251285,9707,110765,5788,17274,2668,707893,14102,298320,9248,181338,7677,171990,7916,56245,4555,235287,11884,164823,9778,46234,3851,20467,3049,3763,1359,3030781,2884,2242486,10108,302392,3546,87801,4726,67023,3556,83640,3971,63928,4315,308538,9005,133991,5823,75139,4221,71247,4829,28161,3163,142683,3513,29063,2546,28851,2401,45108,3047,39661,2886,34682,3062,19779,2461,9780,1622,3847,972,1276,634,2442,null,null,2571,null,null,15055,null,null,8322,null,null,9151,null,null,5666,null,null,4075,null,null,1724,null,null,10314,null,null,8430,null,null,3530,null,null,2778,null,null,1488,null,null,5260,null,null,4507,null,null,3772,null,null,1576,null,null,397,null,null,7804,null,null,7058,null,null,2060,null,null,1484,null,null,325,null,null,3349,null,null,24368,null,null,14474,null,null,19598,null,null,9033,null,null,11333,null,null,11127,null,null,18694,null,null,14939,null,null,9707,null,null,5788,null,null,2668,null,null,14102,null,null,9248,null,null,7677,null,null,7916,null,null,4555,null,null,11884,null,null,9778,null,null,3851,null,null,3049,null,null,1359,null,null,2884,null,null,10108,null,null,3546,null,null,4726,null,null,3556,null,null,3971,null,null,4315,null,null,9005,null,null,5823,null,null,4221,null,null,4829,null,null,3163,null,null,3513,null,null,2546,null,null,2401,null,null,3047,null,null,2886,null,null,3062,null,null,2461,null,null,1622,null,null,972,null,null,634,null,null,36
