B25013_001E,B25013_001M,B25013_002E,B25013_002M,B25013_003E,B25013_003M,B25013_004E,B25013_004M,B25013_005E,B25013_005M,B25013_006E,B25013_006M,B25013_007E,B25013_007M,B25013_008E,B25013_008M,B25013_009E,B25013_009M,B25013_010E,B25013_010M,B25013_011E,B25013_011M,B25013_001M,B25013_001EA,B25013_001MA,B25013_002M,B25013_002EA,B25013_002MA,B25013_003M,B25013_003EA,B25013_003MA,B25013_004M,B25013_004EA,B25013_004MA,B25013_005M,B25013_005EA,B25013_005MA,B25013_006M,B25013_006EA,B25013_006MA,B25013_007M,B25013_007EA,B25013_007MA,B25013_008M,B25013_008EA,B25013_008MA,B25013_009M,B25013_009EA,B25013_009MA,B25013_010M,B25013_010EA,B25013_010MA,B25013_011M,B25013_011EA,B25013_011MA,state
7573456,23478,4857125,26450,387360,9566,1172718,17029,1521601,18550,1775446,21440,2716331,20401,379913,11115,756690,16936,897648,16688,682080,13591,23478,null,null,26450,null,null,9566,null,null,17029,null,null,18550,null,null,21440,null,null,20401,null,null,11115,null,null,16936,null,null,16688,null,null,13591,null,null,12
3686135,15528,2268606,20528,199820,7192,544372,10324,646557,12974,877857,12982,1417529,16560,223046,7704,374613,11493,460669,11119,359201,9078,15528,null,null,20528,null,null,7192,null,null,10324,null,null,12974,null,null,12982,null,null,16560,null,null,7704,null,null,11493,null,null,11119,null,null,9078,null,null,13
455868,4824,260626,4898,12551,1552,53317,2492,81264,3558,113494,4109,195242,4348,16600,1883,51798,3593,74140,3309,52704,2824,4824,null,null,4898,null,null,1552,null,null,2492,null,null,3558,null,null,4109,null,null,4348,null,null,1883,null,null,3593,null,null,3309,null,null,2824,null,null,15
610872,4143,418217,6970,28776,2750,99799,4665,147023,6045,142619,5342,192655,5870,22227,2793,53881,3884,76737,3923,39810,4288,4143,null,null,6970,null,null,2750,null,null,4665,null,null,6045,null,null,5342,null,null,5870,null,null,2793,null,null,3884,null,null,3923,null,null,4288,null,null,16
4822046,12932,3146858,18286,228404,6574,711687,10071,950955,13611,1255812,11853,1675188,17617,226024,8233,423521,9616,543921,11780,481722,10179,12932,null,null,18286,null,null,6574,null,null,10071,null,null,13611,null,null,11853,null,null,17617,null,null,8233,null,null,9616,null,null,11780,null,null,10179,null,null,17
2533270,10440,1731421,12509,138956,5178,538529,9637,519512,9813,534424,9973,801849,11165,116743,5134,259819,8087,272611,8736,152676,6019,10440,null,null,12509,null,null,5178,null,null,9637,null,null,9813,null,null,9973,null,null,11165,null,null,5134,null,null,8087,null,null,8736,null,null,6019,null,null,18
1247932,7106,881435,7975,49974,2321,253687,5942,291593,7235,286181,6721,366497,6811,41917,2929,106756,4789,137005,5959,80819,3376,7106,null,null,7975,null,null,2321,null,null,5942,null,null,7235,null,null,6721,null,null,6811,null,null,2929,null,null,4789,null,null,5959,null,null,3376,null,null,19
1110407,6778,729392,8711,44420,2645,166148,6353,231763,5184,287061,6434,381015,7352,41663,2939,101860,5024,143107,5331,94385,4531,6778,null,null,8711,null,null,2645,null,null,6353,null,null,5184,null,null,6434,null,null,7352,null,null,2939,null,null,5024,null,null,5331,null,null,4531,null,null,20
1717706,9131,1148175,11051,132127,5271,340607,6851,339163,8081,336278,7629,569531,9504,92435,5245,172338,6687,206331,6704,98427,4419,9131,null,null,11051,null,null,5271,null,null,6851,null,null,8081,null,null,7629,null,null,9504,null,null,5245,null,null,6687,null,null,6704,null,null,4419,null,null,21
1720801,8997,1105710,12317,124909,5635,350622,7617,310490,8860,319689,7690,615091,11467,115759,5889,205097,8474,183919,8396,110316,5355,8997,null,null,12317,null,null,5635,null,null,7617,null,null,8860,null,null,7690,null,null,11467,null,null,5889,null,null,8474,null,null,8396,null,null,5355,null,null,22
531660,5774,382116,6101,20697,2107,107749,3431,117447,5097,136223,4823,149544,5077,14689,1919,49338,4120,49261,3472,36256,2858,5774,null,null,6101,null,null,2107,null,null,3431,null,null,5097,null,null,4823,null,null,5077,null,null,1919,null,null,4120,null,null,3472,null,null,2858,null,null,23
2194657,9484,1445953,10330,79616,3735,290602,8434,371696,8593,704039,9857,748704,12039,98314,4890,186576,7429,222542,8883,241272,8640,9484,null,null,10330,null,null,3735,null,null,8434,null,null,8593,null,null,9857,null,null,12039,null,null,4890,null,null,7429,null,null,8883,null,null,8640,null,null,24
2579398,8290,1598930,10736,76514,4190,306265,7480,388722,9444,827429,10702,980468,11621,147766,7315,255927,8838,247469,8776,329306,9088,8290,null,null,10736,null,null,4190,null,null,7480,null,null,9444,null,null,10702,null,null,11621,null,null,7315,null,null,8838,null,null,8776,null,null,9088,null,null,25
3884153,13696,2731283,14647,182764,4720,710557,10266,928203,12281,909759,11792,1152870,14709,139291,4902,330365,9382,433949,11226,249265,6144,13696,null,null,14647,null,null,4720,null,null,10266,null,null,12281,null,null,11792,null,null,14709,null,null,4902,null,null,9382,null,null,11226,null,null,6144,null,null,26
2148725,7378,1532031,9426,62361,2972,342180,7148,514614,8289,612876,8323,616694,8476,66814,3661,158339,5939,220728,7099,170813,5677,7378,null,null,9426,null,null,2972,null,null,7148,null,null,8289,null,null,8323,null,null,8476,null,null,3661,null,null,5939,null,null,7099,null,null,5677,null,null,27
1091245,8803,734114,9343,93693,4134,203145,6678,236431,7852,200845,6924,357131,8635,65131,4176,103251,5324,127892,5621,60857,4087,8803,null,null,9343,null,null,4134,null,null,6678,null,null,7852,null,null,6924,null,null,8635,null,null,4176,null,null,5324,null,null,5621,null,null,4087,null,null,28
2372190,10844,1567597,13680,117486,4994,428909,8569,484488,9785,536714,8821,804593,10768,104431,4932,229003,7304,285964,7836,185195,6668,10844,null,null,13680,null,null,4994,null,null,8569,null,null,9785,null,null,8821,null,null,10768,null,null,4932,null,null,7304,null,null,7836,null,null,6668,null,null,29
416125,4426,282995,5662,15536,1591,71293,3311,93338,3642,102828,4028,133130,5202,10733,1685,41653,3001,47813,3090,32931,2698,4426,null,null,5662,null,null,1591,null,null,3311,null,null,3642,null,null,4028,null,null,5202,null,null,1685,null,null,3001,null,null,3090,null,null,2698,null,null,30
747562,4452,488339,5373,27238,2168,116458,3612,163454,5007,181189,4244,259223,5539,28203,2655,67096,3916,101030,4174,62894,3531,4452,null,null,5373,null,null,2168,null,null,3612,null,null,5007,null,null,4244,null,null,5539,null,null,2655,null,null,3916,null,null,4174,null,null,3531,null,null,31
1055158,6433,578762,7662,50778,3584,127685,5126,210966,6244,189333,5623,476396,8145,70284,3921,134004,6307,180434,6241,91674,4450,6433,null,null,7662,null,null,3584,null,null,5126,null,null,6244,null,null,5623,null,null,8145,null,null,3921,null,null,6307,null,null,6241,null,null,4450,null,null,32
520643,5191,365021,5402,15181,1748,81606,3504,109842,4215,158392,3729,155622,5342,15515,2062,44813,3042,49212,2957,46082,3765,5191,null,null,5402,null,null,1748,null,null,3504,null,null,4215,null,null,3729,null,null,5342,null,null,2062,null,null,3042,null,null,2957,null,null,3765,null,null,33
