B25013_001E,B25013_001M,B25013_002E,B25013_002M,B25013_003E,B25013_003M,B25013_004E,B25013_004M,B25013_005E,B25013_005M,B25013_006E,B25013_006M,B25013_007E,B25013_007M,B25013_008E,B25013_008M,B25013_009E,B25013_009M,B25013_010E,B25013_010M,B25013_011E,B25013_011M,B25013_001M,B25013_001EA,B25013_001MA,B25013_002M,B25013_002EA,B25013_002MA,B25013_003M,B25013_003EA,B25013_003MA,B25013_004M,B25013_004EA,B25013_004MA,B25013_005M,B25013_005EA,B25013_005MA,B25013_006M,B25013_006EA,B25013_006MA,B25013_007M,B25013_007EA,B25013_007MA,B25013_008M,B25013_008EA,B25013_008MA,B25013_009M,B25013_009EA,B25013_009MA,B25013_010M,B25013_010EA,B25013_010MA,B25013_011M,B25013_011EA,B25013_011MA,state
3194519,10274,2019927,14176,116531,4789,457843,10115,474450,10606,971103,11788,1174592,13481,184973,6470,345507,10397,298099,8890,346013,9279,10274,null,null,14176,null,null,4789,null,null,10115,null,null,10606,null,null,11788,null,null,13481,null,null,6470,null,null,10397,null,null,8890,null,null,9279,null,null,34
758364,6296,511099,7819,60891,3488,117780,5194,158307,5259,174121,5248,247265,6812,35924,3657,59498,3435,95350,5355,56493,3487,6296,null,null,7819,null,null,3488,null,null,5194,null,null,5259,null,null,5248,null,null,6812,null,null,3657,null,null,3435,null,null,5355,null,null,3487,null,null,35
7209054,17665,3841170,19390,262725,6752,875364,12611,1027887,12671,1675194,14178,3367884,19924,597394,13380,842587,14290,832435,13215,1095468,16444,17665,null,null,19390,null,null,6752,null,null,12611,null,null,12671,null,null,14178,null,null,19924,null,null,13380,null,null,14290,null,null,13215,null,null,16444,null,null,36
3882423,16063,2493388,15093,221589,6295,565623,8838,784755,11341,921421,11909,1389035,15637,211714,7235,337405,9730,494066,11362,345850,8038,16063,null,null,15093,null,null,6295,null,null,8838,null,null,11341,null,null,11909,null,null,15637,null,null,7235,null,null,9730,null,null,11362,null,null,8038,null,null,37
315134,3356,199208,3641,11050,1141,49224,2621,72391,3198,66543,3262,115926,4095,10605,1996,33245,2643,43529,3280,28547,2738,3356,null,null,3641,null,null,1141,null,null,2621,null,null,3198,null,null,3262,null,null,4095,null,null,1996,null,null,2643,null,null,3280,null,null,2738,null,null,38
4624669,14929,3022809,18037,201733,6079,918080,12366,895783,13896,1007213,13160,1601860,14736,207645,6503,524141,9817,544175,11132,325899,7933,14929,null,null,18037,null,null,6079,null,null,12366,null,null,13896,null,null,13160,null,null,14736,null,null,6503,null,null,9817,null,null,11132,null,null,7933,null,null,39
1469342,7193,953552,7733,84878,3107,256872,4924,311559,6627,300243,6020,515790,7857,75195,3756,158438,4405,190232,5976,91925,4556,7193,null,null,7733,null,null,3107,null,null,4924,null,null,6627,null,null,6020,null,null,7857,null,null,3756,null,null,4405,null,null,5976,null,null,4556,null,null,40
1571678,6691,969579,10315,54577,3012,179167,6488,343451,7428,392384,7808,602099,10324,68367,5011,134741,5858,232715,6803,166276,5592,6691,null,null,10315,null,null,3012,null,null,6488,null,null,7428,null,null,7808,null,null,10324,null,null,5011,null,null,5858,null,null,6803,null,null,5592,null,null,41
4937771,13721,3382514,17950,238151,7459,1086124,14328,841609,11433,1216630,13279,1555257,14774,191179,6369,527975,9814,427384,10217,408719,8619,13721,null,null,17950,null,null,7459,null,null,14328,null,null,11433,null,null,13279,null,null,14774,null,null,6369,null,null,9814,null,null,10217,null,null,8619,null,null,42
408239,4139,236882,4213,15680,1722,55610,3323,60631,3432,104961,4088,171357,5796,26176,2374,47924,3933,54428,3877,42829,2932,4139,null,null,4213,null,null,1722,null,null,3323,null,null,3432,null,null,4088,null,null,5796,null,null,2374,null,null,3933,null,null,3877,null,null,2932,null,null,44
1877887,10574,1288871,12866,120676,5516,334713,8908,400902,9595,432580,9456,589016,11203,94358,5435,164568,6673,201109,7231,128981,5811,10574,null,null,12866,null,null,5516,null,null,8908,null,null,9595,null,null,9456,null,null,11203,null,null,5435,null,null,6673,null,null,7231,null,null,5811,null,null,45
334003,3659,224459,3798,10936,1104,59471,2745,78892,3476,75160,3180,109544,3813,13351,1744,34104,2899,37509,2751,24580,2037,3659,null,null,3798,null,null,1104,null,null,2745,null,null,3476,null,null,3180,null,null,3813,null,null,1744,null,null,2899,null,null,2751,null,null,2037,null,null,46
2556332,11690,1664018,15061,160048,5278,471466,9532,496892,10241,535612,10352,892314,14411,135801,5779,284649,10174,287085,9317,184779,6955,11690,null,null,15061,null,null,5278,null,null,9532,null,null,10241,null,null,10352,null,null,14411,null,null,5779,null,null,10174,null,null,9317,null,null,6955,null,null,47
9535612,20125,5825471,27395,762739,13605,1190509,17067,1738189,17550,2134034,22029,3710141,23471,649412,14878,914296,18603,1231691,17428,914742,14463,20125,null,null,27395,null,null,13605,null,null,17067,null,null,17550,null,null,22029,null,null,23471,null,null,14878,null,null,18603,null,null,17428,null,null,14463,null,null,48
943147,4975,659266,7711,33114,2037,118804,5377,245116,6092,262232,5778,283881,7719,31334,2864,66580,4397,112963,5164,73004,4138,4975,null,null,7711,null,null,2037,null,null,5377,null,null,6092,null,null,5778,null,null,7719,null,null,2864,null,null,4397,null,null,5164,null,null,4138,null,null,49
254851,2815,177772,3783,9067,1071,43983,2451,49753,3025,74969,2851,77079,3456,8750,1336,21309,2465,23090,2240,23930,1876,2815,null,null,3783,null,null,1071,null,null,2451,null,null,3025,null,null,2851,null,null,3456,null,null,1336,null,null,2465,null,null,2240,null,null,1876,null,null,50
3120692,13161,2037641,16261,151073,6395,411713,8937,543294,10659,931561,12880,1083051,12975,132433,5004,247619,9348,341561,8488,361438,9082,13161,null,null,16261,null,null,6395,null,null,8937,null,null,10659,null,null,12880,null,null,12975,null,null,5004,null,null,9348,null,null,8488,null,null,9082,null,null,51
2768076,8506,1729320,12424,89979,4829,312151,8430,595017,9084,732173,9178,1038756,12363,113332,6106,228848,7535,382716,8250,313860,8514,8506,null,null,12424,null,null,4829,null,null,8430,null,null,9084,null,null,9178,null,null,12363,null,null,6106,null,null,7535,null,null,8250,null,null,8514,null,null,53
722125,5656,523078,7047,63871,4301,191545,5980,137794,4887,129868,4913,199047,6237,32298,2669,71220,4462,61235,4038,34294,2818,5656,null,null,7047,null,null,4301,null,null,5980,null,null,4887,null,null,4913,null,null,6237,null,null,2669,null,null,4462,null,null,4038,null,null,2818,null,null,54
2326998,7745,1551232,10480,80348,3279,430251,6934,498168,7117,542465,7953,775766,10523,80054,3967,237954,6675,278573,7008,179185,5865,7745,null,null,10480,null,null,3279,null,null,6934,null,null,7117,null,null,7953,null,null,10523,null,null,3967,null,null,6675,null,null,7008,null,null,5865,null,null,55
223619,4088,153894,4084,6656,1137,39054,2516,58524,3510,49660,2937,69725,4085,5497,1170,21755,2809,29188,3012,13285,1612,4088,null,null,4084,null,null,1137,null,null,2516,null,null,3510,null,null,2937,null,null,4085,null,null,1170,null,null,2809,null,null,3012,null,null,1612,null,null,56
1208438,9900,821672,8711,209955,5503,198436,5947,173614,6183,239667,7494,386766,8157,93015,4613,122018,6630,101156,5221,70577,4157,9900,null,null,8711,null,null,5503,null,null,5947,null,null,6183,null,null,7494,null,null,8157,null,null,4613,null,null,6630,null,null,5221,null,null,4157,null,null,72
1852518,12189,1268138,12239,142434,5589,348601,8244,387487,8215,389616,8134,584380,11458,99623,5652,171911,6683,203538,7265,109308,5452,12189,null,null,12239,null,null,5589,null,null,8244,null,null,8215,null,null,8134,null,null,11458,null,null,5652,null,null,6683,null,null,7265,null,null,5452,null,null,01
248468,2841,160215,3268,6796,995,36447,2686,56203,2920,60769,2874,88253,3611,6952,1295,24515,2326,35729,2662,21057,2011,2841,null,null,3268,null,null,995,null,null,2686,null,null,2920,null,null,2874,null,null,3611,null,null,1295,null,null,2326,null,null,2662,null,null,2011,null,null,02
2519052,11479,1593014,12380,140284,5623,302117,7461,557206,8042,593407,9705,926038,13205,128003,5510,218938,8459,355514,8935,223583,6992,11479,null,null,12380,null,null,5623,null,null,7461,null,null,8042,null,null,9705,null,null,13205,null,null,5510,null,null,8459,null,null,8935,null,null,6992,null,null,04
1142718,7341,737632,8928,79020,4042,226340,5971,223619,6760,208653,6500,405086,8913,64243,4421,129198,5997,141932,6159,69713,4519,7341,null,null,8928,null,null,4042,null,null,5971,null,null,6760,null,null,6500,null,null,8913,null,null,4421,null,null,5997,null,null,6159,null,null,4519,null,null,05
12944178,15703,6943428,26799,706084,12658,1067255,14742,2139641,18304,3030448,19307,6000750,23585,1135417,15366,1172516,17409,1895661,20899,1797156,18214,15703,null,null,26799,null,null,12658,null,null,14742,null,null,18304,null,null,19307,null,null,23585,null,null,15366,null,null,17409,null,null,20899,null,null,18214,null,null,06
2108992,7767,1365832,12605,67408,3627,232806,7549,402696,7777,662922,9393,743160,11239,77340,4805,169862,7554,264391,7066,231567,7171,7767,null,null,12605,null,null,3627,null,null,7549,null,null,7777,null,null,9393,null,null,11239,null,null,4805,null,null,7554,null,null,7066,null,null,7171,null,null,08
1357269,7141,879073,9745,42784,3556,198685,6860,219840,6511,417764,7621,478196,9202,73138,4095,141306,6356,128400,5996,135352,5507,7141,null,null,9745,null,null,3556,null,null,6860,null,null,6511,null,null,7621,null,null,9202,null,null,4095,null,null,6356,null,null,5996,null,null,5507,null,null,09
351085,3936,245005,4786,14968,1755,64485,3826,72343,4049,93209,4009,106080,4864,14019,2113,35299,3364,30188,2940,26574,2556,3936,null,null,4786,null,null,1755,null,null,3826,null,null,4049,null,null,4009,null,null,4864,null,null,2113,null,null,3364,null,null,2940,null,null,2556,null,null,10
281241,3152,110376,3494,3724,758,10769,1479,15085,1744,80798,3437,170865,4218,19808,2449,33267,3065,31630,2910,86160,3657,3152,null,null,3494,null,null,758,null,null,1479,null,null,1744,null,null,3437,null,null,4218,null,null,2449,null,null,3065,null,null,2910,null,null,3657,null,null,11
