B25100_001E,B25100_001M,B25100_002E,B25100_002M,B25100_003E,B25100_003M,B25100_004E,B25100_004M,B25100_005E,B25100_005M,B25100_006E,B25100_006M,B25100_007E,B25100_007M,B25100_008E,B25100_008M,B25100_009E,B25100_009M,B25100_010E,B25100_010M,B25100_011E,B25100_011M,B25100_012E,B25100_012M,B25100_013E,B25100_013M,B25100_001M,B25100_001EA,B25100_001MA,B25100_002M,B25100_002EA,B25100_002MA,B25100_003M,B25100_003EA,B25100_003MA,B25100_004M,B25100_004EA,B25100_004MA,B25100_005M,B25100_005EA,B25100_005MA,B25100_006M,B25100_006EA,B25100_006MA,B25100_007M,B25100_007EA,B25100_007MA,B25100_008M,B25100_008EA,B25100_008MA,B25100_009M,B25100_009EA,B25100_009MA,B25100_010M,B25100_010EA,B25100_010MA,B25100_011M,B25100_011EA,B25100_011MA,B25100_012M,B25100_012EA,B25100_012MA,B25100_013M,B25100_013EA,B25100_013MA,state
1532031,9426,1029789,8735,388426,6817,305393,6634,139746,4367,192783,4845,3441,699,502242,6081,159947,4569,93596,3186,63020,2791,181745,4414,3934,544,9426,null,null,8735,null,null,6817,null,null,6634,null,null,4367,null,null,4845,null,null,699,null,null,6081,null,null,4569,null,null,3186,null,null,2791,null,null,4414,null,null,544,null,null,27
734114,9343,367900,8197,181792,5994,81553,4917,42392,3426,59243,3959,2920,767,366214,7537,165257,5931,56674,3492,36599,3018,100058,4195,7626,1599,9343,null,null,8197,null,null,5994,null,null,4917,null,null,3426,null,null,3959,null,null,767,null,null,7537,null,null,5931,null,null,3492,null,null,3018,null,null,4195,null,null,1599,null,null,28
1567597,13680,969908,12330,459229,9632,245029,7550,106692,4824,154723,5226,4235,1054,597689,10309,241492,6078,106931,4691,70385,4325,171692,4849,7189,1232,13680,null,null,12330,null,null,9632,null,null,7550,null,null,4824,null,null,5226,null,null,1054,null,null,10309,null,null,6078,null,null,4691,null,null,4325,null,null,4849,null,null,1232,null,null,29
282995,5662,160134,5182,40204,2753,39767,2892,27937,2526,51405,3650,821,498,122861,4013,36506,2423,17349,1693,13592,1556,54093,2876,1321,373,5662,null,null,5182,null,null,2753,null,null,2892,null,null,2526,null,null,3650,null,null,498,null,null,4013,null,null,2423,null,null,1693,null,null,1556,null,null,2876,null,null,373,null,null,30
488339,5373,294925,5016,160984,4455,69454,3587,29353,2121,34419,2502,715,303,193414,4369,91118,3424,34042,2220,20990,1655,45510,2535,1754,545,5373,null,null,5016,null,null,4455,null,null,3587,null,null,2121,null,null,2502,null,null,303,null,null,4369,null,null,3424,null,null,2220,null,null,1655,null,null,2535,null,null,545,null,null,31
578762,7662,393999,7560,93898,4362,100494,5331,64218,3769,132042,4721,3347,874,184763,5887,48597,3411,29073,2298,23099,2161,80863,4048,3131,895,7662,null,null,7560,null,null,4362,null,null,5331,null,null,3769,null,null,4721,null,null,874,null,null,5887,null,null,3411,null,null,2298,null,null,2161,null,null,4048,null,null,895,null,null,32
365021,5402,242909,4646,82256,3857,74709,3729,37584,2576,47587,3184,773,464,122112,3433,33274,2173,20285,1827,15912,1856,51793,2913,848,449,5402,null,null,4646,null,null,3857,null,null,3729,null,null,2576,null,null,3184,null,null,464,null,null,3433,null,null,2173,null,null,1827,null,null,1856,null,null,2913,null,null,449,null,null,33
2019927,14176,1364197,12561,379786,7402,366090,8188,215540,7305,397018,9161,5763,1318,655730,9676,130637,4940,109505,4347,85562,4254,323152,6664,6874,1294,14176,null,null,12561,null,null,7402,null,null,8188,null,null,7305,null,null,9161,null,null,1318,null,null,9676,null,null,4940,null,null,4347,null,null,4254,null,null,6664,null,null,1294,null,null,34
511099,7819,280119,7393,97505,4793,65628,3316,36839,2794,77934,4995,2213,699,230980,6666,83982,4247,35213,2632,25054,2212,82593,3860,4138,910,7819,null,null,7393,null,null,4793,null,null,3316,null,null,2794,null,null,4995,null,null,699,null,null,6666,null,null,4247,null,null,2632,null,null,2212,null,null,3860,null,null,910,null,null,35
3841170,19390,2348392,19311,777838,12085,490882,10212,308178,7650,759587,11783,11907,1730,1492778,14815,411869,8891,219079,6588,159115,5780,684326,11224,18389,2242,19390,null,null,19311,null,null,12085,null,null,10212,null,null,7650,null,null,11783,null,null,1730,null,null,14815,null,null,8891,null,null,6588,null,null,5780,null,null,11224,null,null,2242,null,null,36
2493388,15093,1581460,13388,606521,10286,411719,9547,208931,6050,344177,8530,10112,1593,911928,12002,316508,7528,159550,5574,103315,3809,317234,8050,15321,2019,15093,null,null,13388,null,null,10286,null,null,9547,null,null,6050,null,null,8530,null,null,1593,null,null,12002,null,null,7528,null,null,5574,null,null,3809,null,null,8050,null,null,2019,null,null,37
199208,3641,106622,3594,44727,2641,30876,2175,13065,1787,17607,2000,347,210,92586,2463,40996,2287,15920,1465,10283,1227,24481,1645,906,398,3641,null,null,3594,null,null,2641,null,null,2175,null,null,1787,null,null,2000,null,null,210,null,null,2463,null,null,2287,null,null,1465,null,null,1227,null,null,1645,null,null,398,null,null,38
3022809,18037,1909786,17689,1031154,14039,439572,9108,178487,5198,253143,6741,7430,1381,1113023,13247,491937,9519,202984,5897,122707,4900,283279,6877,12116,1524,18037,null,null,17689,null,null,14039,null,null,9108,null,null,5198,null,null,6741,null,null,1381,null,null,13247,null,null,9519,null,null,5897,null,null,4900,null,null,6877,null,null,1524,null,null,39
953552,7733,532865,7795,274689,5363,124723,4454,51726,2877,78529,3305,3198,780,420687,6689,193503,5053,71537,3320,43625,2610,105911,3659,6111,979,7733,null,null,7795,null,null,5363,null,null,4454,null,null,2877,null,null,3305,null,null,780,null,null,6689,null,null,5053,null,null,3320,null,null,2610,null,null,3659,null,null,979,null,null,40
969579,10315,642854,9633,110074,4509,157031,5129,126917,4451,246860,6563,1972,607,326725,6717,74305,4391,48196,3522,36893,2394,163465,4956,3866,1057,10315,null,null,9633,null,null,4509,null,null,5129,null,null,4451,null,null,6563,null,null,607,null,null,6717,null,null,4391,null,null,3522,null,null,2394,null,null,4956,null,null,1057,null,null,41
3382514,17950,2039013,16683,875880,12661,525488,9950,244769,7113,382496,9218,10380,1675,1343501,11528,486828,8895,236765,5948,157352,5159,443199,7967,19357,1968,17950,null,null,16683,null,null,12661,null,null,9950,null,null,7113,null,null,9218,null,null,1675,null,null,11528,null,null,8895,null,null,5948,null,null,5159,null,null,7967,null,null,1968,null,null,42
236882,4213,159306,4994,47598,3278,44037,3026,24327,2344,43051,2782,293,193,77576,3404,17255,1683,11786,1447,10551,1253,37636,2612,348,201,4213,null,null,4994,null,null,3278,null,null,3026,null,null,2344,null,null,2782,null,null,193,null,null,3404,null,null,1683,null,null,1447,null,null,1253,null,null,2612,null,null,201,null,null,44
1288871,12866,749422,9356,296291,8483,183102,6476,95803,4576,169470,6314,4756,1276,539449,10402,216719,6259,87087,4332,59617,3584,164798,6240,11228,1466,12866,null,null,9356,null,null,8483,null,null,6476,null,null,4576,null,null,6314,null,null,1276,null,null,10402,null,null,6259,null,null,4332,null,null,3584,null,null,6240,null,null,1466,null,null,45
224459,3798,126256,4249,55546,3027,36379,2585,13330,1742,20545,2099,456,297,98203,3053,44951,2379,17252,1515,9153,1154,25433,1976,1414,631,3798,null,null,4249,null,null,3027,null,null,2585,null,null,1742,null,null,2099,null,null,297,null,null,3053,null,null,2379,null,null,1515,null,null,1154,null,null,1976,null,null,631,null,null,46
1664018,15061,989445,12268,392132,9698,256918,8219,130502,5375,203911,5464,5982,1522,674573,11290,232183,7106,115521,4298,82140,4283,234118,6386,10611,1715,15061,null,null,12268,null,null,9698,null,null,8219,null,null,5375,null,null,5464,null,null,1522,null,null,11290,null,null,7106,null,null,4298,null,null,4283,null,null,6386,null,null,1715,null,null,47
5825471,27395,3366378,25127,1575271,17598,837536,13831,376690,8692,558186,12779,18695,2570,2459093,22715,1101447,14246,428413,9230,249813,9092,645554,11851,33866,2785,27395,null,null,25127,null,null,17598,null,null,13831,null,null,8692,null,null,12779,null,null,2570,null,null,22715,null,null,14246,null,null,9230,null,null,9092,null,null,11851,null,null,2785,null,null,48
659266,7711,467694,6980,101164,4010,137887,4750,95570,4434,131419,4353,1654,627,191572,4873,41124,2589,34583,2573,27404,2189,86086,3337,2375,852,7711,null,null,6980,null,null,4010,null,null,4750,null,null,4434,null,null,4353,null,null,627,null,null,4873,null,null,2589,null,null,2573,null,null,2189,null,null,3337,null,null,852,null,null,49
177772,3783,114372,3494,33173,1984,31730,2109,19225,1790,30079,2283,165,131,63400,2625,14249,1626,10025,1039,8766,1161,29758,1925,602,323,3783,null,null,3494,null,null,1984,null,null,2109,null,null,1790,null,null,2283,null,null,131,null,null,2625,null,null,1626,null,null,1039,null,null,1161,null,null,1925,null,null,323,null,null,50
2037641,16261,1409498,13343,362550,7921,391954,8204,246174,7882,403173,8552,5647,1191,628143,9233,164742,5699,109042,4160,83819,3639,262982,7142,7558,1244,16261,null,null,13343,null,null,7921,null,null,8204,null,null,7882,null,null,8552,null,null,1191,null,null,9233,null,null,5699,null,null,4160,null,null,3639,null,null,7142,null,null,1244,null,null,51
1729320,12424,1193314,12089,215885,6415,306078,6958,230303,7388,435718,8990,5330,1014,536006,9087,115733,5108,78878,3378,64679,3697,271500,6862,5216,1155,12424,null,null,12089,null,null,6415,null,null,6958,null,null,7388,null,null,8990,null,null,1014,null,null,9087,null,null,5108,null,null,3378,null,null,3697,null,null,6862,null,null,1155,null,null,53
523078,7047,250630,6797,123318,5117,58312,3656,28608,2641,39235,3173,1157,473,272448,6134,127513,4664,42234,2651,28173,2443,69354,4404,5174,1226,7047,null,null,6797,null,null,5117,null,null,3656,null,null,2641,null,null,3173,null,null,473,null,null,6134,null,null,4664,null,null,2651,null,null,2443,null,null,4404,null,null,1226,null,null,54
1551232,10480,993769,9301,435844,7876,271068,6131,118663,4098,165573,4492,2621,600,557463,7242,181492,4579,107031,4448,73160,3489,190870,4285,4910,638,10480,null,null,9301,null,null,7876,null,null,6131,null,null,4098,null,null,4492,null,null,600,null,null,7242,null,null,4579,null,null,4448,null,null,3489,null,null,4285,null,null,638,null,null,55
153894,4084,87347,3458,26555,2482,25331,2257,13249,1883,21951,2107,261,189,66547,3247,21020,2023,9320,1122,8880,1254,26776,2314,551,268,4084,null,null,3458,null,null,2482,null,null,2257,null,null,1883,null,null,2107,null,null,189,null,null,3247,null,null,2023,null,null,1122,null,null,1254,null,null,2314,null,null,268,null,null,56
821672,8711,325055,7989,64934,3535,72386,4261,54680,4455,128273,4939,4782,912,496617,8108,83225,4151,64096,4148,54812,3239,271877,6795,22607,2202,8711,null,null,7989,null,null,3535,null,null,4261,null,null,4455,null,null,4939,null,null,912,null,null,8108,null,null,4151,null,null,4148,null,null,3239,null,null,6795,null,null,2202,null,null,72
1268138,12239,717843,11167,336977,7899,163951,5585,80713,4190,131324,4779,4878,1031,550295,9184,230534,6363,91636,4652,56608,3448,159060,5591,12457,1869,12239,null,null,11167,null,null,7899,null,null,5585,null,null,4190,null,null,4779,null,null,1031,null,null,9184,null,null,6363,null,null,4652,null,null,3448,null,null,5591,null,null,1869,null,null,01
160215,3268,101016,3243,29823,2336,29737,2448,17809,2138,23271,2045,376,287,59199,2844,20232,1992,10553,1235,6839,922,21052,1881,523,329,3268,null,null,3243,null,null,2336,null,null,2448,null,null,2138,null,null,2045,null,null,287,null,null,2844,null,null,1992,null,null,1235,null,null,922,null,null,1881,null,null,329,null,null,02
1593014,12380,1021023,12480,288673,7144,265076,6857,157457,6129,300288,8374,9529,1957,571991,9630,185853,5854,87519,3692,66476,3601,219572,6730,12571,1473,12380,null,null,12480,null,null,7144,null,null,6857,null,null,6129,null,null,8374,null,null,1957,null,null,9630,null,null,5854,null,null,3692,null,null,3601,null,null,6730,null,null,1473,null,null,04
737632,8928,401122,9133,201485,7115,94160,5078,40433,3142,63456,4536,1588,558,336510,7341,150192,5084,56146,3804,36623,2861,87594,4519,5955,1289,8928,null,null,9133,null,null,7115,null,null,5078,null,null,3142,null,null,4536,null,null,558,null,null,7341,null,null,5084,null,null,3804,null,null,2861,null,null,4519,null,null,1289,null,null,05
6943428,26799,4933660,28006,476677,10423,792315,13944,836845,14151,2800328,24555,27495,2690,2009768,16405,301889,6700,190502,5692,188852,6466,1298568,13827,29957,2576,26799,null,null,28006,null,null,10423,null,null,13944,null,null,14151,null,null,24555,null,null,2690,null,null,16405,null,null,6700,null,null,5692,null,null,6466,null,null,13827,null,null,2576,null,null,06
1365832,12605,978072,11670,166809,5474,252051,6703,192630,5546,362493,7692,4089,942,387760,7823,74365,4371,56034,3185,48420,3008,204323,5610,4618,933,12605,null,null,11670,null,null,5474,null,null,6703,null,null,5546,null,null,7692,null,null,942,null,null,7823,null,null,4371,null,null,3185,null,null,3008,null,null,5610,null,null,933,null,null,08
879073,9745,597176,10394,205839,6420,161888,6446,82588,3621,144840,5338,2021,719,281897,7027,70399,3830,51572,3278,35872,2586,122076,4568,1978,554,9745,null,null,10394,null,null,6420,null,null,6446,null,null,3621,null,null,5338,null,null,719,null,null,7027,null,null,3830,null,null,3278,null,null,2586,null,null,4568,null,null,554,null,null,09
245005,4786,157296,4532,44214,2929,43065,2952,24914,2365,43330,2799,1773,905,87709,4055,21551,2042,12767,1614,11917,1664,39735,2358,1739,578,4786,null,null,4532,null,null,2929,null,null,2952,null,null,2365,null,null,2799,null,null,905,null,null,4055,null,null,2042,null,null,1614,null,null,1664,null,null,2358,null,null,578,null,null,10
110376,3494,83523,3368,9296,1474,16482,1814,17563,1645,39506,2276,676,569,26853,2382,2860,776,3637,751,2203,575,17485,1830,668,529,3494,null,null,3368,null,null,1474,null,null,1814,null,null,1645,null,null,2276,null,null,569,null,null,2382,null,null,776,null,null,751,null,null,575,null,null,1830,null,null,529,null,null,11
