C27004_001E,C27004_001M,C27004_002E,C27004_002M,C27004_003E,C27004_003M,C27004_004E,C27004_004M,C27004_005E,C27004_005M,C27004_006E,C27004_006M,C27004_007E,C27004_007M,C27004_008E,C27004_008M,C27004_009E,C27004_009M,C27004_010E,C27004_010M,C27004_011E,C27004_011M,C27004_012E,C27004_012M,C27004_013E,C27004_013M,C27004_014E,C27004_014M,C27004_015E,C27004_015M,C27004_016E,C27004_016M,C27004_017E,C27004_017M,C27004_018E,C27004_018M,C27004_019E,C27004_019M,C27004_020E,C27004_020M,C27004_021E,C27004_021M,C27004_001M,C27004_001EA,C27004_001MA,C27004_002M,C27004_002EA,C27004_002MA,C27004_003M,C27004_003EA,C27004_003MA,C27004_004M,C27004_004EA,C27004_004MA,C27004_005M,C27004_005EA,C27004_005MA,C27004_006M,C27004_006EA,C27004_006MA,C27004_007M,C27004_007EA,C27004_007MA,C27004_008M,C27004_008EA,C27004_008MA,C27004_009M,C27004_009EA,C27004_009MA,C27004_010M,C27004_010EA,C27004_010MA,C27004_011M,C27004_011EA,C27004_011MA,C27004_012M,C27004_012EA,C27004_012MA,C27004_013M,C27004_013EA,C27004_013MA,C27004_014M,C27004_014EA,C27004_014MA,C27004_015M,C27004_015EA,C27004_015MA,C27004_016M,C27004_016EA,C27004_016MA,C27004_017M,C27004_017EA,C27004_017MA,C27004_018M,C27004_018EA,C27004_018MA,C27004_019M,C27004_019EA,C27004_019MA,C27004_020M,C27004_020EA,C27004_020MA,C27004_021M,C27004_021EA,C27004_021MA,state
20294479,4316,9829594,8614,2112080,5936,878287,15590,1233793,16110,5904200,6573,3091685,28173,2812515,27731,1813314,2918,492602,9067,1320712,9475,10464885,7394,2024265,6201,838593,12174,1185672,13682,6233188,6388,3277902,22947,2955286,23341,2207432,3525,528410,9401,1679022,9924,4316,null,null,8614,null,null,5936,null,null,15590,null,null,16110,null,null,6573,null,null,28173,null,null,27731,null,null,2918,null,null,9067,null,null,9475,null,null,7394,null,null,6201,null,null,12174,null,null,13682,null,null,6388,null,null,22947,null,null,23341,null,null,3525,null,null,9401,null,null,9924,null,null,12
10120788,3683,4866326,9202,1278525,6524,593579,12811,684946,12925,3007980,5944,1794766,16413,1213214,16009,579821,2820,206869,5328,372952,5702,5254462,8566,1227801,6266,560216,11688,667585,12299,3276179,5335,1951163,17991,1325016,18381,750482,3112,231643,6170,518839,6651,3683,null,null,9202,null,null,6524,null,null,12811,null,null,12925,null,null,5944,null,null,16413,null,null,16009,null,null,2820,null,null,5328,null,null,5702,null,null,8566,null,null,6266,null,null,11688,null,null,12299,null,null,5335,null,null,17991,null,null,18381,null,null,3112,null,null,6170,null,null,6651,null,null,13
1378730,2525,677111,2948,158446,1679,88341,3836,70105,3960,410306,2522,294482,5329,115824,5534,108359,748,58643,2083,49716,2107,701619,2294,149115,1601,82454,3803,66661,3871,422129,1392,289915,5170,132214,4904,130375,608,65282,2295,65093,2283,2525,null,null,2948,null,null,1679,null,null,3836,null,null,3960,null,null,2522,null,null,5329,null,null,5534,null,null,748,null,null,2083,null,null,2107,null,null,2294,null,null,1601,null,null,3803,null,null,3871,null,null,1392,null,null,5170,null,null,4904,null,null,608,null,null,2295,null,null,2283,null,null,15
1662867,795,826763,2862,224061,2267,110404,5631,113657,5704,483518,2283,293472,6329,190046,6142,119184,1381,29875,2286,89309,2510,836104,2843,211569,2313,106673,5055,104896,5099,491285,2261,289994,6361,201291,6443,133250,1310,28872,2496,104378,2629,795,null,null,2862,null,null,2267,null,null,5631,null,null,5704,null,null,2283,null,null,6329,null,null,6142,null,null,1381,null,null,2286,null,null,2510,null,null,2843,null,null,2313,null,null,5055,null,null,5099,null,null,2261,null,null,6361,null,null,6443,null,null,1310,null,null,2496,null,null,2629,null,null,16
12620388,1326,6168002,5264,1490060,3503,828078,13468,661982,12958,3887432,3538,2561276,14199,1326156,13997,790510,2369,288175,5830,502335,5653,6452386,5163,1429803,3510,795243,9999,634560,10241,4005183,3752,2592967,13847,1412216,14367,1017400,3138,316522,6537,700878,7022,1326,null,null,5264,null,null,3503,null,null,13468,null,null,12958,null,null,3538,null,null,14199,null,null,13997,null,null,2369,null,null,5830,null,null,5653,null,null,5163,null,null,3510,null,null,9999,null,null,10241,null,null,3752,null,null,13847,null,null,14367,null,null,3138,null,null,6537,null,null,7022,null,null,17
6534914,919,3204187,6049,806805,4437,453073,9033,353732,9217,1973871,3957,1316559,11425,657312,11170,423511,2113,141336,3978,282175,4328,3330727,6017,767120,4715,438349,9937,328771,8445,2029840,3460,1327690,13543,702150,12912,533767,2085,154511,4798,379256,5101,919,null,null,6049,null,null,4437,null,null,9033,null,null,9217,null,null,3957,null,null,11425,null,null,11170,null,null,2113,null,null,3978,null,null,4328,null,null,6017,null,null,4715,null,null,9937,null,null,8445,null,null,3460,null,null,13543,null,null,12912,null,null,2085,null,null,4798,null,null,5101,null,null,18
3091437,506,1532095,3125,372234,2393,225833,5221,146401,5648,939004,2421,654511,7034,284493,7464,220857,1607,58256,2365,162601,2704,1559342,3175,352763,2382,211392,5718,141371,5651,936201,2356,650782,7151,285419,7142,270378,1619,58340,3017,212038,3237,506,null,null,3125,null,null,2393,null,null,5221,null,null,5648,null,null,2421,null,null,7034,null,null,7464,null,null,1607,null,null,2365,null,null,2704,null,null,3175,null,null,2382,null,null,5718,null,null,5651,null,null,2356,null,null,7151,null,null,7142,null,null,1619,null,null,3017,null,null,3237,null,null,19
2850862,1447,1408996,4885,366317,3766,203915,6510,162402,6080,853471,3148,567021,7995,286450,8108,189208,1418,51496,2921,137712,2865,1441866,4484,346785,3953,201826,5794,144959,5983,864922,2852,573665,7667,291257,7542,230159,1527,54395,2089,175764,2570,1447,null,null,4885,null,null,3766,null,null,6510,null,null,6080,null,null,3148,null,null,7995,null,null,8108,null,null,1418,null,null,2921,null,null,2865,null,null,4484,null,null,3953,null,null,5794,null,null,5983,null,null,2852,null,null,7667,null,null,7542,null,null,1527,null,null,2089,null,null,2570,null,null,20
4354380,1440,2121338,5132,516709,3262,257636,7759,259073,7629,1309148,4210,793794,9682,515354,9736,295481,1543,103905,3903,191576,3808,2233042,5104,493277,3423,238799,6930,254478,7375,1369879,3380,805206,9880,564673,9796,369886,1850,124287,4636,245599,4982,1440,null,null,5132,null,null,3262,null,null,7759,null,null,7629,null,null,4210,null,null,9682,null,null,9736,null,null,1543,null,null,3903,null,null,3808,null,null,5104,null,null,3423,null,null,6930,null,null,7375,null,null,3380,null,null,9880,null,null,9796,null,null,1850,null,null,4636,null,null,4982,null,null,21
4577182,1950,2208827,5319,571299,5483,232143,8908,339156,9534,1350764,3619,761409,11770,589355,12371,286764,1890,95386,3764,191378,3972,2368355,5285,544158,4971,227024,9839,317134,10340,1456935,2875,804782,13140,652153,12875,367262,1871,112023,4006,255239,4361,1950,null,null,5319,null,null,5483,null,null,8908,null,null,9534,null,null,3619,null,null,11770,null,null,12371,null,null,1890,null,null,3764,null,null,3972,null,null,5285,null,null,4971,null,null,9839,null,null,10340,null,null,2875,null,null,13140,null,null,12875,null,null,1871,null,null,4006,null,null,4361,null,null,22
