B17010_001E,B17010_001M,B17010_002E,B17010_002M,B17010_003E,B17010_003M,B17010_004E,B17010_004M,B17010_005E,B17010_005M,B17010_006E,B17010_006M,B17010_007E,B17010_007M,B17010_008E,B17010_008M,B17010_009E,B17010_009M,B17010_010E,B17010_010M,B17010_011E,B17010_011M,B17010_012E,B17010_012M,B17010_013E,B17010_013M,B17010_014E,B17010_014M,B17010_015E,B17010_015M,B17010_016E,B17010_016M,B17010_017E,B17010_017M,B17010_018E,B17010_018M,B17010_019E,B17010_019M,B17010_020E,B17010_020M,B17010_021E,B17010_021M,B17010_022E,B17010_022M,B17010_023E,B17010_023M,B17010_024E,B17010_024M,B17010_025E,B17010_025M,B17010_026E,B17010_026M,B17010_027E,B17010_027M,B17010_028E,B17010_028M,B17010_029E,B17010_029M,B17010_030E,B17010_030M,B17010_031E,B17010_031M,B17010_032E,B17010_032M,B17010_033E,B17010_033M,B17010_034E,B17010_034M,B17010_035E,B17010_035M,B17010_036E,B17010_036M,B17010_037E,B17010_037M,B17010_038E,B17010_038M,B17010_039E,B17010_039M,B17010_040E,B17010_040M,B17010_041E,B17010_041M,B17010_001M,B17010_001EA,B17010_001MA,B17010_002M,B17010_002EA,B17010_002MA,B17010_003M,B17010_003EA,B17010_003MA,B17010_004M,B17010_004EA,B17010_004MA,B17010_005M,B17010_005EA,B17010_005MA,B17010_006M,B17010_006EA,B17010_006MA,B17010_007M,B17010_007EA,B17010_007MA,B17010_008M,B17010_008EA,B17010_008MA,B17010_009M,B17010_009EA,B17010_009MA,B17010_010M,B17010_010EA,B17010_010MA,B17010_011M,B17010_011EA,B17010_011MA,B17010_012M,B17010_012EA,B17010_012MA,B17010_013M,B17010_013EA,B17010_013MA,B17010_014M,B17010_014EA,B17010_014MA,B17010_015M,B17010_015EA,B17010_015MA,B17010_016M,B17010_016EA,B17010_016MA,B17010_017M,B17010_017EA,B17010_017MA,B17010_018M,B17010_018EA,B17010_018MA,B17010_019M,B17010_019EA,B17010_019MA,B17010_020M,B17010_020EA,B17010_020MA,B17010_021M,B17010_021EA,B17010_021MA,B17010_022M,B17010_022EA,B17010_022MA,B17010_023M,B17010_023EA,B17010_023MA,B17010_024M,B17010_024EA,B17010_024MA,B17010_025M,B17010_025EA,B17010_025MA,B17010_026M,B17010_026EA,B17010_026MA,B17010_027M,B17010_027EA,B17010_027MA,B17010_028M,B17010_028EA,B17010_028MA,B17010_029M,B17010_029EA,B17010_029MA,B17010_030M,B17010_030EA,B17010_030MA,B17010_031M,B17010_031EA,B17010_031MA,B17010_032M,B17010_032EA,B17010_032MA,B17010_033M,B17010_033EA,B17010_033MA,B17010_034M,B17010_034EA,B17010_034MA,B17010_035M,B17010_035EA,B17010_035MA,B17010_036M,B17010_036EA,B17010_036MA,B17010_037M,B17010_037EA,B17010_037MA,B17010_038M,B17010_038EA,B17010_038MA,B17010_039M,B17010_039EA,B17010_039MA,B17010_040M,B17010_040EA,B17010_040MA,B17010_041M,B17010_041EA,B17010_041MA,state
342912,5731,13796,1974,4982,1281,2168,943,346,349,595,425,1227,657,2814,826,8814,1761,1982,948,1744,810,666,509,354,327,724,454,238,368,6832,1440,6143,1328,1366,587,1164,478,3613,1183,689,428,329116,5686,266476,5728,96061,3855,18704,2103,14170,1591,63187,2958,170415,4528,62640,3999,21164,2305,12556,1876,2479,740,1013,593,9064,1589,8608,1576,41476,3409,23731,2679,3329,982,2378,742,18024,2151,17745,2263,5731,null,null,1974,null,null,1281,null,null,943,null,null,349,null,null,425,null,null,657,null,null,826,null,null,1761,null,null,948,null,null,810,null,null,509,null,null,327,null,null,454,null,null,368,null,null,1440,null,null,1328,null,null,587,null,null,478,null,null,1183,null,null,428,null,null,5686,null,null,5728,null,null,3855,null,null,2103,null,null,1591,null,null,2958,null,null,4528,null,null,3999,null,null,2305,null,null,1876,null,null,740,null,null,593,null,null,1589,null,null,1576,null,null,3409,null,null,2679,null,null,982,null,null,742,null,null,2151,null,null,2263,null,null,33
2197150,15175,166157,6870,58203,3376,32842,2909,4760,1461,11905,1599,16177,2247,25361,2170,107954,5389,17320,2052,13216,1984,2006,793,3679,1227,7531,1448,4104,998,90634,4861,75595,4641,10830,2187,19907,2473,44858,3474,15039,2014,2030993,14878,1565471,13768,686331,9874,125250,4736,119929,4973,441152,8770,879140,11528,465522,10922,137113,6377,61730,3989,13291,1968,7627,1217,40812,3155,75383,4719,328409,8491,164258,5815,22762,2310,23697,2792,117799,5995,164151,5937,15175,null,null,6870,null,null,3376,null,null,2909,null,null,1461,null,null,1599,null,null,2247,null,null,2170,null,null,5389,null,null,2052,null,null,1984,null,null,793,null,null,1227,null,null,1448,null,null,998,null,null,4861,null,null,4641,null,null,2187,null,null,2473,null,null,3474,null,null,2014,null,null,14878,null,null,13768,null,null,9874,null,null,4736,null,null,4973,null,null,8770,null,null,11528,null,null,10922,null,null,6377,null,null,3989,null,null,1968,null,null,1217,null,null,3155,null,null,4719,null,null,8491,null,null,5815,null,null,2310,null,null,2792,null,null,5995,null,null,5937,null,null,34
481127,7528,73619,4140,27437,2691,17435,2028,2460,921,7160,1558,7815,1252,10002,1564,46182,3470,8583,1533,7479,1403,1688,726,1940,756,3851,975,1104,462,37599,3550,33202,3473,6752,1584,9962,1910,16488,2083,4397,1009,407508,7211,306829,7239,114186,4987,19790,2411,23738,2661,70658,4348,192643,5756,100679,4676,32468,2625,14807,1869,2210,631,2217,823,10380,1656,17661,1981,68211,3853,35746,3035,4183,1044,5143,1213,26420,2653,32465,2724,7528,null,null,4140,null,null,2691,null,null,2028,null,null,921,null,null,1558,null,null,1252,null,null,1564,null,null,3470,null,null,1533,null,null,1403,null,null,726,null,null,756,null,null,975,null,null,462,null,null,3550,null,null,3473,null,null,1584,null,null,1910,null,null,2083,null,null,1009,null,null,7211,null,null,7239,null,null,4987,null,null,2411,null,null,2661,null,null,4348,null,null,5756,null,null,4676,null,null,2625,null,null,1869,null,null,631,null,null,823,null,null,1656,null,null,1981,null,null,3853,null,null,3035,null,null,1044,null,null,1213,null,null,2653,null,null,2724,null,null,35
4541583,22755,495440,10667,187018,6029,114216,5221,15595,2141,43807,2934,54814,3449,72802,3871,308422,8672,49184,3612,32671,3070,8409,1567,5860,1484,18402,2020,16513,2216,259238,7982,208075,6945,33285,2925,54604,3933,120186,5033,51163,3755,4046143,21981,2972730,19275,1224855,13841,243600,7466,219624,7033,761631,11388,1747875,14561,1073413,15843,314979,9575,137514,6009,25913,2719,17499,2372,94102,4878,177465,7600,758434,13128,374901,8384,55611,4024,50947,3793,268343,8146,383533,8997,22755,null,null,10667,null,null,6029,null,null,5221,null,null,2141,null,null,2934,null,null,3449,null,null,3871,null,null,8672,null,null,3612,null,null,3070,null,null,1567,null,null,1484,null,null,2020,null,null,2216,null,null,7982,null,null,6945,null,null,2925,null,null,3933,null,null,5033,null,null,3755,null,null,21981,null,null,19275,null,null,13841,null,null,7466,null,null,7033,null,null,11388,null,null,14561,null,null,15843,null,null,9575,null,null,6009,null,null,2719,null,null,2372,null,null,4878,null,null,7600,null,null,13128,null,null,8384,null,null,4024,null,null,3793,null,null,8146,null,null,8997,null,null,36
2542663,18509,285717,8541,96362,4882,56367,4436,8019,1704,18379,2485,29969,2807,39995,3060,189355,7089,30331,3069,21416,2889,5708,1425,4183,885,11525,2084,8915,1471,159024,6657,135738,6007,24926,2818,34922,4053,75890,4757,23286,2455,2256946,18495,1768093,17568,698916,10940,130875,5454,125818,5704,442223,8685,1069177,12553,488853,10784,138288,6484,75187,5261,13701,2334,8898,1748,52588,4323,63101,4166,350565,8000,200027,7805,29489,3271,24259,2785,146279,6547,150538,6172,18509,null,null,8541,null,null,4882,null,null,4436,null,null,1704,null,null,2485,null,null,2807,null,null,3060,null,null,7089,null,null,3069,null,null,2889,null,null,1425,null,null,885,null,null,2084,null,null,1471,null,null,6657,null,null,6007,null,null,2818,null,null,4053,null,null,4757,null,null,2455,null,null,18495,null,null,17568,null,null,10940,null,null,5454,null,null,5704,null,null,8685,null,null,12553,null,null,10784,null,null,6484,null,null,5261,null,null,2334,null,null,1748,null,null,4323,null,null,4166,null,null,8000,null,null,7805,null,null,3271,null,null,2785,null,null,6547,null,null,6172,null,null,37
184904,4823,11802,1859,4188,935,2049,729,406,382,916,516,727,260,2139,621,7614,1585,1486,591,1351,570,344,210,205,138,802,486,135,119,6128,1424,5896,1405,2393,1088,1506,655,1997,838,232,158,173102,4879,146129,4236,59491,3336,13016,1906,12932,1468,33543,2408,86638,3152,26973,2382,10554,1630,7099,1410,1866,948,1131,523,4102,1134,3455,767,16419,2000,9844,1592,2087,896,1686,746,6071,1052,6575,1283,4823,null,null,1859,null,null,935,null,null,729,null,null,382,null,null,516,null,null,260,null,null,621,null,null,1585,null,null,591,null,null,570,null,null,210,null,null,138,null,null,486,null,null,119,null,null,1424,null,null,1405,null,null,1088,null,null,655,null,null,838,null,null,158,null,null,4879,null,null,4236,null,null,3336,null,null,1906,null,null,1468,null,null,2408,null,null,3152,null,null,2382,null,null,1630,null,null,1410,null,null,948,null,null,523,null,null,1134,null,null,767,null,null,2000,null,null,1592,null,null,896,null,null,746,null,null,1052,null,null,1283,null,null,38
2929661,16417,306876,9956,90215,4293,49047,3552,6728,1269,18408,2437,23911,2196,41168,2794,216661,8748,35960,3176,28193,2702,6739,1457,6520,1615,14934,2282,7767,1356,180701,7496,157206,6671,33698,3387,45198,3718,78310,5154,23495,2487,2622785,15165,2031401,16852,773519,12131,143329,5221,141165,5405,489025,10944,1257882,11307,591384,11005,185553,7392,100301,5183,22041,2398,12426,1957,65834,4565,85252,4756,405831,9448,225131,7865,36531,3111,30146,3178,158454,6302,180700,5891,16417,null,null,9956,null,null,4293,null,null,3552,null,null,1269,null,null,2437,null,null,2196,null,null,2794,null,null,8748,null,null,3176,null,null,2702,null,null,1457,null,null,1615,null,null,2282,null,null,1356,null,null,7496,null,null,6671,null,null,3387,null,null,3718,null,null,5154,null,null,2487,null,null,15165,null,null,16852,null,null,12131,null,null,5221,null,null,5405,null,null,10944,null,null,11307,null,null,11005,null,null,7392,null,null,5183,null,null,2398,null,null,1957,null,null,4565,null,null,4756,null,null,9448,null,null,7865,null,null,3111,null,null,3178,null,null,6302,null,null,5891,null,null,39
961731,8307,110695,3985,39233,2560,24214,2092,3928,794,8292,1063,11994,1740,15019,1452,71462,3208,12100,1582,9296,1370,2013,626,2550,744,4733,873,2804,760,59362,3060,52629,2843,9836,1268,13460,1610,29333,2039,6733,979,851036,8243,670864,8342,274227,6225,51152,3342,57038,2709,166037,4746,396637,5923,180172,4678,63978,3122,36690,2474,7686,1036,4170,780,24834,2283,27288,1871,116194,4278,64120,3045,9409,1212,8353,1180,46358,2865,52074,2819,8307,null,null,3985,null,null,2560,null,null,2092,null,null,794,null,null,1063,null,null,1740,null,null,1452,null,null,3208,null,null,1582,null,null,1370,null,null,626,null,null,744,null,null,873,null,null,760,null,null,3060,null,null,2843,null,null,1268,null,null,1610,null,null,2039,null,null,979,null,null,8243,null,null,8342,null,null,6225,null,null,3342,null,null,2709,null,null,4746,null,null,5923,null,null,4678,null,null,3122,null,null,2474,null,null,1036,null,null,780,null,null,2283,null,null,1871,null,null,4278,null,null,3045,null,null,1212,null,null,1180,null,null,2865,null,null,2819,null,null,40
995749,11239,84674,5250,34852,3156,19705,2599,2368,751,7719,1964,9618,1624,15147,1679,49822,3817,8056,1305,6622,1238,1631,581,1752,700,3239,852,1434,516,41766,3610,35304,3379,5978,1392,8948,1542,20378,2560,6462,1245,911075,10222,731302,9901,275372,7494,52103,3356,55455,4215,167814,5632,455930,7865,179773,7063,62119,4599,36410,3554,8714,1543,3089,1168,24607,2758,25709,2742,117654,6235,62695,4860,8002,1446,8176,1636,46517,3884,54959,3648,11239,null,null,5250,null,null,3156,null,null,2599,null,null,751,null,null,1964,null,null,1624,null,null,1679,null,null,3817,null,null,1305,null,null,1238,null,null,581,null,null,700,null,null,852,null,null,516,null,null,3610,null,null,3379,null,null,1392,null,null,1542,null,null,2560,null,null,1245,null,null,10222,null,null,9901,null,null,7494,null,null,3356,null,null,4215,null,null,5632,null,null,7865,null,null,7063,null,null,4599,null,null,3554,null,null,1543,null,null,1168,null,null,2758,null,null,2742,null,null,6235,null,null,4860,null,null,1446,null,null,1636,null,null,3884,null,null,3648,null,null,41
3150563,15900,271489,7393,91470,4270,49358,3543,6117,1220,16785,2095,26456,2482,42112,2625,180019,6253,31328,2494,22615,2334,4805,1082,5138,1205,12672,2073,8713,1474,148691,5822,126047,5273,23809,2840,33061,3058,69177,3997,22644,2572,2879074,16305,2250091,15420,830123,10727,154566,5551,150858,5544,524699,9467,1419968,12240,628983,9969,197841,6057,98161,5164,21408,2277,11613,1750,65140,3976,99680,4748,431142,9603,225592,7219,34158,2547,33192,3400,158242,6488,205550,6461,15900,null,null,7393,null,null,4270,null,null,3543,null,null,1220,null,null,2095,null,null,2482,null,null,2625,null,null,6253,null,null,2494,null,null,2334,null,null,1082,null,null,1205,null,null,2073,null,null,1474,null,null,5822,null,null,5273,null,null,2840,null,null,3058,null,null,3997,null,null,2572,null,null,16305,null,null,15420,null,null,10727,null,null,5551,null,null,5544,null,null,9467,null,null,12240,null,null,9969,null,null,6057,null,null,5164,null,null,2277,null,null,1750,null,null,3976,null,null,4748,null,null,9603,null,null,7219,null,null,2547,null,null,3400,null,null,6488,null,null,6461,null,null,42
247448,5295,22777,2508,7105,1390,4238,1143,919,624,915,643,2404,831,2867,739,15672,1987,1919,599,1311,620,231,238,244,246,836,500,608,314,13753,2016,11557,1833,2153,849,1018,552,8386,1619,2196,681,224671,5361,165401,5620,61517,3404,11284,1868,8169,1376,42064,3127,103884,3989,59270,3843,16108,1996,8458,1527,1726,746,1647,760,5085,1240,7650,1309,43162,3495,23115,2732,4247,1122,2118,692,16750,2417,20047,2138,5295,null,null,2508,null,null,1390,null,null,1143,null,null,624,null,null,643,null,null,831,null,null,739,null,null,1987,null,null,599,null,null,620,null,null,238,null,null,246,null,null,500,null,null,314,null,null,2016,null,null,1833,null,null,849,null,null,552,null,null,1619,null,null,681,null,null,5361,null,null,5620,null,null,3404,null,null,1868,null,null,1376,null,null,3127,null,null,3989,null,null,3843,null,null,1996,null,null,1527,null,null,746,null,null,760,null,null,1240,null,null,1309,null,null,3495,null,null,2732,null,null,1122,null,null,692,null,null,2417,null,null,2138,null,null,44
1224695,13377,132464,5943,39990,3400,23059,2950,3304,1100,8496,1514,11259,1900,16931,2047,92474,5029,13800,2159,9638,1722,1947,915,1450,650,6241,1373,4162,1203,78674,4737,67375,4387,13275,2191,17408,2710,36692,3074,11299,1643,1092231,13056,832191,11392,304068,7770,57902,4413,48239,3649,197927,6934,528123,9660,260040,9527,71239,4785,34532,3498,7351,1739,3160,958,24021,2783,36707,3047,188801,7948,101716,5836,13637,2048,13972,2337,74107,5118,87085,5027,13377,null,null,5943,null,null,3400,null,null,2950,null,null,1100,null,null,1514,null,null,1900,null,null,2047,null,null,5029,null,null,2159,null,null,1722,null,null,915,null,null,650,null,null,1373,null,null,1203,null,null,4737,null,null,4387,null,null,2191,null,null,2710,null,null,3074,null,null,1643,null,null,13056,null,null,11392,null,null,7770,null,null,4413,null,null,3649,null,null,6934,null,null,9660,null,null,9527,null,null,4785,null,null,3498,null,null,1739,null,null,958,null,null,2783,null,null,3047,null,null,7948,null,null,5836,null,null,2048,null,null,2337,null,null,5118,null,null,5027,null,null,45
209986,3966,17311,1573,5712,943,2894,781,497,507,1286,483,1111,398,2818,628,11599,1360,2071,577,1483,490,341,163,266,177,876,421,588,268,9528,1268,8485,1274,1850,560,3032,836,3603,800,1043,369,192675,3965,158803,4014,63758,2845,12853,1483,14141,1566,36764,2008,95045,3036,33872,2677,12360,1552,8051,1194,1674,549,1708,645,4669,994,4309,873,21512,2162,13806,1654,2142,701,1752,595,9912,1492,7706,1213,3966,null,null,1573,null,null,943,null,null,781,null,null,507,null,null,483,null,null,398,null,null,628,null,null,1360,null,null,577,null,null,490,null,null,163,null,null,177,null,null,421,null,null,268,null,null,1268,null,null,1274,null,null,560,null,null,836,null,null,800,null,null,369,null,null,3965,null,null,4014,null,null,2845,null,null,1483,null,null,1566,null,null,2008,null,null,3036,null,null,2677,null,null,1552,null,null,1194,null,null,549,null,null,645,null,null,994,null,null,873,null,null,2162,null,null,1654,null,null,701,null,null,595,null,null,1492,null,null,1213,null,null,46
1670605,13670,193414,7149,69142,4400,38927,3217,7410,1525,11877,1928,19640,2439,30215,2431,124272,6292,21848,2550,17347,2400,4519,1297,3048,993,9780,1665,4501,983,102424,5681,87626,5215,18080,2480,23802,2611,45744,3613,14798,1850,1477191,13470,1154051,13097,438021,10183,82296,4560,81123,5078,274602,9058,716030,9070,323140,8762,92839,4796,48835,3926,10211,1806,3775,997,34849,3621,44004,3329,230301,7471,126281,5766,17891,2305,16296,2207,92094,5314,104020,5318,13670,null,null,7149,null,null,4400,null,null,3217,null,null,1525,null,null,1928,null,null,2439,null,null,2431,null,null,6292,null,null,2550,null,null,2400,null,null,1297,null,null,993,null,null,1665,null,null,983,null,null,5681,null,null,5215,null,null,2480,null,null,2611,null,null,3613,null,null,1850,null,null,13470,null,null,13097,null,null,10183,null,null,4560,null,null,5078,null,null,9058,null,null,9070,null,null,8762,null,null,4796,null,null,3926,null,null,1806,null,null,997,null,null,3621,null,null,3329,null,null,7471,null,null,5766,null,null,2305,null,null,2207,null,null,5314,null,null,5318,null,null,47
6602215,26303,795202,13310,322572,10996,215237,9188,26749,3278,81670,5417,106818,6148,107335,5503,472630,10771,71237,4626,53596,3745,13343,2319,11370,1823,28883,3038,17641,2262,401393,10167,355533,9962,54065,4194,107231,6601,194237,7860,45860,3141,5807013,28785,4434725,27853,2074868,20001,368161,10104,427435,11603,1279272,16453,2359857,21304,1372288,21696,426528,13281,222976,8793,44881,4060,35185,3993,142910,6965,203552,8303,945760,16856,561418,14363,81986,5400,82996,5670,396436,12102,384342,11492,26303,null,null,13310,null,null,10996,null,null,9188,null,null,3278,null,null,5417,null,null,6148,null,null,5503,null,null,10771,null,null,4626,null,null,3745,null,null,2319,null,null,1823,null,null,3038,null,null,2262,null,null,10167,null,null,9962,null,null,4194,null,null,6601,null,null,7860,null,null,3141,null,null,28785,null,null,27853,null,null,20001,null,null,10104,null,null,11603,null,null,16453,null,null,21304,null,null,21696,null,null,13281,null,null,8793,null,null,4060,null,null,3993,null,null,6965,null,null,8303,null,null,16856,null,null,14363,null,null,5400,null,null,5670,null,null,12102,null,null,11492,null,null,48
711124,7895,51170,3459,25117,2239,16435,1936,4111,869,7603,1448,4721,1193,8682,1237,26053,2772,4298,1294,3184,1161,213,307,932,652,2039,882,1114,520,21755,2519,19390,2366,4419,1107,6377,1418,8594,1674,2365,756,659954,7820,553015,8290,286598,6152,52777,3553,82440,3681,151381,4982,266417,6814,106939,5587,38505,3654,22254,2744,3363,1017,4122,1099,14769,2400,16251,2327,68434,3958,38467,3047,5346,1465,5086,1215,28035,2595,29967,2706,7895,null,null,3459,null,null,2239,null,null,1936,null,null,869,null,null,1448,null,null,1193,null,null,1237,null,null,2772,null,null,1294,null,null,1161,null,null,307,null,null,652,null,null,882,null,null,520,null,null,2519,null,null,2366,null,null,1107,null,null,1418,null,null,1674,null,null,756,null,null,7820,null,null,8290,null,null,6152,null,null,3553,null,null,3681,null,null,4982,null,null,6814,null,null,5587,null,null,3654,null,null,2744,null,null,1017,null,null,1099,null,null,2400,null,null,2327,null,null,3958,null,null,3047,null,null,1465,null,null,1215,null,null,2595,null,null,2706,null,null,49
154421,3800,11826,1611,4269,729,1573,566,486,379,356,253,731,356,2696,523,7557,1481,1243,612,1184,604,53,71,278,206,853,554,59,57,6314,1489,5700,1394,780,356,2264,961,2656,740,614,365,142595,3595,116033,3569,40156,1921,7609,1123,6984,1112,25563,1635,75877,2896,26562,2267,9856,1676,5445,1303,828,480,1139,509,3478,948,4411,1044,16706,1547,10302,1214,1750,548,1057,467,7495,1147,6404,1037,3800,null,null,1611,null,null,729,null,null,566,null,null,379,null,null,253,null,null,356,null,null,523,null,null,1481,null,null,612,null,null,604,null,null,71,null,null,206,null,null,554,null,null,57,null,null,1489,null,null,1394,null,null,356,null,null,961,null,null,740,null,null,365,null,null,3595,null,null,3569,null,null,1921,null,null,1123,null,null,1112,null,null,1635,null,null,2896,null,null,2267,null,null,1676,null,null,1303,null,null,480,null,null,509,null,null,948,null,null,1044,null,null,1547,null,null,1214,null,null,548,null,null,467,null,null,1147,null,null,1037,null,null,50
2063049,16402,156560,6799,52756,3863,29292,3175,5059,1187,8444,1753,15789,2355,23464,2375,103804,5584,17384,2414,12141,2152,3622,1181,1543,748,6976,1412,5243,1066,86420,4878,74446,4631,11812,1830,20919,2676,41715,3658,11974,1731,1906489,16860,1504780,15654,637103,10602,125942,4501,121265,4788,389896,8795,867677,11813,401709,10565,118496,5846,62602,4612,12188,1909,9336,1902,41078,3576,55894,3543,283213,8906,159303,6237,22677,2562,19543,2587,117083,5575,123910,5333,16402,null,null,6799,null,null,3863,null,null,3175,null,null,1187,null,null,1753,null,null,2355,null,null,2375,null,null,5584,null,null,2414,null,null,2152,null,null,1181,null,null,748,null,null,1412,null,null,1066,null,null,4878,null,null,4631,null,null,1830,null,null,2676,null,null,3658,null,null,1731,null,null,16860,null,null,15654,null,null,10602,null,null,4501,null,null,4788,null,null,8795,null,null,11813,null,null,10565,null,null,5846,null,null,4612,null,null,1909,null,null,1902,null,null,3576,null,null,3543,null,null,8906,null,null,6237,null,null,2562,null,null,2587,null,null,5575,null,null,5333,null,null,51
1784043,12484,127482,5325,52255,3341,29504,2978,4363,1025,10245,1782,14896,2001,22751,2391,75227,4715,14967,2126,10800,1719,2659,1014,2332,922,5809,1186,4167,1256,60260,4526,51152,3969,10572,2077,12077,2111,28503,3022,9108,1731,1656561,12643,1336617,11978,552696,9880,111070,5337,113970,4497,327656,7715,783921,10089,319944,8165,110008,4963,62161,4992,11828,1821,8572,1691,41761,3767,47847,3225,209936,7040,115975,5843,19731,2693,13443,2389,82801,4869,93961,4798,12484,null,null,5325,null,null,3341,null,null,2978,null,null,1025,null,null,1782,null,null,2001,null,null,2391,null,null,4715,null,null,2126,null,null,1719,null,null,1014,null,null,922,null,null,1186,null,null,1256,null,null,4526,null,null,3969,null,null,2077,null,null,2111,null,null,3022,null,null,1731,null,null,12643,null,null,11978,null,null,9880,null,null,5337,null,null,4497,null,null,7715,null,null,10089,null,null,8165,null,null,4963,null,null,4992,null,null,1821,null,null,1691,null,null,3767,null,null,3225,null,null,7040,null,null,5843,null,null,2693,null,null,2389,null,null,4869,null,null,4798,null,null,53
467396,6711,60187,3948,23503,2391,12308,1734,1664,632,4137,1013,6507,1241,11195,1500,36684,3102,6577,1310,4940,1207,1627,683,470,322,2843,831,1637,582,30107,2900,25217,2570,6671,1260,5669,1442,12877,1787,4890,1090,407209,6986,323592,6177,111795,4446,20744,1965,19536,2330,71515,3447,211797,5576,83617,4613,26582,2412,13696,2014,2642,686,1710,694,9344,1660,12886,1511,57035,3564,28730,2833,4308,1242,3742,1050,20680,2345,28305,2471,6711,null,null,3948,null,null,2391,null,null,1734,null,null,632,null,null,1013,null,null,1241,null,null,1500,null,null,3102,null,null,1310,null,null,1207,null,null,683,null,null,322,null,null,831,null,null,582,null,null,2900,null,null,2570,null,null,1260,null,null,1442,null,null,1787,null,null,1090,null,null,6986,null,null,6177,null,null,4446,null,null,1965,null,null,2330,null,null,3447,null,null,5576,null,null,4613,null,null,2412,null,null,2014,null,null,686,null,null,694,null,null,1660,null,null,1511,null,null,3564,null,null,2833,null,null,1242,null,null,1050,null,null,2345,null,null,2471,null,null,54
1460922,9966,112239,5484,36710,2523,18921,1994,3188,681,7950,1249,7783,1167,17789,1522,75529,4644,15254,1808,12086,1698,2575,751,3045,1036,6466,1326,3168,758,60275,3687,53771,3595,10717,1578,14368,1783,28686,2683,6504,1174,1348683,10858,1092649,11647,410933,7479,76581,3784,76509,3671,257843,5527,681716,7796,256034,6617,89960,4094,53218,3359,10464,1488,6682,1633,36072,2746,36742,2447,166074,6061,96130,4702,14818,1993,12084,1549,69228,4376,69944,3632,9966,null,null,5484,null,null,2523,null,null,1994,null,null,681,null,null,1249,null,null,1167,null,null,1522,null,null,4644,null,null,1808,null,null,1698,null,null,751,null,null,1036,null,null,1326,null,null,758,null,null,3687,null,null,3595,null,null,1578,null,null,1783,null,null,2683,null,null,1174,null,null,10858,null,null,11647,null,null,7479,null,null,3784,null,null,3671,null,null,5527,null,null,7796,null,null,6617,null,null,4094,null,null,3359,null,null,1488,null,null,1633,null,null,2746,null,null,2447,null,null,6061,null,null,4702,null,null,1993,null,null,1549,null,null,4376,null,null,3632,null,null,55
145524,4006,9154,1441,4569,1133,1905,620,287,222,700,380,918,467,2664,791,4585,1066,376,255,343,251,144,178,121,125,78,130,33,37,4209,1030,3807,1061,961,515,995,584,1851,800,402,310,136370,3906,112469,4150,42069,2439,7214,1327,8875,1616,25980,2079,70400,3599,23901,2626,10578,1821,7337,1510,1146,508,424,393,5767,1341,3241,953,13323,1657,8635,1351,1320,620,1403,552,5912,1129,4688,1023,4006,null,null,1441,null,null,1133,null,null,620,null,null,222,null,null,380,null,null,467,null,null,791,null,null,1066,null,null,255,null,null,251,null,null,178,null,null,125,null,null,130,null,null,37,null,null,1030,null,null,1061,null,null,515,null,null,584,null,null,800,null,null,310,null,null,3906,null,null,4150,null,null,2439,null,null,1327,null,null,1616,null,null,2079,null,null,3599,null,null,2626,null,null,1821,null,null,1510,null,null,508,null,null,393,null,null,1341,null,null,953,null,null,1657,null,null,1351,null,null,620,null,null,552,null,null,1129,null,null,1023,null,null,56
836332,9750,329347,7759,123632,4152,46841,3478,7513,1353,8516,1436,30812,2871,76791,3322,205715,7362,37386,3318,23067,2737,6170,1302,4289,1127,12608,1770,14319,1788,168329,6772,115814,5572,17950,1936,23847,2393,74017,4870,52515,3506,506985,8881,340540,7947,107711,5183,14716,2085,13508,1717,79487,4405,232829,6220,166445,5625,44325,3250,16731,2365,3038,1007,2399,798,11294,1691,27594,2815,122120,5279,49907,3491,6436,1404,3218,965,40253,3141,72213,3880,9750,null,null,7759,null,null,4152,null,null,3478,null,null,1353,null,null,1436,null,null,2871,null,null,3322,null,null,7362,null,null,3318,null,null,2737,null,null,1302,null,null,1127,null,null,1770,null,null,1788,null,null,6772,null,null,5572,null,null,1936,null,null,2393,null,null,4870,null,null,3506,null,null,8881,null,null,7947,null,null,5183,null,null,2085,null,null,1717,null,null,4405,null,null,6220,null,null,5625,null,null,3250,null,null,2365,null,null,1007,null,null,798,null,null,1691,null,null,2815,null,null,5279,null,null,3491,null,null,1404,null,null,965,null,null,3141,null,null,3880,null,null,72
