B19013_001E,B19013_001M,B19013_001M,B19013_001EA,B19013_001MA,state
50860,241,241,null,null,12
53559,710,710,null,null,13
74511,1776,1776,null,null,15
51807,963,963,null,null,16
60960,389,389,null,null,17
52314,371,371,null,null,18
56247,695,695,null,null,19
54935,893,893,null,null,20
46659,600,600,null,null,21
45146,776,776,null,null,22
53079,1379,1379,null,null,23
78945,737,737,null,null,24
75297,771,771,null,null,25
52492,402,402,null,null,26
65599,606,606,null,null,27
41754,556,556,null,null,28
51746,374,374,null,null,29
50027,1096,1096,null,null,30
56927,767,767,null,null,31
55180,901,901,null,null,32
70936,1422,1422,null,null,33
76126,701,701,null,null,34
46748,826,826,null,null,35
62909,631,631,null,null,36
50584,292,292,null,null,37
60656,1528,1528,null,null,38
52334,275,275,null,null,39
49176,625,625,null,null,40
57532,855,855,null,null,41
56907,360,360,null,null,42
60596,1591,1591,null,null,44
49501,601,601,null,null,45
54467,1289,1289,null,null,46
48547,675,675,null,null,47
56565,300,300,null,null,48
65977,955,955,null,null,49
57677,1672,1672,null,null,50
68114,748,748,null,null,51
67106,595,595,null,null,53
43385,1112,1112,null,null,54
56811,549,549,null,null,55
59882,2214,2214,null,null,56
20078,354,354,null,null,72
46257,677,677,null,null,01
76440,2230,2230,null,null,02
53558,634,634,null,null,04
44334,921,921,null,null,05
67739,356,356,null,null,06
65685,636,636,null,null,08
73433,1059,1059,null,null,09
61757,1492,1492,null,null,10
75506,3416,3416,null,null,11
