B08412_001E,B08412_001M,B08412_002E,B08412_002M,B08412_003E,B08412_003M,B08412_004E,B08412_004M,B08412_005E,B08412_005M,B08412_006E,B08412_006M,B08412_007E,B08412_007M,B08412_008E,B08412_008M,B08412_009E,B08412_009M,B08412_010E,B08412_010M,B08412_011E,B08412_011M,B08412_012E,B08412_012M,B08412_013E,B08412_013M,B08412_014E,B08412_014M,B08412_015E,B08412_015M,B08412_016E,B08412_016M,B08412_017E,B08412_017M,B08412_018E,B08412_018M,B08412_019E,B08412_019M,B08412_020E,B08412_020M,B08412_021E,B08412_021M,B08412_022E,B08412_022M,B08412_023E,B08412_023M,B08412_024E,B08412_024M,B08412_025E,B08412_025M,B08412_026E,B08412_026M,B08412_027E,B08412_027M,B08412_028E,B08412_028M,B08412_029E,B08412_029M,B08412_030E,B08412_030M,B08412_031E,B08412_031M,B08412_032E,B08412_032M,B08412_033E,B08412_033M,B08412_034E,B08412_034M,B08412_035E,B08412_035M,B08412_036E,B08412_036M,B08412_037E,B08412_037M,B08412_038E,B08412_038M,B08412_039E,B08412_039M,B08412_001M,B08412_001EA,B08412_001MA,B08412_002M,B08412_002EA,B08412_002MA,B08412_003M,B08412_003EA,B08412_003MA,B08412_004M,B08412_004EA,B08412_004MA,B08412_005M,B08412_005EA,B08412_005MA,B08412_006M,B08412_006EA,B08412_006MA,B08412_007M,B08412_007EA,B08412_007MA,B08412_008M,B08412_008EA,B08412_008MA,B08412_009M,B08412_009EA,B08412_009MA,B08412_010M,B08412_010EA,B08412_010MA,B08412_011M,B08412_011EA,B08412_011MA,B08412_012M,B08412_012EA,B08412_012MA,B08412_013M,B08412_013EA,B08412_013MA,B08412_014M,B08412_014EA,B08412_014MA,B08412_015M,B08412_015EA,B08412_015MA,B08412_016M,B08412_016EA,B08412_016MA,B08412_017M,B08412_017EA,B08412_017MA,B08412_018M,B08412_018EA,B08412_018MA,B08412_019M,B08412_019EA,B08412_019MA,B08412_020M,B08412_020EA,B08412_020MA,B08412_021M,B08412_021EA,B08412_021MA,B08412_022M,B08412_022EA,B08412_022MA,B08412_023M,B08412_023EA,B08412_023MA,B08412_024M,B08412_024EA,B08412_024MA,B08412_025M,B08412_025EA,B08412_025MA,B08412_026M,B08412_026EA,B08412_026MA,B08412_027M,B08412_027EA,B08412_027MA,B08412_028M,B08412_028EA,B08412_028MA,B08412_029M,B08412_029EA,B08412_029MA,B08412_030M,B08412_030EA,B08412_030MA,B08412_031M,B08412_031EA,B08412_031MA,B08412_032M,B08412_032EA,B08412_032MA,B08412_033M,B08412_033EA,B08412_033MA,B08412_034M,B08412_034EA,B08412_034MA,B08412_035M,B08412_035EA,B08412_035MA,B08412_036M,B08412_036EA,B08412_036MA,B08412_037M,B08412_037EA,B08412_037MA,B08412_038M,B08412_038EA,B08412_038MA,B08412_039M,B08412_039EA,B08412_039MA,state
8525529,35514,140061,6430,613047,16287,1031350,22215,1271907,22991,1344947,21309,577403,15027,1410562,23802,292110,10468,364311,12556,771531,15374,513815,12617,194485,7889,4487914,25461,75222,4819,298939,9965,510693,14849,636269,14706,699946,15426,299135,10666,770355,17191,157759,7967,195926,9579,416590,12192,306921,10931,120159,6171,4037615,23577,64839,4550,314108,13160,520657,13598,635638,13858,645001,12670,278268,11554,640207,14234,134351,6980,168385,7707,354941,9876,206894,7528,74326,5320,35514,null,null,6430,null,null,16287,null,null,22215,null,null,22991,null,null,21309,null,null,15027,null,null,23802,null,null,10468,null,null,12556,null,null,15374,null,null,12617,null,null,7889,null,null,25461,null,null,4819,null,null,9965,null,null,14849,null,null,14706,null,null,15426,null,null,10666,null,null,17191,null,null,7967,null,null,9579,null,null,12192,null,null,10931,null,null,6171,null,null,23577,null,null,4550,null,null,13160,null,null,13598,null,null,13858,null,null,12670,null,null,11554,null,null,14234,null,null,6980,null,null,7707,null,null,9876,null,null,7528,null,null,5320,null,null,12
4427084,25326,92997,6578,350198,10717,560042,12245,657312,14817,628133,15977,258614,10358,638460,16293,144855,7207,173613,7545,442909,13274,339955,12498,139996,7333,2318671,14283,50471,4858,163217,6872,265096,8592,321861,9729,324143,12078,135340,7215,353795,11195,80755,5194,97103,6098,244236,8850,195962,7827,86692,5275,2108413,19884,42526,3643,186981,8047,294946,9166,335451,11413,303990,10330,123274,6544,284665,9010,64100,4381,76510,5184,198673,8375,143993,8125,53304,4200,25326,null,null,6578,null,null,10717,null,null,12245,null,null,14817,null,null,15977,null,null,10358,null,null,16293,null,null,7207,null,null,7545,null,null,13274,null,null,12498,null,null,7333,null,null,14283,null,null,4858,null,null,6872,null,null,8592,null,null,9729,null,null,12078,null,null,7215,null,null,11195,null,null,5194,null,null,6098,null,null,8850,null,null,7827,null,null,5275,null,null,19884,null,null,3643,null,null,8047,null,null,9166,null,null,11413,null,null,10330,null,null,6544,null,null,9010,null,null,4381,null,null,5184,null,null,8375,null,null,8125,null,null,4200,null,null,13
674811,7685,14978,2131,63151,4319,87089,5204,95271,4750,88306,4556,37618,3290,111420,5589,16751,2103,30162,2796,60447,3953,51990,3573,17628,2234,368463,5194,8978,1526,32768,2519,45385,3556,53783,3271,44996,3554,21495,2588,62360,4071,9217,1431,17651,2392,33700,2672,27639,2845,10491,1738,306348,5254,6000,1165,30383,3173,41704,3087,41488,2541,43310,2894,16123,2060,49060,3611,7534,1446,12511,1571,26747,2700,24351,2026,7137,1111,7685,null,null,2131,null,null,4319,null,null,5204,null,null,4750,null,null,4556,null,null,3290,null,null,5589,null,null,2103,null,null,2796,null,null,3953,null,null,3573,null,null,2234,null,null,5194,null,null,1526,null,null,2519,null,null,3556,null,null,3271,null,null,3554,null,null,2588,null,null,4071,null,null,1431,null,null,2392,null,null,2672,null,null,2845,null,null,1738,null,null,5254,null,null,1165,null,null,3173,null,null,3087,null,null,2541,null,null,2894,null,null,2060,null,null,3611,null,null,1446,null,null,1571,null,null,2700,null,null,2026,null,null,1111,null,null,15
688206,9852,38888,3204,104130,5754,128358,5715,120931,6735,99943,5980,37101,3423,71712,4767,15415,2916,14943,2700,29874,3306,16259,2096,10652,1620,374863,6739,20209,2070,53304,4151,67101,4166,66035,4521,55166,4068,20407,2277,40259,3620,9657,2331,7871,1468,17774,2414,9787,1585,7293,1247,313343,7078,18679,2261,50826,4088,61257,3738,54896,4139,44777,4202,16694,2248,31453,3055,5758,1421,7072,2234,12100,1906,6472,1314,3359,904,9852,null,null,3204,null,null,5754,null,null,5715,null,null,6735,null,null,5980,null,null,3423,null,null,4767,null,null,2916,null,null,2700,null,null,3306,null,null,2096,null,null,1620,null,null,6739,null,null,2070,null,null,4151,null,null,4166,null,null,4521,null,null,4068,null,null,2277,null,null,3620,null,null,2331,null,null,1468,null,null,2414,null,null,1585,null,null,1247,null,null,7078,null,null,2261,null,null,4088,null,null,3738,null,null,4139,null,null,4202,null,null,2248,null,null,3055,null,null,1421,null,null,2234,null,null,1906,null,null,1314,null,null,904,null,null,16
5812409,22073,153043,6100,526850,12436,706509,13100,758862,15229,730488,12804,345353,9092,799881,15942,194798,6594,299523,10363,605594,12154,515494,11263,176014,6404,3059334,14791,74702,4223,245537,8272,344169,8451,381791,9719,371015,9049,181525,6209,433629,10773,106606,4447,167113,7040,345695,8877,304522,8594,103030,4789,2753075,17596,78341,3923,281313,8397,362340,10356,377071,9209,359473,8646,163828,6095,366252,10561,88192,4768,132410,5780,259899,7267,210972,7277,72984,3964,22073,null,null,6100,null,null,12436,null,null,13100,null,null,15229,null,null,12804,null,null,9092,null,null,15942,null,null,6594,null,null,10363,null,null,12154,null,null,11263,null,null,6404,null,null,14791,null,null,4223,null,null,8272,null,null,8451,null,null,9719,null,null,9049,null,null,6209,null,null,10773,null,null,4447,null,null,7040,null,null,8877,null,null,8594,null,null,4789,null,null,17596,null,null,3923,null,null,8397,null,null,10356,null,null,9209,null,null,8646,null,null,6095,null,null,10561,null,null,4768,null,null,5780,null,null,7267,null,null,7277,null,null,3964,null,null,17
2935734,15043,98952,4486,356180,9977,465086,10024,488028,12479,450078,10286,205423,7028,349811,10598,94673,4714,97689,5388,179641,7739,102802,5205,47371,3254,1542681,12302,50077,3616,168053,6480,233207,6589,242700,8285,230019,7926,106301,5480,194215,7188,54623,3461,56321,4116,109083,5605,65214,4092,32868,2919,1393053,12238,48875,3284,188127,6581,231879,6786,245328,7990,220059,6273,99122,5374,155596,6041,40050,3110,41368,3352,70558,4148,37588,3126,14503,1639,15043,null,null,4486,null,null,9977,null,null,10024,null,null,12479,null,null,10286,null,null,7028,null,null,10598,null,null,4714,null,null,5388,null,null,7739,null,null,5205,null,null,3254,null,null,12302,null,null,3616,null,null,6480,null,null,6589,null,null,8285,null,null,7926,null,null,5480,null,null,7188,null,null,3461,null,null,4116,null,null,5605,null,null,4092,null,null,2919,null,null,12238,null,null,3284,null,null,6581,null,null,6786,null,null,7990,null,null,6273,null,null,5374,null,null,6041,null,null,3110,null,null,3352,null,null,4148,null,null,3126,null,null,1639,null,null,18
1512317,9697,102761,5065,259751,6742,280600,8333,255116,7040,213178,6594,93995,4696,133742,4277,32307,2261,30945,2635,57171,3735,32504,2530,20247,2267,801148,7149,51829,2771,131036,5808,143168,5676,135244,5425,110215,4348,48862,3415,76458,3323,17696,1560,17263,1922,33583,2669,21693,1958,14101,1843,711169,7372,50932,3388,128715,4025,137432,5029,119872,4700,102963,4468,45133,3285,57284,3214,14611,1736,13682,1634,23588,2153,10811,1426,6146,1045,9697,null,null,5065,null,null,6742,null,null,8333,null,null,7040,null,null,6594,null,null,4696,null,null,4277,null,null,2261,null,null,2635,null,null,3735,null,null,2530,null,null,2267,null,null,7149,null,null,2771,null,null,5808,null,null,5676,null,null,5425,null,null,4348,null,null,3415,null,null,3323,null,null,1560,null,null,1922,null,null,2669,null,null,1958,null,null,1843,null,null,7372,null,null,3388,null,null,4025,null,null,5029,null,null,4700,null,null,4468,null,null,3285,null,null,3214,null,null,1736,null,null,1634,null,null,2153,null,null,1426,null,null,1045,null,null,19
1376703,10889,79521,4664,228948,7560,239876,5857,233959,8559,209013,7012,80991,4150,137283,6032,26801,2071,31961,2737,59107,3539,32642,2623,16601,2024,732087,7329,41263,3255,114781,5263,121720,4875,121456,5063,112836,5606,43253,3055,77319,4185,15446,1463,19455,2051,33129,2684,20583,2124,10846,1516,644616,7708,38258,3064,114167,4933,118156,4629,112503,5410,96177,4328,37738,2669,59964,3758,11355,1368,12506,1654,25978,2457,12059,1548,5755,1238,10889,null,null,4664,null,null,7560,null,null,5857,null,null,8559,null,null,7012,null,null,4150,null,null,6032,null,null,2071,null,null,2737,null,null,3539,null,null,2623,null,null,2024,null,null,7329,null,null,3255,null,null,5263,null,null,4875,null,null,5063,null,null,5606,null,null,3055,null,null,4185,null,null,1463,null,null,2051,null,null,2684,null,null,2124,null,null,1516,null,null,7708,null,null,3064,null,null,4933,null,null,4629,null,null,5410,null,null,4328,null,null,2669,null,null,3758,null,null,1368,null,null,1654,null,null,2457,null,null,1548,null,null,1238,null,null,20
1867288,14410,64905,4742,212181,9497,287232,8126,318832,8236,289001,8450,120600,5721,239603,7915,53412,3577,56273,3934,115272,5022,74317,4906,35660,2904,984449,10998,35983,3265,104259,5957,135353,5442,161304,5598,149841,5894,60367,3564,134735,6265,29305,3004,30712,2988,68703,3791,48067,3629,25820,2398,882839,10480,28922,2889,107922,6020,151879,6293,157528,5471,139160,5324,60233,4021,104868,4556,24107,2098,25561,2364,46569,3218,26250,2588,9840,1369,14410,null,null,4742,null,null,9497,null,null,8126,null,null,8236,null,null,8450,null,null,5721,null,null,7915,null,null,3577,null,null,3934,null,null,5022,null,null,4906,null,null,2904,null,null,10998,null,null,3265,null,null,5957,null,null,5442,null,null,5598,null,null,5894,null,null,3564,null,null,6265,null,null,3004,null,null,2988,null,null,3791,null,null,3629,null,null,2398,null,null,10480,null,null,2889,null,null,6020,null,null,6293,null,null,5471,null,null,5324,null,null,4021,null,null,4556,null,null,2098,null,null,2364,null,null,3218,null,null,2588,null,null,1369,null,null,21
1958264,15536,61088,4390,207857,8958,302462,11277,327525,9536,294801,9497,114222,7296,261213,8553,44484,3818,53546,4583,133249,6731,98678,6372,59139,4344,1011342,11748,32147,2622,92939,5623,143045,7715,161214,6684,141046,6091,56290,4258,148462,7283,20664,2677,28460,3001,79171,5203,63454,5140,44450,3666,946922,9435,28941,3339,114918,6153,159417,6556,166311,6650,153755,6766,57932,4879,112751,5058,23820,2771,25086,2883,54078,4057,35224,3647,14689,2301,15536,null,null,4390,null,null,8958,null,null,11277,null,null,9536,null,null,9497,null,null,7296,null,null,8553,null,null,3818,null,null,4583,null,null,6731,null,null,6372,null,null,4344,null,null,11748,null,null,2622,null,null,5623,null,null,7715,null,null,6684,null,null,6091,null,null,4258,null,null,7283,null,null,2677,null,null,3001,null,null,5203,null,null,5140,null,null,3666,null,null,9435,null,null,3339,null,null,6153,null,null,6556,null,null,6650,null,null,6766,null,null,4879,null,null,5058,null,null,2771,null,null,2883,null,null,4057,null,null,3647,null,null,2301,null,null,22
