B19216_001E,B19216_001M,B19216_002E,B19216_002M,B19216_003E,B19216_003M,B19216_004E,B19216_004M,B19216_005E,B19216_005M,B19216_006E,B19216_006M,B19216_007E,B19216_007M,B19216_008E,B19216_008M,B19216_009E,B19216_009M,B19216_010E,B19216_010M,B19216_011E,B19216_011M,B19216_012E,B19216_012M,B19216_013E,B19216_013M,B19216_014E,B19216_014M,B19216_015E,B19216_015M,B19216_001M,B19216_001EA,B19216_001MA,B19216_002M,B19216_002EA,B19216_002MA,B19216_003M,B19216_003EA,B19216_003MA,B19216_004M,B19216_004EA,B19216_004MA,B19216_005M,B19216_005EA,B19216_005MA,B19216_006M,B19216_006EA,B19216_006MA,B19216_007M,B19216_007EA,B19216_007MA,B19216_008M,B19216_008EA,B19216_008MA,B19216_009M,B19216_009EA,B19216_009MA,B19216_010M,B19216_010EA,B19216_010MA,B19216_011M,B19216_011EA,B19216_011MA,B19216_012M,B19216_012EA,B19216_012MA,B19216_013M,B19216_013EA,B19216_013MA,B19216_014M,B19216_014EA,B19216_014MA,B19216_015M,B19216_015EA,B19216_015MA,state
130753696600,2087132434,68000668800,1720617963,45134582600,1511144049,30936860100,1074947474,14197722400,890798324,22866086300,1158345486,18989473300,1028032392,3876613000,419386478,62753027800,1159861970,46681627800,1061260057,23518105900,735801322,23163521900,687805784,16071400000,698049903,13304322100,637252945,2767077900,310346362,2087132434,null,null,1720617963,null,null,1511144049,null,null,1074947474,null,null,890798324,null,null,1158345486,null,null,1028032392,null,null,419386478,null,null,1159861970,null,null,1061260057,null,null,735801322,null,null,687805784,null,null,698049903,null,null,637252945,null,null,310346362,null,null,12
56572728700,1276338087,29442735700,976828553,21029213100,938856044,16807910400,959365426,4221302800,412122204,8413522600,513110796,7913199000,497795912,500323600,89645529,27129992900,788751216,21136814600,753141504,13450343000,576590755,7686471500,428791747,5993178400,395411857,5428527300,409745780,564651100,110618420,1276338087,null,null,976828553,null,null,938856044,null,null,959365426,null,null,412122204,null,null,513110796,null,null,497795912,null,null,89645529,null,null,788751216,null,null,753141504,null,null,576590755,null,null,428791747,null,null,395411857,null,null,409745780,null,null,110618420,null,null,13
8461386700,447813860,4829205800,384023817,2955916800,300196470,1983441700,217846603,972475200,188341416,1873289000,286339279,1638321400,272790864,234967600,102916577,3632180900,281429594,2585726900,220002225,1465303000,165174251,1120423900,167660528,1046454000,190180832,801519200,159849192,244934800,97047023,447813860,null,null,384023817,null,null,300196470,null,null,217846603,null,null,188341416,null,null,286339279,null,null,272790864,null,null,102916577,null,null,281429594,null,null,220002225,null,null,165174251,null,null,167660528,null,null,190180832,null,null,159849192,null,null,97047023,null,null,15
8140664800,460652631,4551215500,431383871,3194275000,331212559,2373866200,284508944,820408800,156715158,1356940500,265832712,1225058000,253099840,131882400,55515476,3589449400,235851745,2693508300,177620184,1539412600,165580507,1154095700,109808193,895941100,158302267,786729200,151148355,109211900,48504543,460652631,null,null,431383871,null,null,331212559,null,null,284508944,null,null,156715158,null,null,265832712,null,null,253099840,null,null,55515476,null,null,235851745,null,null,177620184,null,null,165580507,null,null,109808193,null,null,158302267,null,null,151148355,null,null,48504543,null,null,16
89530251200,1407095566,47163678800,1230628582,32650723100,1065306803,25638291000,996889985,7012432100,384255125,14512955600,754759967,13128422100,666428945,1384533500,255832744,42366572500,977984858,32102357600,870803791,19565940600,603579143,12536417000,525578442,10264214900,563598871,9348297900,530000224,915916900,131807550,1407095566,null,null,1230628582,null,null,1065306803,null,null,996889985,null,null,384255125,null,null,754759967,null,null,666428945,null,null,255832744,null,null,977984858,null,null,870803791,null,null,603579143,null,null,525578442,null,null,563598871,null,null,530000224,null,null,131807550,null,null,17
37533322400,1033900734,19786747400,773389321,14035114500,699072138,10623820000,572422815,3411294500,345132274,5751632900,374886778,5230820500,346674520,520812400,129508718,17746575000,665810078,13441640400,538212445,7366558900,497565589,6075081500,366970362,4304934600,446763951,3790108200,430056241,514826400,151817061,1033900734,null,null,773389321,null,null,699072138,null,null,572422815,null,null,345132274,null,null,374886778,null,null,346674520,null,null,129508718,null,null,665810078,null,null,538212445,null,null,497565589,null,null,366970362,null,null,446763951,null,null,430056241,null,null,151817061,null,null,18
19763849000,689519517,10687894000,464836024,7362313300,403528505,5641063400,391320090,1721249900,161224086,3325580700,306924287,3136342100,304676770,189238600,43260867,9075955000,466824190,6842899400,339925012,3559226000,265057863,3283673400,225774503,2233055600,338193112,2043789800,329392715,189265900,44975314,689519517,null,null,464836024,null,null,403528505,null,null,391320090,null,null,161224086,null,null,306924287,null,null,304676770,null,null,43260867,null,null,466824190,null,null,339925012,null,null,265057863,null,null,225774503,null,null,338193112,null,null,329392715,null,null,44975314,null,null,19
16506064000,501480013,8571555900,384327757,6350902400,323685714,4730579400,287438841,1620323000,169635348,2220653400,243576298,2060042600,231894933,160610800,62362555,7934508200,385023548,6137911600,330843763,3361670700,250159215,2776240900,219036565,1796596600,198848548,1699837700,195840712,96758900,40296226,501480013,null,null,384327757,null,null,323685714,null,null,287438841,null,null,169635348,null,null,243576298,null,null,231894933,null,null,62362555,null,null,385023548,null,null,330843763,null,null,250159215,null,null,219036565,null,null,198848548,null,null,195840712,null,null,40296226,null,null,20
23424497200,708309455,12285148300,589142902,8574228800,459583579,6531337400,418065169,2042891400,193771888,3710919500,322582736,3401710900,309391004,309208500,102676092,11139349000,556135187,8614056900,525776661,4786621600,390231477,3827435200,341643539,2525292100,239322323,2223979400,228331726,301312600,81423592,708309455,null,null,589142902,null,null,459583579,null,null,418065169,null,null,193771888,null,null,322582736,null,null,309391004,null,null,102676092,null,null,556135187,null,null,525776661,null,null,390231477,null,null,341643539,null,null,239322323,null,null,228331726,null,null,81423592,null,null,21
25064671700,764943142,14161058000,686592217,10267448400,553411679,7935990700,465542026,2331457700,283689018,3893609600,435434529,3410440500,350523693,483169200,227379370,10903613700,445215771,8378668800,380880174,4762281900,250079473,3616387000,310599688,2524944900,225716616,2298428600,212402487,226516300,74294348,764943142,null,null,686592217,null,null,553411679,null,null,465542026,null,null,283689018,null,null,435434529,null,null,350523693,null,null,227379370,null,null,445215771,null,null,380880174,null,null,250079473,null,null,310599688,null,null,225716616,null,null,212402487,null,null,74294348,null,null,22
9138609400,493013584,4362859100,289587575,2670546600,224992234,1862842600,186085415,807704100,121171236,1692312500,203561336,1414372500,190857474,277940000,99168507,4775750300,417355346,3327750000,391961852,1714343200,243994105,1613406800,275078492,1448000300,197349039,1257246400,187317659,190754000,55246887,493013584,null,null,289587575,null,null,224992234,null,null,186085415,null,null,121171236,null,null,203561336,null,null,190857474,null,null,99168507,null,null,417355346,null,null,391961852,null,null,243994105,null,null,275078492,null,null,197349039,null,null,187317659,null,null,55246887,null,null,23
46647293600,1250971561,22965891800,1003736600,15601778700,784042729,12077930000,743934158,3523848700,283579225,7364113100,577534067,6659778700,547644842,704334400,168039532,23681401700,653877516,17831856400,582998410,11071958800,491612678,6759897600,356000369,5849545300,388107796,5150003100,354657459,699542200,166535244,1250971561,null,null,1003736600,null,null,784042729,null,null,743934158,null,null,283579225,null,null,577534067,null,null,547644842,null,null,168039532,null,null,653877516,null,null,582998410,null,null,491612678,null,null,356000369,null,null,388107796,null,null,354657459,null,null,166535244,null,null,24
59108730800,1335519195,29494461900,897614043,17987985000,768384899,13678638300,674751628,4309346700,327769827,11506476900,662527024,10696479000,636554364,809997800,135837930,29614268900,989453821,20527171900,822259038,12315690900,638904142,8211481000,513071954,9087097100,521452730,8135138200,515431956,951958900,133018356,1335519195,null,null,897614043,null,null,768384899,null,null,674751628,null,null,327769827,null,null,662527024,null,null,636554364,null,null,135837930,null,null,989453821,null,null,822259038,null,null,638904142,null,null,513071954,null,null,521452730,null,null,515431956,null,null,133018356,null,null,25
